"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"
"g1"	-1.98841713037047	0.257897598398296	5.27031297714109	9.13880694925521	-19.71428245254	-2.98225420002018	13.2350575725596	-8.59124582768456	0.580340486251421	11.4532351230688	9.68772445108053	-6.61063443196363	5.81286460202604	-15.3297100729117	14.0856205446626	13.1542905425056	-12.50166329265	9.45482926604632	-1.55438352752999	-15.5781325153764	-11.2749763519253	13.5045305227937	-10.6552575425391	-5.8986829268641	-7.89312172889359	1.58522341990936	1.66400382540082	-13.0592915356076	19.4973006278245	8.63846802079142	9.39207528043746	4.83690583287504	3.11282171301013	-7.48776776659655	11.7130899946203	-0.373758868628533	-0.423300078012905	2.05420244220135	0.41607519241857	-21.3130337187808	-7.4907531087125	3.4594299722142	6.84385309226474	-7.80611344695147	-7.32649326563781	-1.28494866337837	3.40809442607991	-3.23066090313988	1.14997149369468	3.0437550379926	5.94920841263959	9.12557290008503	-8.37192345564781	0.195872552681828	-5.599615286667	19.1574896835146
"g2"	-3.69648747157087	2.98227234466142	-0.549373459641691	15.2397727708707	4.69961201975086	-3.79626065521338	16.941771719548	-4.67096257209381	1.89065389841678	13.7183025321443	6.16868034067527	-5.02856272574553	0.040811329001421	-16.5280856146535	7.57536571860278	-9.16740138648784	18.8834998244641	9.90158730311766	13.8248664952482	3.12983727598138	-4.35518487997562	16.577015334234	-17.6327262614785	-10.2433761450757	21.5140731975662	11.3824595640934	-11.2291185785675	-13.8787319863581	5.16618419595266	7.61110229539539	12.5534631126557	7.34100591292174	20.3117894889535	4.28222588910902	21.9601784877155	-8.68038036604754	10.1677873200274	17.3939179493807	-4.32362872863061	-19.1726054254381	-14.3945702810314	-14.6817647741407	14.9822792658796	-4.77364014276528	5.13109800789158	-20.4101014534589	-16.3747016008157	15.2194212456547	-7.99937606922567	-23.9863427037864	-7.94488663826695	-7.12090423313872	-8.8729814855366	2.00767142162723	16.2192803076116	-15.4556887564595
"g3"	-10.9947585625369	-0.768059097894832	-23.9884305295534	-4.77470297023836	-12.522969939321	-0.18828408064176	17.7138142012137	1.85536099095825	21.5875583761573	-3.07795294070168	-8.02953781284858	8.17545002861683	5.44962647682341	-24.8188473852755	8.38067247737296	2.06830910553977	-11.8041735169091	-1.46880618245203	-15.5106994839703	15.7093300212364	-11.6811409751102	-1.216441436859	-17.0915335855414	7.31196000944796	1.02168737935685	0.31571420183419	5.37288150725588	3.96714503245469	-4.9395688868896	2.57099573064809	4.00425939879357	4.97975800130094	1.01568567471023	5.62093163241584	4.35567385598429	-12.5485158240913	13.1374485513277	2.03068636088602	-7.38715044497601	-7.03371109478569	12.9579625990114	-2.15817241831758	-14.6281293056257	-5.38149122495675	-5.55757649872906	5.16283122450026	3.02888689255347	7.7676804513937	-13.377831084687	-1.83374131733526	8.08544534517314	-24.2470581611622	7.56532075546771	2.92145240853894	14.6550206245986	2.36750494781041
"g4"	20.0414746238416	20.6441840347951	13.6343061796783	-1.38355921951283	6.90651315462896	-4.52260346165678	-20.2239452584012	1.98636700087474	8.09771381893512	1.61644917717627	-5.11332960241987	1.59856742003494	18.9060075014408	5.04453302975105	17.6941994863161	-1.4507345997941	0.490003920716324	-13.8715712383723	9.9549525340123	12.6780295862799	4.72221006165418	-4.43292015939012	-4.46436973318355	-0.366987893494993	4.13491126991611	13.8890553299184	4.69429702272412	-8.03438994773186	9.40738757580448	15.4581912463903	-7.40454276791902	-3.74980602823933	9.13306571313343	14.2474431281177	-1.95046865219892	9.42937205546683	-3.98832064044155	8.3336535717709	-9.11402040605583	0.014222645791469	11.565522649587	0.0921308686260284	-7.38725706473534	-4.95659219145372	16.600552475043	-7.32928713176821	2.71253682000737	-1.29216329106199	-8.84611665279961	-2.55319194295259	-5.00347995658607	14.0814114908998	-6.24696472294641	-2.70613686971959	15.9461046762927	-13.9920220896595
"g5"	0.777864621089697	-9.80078486511572	3.75753589120194	-6.40409888974338	-7.90967112287515	16.1111989185696	-3.25949797578483	4.97440285270482	-14.3583249064881	-0.667009630844972	0.479551819893458	1.14748451262154	2.88687401421554	-0.673244504601507	6.07027285394766	2.46481556892745	11.3604247953265	0.559376096979699	11.7142182808557	-9.36841572422807	6.16724506440456	-10.6167074840932	4.29423848106483	-7.48479090894573	5.0635719145606	-17.6648574717441	-0.688509384181284	1.77650432574833	11.0783124762395	5.40859855837696	-0.211776097465366	-2.69520296829523	13.6227807107057	20.6495760578847	13.6800000784409	-23.6610283024166	19.5153812910765	-17.8754906846487	4.88946524839117	8.67883315985567	8.24507834428923	1.63766498975227	23.214694061424	3.90096790828067	-14.7765446839901	3.05654602303016	-11.6516704912837	15.7867298348411	-11.6232987732131	-5.79007764898946	-1.15980084097054	-21.588361392649	23.616051629958	-0.269284532563368	-15.7142989319333	-4.84279102487995
"g6"	4.31467496931045	-2.6051391571802	3.72154647189586	-5.15129946603649	-2.30593877457163	7.91007557069735	-1.93131611394857	-8.61370877862192	-0.140972191695762	-11.7498921768558	-5.52502809771274	-12.7589104451632	3.63144327560416	-11.0456469227003	11.4903169862122	-20.8381216181128	-16.0828428103848	-8.60543636443362	4.41134841520243	8.5560090927679	15.6321555889421	-9.32713010397982	-4.30614011842134	-5.52500006576016	8.87777670820563	8.544306484712	-16.4930716209994	9.24808076337921	4.83974740954297	-15.3866328437205	-3.81130789611805	-17.7252494071007	-4.19178073759294	-0.587082846196719	-0.749563549258482	-8.10153296059787	14.593016427426	-11.3850595990992	0.976803950269507	9.55537072301022	-3.56903690109826	13.256524435237	9.92663054181911	-5.65273752308028	-12.598948962292	-0.0278596169402906	-4.98004444834177	20.6159028168782	5.3792604700818	-3.73766886971647	25.3422343539234	8.88448906314651	-5.84451349475279	3.62440956916383	-4.54372203705528	19.3987341044426
"g7"	-17.4054816512345	-11.1586637112154	-4.4823612539909	-0.292254028373455	1.33498044192411	3.01806486183191	-6.20788279384788	-8.57805530311787	-23.2705029461167	-2.23494333183151	12.0242185525365	2.41896236143574	1.13605752001909	-2.04572419910893	14.0186925450801	32.552662362091	-12.8130390894151	-20.6589866710117	10.1596230100041	-4.77586333476428	-5.15666293340382	-4.41955648318812	-11.1275377418857	-11.6913749838187	-3.76901594272188	-7.12091174352972	-3.32596934052253	0.826977087980261	12.6390240233911	-6.49002250840061	18.4697724125468	7.31253714753267	-21.1840508386435	-10.8374765954174	3.78265388883548	-11.7564132290721	-2.79261084822769	1.04676134526163	-1.86668604306682	9.55345948040095	-10.45716098245	0.541654912298914	-0.874787760868121	-1.12942834598528	4.46682216620396	5.59959251053311	-11.1173643589143	8.84229775005657	-5.77191528007281	-26.7283688491307	-12.5253941431646	-19.0255659856822	1.0870628941147	1.96371682511789	-8.17220638851802	-0.193932943728514
"g8"	7.64049773017666	2.35542638682999	-3.15857176410714	6.21760587494645	-23.5140594619949	4.17267493771257	1.66112089939542	-23.9317393839915	-2.24451870151704	-5.74761481398772	-12.226135795178	1.06753275722306	-8.76951928546649	7.4291230257623	-12.6245098652049	-2.55120829749936	-12.3957123464265	-2.33550552051065	-3.09109627976507	5.81536013524285	0.832720967929618	-5.51343046244479	12.7633010079987	1.32995554057363	6.35254466654121	-2.96856608586015	-12.9920277922425	6.78677976312748	-5.13235432322321	-6.1241386258699	6.47406075936387	-23.1663464793765	-24.4890601963569	2.80378915561668	6.6880430979558	-2.52856515672638	16.1403412495566	3.56877019714485	8.12467593420023	4.17030034957415	-17.2143004448426	-1.41236942204896	-7.64286865213518	-8.57337272239397	1.31362047357783	2.72606396330349	8.29657986541494	-13.6243586904258	5.47629703322143	2.36322237557279	-1.83810638587576	-0.114842069562367	15.2963307715897	-1.86073415465079	-4.76972021421923	3.73100699877594
"g9"	-17.3081684308334	1.50365396661479	-18.6780837690826	22.3330362360727	4.1928921107544	-8.79283228933982	-0.399067818502494	3.07050205553623	15.3366059520125	-8.29829554234193	3.42377430946465	3.33676340815731	-7.27444939751321	5.15451340819421	2.97543728421994	-11.7933623783436	1.54060836586055	-0.712121431938811	9.56940213500792	0.239731629663608	-1.18220787124222	9.12541807550913	-9.7963186752721	7.90325773168998	1.22742078951395	7.02435449023883	-10.0696783015397	10.0241532586127	6.67427326256415	8.76814460066227	22.6983683964027	14.8597551442234	3.50304119165584	4.20154911995375	-3.93150711248565	-0.519737042323774	-22.2797125132032	-0.997796591377215	-4.80446846011992	0.89133444662404	-16.3370970781163	-6.91905424492833	2.31361703823959	0.582368143960249	-4.71830710245264	4.27093678373937	-7.15572912636498	-6.03040422707786	6.40546278899512	-3.88026604356449	1.77507551352924	-16.1338100671896	15.3137910028801	5.0649881717433	-18.9123266706868	-9.3571011223473
"g10"	-0.359159825656358	-9.72397982490476	5.37020922944893	-17.5387206642323	6.56486503325867	0.166344853478128	12.7102266575543	10.5510141055735	-2.3882180308425	-7.26748052501158	-0.198016171932532	4.68953424681848	-13.6263034690352	-4.82381755846663	-7.15167008011122	8.88714845411154	-23.0607280966658	16.2216594736175	6.02288783397411	0.00218484137193972	-2.83359502515922	5.31880530075	5.8332731561885	2.13427367026822	-19.2318221541844	-3.74350678344629	8.32109277015708	4.74169174387341	8.58787804766023	-9.22927923132345	7.64535608328443	12.3238623502501	8.28422376697993	-10.3862408852321	-4.10075952786664	2.35186383013771	19.1292729061343	-0.368912614221499	-1.64369850493784	5.45256892348053	-2.94856855696946	3.76462956316788	6.60926141938536	-4.88767004671592	-5.1313368967434	11.5815864509425	-7.18989834580898	-9.70950082168476	-1.1965782175272	-4.28066736758973	-8.39500240877037	-9.6453900198552	24.2289479451434	7.94000885644873	6.45249654811403	-2.60646071079429
