"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"
"g1"	-8.7222324548714	-6.79330659762101	-9.45490679764526	-6.0986914407486	-10.6141222417645	-2.58753230873888	17.820856390558	6.01649281335392	-12.0860550130556	-3.1430931999742	-16.9248091634438	-9.09504072519134	-9.66528578827664	2.94141435079354	9.40932955709318	-32.3836104953884	-6.43473040163539	-8.44895636326337	-25.9108478182228	15.5419342110482	-9.12977787879687	-3.62741153850751	-11.8610280091849	-4.90739009164686	5.22880810222118	-4.20352975750462	1.31325041932022	-0.214372366772524	10.0601831947655	-15.4371513104331	7.15922558386723	-11.1797105445695	-16.6314378934093	13.5757332002239	1.35338344448404	4.13861268369252	-24.8034886658639	-3.34006098472657	-7.54452584163709	12.2479051291352	-1.53329506385901	-1.95762049847436	14.8260752374684	-0.815813881490606	-10.3432356735624	5.7909655610238	-19.3266190815932	4.97290546036191	-7.48366865019859	6.44526280444357	9.03452152113597	16.5168951683131	1.58162142002861	-2.82278761899615	2.16797321091796	-6.72253219792477	-16.7605218097444	1.62931151406174
"g2"	-1.82969234920293	10.2599930999711	3.93292075163357	-7.64320939215762	0.127601812041041	1.69100453044481	13.4791325695043	-18.984972179237	-10.0892965720953	-11.4496630046162	20.3998951053646	-6.45948439475669	-8.9551727559375	5.13299911818023	-6.07307196866009	-0.988435468480918	-10.4508946566625	-5.15162773447946	5.16002437102919	-7.49432672882179	-9.36244020729045	2.03039698458982	-4.24522553256708	-10.8992476712919	4.62132027451413	2.9648077275906	18.3435601908685	9.72879142570059	21.8470204196024	14.9122599207239	6.25819472550098	0.132624830049879	-7.41594709482916	-2.96658850962267	12.1814109408935	1.55753440856127	-0.28580619412406	8.96143196337255	0.14050587782025	18.0871976487858	-9.97343608681121	9.73936593555388	-9.47296273137072	7.14596171540395	-1.338092515711	-12.7515203448681	0.32739540812236	-2.37877566726014	6.43126648184856	25.1414699388518	5.91735660602316	0.336977531702119	-0.325804886415486	6.99145684610387	-13.5446493078216	7.8403367980445	7.73651957288262	-9.34952963455419
"g3"	5.47443490040784	-17.8227493666906	-16.1107170029339	-0.0313410558825244	20.5884534704283	13.3895142328515	14.2731785968637	5.08525198229131	-6.1575705732044	17.5040437270464	21.1909065442497	-16.0665072131533	0.989670710905104	8.88903937585378	10.5692704367784	20.1710161215187	15.1683352834059	5.97773754245121	23.0704501466073	18.0510682027949	-0.281810980815133	-8.92803193173665	2.28434461735755	10.455601390928	6.26113275572032	-4.7882929363072	11.8420459810825	-8.6069351344312	18.1065039702955	10.7429399696357	-8.52068919731353	-12.0160926161685	-1.8771290283237	0.569502697462874	-6.00562523853808	-23.6457558721967	14.1278983477479	-2.09042265035844	7.75882419535346	0.314657209458844	9.98491084720279	-19.1732508748764	3.94316171232056	3.93349975357528	-6.0150126921791	-4.21710954622078	-15.5744947620892	0.120361966603396	7.6403610283151	-6.8352731462337	-7.54205314775806	-5.59100958321843	5.04392039344808	-4.43630753761284	-13.9484970663953	-7.99890558367214	5.8244584122557	-4.94747250681538
"g4"	8.15098557577257	-7.80467791697785	16.9571129925726	0.156971054878204	3.83647177464677	11.2390447584266	10.6022408328746	-2.14489829490091	7.5911500702453	15.8698661328487	-13.1124511814534	-13.6266404952392	9.54464795401697	9.43408755185603	0.657474643856216	11.5363847319348	-2.10790525311564	-2.31581645121879	1.19285056756394	14.6044256542601	-14.2217339029758	6.85857945292896	-14.7136778749301	0.812941840731293	-14.4967111316506	-2.23241080814074	15.6806419608063	-1.40410441826986	8.70776927469801	6.90466022509567	4.97280426595386	5.29548245604751	-21.069741671272	0.0849248189558344	-1.34908233734244	8.25219576215745	-20.7760885182901	-0.185835743106899	-13.2732468563423	-12.6872712535807	18.4485081440111	-10.5294684976786	-6.57493509869951	-5.25612189579279	5.60432663450525	9.29662403178726	-0.802771335819983	-10.3913435039098	0.0706207766527553	23.3426614623354	4.12419818883195	-4.78823843242078	-9.07067407550754	2.54047441235909	-5.53122569439552	-11.0335637690133	2.71216172138222	0.000535560529591248
"g5"	16.6212598639434	8.0719353894567	8.25858356787833	-4.23623535479094	2.23944131088768	-4.43938095050236	7.39215008333133	-6.17356888218136	9.2030253857617	-12.6561282356681	-24.2232694738385	-8.35516803055146	6.15406596172229	9.9865397666664	-2.33607267162544	-4.49049225818363	8.10982907370092	6.1386056350257	16.4130275482134	10.3299699179711	1.50967487456037	-7.75097946106173	15.6058925127036	-11.882681567981	-20.7814581712888	0.718262792130375	-9.33598878945747	20.2577924517734	13.0481295314201	-6.86168319086116	-5.85751136710605	-2.95208370435039	-2.24027900409895	0.191629649568178	21.9306153408132	-3.71455124940177	4.27875957668892	-2.19320126209471	-3.30083928698994	-6.01848826006651	13.525179345413	3.75016135493636	14.5209100259835	-8.81112248873294	6.92034657306868	12.4724455490004	10.1018930045756	6.22535611902882	-9.85243953346676	11.197136658904	-7.22110743406465	4.11175963092673	14.9220285279486	10.9036988370454	-1.63897054125899	-3.07445881420286	-4.83156852406953	-11.7067049319283
"g6"	-3.5724302451492	9.8468481701849	3.68092863476544	-3.00164986394521	7.91091612582776	-6.18191466788537	-8.47949041271413	11.2308423325323	14.6007747691781	0.847790963063045	27.2115565356569	-16.0833802570891	-1.63759550217109	-1.473297550044	-6.43133601096536	-12.5350045262346	-8.77492852996189	-1.13588802180986	6.9927647372996	21.5637310166708	-11.0607141434511	0.679960770755228	2.21650557828586	5.06672054729402	-0.742541563279585	-5.48981321829022	15.2445325026702	11.7311181450687	-4.21643988431033	-4.7286850795153	8.81662564342538	-0.91516123660379	-8.71090066847384	12.530452646879	17.8899267628596	-13.5194972872385	20.4555624489666	15.5870603785644	12.4450282114311	-5.7398387794504	12.9964233136022	7.4890074587832	-3.78458577716573	12.5024281243016	3.26628765006717	1.1970235821991	4.75159155430778	-6.58880297495058	0.619721381185986	7.44304173814561	3.13617855538971	18.920765038709	0.386387316343575	-5.10287818932676	7.58250868334088	3.03561975371289	9.65726666541167	-2.56692730233749
"g7"	19.8493790168713	9.84952268914394	-6.97834899114467	1.83943553183148	-1.24946828335543	13.1876555272037	12.7646812606628	-3.08604523264041	4.63305909895121	8.08547671189381	6.88729893149612	15.1773263016121	-13.2882472530284	7.99769059361707	-2.27281199304872	23.6980438394688	2.29663527796506	5.45952914632488	7.51369330524971	6.51624479199644	0.0426971014215321	5.5050847691246	7.77035701431909	0.994998098975925	6.53190067348272	8.43387384551208	8.00495184479441	3.99228556699929	17.0560978396524	-5.96152498695243	23.7613796722733	-15.6733669989107	-15.6048944159662	-8.59473002395741	13.6414097386772	-9.97613538462372	-2.07360448781875	1.96754818012442	3.77360990629054	-4.80794844944803	5.08386461516054	16.8698279164565	-22.1797795700749	1.20479155341196	10.1133514115438	2.99112031293783	7.62990312776734	13.502657611579	9.57854943557053	1.6132292436631	-5.47640749624851	13.0494036067798	-9.78571414325286	-5.06063198764014	-4.06686202787081	-0.0298554886714508	9.39917709136161	-25.8266601311399
"g8"	10.0482986562307	3.48313963282296	-4.12701798909081	10.484963492218	-11.7696592152152	-0.108791855051755	2.26701857926808	-20.7193057266115	-7.41983248498594	6.45966887256193	-7.49100050225211	4.63704648202696	-9.68962569624128	6.81821970100985	7.95795571270606	16.5384241155464	-1.04550269445973	3.30008657129273	-3.92951680124943	7.37771777190716	-14.3255942678559	-13.6442379061226	15.0102870942233	-8.09336301447434	0.730121843499343	0.937628077034404	7.13539078927824	2.5123499741418	-4.52577982040168	-10.9729694623827	-10.2482994757879	6.23888006495331	5.45250586298429	-0.708737002974947	-23.496634739661	3.02985024509908	-11.8913187628489	-2.98131993897021	-0.426466547971785	13.0950177865464	-0.321512067065699	3.72593128277754	1.82882828524078	-14.5993950274867	-4.46542629201401	4.66276174588028	-5.34703443845411	-4.86316317765209	-0.093741769263258	-8.01454416812684	-7.92010826581153	-5.99639375212077	-16.7938371691487	-4.64193401069748	0.826071231920147	-6.09931282969478	4.53017705599527	-15.0075968274998
"g9"	8.95817670736222	-15.759486569345	9.5350715775842	-7.68184901406336	1.08152610489796	15.3432824368713	-0.0174028225358234	-0.292392398477574	-6.30151300370423	-4.34249777829173	1.3136431261812	-4.51703460838397	-8.92947591644299	5.57537312819987	0.459785023935616	2.40874725702869	-11.5783342091144	-10.1159525757304	-14.2172977288446	6.36765855791067	-17.7731797221091	-0.515940926699095	-3.98289544251966	-11.8726123581599	-3.31230891879123	1.59529292505193	-8.35411792550954	0.802609347032914	-22.3611750478024	0.603265119045648	6.39563929350759	-5.18067832704665	8.67482290123374	10.1362694192215	-1.13615357792032	7.5429779633619	5.50716573201198	-6.76678742895283	-8.78573868856498	1.111633371405	9.6265332811638	1.70668608854482	-8.7850288022229	-11.8268051574625	3.2312218145196	4.63315792867426	-7.30977022013856	-4.85526272772089	-6.42192845542792	-5.17106073228198	0.682644172599791	2.21384790591664	6.24826524484214	-6.45221721998985	-3.64300264286119	1.64619634268449	-1.85062507054908	-5.61456680051611
"g10"	-12.5702210116036	3.19467598479334	-7.22815661215683	-3.43533805724891	-4.64624765890959	17.316796039518	2.72077515958456	6.88057293301576	-1.99273958318048	5.72851994332365	-0.499724910448699	5.56367567954302	-3.4566145824656	-6.1152294454061	0.438701787304398	4.79086121937842	10.5886640407423	-13.3495052599785	-3.65838861738473	3.41116025956976	-0.00432187289830374	7.02054352471259	-12.8315700536973	-29.2208143524456	-2.92264631306677	7.55372845005704	-0.575015520398672	4.00114328439577	8.63371877340208	5.73048544843583	13.2522727189151	6.96284304836707	-8.26164045115904	-9.768015867602	20.3577430468912	-8.71883120860519	-8.14301115922121	-9.73302134099921	-1.37959039861895	25.9276758775084	13.5158774144238	-0.284892495464752	-10.6220984676076	10.2010458505326	2.12730602975949	0.252937490846153	9.06794687556484	-12.5914399967214	10.2394075730949	15.1532225648458	6.59699802557909	-0.641423763483724	-6.65064479972798	-25.0501290130409	8.90151499920998	-5.65328872806509	-13.2974237842041	-13.8766377686575
