"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"ctrl 43"	"ctrl 44"	"ctrl 45"	"ctrl 46"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"	"case 43"	"case 44"	"case 45"	"case 46"
"g1"	-14.4614892153123	-8.21448049844515	9.02817486736752	-15.2506689787714	-2.85307914188529	-9.01509682197193	-3.63408426978333	6.92807447296369	5.21542304951902	1.23733126556683	-10.1523671973914	-0.297874883303263	10.7162479450308	-27.21523015454	9.63061193570934	8.3237511748773	2.25772269836769	-6.85475222729916	11.7659431105826	-7.21266740099603	-8.61639055344279	3.39345120035132	6.78559756373368	-6.31136912147416	4.07079173858824	21.3361139478619	-8.49369582466777	5.3891177311559	-2.19163871917411	1.18289034903327	-7.96295473185999	0.0503155221406762	-4.53312795502985	-1.71973751599844	-15.4377549821222	-7.21192204729714	-2.97341159011953	-9.19623672080837	-27.2282707639735	0.257226914359911	-11.6533532424852	-10.3885074961995	1.11285766032292	-4.32856979077792	4.93929929404602	1.99645025688292	5.06500122596225	-10.6323324982256	-9.30284476533593	-6.14845819678738	-8.3462874808693	4.86489037229975	12.2116603716003	-10.3047639906994	17.6724449871848	10.8294807372614	-0.580273322322857	5.50836690227385	8.85427680364267	-20.1660493759954	-13.9259544953056	-1.82402793205483	-13.3144577853144	-7.17879951881273	-0.105466760387252	-1.09669665116525	-1.86507168998587	-7.82710465404412	-8.90550602799364	6.16351400179034	-6.96333087231357	-16.4609401312057	1.02308222172708	7.65871710952296	4.71313848138142	9.338749443856	-8.11718997746329	-11.0665187419963	-0.338403934776514	16.1155412252721	-2.33609480415869	-3.77696590899467	-1.53702599365479	-4.49213777685052	2.21233467623608	-11.7627053496654	9.78221089332778	-3.21216693529087	-9.35374444093785	-3.14109704836425	-2.66533213714084	3.82451585102657
"g2"	3.73287606373572	-6.69247354408517	-8.41622201400734	17.0618755173274	4.80473396018495	2.2817405732324	-11.9876484282604	1.94793812395731	-5.55912231667213	-14.9474914598738	14.9393129873765	11.9993993001913	-8.20234442995737	21.054869992839	-12.9161663896354	-24.733638498224	14.4034716945548	-4.26991713394182	-5.24137101860459	-7.87994709959057	-3.93609702302064	-14.2734323817597	-8.81089391556162	10.2121540795488	3.38208142472346	-10.8051072275742	-5.34681350232028	-8.04118750344789	11.687395737259	-8.66503112170768	-9.77140451019496	14.0223207721325	-17.3906134036297	-0.138843165447039	-3.82308772916159	7.3765045879782	-8.02304824001066	-9.93821134022057	4.6225112977935	-4.30221936712122	7.00990976922804	-9.99281788331593	-4.70593836519149	-11.7618731969093	-23.8801012802814	5.481998494788	10.9159992203965	-1.61438352690356	3.1749553879047	10.8519059640262	9.3727332765229	1.34065124979086	15.7689574004654	-9.06144158321636	-7.20491682837057	7.44970738619799	-6.03183786973759	-17.333072022531	-6.65517587143745	-14.349670791064	-11.6394235511173	1.57793259838019	-0.289122624090741	-7.82575857392726	-2.39219956309403	5.88642917055815	8.54832981228866	10.8251558246074	-2.27381331748591	-9.93729455004834	-7.57480169260071	-3.37088859475262	-0.107159159684137	-3.49264124148992	2.45810240445773	-12.7190603988659	-0.15300532540081	-2.95110309239808	2.17817169015348	5.82311256245121	-3.99258860344526	-12.0715017092088	-14.6733391749389	-5.12799038865933	-3.02131607243496	6.53717684821969	3.50615424914158	9.36317001154318	-2.61330071374076	3.57286491360834	-5.10738433614188	-21.9290401537045
"g3"	-3.12149985555906	-17.8994397711625	-3.48788988142544	-4.96744498673377	-1.68544197707024	8.33318799862973	2.61082916610903	-17.1301856935669	14.8270604925685	-1.61306275863906	7.95486315517998	6.19813116264856	-8.7650942755681	4.42481266184734	-0.683390582710559	-10.2749136886698	8.98821367854091	2.35223090781054	14.8848208958452	12.3600611142843	19.0198026954024	-4.52664402789431	-35.041625290683	-11.0846262753327	-12.530559626231	-0.135869921298572	-7.76404597280122	3.08974647604496	-5.25720810898603	-7.9567330586349	-5.01037195728084	-3.31753511078516	-8.26914534101002	-5.03086998157456	-6.47077184083889	0.225148642566546	9.99965033267072	-0.88742444537296	-9.87732492764817	-15.9299303695275	22.0639097452519	-5.5961896471191	-8.59717636435768	-16.8633127364197	-4.21453001900766	1.4141318587719	-8.39342061516915	-4.26456594351203	-23.4226771053703	-10.7857825610436	7.24284753197266	16.8054876351014	12.471560807795	2.48655775617784	-8.49509501007963	8.16859721856631	-12.031384181731	7.97342232414874	8.76787296360016	-14.8009380983074	1.56084072234888	6.9788806244341	-7.5770641537683	-3.82401108670466	3.05832731843586	0.945357559803726	4.2144265057998	1.55705063757809	12.8848145171847	7.5025577568122	13.5798236102339	-8.8000383971516	-3.65500923525575	-16.6633100154596	7.14602974450538	11.51245439114	-2.42267676911077	-4.82386288676119	5.4082506884971	5.08667912290513	-9.76118176725775	4.93931725978561	-7.89244776084429	-12.8726493190728	12.7151499418836	-2.9418208011016	2.12844942857127	-8.48014523476612	4.35077778562385	8.0699390577333	11.3913241932879	12.2337723545464
"g4"	13.9454665299923	13.4815433076325	-16.4559515740545	-6.9930016068746	4.66358324418572	-4.32938605210053	-12.4353284865823	0.759924964965765	6.54199097172526	15.2341548064839	7.69158888619405	8.25042040280548	-7.8991879687699	4.1931898333813	-7.57638346454174	-7.61472933407556	13.3063767310917	-16.5945963491163	-8.25574085200479	8.80288263921884	-1.61086431222291	-13.0606251857489	2.50549823210245	-7.84719638365369	3.34412791948565	-2.84139048769884	10.9401902264004	-13.6472684522466	-8.59299649866743	6.94086777709946	-11.904894702985	-7.69835536051524	10.2275283713522	9.9175511827699	13.3985039383675	0.978030215246054	4.65615923187132	-5.2929915563622	6.82347936980686	-3.05174182185443	-1.12008277737918	-5.33884789547103	3.50464028212193	9.59900998088041	8.87683687267283	4.54437258613815	-11.2373887488098	-15.2376359456944	-9.2499359619899	-9.34086621686875	18.5506419608015	-6.65963531905256	2.78631344319836	-3.25984927512529	0.312703600554237	-1.57275908250627	1.55992991441168	22.573620032931	-20.5375969200593	-4.67186555267056	-9.76608825420123	-6.2974028142728	-2.05799918091237	3.69669410269925	22.2063776777854	-8.79663095694397	-0.376182179757858	17.9156964367569	-1.89124816174657	-6.51589664905974	-8.17280425963441	5.86529065049751	1.03608490806896	19.0520299068635	11.2244260324669	-4.24836754458808	-8.61198630733562	-0.824215386609728	-2.78401328097951	-7.86159842741859	1.10109536037533	25.8446885268365	-0.972526663678833	-18.8321371670367	-16.986867539636	5.64868770432091	-24.6532231135601	3.80777229744827	-4.293956161811	0.737973919495845	13.3902273489237	9.80003739522131
"g5"	-3.12086649053097	11.0794735706022	-11.5847536591408	-15.3480825176781	8.62644286016526	-12.597403527868	2.94558641572991	-11.4278035681395	-5.70810695874784	-9.28956070611743	-7.07861494321982	-7.41200938521461	14.4369175006115	-1.55316509846976	0.380256740431061	7.41809631167547	23.8212794883094	-10.6694934934542	11.8857832066324	-9.52308236303472	12.3419462370959	0.448546476310935	4.16560418899051	-24.3447919683826	18.6859748773714	9.93957948106699	4.36620158698091	13.3510855941135	28.749034705664	-3.30241508296217	2.39994266853154	-2.62986477703605	-2.9176604005149	2.37205300847813	1.06616910952666	-8.66413488480436	-20.4031162754491	-4.88486392557356	16.8013633080084	-13.4838848588391	2.21747159048758	-7.2161281341258	2.96395602857854	-12.9608967220243	0.370411887560213	1.08359648082137	-5.8894783057681	2.79122087970967	-6.4143493045694	27.5918134569075	10.7657517257849	6.52506480252112	-10.7150839996327	-4.74224262968448	4.58190088205598	4.95271323692356	12.6788103502988	-27.8318563952278	-1.2279783081742	-12.795632221888	5.50182019038299	-30.7543489084711	14.5132474025285	-24.6970354636804	13.8104657592329	-10.5796445378362	5.69918539353508	-4.36108444812718	-3.14632100245796	-15.6989975452725	-10.2650465487924	2.19432972253373	0.673921800053677	7.23657534105256	-6.9776458344943	13.9150346356575	-16.4925356457466	3.14923623457298	-6.29665270438704	-4.05982533587528	2.88128675263408	-5.74417734916955	5.85534917522833	0.333644477996791	18.725528316373	-1.42351458753448	6.36689559534628	-4.14940170085973	3.44142241826632	6.122585817895	8.51777787245104	6.04635951207156
"g6"	-8.21431780965013	15.4565662513294	8.79299885316154	-7.65557062463846	-1.50531563451211	-10.3709151238572	4.82776894262115	-3.48834929016449	-10.2113422121701	13.4237383099179	-10.4219979029807	-6.41527276628856	-2.32780830340906	-4.58611033201158	-7.09434460307117	-18.1192466708767	-6.95467083250889	26.4121937867406	13.5720690875705	-5.19338354966025	-15.506176896135	7.28214893873933	-4.19120235882821	-18.1183848081498	2.96666568298532	-8.80418205740723	13.2631499353737	20.6934469445306	10.2758599846985	-8.09728507641533	8.9983647359535	0.384277379264737	0.875866971866316	7.14613490637566	20.980868659632	-8.11205003870134	-0.652721069916638	-13.0302778244737	4.13536843739678	14.250887807269	-20.2232895160669	-7.61560357027937	14.470481449164	2.18352842227413	4.88684055336886	-17.7602060944319	14.8777240078768	-12.3347818841464	2.53518163387232	5.99811246376325	12.5552351563665	-8.5126240893028	3.72096133593429	2.70764930889056	8.63849115162465	13.6725284817098	-4.22823746144522	5.74629168938205	-2.40149058137074	-5.07729748754838	7.73076323185528	9.94063384144216	0.179057306430906	-4.97902254875412	15.2346784985661	18.7109320374249	-26.3480497150129	-0.887017811871238	1.43816200334629	-7.2292856684451	-3.59660049242299	3.75091740244118	-21.1489996198157	-2.92195385776002	4.75589830325676	10.9236005464962	-17.6655386202433	2.23659878614672	17.6081795464208	0.760020821664218	-1.18495025768079	-3.50851630067102	-7.65302010627094	4.3912169756911	0.401176335993121	2.97529535583712	-24.2038083040797	4.02327236301008	-4.81509775512422	-11.7232148333018	2.82031593015946	36.9488833541167
"g7"	1.52079207207621	-3.21363889608397	-9.59341461070097	-9.15363663583789	1.35123574658453	2.38608253096821	-0.220386225433002	20.955741850353	-1.03729649207107	-15.0273387593364	-12.3659785131741	-5.05527534516452	-15.5517386352521	-0.126165248473099	6.03214049307285	-4.86108428644938	-2.04448974331499	6.14956182156161	0.613139989907893	4.0630626179114	-19.8863456901892	-13.9825221610896	-14.3302776890895	9.61646635063884	-21.5070167821307	7.95914461221681	1.74793476683348	-1.35989197113785	1.88175182537335	-11.1875419592953	-2.10750261759155	-1.3207807529266	7.50506080355287	9.18359606787093	17.9216001830591	20.2670537951158	-5.78416612180322	8.10300611324983	9.75771598767811	3.67446449722876	-1.22084785775548	-8.39793614765968	9.72967084235184	4.92021651155874	-1.01157339042903	-7.68722393239552	2.66901743188401	12.2444652928953	-3.86249219619522	-13.7909990280694	7.72679688248248	12.1050917229836	-0.411627334285987	1.310433401963	-10.3513891050801	6.25957974184305	-9.28573454224578	-12.0120506618102	11.5993422963733	-5.169208714633	-14.8322185034819	-15.5407575857959	-10.6049269741038	-12.439101272304	9.0666227161727	1.35672206481934	7.19685841937666	-0.801028343175857	-4.45139424836161	8.68167080371171	-10.8318153916066	16.0901986967876	7.35372735025002	19.8841329739463	6.35710648554121	-13.1725728430275	0.327113968019982	5.23104778368291	-7.87920039569779	-3.64693847098365	-0.411029868916906	-8.61409712598786	6.93009314660388	-2.54686824061183	4.77499455684315	2.77538097920212	-5.96442465963488	-0.603778468993957	-15.310865437305	6.65160401197626	0.461183366927878	-0.401705682765524
"g8"	13.1221778571427	-12.6066771110184	-4.95073346825781	12.5537115850272	5.53770417501243	3.5486755748257	11.6212722056681	12.6556995362389	4.82768095654859	-9.69450525016182	-3.18646783179749	-0.738304949947791	22.6816519119593	-7.24506995728113	-10.2466709607347	-11.844018572728	0.435258308241697	0.716747964419536	-15.5567289467952	11.0359444082013	-1.63003554114235	-6.08321781463459	-7.45761508168094	-5.87886339614779	-1.16980160541841	-14.7242147414847	13.8249083418907	-4.27702533487715	20.9933555913081	-11.8649601965174	2.47620271829864	5.35642018884952	-12.9781919326674	7.24048258597307	16.3794271044033	-13.0103331404117	-1.36507648204818	14.5233841078283	6.44015267970773	0.0932445227153376	3.69363680723177	6.35495098497755	2.90273238473622	6.32505797224499	-28.0918795427787	-13.7243129771579	-1.50626380264512	9.61492300696285	-0.953686821645908	-0.931769502176461	4.61638313143258	-4.51884084021152	-0.0758885970927165	-3.59585527581431	12.01897243148	18.3239794769646	-10.9046554902714	3.09234225276724	2.58530786065071	0.130033321542015	6.81254296553925	4.46584132968811	-14.1761958627724	-9.85911949845552	1.3388666341765	-7.25026963899307	-7.15321137233854	11.0997384164613	-6.31813080033499	5.43282634369639	11.8148608393296	-2.69754538229508	2.61359089394283	4.56947375288019	3.79796437773091	-1.82342655585471	-8.32011400148295	-16.9069326843016	-16.8865599396522	5.72528203494091	2.98266912517839	-3.55211859034029	4.91496407374225	0.540677679335336	3.02763543478915	14.353934621894	-4.30727675389899	-3.24779668352252	-6.84311608056062	-6.87760768298938	2.40777272931571	13.3857755237191
"g9"	-19.0069903917482	5.17391249207716	-9.71803030623512	1.6388599930427	-5.24783936267476	2.27350322076434	1.73737491901039	-11.6345436338724	12.0336244165462	17.5001853791611	-3.84402524623094	-9.34445292065721	8.02896249999652	-15.3907799042127	-7.74484037747607	-7.10177919136525	13.0277640374879	-2.7244324044254	5.26006120134717	21.7342355901004	-0.85751585904848	-8.40090241231781	-0.646172902624958	-20.0189565010898	4.58351529431983	0.735589207183124	0.0291101345124342	12.3589434275072	5.42151337526843	-2.25617347584883	-7.7652334850243	13.6421488427908	2.22427525533317	-11.6318578811833	29.6057658226882	-0.0736817258546708	0.65091015190499	-9.88774203430641	4.93598101995571	2.39279785204667	7.73340668537808	10.1672410915947	-9.85027246107912	13.8054028602154	4.13881072403702	1.23463519645953	19.7560870398982	-7.81553413882395	3.12403145210543	8.18845757471209	5.47192176174298	-6.81563606721719	-10.4867922063182	13.9737951145007	11.9263273273513	-24.9229491859345	7.12314229799025	8.48780702681964	2.2150497693523	7.8042988718165	-11.6739690676752	1.48460910609508	9.41048144317482	22.8757280531243	12.4537333954873	-7.29890884726813	-4.69301979921423	-13.3779451096927	8.11158783888559	-15.5288029820946	14.6665615734227	1.7878897050473	-3.45786357067455	-13.3522630363223	-8.47393976048323	3.4895545959573	-2.12266326502535	-2.63512674988593	7.87720956350792	-20.0435418018394	-3.34672604409915	-16.8376852563639	-19.7342245049376	0.54687195584452	-4.62954233713951	-5.45389324741688	10.7067046257368	0.728091658453055	1.11512182578021	-16.2333596000395	-1.81943580712448	1.02662217908231
"g10"	7.64634545250299	-4.57232387474547	6.05587289524069	4.88168976266884	-0.80593768505216	0.461675468479016	4.58535883139202	-17.3445875410333	-9.06713648556424	5.39076841862224	0.918781367707476	-8.45356018318898	-14.3285784205314	13.1315847647946	6.27502024535867	-9.41806529712128	-2.71982047926716	-11.0263796870033	2.06817856778706	-3.34751589788151	-20.452258530611	-10.2385001940927	-9.20923280075821	-8.41593563655911	-1.86992638494598	9.35216666371097	7.25220927640394	-6.01952287367148	0.39971308421454	-1.08164496104413	-3.36098961594334	-4.08020682200062	11.5713620824597	-3.40339883417218	-4.57041855239596	7.89579770677365	8.51451589305028	-11.6361297238872	-5.42855159814318	6.65721352128778	21.0501793074554	2.86959831651171	-10.6917538853592	1.77184713861353	1.19829847015761	2.85100980486516	-3.75658950112331	-3.85314182232899	-0.337987456581545	2.10458016396549	6.20665019291223	-9.97212949687339	6.46548164186037	-5.01700302189481	17.0238625601338	-1.86050138742047	-20.912453686865	3.00260616080862	-1.69982164354067	-12.2368110112602	-8.58510044819991	4.94691377780174	10.9412395527366	-4.45032079389446	-19.2916194167278	-10.2734292423371	-5.06689432602297	12.9011711284264	-5.96374127361801	8.75287694309851	11.6627537342741	-2.03207929231727	8.87369839384802	13.6495934509013	-3.10703259957306	9.50941302281656	-7.2998166293152	4.08567565446958	13.3284657877512	-7.56901593238541	2.45092891283037	-3.22375195239673	-6.70686165506029	15.7850667929634	14.3908815489744	-4.26329323053666	-11.2785957943552	0.123274592844922	2.96778792108647	11.9820120360265	12.8982546191558	1.31842942380686
