"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"
"g1"	17.3433338267388	13.2996124645475	-4.65842875878002	-2.71913494869033	-6.88036844052473	-14.0484046579211	-4.84024165102079	4.65038832333269	5.02616888687704	16.8871143331321	-7.82962488172585	2.72279954289685	9.47502187187052	10.3677346433079	-19.1449711931904	12.0104153660834	-1.15383519469296	17.8363175067949	-18.5859029687645	-12.4724050675807	12.9218305115771	6.46955862198308	-3.73846316522058	3.75716715290184	3.0907952430873	-13.25021134205	9.55800004582799	19.0154251352691	6.60560762456646	22.4544939376431	-2.32522141054716	2.22786073776413	-6.22851439803242	12.7252303141597	15.2906137171156	-0.348804043993187	-6.33087556024824	-1.99161582872576	-0.118970031104253	16.910699901673	-22.6382415724908	-2.98229620509746	-2.44530275938825	13.8924907121734	-0.0219350527068864	-7.23951849248985	13.5815354248147	-4.22455913406441	5.52556822726223	16.0466908357078	-11.263948669594	6.93284394846018	-14.3265996539388	19.5899160589407	-16.3385323190607	22.9896652828527	-0.321383502469296	3.39481443031197	-8.64948572408527	-10.9173165563719
"g2"	5.00690191577828	10.9857069487767	0.0703814090354021	9.98949439262972	-9.14907756809369	9.04088901603459	-8.68509595693189	-2.82500916293822	11.5090327263981	1.7685984872205	-15.2886520569074	-0.494059562383605	-5.41047786094977	16.1243035869759	9.22741865335644	14.4923135443251	-2.25051430114948	9.30866260602043	5.89409329702186	-12.5743667713527	8.50398766569372	1.01508104273377	7.3221262386721	0.342437077681889	-4.08642199264193	-5.75438732263617	-5.65551486345086	-13.1000242712456	3.84025506336386	8.43612205222745	-10.8685241295452	5.3481153760028	20.822560435266	2.95243014947435	-15.187605437594	5.61464234360995	16.8484403191144	8.66499945234207	-5.64966837791168	-10.6053538343306	14.1267562203664	-7.48692431606145	0.141691738992422	-0.583843177458618	0.478088199563076	7.64338835323618	8.55544351835302	-9.91356795421359	1.86595315743086	2.91732411897176	-11.0296671696691	-0.237266370020875	7.74781831300783	10.8504580246651	-10.3429685865922	16.8976650568751	0.263583057275669	-25.7429364874997	-4.97626213387549	-4.52669111787516
"g3"	12.5179903215298	1.11880990393412	3.31834743887052	8.28894383562305	-13.5866451842616	2.49396507507522	-5.70648700239713	10.8503514990305	-6.72377774581017	-8.36036724319353	2.17259598077712	22.027188220075	5.86303795520265	7.49972679852208	6.29393577352779	13.2507595429937	8.06900016779348	8.09216133333987	4.74463709440473	17.5146362227657	-10.3010922403096	-6.66619716810693	2.47217475795668	-6.78114969754852	6.32430408461289	12.8332777744176	2.80698420198306	-11.4107806443651	-1.94487989341265	6.70938116064191	-9.10492141423991	1.97146383473017	13.5416882824944	-3.15402614990404	7.12402410753184	-7.44187271264061	-2.22350187326791	-0.321137873928959	-9.03304697618607	-9.83616006790954	0.255977237753937	-1.06833333625065	-8.32001485886185	-3.67787911858108	1.12349350943113	4.97865961140543	-10.4568137563869	4.78818490843275	-7.90072382140811	-29.260837769701	7.21403877447584	2.33324886951705	15.4785932461256	6.43957926329213	-2.03332815592545	-7.75873004153687	-18.1691811251593	5.1180819412777	-10.8014501630409	-13.0728841718768
"g4"	0.274810328473139	-0.858170907670275	-0.231390577399167	-0.405024341171755	15.5036948708725	-3.66277318138878	30.7660394066658	-11.4077219440592	-2.21792577802931	-11.7873903873146	19.8644850817704	4.57603147364644	-17.4631546873028	7.66500909986831	-0.94906159133822	7.77269523628804	10.1218894494558	-13.8711594058652	-4.94050081604427	6.12819151781854	3.7333810747749	-8.64104297235771	4.30354894056874	30.7534200577658	10.3716701658624	-4.52701058472796	0.994734214260373	-13.5478347397838	-15.2844294832616	11.6011312440382	6.0789309152294	7.67253045195518	-7.07041717791525	-9.2495053321773	-1.36652240454554	2.72748665268222	17.3331952704712	14.5790076266414	12.1367494385206	-4.97256730537921	12.4331290162304	-13.3585466599974	-18.3895037148429	-22.0970523735984	0.419552321937538	12.7219109005935	-9.98132462465681	1.0202656272483	8.4562771980662	-7.17859546945672	6.00105590981135	6.08480531883465	-0.11829228645397	12.1699051312379	16.4888738130464	17.086033806798	12.1863026343229	17.2530124035464	-11.4713484218989	-8.76289500268841
"g5"	-0.465607473825748	2.64251260374199	-1.61478255393249	4.05960959178434	-6.5918038419311	-7.46342380968106	-4.54302863380811	11.5123249101957	-6.02815224120672	1.59736291406349	8.90275645218743	-9.92220361968452	-3.53506947032705	2.95661509057937	-19.2954324088682	6.01704468089881	-9.79087715394049	-2.9802651213795	5.95886059234091	3.414050008653	-16.6492222857748	3.92566577457958	3.99534912605012	-3.46645902483068	12.076783531382	4.42896525009033	-1.23231296408531	-12.5338774955752	-17.2492857678903	-17.7091221653655	-5.0752897442611	-6.40564258332015	12.2378635031804	5.01075361665139	-23.7342557526159	-5.3923619600973	1.875826174035	-4.78375847423399	-14.3816402752693	5.37450053772736	-12.4398498565541	0.337599495502274	-1.00052556482831	4.65582048471333	2.37640495109845	2.96620640272394	7.49036797666425	4.53391140770402	9.85583941065427	-6.6598392355834	22.7794381123734	-12.6630637011561	18.9125117150219	15.1819122732685	7.80479171902109	17.6265812375751	8.07570135269984	-0.673230000993343	0.191828506928308	0.203431848937159
"g6"	3.76366473652135	3.52468388898999	-3.39386509607744	3.23685641097712	-10.7657036014694	8.34657159182497	2.07764639060964	-7.01380899617844	-9.55441349772337	-19.7873764506284	-10.6325669487159	-2.72424885577932	3.44812823950946	8.48754555001458	-8.23209650799282	4.70071991770377	2.26421859134526	2.22780124275348	-1.63897087286453	4.50757123476935	10.5595452598193	-13.0435511453726	14.1009587945484	-9.70299476552656	11.9348784381484	6.42245893407866	-4.94082412339143	10.1919367691409	16.8454417370736	-2.97018072162713	7.29283276528206	2.17739978882545	2.10908613233181	1.55386511652112	15.6490084544259	4.26451448660315	-1.35152742368012	6.17539580050286	7.80669189680136	17.2714326354494	-20.5716222041475	-17.8004091900343	-24.0353789107406	-6.01992965696306	6.67476847488024	6.26462835089111	-2.93729030627693	-1.33046976388642	-1.06315748690966	-0.178894001174255	-7.63082173613164	2.81966445927136	-6.51355922332683	7.76043324465063	-12.6441821384857	-7.86380286983577	-7.17673262097751	-2.9110984826052	-8.69665896839903	-28.2234827936965
"g7"	12.1557518157283	-9.59416429581162	-4.64712352969925	4.71920033851693	4.3572554263429	2.39385356063475	3.38355198959102	-9.09013153696045	-13.9974187552964	8.87072298010183	-2.64452594570548	7.79905083727855	1.60502333495339	-15.5396083512424	11.918348414366	16.6375806490254	4.05760417059262	1.86476004286448	-5.86906286755624	-7.30447832429599	6.17866904907162	-15.2679908304456	-8.23846637570768	-6.1383567017147	-12.5390575950462	-14.5890770420553	11.652839262967	14.3282936840168	12.5250684317755	-12.3898150151635	12.2501759381217	14.6767750305545	5.15210237592126	3.47138327046273	-1.99337938429563	5.76588531182272	10.3044073714113	22.1290445843844	-1.06778607179593	10.9027736659498	30.8616415887489	2.93385992904942	24.6202698189806	-23.6364311495475	-28.2506976847317	15.4463396457167	-9.24630834365968	10.3655886398625	-0.6848568806793	-2.11464411459522	-1.71811897180217	-5.92930886109861	4.13182747413144	1.76612891590345	-11.3864689737356	14.5921471060498	-21.480115211771	-2.02672066361126	-0.41539408218647	3.29044182768353
"g8"	19.8138525832012	13.9621830351976	-20.9795280728815	-5.49254762236227	8.31864612626821	-5.76213102974181	9.40726464461932	-6.50609378900304	1.63827536668417	3.49613399788543	-2.95768393150975	5.17787562746108	6.43396658157571	1.13997736369489	6.03910058476255	-26.5213885959047	-5.93846527908438	-14.5466333449832	11.8677566786723	-9.50378726623516	-4.9274954104963	3.4667671480829	0.197768673263096	15.1840838817794	-1.34802079491675	-3.7738728855352	-2.53876885859394	0.453639801008363	7.3468375819043	3.5290971348392	11.1859898550348	-2.62239209163977	-4.89441933653058	8.05325838901508	-4.99921942820761	3.34612745634351	-4.42855255300503	11.5571655735506	-9.35337761062787	17.8354623399292	-3.15067657238852	14.6707479028714	-15.079335389819	-14.3174977647488	15.479855819762	0.717544856889762	8.45620194435952	2.52236198297586	24.0495048427102	-18.1017880977653	-12.0862391225672	-1.98759977236056	7.51663677150288	-14.7610557927987	0.895854614863206	-3.85757463769734	-4.39453358492448	-1.19503249274861	0.909745257267133	18.6140877565051
"g9"	-2.42961702781567	11.0926170224909	-9.69242107867301	16.5022983374008	-6.17164386641752	10.9490259339224	6.93596094232046	7.73369015056366	-15.3450630031102	-5.49687128984968	22.8107571745353	12.4626916146669	-10.4428730091208	2.53425111823857	-13.398303539119	-9.11066644577222	8.94614851143498	2.74786610500052	-7.04910487967079	-11.3899787531477	-4.00080953845446	6.08144869911158	10.2651525717744	-12.8985090077384	4.72901964896755	-5.75489794020404	2.13087350608093	13.282637475084	-8.09776623076336	18.0242504737677	-13.4444318204517	-6.39382570588518	-5.72603191449797	-2.34784764373277	1.65519898165253	12.097047081285	11.6337827876493	5.78930071369578	-4.99195517544915	13.3289901297424	-18.5099066080795	-0.763695699318862	-8.8783708821515	0.20802103297716	2.18565496167347	-6.20633697855658	-26.4871271819676	7.49737031868525	4.97419292318277	2.00174636306046	-3.11531317340337	-10.0008022349274	7.67889300333114	-1.35525204460738	13.9438601407611	-0.2958277634082	10.5340110977988	1.36413206338167	-5.53751675506584	9.43894982812632
"g10"	-12.0872896150236	-14.5318982353729	5.88736952748723	-7.81064272059158	-6.0788149319707	-5.09562904881911	14.2261160779183	-3.94013042878195	-0.0161207606539972	3.85606246333814	-1.07732364396577	1.86893217338969	-1.00491715581327	-9.09823627548217	-0.203970196258238	9.61541648104248	-4.08688456147366	2.25552726187273	1.20370245401505	0.351711457781544	-5.03486614014439	4.77253506397049	-7.63404280408989	-10.1084032963601	0.138552646643656	-12.3983954836895	-1.67061266773698	12.4076826909188	17.8769609407078	4.47560215182854	-17.4211589589069	14.8081803455384	9.3333029187574	9.57941462759148	8.42568126680095	-2.98617020559494	-10.8336908496168	4.12046643791971	7.3530010807434	-5.50380932175969	-14.2386934427154	-1.87282785642933	2.42979465024734	6.12484524244661	-5.63743235601786	1.24851220967608	-3.14445186930069	-3.11422462044589	-4.30632100246378	-10.3907382514477	-15.4506749345819	-2.21711351198412	-2.27264890086525	-8.23232942249438	3.34897992581122	5.44882089860051	14.7258308396549	12.1800548383833	-5.7862130863654	-1.22764727171803
