"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"ctrl 43"	"ctrl 44"	"ctrl 45"	"ctrl 46"	"ctrl 47"	"ctrl 48"	"ctrl 49"	"ctrl 50"	"ctrl 51"	"ctrl 52"	"ctrl 53"	"ctrl 54"	"ctrl 55"	"ctrl 56"	"ctrl 57"	"ctrl 58"	"ctrl 59"	"ctrl 60"	"ctrl 61"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"	"case 43"	"case 44"	"case 45"	"case 46"	"case 47"	"case 48"	"case 49"	"case 50"	"case 51"	"case 52"	"case 53"	"case 54"	"case 55"	"case 56"	"case 57"	"case 58"	"case 59"	"case 60"	"case 61"
"g1"	-10.6820660927622	5.57639910342354	27.8352790012427	-5.31671521520043	-25.2994315728168	6.32792958064947	-3.84676625868394	0.93182908530154	11.2348924392432	9.62290046350932	-2.43756250742512	-14.0606971012845	-5.55619275095387	13.6616822730734	-5.78939325594694	12.1546819177148	-7.81182670160996	6.46702946620093	-3.12007593444384	-15.2519304899185	10.3441564300794	3.42226949720553	7.75397499142534	-19.0756521319944	3.49614345095066	9.68996392725242	-4.36425739345621	18.0735619149371	-4.22867344501812	-2.70860714432016	-2.50265406666009	7.32843628835442	4.95271500661666	-3.68197462691444	12.5166712049811	-24.3937498980434	-15.5895951723428	6.73342500329828	3.41059570161192	2.83045225079019	-15.1174069179782	8.31498909723515	-2.2037146951297	9.74205253332905	10.148884125988	8.49764093458598	11.402432495957	2.44895777994662	-28.6770212833296	1.53576346447912	14.750512511614	7.45154229489412	7.37552961431984	1.61826669277756	4.94709702328955	7.0552683593445	-5.56800029339422	-7.34603409116087	6.08542601394556	-4.60076310421452	-2.95084866284234	-13.2333878075982	-12.5566016800804	-9.00851396858881	11.7799717619301	-3.58189361027572	4.39023010704016	-19.6133396344603	-0.908813559917112	10.1969181385849	-8.92280514951047	4.86725945020116	-10.0774235691917	19.0843405617817	15.979396955745	9.71956039177418	3.632925364715	-15.6789172105236	-4.04345709917269	0.975693276232361	-1.58402440106555	15.6703284967841	-18.1599943293473	-6.25247504894114	9.08917240583336	-5.27636814224974	-0.49876765107615	4.32960551831516	-7.63332792230186	-10.7991322420639	0.983182830635997	-14.5809875372071	0.924699344566039	-10.6518603325598	-1.91514559541641	0.104782034652423	18.2878098571334	8.4301667963245	-19.8901302867907	-7.76107659200279	-3.08198348557009	-0.0836736772415419	1.46132433457518	-12.3725536208212	13.3620401246059	9.81591284468525	3.11614855841761	-4.32195860469098	-11.7090987777938	14.8441797837469	7.84908626200038	-0.933084234845415	19.1331832394334	5.26119589122182	-7.41300381479793	7.53754032516007	-1.93681242428066	1.29418931409928	-4.1433215025265	12.9098981014707	-9.72907062599015	-8.04278024067306
"g2"	8.66081630201993	-1.502508799288	4.60854625563831	8.36288218050098	-0.543004895832985	6.11962903137091	16.6415371646079	0.599473038198004	4.83433484981672	29.7408578838074	10.8298507279386	10.4424136500887	3.48849455515219	7.05630010159089	-12.0974023422159	-10.1608856622004	9.59823072592166	17.8957526258179	-7.91032296890431	-6.20145284630274	-9.25786285217233	3.84885113148188	-7.87253911641679	-11.5906159839852	-2.43359891112592	4.47045283001274	-0.778980497871014	-1.87965958618652	-2.14901043359908	-7.83657254091529	-6.95917418023533	1.5238680171426	-4.86937979490828	-8.68660143729639	11.0568240145046	-2.70771400137432	10.469594186539	-17.4773162610833	-9.69432712758786	18.8233719996319	1.45399690778426	10.3300825307733	-3.50912175735155	4.82456626404111	9.26910568636026	7.52624446210216	5.52383231955829	15.0221219532294	-0.868196961498667	4.91715125494911	-6.4847674111574	13.1446529738859	17.3050321170304	4.33414224251771	-9.79526458596428	-9.09036545446704	11.194274900428	-1.69076360480998	-3.01322904032639	-5.91631784370265	10.2001936284372	-6.31464605222024	-5.22118020842583	6.94488071642866	-7.48661182105211	-3.53474838173414	6.24050643938356	-11.9745674427219	2.57299643035637	2.51177408326345	1.86149244619333	-0.684390383017545	-12.8180505374251	9.3670479986843	-22.3783611608821	-4.66716370576447	-3.18503333727756	-1.50612424820235	4.85111935734249	-9.80398362101266	-20.3265848272603	3.32247132095111	2.13039031081249	20.690259538937	-4.25484388815984	-14.8671768432081	-13.9948045268322	12.0841402824664	-3.004708947144	-21.2020233009586	15.5160753533145	-6.04535694693222	-8.39808011690368	12.6397871766672	-3.42023030686507	1.7874773791023	7.91054420329459	-10.1459835123007	-4.67936214188068	1.26483857415736	-4.44701543273765	7.0889601010316	16.3627437495812	-14.4931406597475	-16.5816263616027	-0.428896746052266	-6.87740139132175	-0.865752444536516	10.6520125694996	-5.45251686317985	7.240731266545	13.9449128313753	-0.837488245189134	20.4866886905756	24.8474333859722	19.4908845558118	-2.42380689668066	-12.8517664783875	-0.407668080435478	-13.6565469849029	4.08337095156512	-0.930952401418886
"g3"	5.44832353802954	-11.2578425087739	9.7443321205343	8.00041408685282	0.454075437575984	-2.83852077852819	5.60717230777067	18.160030161164	-5.58542060354302	5.88293522194663	-1.58201937249179	-1.33491910308763	0.266376661996153	16.3626292551181	22.4315506890111	-0.281851843994732	-3.78934400153297	-9.52149422154485	-7.52871045356572	5.37264369235919	-7.55309425758655	-12.0298437892553	-22.5246817682389	-0.00420937047381715	8.7193045388089	14.6883648170665	-4.50874109931722	-1.88996904224773	8.73505379265693	3.32060623870588	-1.36430090820183	-17.7238790738461	-5.2932825374926	-3.37414355128915	8.22621246965902	-1.89850751873517	-12.5858995037896	-3.41296584671858	-0.20156788590893	10.1216401747993	-2.06950529367865	3.22958837317194	-0.344851370564675	-2.2979481340281	-13.6859410494516	13.5799606061484	20.004274763329	6.65679442568239	-6.9165070554709	-7.83331667092277	-3.00409110687873	-5.66783930640721	-15.4360715577107	2.50973838188206	0.501204509826443	16.3899529602586	-2.34106643206389	14.7278668566228	8.24381271545858	0.458016519421263	8.00917104536068	5.45653130148333	0.51367923323817	-10.9605773462247	4.49404850456003	-12.5950821716044	-3.19752365370005	-12.8528086069821	-18.8097418796658	-8.22525580923264	-3.57474996013352	-15.8009403308034	-4.7036117237409	-15.0862991269717	-8.37448490878397	1.41961751920058	-0.38020160148329	20.191775154424	8.68473857544562	9.07713221483741	-5.807654407955	-13.8247406735979	-2.65508915722233	4.64342953560103	-6.07569162449589	-6.302322111502	-2.33085051762138	0.29473901938589	-3.90234223446519	2.17970267159417	-8.33041156418692	13.969928204614	3.52721864275558	-2.71778708824215	-8.88225186824569	-3.08373325251272	3.43251890205996	4.97926276194524	-11.6913060941771	2.54511917377891	-3.94298309578005	16.2176417778974	-0.80403141017324	-14.7602669225658	-1.29575916151097	5.32122675884398	3.1055930495273	-10.0571765007052	1.0405546113691	-9.97538057103328	-0.0840210756487096	6.61321104481904	10.2616665242196	8.24114863135276	-1.67500400428696	3.67526925426585	-8.0758134956227	-9.56518691852365	-3.82575181100043	-23.0234855957894	1.79043543235792	1.01849961795772
"g4"	-5.63744094469878	-11.5305959357396	-4.55426680885814	8.99920111707972	11.3711469230605	11.108276065636	6.00932026057537	-13.7288971809339	-4.50869678714415	7.286751142105	-3.83853593881649	-16.8137927755602	-3.3691932395639	-2.44520376951345	-3.20745296776897	-5.1517754668879	-6.29745882815548	-17.534154227372	13.3687885879859	8.04761614648135	8.07096623039911	8.03294350510844	-6.11861842956601	4.27209355466421	-2.35078657894566	-14.986324253412	2.66532148832309	7.09565115010783	-1.43136649059243	-2.58243112841089	9.2660140794048	1.91471566918891	1.61579814701493	-4.03310720590356	0.634503745483509	9.27273457915715	2.34758689492553	5.02367725678505	-5.71965613207375	4.60325467096374	-5.81220402907448	3.04227121272054	0.280106655057481	18.9183030338166	-5.4247058055237	-4.93751148328248	7.39291621675374	-9.00477047870769	13.7762050031906	-3.01517950178397	-5.5892747612985	-6.60421790600817	20.7675831134031	4.64294088407128	-13.786343409401	-11.020744578174	-0.655219541664752	11.2823074614113	-18.7037418903657	19.1040611297529	14.7604574573751	-13.7943310936905	5.22299061978849	5.77234346936975	-6.56072028412712	-0.160369738957622	5.95122070639832	6.71501070765704	-5.84724360137364	6.40496761587383	-17.1420393869598	17.785725394879	3.79413402062559	-10.1909269182297	-7.23696704368073	4.31447753431106	-5.58104445966167	-0.594167319033965	1.191797021872	2.21834146622353	4.68508374970921	-7.14624295534584	-2.92048336528401	12.9267620539809	-15.6433605335665	-1.28776434199304	9.30043079962355	-7.90570544764433	-3.42815756175962	-4.17102787641958	4.88067026180671	-5.01577899249489	10.2800564868805	-5.43876968261378	10.5903961780397	2.83560076827982	13.0643583125993	0.75204224680239	14.0254216737209	-15.0025862363225	8.4499499096544	-1.7709735379366	13.0251542216607	5.7497655773108	2.73685683080865	-15.1511005189614	7.47021478925042	-4.7601838579857	0.669598763561168	3.05518405391402	-7.6003713059838	3.13314864358097	1.26818591546175	0.428562416058063	-14.7006469411628	-0.400676506688256	-3.53270941798161	1.82709793775163	-0.561131123994641	-7.47433740856813	5.29652434368143	-0.37400497557254
"g5"	-2.2126439567452	3.66157593342643	-8.57058923192256	2.56601910555432	2.02628989305524	-0.731060475276367	-0.734371918176026	-2.45911293644486	17.4300648252158	-11.9259826453508	2.35791673854275	-15.1558096390114	11.9450749689355	1.01943438644169	-22.8034220176302	-3.50165111374599	-5.03198046443565	9.66448061511241	-2.86393679015672	-24.6984006852628	11.9611975175464	-3.3021849867893	-3.5358622620708	-10.3544772395238	14.4020859887878	8.3028837304581	28.6744016324815	21.2425277410225	-2.59601639778283	1.47851491923181	-8.68182520991152	11.6705396167071	5.75049269252498	19.0906441195596	2.80388369265837	1.78844398106305	-15.2345776809821	1.74686689835069	-12.5989404005694	-0.474050023961028	-0.0345114626539046	13.4852434704815	-6.31210406676566	2.97503955320108	14.8030543041137	-1.00038674506487	-26.4446391535943	19.1385743336396	-13.0287662982779	-17.4320362974112	4.35146782351932	11.0208290485257	-9.55463165947538	-0.0806547083722891	5.50636825792395	11.2871099276895	21.6295592039922	5.44444054052696	1.74931897558047	2.46185398132187	2.32347931233971	10.0334719151786	12.8273220565224	-11.8829175905829	17.4034599545755	-3.02657320080836	-6.52245982113538	-8.50641421690047	-10.6589271708243	1.87728321154636	-5.17095144455753	5.53387894135444	-1.79534813242064	15.7129525700091	-14.0923990058344	-8.97564814760726	18.3610624848328	6.4905245804527	-3.78752218292475	5.28153643729468	-14.2081970360072	8.28536959593493	0.63593582272297	-10.908749259083	-6.4823390061969	6.26235594743945	-1.78410388360684	-1.1994967995781	1.01276357865205	4.23602288058338	13.3638495767232	-5.48212070803944	16.5159868119002	-1.36712617490335	-1.83441638087098	-0.526016681054041	-2.2046732183132	-10.1359567780213	0.448159965604527	-10.6228905596915	-7.19278676536902	5.58247305170628	-6.62275313719444	9.12055882516455	0.30826480285829	4.39474690775046	-14.263064858904	-13.9096788803284	7.56208319421675	2.82949540430431	15.2051310237666	-0.476715531207599	9.10581123834776	-25.5551799441491	-13.7066347149517	-21.5771583350344	24.6271306019923	1.08522829596421	6.3009775897918	1.11653367031769	-3.13058160309076	8.45980048836759
"g6"	-13.3995283327874	-9.82371094026046	-19.7474521996436	11.029011427727	-3.03097574312321	-2.71285801024702	-8.08535620562347	15.2772898353741	10.382220949415	5.16154403827	4.23818647385508	2.21201049457745	-1.2848919431754	5.33236950243292	-6.76547815895565	-5.58347005930023	7.92022459221172	-8.83188557971225	-18.8272089371756	10.8525310584811	-2.04041762606601	9.78691559263094	5.94557619638945	-15.7573734467154	6.35031121523267	4.33262365262635	-0.112703818679334	-6.8688713219169	-12.0439967770951	4.14726551284069	5.55135637009161	9.21274860302155	6.5364525407782	-17.3878134007236	-10.0922261711129	3.42756590882953	17.7296224825447	3.44461346015863	-7.43493415573441	-6.18726186824838	10.203705531499	-0.931005389185899	11.1609257169745	6.44017691687075	-20.2112843080831	1.34744093763938	10.8382536782867	19.9447738442759	-0.31099877363428	0.0273549017262563	-4.68237925167751	2.9368150095396	-10.4304149612259	-16.0204150305249	0.87044214123376	7.64968738109328	-8.26104640268177	1.44711012158346	-3.8182114834104	4.18971469564941	0.54538733117531	2.13510428345489	4.33662933406149	-13.8541960096581	-22.2806171246914	-8.15120237271175	14.4154012044002	4.12733762931365	2.24583211898726	27.767848211978	-0.352450681874515	-1.75779635564946	10.89317159738	-6.70136721272719	7.63245066760076	6.95774676898255	12.5636122093592	-13.0080592968565	-5.68752900475766	3.38874427521808	19.9682098141523	8.87864114823577	-4.22007546782262	6.66897830474764	-10.1080255329659	-6.99858737740471	-20.4952541035052	8.24539693391816	-6.56369837430333	3.63188048423369	-4.20529972647617	2.68334156053529	5.12735187938284	6.59711723600181	18.4660074610502	8.33062255164465	10.3692576284641	1.28888732800179	-12.6045402798955	12.8555895415278	1.61476408947226	-4.49067787710801	-3.31012505076402	9.74788402263624	-0.818506311142475	-2.19480248837248	-3.54602740255812	-18.347107197412	13.5560992790596	11.9218743171123	8.98405320489806	7.93325524136318	-6.1144501107333	0.771582340538651	8.66483099272999	10.2843234560588	-11.9876587628831	-19.0083889607731	-2.46913621074373	4.68832646222033	-8.60231649842381	-9.76942085963474
"g7"	-15.8536080302835	22.1014262118421	-12.8128987702472	3.80468924793847	7.559995475089	-8.20376006754975	3.62365678258321	-7.43269634901075	-11.2666375963691	12.1171262259324	-1.40844061110948	-16.7404727920731	6.69801408638591	-1.03590503283468	8.79804693769368	-3.7130870850194	-26.6525480224479	6.34446565250705	5.32104911054143	4.44960872225326	8.68321286410087	0.474755637283732	-11.3014133203065	-8.70686114076838	-9.72579044011487	-2.76445647829652	-9.12703336169237	-3.01661679263424	-14.1042217493258	-3.30689535336291	-2.48224828336264	-7.20466203358026	-22.6006239296741	4.78701720171441	-12.7038500706804	2.15839227568449	13.1866212765083	-5.24711231176316	-16.6318807976056	6.27392062296476	-12.2946777802329	-9.21823087583823	21.1875585141593	-6.98021464966429	-15.8160274190095	-5.26059593458554	-2.71798999154209	8.64874559572146	-7.14659506137544	4.82004882045979	-2.24973949373102	-4.71816796013153	-6.05132669223786	-2.55875426508899	12.4144741504999	1.85273951683052	4.12355775758198	5.34098230458204	4.64075350986123	-18.7555201014942	-9.10862080234315	-2.44988420198552	6.14241780252271	10.2640669953872	-8.47936881792237	-0.788247557226292	-3.54807627225065	6.65343893329819	21.6008610342196	12.9267205339179	-8.91694392002132	-0.607055392210163	14.5615398294486	6.16660936761056	-9.19061902133972	2.7696691656602	11.414422464885	10.5843902356368	-1.89884086678834	-4.1935768551691	15.0914813708454	6.20566381881243	28.9354689652656	-8.86714666628389	3.97798583618256	11.3681437082192	5.57254207357192	3.06618032563534	-13.5256405267624	9.03877264890801	-1.73103035297031	-12.948131268566	13.3982476596951	-12.5534645461972	-2.76968624887047	-5.595349561969	-12.12722019518	-7.84401595134203	2.16496422059905	-0.0537701635712404	-13.8459681793759	15.4147703487637	11.9519061719782	-7.56685594927746	7.8289100865757	4.32233322873601	-6.15876882693186	-3.96059334808051	10.2435683790385	-0.900734801032181	5.74010065680627	-6.82887647299151	22.2245234941494	14.5793662339265	-2.13341041079221	-20.250339244256	9.14514939025347	0.0634668694592263	-3.17702896940807	6.84216477840333	-0.280895365457875	-13.0286941184079
"g8"	-13.6019870526142	3.36911227446835	-6.62824344755282	1.09105890172958	8.35832870821773	9.90007809710136	22.1653955049947	-10.9597367380175	-12.2707518407726	0.836389171428721	-2.1200557291284	-3.69620940727075	15.916588464661	5.17985634887639	-0.111458726275967	-4.27494574115789	-1.03553340557428	-4.6941405499003	5.73985939293888	-3.5258491479982	4.45243191427974	-7.85625914899203	17.9479053769598	1.44677589884028	-3.96265783835564	-4.50692005646445	0.982623252581558	-14.639960777572	10.5683287873932	16.5653869367098	-8.49305952549397	-1.41123215287787	-14.0778382568115	-12.236751996565	-7.74867972963592	5.72038743680238	11.7016113903468	1.73515895657136	-18.5254615137853	-10.1828661889722	-2.92787822779681	6.59325117762925	6.42928485912651	-7.73954161822949	2.8031821534791	-8.53264343347958	-11.862506705863	-17.7308047286499	-3.79237446357288	-3.7188563193444	-20.049583322651	-0.12328118592098	-3.88734981085064	6.74863080519182	8.23202799116181	-11.5081542600316	9.60761474827752	5.42407044185413	1.60037332652032	-5.26681287429295	-0.167052255069217	1.39125789712719	-1.68348695221524	6.13324764656163	2.70493682421102	-11.7838887311203	3.66778690470231	4.70245295640678	-13.8482746692146	-1.86071606972439	-0.382460025249131	15.9114908564034	4.53080279941198	2.48092035205741	-1.50486442646555	-9.09182277231866	-4.74381382401397	-7.18248077940226	1.26139106827077	5.99982576389003	6.90912765552062	-1.49930166333677	-9.88025670637353	-2.37380817896666	6.46951958023853	4.74058765125823	1.59035260646429	15.5293421978372	-12.6437066149378	-1.86455471419398	8.97483730570306	-11.4892208436057	-8.30798610745021	-16.5531054498443	-18.2946554159841	12.3411612584689	-5.16930999610462	9.81201621514714	-2.66195845027968	1.49100121831296	-4.11079905887393	-29.4405225284003	-5.51115154720571	-5.89899095902223	-2.16231511326147	-16.0496079974732	-6.08633900296668	-12.5002190154957	18.6201452119321	3.45809337164039	-15.6757340296287	16.0682676603651	-0.0170387329738092	-0.681369041131723	10.1608341837107	-5.67556155595008	-14.2866577898647	22.4207870716589	3.48724785129486	1.17208406114596	-5.87897308819	18.3061663273589
"g9"	6.17810906709627	14.4262743040199	-9.78205398894089	-5.09676785975598	-4.84025588088285	-1.21197262496477	4.18568914648295	-11.1866865437013	25.1847593936632	-4.88231602835638	16.7264795577282	-2.48340975220262	10.1338621403175	-1.70973822621917	6.82026669580875	1.13607715972619	5.34689529611405	-23.9800241816661	1.58070668412477	21.3961407470712	-8.7267596494658	2.0242448809052	10.9829438978975	7.06918567687779	-6.91883503084125	-20.8883346313657	10.1756663678047	8.69156965105345	14.2666026766937	-3.5204321614511	-9.38578642323294	8.27132624130468	6.2185098727222	-4.52546533210274	1.77789364034382	-0.467863487955458	-3.70699476757673	-0.596010970129054	11.4795671801188	19.5161787679826	6.39459467112651	11.2104267377365	-10.5050753396735	4.6706986682248	-2.97200899854311	-5.28964928823048	4.14276864776816	2.0134895482654	-11.3459120712089	-1.05458625315642	-19.6262766195881	12.7454052665049	-8.9580474372362	10.0382598577289	-6.04474208869117	3.00759852471214	-7.36804332108654	10.8627770615796	-15.989021470243	5.51810007427904	-4.23825000501925	-24.8202524787649	-10.1952657259746	9.38670659810767	-4.39096594966126	8.33276299789166	5.1278613286634	2.02012507251847	-7.85254143863088	10.6959341610576	-3.40319048008303	0.501881197788588	-15.7586954805524	6.76287964739396	-7.1035216020174	1.58896878765066	9.12395397337839	7.2877380633	22.9039771065295	-3.00536264850721	15.523311972965	5.53044542791533	9.22724283961028	11.1457614804149	-15.1708915479498	23.8070866060467	18.7681235571425	-4.701189455346	11.6485427858357	18.1471776735372	6.32036401333913	8.94728678311144	17.563558870607	0.938387161155066	13.7693789635088	-3.90383236404454	17.2532823681823	-27.6926983525519	-4.00819807495652	-11.1494585224614	1.67127844785432	4.46731422954441	13.9052195198522	-0.377514094790238	-1.22157763498343	-7.2852250753959	-13.3760938258461	-16.0089292268701	4.71983816549331	-5.92519493649914	16.0503897869619	-7.34023116029886	0.582351327774825	4.82096428946869	-1.15260976244886	-11.5316370753216	17.3886564203474	6.68294676762144	14.6505109939219	-3.95134288890268	-9.39290130613986	1.56167085971151
"g10"	-2.62454190656269	-15.8822130170814	20.0134107934547	8.93959256106799	2.43743072923523	0.342126016227957	-4.82993819359091	4.07217716062074	-1.08719224074791	-0.677596943621959	-0.870981557983604	6.77897550864187	-20.7313404298514	11.3724591864733	3.25668629319533	14.5661426012476	6.97303907264797	-4.000570119973	5.60635699270216	1.06902556240013	1.45911358860862	13.5626382554001	10.1048755016414	25.0037365798692	13.8988000590077	5.92359871259255	7.32694494385021	12.3664887124471	-7.92844429983654	-5.41748558925024	12.4786330959038	6.07516895426231	4.8484015767901	-10.8907802641127	-18.8021232179636	1.79515356310122	5.06324100611309	-15.6321501075941	-4.781605982549	5.31346090013482	12.2979819225514	-2.55716429052426	-10.7999362578451	-23.3887328368039	11.6434026771319	-5.74790092218214	0.550472612206472	-14.5070275185775	5.58484071373554	-21.1911643836363	-4.15441399182102	-20.9471790585964	19.226843122106	1.12661691494409	-1.04763575111423	-2.99460750721509	-8.73597029375585	4.04140401527834	-8.03151696934117	-18.1471994769851	5.10293063491136	-5.8761199703796	-16.7361094670992	-7.71885947295966	14.1656726287306	-10.3688719725462	-7.34932251885953	1.98115865549764	-11.1616731726297	-15.2441193243297	3.41660093472078	-4.22276841430876	6.27792766894957	7.20314311251035	12.0948519690467	-5.3995263369526	2.29957994421798	-6.99344730009806	13.181151948015	1.74518401203312	-10.3172481677137	-2.7693133456453	-7.60211084106862	12.7356688145657	-3.59087314114498	3.91683712076114	-11.5603997773078	-6.82318748972796	-11.8948852133579	5.84139039385929	-13.7569657543078	-12.2809135766303	-3.5145170300555	2.52520353520109	5.85059536876752	0.383681201070375	-16.6177029294208	-0.319535124070937	-1.9089926084411	-7.95477692499223	-21.0151449312491	-9.82478044241434	-18.7202734341977	-4.84327328132131	-9.2981071869187	10.0245707008055	-2.32427118972675	10.2153522163791	-16.8997672502893	-7.40348279800496	-4.71189722199281	-5.68902249575514	-25.4364183340267	18.7593629506539	-7.24942949526002	26.1736020938112	-1.67257208922859	-0.532820953426506	5.75988284224986	18.6834090462339	-14.540546824806	2.12823089473642
