"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"
"g1"	-4.44072573251452	-24.7495288726068	-23.0624354938245	-10.3456453848848	3.01190520883609	-5.07263364616845	17.6386270550357	0.868932456343012	17.6576350261385	13.476494410067	-0.824647184260513	-20.8453142141312	4.13555782004053	-12.7394140179365	-6.1960556340052	17.0780700174524	0.753791120106354	-0.23367211546343	2.63965512486843	-8.47768980644756	-9.62895070552861	-0.715865491004036	16.8844870422039	6.87255602975143	-9.73185654098312	9.58158251668367	-7.36143777237328	-0.799790584706508	-5.53794950140774	-11.1566977520357	2.90254005040186	-7.55894842237027	-4.23498690641777	-4.34159293824217	4.66157286980869	-0.801772244859373	-25.6836014519931	-2.72126493035542	1.30926701711797	-6.6958395059764	4.53573569404073	-14.6149166863103	1.9414153247936	1.27624880482675	3.03170815968948	7.44465812252323
"g2"	-20.6171465617359	-14.4783245472838	2.0129971270601	-12.2625238522784	0.863385468722389	-8.66759453582195	8.92550561113852	8.77117084335011	11.3664587729234	2.53871485640114	-10.039225550972	2.40094580040439	1.2009335275298	11.7720674899511	5.77104980166003	11.3561807186362	-18.1813515423027	5.73162300954915	3.97195714199314	-9.2170369421018	-1.45525060927208	3.97683965259968	-1.33985852394208	-19.7564245164659	-2.13870641788212	-3.27379606632799	-8.98201480459178	13.4013681415424	0.700705116230142	-4.11553466960373	9.37003572466903	8.45915116276316	10.2869976681618	5.2315366815011	12.200627868679	-9.22139857361639	-13.9331027538319	-4.36171217093604	17.1571892588374	12.2594652580355	7.26329298001442	-1.86023787472806	1.67411381113114	-7.81020147598207	1.37054069002892	5.88249188509362
"g3"	-14.0382638614553	0.194862142113675	-6.58108429968621	0.0158245236028315	5.61681080263656	6.98437502116053	-0.401532526823934	-13.161249533829	4.54483677478987	-6.6852737385741	5.31018724557709	0.0327918657234047	0.476185130190969	-16.242623355214	10.7850996202511	-12.7124055473459	6.99316846680833	0.248054901167032	3.41141034637874	0.486486835099449	-0.687552485630899	10.964468371564	-6.43112806324311	-5.83804471810226	10.4278741709544	-12.729833826184	-10.1158310580484	5.47888422648245	8.05032584383157	10.5433642936897	-27.2405621359834	5.82213465009494	12.8953980542676	-9.23685711415152	-7.18791837770292	7.71406440439114	6.85736790866104	-0.142432990564561	-14.2687937693104	-11.001992397593	-3.44116772176213	0.562369730677522	-2.65855362715028	10.9980794793216	-0.36925436507863	18.2472828075102
"g4"	-5.93641513503422	10.4031327662871	-10.3609405885078	-10.7515211140925	-0.845678376992505	-5.33478634749474	3.46126239903709	20.8745366272945	-4.28071690994834	-5.06940767575277	-3.85095024094701	-4.27183804984785	13.6437261957709	8.12194003612673	2.58943128295338	8.39202122756255	3.406512480936	-12.0482561275531	23.0577527452707	7.51058665655117	7.89520468684204	0.987052286327997	13.7747462083274	7.56654173995848	-8.75613783194823	-4.17431390136732	2.75273736471194	-1.08372306007977	3.07495756220067	-7.67863274823721	-1.55162962591827	6.5454325737397	-0.745169527780559	-2.03963422937185	-5.40562541351834	-9.04893911852409	24.4042188741274	-15.6074622715513	-12.7208665541976	-17.2715639457567	0.692444369429937	11.6120528100477	-2.93176099248768	-1.35947371318315	-11.7806458257872	-2.44179864501956
"g5"	-1.52189901876374	2.2571969661751	12.8365836716027	0.37694457474578	1.62059910182291	-3.72134595971974	0.55203297486629	-10.551490685628	6.17950877710844	10.5335217306869	8.87151016083281	-9.75945914213117	-17.9577386943667	-2.47710139582336	7.17173263949338	6.47269844497188	-10.6759764469009	-4.95411932132108	-1.53911388256874	-12.1025459458746	-23.2970485963789	-3.94178177858743	-4.50032708567792	6.34971870838519	4.06591102711228	-6.15366228379983	1.21133829307476	-12.7759680870187	12.8240281101798	-7.26573125980554	15.3987092940452	4.56607769176229	-2.71540361080671	7.20278113595377	-5.96699880694403	4.36290754236407	23.2281736427419	1.89677946683871	-5.46517200104455	7.25164386662584	-3.85055797202025	-9.75406294852358	-17.4639758196776	-16.304210516718	-2.94910147275939	-6.21743192149476
"g6"	-11.9702062094915	3.57009975989919	-7.11183532416241	5.59606692972682	19.3592635302555	-4.42514927286973	1.10638870233176	3.55780088043633	5.7658673261309	-0.503564791128436	17.7337732914318	16.8434137075278	-0.741906239060644	-12.2219147732536	5.55577009306786	-1.7687735369843	16.6658056627011	3.54592134644813	5.21351002417288	-10.7648110821882	-6.59027285219885	-14.0503676872678	-13.0107033459784	-4.06398061040847	15.4272687913514	-1.06239374470843	-2.70651819322632	2.71732969899979	0.941796303836202	5.01866099028802	8.71707103439639	3.24578262125338	-20.400895647712	6.46012732020708	-14.8453899789965	-0.811339237936977	1.32151566418507	3.76834306678954	1.87794699112306	-11.4443436752531	6.07760491508467	5.43829149645207	-7.51497182102148	-3.40115575217991	-13.1761337161066	9.4981926919255
"g7"	12.0608255055104	-2.39434027382205	-3.42032509168573	-22.091901551027	0.839444564723691	-7.34389134099023	3.40291645390675	11.4432553109906	3.85956624537965	6.31383302837008	7.09043866260711	-19.1229008603011	11.289380816541	8.71916656000577	-6.64411344278829	-14.4952505894133	-13.7688576289718	4.62310304713843	4.85507518548386	-5.39022065286963	2.56702699279497	-8.81749606266788	-17.2509763083425	-5.37111462207004	-4.72485130301728	-13.2894984280223	2.55334251337882	3.44903924784166	-8.62767422223907	2.86849225899622	-20.1547688276038	-5.60935778662375	-6.59588327532376	-5.29353026670739	3.12375152805638	1.60073152008994	-6.15522416919864	-2.26496398139059	-4.08168180141534	-0.644536955966043	10.6419216343212	-12.0066891683972	5.66035985453033	-16.9675572133885	10.233548529978	15.5387474677017
"g8"	9.3772253937479	-9.76765187025552	10.1214670916092	2.78729655546602	10.5394388605937	5.2221124021298	5.55960055465974	-3.23272621939392	-2.15857555562143	-12.6341075440084	17.3653519307064	-1.47738795653068	-10.3155090117897	-7.87851915564597	8.98361908186384	-10.7718514304854	3.49140048765578	2.4829870765819	-16.3024238805492	0.736173134309537	15.259006425799	-13.4792917942099	2.85205032510019	-5.02628297129545	-4.07007839704179	12.4815736435539	13.4036872688233	-19.3421685854428	-9.30560092285691	14.1412013635339	-2.60822116894755	-26.9967903892496	-21.2520483539581	0.122986096020926	1.16687554159149	-1.31517165897151	3.58995908367096	-6.07301041976012	-2.90074260524904	4.02992642264205	9.39981787342056	6.51576035468421	-3.27753488317062	-17.718765732896	-0.658689072626862	3.52509550649015
"g9"	14.5802724871486	0.0355327245444484	4.70682249553782	2.38795248055559	-0.218427905268211	6.18354911776876	-9.58197032412735	3.30035078959137	-17.5620613737821	24.4155311769113	3.56041778722906	4.35815489062986	19.7757665073832	13.8678146971134	-9.14265147860727	-14.1202352672527	-7.34940413319351	-17.8299311991603	3.32744364567222	8.89442849898407	-12.4675323033626	5.48106902581699	11.204217569284	-5.36094066794318	-7.0545163581738	1.44892254457402	10.116778359574	6.58797723839419	-14.3828290486455	4.71151330655543	-8.35655493872653	2.45624048870327	1.64103907400032	-2.03829822556873	1.03175263332652	10.9187596237139	-11.0648908372052	-5.8168361022881	6.78866640282249	-2.52032174169944	-21.6689365399329	14.5477137287311	11.5154402531667	9.51593230038215	-4.65349932390574	16.6509266290369
"g10"	6.23623387069234	-3.75734767386952	5.1316092620722	1.37210778932414	14.8161261005045	20.033041577962	1.15934580764589	9.47114903785915	3.40859473322415	-2.79291108370725	-11.0718668794848	-8.9608754343592	-17.7371896351329	15.5096826552682	-5.12013932110138	-4.38241325581865	9.46411816920237	11.0840938398169	-9.51938974978742	18.1141905065934	12.6841074896303	6.52720359767901	-4.69702527099786	-7.96138785173513	-6.8573318176524	26.9624298662308	9.69364353640327	0.855433680580779	1.23093100202609	-17.1113014273902	5.68879219641545	3.26726670122804	-5.00918112687651	13.7549554592771	8.83396438415377	-10.1698330952853	1.40410483884816	11.0261424989876	3.34295317910514	-0.45246042481827	2.82423706497519	-18.9225901628687	-5.53893769916741	6.89668038147892	-10.5663312291137	8.97970413007408
"g11"	6.85650227765608	-4.38080295254849	-23.7337796836479	-7.9498792225333	-9.04321263203966	9.96827422766915	3.57200969325769	11.5192962400191	21.1382385034897	0.217214685048615	4.56339761180633	-14.4439038713505	7.47718276799301	20.3207655224353	-14.7104343807035	-0.187095009745107	-0.281648881844281	5.52478923456339	-0.56873174813581	21.777752476576	-25.7432509270304	4.68731512276909	2.22080252069	-12.554494112347	17.0142605651297	9.39632633834189	3.19534960614333	13.9804826223819	2.3839791418884	-9.73356654493382	1.13806644149847	-7.52502450692184	-14.8668425991636	-15.0070387244462	5.15290763422797	-0.634315096341457	14.1194886959683	0.989305476035701	-9.12395569910127	6.4857764857841	-6.1091350863704	-5.84295539165608	-6.11073302348606	-2.79025708640446	5.52784300360869	-4.46844508738117
"g12"	0.618332381517976	9.49063285014486	0.935235388262377	-7.2669222401258	3.827087605128	-1.17418014326547	-6.97935514356897	-13.803448831721	-12.3562458176512	9.29696038323492	4.65304051793778	6.89313963709414	4.59235724983203	20.1349502077581	-18.0097510942443	-7.02030405145028	14.9907598646359	0.686581246562449	-11.8247716658335	1.95040980918534	7.88631027856775	10.0031300535656	7.74205429975777	-10.7910393889448	15.8082799598157	-6.93202228527547	3.06082168525101	-9.54162558577985	2.06363705315556	0.667781635333133	0.84312067773553	3.65730609922101	-1.08714105539393	-9.69655544105159	-9.52711577827248	16.2520317834893	-4.65102564983121	10.3741914929421	9.16540425152982	25.2520271127002	-10.4656771645327	1.97659440315941	-13.0756598303472	-8.00570020291874	4.02496735557682	2.23138168034175
"g13"	-20.6542688313436	14.4728746084317	-3.86561250291008	6.51218663163206	-11.2306131953321	6.90924392774564	12.6166353289013	-16.7396658445476	-7.05530480235863	-2.63898675175386	-1.30383251018967	4.85949618950985	-18.2413544367152	15.5605919025115	-0.489060416539621	-1.71700507138052	0.492836491180003	7.97647125072181	-12.5617228236216	-13.6706411398808	-16.3296448878122	8.31169730581398	0.36998230045912	20.631495585097	15.5093738327817	-2.01640423434978	10.4265049106562	12.3812572981789	-7.46065213693978	-1.35008669101754	6.90533800375887	0.579629292003311	5.78619661424331	-7.35403039760967	1.84864757376342	-12.1849589888759	4.41326889344667	16.4209833497211	-0.863727950891568	-6.10354381443291	0.873325313105066	8.86912620935878	7.24465856328054	26.8487303612803	-17.2815064588505	-0.16605414893246
"g14"	1.4053663731407	7.38499560432832	-2.75615179571795	-10.9257788409102	-5.67759935222375	4.24284484630197	11.3767056560874	8.49014441041076	-0.861992708990285	6.10652456923902	12.6301317609043	0.0929880245041187	5.04370584400576	10.1592214891675	-0.850994708978377	-0.671090791733287	-0.00661198308307375	9.00246882665942	10.1090238866635	5.32250153987355	1.65886906355278	2.06447103779699	4.78958348701774	3.80758868039394	-5.90130092254485	-8.86385037615162	13.5875852872397	-20.3536478704863	0.0417938580164544	10.5560183289981	-7.85857860970629	-4.30427847913458	32.7992584138477	7.10041283178317	-0.0204596925979046	9.22811237430374	0.940680839183401	-14.7048212790715	-1.10037072511216	2.26312612073369	4.49225224833504	-16.3549926454888	3.8769482828905	-2.32997291123374	2.56183795499462	-19.2744877336747
"g15"	-19.7318140076071	1.82260949536456	-3.4516765063494	-4.36356457044566	-3.60487994669247	0.73753054150895	0.138509476111099	6.00698744498185	-13.1174926321633	7.80664809160439	-0.131780457223975	-1.39570268101078	-11.6762607810692	-4.59922387069585	2.30866057730552	2.20957011916605	4.35331700941403	4.56436660332059	1.32453712313167	5.16134419201679	-2.07714148834691	4.42651785443353	7.94527470490467	-4.2114653925017	4.01926717976256	-10.1831412181274	-9.46292423609743	-1.23613382228909	-3.44329939983835	2.52990526606687	9.10759060086486	11.4552180253601	16.3226341894275	6.04402666643383	-9.07496955209564	-4.71851777275976	20.7417244405444	7.26020497765232	15.5453895122494	8.07534987572894	-1.5109655038662	-1.36039890394768	-2.61287970521893	-1.16674804356333	11.922244139759	4.82446389231775
"g16"	-2.7291460008434	2.50807055268935	-20.3446161337983	-0.0157635030666894	-3.40266250484132	-13.576974915379	11.6642796690592	-3.76929885903616	-7.87344029888882	-9.63213982945368	-12.5714316507205	-12.5884093272616	12.0764871198216	9.38561529919497	1.3763413073273	18.3552800096712	1.82559327596946	14.0471312858801	1.66218816244904	-5.50431290252643	16.5509704395328	6.64009375942776	3.56974020424522	9.78601683270829	-1.78977178260618	5.53571024132515	14.4171632610057	14.6538704985126	9.14178427064954	-8.87206044860882	-2.59044076915172	1.01507759240264	-1.11379287689776	2.33853581100187	-11.2321493696383	28.5938461073501	2.57941587221204	6.19513934015854	2.54650984648764	19.3843991059862	-7.43925938835458	7.2141451113183	-10.4074931116758	-12.8302070086307	-3.26120645248952	0.41380512514561
"g17"	-13.0615120009293	0.262125761088898	4.0560786855498	0.361118294316069	16.3177843270978	-13.4223562247142	-2.35737647829681	-1.05960491955972	0.547134325259459	-10.4082378255433	0.373939674974071	7.76934685763657	-7.00847008363763	14.9434138395112	-9.56993791558752	-3.68887288144156	-3.64700900873226	14.3262459700307	9.96722428528841	4.15869302745609	1.9133285700069	-7.38515561123152	4.9067419283876	7.45345532214497	-3.30548750987443	-2.50138820834157	17.5893737637338	6.96221299349195	10.4700821206599	-5.74705471036352	-8.34310951750506	1.23856923648108	6.6559965600368	-2.36318423750686	10.607471710261	6.72664850491401	-14.6690081533322	-5.19818541013476	1.32383514383095	15.9477862614702	-11.7043284968588	-12.0634999752598	18.8726761732309	-1.89253774817009	12.7603535990173	-11.3115165899355
"g18"	0.280269973792863	6.46658157082037	-10.9261210020686	-11.1083796363591	-8.61381769789363	-8.28072976391701	-9.9288907912677	7.32765485915715	17.1531501779155	2.36884666796762	1.40545047853795	5.08873648158349	0.485664166230548	6.23672813689815	2.30387512865936	-2.20879431146831	-1.8478586006627	-4.96104060085892	2.89620978065284	-2.66759372551286	-9.30722041644077	7.35795131774479	-3.41351137166844	-3.92314130646177	-9.48368918834677	15.8710953273031	1.17965644475645	12.0637736793028	0.825249717287193	-9.58641617762581	-2.25016923648741	3.67454729243261	2.14136865668702	-12.9107928971383	4.99805915892531	9.82890517870295	1.74336081197706	-5.65774799400141	11.6260551643945	-14.4797885294346	-4.40829738613614	13.4703282636391	5.86706637321415	-6.89608159902054	7.79750167327479	-17.9182718118582
