"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"
"g1"	2.73036483358288	-16.8672411430935	10.3385995533482	7.67519892412122	17.5270707190598	7.24576402957944	-22.0449476089058	5.48104685170834	11.6780917573664	-1.24766348690721	5.04291010466497	8.06588716586246	6.98929944014723	0.125803508314273	-16.1182135962291	18.3842611964517	4.43213871897078	-2.902556392877	-31.1470658913215	22.4072681770155	8.01113832961891	-5.84842506474663	-2.9384656042482	2.71183260754192	-0.783399037945512	-5.54522369019242	15.0502001220957	2.93808901135134	-0.801323582792379	2.98251182428986	-15.2845847247224	-15.2578842288185	20.2339612082226	8.56583639138678	5.68097043775665	9.72745180808032	-15.099837601727	0.872519577705329	2.64361485093291	15.4124198086717	4.89876516353155	1.77109582726557	-8.23229135817759	2.3710611034445	-4.47320916973583	-2.13144772682885	-16.4210930881658	-7.27464572707934	2.03548490480145	-4.11849000851666	-1.31091074461464	3.49128778445671	11.2413202294496	-10.4401814357595
"g2"	-18.6036764579937	5.67865742873843	-4.97493833587867	-21.1071416441785	1.84879370600061	11.1322707321039	1.52960320988942	-22.2020130885815	-18.6345584431052	-9.35153804995999	-10.9093485038373	-5.35475020633639	0.514266813677395	-0.311146540241254	-5.99070441073989	7.14587801470244	-0.503284462931267	4.81641424573653	-22.2918008855697	15.291925391717	-6.72372777750865	-0.601424756627485	17.7069000953493	-14.9061249971577	-1.54902730309256	5.85525079858891	16.0359433607266	9.79690110868557	-7.76090441406466	11.8251339891712	4.44306572098781	-0.266394292552239	-19.4308902992222	14.7360912503843	-13.6510733380374	0.446220667349985	-12.8246378669609	6.25790337876868	-7.63080580620435	-1.32255358924444	-7.33999808860173	-7.2901423070323	-0.616040843542681	11.7885697792736	0.839487932895181	12.605933713874	11.7892001635802	15.6236989727199	-0.49627227039639	-3.09718158143414	4.4921252464764	-0.296950202599985	0.74096993906777	0.528897206435685
"g3"	16.8317514212769	-4.60679781543363	-6.37089358999444	-6.86320289830237	-18.875797395947	-2.60757277149646	1.67303160165114	-8.81530056362345	-13.6454851266429	-18.9106248540715	-1.42547117370593	16.0240579700653	14.3446013547746	7.50406446078286	-0.789631305562337	-13.7544638254518	-7.17710704108421	2.18865463739498	-9.64098426329106	0.657141929745523	0.972947693293145	-1.43178235532074	7.22523934799195	-0.174474484815296	-19.6880861249216	10.7145040416015	1.90599309904995	11.4022182861345	19.2606436485799	-7.13045089435133	-18.1094180271817	4.72080940666572	16.6495741887883	7.24356225053525	-19.3665588998284	14.6586109948024	5.21768754387736	15.3412584965829	-12.8182120147792	6.73788562084956	-9.09811875374159	-17.2688850751476	-12.7173494377006	7.80147389557945	11.0168679647363	-8.27386206990607	-2.21552620642964	-1.75766321071395	2.77380903979403	2.43202584586866	5.5601234576298	-29.7429979284498	12.7514142739819	4.4596950274028
"g4"	8.04793146274109	-10.0812169892145	3.31044153792304	24.221902528191	-3.39659749534536	2.29812304286136	-0.658043256426074	9.20184486443589	13.1550193132406	-9.80332772413083	-9.9334483144735	0.440169027424062	10.7069791858308	-11.8870187858971	-4.32015723614343	-16.8854226312936	-4.53942608215336	8.2987481116796	-0.0178458815499562	0.691071654359786	5.6406985171524	2.57485426244358	16.5193590248818	-5.01717129717784	-7.69981338571498	-25.3224453753754	7.03850948685859	18.9769215011206	1.30132037809851	12.6575392290479	-7.77493362896874	-5.42908033671276	-4.03954711310245	-6.95068433441698	-3.81145543061666	7.09636175013078	6.26881605346231	6.08175462244824	-11.4570636026095	7.07783759844355	-0.0626919220845876	9.86821564450594	3.92582939168546	-6.7502959201207	-4.28974391865533	7.79697368651734	11.4714704023067	4.75508305143074	7.31442480764384	-11.3730817805264	10.9132409811131	-6.92125927088398	8.00040141189821	-14.6406880342033
"g5"	-2.22462736124354	-3.1005461849412	4.8079664367066	-11.0252784025891	0.728814031468998	-12.3420232224171	7.15599197721546	11.9351877953824	-4.13039991165026	-3.72878816481465	-6.10241206095779	-4.88132491327474	-3.34033830445485	10.476184191557	13.6741107623092	13.7603459316532	3.65181591129114	15.5257282408914	3.47187818718639	4.97317180603187	6.95592243025714	6.30202105322612	19.8864529796242	-11.6379807240913	1.79962076064096	0.124419151101842	-5.4004320097155	-2.89662758117315	-6.09513388224299	-0.095619759782858	-16.581864721675	0.119313015815755	23.0325700492508	10.5354129658243	-9.40978609512111	-2.7528064523156	-27.7196432447805	-1.71791566219946	0.30950248325542	0.365094618856758	7.00131440775095	11.7425861295616	9.30944554555842	8.81750543764906	3.59701675389098	12.3248311206621	2.188496205959	-10.7619659467138	-5.51472530188021	9.12718745960914	16.8167259534382	-10.2969717559256	-4.00396887405458	2.69773270330846
"g6"	-6.68331756361375	4.93145261824391	-9.94707258059551	-13.9794072316556	8.28549069889189	-6.14607178869101	9.61138467702846	-4.16925610639111	-21.6319360500016	9.92346867542922	-15.450867990166	-7.30525751058658	0.0380788554386226	2.34965573432891	-5.18737750675076	-3.02799507819551	7.82406582242182	-18.2511505616457	1.51514586181174	4.97789162594511	7.93603766842122	23.3148287385157	-1.54387386225036	-3.48861683544414	0.87259355483211	15.7553049923569	2.32815458595204	9.7184689934987	-3.51648836767496	-2.16607155843866	-8.21136791183734	3.83795040537397	-10.0223214910518	12.8436791792886	-5.52170948071293	5.12077439529911	12.7475877264527	-7.02498808910474	-4.89046666238078	-12.3381241582691	-15.6898883682128	25.0860521909413	12.510493757042	8.8433147215647	14.5520433902625	-5.12034421912754	-9.66446417788488	9.46497378386902	23.6997805197431	7.27077912268822	4.27830135687146	5.86000524462039	-9.63485883998104	-15.4216256434788
"g7"	-12.1648922880046	-4.43915583132722	12.4669817640014	26.0842879753663	-10.4977175240666	-1.9394842956319	-13.0805338375618	-2.27410929017831	2.53361883659684	1.25555473366415	7.06663372312418	-5.19873726463993	17.3475633882813	-4.08078822873345	0.426082986650728	5.10441614756095	-4.68971875585297	3.6176549242388	-12.4733397624773	-4.61513631745822	18.1951487577368	6.93507357992934	-1.33606851132638	12.5480514552897	22.0768976532669	-26.6569715362225	-11.0565944297192	-12.3618216716029	-9.14391501194749	5.36886879609018	2.03015482384666	-5.71919560534359	12.5650259169065	-18.133293076334	4.13977959470646	0.142427561264473	-14.1798719916226	1.29484621544344	-17.576448655366	10.4775434014691	-1.70292576355485	1.47734410094794	-18.0308436627683	-22.8056876126321	-2.94377097907897	4.02155842440301	3.52407090051716	17.2760338152571	-0.626834696707797	-2.60918993026779	16.0154306676108	1.9937969226943	2.81784091601252	-13.1588333000261
"g8"	-1.61633020779607	0.933636413229452	-6.167719456057	-14.5149087250421	9.88785509497852	-22.6299029220261	-5.03865443603261	-0.409565866229548	-5.16081470361037	-0.520591622725216	-4.53200200372211	0.888207965131503	18.6083667398569	1.132147944336	-9.77718377472154	-3.9016554089516	-7.43308891901926	2.92782863137586	2.45790489224139	0.642633288590764	-11.7578019558762	-7.46830060337578	-1.05549772105706	-7.64665278444838	4.8111872415282	12.7252397373633	0.925983304919281	2.21930918573155	3.98304712611473	8.51380302914252	-0.883864220667078	5.5510309933896	9.36524694090043	4.74365313579237	-2.96833026752507	13.8427115696519	14.9626998724238	9.82415409010042	-5.49294470946947	2.53935922915991	5.88974652261987	16.4499764652545	-2.99541532443242	-9.7125478852602	-12.1686895132785	8.92154452574392	-3.17660000805697	0.160650484132295	-1.85010631770881	4.84662885911039	7.51743905865919	8.07189048841608	21.4659262996766	-17.7643477136605
"g9"	1.90453750930762	-21.0319528616065	-21.7023513050371	1.17973663066636	6.12833126670572	9.47753171987907	-2.36582509823196	-13.1696017371214	-21.080154692307	-12.9761013743423	4.45830980529118	-6.56505614980545	5.71034307143322	4.67510975303264	-2.67897996214292	0.132572870659525	-18.3545737533963	2.10467740922298	-3.28061595386125	-6.20553433988662	-1.15657506067857	-1.38291772806275	6.86225699117999	-1.98173952520318	-6.1818487819289	14.9357595558172	13.2423726409095	-14.5897506115738	0.47515170254143	-3.69733706498427	-14.4965763085413	-4.70136539160717	-20.84776061553	0.757830148876709	3.72147043491967	20.2874155875989	-2.99137857215288	-0.207790551656962	-5.63758705515012	-2.76571264115271	4.35946166449079	6.77792980520231	-1.11830570377385	-12.1031119305929	-3.62602374901166	-1.79654229580427	-1.60448989087967	5.66641139744381	3.93770986189426	16.8558195663503	13.5666978256393	-10.2028789901505	-15.764660238975	-14.1434960694334
"g10"	7.88976115080879	-2.08092794087716	7.22600291229226	9.91306301124713	1.06019812312391	-8.75346903027457	-0.798096396061615	7.69676580427665	-2.63555794284069	-6.58451531761125	6.85310406757335	-10.686656056597	7.44883002046766	10.4217086525519	-9.1274189460919	0.817949919267727	9.09238256770275	16.5645302830099	4.25994641440419	15.1752470584919	-18.528181210406	-1.85807635621801	3.87045175446628	2.4839194335116	30.5395369493459	11.0425333696787	-7.53018374160514	2.52229635152059	0.296230490279333	2.0482722888798	-17.6340465811563	-2.38576438272099	21.414479494822	2.95595696989786	2.4587773175647	-3.75191854144132	8.86884120063696	-1.29363170277329	-12.7842709015563	-3.038527734588	-3.00031283287993	-12.5064920350065	-10.5259160398199	-19.5177140074955	4.24285719045043	-11.0325648847492	3.26299519066316	26.9859231014949	-14.7708265997003	2.23221000287575	-7.68726182955264	11.3023762903794	-2.85406316820018	5.98914554956882
