"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"ctrl 43"	"ctrl 44"	"ctrl 45"	"ctrl 46"	"ctrl 47"	"ctrl 48"	"ctrl 49"	"ctrl 50"	"ctrl 51"	"ctrl 52"	"ctrl 53"	"ctrl 54"	"ctrl 55"	"ctrl 56"	"ctrl 57"	"ctrl 58"	"ctrl 59"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"	"case 43"	"case 44"	"case 45"	"case 46"	"case 47"	"case 48"	"case 49"	"case 50"	"case 51"	"case 52"	"case 53"	"case 54"	"case 55"	"case 56"	"case 57"	"case 58"	"case 59"
"g1"	2.29860521485436	-13.6336712956562	3.92388734873073	-5.44950905602266	-13.8168204590347	23.2830304269494	-5.5378570509368	18.794464028987	14.659177612469	8.16897918640043	-9.67286135218844	-18.3843914660089	-2.81728982994774	-10.1814279640612	15.9855198834309	-9.24196354999443	2.32096103125865	-3.40217338169101	-9.69814044351813	8.31706831868423	17.3977668374907	9.4749288222372	15.0582760123812	-7.10971682496937	7.31984574590152	15.7721041015042	-2.13533653439877	-9.32759347276898	3.24880373994582	1.66877423768439	-4.80844041375928	-1.83125736616381	-14.4729289956638	4.72581372953055	12.8671532827736	0.380631001729596	-0.281560238110609	-2.51635326143166	17.0811910991013	1.63154561710805	15.5380187909692	-17.4146571861743	2.88034660728865	-6.34197955825464	-3.0597159195971	-0.868175901568663	12.3419022351032	-13.7813614366931	-0.69687703753611	9.63916542950383	-1.90575053429494	-4.15058109864951	-13.5413472259755	-6.00181863937535	-26.3202418062121	-0.812206625524241	6.07893274836315	0.601183475319727	-27.5326996470931	4.70573400674864	-7.56849935768196	-2.73969531109511	2.3172780229735	4.40006859200379	-13.371140818749	3.95623259470838	-18.6665563837026	1.37965100317947	-10.1012973351977	3.28744354739881	-5.45698697565973	11.1289594277276	2.72775629265351	14.0611496049866	-8.00117398300699	-12.6207826596879	-18.3467465966807	5.68295345143554	-1.42659709022881	-15.5104061115805	-30.1638333970013	-3.45242536109554	-4.12099401230187	-8.23577387293058	10.1141004333951	-2.41879356556083	-16.514164171741	-6.03257054301981	1.95591406334681	-1.88174876493476	-10.1263964046438	-9.89462664939635	-2.5241208911667	1.45279045260353	-2.70574283228695	-13.7485850323335	-10.8472175233537	14.3556119282922	6.36699397769216	-5.39187337594599	-0.283818967291031	4.03811496162051	15.2976375145193	14.1975257618443	4.3094918247086	9.0512518337909	18.4893376084675	0.953788792802584	-6.81419407849841	-5.28155883867987	2.55133717275217	-3.36327168218444	8.61675237585415	6.71640820826714	0.547737641790824	-9.04050360996889	-2.11038808938068	0.254758607777102
"g2"	-12.4733127055149	11.6508118578125	17.6747049234632	-17.3061284419279	24.9518897701667	6.91644298587538	0.917720891894205	-11.0143382694179	-2.15519871883496	1.25903129436847	4.29482099568854	0.647246011454731	-14.540200399112	-15.3280884878707	13.546976812717	2.31053970149993	5.92729387020991	4.99088064476298	-20.9935831883377	-14.7444714676362	4.11320605764771	-10.4350164368225	-17.3116076748159	4.9510519503391	10.085571467834	11.3169634864568	-4.45759609162311	-15.7107966653465	4.68560655427208	6.3360021200302	-1.86451864299626	4.45726446483393	4.82282576478024	3.97713051420037	16.161780824158	4.09322708480047	-2.74846156291574	-16.5133763092709	-14.4573810632722	1.45034747488056	1.76163109318547	6.61942972049602	1.46538610617197	14.8004636604389	20.4925342595408	-2.82550492735759	-4.96480298578474	-16.3381794491417	-5.73196237164608	-7.42015200862692	6.89950989060467	1.56173886148446	-6.80131397533101	17.8577311037772	3.33363447405366	-2.63440072302221	-9.91142684877711	-2.9871109357893	-18.658171656639	11.7347556673093	11.589959818079	2.93969293001721	-14.3009477370762	12.7214807564656	-2.09783664564054	-3.45163001277965	-8.28733884238722	9.29635219332055	4.45750042934438	8.22474542957655	-7.26970494222385	-8.59264380297661	14.1844546374359	-5.03492274995106	-11.6176578329146	1.58485797554877	18.737469113653	1.11159400375055	0.0964028342176436	5.24974796186308	3.54540911345688	-9.7788685362264	0.53195765854992	4.98213786824881	8.28595665279558	-0.29414299282278	-11.2990478103428	1.54316497771917	-0.155283865588142	0.00116532978257608	-6.83602950651764	-14.5752341221104	-4.93804282811174	11.4419054671841	-13.1655050871713	3.27642543720351	-9.53680353010714	10.3532492188925	2.01954074569289	-3.22547175496746	1.90849111463015	12.6919379679527	6.39341079102377	-4.72289234021213	-16.4780350569842	1.92654104772177	-15.1138867974403	-4.84151015339357	13.9681272282603	-5.2768271454098	-1.29876366985875	10.5351929116725	-9.30483393547413	4.95307801416882	6.18874395546546	-0.405800827220737	-26.2549220152641	-16.7600836471215
"g3"	-26.4414111737642	-14.2816095881751	-0.657189407024309	3.53371790853599	16.052011031492	6.95509435762728	-4.80524648697949	-6.28507176162701	4.0747307568806	8.51265326360989	-2.90050663870373	-7.44822001571515	4.08920552265066	-16.0107125296149	-3.56418783945353	4.61363011101374	-10.8713675147626	-16.0056208951831	0.581477296620208	-6.51447956728963	1.72327069800476	-4.34208055397441	10.3294819579165	-1.60244417038977	-15.7099802633232	2.06553694124682	-0.877275115794194	-4.51836681226621	-5.94434013343942	1.46323315632683	-12.4315616489768	3.57828028420263	3.67624792113352	-4.37181714379864	3.85419403275796	-6.09141324737846	6.16654206410661	-19.490424600877	-6.2327232874862	3.8224675699333	-2.49797900768688	1.82523102388358	-5.58237993471093	6.65714753780216	4.3051928062744	-13.4919663295078	-7.5603520389653	-10.9874952586566	8.29442633654091	3.66499177243468	3.43087377580454	8.5870367823842	-40.2172443816681	3.27061282765835	9.59259114301314	4.7144099057553	12.5860607574197	-10.0517371689959	-7.73276984223751	-7.93219762595333	-1.36157879262907	-1.0445151788095	4.48468308428669	-22.0837845470923	-19.2118681693464	7.41672766075479	4.22022462627799	-3.25823556471499	9.94375710152188	17.6253072373147	15.4697957759467	-5.66865658824042	8.03579622427747	12.5867709658853	10.5543797949049	-15.2817755159659	9.50736466679114	2.58682486902654	-4.77524316011451	1.58061483277872	-2.6141571741545	-7.85256176172172	8.43642006110129	3.8008141165498	6.81605215975567	-0.534119037534089	1.80194624650725	1.96911449625286	5.43615653947765	-7.04969971288532	1.51237568045143	11.9857507734247	-0.141223016261767	0.508656544805658	-8.93767344041784	11.0328919266933	-15.9680666330815	1.80426570956312	-2.10864047802316	-0.61731256600512	-9.54343638925978	27.5431146592362	-0.160636066276731	-1.49596506912498	11.1693015446569	1.22798850794764	-1.01214543637938	9.11039094278068	-8.33249007367456	4.89796231112603	9.31939587980148	3.49052710898606	-10.6260693857886	-3.16656958894633	11.1861529398346	8.97191313807536	-9.22280499017944	2.56241388751583
"g4"	-1.18324412629207	5.96399516820087	7.89856150691473	-3.17862396863434	-3.94670124263387	4.74513742738436	4.79177176411147	-8.09386593075817	-5.07425889591459	-3.59762356598927	-8.95931568448287	-2.60761002280989	5.99677284771564	16.2754392837798	5.2645681851692	-13.666554782412	14.755410455908	-7.14233435647033	-0.904560926257889	-13.9674562852915	12.4720755970635	-6.22370318469103	-3.54262838758622	2.8633962486023	-6.73731096342235	-1.51680856966611	4.00388238737414	12.8058252708116	-16.4535996865415	-6.15947860589017	24.2666096286735	-10.1758375280567	3.42825227425569	8.79969510261287	-4.89526440350086	8.06976238418495	17.9417730612824	7.93225322528543	1.30007519972409	11.2205951972892	7.02477816194836	-2.19406656664076	-3.73852640918363	2.0034963824744	-5.86250380432235	-8.91620393214707	14.6718897122937	11.9937454518637	-2.05003120759597	-18.9231461938817	-0.292010579648049	5.49788837688682	-3.64322995833693	3.46638884877845	19.7849597533032	-5.5394438452015	-18.4896909949334	-2.73494417115466	-24.5079557107391	4.19217697493587	-1.55131217431383	-6.39067177921206	7.59540431841467	-9.62004062806831	2.72714130869053	-8.6111677651708	17.4374109843814	11.8062239297397	-11.400904620288	-3.67455974492534	10.9714499451739	-12.5090162281246	-3.28145813679336	-2.53329360576456	-5.20976313193657	-4.74323213261102	-8.23373939719738	-11.3405271849741	1.01629918074489	-1.70315769506221	-19.8551650488749	-12.2303180556273	-3.18785576165423	5.42056576919934	5.09778016761273	-6.84314341823196	4.9980831500432	12.1861537749832	14.0316966738599	5.00283898081107	0.664261314800902	14.5732237025177	6.46631618187892	-17.3465054372904	13.9442631194697	-2.02899568888212	-7.47805130767992	9.6570395408121	3.9703197889047	3.8416814968448	-2.58343752503916	-19.3644466782292	7.00102371315498	11.6386764474893	-5.0885456685677	-4.50426287857842	5.46005418571423	-6.27904538379547	7.47164703989342	-8.88269638150391	1.35717502941652	7.33506074590364	12.4337958306508	-5.23244086293084	-7.75667261441702	10.3618694425928	-10.2601344257847	1.43491438808091
"g5"	6.442323940349	-13.5822114809144	-12.1840905750502	-0.207223459744748	-0.550707348841064	-18.4656243781357	0.0557471492301559	-10.0284627369115	9.15632877785836	8.67164195563085	-3.50679052086019	-8.50243840614209	11.2498564192836	-4.25483843692057	-4.44258704217452	-4.48695537325756	-1.5762908487553	-8.35609871586575	7.73650266298681	5.59689412635815	-5.99041303296097	3.84422031007012	0.578968152363363	-15.7716105241857	12.3589495310159	-1.21391253831938	2.55281652636608	6.09037089921391	8.54819760226403	-1.99943336560243	7.63650767516516	15.5586919582571	-9.04736714966083	-1.07109759241289	6.4988299993983	-22.1426347097388	1.49371974944167	13.4671305545157	6.11286505272543	-19.7064797921689	6.80415031709857	-12.0405087775858	12.7527294302831	-11.6993912808742	-5.49685587697322	-14.819894219563	-15.7339002312005	-9.60948560959624	0.797100434922585	12.0529491146895	1.18843079630998	6.83611300798891	12.916551736373	-10.6764605461105	10.2652756717594	-16.299389353173	1.06353340254417	-2.76130407010479	1.18842421989651	3.28522453184623	-9.99426344400558	10.607014503338	-14.4265442021371	1.67543141481918	5.23142499555837	15.3513847534213	-19.3572545616967	-19.8798498737107	-7.81969916570149	-7.54287045808918	9.12371519098379	-11.1601626625911	1.19187622061516	5.8234551126219	-2.66873583964931	2.74518795577395	11.9091736026154	-14.6765612320118	-1.05665428991789	-0.683399446699902	0.616787265451411	10.9493100652867	2.8338472926328	-13.7787328609047	-6.65797931143289	2.68787189244689	-16.2420577004894	-14.0077969049754	-5.50126545531345	-2.38426737340777	4.82109935112542	19.88530410704	-3.42310986615465	-14.7719396559177	-0.613237282947185	-8.62068175141122	6.60082207390235	-7.31584997696238	-12.906245466152	-0.958183893488502	18.3309740902069	-1.1556133575052	-11.5242055607528	4.20934528904511	-3.29512111938645	-5.68500898526849	-25.0895751199364	-18.6462508413917	-5.04883186386786	-1.73206297459499	-14.911941479338	-4.16068392700056	5.19157273740692	9.65260750247786	1.94378149010479	0.790081065738235	-3.72947626757288	-4.13752383372709
"g6"	-11.8486240039495	-6.31743001991798	-4.59349665501834	-16.8403419113884	-7.44689411708159	-1.09072439954956	-9.19782227127047	-13.53609529568	7.83435811144738	2.19290582425005	1.50639073591872	4.52221526421585	-8.03551558557349	3.49235375951177	-13.6617989538054	0.794234750220166	-12.7955289668897	-5.86871084158726	-12.0807967140292	20.3250912167271	-8.86065398808115	4.22879259237437	7.25221407296938	-0.666399597747558	-26.3669023358169	-6.55793953817566	2.19659675259942	20.4199652155396	9.39686126746177	-4.12787735734245	-1.63754861484382	-11.9701002943025	-5.64201272870551	-13.0265581035889	4.15007031891409	9.96007442530912	2.69162625307718	-20.6921664912706	-20.1996032547348	-14.8229103326801	-0.928092467352822	3.75584021705743	-15.3828251370599	-1.4270361878409	-15.6451948706196	3.06010078815927	-0.895444353096051	16.4667398037882	-9.98567609780303	5.18432436050859	18.0618977139544	-0.906980295911202	14.5012315715147	12.5262380573514	14.8049653907684	-25.0412961253084	4.12979151084786	-16.5229246738863	2.74092441931274	1.80938705149919	0.231014884704904	-11.6637276841298	2.57532882907978	2.95039790666258	9.46711435947709	3.05310815603341	8.89332501268854	3.90015341477242	1.78954123729937	-3.81330253364176	-8.18846215401677	15.8452158607137	-16.168274698727	1.65659695617216	1.26886650783839	1.57857978528087	-13.8047352437433	4.17434370476445	5.23963407961472	3.00419748150571	1.82319562725555	13.662919322008	8.14804687176567	6.33310633216856	-6.33517813968067	4.47007367906597	-5.58408176442922	-3.54235922533143	-8.06521995481245	13.6393153969596	-8.7376149407822	6.29434648051947	-0.186327101030117	-0.197572109820375	26.8249651274159	2.80721158537034	-1.34328641996374	8.93395149764711	-4.44262225009154	-11.0152621449069	2.33782039998556	-12.5414635062246	8.93468264741578	19.1719718400949	10.3534212699403	12.4081457073876	-4.8361547527748	0.622270598612382	10.9393435711011	10.6565342967723	-7.91643594731659	-5.90189218231195	-20.2851338737734	-1.63710106085536	7.81445149511769	14.8552087870911	-3.29028664697779	6.18422345712816
"g7"	10.5768888198199	-18.7617219108793	-0.0769237205651119	-7.78620779497069	3.31072888690564	-9.7205202713643	-10.7161354001572	-0.945937860708358	13.247136335477	1.89693935925643	-19.2899896124745	8.43044790957563	16.3977903730073	2.98558812929569	-11.7582227423938	10.232537911279	-1.72788034419621	-16.028794329927	-10.6471719707646	10.5983712509346	-0.771991767988022	0.290449544674789	14.3862300164018	-0.585704317407747	-11.4067225305422	0.655643624543254	2.45008028983055	-2.41381436512968	-14.7817414791521	7.01355679432552	3.66731230129547	-5.27415255237886	13.2130266437343	-0.967637862823154	19.1701956794582	-4.98919586955897	3.06375176321198	11.8119484167083	5.17420403514141	-1.12440938255093	-0.110036376726028	-7.12958212704799	2.28869518638788	-18.6346185409247	4.26700472841127	11.7673294342931	-10.2179890503026	18.6880948061912	3.91777426886801	-18.5591081286718	2.69001861800162	-1.27358488747426	-3.54507819770866	-0.600140976053977	10.5623965205484	-6.8275504120748	14.1867157770829	15.2486452095958	5.59402918151755	-7.21049067941337	-3.26669595414927	-15.0886606934692	0.993956284564256	1.63175287707735	4.16592973842593	13.3068688849721	-9.05088624407	-7.77331616077159	7.08071131878895	-2.53564557406313	-6.15154317232706	15.2273074545741	-13.3060135725019	6.61269195265456	8.79046535455963	14.6966402105517	-3.23185703933354	-6.60640434069025	-5.44965902517157	18.3079660188777	-6.51173400656734	2.59447144264436	-5.80935616955375	3.29760454540934	-14.3843498979245	-2.48905908046396	15.5089607246281	2.04631442893199	3.87551825367836	4.35294492682918	-7.92057693503375	-12.7371833138165	5.10361673776068	-6.49702743446482	2.77188331083438	8.80139138209608	-2.29682265032048	0.350962654474738	16.3886222180728	-5.97930039842428	10.6390990143835	10.6591990832489	8.80424425853385	-18.9068904418075	-19.3063743808489	7.51998396266472	0.988727959509255	14.6077191434632	21.3235700425959	-11.2205813038653	3.57647600877569	-21.6610996381332	11.4768558343936	5.85038264825572	-4.22083652337774	16.7932549885135	8.15129908145458	10.1588427625288
"g8"	5.2002244015735	-5.1652991434205	-4.99248770189126	11.4507412235018	-6.63029246858527	-0.993227085207899	0.661995478643379	9.59879314501582	-8.22813669928752	0.484298353018116	-9.75081417178106	8.11736806512126	2.6521158432899	-3.19696428705329	8.05889601961187	8.33562222276689	-11.5843235411872	2.74665509324342	1.44228296234061	18.7328890869887	-1.4031982821712	-4.79217687165708	-6.84012032712364	-2.3070534464306	-2.60385962764635	-16.717517766336	15.0285237709587	-0.820654326015664	-0.022085809748818	15.2573180664253	1.21334398065233	10.102388135972	-5.19571751536261	6.90078973224785	-7.94815861604745	-7.29147557563872	0.519770506305085	-5.19404615420311	4.00394925043278	10.3539613704449	-7.77529716163231	-1.84553455426987	9.65268250032569	9.30888747838674	-2.71165060889736	14.4284437019353	10.8785720452291	10.5266331006643	11.0607816931154	-16.2646828222165	-3.0636634743939	-8.8727723794234	-4.41044592901587	-0.694576259191154	-15.3239566892059	-4.68978387153137	-26.1107073353035	5.16107659862544	0.495029608166831	-7.85598085601899	2.784851640765	1.99663702721182	-0.824418875791036	-0.0145272627076406	13.0315700291786	-6.78346693004727	17.3411898880751	5.77428141870861	11.0605547105971	17.0153243070435	1.61700732692159	-14.8718132444772	1.37104723190194	11.4982567443726	-7.37740602337225	-7.33737447812328	0.000498498154301003	1.26968715726591	3.24718842874669	14.3230286854154	13.6947332516796	1.15589367983304	-14.4396349441212	-7.09760296339528	7.21625740856459	-2.15996025343055	2.12082443514268	4.4149474921112	21.8354417714931	-7.77647014641405	1.60409148166516	-18.4489260461276	7.83360292919093	-4.92695444686805	5.10140712083445	0.797871013161467	-9.67259835131502	6.01694051455733	4.09536424001242	-5.86589510493285	12.1597988460977	-8.34971013617038	-2.52105345804069	10.6456086172195	2.75082680054705	3.08997933533515	-3.95957518831937	-1.05487073226707	-12.26021624945	-10.9011964057089	10.4881485099194	5.69172358376087	-7.78899813446831	-7.2157618575068	-14.300067629641	3.76583351130556	22.3931836504125	16.1188010901986
"g9"	-6.53311868255145	2.5679712762814	-5.67855941727434	-12.8838171683491	18.4958838717651	0.189353795118417	17.8798486884172	11.9387665810933	6.89422107954075	-7.51586084653152	6.40345441732818	-1.79954379677078	18.4419559704599	5.68871940036646	-0.329947518427808	-13.6446803437945	-5.4649738770053	1.81852771417787	6.9594323335444	-15.3180778077517	20.5771044490243	0.189505809383389	6.23640917716556	18.1655261633045	15.982098826188	-22.7129798840043	1.41198644494363	-5.8120824393324	-9.60232554499163	0.956040348137468	-12.6384038087047	2.1431495008882	-20.1784131218401	-9.14799446136242	-6.06165156879028	-2.99438921090092	-7.09201878621795	6.31888465351939	3.1742836611356	11.1940428344113	10.3756082747191	22.3376320093492	-17.9093163338184	-12.6104327416758	12.0056188104459	22.031859680768	10.893526858484	-2.46816147639014	-2.84931199423117	7.37774597955443	6.31447359045984	-5.66446203575629	14.4848019789807	-3.76584740884162	9.1210104378474	-4.19190068176366	15.3048220993586	-1.61164514357315	-1.97771117100816	-0.116572907799439	-5.43874920172278	-4.20960891764777	-6.18586637127703	14.7948339348129	1.62050767807081	19.7815251764381	-0.795975662440397	1.27940626764927	-4.74678807714577	12.3544104424344	1.67383306680954	-1.74031205625095	4.9611788113472	7.26010782218934	-20.6602116447653	-2.44662296100089	-23.1912879362064	-2.04648988929084	-18.2000328512614	-5.41374153154572	14.9863381150697	-9.83715572883803	6.61404354033511	-13.0936030555828	-12.5607191930737	8.98088198945214	9.51772717866095	7.6855294449459	-3.61577477420868	-10.5441278967554	3.83189278133282	-3.54984675507212	9.09022902932312	3.17531803077563	-15.2252190111793	2.10513316203221	4.02723279962045	11.9252698024917	-4.10183529056689	4.61175508375745	15.3276849231632	-13.5540353402166	-6.75715980298339	-4.51895737649551	6.59443873865448	28.1683604206388	-6.36942916292656	12.5209281109113	-6.92012661999671	13.0162662534149	-4.82938720204776	13.8186768203466	-2.54312488042519	-12.7546608812528	-0.170904722911333	7.82712282214348	-10.8478606661829	-10.7319876174575
"g10"	10.8854265975077	17.9920469642904	-5.80155714381742	17.2501973251942	-13.8293883094993	3.35180064101058	-0.96018754968211	1.82054685474398	1.68341011002819	15.3591192937148	3.54997836345547	10.3049553562977	7.72541127768707	-5.1664527284536	-0.674028449462276	-1.7350265139645	-2.54918436778851	-2.87957295805886	12.6220349696185	19.2506828754404	-6.62305098482148	15.0282140465938	-2.53724235858277	-3.77967181642403	-17.3602966607878	-5.65320379325649	6.35493558029309	-7.80314696607483	22.4348475718619	-11.0820485691093	-9.33293890439551	6.49859565574201	-7.60117652391644	-4.0446217706002	4.41630695330003	-10.2730873988041	-8.55296015831055	-6.63590602686158	-3.49261278908977	-3.58979223821551	-19.5894403171188	3.25352313137327	-1.35560894566649	0.515775833534199	-14.2170273705715	-3.58202730284252	-7.09663963199884	-2.55053834210098	-1.92989246282611	10.2732580989702	2.03872377248165	-11.6556275566187	-10.9678064358322	-13.7640811139825	2.06347834122472	7.17563696296612	3.38228583270135	-0.84476509391977	15.6343939271145	-0.432384114106048	-5.19579989514817	-4.93894147364882	2.03728852437418	4.14067708141399	-4.07315306866198	-0.230647580740457	4.07238238269599	4.06842812736382	17.8425513079319	-14.3604213593722	-1.88398461575979	5.0490844475104	-1.70831494432861	-5.56550067040345	8.97087550120989	-12.1062590885345	11.5921612805758	0.923226770765522	-16.0956021574096	-14.4203742567944	1.86703629650862	15.3954557291104	1.39077511997593	12.9945039848047	1.93782121537426	7.64820187718387	6.11173580308415	3.41897400062342	-0.0520363583540734	-0.238123046371706	16.5145738558475	-5.87050568426521	5.66008498846096	17.6050897750777	4.73293215750771	-5.63346393036026	6.35766254350413	4.54242169409797	-0.300365459082899	-14.3877370757221	-12.3665617687031	6.26714157965632	5.47619982963309	4.31884668912492	8.09686561263937	-23.8120338264119	-8.1061116983143	12.0076073009427	-6.73586837921938	-11.5408232492525	12.2016234683187	-4.95698553292995	1.62551047206833	6.09764214858312	7.29123373595049	1.72883125918154	-7.98434614256258	-7.70951706380099
