"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"
"g1"	8.48514263561138	13.9327039311407	0.839468753231007	1.26245776332718	7.4574114591762	-0.555642149282295	0.301729936552666	8.20850198631543	-3.57656368254987	7.42736249894558	6.35386057612806	-14.5468262553934	-2.10029336393179	-4.85608863312648	13.0087984183047	-9.84510083941047	-16.8518627980725	-9.9651333281218	8.58400185758026	2.28891768813254	-6.55301252719815	-0.289462666098973	7.09905501258446	-18.9876366238981	-10.6403374429353	-14.6523667232929	16.4717501542282	-4.63198656062096	11.8735855802654	-10.6931798325886	1.42202483682337	19.2692050005395	-13.3387270926685	-3.11599200957026	15.2146584821743	-0.899489387550318	1.7241519317811	-9.67918051676083	7.23768915559977	19.0441472106247	3.90438134790676	1.92906639251591	7.03334398593721	-3.92419897013614	11.4919785884354	-8.67723669625831	-2.60029426616241	-9.38538492340768	-19.9952824557694	-2.29727975819479	1.34107426090664	-0.172802876231317	15.6694721313237	-4.3620293305752	8.57742598862281	-7.15894650557068
"g2"	-0.13901218144531	11.4815164823447	-13.3031041738094	-18.3615157806931	1.62756947917953	2.96106655468749	-3.42108864799099	-9.44445845589652	-5.79310982944387	-7.64795355918286	4.49771877578877	4.35759879998395	2.73857311614785	2.69686997463564	5.41491197792193	20.8480665628997	-16.6889764230317	-0.947473147138303	-13.8891620736435	-1.16828570887781	6.04950563309383	-4.80686307970323	-3.32841160017432	17.2633455791428	-7.52885134094012	-0.0298170708762487	9.54086381536583	-0.639714193134552	11.6280597541229	18.2244042997326	-7.76155124219254	12.2021361306516	-6.02790771682676	-4.33179235452423	6.12514451494376	-8.48567413380812	7.14918672263997	-0.0395955508106697	10.3592829757568	-24.5776755530124	-9.78292975711167	2.67030004139008	8.14104693630333	1.08442409294845	-12.0997175643164	8.63936212850643	6.39463080645981	-3.80776902870342	-0.769529016211228	-8.8192345307206	6.3948910435144	-19.0838154346728	-1.92618634168811	1.76878264796595	11.4346115444231	10.5883551403171
"g3"	17.7928780744736	0.145421425504741	-4.3094140696413	9.8502946257853	5.40857720733688	-7.0371915458526	6.35045949745485	-9.59254893062584	21.0061211821868	-10.2798857117004	2.78910489208249	-2.07483979951049	-16.4830241141461	-11.2361301446127	7.36037066142894	4.11217860308987	6.83405346265512	6.43691921930408	-1.25209721261038	0.36996660186069	-7.91808311260673	3.82397108462646	-0.0584243761675925	-4.13946821730744	5.44035492661778	-9.11742275835112	3.57976340003465	17.7877314299589	5.03384575681474	2.50860044163161	-4.41453891750842	5.31857878305988	7.87995806327571	-4.03215917544617	13.7413418071421	-16.5224081676567	-11.1983133026573	-2.72366581125941	3.08413858529139	-3.53856064043996	-8.10098743602349	4.01833978024109	-2.31420022098836	-9.44296023309157	-8.7104289465593	1.1086141197301	2.5062282211999	10.5639144841925	-3.19145221989117	-9.64589941387649	5.82120122870766	7.70785779644524	8.55145455967795	-5.57958904584317	-15.1270535910746	-0.000532896885314238
"g4"	-2.47555594267747	-0.984380437653439	0.448888069165269	8.33336850169795	3.90770298876714	0.404185767737962	-19.2812044563672	20.5751843284964	-9.72937585106127	-6.09453844223298	7.69766596689491	-8.97970931013927	1.68885523559453	7.76534525408995	-0.123842108773426	6.02078151073252	14.0207039068476	9.26763605556041	-2.08608415401167	4.8994425643231	0.802592379892642	-2.5987085338613	-2.57870501315711	4.3795330999894	8.01673840134531	-16.4907580199714	-3.18088894805963	13.374756454054	5.93116200942892	-16.1853217448242	0.774560159331331	9.50358522339349	15.7727264064146	2.56869714847177	-12.5002432549428	-7.17338664843014	-3.25090040444706	7.67946226639163	-5.10199591425781	-6.25383941023774	14.0829175206853	-12.4158417218151	8.1726110508634	-8.21447090306872	-3.19059349776678	7.31980783358745	0.302910221606063	-6.33053144274029	12.0099117182336	14.6766031915425	-4.503937164727	-3.00167088492697	-4.04817013789791	8.02595436567964	1.65159311860226	-2.32719363875328
"g5"	-14.1380172580377	-8.13168261893075	-0.944524201902072	-20.3634802648951	0.531259103002225	-0.619263967889991	5.19979690211552	-1.84574826307376	8.25241732403598	-8.21902590488814	6.89294321176289	9.83858147899208	-2.71821546507527	10.5872895707284	-15.4642188517356	1.48196315355574	-1.25387889145058	-6.95596881194275	8.44567155366558	3.87802458821572	-13.8326658632931	-12.4598097447916	-7.41171333465981	1.00391985923844	6.31319643188996	8.43426614831624	-9.74109488733666	2.72908420951088	12.9841418698542	-2.8667228239622	-6.06141637440132	5.1656040099408	-6.84204235505608	-6.5537396251849	-1.99411640981198	-13.5387093935725	-6.63458482392681	-13.3172313014642	14.084233453138	6.56765132913405	0.836533526933359	3.20539747849243	20.6114559509998	-11.0502966734781	14.3081213415885	-6.24030150238136	14.1280421449117	-11.2354082564629	-7.50766120130274	10.6002287128686	-7.0228927482817	-6.34107912306473	20.4897158081477	-20.8687001550227	5.27987188826055	2.68627919127127
"g6"	4.22251674897832	-16.5456364337394	-0.703881949001148	-2.53064051060245	-9.79281629848656	8.878806915633	14.9695326367012	-6.70002708078633	-0.689003220691857	0.128069314529286	-8.56531962030513	3.06618838574284	2.83289683493449	-11.8147490832807	8.9004242321092	-3.01272115254397	2.02116683338151	0.822258139624173	-7.51295422774599	-1.66169764215734	-12.6453595032842	25.3452261947007	3.26606430496234	-12.3795092372837	16.4741070836435	8.57703181520782	-4.53584263599316	-4.06402229178136	17.3350486973926	-2.6228682606998	-2.19346930941409	1.57223591461623	-7.35499537336384	10.9932096351327	11.5336138644567	17.6040489664849	-2.56923494615447	-8.7505836042725	-6.6661408618082	-3.58007714886515	4.41994405891893	2.32186188541637	4.52161699255928	2.38039142138393	9.26641196592141	-7.83059378141915	-15.7421094525259	0.0144982131552298	4.09939529291539	18.1271613080373	6.84700457647994	7.51400218767627	1.8729000808299	-0.450222463082546	0.00745269168082404	3.37452526212947
"g7"	17.5234307528546	1.91711115099755	21.179541910228	9.32571374416827	13.5960593140842	7.94969964981741	-9.95892170598588	-1.53091599491983	9.10409000898412	-14.7809697743975	-16.0652604754775	14.3292206528069	-1.5616528050726	-1.5799586008272	15.7680585578055	-1.28302254430652	15.5292781924943	28.8473575573347	0.30380993958627	-3.4149228283432	2.44601213612278	2.18574684702571	-2.70751621356336	-4.26314676333697	-12.0658412607079	-11.3865377736897	-2.40296563132036	-11.7422957448335	-13.4342301591926	8.82773771682174	17.6832477813576	9.11879478808928	-18.0264091038772	-1.17649695584862	-7.97623763231781	-5.71276075841576	-1.46996450666051	-27.6815724858216	3.38956320613412	-1.06979565176634	1.4499044221115	6.86287077602967	-1.68069892413431	1.56189297087369	7.37828932949695	4.3911351417636	3.34732453658512	-4.47582818437821	-10.1240564240259	-18.9743922786562	7.2294527673233	-12.226918984738	5.73168443229123	-13.1253546528362	-13.5636702142814	-9.1233148071972
"g8"	10.1112483148099	2.0068715742793	-8.06777266109098	17.6785374119607	-19.4129063516551	-18.84077492765	11.1178155781063	-19.7822091213912	3.52923286900093	8.07305435174409	-6.82984478324093	9.09840209521642	-0.859894149992841	-7.27405873388194	-14.9430523706555	-6.85148137295037	-7.43767017204068	-9.26727981072494	7.36222495089507	14.69764477071	13.4950988546948	2.81535905467421	8.20470029811557	-8.46244635203375	-17.7131756350809	6.97822820147259	2.8450247418078	4.43688300562618	4.59276356605233	-7.9827378429236	-4.30922361854145	3.05011572964912	12.8168943902432	20.2370112476512	-9.50457442437535	16.5057018821608	5.55055132268714	-0.806347164879832	2.8592180678909	-11.7630572895477	-15.209467246723	-3.01788535860253	-3.3358237465531	10.7632270448048	-3.06181451813176	-9.76435958106344	1.94632233267904	-5.7483608906576	1.62411629695219	6.99120470428495	-4.70439750158797	-5.59071135379643	22.4649728117272	-10.8097778542849	30.1166992994978	4.14107321900724
"g9"	-21.4851018602357	-3.31709278121887	-9.45949855789328	-2.36309971725674	6.21266704451677	8.44641520648454	-0.0377695958567096	-4.28477402171928	-11.4632833730083	-1.83614781220268	1.76792606550999	-24.5746745192367	2.88920239818219	-4.78094291582837	5.41582257949463	2.46478945691088	7.55644437108377	-2.40034083518695	-1.26383890610497	2.82858541159678	0.996382986751041	1.19582527261474	1.86558377319896	-0.183308076259737	-12.8259150531458	-3.45461998357561	-3.54502486999153	8.3025510159241	25.706096115541	1.97085787486578	3.81100984351056	8.7028755175565	-3.54247004319335	-6.4791294825843	-4.03173263139353	-26.4771758956779	10.2234673683791	-8.54193187993634	-3.05701744144741	-8.85725814347156	-16.7469330063766	11.6524349866117	-7.8355489888402	-0.550299036537999	9.53340335212599	2.53013744482438	7.12735446755351	-0.557561620171458	8.06748597187264	-2.3619374410978	-9.61706554422092	-7.37386995243899	-15.8885594002418	-18.64151000233	6.09838752776541	1.8650418006861
"g10"	10.8605942902048	8.87107363895542	13.0525225010952	1.67421649108397	-13.9251772281672	-1.52259327820696	-22.0999375593126	-15.8108354405864	-19.1389135497196	-9.78794888268767	-4.76039347602865	6.37106111787325	12.3964800314148	4.0455306100368	1.71150444969313	-14.7894402967567	-2.33376336974327	-3.98927859532538	1.32420862869708	4.54610897897155	4.90977435426492	6.23558047194507	15.1148764424318	-4.38103648918278	-11.2602841973798	1.66360383458935	3.45977013466797	1.86685139463884	-23.2613417467009	1.35417883639416	9.32924173638152	1.42567103997919	-8.35210260492863	5.63647840151976	-11.1230403286814	-5.60475855302446	0.943211350816408	-18.031403770653	-2.94385391156476	12.5488729234447	-5.81916230647378	-0.0699787126999308	0.793703614589919	7.29063405780078	-6.18888954228506	8.14120331039856	13.9806459827462	-1.51101787235214	3.98276045635054	0.892034688799468	-1.55709197550708	-15.4071005060318	-5.95516897517315	-15.6841283694071	14.531988637769	-1.82743663389214
