"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"
"g1"	-17.0313339932641	-13.8821089100993	18.2683357146955	3.9711511191492	12.890120579872	-4.2714595408937	-10.2723218536949	2.88005986251081	0.696153290529203	-0.686926212985906	-9.78768192728073	8.6305968266614	16.0113251081823	-6.27080981406947	7.75256846423486	-6.75274911392565	-6.86296191980966	0.381180204071851	-4.39404311619875	5.87167228784716	14.3156866842754	-1.3494433431054	-2.00217094305481	-14.9003075880309	1.22773006950317	22.6976417368291	-6.3355832961727	-16.9318946675787	7.98354367925259	12.921397614055	26.5158559403091	-6.6348302202035	17.1409866186268	-16.3759487831777	-8.3116646864467	5.01811040552912	14.1363076425765	-19.9439971499459	20.3156844219707	2.4642696638907	-13.0536588821436	10.6457718489991	-0.434766969857816	8.60529798769787	13.4990037981903	-0.701509379002771	-12.9976905759567	-20.2073865385511	11.6106084867336	-1.99973919077978	0.25553751084875	2.62061124332029	-6.76555301903952	-9.59157529462174	9.43413265866361	1.1584645087613	21.1028476159125	-3.46859108503067
"g2"	7.42500715293932	7.22692930784759	-6.66251895887926	-13.5904687400163	-3.10097915422691	-3.23869514563486	-28.0112237703658	4.83236990855455	5.52975270767802	-14.9772223159656	-19.9561322013366	-5.18929774512619	20.3637109998461	12.8792749418328	-8.38648313327446	0.181758394617265	8.82057173582104	4.33640285824553	-12.3620418288581	-15.7657067650708	-15.3023139526412	-7.58089279504153	2.42838860722484	-9.75919116770548	20.1805810531151	-6.62197435261874	3.34275670989004	-1.50563311180125	6.71409209080492	3.10128239725265	-9.09683665389341	2.9754658567567	-14.9568845717217	-10.2424365532881	5.14368330047555	18.0833309265359	0.325321230564469	2.13829746790068	17.5050697461622	-0.861690597300947	11.2130697361957	14.5316441136357	5.92239979553622	-9.34489608339123	-15.3927704688737	-8.53219543911815	-9.73925194842672	0.0678247956060747	6.12533408990685	14.3091539383766	-13.687385149594	10.5836378159187	15.1469686454142	-13.2773309964427	2.01604204927241	-15.2204003727449	4.76849455031554	-21.3697218684428
"g3"	-5.6991506982409	-38.3471507498711	24.3572455706461	-7.48019420944682	-2.79346958451107	3.72263835663963	10.3796328183217	14.4463619585134	-8.71346535888215	-2.10318098367376	18.9947997134952	6.06849699340064	14.8923850921583	17.5457554944167	1.69689556198122	-16.0084928903211	5.55710132885836	1.17316352377833	7.41070031636755	-1.80379330321029	-7.83667573421135	5.31856885190248	-10.9073869676687	-8.51274812320341	1.64237047442067	3.54711218973126	1.66959424251324	8.28212983285728	12.917219556828	-9.58032166217209	1.80202793517131	-3.63858130868279	9.3236286556111	10.5871703525276	4.56565823530816	-6.70353571313731	4.44505996467744	-2.3359764803684	-5.00686971196865	-2.56097730450948	3.47985884139631	-6.29708966065207	-10.3998566769809	-10.0583980063137	-17.4881218338866	3.78067503408742	-0.492364190385235	-7.61276373802948	-5.81884818464868	-5.92454165697212	5.51554790390578	-10.7465863667817	13.8747062088781	-1.2768752109423	10.1129006449732	-17.3778935131149	-1.68610537633609	-5.72203475148804
"g4"	2.22805844819522	-23.2052172124986	-9.14034194515101	14.4333543582608	-3.635164195172	-1.27423471187586	-3.48201168571246	-3.07574386833607	10.5137609810647	-8.03960631558343	3.0294894908171	-12.4587417235395	4.51202988985973	-12.3447141721761	3.86333750434306	-7.74111747561021	-8.26722238937329	2.23249709620769	-5.99123229270936	-0.0135884552715439	4.60109870765838	3.10501873287473	-4.43235370514251	11.9198630455553	-21.2452859801536	12.471076011956	-6.50830024033462	13.0239922016511	-9.05708924393638	7.89257497685568	11.9985527745699	-10.7634728296561	-11.3793249014735	0.661720113536718	-5.60433167814565	24.7961129457579	-4.65162369939266	-1.10872982345431	17.0736881093085	5.6310747698196	-8.24500036476629	4.23627581455084	-5.07957463309877	-23.1299074211933	-10.7053881464741	-6.85253361665493	-3.9940253310628	-3.95317131425133	1.46210279876724	1.62256711938307	-28.6133437150407	-7.39599248926788	-14.6710787920095	10.3307154762175	0.790838994901993	-7.85440544715265	0.854045813981815	-12.0013142390522
"g5"	-1.19977269336369	4.89344065715533	-2.05495002783518	1.22175892746773	-8.72873545150695	-1.82993540434982	-13.852129194271	15.6241890799737	21.3105494883616	-11.4421359571363	-4.05294145287882	-16.3798847905832	11.1953337429152	-2.86661244067542	17.0473753772122	-0.198302132702749	-3.000694071887	6.19781581743987	18.4321778586063	0.977565309126876	-10.9700963042529	-3.56058326609597	-3.97673238693801	-23.3501620167145	-25.1568770265882	-5.70118658349861	-6.89207574311754	-0.0332657944078972	4.22982856924483	2.76980074538985	5.72574722281319	-0.15714406545737	2.9196950614013	0.0138138148617966	-2.99823078420155	-13.7425515646971	-0.547302184250207	2.6997104433417	-11.8512124808023	-5.89163280359558	-2.8531867501193	10.1880979190742	-13.8735379207265	5.06115191182923	-10.4068801743863	-15.9985650795896	7.35626963723056	11.3361196367504	-25.9553974821899	5.36787785334889	-3.35847487723016	7.83740265217201	2.55925338718448	-12.8185933227633	0.701729275381163	-8.45088482374049	4.23723430611072	8.99356257193288
"g6"	10.4894616081184	18.1044265365247	5.77836032211109	-9.78453146773313	-11.7413043554891	2.89404393096434	-7.27945504351767	3.52264895513843	13.8436167724747	0.589072702499255	-3.41189142003152	0.866018734746466	-7.33630441748811	-7.18388131629433	-8.57795650548657	-1.54201576440758	-3.92830957734027	-8.52580203917094	17.5818367111758	32.4581211373038	11.9221561462007	10.8995689828245	-7.77450014404654	0.107209804606603	-4.82807795333	8.02259174459975	-7.2569572704823	-14.3249868265406	-2.68792629090459	0.943484056526651	-6.8490779129119	-3.62064937731313	0.302325189315957	0.0105303323726198	-2.63284591007746	-1.86999534776997	-15.735320361743	1.65531584754098	-4.19219247408976	-6.83093113328023	6.94433717143833	6.9760918228459	8.04714276207448	-7.98954995121793	-17.1991829425002	-14.635839425512	6.60466061085045	-5.49142874364431	-4.87473189086205	14.2118287938607	11.5095727463697	2.81900106917009	-22.9948152611637	-0.177646667512935	-28.2719116754852	-4.30324263024126	7.06386565149078	-2.28288299381107
"g7"	-4.54987322102178	-16.1294861387343	-1.60363517385346	1.51591843727783	0.416915039298613	4.36665700161644	11.3899456461863	2.11457895336101	-20.5000293139747	5.66167492083419	37.986742636775	-5.07904840404023	12.7710611794755	12.2861567825542	-2.3558509485709	-16.4163272387852	10.6232214934167	4.95974754624064	0.709759298827323	8.70599698220875	-37.4307411600535	-5.49587072553143	8.1031602098619	2.46521236166768	-1.90583392085216	3.62945781225212	-3.64675448414747	2.28831735912602	2.32511259151994	-3.1525325812965	2.09903767616384	1.90349569077772	-8.57555853357488	-0.212846299409042	9.33998871932052	19.4498108245068	10.2384965015421	-11.2671626590305	18.1482540924216	-9.85747112540163	20.3639660563439	12.4844599465644	-2.98794363965737	-10.4740972695729	-0.898227731698871	1.40861279859806	3.78463486515321	16.4868279994837	-3.85029447103403	7.04429741185568	-7.79983929684215	-10.3580266887688	-0.503589029915982	6.99101295369505	-0.46176178514912	2.54898079217172	-10.7998337552877	8.70582278607585
"g8"	-3.76906325755992	-1.45323487160814	-4.69977792477629	-14.2955867699085	4.68819762968993	-3.55875430427391	17.1987326295117	5.22010083856108	-15.2846386197266	-9.7093480380278	-16.6056029267056	-3.39895695405255	7.18673894187439	-4.76054672778002	-6.74916106764011	-9.64852345825514	12.5120731257035	5.19629670500231	-0.630533474727767	9.88336163099838	-5.40850975459698	-12.7727158510279	-6.02783798192557	22.5175950699279	19.110191406917	-3.23588317446824	13.8080799234996	-20.7115696323874	-1.83969817403484	5.16946479540736	-13.801597813804	-1.42149628628754	-8.37672621088584	-16.6526766040193	-7.27540361467824	-8.03476400411139	-5.36175165352403	12.3394612138031	0.756033691587755	5.34515879956325	9.88110670565625	-3.57521723576104	-4.08835233810539	-1.59975938779818	0.0208170311226249	6.50349961754458	10.7747192241746	11.0848589830114	-3.40064578194655	-5.77132701405366	10.4861828487937	-10.2619190342286	26.1267336330224	3.37802028288652	4.38994898625023	11.6245770057093	8.3775858059961	-6.51752407070178
"g9"	-19.947088429137	17.3562995589632	2.62771108189383	11.8232218542238	4.51991735281867	2.35848342971155	-6.52594301277793	10.8613032126696	7.74717818846284	20.5289183251585	-4.04840010341761	-8.12705297979446	-9.58556963745481	1.30817284208299	-1.37991892252739	-2.88286155379735	3.74474959792109	12.751973015547	9.95302558438366	3.01959499335506	2.51601444038488	6.74727798463674	-15.3842584685187	-3.22963466064566	-10.6026324652445	-1.83275793951884	-3.2113855370042	-9.49457515504587	-14.8487920558173	-6.40083669055549	17.7988125720379	-3.73460389005526	-8.94126070216634	-5.66657539824508	24.8169602409961	-4.54894293591919	-5.59342961037156	-5.08624576662895	-12.3066307793063	-4.56454960135051	-8.90334442398259	14.8147964855435	19.8239558920064	-5.80799530491214	8.89322056798059	2.06352278183452	-1.51258878674343	13.3022160487887	-5.06994029907486	10.4618089339784	-10.7526279635227	-13.6366089088166	-12.3668408145616	-0.234925839350976	-0.240028259320585	5.72800920326051	22.5013834956015	0.291129959689103
"g10"	-1.56526522392293	-0.629990515499521	8.91998460285975	6.78687893589854	-13.2296130653862	3.51033867922687	-13.9617044786304	-11.089122434001	0.0531033505757024	1.25652793213902	-10.6631359053125	-12.6712639324876	-11.0947094106258	-5.74646289834558	-0.609969346643127	-5.90898482271196	7.02831034913557	2.9489860880613	-2.13172506428578	-17.3086165022017	-15.2393280077598	-11.7911082591221	-26.5813146541817	16.0259807975534	14.9598992763192	-6.72927594008617	7.18452816504174	-5.69953325725536	-0.587192353557009	-13.4306745863963	-12.51652765351	5.74051676049481	9.83618367485695	-22.5945700058152	15.0399025265759	-9.19605259912247	-0.403484343067861	10.2902864355365	-7.76856446505836	-2.37709539736009	-2.85252997775737	-7.73351387605263	-16.2252703855757	3.77857493869783	-12.3136639003976	-8.06158957703459	-4.48723450748865	-19.664918730314	25.6033143403866	-15.2736293924364	-29.1551221553289	-2.81180467972182	1.7409512655171	-26.187668480077	3.92906511315211	-8.83596192339334	11.5252818574436	-4.44555223330926
