"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"ctrl 43"	"ctrl 44"	"ctrl 45"	"ctrl 46"	"ctrl 47"	"ctrl 48"	"ctrl 49"	"ctrl 50"	"ctrl 51"	"ctrl 52"	"ctrl 53"	"ctrl 54"	"ctrl 55"	"ctrl 56"	"ctrl 57"	"ctrl 58"	"ctrl 59"	"ctrl 60"	"ctrl 61"	"ctrl 62"	"ctrl 63"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"	"case 43"	"case 44"	"case 45"	"case 46"	"case 47"	"case 48"	"case 49"	"case 50"	"case 51"	"case 52"	"case 53"	"case 54"	"case 55"	"case 56"	"case 57"	"case 58"	"case 59"	"case 60"	"case 61"	"case 62"	"case 63"
"g1"	-12.1666953629086	0.519944842600816	13.7545818827438	1.6825397939332	-8.57180201684069	11.3044875312202	-15.0089538220445	8.46746258944741	2.9894650245755	25.952193392173	-6.70962622245535	-3.16047244930999	2.30865006118226	23.5664202309073	10.9507294544398	-15.404571761529	-7.29024478702642	7.65333732733538	5.69616328878295	15.5760871996076	3.93322429588012	12.9500734328063	-17.1052857866731	0.56883083586867	-18.7187049456726	-9.39446073193915	-12.4739358281966	18.5524845795115	8.7643384459426	14.6615408360613	1.98451633298115	-6.91311712665051	-8.20907382900435	11.9503738162638	-4.422966004538	-2.12424263293742	-4.6309028667558	3.04305545235583	-6.66969742920185	4.87585336404435	4.85937851838119	23.9960361878112	-23.3252302459937	3.78452416135554	5.05060860444033	-16.423872063972	-10.7357598051991	4.62642063044348	-1.22011495406623	3.39872816912069	1.61509025301608	-14.2173219324053	2.12295859090838	-5.40194484893303	-12.3697463786387	-7.3171366335412	-12.0181821287605	-7.81828351477252	4.31694538762232	7.37589839632222	16.0962871260243	26.7702722293052	-6.52870203756199	16.2399130106659	-18.7986788148079	9.12871570883372	7.20302080529109	-4.38283490933887	-7.07228846563999	0.222037964565112	-0.363342374177575	10.6412754318591	11.9506677512035	-16.3339530342729	-20.1436036771827	-3.86815300824683	0.431746224268121	-11.604167424435	-5.80419860004477	16.2035592273557	-21.44458371974	2.45540161632942	8.25036670108196	8.86116230620693	3.44098965838254	-0.515008611490822	1.98141651976295	8.66773884360057	14.0680444723095	9.1334511440027	-7.00342068352861	-9.58296729301371	-0.463338745865452	3.39570222051066	4.24866827837918	-0.556477184465658	0.981499042606396	-2.22138503731106	-1.95071762275157	-21.1239365101641	-27.7591292398618	11.1024510895992	1.07464842872444	0.668259294128527	-0.139051804711605	8.07959369133081	-0.734272617293342	7.1720034742146	-5.17734224250998	5.6153392604115	12.1395551781171	6.85206064538464	3.20130557323364	-3.0913648725371	24.1070795254476	-5.7237773389408	-5.07288575466103	-10.5551110591794	0.330969905675949	9.89127369606486	-7.61810564184159	16.5173662440856	1.05768712821985	14.2832660908013	4.18142652110064	-3.0463787391552
"g2"	0.955273949259461	4.82715921165979	-32.1519419171116	13.8493443841622	17.0216018890082	3.13682432404737	1.61258370169693	-2.94655754324645	0.774678768759784	1.94698100772031	0.950820898099128	7.11243740951967	-4.64816362805958	-1.83865611838014	-8.10873362816056	-16.1617106862029	-12.6689709684968	-25.7804377968071	-7.52162963532369	4.69771338582129	-12.5229990692101	-4.23785156376044	-4.75190542543467	-6.51216242706749	-3.48861703858908	-26.1451124151236	-8.80457035662573	-6.78761016517616	-1.51923073192439	-5.90275204418207	10.8601078120741	6.6632110723319	-7.83292127919828	7.45698467970087	-18.2551430117524	14.8771945983593	15.1373429529213	-1.40918207323478	-7.01524069269559	1.72166821546957	-5.97466891770548	9.32695017308005	-11.0396548213615	8.77513095233429	4.05789509132158	7.46771361806984	3.27873927735441	-15.532240269317	-1.37689039384905	13.1737970855638	10.3187031672628	-6.92223714861687	3.21585281771581	4.48622768832238	1.4781055130167	-15.9141242948519	2.08887435481076	-6.10718506930566	5.40347944510262	-10.2952410084338	6.5530174874397	-2.16297761113513	-4.81090752519002	6.64589412884224	-8.77692511726027	-3.54770663153803	17.5253121903063	-4.30782807070886	5.17186843753453	-8.52729120904431	8.7819206161693	6.32467282859005	-1.99306565293072	13.3517442845926	7.54500078669374	-2.95203431861425	-14.624532369144	4.38078449461535	-9.32083395131521	-5.87685014085333	-2.4570773502794	-9.59440776095154	-11.2847810249877	-3.42559658449684	14.0665544001751	-18.944861001832	-3.4667440164888	-12.5948727677387	-9.31017981833655	13.6562376833472	-18.6143840078851	-14.2339702392253	5.43503746761495	9.15807622952663	5.92803592202845	0.46443460019339	9.05291405804909	8.22598977907625	-16.4413822481171	-6.2433438481946	-12.3701263797052	0.759223945696077	22.9923323499898	8.14870448030182	20.5875128468272	19.4029168799217	-15.3187284039974	1.76659995141281	-5.83471960366571	-2.99048350469888	-0.34851241911314	-6.59300350794067	9.56687952581847	-11.6861210540163	-2.49473988162581	14.2964646292232	-7.66292516582031	-15.8393211136616	-4.65600844888123	-9.55504940399623	3.39257875325163	5.60242923437976	-21.9294838754171	-12.1807352782072	-11.9591957713103	0.17775434802044
"g3"	-4.65905077761404	-0.111112854706618	-9.39628373009544	1.24568868285654	13.4546544828809	-3.24854548443956	2.21425590817771	-3.08065412728827	3.33332340029097	1.79694398688758	-13.0923843346088	-8.04744286519994	4.20483924242695	11.5587816807089	-7.5935581683199	5.85621091096366	-8.40523272941875	-1.44861912067553	2.37304591974365	7.223984228794	10.0099603517399	13.0372490723824	-13.1799455643372	-1.94417379445057	13.1370093886913	-13.6826853250567	6.74338845563882	7.0171023707255	-4.4849634467048	22.7392952052216	-2.30213007162401	3.59318749563384	-0.654985644593096	-3.79858069841194	7.66776290985968	2.48820536467317	-2.32963290722267	-1.53035342041855	-7.13915903341899	-6.44949433388503	-10.8599583213908	0.706089847742813	6.29285045529517	-15.1024545810141	15.5217891507011	2.29795618908231	-9.02981019570358	-1.42020132581916	5.64565196170211	-7.83364085426448	-4.55816134682349	15.4641732726379	9.36810643101524	-1.32033044722652	-9.01575769332514	-8.21703771101296	5.16594587802373	5.54134088370713	12.4153945474577	-14.2405511320652	-13.0099712475907	21.4830812155654	-12.6638667200176	1.92505273009794	-1.80732368520185	15.7874961228528	-7.48879525103246	8.05576399766944	-3.18307774999822	-1.26123040187494	19.9146966632291	-8.71626506125515	-5.24438312095091	7.03894121579069	-5.5947319009561	0.0846467734865428	10.1328924171899	12.2403181624632	12.0413097368892	-7.25260714998403	-10.8597205210199	-2.68268704395031	-1.46964888312785	-2.20066022625269	-4.957014242905	14.8067491535766	-2.16377080816024	-1.98030488506393	-7.43899524085594	-11.8309464897512	-17.8584314813785	-8.71163118142434	-17.0452532852001	-17.4533800572074	-7.22043284272952	15.2404311502427	-7.89077046036158	-10.4360677828832	-11.830413085675	-6.39071952390737	-13.7669985921697	13.4129298646345	-4.27830259784376	15.1845195152436	-2.51700752296056	-12.2050461833067	18.866870867966	-9.68019415943107	2.75762888969963	-14.3589303943725	-8.48118414071809	-8.77172024442658	12.0292781742894	4.41834526348516	8.91470110439906	4.45787369605159	-4.53601646056711	-6.29490931781805	10.0179142824967	9.52917101237889	-8.51628620769802	2.2251479727611	-10.6144883764094	12.0963080856566	-13.7162233119399	6.45959245497611
"g4"	4.24097290916511	-9.32981176194591	-10.2352197196276	1.7891808905827	0.591989587526101	2.58539478956283	0.560281908745246	17.9685870320414	-7.76421918708714	3.99242424741677	-5.1730083916112	1.13430301633321	-4.14822088465588	17.2810989000722	-10.0643283611356	6.95911334170088	11.2301864236227	17.3074866480124	3.5983671652544	24.6490688853852	-9.82046639998758	-8.37778755301849	6.48329666368569	11.5104466307956	9.24102078125502	11.8523833606566	-23.4450521465405	-22.6920702693598	-10.8353634247707	-0.419771281188614	8.8108758660202	20.5573557959172	-0.313519630298406	11.2327002050281	-6.94517520618704	2.87694775111299	9.58477561961007	5.0143070739321	-21.7256437259837	-4.49375748329343	-3.20161534776281	10.7708765505041	17.4301907734345	-9.39796007134611	-5.39072962048853	-10.7984921232353	5.564263880407	-2.2334871480598	-11.5584014081559	0.898327266099222	-0.745255865121894	-1.29410517716034	4.99622128652023	-25.8200989118149	-2.45636255647277	13.3151605081211	10.9626231996238	-10.7470575723427	5.18875815615408	-4.36438104620564	-22.4286292359332	1.99926702246604	7.92215186575844	1.59124531564933	-1.06068534775292	3.39005133577138	-10.2311758215915	9.78626096415074	3.47829849141103	1.90349836824257	15.6147846983858	17.9685149936052	6.52123694762337	13.5548601447234	8.7714697492491	-5.69412608051371	-2.97988437310313	-5.48644221946919	18.8631083768928	-10.2194334168476	-13.5217842676089	-7.58396721083194	14.2132358895142	-11.3684749237627	-5.07231611481367	3.6548928011351	16.0796501395956	-2.83661463714386	-1.12472148163565	-14.807934450352	9.81938177924715	-5.19647325016114	-6.80694050892874	-2.23271472863355	-25.2438897858814	-7.83154860002111	-14.3123736941346	-11.1187928583895	-5.16895083483676	-8.89176374533333	6.67333905609904	-6.51592020092471	-10.6015141743435	24.5223641642884	-13.1977645998824	5.30070703632385	-7.00787228965525	-3.05184973833272	7.08748698338468	-6.40331929072067	-2.81023974466456	4.31344055326073	-11.4507406175043	-3.10873479999091	6.59545162502569	14.9317346830017	-14.8971771980859	3.54620791543842	-11.1476202753255	-4.40418204361277	-1.10820168098854	-0.441814084935028	10.8455078102344	15.7064720261935	-21.1845605446363	5.50830195714666
"g5"	-15.0349545458212	2.08202021898192	-0.101959182259357	0.298262810667296	-1.04240578635685	10.1993606025815	1.01345092344599	21.0754282279561	-3.56563995640083	-25.0331045953838	0.869785031044402	6.00896147663827	-10.4620323763733	-3.31089201317277	8.1939063267837	-11.2515123653177	-17.9666929253179	0.812951832063072	6.51090665386374	12.3501486785155	1.12973499378983	-8.61136867839541	-23.1325576268052	6.46151111589583	12.8929600885964	12.4087492877353	1.89358503937755	-13.4796531057198	7.45080556265633	-9.68689697907637	7.99824824378133	0.535187506706376	-0.410101685134978	11.6073215828425	3.53395527513113	-5.94522171885479	15.8728757234931	17.0659907472756	-1.7367945339873	-4.18627445095896	-6.95858976075814	-12.2463224958036	8.53459178300274	9.05756476255884	2.16272810103785	-9.64409118964242	0.193878714737578	7.03487225872874	0.364985651421592	11.0691979021854	-10.5632223621302	-11.7897130527773	-3.57479374609852	-5.18002975767092	1.27519722366611	-4.22888016784484	3.18084623047643	-0.841962200689773	-1.97505220182458	-24.5307621595928	17.2312748093366	-7.38424403718457	-1.93103660290724	-8.7734599716769	26.2059151675471	-13.1515506691272	-5.81251052860555	13.0832790247968	-2.12960141501573	7.92211761541424	10.2555382937364	9.60417935492924	-2.1843844492367	4.56496179488875	-17.6653719013399	8.52978127603004	-0.488674135541096	-11.8637486613491	12.4007977388911	-2.12598043565013	9.39032131766145	-16.1527460347887	-1.79259440651188	13.1564375747833	-5.75926089471566	11.5467390697318	4.60533566522546	6.8888731521053	2.25117038102616	8.03154620358015	-2.92208405592878	-9.85234346964486	-3.67344211130292	-3.77169184052286	5.47107999731216	3.1733351378808	9.21997493557672	10.855828857121	-8.37022384798572	-1.62893744779704	0.99063258840962	3.24189255646661	1.03192095239403	-3.84685333412543	-3.30522198765093	-0.0565064766228175	8.86608498820124	-1.2923083128681	-4.71479467718625	-0.0190043490117204	-13.5698889312994	-8.81000668371654	10.192920031992	-1.30579122357758	8.41626422411323	-17.5869010301202	2.59097363478552	-8.34471350204792	-10.0484474043796	-19.0999551923574	-0.956248647596637	-3.13019183044057	8.42504106599675	9.31149187914494	0.106853577218141	-3.93328499242297
"g6"	4.47921374037061	17.2558299205442	-2.85236357190871	-11.5016520968559	16.9194040775146	-1.03161046578444	-11.054397940469	-8.40854838790189	8.99317368542391	-7.35047318528215	-3.51233353080263	7.27070753512066	12.0109243503702	6.71872772781554	-0.506003938584637	17.9286682898167	-10.9898351348766	-9.75197711069961	-8.48240016638244	11.6130410074916	2.07287840029026	16.6087941552492	-15.8358478284134	-6.78168588886601	6.35795086018355	10.1457712547605	12.351044964583	-5.45518729630336	6.95590808903446	7.32685159707201	0.576703702348618	23.0936917749216	-1.95512381026562	14.74754378424	-8.25450380736954	-1.14784617984346	-7.65971548221772	-12.9646996328586	10.0891901056326	2.58915277401819	-0.226424848001895	-5.84293061556789	-4.88871633698116	-4.536219286101	13.8512102386089	6.94641161334026	7.97933196126453	3.12816304425536	5.24069792739256	1.27848495966982	12.3689811947966	-6.76377333583181	7.65092431484047	2.35041094789531	1.0283518562845	0.502333913510569	-21.1643610314411	-14.3356763511126	7.83786466189994	7.89654420220994	-1.5903117254685	-3.09781446310263	-4.31386752691752	-13.6405938466974	6.49945829468337	9.08003336526743	-7.26378080503576	18.2547104129342	-6.50384714015337	-9.4772447195213	-4.41986276285636	12.9637993032297	-4.50447886192168	-3.90813706751965	-21.8027202615982	4.34845780404895	11.1693175785219	6.25647736289395	-6.67453734949441	9.89248121443204	6.47894583800314	-3.12038981520486	-2.87956779094195	6.71828677421014	23.1026329216917	3.36565753722769	-2.59412923671625	-3.71827411982983	-13.5447346926934	13.5588551146297	9.97593987242278	-13.3229005178672	3.03760350849119	-0.0760791426615408	12.8810220964524	-20.2414006581943	1.42811153183524	7.84559540422539	5.33474394282476	16.093134798336	2.9378042343038	7.30357002751011	2.48886390539219	6.41251468990519	1.21493555453144	1.4549244129356	7.70794541297399	-8.77803384573811	7.73323799432119	0.719759260138492	-21.3767854772815	-4.97216643850425	-4.61129286495511	-9.32787027160466	-8.13945577519574	-4.72927770718697	-9.34895843679677	5.761532879439	9.0385639000286	4.23688537994378	7.72466776574963	6.58247934915496	17.9677298022128	-3.49290872283815	-4.25759571269059	-3.29617356009232
"g7"	10.3964046709996	-1.40999696828007	-6.07466937670102	2.79464139747606	1.14515042670235	-2.5316669330866	-4.90074403424456	4.60005651321903	10.115824322265	0.744162321405126	0.0823513140397428	3.92014551229205	22.2616325844109	6.26143790805873	-19.4392798885853	-11.9785755736498	-3.39162477653121	-7.90780203969192	14.0395768251722	-6.74394412647012	-15.5938021405497	-15.7820500742999	-4.49495003300465	0.11124770127806	26.1227730369607	4.07405012316242	-9.17876154480032	-9.19085915414417	-12.0418242019076	12.7303201508738	-20.5676600179395	1.1387812384677	-8.96545358175458	16.2438909931508	5.20995078912497	13.0008707995534	4.0271559408321	10.9599518674402	15.0032989551835	-6.44619787107737	8.90534859559144	10.1527507927292	9.02952354083661	-4.17042318041573	3.07455165089529	-1.03563309694687	3.30204526848992	-4.88464515596798	0.336566622729429	-13.4886216790345	-6.24198509580866	11.9342208532568	-5.8866759944286	-15.9865553316367	-9.11914300112441	7.78456235414041	-10.3895651824586	3.71892079467171	7.89551006404032	6.39812489807048	3.68476523643647	18.4902438250174	-5.1185473836369	-8.39594205850799	23.2567763876911	-16.0732595525358	-3.99093897672575	12.9519668264747	-22.4238333395952	8.49422904020265	13.7383379978393	12.5673515379808	-1.04887701893648	5.32301983131824	-2.77314299501419	-12.174270180883	3.54189871729637	2.45038335106176	8.29486433133543	2.53145863364879	-15.2391208019542	-11.5065049569455	-6.77888909610549	-6.48731412467418	9.28281046951578	-5.91356345789888	4.16404143931581	-6.36714946753264	-3.74104522179703	-1.05676541564398	-3.59439438684962	5.96662014308244	-6.76858023401323	4.23120031139518	-1.40866946234706	3.84074693496478	-4.41320338974294	19.5387412254433	0.933699010249303	1.62893493478208	-4.27728553600827	0.430319101222553	-2.86983485778496	13.6646423945083	-6.9789873582335	15.1814356116478	-16.2525886257449	7.41109925117679	-4.90758907008173	14.1251467976865	17.3825750647238	3.41399608837821	10.7628164130808	0.441662728837623	4.58012468131606	-2.14297610532021	12.2985395187356	-8.78533613805328	-11.6298996219076	-5.62012807875655	9.56376754250564	-13.7855469822114	-7.80277515146433	13.2232804508893	-9.63942952955831	9.51692306069867
"g8"	6.37922595413339	2.21310997077233	12.8599122602711	-1.25734561381023	-22.8494313110758	-10.8583284963203	4.3477121535597	3.67622165600926	5.56735909851062	2.22610754182564	5.89397899757943	6.57875290999884	-7.61788666491054	-7.79119419411286	14.9584734950432	12.9328342930686	-4.40068410451172	-0.344689814889991	-1.40194336474486	-6.92512215397504	-12.3548021878716	-4.15212379061763	4.54648685791566	3.78296122352866	-3.22078213315301	-7.02089614179223	-2.13337388351639	12.1969253062078	-14.632962034991	-3.14483744627494	-10.9333126292867	-16.7558523615728	5.81222204372993	-10.9436674335402	-8.45601642156585	-1.94054173936939	8.02982446945442	-3.07798109996381	3.56331525931892	-12.269532164043	21.9192448255532	-4.07567298558611	-6.55917965028138	-0.297311912396603	2.35925684134309	-2.62579151389622	9.3365866632937	-3.81536505391327	-6.70039246567962	-7.50239500131295	-5.34034289140323	-4.02079417519264	-7.08295581295599	-3.20481909008486	10.019861254258	8.58996052480043	-4.26625934336884	19.6010616400849	1.67952819271657	-2.57325063766958	-4.78104474481968	-22.6760276715985	-5.72830287629155	-2.25440229760696	6.30097921434231	11.5996231643953	-0.324465586145265	-16.537966552576	-3.53960247501715	-2.77407436284854	-10.8922590209163	2.91168144737723	17.8462936322234	6.75634666740027	-11.3530054722957	-4.0479848717131	-3.51495995810489	-5.80222262459925	5.68467705140214	-9.07429886896162	-4.85786255645804	-3.21322963735715	0.102081759832357	-0.439444077418843	-2.73949410894498	-4.03968206003777	-0.708502466257668	2.93577123743292	13.463677971159	2.86569029148294	-0.747078288804417	-5.16245133027267	-2.39206040247712	4.44154311736481	3.83745358459835	-4.91735069491161	4.430233236614	-6.74401334845296	14.4394908454793	5.42125784560225	-22.095986814287	13.5894895874509	-5.73241460238301	-5.06983211042432	-5.90161745412907	-21.7270855597001	4.12263182614772	-2.41753203569304	16.9281111249159	10.3332310780223	18.8445408843188	4.96334373994786	14.7513783910186	1.10499796071231	-18.214753707102	-3.29214242212481	2.14446261469734	0.384141424497392	-8.18251826023723	0.248694492577701	1.23129937386383	-7.68907812443839	-1.12988346725756	17.253133689309	-0.796161518807007	-8.34192296406747
"g9"	3.00544593888734	-11.3295706991366	-4.08013326205622	5.97064600839021	-4.08748003611769	0.669898773388771	8.12445872920519	14.1786476121312	12.6466951833842	8.4578713589332	23.6436570027679	0.978135810308702	4.33616850967807	3.8141950904907	13.2888476733425	4.10467735620896	12.0672269959376	0.844912945634756	3.14895180047907	12.5379093375353	-2.21666122931956	-19.2840310145493	-1.63971984430298	-12.923022052503	-10.3545176154446	-9.8508285430841	-25.8267575238134	15.8259993021683	-15.5377247692705	-7.2747102852556	-14.0029913014704	3.24740779230227	-4.46492168811978	-2.07887864423508	-12.3008676844553	18.5080406066267	22.0232778962719	-2.15836094359385	25.4772166141442	-3.37990449644382	-10.044047060332	1.34820706446638	0.409040361819582	0.0609042683345878	11.9351699794346	0.68427613753395	-0.909121599739528	-10.4918617959133	-5.29297950880177	-3.60747685308954	-4.55693148457799	-10.9958016435252	0.401086725329343	-14.5277421715659	-11.2002649369202	9.98948521896208	-11.8920907495568	-11.6802061627432	2.32224186555454	0.753038943592361	4.5329338877817	8.31576698920311	-8.47126959017452	-31.9870774825266	-12.7665241733618	-3.96876509238328	1.03116442077338	-4.32238952844053	-1.57279190619991	10.219801846491	0.587056028405621	-4.07619517955402	-0.392468949913265	-19.761759458257	7.05095327923159	12.9548150842589	10.828801312986	-17.2298369489541	-1.76661275189831	12.8735729716461	-7.35819357265062	-4.7004621232068	4.28793292744338	-14.2638971843737	-5.79533055420856	-11.7312373124223	6.09452461311207	2.05206967449733	17.8549867575607	-2.62627952189011	6.8207104798215	-18.2786472998481	14.7664691165559	4.42171851492255	1.2005733582798	-1.47127048006732	15.6443730582273	10.7356545565374	9.93765069749688	-11.5226993736718	10.665456832651	-9.28307402840582	-13.8133586194084	-8.96436511925247	-7.74958943002391	-1.78865172738532	-11.2007901984549	9.39830795345292	0.470484851498656	-8.6204990880944	-14.8503645140935	10.2498949537112	1.66354344380199	6.95149142910955	0.604131073420271	2.07638105619181	26.3082256348903	-8.88490945359692	3.61438250412861	12.4123742134541	-1.42158396030646	9.97850080899164	0.0412401745652104	-10.1239525288871	-10.5483326110314	-4.19080288692793
"g10"	12.1946074427111	-9.58300794738012	-3.33448018849769	-1.23571879798975	-11.3005367008964	-12.2384807109803	6.08914835110392	-6.44560436284188	16.5402406074786	5.08163996624917	-7.81380872285769	2.6914413792414	-9.33470661443766	-5.33218872583935	-11.1813407578187	-0.0176856689862103	16.1640661692336	2.23589964117038	18.0817238996736	6.12546894324832	-5.47414990922812	6.21173645108895	4.62919391299213	4.48823678934074	-14.9779684809437	-9.74344471618362	-9.01591083711533	-0.916395326949899	-5.19517093274546	-9.44525010995668	-3.36896330113042	4.93725886907519	13.6466825463011	6.55917444847594	1.67179442075287	-5.7885227612384	12.4395638018315	6.75447006614205	8.25383153018116	10.3854137180027	6.48625861890299	1.57207680526239	-22.0056787342195	-2.55954501932588	5.10704317803473	-8.55478958194512	8.28588548046947	9.27564584414841	11.2109547916164	6.38683651240776	7.0389372676257	-1.50412139430866	-20.2885295342673	6.7304743032922	-10.8569886382149	-3.35500831340651	-20.1599506982239	3.80417929644482	-2.59286923910142	2.05399762059831	3.70260366435947	17.0772760216948	-12.1836350501188	0.561506488378286	-6.39027508553075	-17.5719497077754	-8.83233662210604	-3.07379123666039	2.17502143561562	1.26630000897037	-10.1234776155419	18.6238278719682	17.8610165378379	-10.0851224328742	-5.71645635049701	-9.04956325221323	-11.1725879364063	-8.7619785115686	32.862246409551	7.13292903921587	0.0874917839391666	8.91245444332579	7.07784910388779	7.59574903560449	-4.92315345915154	9.63781686988236	9.0800473230135	6.05231835914053	-5.63907004447271	2.61022164104686	-5.93346750776858	0.71090076878942	2.37948298878302	24.0891462839808	12.9301739641249	-2.11090088396282	-20.3600040486361	-11.5974609998986	-0.121358065538289	-8.92470521836834	-4.34206991561412	-11.7076041629449	-8.25642998806817	5.36642340446008	-8.11780999973646	-11.2890302402543	8.12449887354343	0.563616185584898	-9.27054153324571	-3.86261308678722	0.21967434107178	-0.452951646461878	6.96220169894993	11.4742317022243	20.1421222554481	18.4680819691977	0.971834697929847	-4.63981377330082	-5.10998427093064	5.45197419771504	-0.0327607488395021	2.88058069515954	-4.23522909411775	-3.78747926380541	9.99046322180225	19.1208158891906
