"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"ctrl 43"	"ctrl 44"	"ctrl 45"	"ctrl 46"	"ctrl 47"	"ctrl 48"	"ctrl 49"	"ctrl 50"	"ctrl 51"	"ctrl 52"	"ctrl 53"	"ctrl 54"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"	"case 43"	"case 44"	"case 45"	"case 46"	"case 47"	"case 48"	"case 49"	"case 50"	"case 51"	"case 52"	"case 53"	"case 54"
"g1"	-1.84796669503543	4.52579201677658	-10.70437849159	2.59583240611145	-0.637648918188988	-3.98973213035265	-4.7738709905322	1.65125014560218	11.1376888403206	-5.69761776192536	-8.83340461688837	2.53579721892242	18.6601670736095	-2.14751821782705	3.72321612186367	6.46814284392081	5.58989217631108	9.43697036151995	8.696747183857	9.7313116418734	6.71227590144606	7.02028898536148	-15.4754675625415	-6.17142588400635	-8.40555753647211	-7.2988942532378	-16.6171110427059	-0.18648701128853	3.06152593480209	2.55588970737854	-7.03976386700554	-10.6492301769645	1.52882610554465	3.84235594269402	9.32724603115912	-1.78598794073665	3.21700528561279	19.820796495745	-17.3328070664885	15.2781135522233	-4.76815929227462	5.47427794436794	-5.42518640307992	12.1212322201656	-6.97442272334971	7.17416651856155	-1.8945059107162	-5.4017393027622	-14.1706468638581	-11.5939319282291	-3.58715045027887	-1.19053188527681	11.1119013033317	15.4277852910971	0.909160377172429	13.2861806831616	2.97952058720575	5.77394009965074	21.0499608094992	16.1187671136454	-16.0125340581561	-0.515069888323138	-0.374611091965416	15.3506062384776	0.238945286044924	6.90124468004825	-20.6217972382412	-12.8565704882661	4.31886027229816	-7.48698151414994	-11.3718924365932	-13.8667420501003	1.72439654189743	0.873086433880974	4.2163489972039	24.9216111754795	-12.9576565642646	13.9647985420836	9.96376422821196	8.7862801998646	-23.2766095443642	-5.14344749741207	-15.6586813511179	19.4230532055836	11.6608315066812	-15.6052595770259	16.3663093641217	-18.1551908901299	-21.3060926474409	-4.00422800854865	-4.21444627577859	24.466788624683	19.9756891364264	8.38993689733367	6.97855171298924	-11.8822511629999	-18.5292415970124	-20.1077114288508	-16.0924632896989	-11.4853788015743	7.26514434692525	2.86071881149965	6.27937646336243	0.909719950000856	17.5767802553926	-2.74936396750935	-9.91805047627591	9.50693761694866
"g2"	-20.8755733828773	0.671144140745558	6.3931916969303	2.88189483742101	6.73220086677328	15.3227477965618	7.35949976704368	-12.1409130620938	-2.54916738962575	-5.56119423610274	-4.62020292524828	-0.918726495294051	6.42482735266856	-2.59651581725859	-0.747971987191394	-10.7589928392788	5.97518796046047	-6.10468074374178	12.8294195027321	-7.65170458109565	-0.533663559215008	11.7393438545657	25.6471206391095	9.78259189083081	-0.907905911155981	15.283229549435	-2.40577587749317	10.3313449123374	5.17847816475	-17.2023444967411	-11.7782942820076	-1.52315185358672	15.1483414070411	-6.28159278502225	11.1582786253135	27.4652207011954	3.3045925538711	1.90739389925395	-10.0441928980877	-14.8247666669714	-8.91422959048964	-0.424646557241453	8.61551331348421	-21.8575330088861	4.12841984731596	-18.4065770822167	4.27832311657001	-5.16625814306791	0.914352429654147	12.8499954539057	2.10186856322326	-19.4188459143257	6.38921368697186	-5.41903355190324	4.5058992102564	-22.4974568341232	-9.41315682844088	-14.207945355811	6.56238238374773	18.1075337112195	1.48663394484165	4.12776224142892	0.845897870524312	-3.87470389648068	13.7142341576411	13.1003889115445	-2.62212719135114	-12.0910633790856	-5.06102524162389	-14.6309104648992	-27.5154239664547	8.16775469442913	-8.24968121728136	3.53513579299014	3.10226193411878	0.408826194676999	-7.30130358989596	-3.11494360316446	4.77747694001088	-7.5045831748152	-13.6289174993868	-17.7442882860906	5.55698824362459	7.76352157356852	-6.33243247662349	-22.3421212037832	12.2141511860165	11.8072994282567	20.4923742641996	2.02122235214744	-9.71246661899863	-7.23505094388144	0.537549532330105	-2.30647097107011	-2.15826009251757	-0.459583820104595	9.18187808200186	12.5620993420195	-23.006048880528	2.01320004225043	-3.01593848959996	-1.13450461386144	-5.01054251191707	10.0057532369337	4.99115331372841	-9.29260140451302	-23.4927361725765	1.60419325959791
"g3"	8.86206481243618	7.85844507448866	-15.1070427181894	16.8155604962524	-20.0144836248469	-0.941251707712523	9.42903056522136	2.10853783186347	7.76722239262043	-12.4661133784519	-24.2136715877437	-4.39261394195399	3.74803171113402	4.39624982655249	16.3226469351771	-1.63218463684351	14.1348736371183	-14.4829888826838	-2.07003647585966	-15.8596549346441	-2.40698416211668	-2.05020414530183	2.65499396122105	-11.4600075291651	-8.37750130285915	-1.51312511609717	-0.820039091484719	15.635521727083	-5.31614134422318	-9.80836064390228	-2.05470108493027	11.5551138088887	-1.08406977348341	7.55286733257895	9.8960199492433	-3.40985440394032	1.41383828327195	-3.01864517128579	-5.12716746993775	1.35598436948936	7.61778546318832	14.1628677504246	6.83639995152702	6.59400318933318	-9.46379855305404	-4.65972757546784	-8.80442833120007	2.38961437524553	7.28713384590197	6.27977847970386	-14.3143055507624	-16.7976923403165	-5.58696808721081	8.82725501789677	7.31159536186151	-14.8268324341348	-16.412469727566	3.76255997579146	-2.51817483111853	5.64555642150346	1.35758454370814	0.809195007638827	-4.60787275414051	5.45129435017503	8.88128144162917	-1.44135931801951	-1.35190049714822	-12.2281924355296	-8.7023091805919	10.2200919110542	-19.0057752222277	-11.2221448431289	13.8597661873729	21.5921443116545	1.64410513169018	-10.5858484507529	0.746998599677414	5.51230848690956	5.06931707748686	2.20705645173418	-8.15430995147071	-5.98121888340407	-6.44178057122114	-13.4886614884232	-7.52152827139689	2.40853837240157	10.5927262973974	-0.397954339759652	0.335217399801815	-12.4843581785159	-5.01896235568402	-3.0298102048945	1.19789114813946	7.4892293568282	16.0662098679123	30.1326200430722	13.6793278816053	-7.81266403576511	1.47337564313544	2.17181976062347	-0.202506791472142	0.404205109945327	1.97276041084578	19.1260860390764	0.824829944694657	12.2455608714114	-2.21548204965189	7.53054238050709
"g4"	-6.0485960450144	3.03095952890483	21.4381005442009	-3.40052569099355	-1.90602111071683	-5.01695180446495	-5.54330072195995	-4.74627374904008	0.994200014607502	-9.62353611966253	0.928583812548406	-17.9894116935313	-11.7733094850606	-10.4830049144373	-8.57496693351939	0.872080702958959	5.08492372974778	-21.0528983565054	-9.44265176603283	6.5031653046139	-5.87743667142109	-5.88891441281559	-13.530729534966	-19.1808879256313	5.21921597288713	2.35447749279822	-9.06172257719695	1.40745635460235	16.77605989528	4.62615372849174	8.73596200698941	20.5699015370143	4.6624996386264	-19.9681960336568	14.2953456950572	-13.8594872283659	-7.87249897187325	13.4656620646058	10.3081128317069	-0.722340477594676	-7.65765217719404	10.6321425792505	1.32538987909154	-7.93385126831977	13.1502545811857	23.7412501600864	-0.191615818923903	4.06154508001392	-19.4919521771609	18.9113373388785	15.8610500570468	2.5079017825828	12.9960197719834	-5.89505319604091	-1.79042294949128	-5.88385527311933	3.42286289858296	13.715359281338	5.08185316024219	1.26397491100149	5.90663290079759	10.9408560305377	-6.84068553785577	-2.4315542193936	13.7732964056485	1.06080501824169	13.344302876567	4.56867145849751	-1.45911025360259	-19.6520520010892	3.54322020162211	4.54010013901943	14.6739909247969	8.62394995201398	3.47889295399092	3.5986480147103	12.4560941689022	29.5133648666732	-4.35082791833621	-9.7259795408359	-15.9681950688047	6.84223748264253	-9.63918291666091	-3.29763638611291	1.41742361125838	4.58378531525343	-1.27396996173377	9.00023223239162	-6.78296038850825	-7.39663399266532	-2.67054067410287	0.644759926463813	1.40226504293127	-8.65566356060802	18.3872542473886	6.48232077236229	18.4555502022608	1.37325842328794	-12.1407573286717	15.2203587925037	-1.76352421053571	-9.74061412587577	4.17388082026784	-3.14890207978062	-16.2811940346252	14.9248597267164	-16.478515072044	-16.3622174271162
"g5"	-4.35826824963713	3.69403628449259	2.95440489079376	4.52139320209661	-8.06943921853011	6.3000844814226	-3.68604913893903	-7.58991000858593	-7.82642181960316	5.58005564873111	-5.26331611619232	-4.21224948170642	0.919197095389016	-7.74309106887134	-0.295167897117052	1.67336137088657	5.79976459703142	22.3848423237108	-0.401559393479937	-4.58390178820815	5.08281079146166	-19.8748916469601	-4.58999262724323	5.18601141097835	0.125053654669028	19.694566330848	-24.2046008763501	8.14992481345937	4.92500684918567	7.09421326683948	8.01777800300402	15.1926530812623	-0.734273922335211	7.64200587911592	-4.64068269534814	19.0734115192327	2.96638843663801	4.6532224139157	9.51887469114661	-13.6250779578483	7.50417000363921	-18.3605913281895	4.53054101489615	-12.3308472881522	-18.5363261269054	8.68607747145625	-18.2022185339636	2.4059170632858	4.80306881473644	-1.78035966718237	-24.0088586796478	1.85729954703572	3.52140461966	3.29279023571019	9.58192476864278	22.9037211989446	3.41517923621355	13.9994483246761	11.0026219980767	-8.86356302097145	-7.91879708225998	-4.80682594693159	6.16366781228323	-8.78142406920102	2.00309597665234	4.62536437064826	-9.47132514080334	-9.58736622221171	-15.3184714310007	-10.6978742633183	-5.10157973109914	-20.8479063961855	-2.7956079865022	-16.5127273621268	3.92176749011373	-3.88292743598979	-6.53559934905513	-21.600373476494	-4.68924985284359	-10.9014043597654	1.3105274610284	-12.4386699495768	3.16358918315306	8.95482803270022	2.90152577456542	9.93848815080412	-16.5695204904817	1.38625278494198	5.5796275215636	-8.60203896939238	11.9195930656499	-2.59810364587018	-6.85420554476075	-15.8831517158577	-5.98573376374553	-19.0653471420297	-23.5625465375719	-17.5925440749373	-6.88958647641494	-10.315400033245	-2.27232455488203	-9.00897100291239	-4.56612068931871	-3.26915506871201	-4.30843920095508	-1.1016012346727	-6.77229296633407	3.30203425859775
"g6"	6.10775534328442	14.333249669337	-7.1800266557359	-17.1349468015079	1.33384973755707	4.11773529937065	-6.00209555794148	0.119331214215546	7.6106487330963	14.1050883570719	-9.37007757004613	-13.8012288285745	-6.54608818255396	4.54462763450265	2.0532393399446	-1.72646623064854	-3.37937355543778	0.955813053032149	-6.74121612125652	-11.5846621258724	-9.02657581507587	2.8487549176868	-12.7247593560113	1.34471363387469	2.38037984369402	8.71621186750642	2.36053446187333	-1.57703663913036	9.79018792340102	-3.26473773347896	-4.94266903962427	12.4438392258376	1.86882037058719	-12.9900900994114	10.2830793381101	5.17380966070468	-7.98249916094572	-4.90930091322426	6.37422936109414	9.06489627951333	5.65113109852311	6.88994399308612	17.4552789021417	-6.12097118442878	-1.50574269305289	2.27144685351727	7.44767191571658	2.47508239030411	3.42551985977552	5.79726509910861	-1.22881491141202	-2.96487340748355	6.91506735720479	-4.07848023482678	18.4346980765133	-10.7206240449507	6.2269994952645	-7.45689558697	2.50921833127385	1.06897527529959	-1.49590245154543	8.11314946989581	-7.21738663373388	18.7060123607232	-14.6925530668392	15.6367433985444	-11.1898883944627	15.2330899954972	-0.346825410463646	-3.81623922639208	-1.74614602008573	-0.885929680006447	-1.60786408896691	-8.14811451027018	-8.20943474196925	-13.8869286111229	-10.0094841665991	-9.75874201987078	-6.47103387904748	-17.3157637788549	8.46061327670812	-1.49686113588358	6.9832224035075	-7.74176754911462	-6.27914861318035	6.65817294988258	-2.49571107492212	-17.3816512160811	15.548811256805	-7.05231665786027	-5.60497068004314	-13.7894867170944	-1.19042264331087	-7.6709612517871	-14.2353104304343	-14.1372066831164	0.506214009299334	12.8189065827918	14.2872122245938	5.11128039697079	-1.7780608567138	-15.8411818524196	2.33443107195982	-9.9672143980786	1.50084989094776	7.10505207754919	-12.1564568636451	-5.15549509415382
"g7"	5.82288872965491	-2.78379510522636	10.3783048742768	3.22088297098998	9.35990288756362	10.253054129254	4.14004141573526	3.23862676075333	-5.04410414797633	12.2446428440368	7.46581182964663	-2.14663180026708	-3.66939426523671	4.85487679330808	-17.6275598035321	-23.5500101144079	-4.0321081840755	4.03289700723576	16.7313887245854	-2.13262600333406	3.32854483685094	1.37008656290798	1.72579541831926	6.87249246035882	-1.34675192912849	-3.27170608708897	-9.99501315892185	2.15959213333889	-5.45900158724144	9.79465347577488	3.78091336604969	25.1184641571942	3.2375903250828	10.1818644636162	13.848429483655	-0.572410057520408	1.39503391659725	-14.0512140369317	11.9133804768764	2.6473727509886	-5.33425637839242	-1.27918901319795	-8.7337771825993	9.59225570021998	-18.831206997516	10.0959479456402	0.505508979472534	-12.7957430007633	-9.81915308025476	-6.85867419051135	4.22131192275332	-12.1469950037022	-2.23534053703655	-3.75847537135042	-0.980151895970374	0.551532985529093	6.48595966629333	-2.04302002704058	-27.6641368585102	-4.79333723904916	10.1727279987541	1.51306302876996	-0.744395552175603	2.65409888718348	10.2673968930624	-8.24301490829215	-5.6928190701825	-9.00751452440116	20.9974912968264	-9.59695342069512	-1.62015360782793	-5.06785737118191	6.40107132215051	-11.4910469033343	-14.59066348452	-10.0298250368849	0.792360820478151	-8.62574595501082	-8.48194471585834	16.9933805633315	-10.2499146357484	-2.47525947240116	17.3447042629395	8.33265939219398	-8.40864731783509	2.20289612866017	0.838902655360226	14.0724556884873	-7.1312049557493	11.548785137068	9.69813506518198	8.59916311061305	-1.65209347650037	-16.2286111380867	-4.33194032831066	1.13482156962185	-1.39008969254073	-10.9610155462713	-21.6036870935823	7.38895236298839	10.9233956855505	-25.9381592242463	9.8736853941558	-3.54971189772292	8.32740768335247	11.0608235183894	6.10386992152419	-14.7604809551809
"g8"	-0.13602054356944	25.0356973710342	-3.92815967947865	-5.90682762130975	22.7171112644536	-14.5821021964652	-8.879761448843	10.2827735311059	9.12635560122039	0.898971740143916	-12.4971342968295	6.05960366764347	24.9192791714815	19.8275180733477	5.65932101258262	0.110803537924071	-5.8061065235812	-3.24648171969018	-1.69658378274057	-8.15251226773719	-3.34837802210805	-7.16229122006956	0.221948798304719	-2.54141441340507	1.71893337053132	-2.30342605513724	7.96708084210771	8.62004388743053	8.42938079913043	6.25007315738575	0.764427157485423	5.39215850429411	7.84612174375852	-9.8068553706236	-5.25646301573004	3.31072626043642	5.86677125324268	-5.10878505454809	-8.52892450919833	-1.14179131964573	-7.22484727098247	10.2073057076703	3.49171090351457	-8.67523226592022	6.07526814872448	13.552141367223	-4.23065105268592	9.35006582467089	-1.92608981437851	-0.110145097680008	-4.83989211398553	2.77686666019116	-2.11639648675225	-8.94510340043337	11.844067444891	16.0134356686717	-2.63601462887066	-8.33167825062684	-0.152515043068917	7.29437387772634	0.599857082383886	-7.76522862890458	-4.00066043992862	13.5832834567696	-8.36434070362797	9.02131481549306	3.64200173606909	9.12234460518392	-13.5107765278408	3.15093737017277	4.79369264610751	5.80426314725741	27.1862015886197	8.0418971157235	12.4555441794189	-5.10301550431325	-6.78212792748281	0.151542512405387	-11.6454779599912	7.06623031938435	-17.7457716047415	8.96075369584501	2.03042714690066	3.16872176979549	-1.36290915775823	2.18766067228365	3.56042622500617	-11.8002807674089	-0.629960315652165	-1.39423651157731	-3.72851816731452	-9.37098255242751	9.41176692669528	-10.3420869164637	0.635224350525449	-7.42918766880269	11.8343562323061	-15.7878908646682	4.50197002934976	-13.0823344795646	15.0060915832397	-8.55152566591993	-1.23839502109661	-17.3818490624088	10.6549955135785	-5.95331015347791	-10.7343577023841	-2.75725435642665
"g9"	-4.78396657209582	0.324694124610842	4.02965702802589	-8.38492481785489	4.55606644999063	1.12953692760635	22.7184266290613	1.92201596180662	-11.3542723288391	3.67505337434147	-21.9585306282236	7.69581653029949	-4.98927373174337	15.6879943225951	0.632174030527769	3.04534195228838	-0.951753157855298	3.87869797950912	15.5477180171819	6.67309792547471	5.15320396771322	-11.0346954552581	-4.892943761828	8.92871655241774	-1.37732525340423	0.57688777768042	10.4087704475215	-5.68416462031988	-11.4792672656732	14.1148530395414	-6.55474074575277	-1.57420495272662	-0.244921411183983	1.10697167687274	2.73230229160963	-4.43292153014257	-19.6246369971771	4.69966614638776	6.88680765276296	3.92364471719393	-0.114561828754051	14.768526017947	-10.7923336998468	4.59315095687929	-12.9083993340222	-2.29045579673877	-6.47654579727408	4.03299988651227	-17.1052508748484	-0.817275373619612	2.72149843335008	-16.6464779498466	-0.0170592848135195	-3.72255982458655	-11.4023786487752	-8.40164552937493	14.4536054374211	10.1802375389126	-3.9169582384423	14.7664051001109	-10.9332975592369	-0.601096014350021	10.6082402029145	0.0416985532755291	2.97985720201329	-13.7871461856039	17.5813481435635	-14.3506799506086	7.95368821471863	17.4916253832981	-10.4381199948935	3.54564417060027	-4.24529659032481	2.62715425961141	-6.88730493397698	14.0533201937943	13.8252945280374	-5.26080156325915	-4.74052550829563	-7.63696967690476	-0.914109626937088	-4.68947942273176	1.7623479231283	-7.43632786194855	-10.6310256107997	-13.618969041643	-13.8465012590118	3.29873708726831	-0.642950558820403	1.48804595734847	-6.55441312030934	4.54915589859211	-21.2677512608283	11.1511990598665	17.9296368275883	-5.15580398386759	-7.98656779275406	15.5828534806579	18.1983533705438	11.0062508357048	-13.1001611358123	0.327739275396569	-2.75510056538492	-3.78571650586982	-3.65949901439223	-1.82461990655912	5.66684220652695	-2.14759035061886
"g10"	12.1784394947679	0.290263492994407	-13.3379611048626	-5.32155785718903	15.6299746289835	5.25438635466404	-8.69821768242012	1.51343438533418	-1.47809650243641	4.8961557794934	8.63984494923894	7.24293423070894	-7.33822699274774	0.270317898320009	-15.6462801133751	6.95619390306339	-4.61541425527866	2.88290963078202	11.9516189069314	-2.91532565622306	14.1547951646849	-11.2547064449165	12.015603154199	9.54328596883981	-26.7025236971155	14.5603127092817	13.4052459737865	20.5286323977838	-1.6753227624463	13.7947380723572	-5.28089914331737	1.13931246414987	15.173086164482	2.36158493493133	-0.773682046316793	4.96678247733215	0.680231801129179	-1.33666207855527	3.55141153033423	6.26986551610709	11.185364628389	5.54329131410247	6.07275662114755	-9.28636105376191	1.50786479324987	8.83165117929923	-10.2220982035498	15.8272560261704	0.57535932961869	9.64333653349078	-7.41825570260904	4.90874397141489	-5.11318324604701	-3.37578874639201	1.20415773851665	3.30630782186298	-25.102152657781	2.50946120813113	-4.10604151756343	-9.27073080542165	-1.43889170197378	8.86893057601623	-14.5222607799897	-2.59332521307535	-4.20130988147487	4.20960025390362	-1.90129505149331	-12.0102317874767	-2.03513679524536	7.01141854202967	-13.8416411390497	-4.89579120057154	-1.16262270087831	-5.5663240374872	7.17584587653491	-0.956554271672272	-4.04877494296317	-3.36542232544586	-11.62899980008	0.656859347974691	-26.7985255609582	-4.66643866657856	2.824639131591	-6.08780308316993	-6.43748581729124	-2.41756929915078	-1.37592691375341	12.4878729006127	-19.1402910629047	9.15013625723082	-11.2588753066962	-16.2878881939739	3.7061479429816	10.7659915883267	6.88128568367969	-7.44084980016596	-4.39164576443161	0.729186663199153	3.23050169318152	3.97940912527641	-1.8304254903059	4.03765763286488	4.81175137245955	-24.9843619612915	-2.37184231984837	-5.87187467119377	-3.26958781891211	-6.06290646423286
