"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"ctrl 43"	"ctrl 44"	"ctrl 45"	"ctrl 46"	"ctrl 47"	"ctrl 48"	"ctrl 49"	"ctrl 50"	"ctrl 51"	"ctrl 52"	"ctrl 53"	"ctrl 54"	"ctrl 55"	"ctrl 56"	"ctrl 57"	"ctrl 58"	"ctrl 59"	"ctrl 60"	"ctrl 61"	"ctrl 62"	"ctrl 63"	"ctrl 64"	"ctrl 65"	"ctrl 66"	"ctrl 67"	"ctrl 68"	"ctrl 69"	"ctrl 70"	"ctrl 71"	"ctrl 72"	"ctrl 73"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"	"case 43"	"case 44"	"case 45"	"case 46"	"case 47"	"case 48"	"case 49"	"case 50"	"case 51"	"case 52"	"case 53"	"case 54"	"case 55"	"case 56"	"case 57"	"case 58"	"case 59"	"case 60"	"case 61"	"case 62"	"case 63"	"case 64"	"case 65"	"case 66"	"case 67"	"case 68"	"case 69"	"case 70"	"case 71"	"case 72"	"case 73"
"g1"	15.1625550483987	-12.9770744929413	-21.5858617699639	2.94856128415147	-8.42745143087485	-3.56833114662716	-8.17017508013678	11.3319847159544	-0.0105896923115469	-10.0634982391731	15.7584833221608	-3.73815027342818	-8.89587463704203	-4.97181465142841	10.4434847084703	-19.9451492469804	1.84235481218615	-10.4880301283071	-0.28098551726917	15.1090431841224	-2.1999436790135	-2.24815856609999	1.51156062372257	-0.196683105466336	10.2460183821824	12.5248470635073	6.94819059487375	-10.9370900707559	9.70782643834453	-2.88318463714309	14.5674707035366	-19.1692122798572	4.1350614860967	-9.25656018773192	-7.42145597015886	11.6988991814002	-0.250775685580695	1.26558622870958	-5.97953345427263	11.5698430245804	-13.9629156938694	2.27097959118858	15.7066825960401	-12.825999143724	-9.18356632753169	12.5094428602103	4.74921488832615	-5.12840573305436	2.89549144749732	-29.2541680339123	1.75041068246718	-10.8954782788596	8.39022406204823	-15.725119397798	12.0009121396683	1.34254482140042	-6.46890534847945	-10.1137993034557	5.95395667721835	-8.37320655372008	7.29775160438315	2.61601094076354	-11.5018729696107	-6.0462529712536	16.4054082058953	-13.9848442563375	25.7425621971087	-6.36793028562722	-9.46994435862931	1.42172914154322	0.221378123283191	-14.153906136284	-5.74072284210393	-9.17523813059529	9.38523556337048	-9.82111602182526	1.43756615883793	14.1323161515145	-4.0288791169954	17.4199733366321	5.00306059327533	13.9851579229353	-5.72188575463221	0.736556081545207	2.467332000839	-10.6158016464478	-20.4511915457045	15.9664165534711	-12.6118415614693	-1.88849749148319	8.02939716015388	-6.48750591729469	16.5829755740982	14.4244326080171	-0.333109159702646	9.84595320471814	1.23771679823225	11.8700647099645	5.85982184925506	-23.9848529110533	-13.1366935546381	3.40535691941134	16.3616358535067	11.0255299759348	9.29462160605136	13.3703363351356	3.3155913705365	-8.19382812588785	-3.44913576186383	0.125188058291529	4.59376376582278	-6.37168813896356	-8.93135171417454	-11.9230825372424	-20.2923814855793	1.61522718033453	24.2710506140452	3.95314164896056	-1.26930784260212	-4.2270876943869	-0.936467796273129	1.84839003029274	-2.8829792907931	0.928308479836804	1.85750908195295	13.0409227607937	-10.1569890070707	4.7685421904291	-13.9979978252304	-2.11554915119121	4.1480769369709	-3.43069014906719	-9.57555830951105	-7.13101605112366	3.61514169291625	-8.18587031595781	-8.25605264903394	14.1758264218117	17.4561354463567	-0.726505217529009	-14.3202992939783	3.75705784576656	14.4614106810614	3.75497996262406	-7.7484145220934	-7.66348763448967
"g2"	0.532378712029619	-4.22225563658652	-12.565023108815	1.00313934010075	-0.608529159691166	-0.258802409276842	11.0791600307298	-17.5892643526721	-23.0144806966725	0.661683317846797	15.8479114461088	-1.60445391411218	7.00292361239955	2.58836181019693	-0.321838113232783	17.6473083055262	-13.1203637237984	-3.48175401707313	15.7264253111744	5.14617152173614	-12.6458939362134	-1.2789606763907	-17.9506187691434	0.480777491007756	13.2026497190023	-2.50146494113723	14.6007818931969	7.34818519765131	-2.76921322764694	-4.8266046363902	-0.0123795064256183	-1.87881714011721	1.33244060588405	-0.341413980273525	7.31900734105249	3.19606154974047	11.9435424571786	3.64100250790649	9.51714429642026	9.81217752383256	5.62857175936567	-11.189169426258	-5.17273155831616	2.00884975596552	8.11804762542067	-8.22413284753417	-0.802671749773807	-14.2193312213681	3.10974457803974	-9.771757663034	2.15598493855627	-15.8835746563491	-8.88501016400332	3.70441146265105	4.66564797142143	3.8353879128986	22.272111498652	6.09956380191282	-8.01812716538756	1.91496556546416	4.13279494551339	10.1239826027077	-6.74357318872506	-12.8247142136848	-1.68134896092535	-0.0251672260256924	-2.63164010252727	4.86050326615557	6.96610447138722	-6.10791212042337	14.7084583387527	10.891517314578	3.685990421077	-0.409755256167486	-6.09651680574484	-1.37381972207781	-6.50656050644893	9.24524369025589	-3.88313257996654	-0.770079235574408	8.8531596568293	0.449123613172935	-6.07060260413083	-12.1615918327033	17.1763517377627	-16.4538506710459	-8.65003940175678	10.8035711197896	-13.8846203729359	-6.30625225914743	-20.6925493893591	-0.0139146651088952	1.2540066218941	-9.81232663218216	19.9042980538369	0.539820317975196	4.45690479701038	-9.55337178092	8.26478170581136	4.92990077382957	1.43761624120562	7.74571789073704	5.47157665395706	-4.67337000454662	14.4087547260398	-11.4872649398376	-0.701515325537457	-0.814016205860721	1.41997508224958	0.716178528603186	-23.2676791488803	-2.33858230218436	-10.3057249558537	15.9918568681175	-28.1321874240718	0.715330734734102	-12.6669032814241	7.08522079299986	3.10676586279979	1.27848617983485	10.6300983979598	5.04021052687116	-6.21648201390269	1.89257997261372	7.29201823715136	14.475582767863	-2.33218130526977	10.3889992286275	7.2929666606474	3.32119002587283	-1.78644378823994	-4.19831129608736	4.58461928990148	-14.7462645770733	0.616480645134625	16.3352837658414	12.772813801613	10.7099543447908	-3.47259164064631	-0.614278683478562	0.234038833443704	-13.5664052574448	6.53167763032701	-13.1352091897493	-7.135365409895	5.79662575193542
"g3"	6.14809557096894	13.8955454297666	-7.62212586560158	13.7436508855459	0.360979693270846	1.2722327728232	4.99647578819739	2.17112573719569	-12.8659006735082	6.20739026167574	5.32054095695626	-7.30565707346645	2.40056059395698	-4.36025647120174	-3.72286011711901	10.5896899383759	3.73332627181465	1.52727111529459	-3.37574801544563	5.4258618752895	0.776658667979995	-3.38025732562193	2.61320154717845	-6.41477138896937	-6.04842151510835	-14.2427212809606	2.77652676097057	-4.71944358453314	-4.17000491814573	-13.6349547329059	-3.95086603238312	-6.53048181417183	9.34076504638235	19.8951758649415	7.25799127775077	-3.15457315928769	-12.6316268342118	1.86462037014401	1.15617516101901	24.9421261711329	13.7791803834944	1.35459067417535	10.1720221107235	14.2857840816954	15.0712739075547	-14.3953009814282	-7.52729716704165	-23.503260739863	7.65207796477994	6.78950997457719	17.5576862231275	-16.1140753180732	-2.50381304971209	-14.1557988329755	-14.7213809898979	5.27625917337164	3.69858121166277	5.183139606913	-11.9376952209852	11.024759829284	5.11310659544471	-7.80776636386009	-10.3180002649837	-4.63618025969596	4.57440250682289	-12.8466755784075	17.0468472851805	-8.50683288445304	6.22924944235366	-0.584156555188668	4.3739492620975	4.92795342211189	18.8639082369411	-12.0459052609207	8.25052429195648	-9.54910959022352	-1.73422615095303	-1.42998951834067	19.0620842445332	-5.91710792578269	-2.7628317592191	6.01636453463441	6.4246719626778	-13.4158963283191	-5.94659136231858	2.80617368585749	-1.13493690762573	3.52787204814419	-25.1865046959974	-4.23625459989036	3.59518524338938	10.1912373984592	7.29176919118587	-10.6384596625093	16.7194960086175	5.60783470695094	-10.7433246383353	0.893339160669967	-9.74734774350427	15.8835358092153	3.0766447011954	2.76544349301936	-0.788455246821599	-0.292056953909089	-20.2722456686807	10.4773033735329	11.0364764579708	0.799678423632323	2.77037925375045	2.29706875707516	1.00017377180494	2.50146401479778	-3.80355316996018	5.01673514451535	1.65303015303806	0.321807512119572	15.4940708538884	-0.674338329943179	-9.34694918353825	-0.85350835481462	-1.87289627739154	-0.478533701958077	3.08594407345282	-1.90068602742103	-0.226882297317056	-2.32823272132958	-7.28348607291184	-11.4287530087961	6.50537238943705	15.8180205042843	8.60835602255862	-9.06721713018966	-4.16905726807344	-8.92799576652041	-14.5904044295978	-1.39244452071039	6.99373790970163	2.76177909703891	-0.502121452775421	-3.65965330297644	-17.1542384239352	-15.9343321374585	-13.0458195495609	12.8729997286559	2.6524475708545	-3.54421050462963
"g4"	-13.1369858918872	0.423973403010659	-1.32887662615114	-3.95271858673846	-21.6755506163829	8.78426078572143	-8.22751719861111	-4.16032408012954	8.45551444967237	2.08040509431103	2.70039285315717	-21.3054014166757	-15.3487529288836	10.1072999432795	7.63398554828192	-5.68839195562829	-23.4233947374342	-2.94746513155052	-5.69359348816135	-8.11525063284217	-19.1806221145233	-1.78879311344781	10.2337669546871	-3.57878550180051	-7.86184032930372	-8.50832551103301	-2.11794438118463	10.5640975851714	-20.1596073411529	7.42844547550983	1.29689536460114	13.0853002277884	-14.6335118704501	-4.41500420278286	-9.56618054736156	8.36361928278456	-7.49695087616475	-7.75901242867872	9.03720361505951	6.96188248855098	-9.85581123737552	3.796401027021	-2.29268416005947	10.8198346775432	12.7568732581935	-12.6633906797628	8.23272532641721	-6.69214546120984	-12.3496782486457	-17.478157765083	-19.5663977592503	-9.75288507361522	8.16043215702618	-4.28737565626684	4.13596237486172	6.06560359486341	17.7021706492487	-5.76506359731421	-5.29756733751254	-7.74019659911162	7.55817139461417	-17.2940535425625	-18.0252320188875	-6.58174452512178	7.35064042084844	-13.9278473489498	10.1308730165936	-2.41114842273547	7.61120490271222	-10.4454503607785	-15.0557939020386	-7.93622549729095	6.59530832060967	-2.51584999662598	-17.8651545019208	-9.28621423163318	-0.679712836462835	6.19100511926178	3.37576122688773	17.1622911552446	-8.36814834482479	4.82413387800121	-1.44837240003525	7.91238997170581	-11.8315714436306	19.6367839511339	17.1214647142837	12.4758402843891	14.5949795054377	9.75263764362253	-10.4916930345799	0.268468953921885	-7.30266344811102	12.5084731741309	18.695631435275	-5.59700581688081	10.6716917568389	28.3939986018158	-8.28735913342581	0.474409239482599	5.70054665835609	10.3097136936678	16.8334719857093	-2.89495574035907	-2.18469450575499	20.477453475463	-4.9129111870754	-22.9953598703998	-7.02806473613826	-5.89418975830135	1.42892377576752	-14.5625609853811	8.41570004904975	15.9213633360883	2.42715331207542	-9.11706502364953	-17.176545517875	-11.4023660047389	1.09903490352013	-1.71963049736857	-1.0521564568875	0.558729302247122	13.2286744035829	-0.139355964410291	-22.4210197704447	-15.7974808921294	-1.25349597854484	2.95247620929759	0.829090670922732	-1.24460191703039	-11.3146928836857	0.473090089056279	-11.7320347075079	11.3603109035777	-6.39744981619896	-3.08679220660641	2.26220355215934	-7.64333302612785	10.7535165721338	-1.05925105121084	7.9830419822782	-5.28187311519351	-4.52624647582065	-9.92946421837198	9.84249595523865	-10.7416831008698
"g5"	-14.6277364335138	-17.2998570633586	0.980888391907457	7.69746306382851	-14.1204668411549	-9.40522725736262	2.87276431096847	3.73525351696575	1.74518881026762	8.20885712535098	-5.51133579991603	-15.5959327413663	-3.67058154525591	5.20552624760363	4.48239315953319	-11.3192885370475	-8.86389511990972	-0.0405701581903458	-10.3131266891362	20.6430102289548	7.59522067918394	-9.11893628768165	6.74723463311029	-20.711154798263	11.4419360371337	-2.80999452996967	5.88188118815681	11.4464648471741	-10.5457476101453	-7.21721522581554	7.83268400662752	-2.38493808524574	-4.5095180209074	-6.36858100013077	-14.1677862498174	3.92858894630435	-25.4295608377907	8.17973345870613	-1.3173204112296	-20.5395287886536	-2.339012107443	7.42109113530166	-9.542125914273	-8.38829729223384	-0.555926110018321	-10.8202959256057	8.74654848163841	-3.8206526661951	-4.81768996842801	25.2491322250602	3.34812721636754	1.14874357689159	-5.11052772186421	-8.5693654778815	-17.7113598980064	13.3918298271769	-11.1414701022728	-0.473913782935457	11.5848255517388	-1.50169592396452	-4.43093245813207	-1.30020967951221	6.56985810806692	1.60339150281518	7.63423537550054	-11.8682666499831	-0.766082746613357	-0.77157557614253	3.78879819451869	6.78905773776626	-7.23413316177139	18.7852408817291	12.812266582275	-9.39785360413862	4.23335081257234	8.47700940342294	-2.04180449205307	4.9597986138709	2.12071858434712	5.91924005957773	-9.58685334830393	12.9439431540017	5.77305549569156	10.97495535297	-2.91003880481905	-0.820775913501424	14.8555032657755	12.2485072252585	-3.63042495719091	-9.1716895853932	10.0924233227225	19.4733497439019	7.96197012763783	0.329215349896248	-11.4159471834539	5.39901284217036	16.6235242435326	6.93103022515728	-2.3412470285217	-14.9930281761907	1.37623310196696	12.4139341380428	-1.92082736092687	6.43288481509467	0.938131748929174	21.3209767933497	-0.462342486504105	6.7996952720149	-1.39334795384749	2.48313475054329	-7.37847416938664	11.5959483839774	-26.0347244950584	-11.8705931340124	-1.65098554750814	-1.70035325205578	7.49298955467542	20.8237178822149	-2.36439753758447	-0.266666706992974	-3.13469106390469	6.00199332204091	16.1951689391107	-14.3066835098206	13.5347922109783	3.78785537130054	3.32013973568701	4.8871357579133	-8.01502083288053	-5.90765792058211	3.97571339538362	-0.508064882720552	19.2213937302779	12.4549889968929	0.0991151713771573	8.4735123883534	-12.2919241520475	5.95586119334554	-5.66939395569241	2.28639277356694	27.7211229800248	15.5970864429643	15.3994224189115	18.721343022798	2.25236102347373	-0.986199574689625
"g6"	-8.55795204799015	6.618037164534	1.92323223109822	0.380833071301975	7.16248724624223	-7.07876065708745	8.9499775209592	20.4022397279677	-9.64224542166766	-5.4321566477345	4.19416349580876	-5.00501418282161	-3.75835703608937	9.06647477057781	16.5902292199144	-8.09306676393943	7.54959960980312	-14.0019253724519	-15.1393977203718	10.0630567402527	-4.89306314796588	19.5775117384167	3.78719614732999	4.34069697480028	5.35916062583472	-5.56992819560638	5.57953277150152	-19.0930681797457	-4.69573227344488	5.12870798496368	-0.382980204513804	-20.2292967595419	-6.2806425426326	-15.089323162354	-3.21474842522303	0.16846989396685	7.76278104525714	5.27468862158555	13.4532995541788	13.3522513979171	-6.07984247840024	11.8135977688713	-11.8279240324368	-6.05207632771914	1.75777262543979	9.41700253490609	3.75046898275592	5.18250564687072	4.93946248713133	-12.911236179464	7.05296377779389	-15.631362377315	-9.39315504280028	4.89364153753271	9.73519773937596	-11.9094774806137	-6.85208331621445	-0.368899081788289	2.02859360061394	-13.1089047750305	-0.086490867762222	10.9134555805741	-8.2350615169577	11.6479678743609	19.9283864871878	14.5875798623439	5.00541366278943	-8.30222300484298	-21.6186977564984	14.0287630617586	12.5805993921898	16.4240598799405	9.22755226466593	-4.634469166769	4.64368243762165	14.5055798751264	-0.857375593381083	6.2731228835866	0.910256456364874	-10.340366695281	5.45432884669003	5.85289849482575	-0.974367256397461	-7.47585004536053	-5.31397971932452	-6.99902319613205	-3.26012200958272	-9.89995528412628	-9.07412232000269	8.61154215043092	3.45242552524261	-10.2678848564682	-0.883059561240472	-0.733108559597617	2.02323147100116	17.630989045076	7.45966795575235	10.9384679322134	12.4130043654099	2.84856523884269	9.37094824198031	-7.13230326762941	-23.4920823917594	-1.5627265222174	-11.4143290035684	-13.142791848112	28.9747247822201	1.5767988182682	1.6441802202258	17.041675250543	1.74842258776551	-13.9629068875944	3.91259859975454	-13.4679943206584	-14.8812913196269	5.1544506395822	7.20069668971294	6.4290830226255	8.80590495037007	-10.8270730070345	1.94308405714643	11.9760122714448	21.1467075216649	19.125720221466	-2.33459378261481	9.47707266067242	18.8874285486172	-16.3016085697746	-13.6825125064084	-13.0110417362689	0.853400559627496	2.40035034754686	9.8062625046809	-9.81479968865777	3.87659730064059	1.90723800853621	-23.3728248441257	-4.08117436472421	3.34989709773124	6.20722133411994	-7.02081746145044	9.58157777388913	4.79441767209264	7.405754025227	-9.00641287087889	11.3676089481176
"g7"	0.529796230766517	-8.4117608721164	-10.1763076530682	-12.1489878216824	-12.8014728327649	17.8207816582186	0.281043022875763	3.04025322473702	5.5640268383554	-4.93202240082524	-16.0579224182485	10.7911975500265	1.50510245868562	8.58015628537613	8.00570022613559	-6.99638695169478	2.68942040091346	8.32680217222239	3.71115633589157	6.11731574910577	-2.54001437768306	-3.31541277383078	-10.4027244501553	-17.5748953628978	-6.84009762524444	9.00632385927319	1.19670775655675	4.81136755527014	6.12396237354445	-6.67263390747672	-3.66856780084483	-2.07911774455106	-1.20468829122755	-3.84525272222741	1.94644384103728	1.22796726771097	5.02649495507428	-15.1588402585833	10.3899915627797	14.4541782856414	9.54241581582669	-4.6237094790534	0.398908140708023	6.79208808444165	14.8888426107482	5.65196470983373	27.1973414080418	2.85273162601266	-0.0899939268747775	-14.1998294454624	-19.9429522988901	10.6729676955232	8.86498868311297	-25.3002490653586	4.57833127198379	5.31320260824318	0.283457686628117	-8.89219145808903	2.25126852808282	6.8102271498654	-8.74280573138467	-16.6679287770758	1.34605171928303	8.09234621210147	4.11965963533853	-7.75150109285494	9.03523859579269	3.37795010613599	13.8841420691358	-14.6198050986835	-15.8119886630507	-20.7531116488321	17.6695159754112	-5.80225923082843	13.362661599935	-5.17124003373885	0.81058361715355	-0.284788296089122	-3.00140818367552	0.6951099335711	0.08390380095852	17.341585743711	-14.096334684708	-26.8024067124814	-5.82383215097227	1.19654386743879	-4.12977801461568	5.97463693230722	-16.259586673504	-5.27177428795919	2.66214303386286	-0.807258671302414	19.3831261877663	-0.658391989478415	-5.08957213231292	4.9987837199855	-7.66076316550346	19.8504966912038	4.90904564876995	2.51776417199685	-6.47477622726404	-1.14144620965854	-10.4780164482144	7.95887373418245	11.6560338989954	12.5502925555564	-1.53330088428471	-22.3537541465344	15.5126999858272	2.58345573054475	-3.34006282061111	-11.3591086074677	20.6451544753305	22.5266131083446	-2.23174199915121	6.94611298050634	-0.939767541024447	6.53893687004555	-1.36240808654274	-7.50487131603359	-18.1532800037459	-4.79302977406152	10.2281497276047	15.0454717659646	10.2583069485157	-0.107201821347397	18.3102471015806	6.32065413509656	-0.777426500172729	10.6644995517944	-4.42955439097718	7.54438436405223	-16.4301893224116	22.9777212158203	0.840259673157465	-4.60159848935275	-3.94731013285739	7.29565168128228	-10.4723449012745	24.5589433412986	-6.53533548391568	10.3651011070562	-2.54431454996151	-1.47239289649234	2.74899648910124	2.62783597098746
"g8"	3.95701745485471	0.367404658903318	-0.0414271820816643	-10.6036909095707	10.2147424923769	-1.19237003407916	10.0620832985916	8.79766650202859	-4.22916143913558	-15.0342610705822	20.8990325399064	-12.3817284595767	-3.18670278390915	-8.4878438751303	-6.32955580181371	-5.51866117374639	-1.09832886985536	15.441921292882	12.8684520865028	-11.4325149855535	-21.5152841935994	3.97576475514215	-6.68377387628469	10.2347637162859	-6.28704401779559	2.99743051989506	12.2293735270958	0.988917725051724	3.65951534051836	-5.37722990773121	8.74326448118056	7.49994786711211	-6.78914380940957	7.49363679554202	-2.13147127225029	-0.705177139185155	-2.48140670951233	-4.74950276592025	8.38240018837587	-5.24380463526893	13.4889566050797	-15.5805289943119	11.4583760842632	6.20867041361415	9.46928330431576	-16.9967662727851	-3.44351850213158	12.33060828895	-1.96380903075865	-1.78953868266035	6.03845870349963	11.2799948549873	0.39295886605129	-7.15953731117464	-7.01097292339945	3.4756980816778	5.55570280457656	4.39580702348278	9.89405928727275	15.5186791655594	-6.2070051080475	-8.7663788597737	12.5716075009273	-8.09457274623858	6.26982084268517	22.358947202073	-6.11935457972521	-10.1447040896829	12.3816859918854	-14.1395126998964	13.0012767963524	-3.93340073459221	-5.65171192145885	7.3158559579603	-3.60513864495445	-6.17275757465557	-1.79607719026425	-11.6358350264124	-7.70906193129041	13.9719717666611	6.29322094301031	2.60777728354787	-6.33591344512373	-3.40606682951619	9.78035459039292	11.0113855662427	-10.4961215351141	-5.24443047253207	6.94117571167371	-13.9587574838972	-12.7467273750946	16.716012965246	-1.07636488936428	-0.153047751304853	8.50944597954837	-13.1161373214469	-0.553591867485338	-5.6556766318207	-6.05815378783208	11.9083952647439	-6.10541897026251	-5.88573250659053	8.96803628336901	6.38047261722398	-8.10179546948603	16.1830428017588	41.3916314347688	15.1966712862864	9.87542176361179	1.88419818004434	-3.48759723245549	-8.02679676836243	9.97621790351144	-8.16168539730003	-8.80001003840607	-1.0501874180961	-25.0889156577306	-4.30111644604749	8.03142454245491	-0.816806668161846	2.09194745876819	9.39573877511326	-8.41748918025788	-21.4148656298968	13.381546072503	11.102034964072	2.76027658040689	-10.593855889553	-5.3769215806794	3.97312495379989	1.17512940405239	-7.96044300235056	-11.5597272216031	10.74580652824	9.4258533496811	-10.013298959458	-10.5589605891041	-5.93231128817518	12.1639557892547	-8.22664658976928	-6.59769430424167	-1.1767231167641	-8.03137731792107	-4.98028223781149	7.58697094006478	12.8861738645891
"g9"	2.60312572699751	6.07008451470602	-2.95770901814622	21.2652835094133	10.0192909643424	-8.25703044186846	-7.67572651677376	2.81352556601078	-16.2498938971549	0.252862978110834	-2.20504901455113	-20.2650739093563	0.157666091748446	23.5503736731758	11.3943897742463	7.89910746728213	-3.57802956124491	4.56252248921606	2.83752934328562	-3.505178213457	-10.2660862183215	-10.0865533249331	-14.6998638103529	2.47751147654981	16.5705401854957	1.67343875834802	-1.37359196371499	19.0692415028437	-16.1910220494005	0.749704143830853	-5.36072685104004	-9.70617806229273	6.43318026582539	10.6632815819224	8.91382838326092	-0.304795498699845	-1.28886457780572	-1.28730788476067	-15.9001763986121	7.02302488481234	2.92008000629487	16.2060016473815	14.9343502437123	13.439199781066	0.154993423701835	4.7769606218152	6.1142348042249	0.836544927814906	11.2859618049935	1.89566377696196	15.0349294380008	4.74049057657409	4.29246464726267	3.49227980504377	-5.37974972343129	6.36750923014193	2.4833648871022	4.56291397855792	6.66455982016949	10.8472750482959	11.4139841939827	-2.40563417153918	-9.40023973116894	-8.15686278984171	-7.99472748461982	-0.559019531940681	-15.7016996138924	-11.3789654252439	-0.852628335915579	-12.4806598208356	-1.35319691885833	-25.359537954517	-6.81264479681117	20.5818155781159	8.67988949808799	-0.800702555592647	6.80808547512478	0.877058211695227	-0.210641402569893	5.2662787149561	-4.21475020637008	-1.2087508017105	10.0942099397018	9.67624893989485	-1.24575732737863	-1.206040799765	-3.82761555810267	17.852857139542	-17.5906267842307	-8.38837278317897	-7.04558295623732	-15.8561448929886	6.54523627338871	-5.07510466074264	2.7491126067864	-5.11651295271532	-26.5694385690487	-9.20511214114642	10.6379472429317	6.63749772612312	-9.93295164095204	1.83781685397005	0.68568293096811	-3.06486706614065	-1.46613636711658	-1.41152000007271	-15.0038493151752	1.43054456024388	-8.72889655259997	-4.66764009654205	10.3150822020767	-4.7065543952398	-13.4231120537845	-3.30639003856459	24.9213231169242	-3.97964687975577	8.92191342971137	-0.260388560886558	8.31615210884989	11.6036917450628	0.335493378829955	8.65357050821313	0.546968711324969	-5.0824215639038	5.4809702803992	-10.1030796717582	-1.12886807089786	-22.1472039803841	-13.8738130054938	-3.13759689136044	14.8297254620295	-14.2463849964345	-4.46501295420614	14.4308776275714	-13.0716969153169	-1.57950376369445	-10.1206683044067	7.06148512357621	4.57593377120675	-4.24957229284675	9.26761112093551	1.02354522332062	-9.01793585745168	-16.7032229860803	4.1052595198694	2.77581348963863
"g10"	-1.10209739266119	12.5947726394456	2.69955898656139	-12.2068372857137	6.50266531799175	-3.85505733472397	-11.9773091874114	-5.95880722509997	-12.6078210438129	4.82117498948177	0.976923934788299	1.10558026620281	3.06583526009609	13.6773623798632	-10.4859300878896	6.12827683121578	-2.75677216936525	-8.94596049332752	1.87280061008319	11.2341009343446	-3.40546244349003	-1.14433928612503	2.1342057014428	-12.1128165611421	18.2767043448029	-9.5703345374912	-22.2109359604351	4.14127573097305	13.7775839717825	-4.23251779695314	-2.07432746028542	20.6524900562512	1.70143281948941	-16.1806955069786	-10.1355859904103	-13.8073275810544	3.50551476301843	-7.80562265413012	4.31325725877352	4.09099082796056	-3.96777660252682	-1.17100565812435	5.71559714185723	12.1930573024433	-12.922088920304	-22.4166693319456	-1.17393774852716	0.981670963927128	15.5179373359407	7.52062279728522	-1.49098263139664	-4.19177842251377	-7.29180977682484	-2.7676840383911	3.07196990898039	22.0505144422295	-9.00032065016791	3.36427735686325	6.56792577459959	-10.3119658555789	2.68760736199918	-8.58289769437395	-3.48084228421185	4.94091696237966	4.96216419471621	5.95597591000697	-10.1782945820336	1.79802666094523	-16.0064001587564	-1.48862407548346	8.26511652683977	0.73043021083213	10.9291998766769	16.8817532176663	-4.88815655416927	2.58049663599505	1.6787536155853	1.27801856889188	-5.62416024574502	3.44855101735944	6.59515008112255	13.9427294989939	9.69629900857925	1.60483352528928	0.926818634664371	-0.00487980661491723	-2.35518861346411	-1.07742784830107	0.539738305480964	7.13492467340225	11.9804856217516	13.7550169910359	3.30228594905332	3.48722327260842	9.2658363172994	11.8800245805391	-5.63559225346209	7.66707556294985	-1.57341265525435	3.47875107992827	-22.510366207702	-16.8240732137324	-3.47921432337539	-9.69428058615699	18.9434785512349	13.1178775275796	-6.60995116548782	9.2127725518543	19.3634513315972	5.49707861760506	2.874747429829	-4.1156119756786	4.21942944403113	-19.2001612941691	-6.57005486248138	2.05504590491423	4.25868472788809	10.8686866746441	3.37750738123891	0.439146195966385	-8.14837027872541	18.7913397536537	6.88228747952325	15.0989667355461	16.5770589350232	11.4329591945689	4.64415560548277	3.46055907059542	7.4592259068716	6.30045453223171	22.5874071387048	19.9189784764488	-5.58450581105165	-9.69598386685059	19.9762931692104	-8.17917142840886	2.58419915243495	25.7145788215943	-9.14670528250289	-7.02723899086054	3.59806176588166	-5.92209483308276	0.590484688284735	-1.98042579347784	5.15834559468297	-12.8210069082904
