"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"ctrl 43"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"	"case 43"
"g1"	9.3456681167258	5.3440119294808	-15.473888086587	10.697130652645	4.18698100926521	8.2685070004088	14.5019913518701	9.47934798663538	5.66585264572251	11.087497579021	-2.02827071957802	14.9488081495833	0.175218479898095	5.53157385659741	8.79379375402089	12.7299483670459	-0.805776742029253	6.19414105321589	-7.08175477924529	-0.88075138211375	-15.4123377193007	0.418674753353616	-21.1382182305979	-1.03698074545715	-3.14691168145319	-4.49385878989245	-28.4811024525093	5.63686400923363	10.9168221086973	2.00082158982214	4.62646140778206	-3.84909050280442	15.1838394860801	-17.6953712081275	-1.02247075220238	5.67260602915511	-13.2944822218552	-6.34044262593192	-4.96941228883708	4.89413937351924	1.98325950705205	1.32560628708067	-3.58366841146109	-4.67944970933274	-1.69563671045703	2.52900487463541	-5.86851702013242	-4.84118682043008	-16.0492917861019	-3.96552014859616	6.46685665951252	-3.0865589489049	-0.711662131717863	-1.18566969351761	6.64867670863943	-15.1527048082915	-0.995637794128694	-12.8043781090909	-5.76031782599014	-13.2554655048297	8.42410182908742	-1.99690366060298	-14.2086456321333	0.0721417747061921	21.7665765281313	18.1050681258199	-2.27398572556999	-21.5463600335514	-14.1117349645853	0.112942590294185	5.40958916610383	-13.9883529825901	-0.381764908653016	3.96827335637076	0.608992417326701	-18.1586760255216	-9.81035831029261	-7.49908566546382	15.4293672170731	13.3325401602417	-0.916783253112005	-10.3685525643962	-6.90268233627601	2.42706931499648	-8.92830574588494	8.54535532579514
"g2"	-7.44500976164485	2.59511460420016	-4.9470947612985	-9.1823165526968	-0.923746414905689	-26.8704823410965	-14.7221448661934	-9.26316786216825	6.16178933716735	11.7546654039282	2.47163673805369	5.08354283701204	-0.041858613716451	-12.9045041297645	0.109174633859649	4.43258648369478	1.134363112488	0.0950019544656704	-18.4580599116155	7.24641399946828	3.10678504443119	7.48924906113804	22.5161020841441	1.48131747684252	13.7738498330324	5.78588632983035	-6.09384197999672	5.30511395651334	7.81648859018846	-1.5983839280776	-15.1708206077831	13.1986684159476	-10.1977146453905	0.504145395755196	0.360154357097863	5.91477541470163	3.29869831200703	3.95133292481272	7.12903862722185	-3.94609616992268	-16.9106327256561	11.1848909202579	-8.35770776942092	-1.18407303748477	12.825028454271	0.552622665503553	16.1532361551954	-7.83045587535004	1.40247173179912	-5.00083437784037	-3.29680121403514	-5.29218897867235	10.9782326220262	-1.48261592966569	-7.20888238316488	14.9364983286704	-9.4196508281167	5.99107004055106	10.2138172233748	12.5332689114384	5.43124503649092	9.07095984585322	17.7418024389285	13.2798731362854	10.9526510526787	12.5507293432723	2.76395189069918	-4.39937844048628	-6.77593510418866	-6.89395276127024	6.34008846187196	-12.513348305098	-10.9635642750105	9.48750472978396	-7.30851063537243	-19.3924949528539	17.7732042473171	-25.0469686774583	1.044615258146	-7.73250460297889	5.97795455917997	6.3547996172374	4.02365293372756	-12.8509143278467	4.12893690592909	-0.593704859042805
"g3"	-6.17120707054794	-1.12172729783826	7.71896533835996	-3.42416834942567	5.26062446409866	16.1190975242526	16.9566177158078	-12.4379131201264	6.71503257817946	1.09113508784655	18.0318840333576	3.10928601267185	-16.9190935090683	6.96360803054786	-13.0629326821238	3.29169312646922	-4.91293533812306	-5.76158050177275	5.04522701623687	-3.00252340171591	18.8169225684657	2.59542680153017	-8.8941424674923	-6.74125232636968	-15.558000608414	19.501501706023	-5.52112841545871	16.966479491783	2.02021880970797	-6.74729268276301	-9.71935325360231	20.428028245109	15.7470380360472	-16.1678132817176	9.43073695426088	5.17222219040395	0.888798449706957	9.99395537161616	13.3623545098507	2.48687882854936	5.00707250627875	4.54495874476152	-9.33438172021328	18.1108171769643	-17.7705447083319	4.48219289080673	-2.12287270021411	-10.6583308021661	2.58276351847872	2.64623618274742	1.20563224199329	0.501325217160395	-5.86766182328844	-3.49348611092905	2.46879311130469	-2.46788528523664	-4.23727099336359	11.2388182252684	-9.51233495831092	9.80154257495843	-3.88968624341578	-4.03591000520673	4.47734520256024	-4.68391076449854	6.54293451018315	3.75696785883396	4.45781447411823	-8.63379925091395	6.03316218994496	-9.5119928324265	-4.0020904689859	8.54479228156088	-0.939327760370285	-12.499139271938	6.0497510146791	1.28613465536306	-20.1937995359164	5.81662659943967	0.743823350408853	-1.91234359040881	-1.69555297691827	0.430109726401528	4.95723420517244	3.20292808581536	-13.5268974784262	5.76478513617908
"g4"	-1.47574311976603	0.953060619045476	9.428291335907	-3.6918570823386	13.1058295430322	-12.6445942636586	19.5376579021071	-10.457003326331	-7.25734920873027	-8.27007007105318	14.0707158655616	-1.97843059420102	0.81601366713197	-12.3693864973458	5.93672609534368	-2.42919232506258	-10.5246070900982	12.4941770634293	-7.00269576971929	5.68900726216859	16.7857255161009	13.5780276701084	7.54789048724547	-13.1330502671867	12.2535291990441	-3.12853621842596	2.72039281889491	-0.825243198966136	16.7628313129164	5.01277203420148	2.13300943181992	-14.5169882413276	-0.350544529095238	0.628198412282991	-20.7263161358784	7.20109135337077	-12.9627235936391	-6.58508233062578	-8.96361141015881	1.805438474414	3.68181088945092	10.4775934633099	10.2263006526808	8.62881492104172	6.12013255765551	-2.90215999598791	8.97999503060819	20.7608389867541	18.6819743500778	11.3985551062005	5.03687703347676	0.948377312722509	1.02029164193172	-29.9810042558161	-19.7180481283778	1.64867553396013	-1.80765707993992	-6.68475029807221	-14.0899366209186	14.9710755821482	2.05778244867977	11.5374723911347	-19.0779442814103	-7.08796821589293	2.14598208875495	5.64799923622023	17.6564197793001	8.31741309254493	-4.30579525734635	7.76521185745825	18.5061721008725	-1.05769522828294	15.460789274873	9.43959026551116	-22.356433209419	-1.1729487187691	3.34221829534464	5.52001101232497	-8.16138583399396	3.11367555697095	-1.83725676734379	0.600572112930063	-11.3154478990162	-0.507094463859596	0.394254802662823	11.9654527293883
"g5"	4.24886187370093	-0.279624582005177	3.79261171824325	2.84571674829966	-8.88628695713777	-1.3301838931918	-0.508481713624523	-3.14293254351395	10.0090272018949	-2.70346669429716	-17.5187490999791	4.85009466252766	-5.06649301002038	-8.97620507757086	3.73193137277905	9.09927247681421	3.34361438533497	-13.0727589811843	-13.9319692252592	-21.8357906852315	-18.1212244363159	-1.12288247044905	4.54894569465855	21.9664615804837	1.80251305051525	15.1056349762887	-15.1978588776275	-9.91667873342788	6.44826184716741	16.0520252379965	-4.18465953959268	-12.3241118742822	17.1767537274323	0.606881101461518	0.815260773010251	-8.16561973484148	0.440796615488677	-1.00317330379049	-1.92822451719837	15.6203135860305	1.44200620584963	-5.02602577318085	-15.0764364083316	5.60621379792003	12.5922700912935	-4.36779050971025	-2.06219457132182	-12.9057360487922	-10.8615570414951	2.9830135790241	8.35553953480543	-10.3148089803944	-7.84442186132061	-20.8413326536909	-4.03463192883176	1.91904286214	-1.06337617847228	-13.1497990059307	-20.9856257296807	8.21636089009973	12.4685926844444	0.0610037827464016	15.3779655657153	-9.89078919500655	7.38493614540808	-19.1156193326834	14.9788741159112	-7.37257592747246	-6.55548238095685	11.7158436854983	-10.4350326025654	1.10947050200198	-7.85705025273859	1.32335188109446	-20.8755871085275	14.5341462564972	2.75752098566673	20.1195454180649	8.43506570508926	1.80237635241534	-2.00251864207057	6.02910580337336	18.0743002471955	-0.795679384764374	9.8851206345245	-16.362428064905
"g6"	3.34643676876586	-8.00348156044996	-2.92665962205285	8.28241405881555	-7.79521581083162	4.20122460199987	4.52130056178382	7.20972389477779	-7.69590761327586	-13.2491925214963	-3.30346849725124	9.672994797337	29.9107621771268	9.18955155842811	-2.96595860806724	4.49326587934719	13.6682785869072	-2.26340748655323	-11.4110136305028	9.07444406636085	-10.7698208454702	3.63511941525261	-6.94796742092752	-20.5954854638243	13.7374535403696	3.78662433509795	4.81516902335293	9.47128117146463	-12.5509070266682	17.9304487522875	-8.2185091319686	6.74222449369218	-3.82962675153955	-27.6323022203712	-1.49322143437423	11.3497294975651	-1.45696328624935	19.2527274777895	-10.1264664328299	-0.641888671226047	6.50868270441074	0.401383702162197	4.04850838496211	-5.83632259152855	-4.43966025277078	-5.97823923330787	9.01568462315432	3.8749671829136	-5.07058366163126	-9.67666201676116	-1.94231897234679	0.140057015555093	4.70157069182497	7.88304063985561	-9.97231779972889	6.50975677550519	-11.7781437673585	-14.894269239686	8.85441434279714	-1.24796492803321	0.725427019853386	1.08710428885925	-18.1292441249425	0.845264886532806	-15.9069768885346	7.35394663943565	1.54452764418861	-8.71486710186486	18.5464657483089	19.1911380405236	-19.2703524916226	-3.22659625908555	7.42217978437966	-6.53556797369475	8.1507344732829	13.1274848156988	4.10790710082245	5.34787031000896	2.34016181940593	10.1651777082341	11.942213807677	5.27615005242248	4.76531005108855	7.70851971073407	6.5588518514529	-3.32851801438447
"g7"	9.04938710825036	7.83458409404492	0.402686333699922	14.0832553494324	-2.31357723551742	1.98540356569319	-8.40224403884603	3.71824486781889	14.2180459588893	-11.0606026958049	6.72402880192508	2.60368061756547	-7.52451844405243	-0.479290094798907	5.09112378712614	-10.1935428592147	15.5135293404242	-1.74616413654596	-4.10549091494615	12.7612060318353	-18.8518617670675	10.4455650740692	-13.8399443180157	5.569418087816	-10.9055863840451	-15.3548560187779	-7.41582627503743	10.0093845406776	-4.07461780725212	11.4750011321999	0.235328327528525	13.4269010802197	4.22180341853672	-2.39029994311601	-9.18195703603251	1.56405855020885	8.85099575475355	-1.27379205366378	-11.3092685233369	5.11051894873888	-9.88338892485063	1.76368857597571	-0.917232028611823	-6.42889784589929	-0.31639321264326	0.838932037920295	-7.92774944939787	8.29052730687092	-0.0512193369335281	3.16725438669697	-5.35249427181691	-4.38585808191237	-3.42438694869531	-3.96501670621494	9.20670140120662	-13.1758850454451	-7.04687241721232	15.8147975695132	24.1291216897423	-6.79754107047034	2.22636337555419	4.86088687081765	8.38882963707053	-3.47506334182461	-13.5891184931051	-1.37707686842742	-12.9768899122476	-12.5411190208188	6.35937172593666	-2.63902488484193	-5.20476953390389	-1.21998649105269	-14.9138056829917	-8.81827218804778	16.581949947823	1.25366830608434	-14.4005103267544	-21.7684292412168	-13.7455413796419	13.9457472980892	-10.3660033932441	-4.19213426801442	-25.8986636103089	-4.87986557952465	-7.47208076337239	-2.51579441378415
"g8"	-8.02224608388765	0.438383614675852	-3.9324979591768	-14.7712987849099	-1.54612088975269	11.7249504301113	13.732353033626	-2.92363864118557	-11.424856751234	6.65340668150216	6.25320947052404	12.8398040468057	-4.04052870429864	9.37867943956648	-4.94946004993606	-4.90994568528058	3.34001565977326	-9.0403244567692	-6.56002378310364	-16.9188640547914	-0.0970665145970026	-6.69589665894039	13.7164481968871	-6.79361716008091	1.47307731386109	-7.75048698864086	-4.17813772273848	-14.3562908344974	21.5443459785317	-2.29717173532283	-4.29818919690898	-9.07957104888294	-12.9956529196187	9.31271505624825	-0.561075053226901	-4.18112177379672	-4.92558678046324	-8.23439859946493	-6.46421724129781	3.85461309364161	7.8102910768367	1.77306204768159	-1.77031591285392	-5.06115667319387	2.6651582620519	-16.9101961875975	13.3413330530925	-12.30708932298	-14.9806703115298	3.35745743629534	-11.798910797302	3.42575313734436	10.2317029814745	18.2033002212018	-6.24263627421816	20.9141961760591	-15.4174971978146	-10.1244850177008	-7.26377086341445	-4.35827865428737	-9.50026390243181	-27.8203492510747	7.57408040647018	1.41557446909471	19.5838514785427	-8.93703854498645	5.21825281314628	10.6421709782584	-12.4919104663514	-8.21859371660416	-4.10066785010375	-4.41807518849483	-1.85023484727656	-6.44719866524006	11.5084109834014	5.6611919024187	-0.35376820684449	-2.76339676318711	-3.30069093817594	-3.23674804297553	14.3060932064949	-13.2841776991887	12.8208746761224	3.89582696866034	15.2366830767015	-12.3163452455278
"g9"	-11.2080909513371	-10.9963902013524	8.21326128425274	-11.0574989923689	9.30503112392619	2.73164998939894	-12.0400445766314	-15.8381478643403	4.95131405555883	-6.17257779100927	-0.262559180695784	5.75686115291437	9.53575311615916	-31.3617980514078	-19.5252661009209	-8.22931961972076	21.8310436151046	14.5768242470725	4.81081889726279	7.4307419037148	-4.2410162540381	0.467927096785275	0.610026316826643	19.7063401846066	-8.86206705062074	-7.07255762762957	1.74537165616124	19.7630211679627	10.7265135713916	2.11895636736151	14.3083724029691	3.21117293335308	-0.946123434580182	-3.86579173409876	17.2689072715026	-0.526121128648714	-0.489684113764922	3.95666323997316	-9.8706936680298	5.3600160157268	11.5719938504082	-17.3293859539067	34.9259978027703	0.232623735834698	3.29982444281874	4.65331493721524	8.9915228817489	-13.6741379811355	-0.501936251299699	5.28429087502906	3.60254946357143	3.73575204848287	-10.6025385591654	-11.564428818642	-11.1313350826085	-2.24584849621523	6.57882985467565	-6.63993031853006	5.47561557987147	5.9975841404164	6.60267184543116	-6.25196382299845	2.45773373339648	-3.6087331443472	-22.6536825083383	-1.60880863565092	-18.7271774981733	-15.6542716310129	5.40441526345024	19.3461873056493	2.12861801947553	16.2150330421665	-2.68805342509699	-1.80413910844612	-0.338756466424527	-0.907318434210796	0.184027923284543	17.4348159180864	7.64634254658998	-11.8228189283127	-8.52165275171899	-5.05511747996697	-13.1767130653276	-14.0327063266905	2.83077523574813	-9.08325236883985
"g10"	-14.8414238366601	-2.62965938983039	12.808792103342	0.125984982554918	17.268580425545	5.66525286054171	3.26668742130327	20.0730996081684	-18.0785008717895	10.648113113493	-8.14371201863718	-5.96874862184622	3.62080760596253	-10.869120538762	13.9268655057055	-3.53116105503849	4.95503243519719	-9.15402200871046	6.39185900536512	4.4471307424836	0.505606023282077	-6.21510458964823	-11.314372850104	-1.85335786280015	0.14390945247966	8.58286433474455	-3.62699372839804	-21.0137283297003	10.5100873308976	0.195147386928474	8.4010646735717	-8.48925666881258	-13.4449206202211	10.8847542912586	0.799790848188135	-13.6755089842142	16.3284123162026	-2.04292284987013	4.06073013144838	4.61822281495154	24.448499421724	-4.83295133051203	-3.51734865421652	-10.0154531790933	-12.6055474147456	-3.3379357994054	-0.440417836903504	4.85958269750397	7.3280082791344	1.57716799673051	-8.09494861611399	-0.834416989837353	-0.226526161704142	-23.875618600979	12.9392510364934	-1.99879901345339	1.8140424249219	-11.0713466633431	2.29488832505755	12.6677555066878	-3.73953204338146	0.666758959199042	12.2605991504898	20.9164611172838	5.05350442875478	17.8085832784959	1.25953796972691	-19.8915031061435	-20.064003599151	-10.6234438018841	6.2714098593564	-4.61238585811568	-0.419308249876085	7.23152645034063	3.16115698978162	-9.33830113662535	7.48243378746178	11.2855478869257	6.28291353783155	-11.3049523119797	-12.2046503808018	-7.05427797022751	19.9886704215385	0.644621094213477	5.82484419353322	0.827727697566264
