"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"
"g1"	-8.35339898055193	-1.51445400165395	8.00833427585708	2.80050464899387	10.0358351324849	-24.4161460335766	-0.22153273996445	-5.33948617472603	5.4875419910497	-8.58716275645843	-26.4170267145155	7.39735074851226	-19.1771900273581	1.94377613439948	16.7418496976022	12.3079805872078	-2.73146756262015	-5.65047052240298	1.19208839246288	-6.20227984032039	-15.2697868766881	14.1332922253383	-8.43138190834415	28.312989658104	-11.7713264856959	18.4402570351356	-3.2925180816347	4.13218211477257	5.05890505402605	-7.33550998277242	2.99639917385363	-1.94810065982334	11.1881913003023	-4.68111351168542	-10.9268891389211	-21.4441047117037	19.4033436575162	5.68371222294166	13.5759304173783	0.287031425213047	3.07806066854737	-15.2163243964723	3.67484754093632	6.99658058599075	-7.89692062098467	-10.6313485931382	-7.94010474838003	1.19979289936805	-7.94300172986369	7.0303664025074	4.00736469717788	0.733096911182945	-6.66221066228568	-18.1038138761781	2.37253848343887	11.4580163386157	3.38242753133548	0.308459625169284	-10.7631609084795	-4.61269857470831	15.0808562559515	-4.35034473587048	-2.59540459678875	-11.7437664120181	3.33120400909724	7.11980322793245	-7.55212427652319	-2.96543688185272	-0.842529413042547	-5.77593664042782	11.4310012085399	-14.9939032332273	-17.1602229531704	2.49635829795523	21.2147965488461	-1.57971397294565	-5.78558459633504	24.3317629787383	-10.0736629816412	-4.39414889978579	0.605137911805096	-3.38227662576142
"g2"	2.17481649327557	22.5395845895204	1.32912804534204	4.584777442073	4.00124869292397	2.72285165498963	14.5323538697059	22.4294919919109	0.22544970966119	11.5290891946301	-5.21027424357891	-11.2139129527394	-3.87908033536725	8.89738117125304	6.93504944147869	-8.73086698276573	-15.9807868236726	-5.59141144595936	4.49245142231268	7.74535669274328	-1.87149893804635	-1.64854816282998	9.21288206386783	2.4372261568294	2.81796089818865	19.9460329455603	18.8589089702034	23.8146237931473	17.8813797212427	-0.025433073744006	-13.9438590802374	-4.06494731501848	-5.99067978430499	17.8606126684315	-2.77330566458135	10.5144080382069	-3.72052833226282	6.58939967340724	-4.0980373452696	-8.64977758965381	-6.06945994626221	13.8939379812519	5.52601587417788	-9.78389701700883	8.65151584959219	-8.67446584041053	-7.43256215840614	-9.36358196554065	10.4631536239967	4.25148494588701	13.2165487448461	10.8542155869305	6.50276977526748	3.97250123120105	5.70257303913468	-2.080263655234	-12.8694320776943	10.1077353370552	7.55058885909451	17.182121297532	-6.92100305905954	-13.0928621063413	-11.156122965113	9.20750061252844	-5.16498769957521	-9.08081342220608	-7.7892581783805	-6.61693450400095	21.95681822278	17.1122454695664	-3.56757989334979	-15.8926971827237	-7.12646034914709	-2.11018995480796	16.2089201372596	7.21539275894114	-2.28943967976328	8.45375390577424	16.7300472789949	10.4821361131214	7.85559135264532	8.95729724380276
"g3"	-12.3160951789134	5.11017115641281	-2.23862769146678	12.8247105059657	-19.5053674888856	1.32335203911062	1.93220037688703	-6.58188248943286	-8.74348850712054	-2.26069693911366	10.9342698230326	-15.6869912045387	-17.142447173434	5.090334622752	8.3517632078196	4.84707898699935	-7.46721545271547	3.87195251630901	14.2922581841153	9.07868525389384	-18.3124144122351	5.27251984332807	11.5920980942264	-10.2083640236652	1.58386040033298	-4.4167014217474	-10.5454299747127	2.51108461367712	15.2670119935993	18.0721468029102	9.45939656499601	-8.79493141161779	0.414457518113406	21.9085622859849	-19.7317641154397	7.60932146622645	-12.405341855453	8.09145105946917	5.23897265955632	13.1656211299534	13.8703522599729	2.70684248673935	6.91062407568066	3.03157075972322	-12.4418856467183	2.34994745457089	9.592185685315	6.54622652022413	1.51723399270029	-17.154947160552	6.44457221346748	-3.56616216780737	3.87287969690677	5.96208585289688	-7.14861258470646	14.2439417342644	-16.0229233347696	-8.32318702382674	-1.14387105254443	5.15909089882042	0.566920847722354	3.35381842973406	-15.8814561088739	11.7854185742021	-3.66718863990557	1.44356274750104	-19.5628289209914	-8.81484402942914	4.89911266141162	-0.994236053677193	6.23828992228623	-14.9160038687017	1.36326210669971	-1.2869989801124	4.42272087981798	-1.60317327631471	19.8960095343561	-17.8726700619691	0.89731029928973	12.361044522238	-4.67544332371975	-10.8498805655045
"g4"	-1.82251101320141	23.7602268696527	5.74091625135947	7.81089895165867	4.89591478648837	-0.949313144473656	-3.82341793726744	10.2805159755804	-8.93908240249732	-15.1698654580744	3.70101611908713	-2.46387273723644	10.9025652331026	-15.2888874350966	20.3854156601902	4.20911365140047	-20.7697640150197	15.5378470459147	-3.00183431160488	-6.07825165940368	13.3968617569452	6.89847645850925	2.00541977255582	18.2650291740087	-3.55295220701898	-15.5602568776977	-3.61094031712755	-6.96130121326908	-9.62834070530794	9.99443826969335	-25.6983302136239	10.3418013312963	15.7697683975792	1.03207198009892	-2.40501181453557	2.38189245858717	-23.7147618986355	-3.96125514146072	-18.7573390904189	-10.0560820257912	-4.40066241044678	1.42399318728795	-2.11206342524806	12.9652336795847	3.34368821194561	-15.7357714634453	4.16820237549301	-10.5148121983121	-8.1429621406112	-8.91851872349056	-11.7786456667153	11.3590405389342	2.25217884822845	-3.26841164795546	3.68610542041291	3.08821001433487	0.534800208281008	1.81952707809188	13.1327857831844	3.27909937199894	7.68917798841435	-2.73547917438617	-7.09941359909185	5.75416333065907	-2.42609388608696	-20.2270132612235	4.9726214490276	-5.76380082195253	3.77361792548077	-4.54941251820565	-10.4251395052908	9.57439726861813	6.10093886482264	-10.85701147596	2.58673837960054	2.15311206763234	-9.69435175152564	-9.81690853233535	8.01177466972594	-10.4056435461323	3.33701261084391	16.9985561872976
"g5"	-4.54276478517864	12.4913126167076	-0.0886942505567538	-4.9575358752347	14.9497242072233	-6.19971768497501	1.38183608667206	12.6937956106121	0.152060673967873	10.547165644921	3.15575679957698	0.654660120523875	-26.88300979379	-12.8026224498198	2.23794361888009	-9.48550185370278	10.7537389941586	-5.01502465549829	-6.21245870289044	5.10387957029984	11.1339916777736	7.23447732644365	4.31314859890273	4.69524765968109	-4.36540677481178	-0.837232246047526	-4.43036102780786	5.61114790317259	8.74257702427718	-4.57082530088545	9.50766298809473	5.18850577093586	-21.0123917861658	10.2041115488036	16.6938903800967	-9.20515352389988	-0.154184490058348	4.17461578857478	3.26605556119465	20.4746734964288	-10.8513355309941	-7.91365436244985	1.89008167382079	11.5094507154821	-5.37968872307169	-19.9752804663498	-15.0121740412275	1.50886843233764	-1.81380795672587	-13.9831347327522	-1.29815109185738	3.77832110964186	-0.620343360995151	25.3813251712533	3.3322147314727	1.44706691712149	-3.64879654042767	-5.44777618048269	-2.03449108260306	7.15580673116463	1.24392692109012	10.8483938441161	-5.49239153562892	0.610488326120473	4.20469466138505	6.8503262249627	-1.90174984668428	11.8363982796332	-12.7269233646717	6.24263746656753	-1.51491400371449	0.406194309530501	-13.0113894386949	4.00472546700094	-6.78828482297582	8.15458823861593	8.11494561330947	10.4288230682925	1.37773910019053	-6.91970936189423	19.0317582991005	5.4159547648212
"g6"	-8.21114773950013	-5.41859977161187	-9.6465586797245	3.76154013098557	-0.391677371552027	0.933859518183493	-10.2118825808856	-9.05568712401898	-7.72678433441624	9.77748838463537	3.36066057008969	-4.49706979456975	6.59855329451754	-10.9051885212734	-5.02495519878316	-3.29721850604803	0.277412645351412	-1.89652494047771	-2.60796687483435	12.7780477291937	0.125655699765015	-2.67490825673921	10.9007954970368	-2.72980253217357	6.34342332620214	1.83103944871213	3.17734169972718	4.58022227589381	-7.51019918866109	-9.36972039856489	-1.81652147354164	7.49199300398324	-10.0831543903528	-3.62148220259969	25.1092079298707	0.0219479814019755	3.84499033447004	-10.5865883608038	-2.34608735620967	-10.0631032478388	-1.77251896934665	-1.29083232710114	-14.6678052798826	-1.82386956493342	-3.39958109880679	2.66881500694676	6.19657138566217	13.5456223792404	-3.09521208913579	-1.97677600271153	9.93697440998877	-11.0831094980973	5.33765496341431	20.8358105484057	-22.4909295359281	6.52657982945193	-11.8269353791532	-8.81096304356483	12.4303699412557	11.3982294574907	7.08625786985139	1.30677831943358	0.798031409076756	-12.7755477406552	19.979654232467	2.99891770045185	18.5228632723167	8.28679284505276	-4.51824889446215	-7.66721183784973	11.7648869595588	-5.93219141070299	-9.19391852166537	6.42595073117142	-14.6833900284839	3.1919290225425	-1.47508691774377	-1.74290365039821	-4.34909386081417	-3.47812799052983	24.1188194653644	9.92461579407332
"g7"	-5.85646224282058	6.01229032649532	6.13154680633285	15.8886096454427	-17.983907659656	-5.8229663871145	1.70601435829146	1.02918688562468	14.5297248187785	3.45370796106579	-8.29899329378263	7.49852023110731	-1.27569213723433	-12.1399975010091	-6.57014729944682	-2.23084381361668	-3.01252347512904	5.44198138906203	8.69914750481244	3.31452246521041	-12.9137042850898	0.184215013816145	8.8856751226647	-7.7960676873668	-11.7019843259193	9.81227047363259	-9.10018556709707	-13.1123625479818	-16.1526298134824	8.27248378078762	8.71398009332522	6.86548078058989	6.13670620157869	-11.6830032825861	18.4925163825232	10.9334696962673	2.08552224840256	-6.52578825618046	8.53312584883042	6.77523635342683	9.29592469976135	-4.71151892423048	-2.33543812768128	-11.4553684382321	-1.57405111277341	-10.7722511568131	-9.93160985471288	5.38917515476186	-1.95311431085453	-1.48340513056726	-24.1259812890457	-1.14780415407915	-8.64914878429545	15.7959553172278	5.8352841337579	4.98481121744996	4.5370781837748	-1.99534948810629	-22.4971433184212	23.1478101640443	-1.58329600403674	15.997353857454	-3.37992924849413	2.38105930697013	-0.353834417983422	11.449019355666	-8.0160897070622	7.35404838495302	0.163312154866917	5.7898591241469	-19.7537209424766	-18.1938953056361	6.24335399129889	-6.24854346281088	7.03117276887315	-11.3453077303037	2.35985253000078	-26.4334725074926	17.3949837078782	0.0344043024094122	4.68560854910539	-19.7418958994091
"g8"	10.3970026779599	11.8371363273412	-7.83616367432508	-2.08510406484675	-5.39928590836758	-3.70582845505422	-19.6110953100974	-22.4924200149599	-17.8190825007736	6.63325891001378	-6.50107101382722	2.0133208689732	9.71272901009877	1.62656815271295	5.02924412618392	3.40988894087312	8.24698884410089	-18.9476609487193	-10.5336559361933	-18.9652775853445	4.64353242134449	-7.79734764499188	7.98379355160289	-6.85295270553156	-5.0161693454268	4.93175158515066	10.7894964388986	-26.7516176383448	-6.64098571462298	7.11586815707591	-2.73878509732804	-8.41639903219087	-11.668872199432	-11.0658688048292	-11.8716658761112	18.3449550595094	-8.02947303006404	-9.64626114154253	-4.09561371406755	9.80181020110445	5.13334896851732	3.84508204385526	0.922059104403864	6.58180034545815	-6.827729615622	6.08781325545605	3.29901022644173	-7.04917189398112	-5.88613053672861	-5.09245595718436	-9.17943058915961	-11.1351498097193	3.01034997312002	-8.08345349936055	-15.5018391288699	5.98240232696769	5.79932012179228	2.71358973716632	-12.276448627213	2.68787255544122	-1.86297866815111	4.8641769777302	26.0034845029687	5.50164377128966	-0.149837665789779	4.70862550185983	8.66401622373436	2.78747188812014	0.529160078306786	-24.578055294238	2.05316070222722	-22.5103290026836	-4.13842758807552	-3.28018099248173	-9.95796532225365	-8.36859135385668	-3.95534133216532	-5.35814782723716	13.4291610171908	-9.23016189662721	2.24999151756146	13.4052227817915
"g9"	-0.071285852191954	11.0684167082792	5.88550818672459	-18.7841534226129	-4.0587902852605	7.17417287785112	0.934052683569457	-3.6246966309294	-5.37732319519908	-3.91949238284928	16.231081649269	6.8325146558128	-2.13386047268331	-1.31928035301178	1.40449800880127	-6.32393071222298	-6.44880859225683	-2.13973929794523	6.64395313372671	2.28260115654959	0.4770418715416	26.2090544601507	-6.22915748004864	1.02555255523934	2.27138708372137	-4.12690237506299	-18.3797302844399	8.81801596904158	-19.2443188963282	16.4203608918292	9.93850595758987	-12.876780452753	-15.8891898927422	6.92178255675437	-17.6728932482274	-8.03562294157207	-8.72936982977847	7.78446765925238	8.97518284520332	-14.5865289052032	1.22531035994876	-20.5614231191126	1.53510114042334	5.40909456053428	6.68234246535166	17.1255809735212	7.23252186882107	4.34988824639395	-3.97077643034043	-3.64949226489154	0.681934190181064	16.3228940421941	27.3980463873386	-1.76842983211684	-0.030665863470696	-8.95185116677226	-17.9772903538734	-5.62192293904305	10.7641680899465	-1.58309617508625	9.49727282306263	18.9683525817315	15.473157929676	-11.4234403788872	-0.637868318820016	5.26090061091915	3.27616565029077	0.141596933867968	8.06235402913852	-12.4088570997041	2.75527472865772	-10.3555256292782	-3.43594326035355	1.68279136511136	13.3281372203882	12.8387857846225	6.29511652784257	-10.2037000352037	10.8737990953307	-7.93381309816775	-11.8737675562	-0.543738175073132
"g10"	29.854161368972	-7.98612502880359	-8.20839203746421	-0.0771277639265137	-5.76793438835944	-10.6832041068628	0.194898153931547	15.8824985927688	-6.64416866065189	3.1557532213587	-4.36179299978256	11.2888067197217	-2.72633072979229	6.87012618878886	-18.9136889118687	5.23051917265751	7.52662818768461	24.6869501236832	-16.4577404610351	-2.10294774312069	13.7787224613917	4.98638643743857	-4.57893410713064	-11.4495222437147	-7.33099571055135	-1.71315052297241	-5.36300408864043	-1.02209310623731	-14.4263558233041	17.7167122211381	-1.28421304357649	-16.107657040875	9.05424339428025	2.78733576172452	-11.0693646474217	-2.75683761875697	-3.37213829685221	5.18118251489368	1.07010112802089	10.2910917825809	5.61363655112774	-15.0255156696161	18.3716100726678	0.450699561715572	4.12760126956934	-2.38845462210773	-8.11470392378283	0.53238675203793	-10.617134112476	-8.95935402631769	12.9679752462992	15.7780993147227	0.796153853478252	-17.4846275967102	14.4604531150949	-11.9007357826708	-15.9199516871971	-9.41708939458306	4.72988938477386	3.42332961450151	2.52862980896457	3.59638918981226	-2.57092750772877	-6.94578167009343	-14.8746396302837	-4.53315639418486	-2.2729863592735	-2.85422289052685	-0.385000558161552	8.19066234741883	12.7361449416712	-7.6669117963272	4.59536008018981	17.5243605420438	4.15812723093214	-25.4163603818161	-6.94869593064925	-13.0295955574377	-1.87648947490351	0.361384784689677	13.7808564656393	-34.2205987393978
