"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"
"g1"	1.51309428311119	-7.47633941332808	-14.0723449046109	-9.30197606652231	5.77622875680748	-0.0578635832620563	-0.787637866595204	-12.0220928302072	6.88962693369548	-33.7237798551241	-12.7049754327068	2.5936611487341	5.54369645145857	1.2452047293166	12.878740611678	2.49030667367171	7.65605387316635	7.85944899674679	-3.08086252053268	6.57238052422638	-11.3077912196967	4.63691274217061	-10.5886009120971	6.28241892324615	2.17031942821147	2.15029998707062	-2.16255303113002	-5.07639824583084	13.0888054763509	-9.7098352280194	-4.89145747502624	-15.0357492995806	-4.50922788111909	6.65146136961942	-6.97379818169288	-3.58096245373773
"g2"	-6.34071737216233	-7.46119715505601	4.32275087793198	11.0638342172459	18.3430166783616	-2.8324670643692	0.167365855322014	-1.82804228547187	-13.0505436481344	2.00067693194025	-15.3552041093346	-3.02832957912577	-11.1992852816456	2.64355198117078	13.7473812169724	7.05454276899976	5.73720691086858	2.42164771784888	5.59004994893586	3.16860547140873	-11.0441697215133	-10.1329229613373	-6.4700604416401	7.676632017539	-18.3206925972159	-15.4565281592473	-4.72830642148514	-1.74133244090343	2.65208363554962	-1.21149023139443	14.4860887370559	-22.991472371683	12.5523217414833	1.045713064159	0.196285742899324	-12.0892792672126
"g3"	4.28730946810515	-2.12253178975693	-5.24219223560249	-6.82960951677329	0.458823491140816	6.92084937047974	8.29085271283721	9.76101456007784	23.8944410515913	-28.444279897809	3.17358717314625	-3.27047339540787	-4.32838743709751	2.99628286678322	-2.26810305303474	10.0000549749092	8.59528365630389	-17.8653926599704	-1.08608959142989	-13.6947010419695	-9.48257085992493	-14.2918581012443	-12.0441883965246	7.87157877327631	5.6799294106077	-7.82922770929697	-10.3390100767312	-13.5843709718484	9.16488886483423	0.638838855279539	-0.101627623651206	0.551534145072332	-16.56108780921	7.25090016819957	-5.5199997628679	-2.72503158135062
"g4"	14.312129718054	1.58143162967746	-10.2358446166572	6.29998891556146	2.5355730559361	7.99052243195492	-12.4780815925665	-1.29045845059209	10.3026276907412	-4.68142441407986	16.1939097787887	10.551766032573	-13.8382214254058	-7.21703784472751	-0.552264956325747	5.06132932194505	-3.93499335232686	1.79397699418081	13.2600617507256	12.0521706859432	11.5596358724453	5.54902903140512	-2.87880393982695	-3.88111620953028	8.72313472117982	-1.2366537872223	-3.50316623168552	1.74674377905989	10.7580195291746	-4.79457484665995	14.28252604723	-9.49596932367121	-7.56982372351911	9.77668628717044	-16.454767035955	-1.429048599951
"g5"	-11.3617884929654	-5.54206850025868	10.1413376800602	9.11142258266436	-11.1895526158226	-20.2732824849549	3.21459189352407	-12.1562874263843	1.72923588410477	2.47462731502463	-13.5390730167786	2.28972473032563	-7.57288441660803	1.94283400447697	1.84678458854427	-3.90248562023951	1.64899404129907	7.21265135774538	0.795083876531997	3.98808204932002	13.9606543659047	-1.22381374607629	3.95000932652467	-5.72100419540152	10.0774540468474	16.1241904362024	-1.87727522770078	-21.458594136316	-2.64491787290631	14.2045144090172	-13.3605135365345	6.56050265843227	17.5349600156416	21.2898680886112	-11.7550317191269	4.33484045194086
"g6"	6.10114799024524	0.266928625942393	-5.46046543563195	-10.0386252671371	-1.87105968748558	18.2309517821288	10.3212329113734	-5.49061689512411	-7.17843851903614	-0.418470189337971	-4.00199183640783	-8.39020608488681	19.2437866161338	5.5788636407758	-8.58253443818229	-5.78132073851177	1.16142111420594	-6.80494406772101	-0.427360102431009	-2.29465507454659	4.5098262712254	-1.80629199709888	10.7451675226306	-8.45989796739538	-11.0829568904973	-2.28172571853469	4.40267262464503	16.8643199745318	-1.62351492015463	-0.783878218843584	-8.40488168531889	2.75124872066937	-3.44268785331355	9.40044950325109	13.6152541592145	2.45702372153786
"g7"	17.5935538610443	4.53193178110069	3.64550672154395	7.26989509840091	1.95177149407122	4.23556189613405	-9.74506988796499	1.66791224086871	7.24878376611362	-0.0379058092086652	2.07233722749941	-0.592641304362646	-9.42652105207957	10.967243718337	-17.9396186995918	8.4550666929212	10.597207873271	-6.99383337770075	-8.58194777018478	4.20879331671386	-9.09586168272884	1.52175338822673	-4.52265488262528	5.67113985017418	4.17537933950926	13.3263120445758	-0.470357596451777	2.71355977220851	-9.13706937919401	-0.405444891041733	2.61692335769902	2.23480397775262	-6.83022744400864	-2.81786526975908	20.9838564066049	17.5346361563997
"g8"	-1.99106403080619	-3.61056394816333	-11.3194706257485	-7.91946562584838	7.7401977588318	14.4312063576393	1.57849397074755	-10.1017500549378	9.94594389204453	-7.83216115881214	-3.956349147943	-3.27236867080347	28.8523007348609	10.3695305303843	-1.97148625735083	0.626164374092132	13.4169137206864	-10.6650511710787	-4.58153489222512	-19.2239587805558	-5.58906380291322	-18.1579645558181	-1.23552616681626	-7.88099120865449	-1.42657439004231	12.3273841160835	0.241374586525061	-8.6855146921299	8.21424776873666	16.2805162908094	6.05662776424715	-0.0204912621932492	4.14633740833544	-9.92234204365513	14.1099973520723	13.2381952331618
"g9"	-1.89605103682533	-7.7031859667041	-12.3338085844059	4.13751174645022	0.827972431107539	12.6903590636579	0.708739932531073	13.032777438294	-8.97200489073301	4.0470544746294	-5.96737813453686	-8.51169744852888	-4.02668319340517	16.819990651622	5.74920119408891	7.4097906723381	-3.11305718050218	-0.748860715388185	-5.52984409665188	-9.28610987823935	-1.30071195275092	-17.2209681564573	-5.00956430614269	8.04002562739746	-0.278071661683692	8.46795678097412	0.676452558119123	1.3795625514401	-5.17604013565082	-22.0002468671148	2.04794512838137	-18.09165116355	9.67904197275885	-0.818141715605544	9.80689279184471	-3.87431988990486
"g10"	-0.813370255057495	5.54392571896927	-2.21712525350082	-1.82292311904605	-6.55306296522142	-11.2817903673579	-3.84182856745872	-3.78772480136147	-1.15284606489863	-6.42697753496482	1.50833247216235	-0.821727129662111	15.0954981916856	-3.4060881707765	10.7747165518187	12.8901102770189	-11.3352247512336	9.65433137936401	-0.462268662592773	7.95854030026138	0.878534270181674	1.89824166964984	-0.801150315497317	-5.65401810756259	9.35794939477472	-4.0081788952757	-7.11621247882589	6.05657275109773	6.87962438823271	10.0339736183828	6.49230807878023	11.2463496031853	-3.68272620457544	-6.69747211538168	1.34117613646453	0.169596746438568
