"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"
"g1"	15.5908741536409	-14.7379951279928	-12.0849631461339	11.1925586862653	-18.2541298207139	-5.99412401986624	-5.38684851422385	10.611024397572	2.32746552430876	-1.17235908681471	0.510456276163232	-5.1024617183634	11.2293478122617	0.621053162593233	13.5679519536303	11.1796982003254	-6.9441218707493	5.42265796841259	17.6833104828334	16.5391657253616	2.76556256154121	-3.39352702161595	-3.90229603502245	15.0712347085075	-7.6479609691838	3.82646884806619	-9.50270157781771	-4.97218724384805	6.17326932012398	6.82372854510532	-7.81796798814358	0.543073527403206	15.0144430746858	4.42522763068351	9.00024932202832	6.50242099744732	-17.1280815786324	1.79524983281543	-13.8351330214508	7.00884783315425	-14.36872103683	3.01501424100037
"g2"	13.319182382341	-1.27229233907515	6.26298290027927	3.56504628186601	7.91404801839881	-7.41584098497556	7.76854526524022	-26.6515147071521	-7.1694398327704	0.748772819478193	-5.45844438143553	2.50443911197466	7.67550691469921	-4.57035738020357	-7.98030868013252	-8.04836623055204	-5.93900890921901	-8.91663740101741	8.79507426502402	-18.0401428108323	-2.44161295104723	-8.92214367101623	-11.2934710985127	-7.26130745711295	-10.2266669162102	4.02489516514268	-7.87450270361648	7.06971822313704	10.7942618399322	-14.4387862552747	3.48457540874746	0.132240027431966	-12.4208251353056	15.2822925641359	-0.729764399001674	8.33491410041497	2.46484068692556	10.9563967525828	-15.3725368660422	-2.24815055793064	2.7875888268109	-3.92426248024998
"g3"	-9.09723581984943	-0.34550896163705	5.84169773590965	-13.7099646197557	-3.29630346153322	-15.3023851995831	-3.41916274847841	-6.74231664801717	-1.75788435764679	8.49267767713363	-2.75320660848971	0.640285082238176	3.48838761361983	-1.44734626097512	-12.1335217383657	-5.89598457894837	-0.358323294097442	-9.15753224350885	-19.81155772061	-9.83428862259313	-6.68481351907889	3.72684786263789	-12.2184553704764	7.64953564778228	-5.12859587560685	-0.222813315316972	3.12303021338298	-17.8181225489241	5.88685739813814	-4.178177901053	-4.99093297220169	8.76487437896977	1.38695387236256	16.7205772873752	11.2790189208237	14.9700610952573	-7.51377101123008	-5.39040879546187	16.1856946197048	0.508328678044384	-7.41589818650214	-0.659290752217932
"g4"	3.33454883253002	-4.46702866400055	-16.0411139804972	-13.3577738488889	-6.12301406941666	2.39119815958216	-15.7924422917827	0.130844787820515	-9.47802843815706	-9.49733244753472	-5.63392783947605	-14.7222141083546	-4.18778266335437	2.9069025312819	19.2368379156328	-0.911766669768919	-4.86782798498906	4.6452607910659	-3.75393356205792	2.38276382474158	-10.0096584785191	4.1211955622864	-6.56188467122568	14.9906730829457	-2.31136192753375	6.17580058585436	1.54938199973798	16.8632643750765	3.15901689306544	21.7771843616	12.1403767218902	-9.2526557644929	-2.75309798082925	-22.3742277642487	7.87886747581013	-7.16515588527538	-0.686573655024353	10.9810691854766	0.975637492181615	-7.95782069518872	13.6678282327441	-16.0225363534853
"g5"	1.80012455914698	-10.3614709353212	1.24547434320755	6.0147207258939	-1.85702201698356	3.25696131846205	12.5505041634189	-2.21739531461732	0.817704775992953	-8.96025744330858	-7.46718470569646	-5.64401587851762	-4.58676831262078	-10.2858259627749	6.92771482352356	3.97746910824607	-19.4062103486404	-3.10107964593171	1.18075778158247	19.5793722944412	4.29065088445676	18.5082443241485	12.2199219350024	-12.3294499009159	2.33764260219262	-5.45442461451307	2.69363263820641	14.7188219757564	8.20753932796464	11.7627691464911	11.4014103407448	-4.58468578002186	-4.10220939429052	17.2868155735495	-13.0709768419428	13.0188349870182	15.4347856842196	-8.7868040150767	21.7790248356927	-1.60686907766493	2.7846132368967	-13.5329989622873
"g6"	-9.93613173712193	-24.3726838554486	4.04692929884079	-1.4241880216631	21.7871651763672	-10.3084892728925	10.39227297778	3.03694803146114	15.1560173661677	-10.3250470335624	10.7147312391632	5.32873152060537	-7.11558342280116	0.561656162740529	-12.1299578718209	-4.36225953669324	-10.5099912945063	3.66122001706209	11.8790335311631	-1.88151702235049	-8.22731666348868	5.84351770122547	3.11251174125755	-8.91757834036432	-7.54447748979443	-14.72393519815	-4.55702322924213	-1.06735669237648	3.32814167933263	5.20787556241155	1.90497322689232	-7.02580496358697	10.73230840567	5.08334591043618	-7.44627532378478	2.6715514151995	6.13018452450085	1.6312618476258	14.8205006303522	10.0062189385058	-5.3805673683279	8.35612467425238
"g7"	-4.69690715471179	5.80449686595294	2.39750869932458	1.25760016150643	3.97310390928714	3.00242661592125	4.29940516906895	-1.21722220209553	2.7442084366808	4.16128315799154	-6.38949498040264	-8.73180878264334	6.70798897592857	16.5182597909139	10.2800812458743	27.07812653274	-20.2982101434429	-2.03879555055523	13.6298347621874	-5.54863567701919	-5.45987482560003	-3.03815629263276	-1.92478511910003	-18.8746037719735	-0.861664406020788	2.7244799969751	7.93432395142711	3.07373828303389	6.0357428730143	-12.8476087940616	-5.9882957860243	8.50467726774003	1.45272248865047	-5.09569074875996	-4.13125329851434	-9.79625489513347	-0.901810138983354	-13.7363915185574	-7.88092345270909	3.5394643016569	-9.26441853075869	5.52860266135232
"g8"	-9.32557859653799	-7.87572845561418	9.04609973369439	2.7075567281933	-3.83259352535219	2.76478639051142	-8.68936701277988	10.1435841537747	9.5862817394678	3.31440733959544	-10.3617660036302	-9.68495688568678	-1.00198242223286	2.8952979396813	16.6002598701084	-7.31371826072276	-10.1108510693204	8.47236432239439	18.9962403011105	11.2995730184367	7.81802501403991	-3.81645736138174	0.608406771305873	13.0817582727829	10.0650090798513	-0.673484333672811	-1.45589335922409	4.15214033992078	-2.02659404693234	-11.4055684362538	-21.7150177140403	-13.4872085016025	20.3771299823815	5.94057025588044	4.12747647876894	23.6551027714506	-1.24503195565363	1.95773220240726	-11.0730293015761	-8.14624792707754	-25.0104818210314	2.50471242362547
"g9"	-6.71677947236168	-4.61715922019701	-2.81627357946862	5.4156700817806	12.0688038447077	1.43023875431539	-10.6637836447077	2.33033122593284	3.65891660375338	-16.0024886931318	3.39887701538889	15.2318700049845	-8.3677378118413	4.23503413885318	11.3981173181194	-10.2512096309686	17.6566273595698	-1.53877126623586	8.79457884432382	11.6902025559427	11.347274070981	-8.55835307526473	-15.2133643348759	-8.59560459953045	-1.73096940709006	5.74577310394646	5.02685677045983	10.2160240512335	2.05944830823412	1.45581105014079	-5.60723589975971	-10.4943852300699	-8.70216266721154	-2.55169680798434	7.80802390269011	6.62844700316376	-21.439756739427	12.8027934284102	8.49458553509127	1.87206923175166	3.60543251170217	-24.617011910272
"g10"	0.64548780072989	1.54233881039955	15.3584639379596	-14.0425546979719	9.99764481448422	-12.2445810438145	1.4489052857526	4.04242880892085	-3.00259990332099	18.3760584375098	-1.74502221132271	2.77267993620515	-10.693933115418	15.7471178660166	-0.484150319264115	14.9107078697291	-10.5921136329685	-1.58171592488957	-3.20628107180155	-7.32379144177913	-9.0558463260541	7.04473449990935	-0.816906521820316	2.38264561040657	-4.96468618401327	23.0499742341216	-19.6481195937699	-14.0779379760888	10.6139123965542	4.87577680477567	5.48561673745925	7.79096078094706	-34.4812278960901	-8.69831031839326	8.63752970238392	-14.207731795142	10.5545880216864	1.67185704860022	-7.62848489465673	-12.4527371352551	7.20152826540029	20.6967100483403
