"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"
"g1"	-3.40295941010672	-3.47399654111282	-24.0022798342067	9.13660176418575	5.78037876564346	12.5875958988508	-10.6716377212731	-3.39952541806023	6.1872405583491	-2.32203678293945	22.1597982145703	-2.8529035330323	-12.7813886832573	16.3538439648672	-4.8860453859505	0.762619204802364	-7.97084962108507	10.6340959414923	-1.40599954557906	5.34195643650984	1.77317551393217	-4.84524893349254	-18.3508164471339	11.1124560544801	8.61467247120491	11.5939329066131	-4.13361464868351	15.3217040473932	-0.71920326969569	-29.4013662740972	0.373804287920165	5.62348140952685	-3.609877075537	9.82353168054084	5.44286310744226	10.2627462782872	7.98473381572872	9.07754038924645	-6.3761047419632	14.8211255441924	-2.00717199005538	-3.13590765104542	4.76615358929645	-15.8850561726645	-13.4506561523488	10.4003865497459	3.90070470484184	3.91670556041813	4.68348093305364	8.14953152348592	-1.49610201770391	-0.251131350196953	-2.90963376490538	14.444019121922
"g2"	-5.06581403174273	11.7174079762034	-0.360111206425028	7.44428749574143	-3.49381100065683	0.96541293430859	9.50490526637716	0.531009613926205	20.999805766107	4.88432687095423	5.46544899190552	3.78290067422581	-20.6424588720744	1.53948777797188	-7.25751669172324	13.0434963795992	3.60384925668928	-12.5345504922487	12.6920388645212	9.96791416887573	2.65113093455911	-2.91942463033436	-6.98823788656881	5.09216731430884	13.9735836382654	-15.291678824757	-2.72987315122522	-3.83551698967683	9.26940637743004	-3.25382601309116	-20.5427629844493	-10.2853619474343	0.154202577853947	-13.0558672067112	8.52155220528987	6.00017220185861	6.16006599420305	4.43574584552857	2.43172847705655	-5.41805518573752	6.4903300167784	-8.18218507547791	8.307079949685	4.8962550740563	-4.20149575229902	5.74545091307583	-7.56042945639179	-12.5263628510372	-7.06600537100364	-8.80887513549074	-3.15849123692338	8.38142488518088	-7.44432760376053	5.02785924592389
"g3"	23.8374353008939	6.43112416386603	7.58461286448006	5.44319962172799	-3.48409747597902	-18.3140850813508	-9.68909869431494	-4.36504272544035	-21.0564802156122	12.1905343365632	29.5377369114494	-2.24519653997893	0.0986793906162163	-0.714876025410007	5.3925209845807	-1.59795809949473	-10.0196207749368	-6.73032095421353	-5.94651606745529	6.09829763885401	-1.33761913832589	14.5016872655232	-4.8713117111718	-4.33548366341276	-3.46539692190232	0.449860323164303	-5.88584653851498	15.2499318850575	-5.56709062947705	7.0624706270904	0.187137500918404	-14.5296580731941	-8.92799566634736	-8.54576403524936	-9.11710941863914	1.93164681957083	9.07698965783082	1.23374396936409	9.22954288634062	-17.0770949045216	-22.6024076122451	17.2258469764672	-0.668163204078108	12.3194083934208	-11.3031502091354	-15.3101356666623	0.0671814166213754	8.03214878341908	-8.34488724717116	-1.36112338491034	12.6945432142129	16.7324966742601	-4.99543437984887	4.58881242687975
"g4"	0.716409196063924	23.6217302181623	-3.6338654549031	-18.8060235655968	-18.0914820581057	-2.75697269438163	-7.51217528519264	6.06970328418721	0.00263789792027999	1.50808479072868	8.16430442572049	1.99595918945121	-10.2659384268643	2.64872165719716	7.43925051357229	-7.44810316554033	-6.49515665098426	12.11133142348	-4.38517435600312	2.61336793448088	-4.76960366105881	9.43864824165568	-3.5311017786468	6.38073455728526	10.0319781300921	7.89629225904809	-10.0095590408109	-10.3269644983542	4.54041981406416	3.30029886633477	5.33817209141587	-17.4275043727824	17.337513978761	-9.76813668270195	-8.11086296889588	-15.4556009742951	19.8253731595267	4.1043628938925	0.965874191931821	10.8807720836482	-22.1368465912666	-10.1133758292666	-7.03895798936398	11.4024268742778	-14.7751080705777	-4.05129557538251	18.5168909665008	4.71830263889542	-17.7923472514349	-1.61390974357317	-8.12321948060986	-18.5742012218171	-10.9328519009889	11.3160422552301
"g5"	-0.837599278358462	13.1232579299948	-6.30978754428385	13.3756981830957	13.6456882676014	-10.7730092615215	-10.9144099710374	14.9681288787939	12.8080803970376	10.3583290614483	-12.7527292454623	4.48750021467461	-14.9703221148357	25.8444041894623	6.88267419399773	-11.0431497713187	-12.0508381819595	6.33933163985988	11.9762719163086	-12.2955803087869	-4.05181941569391	-6.76023004345026	-12.7004935576035	1.72422145126445	-12.5396917844306	-3.92333046639431	6.69118118743099	8.00584330026789	-11.9552615413385	1.92966006796808	12.2472108254356	10.4539829533057	4.07376497460991	2.40271022724415	-7.28966809255348	-14.6460138420838	-1.77448030773311	-7.37084458441976	-14.5019502612395	-6.82018312717249	-3.18966164549331	12.2259266147988	-1.84472191584966	-0.238192647788628	8.37299334444882	5.5648552858483	-10.1718003018681	-1.42812536779967	9.02592545912297	2.73086802978182	-4.36491393811964	2.48605636490815	-9.12016220343446	8.91104693085496
"g6"	-8.17669232944569	17.0990198765195	1.12778633483782	6.62954631158595	-7.55784714124281	-7.06494764184129	3.82179173037902	-0.0466538015981079	7.82238671711175	-7.05230121008505	4.14356614045406	-0.428722552301247	-10.7125678126549	9.0577484089107	3.29357786589743	-20.5151097188723	-5.28984241998161	2.75340835313775	-0.925872687192218	16.5483165796173	-4.05490830761582	16.84008151376	-7.11984252628004	6.50592492888248	-1.49844340355189	1.55281390780471	12.1986176949746	7.54037427335471	11.851690369329	-4.08832672408114	11.5592203120983	-0.655535793346385	-18.8449142364382	10.9986782473739	6.77785024627294	10.5991957815842	0.316617250394443	-10.2129820012417	12.7580178582734	5.22802182733606	-12.2227900220132	10.4939798522944	-0.184904272130115	6.77750051946014	6.29617195285278	10.737818604488	-1.99147260406151	16.7675316141744	4.06996112109893	6.54485642034455	-5.77429236775442	-1.15070926493497	10.8805304016323	-0.908830820283081
"g7"	-16.876953614893	-9.11294993805747	1.66604407389356	19.1038871389989	6.75398400172312	9.25106404805115	0.259801205047906	-3.56588840860003	14.1807334064659	-15.7626033015051	-18.8244558957477	-9.33346977843156	-1.44567210000278	7.90746576081488	-1.89915364713599	-8.10004518383162	16.4726401064066	-1.05606809155337	-0.367392031912025	-4.16605616716694	7.11640727311254	-20.765364081806	11.1102388037333	13.9679594566654	9.30889628274727	-4.55294024453596	-1.46482380895927	3.71564375977891	0.340797787087027	3.36576312657651	4.53708561754117	0.905014741125063	-6.89930321351679	10.9618276318495	-4.37513456665657	11.3494451919214	-4.85561652966282	7.72808446962839	6.20505584340354	1.79981864283065	-7.96461609417873	-2.84428632633413	4.44403044675652	-7.95222324461059	-1.51536867632327	8.59768902795598	1.74548710474165	-1.82891120196725	-0.337996270992267	-7.50560150413479	12.8730006563901	9.31304420430727	5.03651263512731	15.3581695608196
"g8"	-9.46742589769407	-13.7942612815991	9.04296794115793	-29.9116359688053	-12.6558326364334	10.1016181794359	-7.47298062375535	-17.2421116496952	6.84201246676477	-8.4436047731592	-7.67300113177676	10.4491030233368	-10.8430231952144	-11.0460730157849	-7.91013681487843	4.59469507156875	4.10796636465299	19.6509733454787	2.99954058461054	-21.6421537381511	1.61936391267575	-1.45400562455965	5.75578275278679	-0.00864624284753217	-10.247305739248	10.9788462681989	5.14196853670712	14.4321307580971	-6.754685210301	-3.56123728183575	-10.3035905273403	-14.6472071185175	0.413008362726528	-0.848407869742032	2.71693808913159	13.2915170013671	-17.8243913122273	3.50760030917725	0.154749417367701	3.29940081810886	0.758101914437908	-5.2924387863245	1.06662790684645	2.35431027885217	8.43366346962145	-12.1965158786743	-1.38303899308834	3.32155315341978	0.0439974987682265	-26.4892692170852	7.36350648853066	-1.0771308801143	4.69583357007222	-1.70220304523892
"g9"	-0.909777284049041	-5.92987412805718	11.6585362334404	-7.94817227213877	-8.70467673363521	15.1117672629732	-13.6655295329754	10.7615362868697	-11.0192111902741	5.51728328871764	0.841287560676697	-8.59177851113318	-8.41491640775365	4.33094475983242	-8.7822615596712	16.1233651665681	-5.89917756920356	1.63638629930084	2.44207310790471	9.63932029060297	5.90888972875857	5.61383586307962	-5.73532580436486	2.26791727637285	11.7928834497526	-11.5815393672726	18.048463357118	12.3059954520223	-15.2638770004949	19.6464733369876	8.57716284859869	-29.348351406483	17.0187999507933	-19.3958139639582	12.3201948500116	11.4798689228014	-1.58129084601031	4.88045092113604	-6.66565749244126	8.71061880426081	6.03804837980378	-10.9160306006331	3.07769629316906	-2.97127179110123	-8.41474617728403	9.83780999310813	3.77957290752836	-12.4769721439012	0.572199131053691	6.17626890784559	-28.4403977075914	-21.0575122900982	4.86477780412133	12.5009752748696
"g10"	0.282133099461309	-13.508822205295	7.21870781803979	6.60960309021486	-4.35665124419461	-9.51443316688146	-1.21100795423376	11.2826173545136	16.6474302792937	18.2060587349415	-5.91462089006488	-2.19439572569111	17.393405985419	17.0657903210823	-1.07669224921507	-5.23531559421264	-8.19817591980894	-1.89413060206604	3.75771274775162	-10.1364816818474	6.7498444114189	-0.0112968804472228	5.12933181782315	-6.18829642308114	-24.547968320328	7.2632127526986	11.8014501535228	26.8050710950488	-3.50333283925595	-6.08744681118916	9.71782848305754	11.3621855804422	-12.2744754121399	-2.75221965672434	1.62791233966235	2.22950348738289	8.22225386400302	2.32577695020912	6.11152832687897	0.645201595517235	0.294989757348409	-1.36214088223756	9.16363024565309	0.268810297963608	5.14997165180764	3.30303632331416	0.91873860505705	6.70565406259574	23.9711863297795	13.8435378310865	-0.370261560225249	-31.1610547553104	3.98423283263506	-1.83519207712808
