"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"
"g1"	5.21541990415982	-5.90808264487115	-6.06028971514184	8.06081030427975	-10.293875851368	5.32662777874693	1.50573230414937	11.7765594398879	8.40762614508897	-11.8138512605365	5.19326742101993	6.01404977916013	0.102922331322425	-5.72462181011871	15.4708576495062	-13.7948694648923	4.37447760462689	9.09945689344524	-7.4280196070435	-9.79672084952488	-7.59238272492227	3.52257601582106	-3.81291957812562	-10.6093654089272	-6.1029503096928	5.73363323876802	21.2076738714177	3.3013023751385	-6.31237805268647	-5.58780085442411	9.22088026503443	8.14985443226406	8.85729340923108	14.4835732031434	4.80737712540451	-6.10275569268285	-2.99019486326731	-9.7727241354061	-7.30062851466032	5.73064962246248	5.26188567269809	5.37136060699123	15.621204813449	9.10418003245344	4.65642570740584	-4.22537226600897	-5.8099186664177	30.4513391859535	14.2601088344172	23.4088549035774	5.50204532024887	-29.4922116779899	-5.31406943291613	9.39930211374489	-5.64324365528744	11.9347876080751	-11.7722641011697	13.4939789072977	2.17111521277255	-2.98189069975238	2.23974392598137	-15.0669613661009	-2.42336897700173	8.4231475689374	-3.7682176304394	-11.8373457175083	-0.539833255956134	-14.5900225651966	24.2288882782217	-23.9562873856014	-2.33543443195539	-2.7132710638579
"g2"	-6.00454642180246	4.59024224446249	-12.8550833628501	12.0877449178757	2.7092915137705	8.51574429793867	-7.2929061624305	6.77027698876823	-23.8134701206269	2.24471251178218	2.13761927492438	-17.2304648232423	-13.7701483503475	17.4196240433968	-13.0154806810443	-16.3921237186746	-14.9376427401405	7.11696862259656	11.1393164815622	-19.4953889453868	1.59461359148666	8.3840997619473	-12.8718735641812	0.306076322654389	-7.27729769945908	-7.67244511416661	5.48537546477059	14.2472105588615	6.63885323261946	-5.50702742437667	0.627751860886999	-6.40369215465925	15.9983652609985	8.56423136144994	-3.57087024934019	-11.2253476899585	-13.9336662350356	10.9014973357671	-13.0888740446517	-1.37529781871264	-9.47473298898069	19.1117117864632	-10.1493689294248	5.15377638973527	0.182180767808362	2.79583941567058	-0.370523424767309	1.09987964542201	-3.45392557846445	16.6843509977231	0.388656094810497	-2.33968872090369	-4.96458794150096	-16.9179711219993	10.2985487625672	2.9141408244375	-8.91469526326753	-5.68339731011087	-10.896364247699	2.64395780455039	11.905387357576	32.5146420823742	2.54195308071144	5.35633386866053	-17.883156977202	-7.53623159472173	-1.14022883673248	5.33404110544194	-2.2007658201927	4.15261240800732	3.77447602891545	5.97248549642641
"g3"	-12.8401714015642	-7.16598466740121	-20.1449042230424	5.62085686787077	-7.88708948327725	-9.12211745619439	8.84389825859323	10.0983310456994	9.40496584188382	8.57856937317715	-14.8998389991193	4.26411829591319	12.2292003091773	17.0822203971156	0.156264534008902	-5.55721943554482	9.35486941405846	12.6372259495358	6.30242806481229	-3.5089322919517	1.45414852053652	-6.80350419371247	-2.52659132138479	4.94964246546666	1.64384251120868	-8.22510146645541	-12.3152078746285	-13.6858570051999	-4.01947607965469	-18.6872627910336	-12.5079893755163	2.06793575205655	2.25008920837307	23.395746801619	-6.74736751631948	5.76277437065243	0.309903710986284	1.07160736428795	-0.334975848887509	2.80638653492765	10.3801986090481	11.809112122238	5.19589674288454	21.9744835664957	-3.57359544880636	-2.67731185523404	11.0877376804904	-1.69617336161871	-11.4867548428998	-5.16752340212886	-1.69341899893505	-2.63870044332578	-11.8875669620442	0.978970674311456	16.5756421194251	10.2274547360169	2.07455900751211	-0.650098675324705	12.5510874805914	6.59266967793804	-17.0280986726019	1.5712336647337	1.29213958991633	14.5452306229332	8.3058937124773	-4.64733223708209	-14.7426616634662	4.56133422690292	0.213297056634511	2.28893666153129	26.3673124122379	-6.5397169447656
"g4"	7.01746979233068	-8.44978314504224	-0.895494709988037	-9.53768981146153	4.81311435628988	-2.51244554409562	11.3583735471497	6.06829249116884	6.93379062822097	-6.10529912744814	-12.3912336144278	-10.4338818813074	1.80748664692962	-5.91485001068451	19.479186612804	6.9666211947922	4.46472080249638	-2.03721832418404	-14.5300488174676	6.06249338368451	-7.1140543740974	1.61429920596007	-0.895517195073361	-14.428484840245	10.6289641041595	7.78925474549419	-14.2272221014452	-19.5538622716185	-14.6653461197388	11.5335402397383	-10.5667789119067	-0.544391311616325	-3.91286171611041	-5.36621196248291	5.9951460063556	-17.9719393592222	14.0780232708143	1.01598030229211	11.7274101175631	11.7182407418447	-4.03584420521189	18.496934693503	-5.4731881608852	0.00225689154492686	-9.71251076628377	5.74168908560852	8.33054883621163	-1.48503284101457	3.62433829191491	-9.84899946334289	5.57651071160344	7.65176017319121	7.290893931292	-14.3728719167476	-2.09403908479018	6.36047742048419	24.2272689999573	-15.2801726270808	16.7141974179382	0.997683685897978	4.51968121252156	-4.2531256153233	0.981389171691463	9.71444964310379	9.32183077736287	5.56227153191672	3.49861477990938	1.91438504191877	16.8573525779091	-4.11378717809239	21.9876283669821	-2.94375169781842
"g5"	7.86419146536155	-9.34828356045968	10.555138390215	5.57858533471712	-10.3062253826013	11.8075049504122	-3.60812397595376	1.81027830898328	10.1261832831779	-12.7827587807367	-2.2676694502737	2.39180150052349	-5.92715597988796	-8.60139385882522	-7.12817766115609	1.13436657814484	-14.3095549345836	-7.74626691623559	11.3092378856831	-2.09768608888486	0.123307312015763	9.88338868540214	3.46768302233044	-12.6642876737552	-7.70938332850885	0.408693894073434	-2.52046654449229	20.7833169622847	14.1429055391567	-15.7243954958897	0.158499908257723	24.0582542738927	-4.38760114526284	-10.5499344731757	6.19487159015424	-2.40914407974593	4.59881397593194	1.76840101659002	-10.914792746602	2.17083511044767	1.93287384109586	12.4540938536503	-17.6411137989216	-8.58694333584648	-10.2519670532856	-1.47252647249402	9.07566434748085	-8.66788165995825	-9.1135360972446	-12.560260022138	-3.83680818329028	-0.277205544900355	12.6474392537184	-1.2926268851169	-23.9713258387637	-10.0833713535047	6.94277728369136	-4.66201727974585	15.7596159420839	1.54697329934154	-4.66875766377167	-7.26619424449723	-7.03837076053858	-12.8391481623823	-0.434906703408003	4.84234753227707	-11.8276633622838	3.75037131810698	-4.54643704142347	18.4255275472574	2.23223649287451	-4.89802645219282
"g6"	15.7449359524757	5.35251553147518	8.36695044969111	-2.53957803800346	2.75188509340408	-15.5174201812331	2.96047142475197	-8.09913940293496	-7.0367558690937	17.9106742316149	-0.149670094942218	-13.3224975387106	12.3104193062759	-10.9135333072246	-23.6033192843078	16.3455468462017	8.3556185386848	-9.17648874755249	4.41669777082014	-5.34705671621898	3.94428619787113	-12.1429503156038	6.19818554042205	-7.71776556407652	-8.30244486559961	-6.17104511396613	-0.354859938343194	-2.35219304779745	12.1206962838249	19.392206661454	0.624822835697063	1.15168220971457	-4.66355928945	-1.89242954329447	-6.67934870487048	15.2511103176522	8.8759637437528	-12.4991025943773	-2.20766025961451	-1.62829833329267	19.7918189119067	10.4983320666053	-10.5079203390841	-2.63464652119228	12.3545328829214	4.73288701768121	-15.6393134709781	8.08749222995199	1.03636534608283	3.98608471640844	21.1868313866178	4.44681431155389	7.20447541508543	-0.715037541022727	-1.82071020484477	6.90610660520963	2.22394239586517	3.82797481965659	-10.2327673870113	-23.835613576639	10.8634569077568	-10.2048706566345	-13.3092169563213	-10.5328079064474	5.3350839031504	-0.211491466301167	-6.6851151151488	12.8769835771621	-7.16314624146409	-0.400003083358204	-4.78431364285022	3.66797002560303
"g7"	-7.55906511680468	0.338110713003423	-9.73486441964836	-1.35414292272059	10.2273494595845	16.6606496943062	8.76638466475587	10.5323097981979	-25.5641059929864	-4.75983405464298	12.7830099147954	9.83322890186301	-2.77846623397192	2.61657619576046	3.10734088969788	-18.0392416136778	9.08628819942139	9.68016532321061	-4.41513797931285	-11.77818285257	3.65606819411752	-4.18850917894099	-3.12523041499642	1.78768090096926	-2.51574729245087	-5.9434714433753	-5.42916093808992	-3.88896837770041	-11.3742308731359	10.0905332658567	-8.94531387379575	-10.8243894902729	9.43127676772081	3.67967680843158	-4.91855636104452	15.3099426608897	-9.51061478367502	8.94362993430577	-3.43388728303016	-0.297042712162434	-6.81349905370633	5.29192609105836	-11.4764181130705	2.03222141736003	-19.7775938628025	10.4984446063745	-8.60777470501762	-4.7320087900872	13.8674162312356	-2.17736716019416	8.10212468087886	-0.475858810114811	7.90973679982029	3.18678264663988	-11.0041076272578	7.92804627102267	0.0669675524083849	-3.20526163979813	-13.9742597721598	-5.60683039060533	-14.8641542871604	-7.38426919492041	4.76118065526329	-10.4392112354254	-4.64693561916441	-11.0718637487755	-23.8446911650585	0.878549369482266	4.8912323439238	-11.5973896911065	4.45425061683962	16.5067670093504
"g8"	-11.1714943887402	-0.480379864330703	-15.3737378281514	12.7193261818112	-5.28179005677166	-10.94929105659	-0.108032511086226	-2.70675180012526	7.66598467308094	6.47043094655202	-16.5719544137058	-0.0229226829590198	9.6644894437518	4.52588420491756	9.21536517057178	-12.9222608230839	-2.79243240953286	0.373606503579477	10.2304389360515	-4.79307977673828	-1.32014537007136	14.6419477245422	10.0734246326552	-5.87806447172337	-0.794260600500713	-11.5301797460497	15.3519534835768	10.5576130840737	-3.53875620854862	18.7007901822881	22.7774651476672	8.66487679776007	-14.5275930054904	0.646927072204849	3.91242128002709	-13.1412202814163	6.02975223183458	-2.21226103827136	-6.61267870067939	-27.3550505718164	-9.77516700567101	15.4015842940922	5.40368147499052	-14.2418927468684	-1.83418172020521	16.3453965189297	-1.63822895019389	13.6521327698961	1.71665479502827	-11.4951049716486	-4.84141344627852	15.2748795626463	13.0197759212694	-3.05011139091457	11.8375672843587	-7.72320630599926	18.9807646449745	-4.60301546934701	5.3117077349823	-4.73553822811482	-6.0161893643571	-8.48063338147542	8.66099085360599	4.70890717500778	-13.7842059310452	0.657249429081842	-13.4852732432721	-5.69703445078999	-5.276283149369	0.547464222136245	10.2721215450476	-0.939857069645506
"g9"	-5.11378343844747	-6.25730497355692	5.59364625179759	5.30588071470996	3.69952388059419	14.1644997199098	15.9130441321476	-16.4373450440502	-3.72391369153075	-15.0235403475692	0.728740517271837	1.98465640945555	-5.2618953546631	2.06924692988869	5.39437790684717	10.8078729936705	-5.65548935861601	-2.43467874223003	10.3806310628133	0.594174517855106	-9.21737269656025	10.4893915240455	-0.218179401703834	2.88528690642171	-3.0025187440127	4.04608139027359	-2.84997061018026	10.3504027993829	4.56902595890027	-1.8562736853816	17.5980986435238	-2.38165810848553	7.45702820830885	15.6390845458572	2.60558473897011	2.66406374018272	6.1221191888868	-5.62248502625268	4.76272161316489	1.47042074977553	8.61273277382707	4.15034669674687	13.5530704059824	8.67178035346467	12.0822999125936	-6.07016897597245	-6.27507660228185	-10.7073684143882	0.200005575663458	1.47494558081806	2.63223154508417	25.6486722520087	1.13813248985185	-21.217425081549	2.77930090321579	5.68662740357541	9.49768728178344	0.025905503087092	-8.72670569332595	-2.38415911127538	3.19781482374716	15.7761894330781	-15.131955477107	1.05286391966017	-0.994451163142937	-8.60450026830326	5.34677366847991	6.06860319737233	-2.33994337348719	7.2364325253664	16.92785029213	6.94093971351165
"g10"	9.4576052375226	13.4520814556936	-10.0142376794242	-5.09462427631165	-13.3324678025222	-11.549999123223	5.25869780498243	8.79032946131555	-2.58063200638601	-10.4079429141535	2.71779954563646	1.82296186504992	6.71755808668647	7.03098011393884	-7.53614085278117	-2.03999290803532	4.69553884187556	3.36132473523629	-24.8729723248875	-6.23640325937207	-4.8493800327083	11.4178449365493	1.66780558986703	-0.210152151700199	9.13023166286522	-11.6379449514174	-14.2372099694208	2.73591050702799	-7.65607819329666	1.23808281662964	-8.02093050251753	18.3235214006974	17.117962006788	6.02435635440578	-0.560702249069532	14.4100114992472	9.84081211910687	-20.1765501248899	21.2958515765687	-11.1263804714	7.22135696827295	-24.2460392814032	5.765201893406	0.457568875791016	12.785882632405	3.85634395844088	-12.5492710621904	-0.862153046168606	0.200280984503529	-13.0653605348871	-3.75197765740212	-3.70047542937263	-3.48080710166393	-12.1003270690839	-23.3271286417679	-3.71836234979253	-5.21883233170179	16.8309550585926	-18.1372170950876	-13.8629241221726	-3.57717974249928	10.3897246667545	-5.76885305295506	-4.13346696820067	-0.902558022890323	-5.88298058101756	-11.5840425766957	-8.35810173595697	-8.26297073953459	-2.28007530588193	0.879966540087953	29.3739465999206
