"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"
"g1"	5.03903853408892	-9.56560327242541	5.52591271979514	14.1308850224923	23.8714958528579	-13.7812868578751	-10.0523432067068	0.923573994679187	-6.33462588557649	2.38017705785126	8.93136179764381	6.00809661708391	-8.14888230744169	5.70153284920222	4.8313019574483	1.39550784420466	12.8912334096137	21.5928165800603	5.86522486977849	4.68514164282621	16.2159117437533	8.19382040851788	-9.26897101229323	-7.16445723419376	5.18324658292892	1.94204402602213	14.2860312581086	9.22964914943799	-7.88504027179884	-8.19916128430552	6.73776740493587	-4.28105077079143	-8.9561650153693	-1.73860991540685	-14.2853632334935	-2.47148472619574	5.65756635916714	13.1798862664311	-3.17081929527394	-12.7797706409918
"g2"	0.102845246332902	-2.58848799649596	7.83209689403139	-5.59623235177002	7.27111463883971	1.93575761963152	2.35260320146129	-1.01340286198289	4.43053224053562	9.45008701079275	-8.19011697410346	2.10112672132017	5.11388656865225	14.2804305101128	10.0686748540562	15.362753778991	23.664875901099	2.85284031195292	1.36130048208739	-3.27519418275442	19.3209852310571	-2.70146665280275	-9.39146945485607	22.0032388977464	13.5563953836529	1.37705390535139	-4.70852673366266	-2.71521153206111	5.69864304542759	-9.68834876160679	-0.944080499120728	0.529940956878262	1.81882049075421	-7.31683129855763	-0.865285688367017	-9.25908702815413	-2.85656801820277	-0.695529963459408	-12.5995721610176	-5.88639093735031
"g3"	1.38720051746377	13.5576448429149	-4.63472249414769	4.72555055528729	0.0668939360837804	7.28387583590372	-2.52798573452161	-18.4689421988029	-5.73354803057978	3.07550846205036	-6.88409158848341	-8.63088182379142	2.92927145750149	6.89673653483818	-2.10030327407545	2.38534014129409	6.81667700463809	10.1230362821208	-2.77184293163354	-4.69196545948662	-0.186886085543236	1.74050751042807	-8.92493648816926	-9.90390245745326	7.83117796678928	-2.2703494904276	0.957536711781368	17.75416845905	-17.813289115273	-1.26645824536736	-6.78748619023339	-15.6748910371716	-5.18200882459484	-2.59797846416334	21.5501821541972	-3.94487409062193	-15.4528221072685	6.12108692374442	2.06768817767216	11.0619579624856
"g4"	-16.8240095028782	-17.7859580699428	14.3564621336155	-5.77396249330391	5.27538600016608	5.22490722550348	-12.297501057312	-3.37487701552374	10.4775893331342	-24.0492126070311	-5.76190495025252	-5.71841933678278	-8.05124505646061	-0.43049927697562	14.2308431441638	8.22531415620347	3.90253391405288	14.4861633099452	3.52408556797413	19.918658974414	-10.8768971482443	4.05653150460898	22.2330246214198	-0.476324141375461	-0.0925606365251872	-5.84856167369712	5.00598809846303	2.09446920678322	-4.93480688606065	-13.4040638540539	-0.972226421492166	13.6633313299474	-10.7066762958883	-3.130064932619	4.43693503694788	-2.43833369567883	13.3546386317483	-8.61143351888425	0.86638775472162	2.66915314820039
"g5"	-6.41497518508289	-14.9181090583963	-4.13169806887003	-20.238396899933	-10.7041051173074	-8.98977088731829	-8.37601694307287	0.173613071125713	11.0962736690125	4.48271174831498	6.33452428184792	-13.4006512532686	-8.3214594653015	-9.02634212604521	-13.3771131420567	-11.1780594599377	4.44757312048923	14.8715963428202	-3.69308145078717	16.0276994343934	13.4133825177092	-6.63937167009954	1.07752501357961	-3.02371962526784	-8.73107038793798	-18.1759308121687	-6.10267633300303	-19.5665232260508	-17.3209869166204	2.29461405991989	7.8795488335741	18.7710865858511	-12.3829722369006	-5.076829408219	1.99592645955218	7.63415080249681	-15.6073722250198	2.17696182024421	-22.4396920084187	-2.76875723278151
"g6"	-10.6387141960228	1.53605016695622	-11.2979100830312	-5.58465041254915	-0.36624150281756	17.7683691883339	5.93388811908585	0.865052021494839	15.2916690855391	-14.398029485607	-0.988211682829857	-24.9293558063661	5.74518342056815	1.78125092171182	-7.66177243279335	-2.42055279996959	-13.8726878090573	3.65536008601559	14.6094923056978	10.8973675437861	-4.72708703664557	-7.07590200475047	-0.185653483029498	5.30213902558584	2.59880262984447	-6.07000358752266	1.39761006272286	-3.74054162448259	-9.95784673994456	-13.5170608990788	-2.47764162602104	-1.52969315480837	-8.74247628721527	-4.42523119689767	3.39700997008817	-8.10863409225567	-0.0310791520766611	0.120024672264479	7.67056524221033	4.1002793627325
"g7"	-6.97137235743041	-14.5291879500284	-16.6464734358957	-6.59154947923241	6.66105689772337	1.15595411427415	8.56324617710487	-8.01466119233399	-1.43473119364905	-13.5997342591908	-1.06932063641777	-3.06695216841348	-3.31034281376061	0.219974662364747	-6.75726659439562	-20.6271670808667	-4.0204448327252	8.69390582109189	-10.8880165952472	3.39696635741052	-21.9123204292576	6.15475235187129	2.92194972003299	8.42978961423945	7.19476432436721	0.813392063898088	4.39059211156107	10.5504235393247	2.723228262771	-11.3797242917241	-8.87186492277863	-3.73000076322531	16.225480062784	-4.29981407253628	-0.792880708372706	9.85631706515113	12.6131594727308	-6.96239653914131	-9.0439265016371	-4.47769763150465
"g8"	0.889345351165168	-2.69237930872335	-3.29616325949769	6.73543636704934	-8.26223056848069	14.140371845231	15.1917611033747	5.04511276801832	4.58096886265749	0.446213420296185	7.84346852824139	1.8873261632473	5.97778364873465	4.71990613335077	-12.7681579167724	13.3307251226325	21.2122044967158	5.32173690529503	5.86990166548528	5.81683161186213	-9.11079076197027	-3.75851646674738	18.6132023294084	-8.86116918162765	12.3037161770865	-0.810883908063308	5.27878176110714	19.2811296949235	-3.14403187031854	5.87763466081589	4.62503319981569	-6.75627972870026	-0.222949987151363	10.2759708304073	-4.78330270227242	1.96831921601172	-15.4681551089513	11.1475825524929	12.426944338247	-10.8348453775654
"g9"	15.0753957979971	-0.3279267566306	5.03980423903144	-12.5567952458742	-4.02561172078894	16.5403472313561	-25.453770919535	-16.4336206986045	-4.66132451589518	-12.3745937382477	-8.9159599514612	-10.5162165878988	3.66574875675524	-1.65025870550295	3.11568642212986	6.47514905733966	6.36672432793649	-2.36367620196925	-8.81543504277282	-3.71796370992527	18.1259056244463	0.107052971459426	7.83634073113127	-0.948938198184354	-15.1911536646299	16.6241331381594	-3.89766556226991	10.9170859940135	-10.3967782441915	-18.6938033549235	9.81503324308083	4.58337935549097	-7.55176421987395	-1.0669710035135	14.3037452266759	4.17108159753566	0.468301709733886	-16.9608756941281	16.679316027179	22.7413804716558
"g10"	0.962627213688453	-4.216483646674	-7.54291817992602	-0.199896641669749	20.8580691740017	4.0793741456031	19.9402326322205	14.2714088042655	-0.85128124338098	26.9627977305409	7.36880019940925	-10.6701497318052	15.7594581175985	-5.30644595094206	20.2555114253591	8.16459599768315	7.73229167172073	10.569262798961	8.82566504484623	5.7433149489266	-13.3038853669125	10.2471660463583	-11.4842929404241	-19.4945983110296	-9.12137453199616	7.23241332735618	6.87356546549778	-3.83857708589737	2.98882986455948	2.68336585624973	-12.4238560548629	8.53281723780175	15.4615241008455	3.89184459809532	10.3561732026991	-6.47620086284881	-16.2776980087951	7.76403243341314	5.07444173542687	-14.1882108843406
