"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"ctrl 43"	"ctrl 44"	"ctrl 45"	"ctrl 46"	"ctrl 47"	"ctrl 48"	"ctrl 49"	"ctrl 50"	"ctrl 51"	"ctrl 52"	"ctrl 53"	"ctrl 54"	"ctrl 55"	"ctrl 56"	"ctrl 57"	"ctrl 58"	"ctrl 59"	"ctrl 60"	"ctrl 61"	"ctrl 62"	"ctrl 63"	"ctrl 64"	"ctrl 65"	"ctrl 66"	"ctrl 67"	"ctrl 68"	"ctrl 69"	"ctrl 70"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"	"case 43"	"case 44"	"case 45"	"case 46"	"case 47"	"case 48"	"case 49"	"case 50"	"case 51"	"case 52"	"case 53"	"case 54"	"case 55"	"case 56"	"case 57"	"case 58"	"case 59"	"case 60"	"case 61"	"case 62"	"case 63"	"case 64"	"case 65"	"case 66"	"case 67"	"case 68"	"case 69"	"case 70"
"g1"	7.50803487567419	10.2324620780552	-9.69280152768861	11.0593563966453	13.314836971659	-3.55586918656688	-3.68888422465898	11.919468981742	15.8239671380162	-33.3139179199257	-4.69196864767713	1.39184943095079	-12.5447282224812	-12.460375218335	-5.48224860237325	-20.2200383276615	6.78084475536933	2.69273040609945	10.162077626699	2.36161119324985	10.7885387992951	16.5588552867551	9.11142241954105	-14.0036810771599	10.0364929946752	4.78659518615679	-9.70573810226608	3.20132448626549	7.49529783571395	16.0656202139022	-10.1984786140704	-8.74419424422863	0.170129322400863	-8.38632064923959	-10.3950390914991	-23.366902984814	2.11759214758428	-1.57146768487431	10.0157884619565	-2.63323432076326	12.5284767664484	1.40512261990778	-5.2949593534859	-0.370413681195234	-5.5006013855759	11.0750670874026	-5.16838686563757	-4.67456013682277	6.0288419347984	10.7266604517861	22.4809624716286	4.68704740289541	0.012837229584638	4.12040881133015	3.61943627245943	-7.7910313007674	9.78111178785833	5.50321837013793	-7.94064492379991	0.776091650532338	8.94146954876356	-4.38563322751522	-10.4021017172231	-10.1421004929245	0.852443415715702	-2.42843965445547	-7.95234620659444	0.0395359541616646	-6.54798157859824	9.41456848851112	-4.87427955094956	-8.96989495665669	14.4341363933084	2.70040983132802	7.84190808456956	-11.9519440072259	2.6227649477092	-0.667546633162392	-6.38099671669636	5.37948688822201	-0.683804039537604	12.5671586417779	4.63818281090251	-8.06202510470533	0.651413360085121	-4.33438774822692	8.07985616668027	-8.17218518202993	8.41995408561695	16.4734272474986	14.713324971076	4.37967868088993	2.80172110510709	3.95752221427715	1.8640693550452	21.1235962398487	-2.16622689928935	3.08931493830905	-4.08143353816348	-8.67934075501118	-14.6727628133475	4.6757142029786	-22.6987798710648	-8.13571112730986	-12.7081120126891	-3.32318383329252	-5.41464011080058	-4.13845077532941	-10.1217641734662	-8.99038919045201	-16.219766080689	-15.7310418350178	-12.3087404329433	20.6142335568436	-2.39423023292656	-15.0648186163177	-7.65117924469934	6.76040480134561	11.3490807566228	2.62292348956335	8.65038483965352	2.7669648173378	8.1900856842171	7.23636098303935	-8.40679508230451	8.38468943238289	7.29723742087083	2.51450304494192	-8.1211282221592	3.93196993366175	-19.5672129886309	-5.31478727066445	-1.06365560285734	5.16570678704461	-4.32946528504533	3.07756405417451	5.4948383297604	19.4561995202669	-14.0509625345262	0.976955648748062
"g2"	11.200277001014	-0.100856981497767	15.2340461798527	14.0012097007625	-3.11615489867756	10.4930653747413	13.1409482302659	28.3853521126088	-13.4970601896633	0.43431616487759	-0.582513604558954	-14.2163105842336	6.57003393741085	-5.87315086846019	-6.34950428753987	-0.910583349362149	4.07688522237588	2.94207640372869	-5.50005301209356	15.0076263616629	-29.1548526903143	-2.60281524504952	-11.7288842635558	6.74359849300279	2.32408394012502	3.89422140253348	2.18036436268241	20.5236480669143	-17.5768884435103	5.92648718928902	-0.398351681424162	-2.96927436571727	-10.9601003020402	-3.0381745957277	-4.35002322359226	13.3443762364192	1.06798012721688	9.2502844369512	-6.79343726388461	-3.18166117224077	7.87443597000126	6.08012720599116	-13.2673621088487	12.0053096850207	15.1712055739654	-8.47801307098727	-10.8750962729514	19.6150915913243	7.22096742959301	13.604860053388	-4.21748698713679	1.21807060476827	-11.4103114998905	2.53553476448082	4.33790358519896	-5.00028047112746	3.2107336123277	0.628423053979999	-6.12298713180243	4.85608931592193	1.56071516170556	5.28145349710605	2.25947021440711	-18.1067118793944	-20.5720644123328	0.722228924914638	-12.7078851020999	2.71969596304601	-6.17017422307923	18.5688693879424	17.0713193655158	-17.6838233742353	-0.444735235345085	5.48282932845994	16.7494978881626	-9.49917259466064	0.332173041591062	-0.532604828404212	-14.6510614879847	-9.22897145097959	-11.3490110390293	-0.00902684383930873	-10.3036296868379	-0.151083832133542	-13.7859804536452	-4.91797476712609	-4.41085740728596	-4.79868752827186	11.4157120812133	6.55144352237656	-4.11257972120506	-2.9346943084247	4.47282531089946	3.09450751804587	-13.3450141476127	1.18251928195623	1.65622019254848	-4.26750822281129	-9.83663249289497	12.3331905286288	-7.43594511292584	4.33321520091356	-0.481761483182494	-6.53473264272855	8.67485351936752	-12.8598697809312	-13.9362422672701	7.32814298418464	-3.77907012491234	-5.29795474759342	17.1552390607452	-9.50114514089646	-4.82331996179416	11.2351842492894	4.53994228160556	-13.5933066030612	-9.96804919104715	3.03604254232134	1.0684397022173	1.90943841236138	-8.29213680311791	-13.7155347248766	-6.7360139151064	1.25343874073532	7.15737950006042	-11.9073859683954	13.3720374797643	-0.325049057881795	2.5586908690221	4.76314233555281	-8.97008409716277	17.5296940368	15.4356991560313	2.35734138610463	1.43760119437163	-13.404318361322	-0.347076385850593	21.2109403101634	13.5682601009143	11.4056618427684
"g3"	-9.91465579099355	1.42849713358104	-25.0250197474942	3.66483293171915	27.6016152356938	-3.82345162054808	2.21837146737141	6.98131497146009	-7.6442046743701	-15.3265044695829	8.66666236561338	1.6350377342852	-18.1818970185766	-8.89527405377511	-11.9292059096572	-5.51836637676875	6.48516495927702	13.7432756420288	6.60709986936606	3.6773406431049	-3.11794775397254	3.84228119792666	3.39919787823036	23.8901316052021	-10.4858735242503	0.103038413568196	1.09170610747578	-12.8421954946852	5.99242567721459	-6.5146836173582	-0.372848351376285	5.02998423213616	10.158413676003	18.75542937062	-13.4226359026309	-0.503410964288514	-12.3458665082549	-2.32542161397953	15.9312600589907	-6.91515129675597	-4.65793878187352	-5.00305455880614	-12.5151230326614	16.8432832888419	9.61395403900064	9.32502435159007	-1.68023826306055	-10.34508156683	-6.51723518265218	11.4929219807521	11.6031246712885	-1.10881763930203	0.989763883374575	16.9414158396543	4.07022546641964	-19.8903733822445	-13.6378356662389	-28.9458215078853	-8.98945732203	7.96995686591786	-16.1811250724762	14.6490695058772	-8.68522380724565	17.9327445037845	-12.2816474923416	3.67398960945948	0.347861296811281	-12.4824260985049	-9.86645263437384	12.5095177325288	10.0110930105914	0.292907970441142	9.34393770605911	-12.4953272664981	-22.9620095724593	12.6236580345579	17.5300173022309	-13.92811144781	0.760256470772227	-11.6918295288177	8.03692746053029	16.5367621626528	-3.01743764509607	-4.92356052438599	-19.46201155597	4.72155041834495	-12.7077193069933	10.9861924164745	-12.6834451917036	15.7762630620855	2.09037054073944	-4.86807837422293	-9.52460804816279	7.76941556045466	-1.73375430907266	-8.16497842024258	14.1403581903533	-5.43255088933422	-0.377878113328314	21.1820396078061	-16.4617715300236	-5.42519584553914	0.314950414051303	12.2487361271332	-1.18558957952932	3.55626530920215	28.5403789692901	0.0129314439501795	-13.1030275215043	-1.67339136981837	6.61194595571527	1.59318015538251	-12.9630232162231	5.87275143669791	8.25702528682688	-0.418564058873602	-6.34882653017307	17.7335349173066	6.57165740052838	9.72202579814744	-5.33337734732343	16.0792052164975	-5.56473133909978	-4.83700512718351	-5.53510718477982	-9.69048739714394	5.51603558897735	2.70996561372927	16.2533777138804	8.76405967208218	-16.7572959921086	4.79409695256509	6.01352087202115	-6.86443527206809	-11.584370726483	-5.59464381748081	-22.0912084445787	18.8016445437592	-0.298571652384737	-2.96544013989073
"g4"	12.0777177421554	7.1931956157689	-8.04442262094677	7.40228202841477	-5.11977824130535	-6.8281820259866	4.53580493276716	20.0878231205825	-1.82793614942813	1.70491023199781	4.52967622061306	2.90331671199318	-19.2789506136768	10.5776521764624	-11.8703187764682	12.6296057061572	9.54434559968429	11.9991130046065	-2.18877049797957	-3.87820339589461	9.35447366108389	0.395625823597828	-5.57959147189252	3.63421449494182	-19.5581900226662	2.27028666827867	10.2415000304378	7.91971987623201	-5.49726584776601	0.557413010798987	5.9692545179392	-8.46876724375675	14.7371571274095	-4.83588166065938	5.85113502741265	1.75752103153072	-18.270770875735	2.03452629142106	1.48007027789571	-5.90755969353514	-10.1115787537516	3.87041691206596	7.85827378400516	-10.6517154412412	16.8326742068479	0.617242909850916	-7.09870846748335	3.32926763503996	-11.1331133354894	7.84250911181618	6.25400054089207	-11.3241437356464	11.3325229701364	-6.44506388229734	4.52476243825523	16.5655738777019	1.21542439829163	-16.3560459309251	-8.81054007110095	-18.6780901094122	21.9177022780524	4.71273648386497	-3.97510620910457	3.01111815731735	-4.76664824498819	-4.17578488394311	15.0467601591722	6.44852866810408	-4.27191280294041	-10.4366812282164	0.447302970389057	9.62590221588129	14.9084346779627	7.58218571557031	8.22753051847238	-13.1503301078994	14.1237693723308	-0.171828685977391	6.71781904880596	-6.13135324585458	21.6188084539727	-0.0493005337792506	1.63023642687293	-3.83075661690337	-4.36006187770454	-2.56879150907305	-16.5082994149584	3.7663328727471	3.30981624506266	-4.81675119256051	4.03569379995184	-5.83237004341479	-14.2678815779301	5.48134483942348	-3.16885059238474	3.81691456806562	4.95582445703897	27.8282048122177	7.57248950067802	7.02619706935419	1.17722115631592	-3.3412649973518	9.28561112931296	-1.08794589475948	-33.5432278130434	11.4922134108455	-7.45919477371775	5.62982229269709	18.6654916600923	12.685580913313	8.45830946896225	5.68498021185901	18.1836067483843	-13.3276274434697	-7.51052705024897	-11.1969439035179	8.09380789351922	-5.21454481528457	-2.44711548924291	3.69384466094091	-2.36422288666201	-13.6036373849895	-8.81909446197465	4.02497313681876	9.02201049746606	8.27760623790536	-11.7222246047847	13.4202995921604	-15.749227259263	1.9774966158152	17.4060972906911	-2.33514863631548	-9.23617685968075	-4.48951250581835	-9.68733757606552	11.5838845082	16.205953351146	2.62994665153837	13.1429125668676	7.54424015511683
"g5"	-10.3251990955844	-12.1209827457045	17.5676604809488	25.8762323066567	-4.45754687442652	1.62907880475104	12.5005176860312	-13.4689235445495	0.815848764338816	14.959037646744	1.39614533314359	-4.75959527947223	4.4438785999663	-14.4280374755533	11.5112720206931	-0.0436420799495961	-8.83870657154104	17.2786521036794	-1.50465990936287	-17.1607529357324	1.55580786838613	-31.3696622990659	-2.75619669277643	1.0064311634454	1.31131685147494	3.12332149866383	-12.2751721970033	-5.8690529796158	-0.645144237072222	9.49151239589892	-13.8700684555367	-1.80392039187792	1.4640302671472	19.6252861304368	-2.78109186412125	2.46966286211259	18.7569226090412	3.02196354029222	-3.77138263453987	2.30040100842092	-6.57452336845514	-1.39889394559195	2.94777525181052	-13.208560482759	3.89865235995024	2.70402487768859	-2.39766808480149	-0.309006414327192	-7.67221286158746	5.57217120118527	0.324288116320988	-12.9175097159111	-5.64208395064222	-12.7029720680856	-1.37066393817266	9.05456567990671	-9.22821598208748	-6.84086739921355	-1.21362809075799	-10.715455342509	-8.44320890944576	-2.71282175597138	12.6717071255653	2.8315224733684	-3.57099934333108	7.00452956920087	0.972377569428006	-4.60914946185757	12.3907580420603	10.4087777848406	17.2446159013252	3.1813345587094	2.82808029892162	-2.56613099630741	0.165704776056647	-16.0537537969351	2.13389469988983	3.74966171042872	6.76525736290957	8.74955629697332	-2.02137219143621	7.0350770726029	2.8622877517751	15.8400897444767	-3.7096675593272	3.49415138428733	10.6687440756408	7.36578307775519	-5.49654845330813	-2.67339969474382	5.87354759633096	-1.24807972369877	7.16921741586499	9.85053455473213	8.0701956665824	-5.77712222804731	-2.36302111670858	-5.64788212555068	-8.52315598388297	-8.1645006599189	-4.17029110291046	17.4591859133682	37.7359138969248	0.255138419082612	-16.8792411456487	-12.444154667505	-1.54380025099098	5.04201936556053	-15.2600063005375	5.88861256292918	0.656923890178305	-4.08282068297533	4.06984842933155	-0.931359057019243	14.6063466545506	4.58316004927541	16.1522687196068	13.8953750036735	-4.10468632241874	8.20238990485507	-27.4306373013487	-6.81336602136733	2.73117856606171	-19.2142558296275	3.56071531987931	-9.30421155593778	2.73755819450102	8.61451792692256	-1.14118455658028	-8.27235360736702	3.8598423881485	-7.3479021549043	-0.0564279679120357	17.7291065976609	-0.101731305878749	11.5559557121011	-1.22710798478709	-1.49825662477478	9.8241341187749	-9.55592312766433
"g6"	-11.8085561701276	-6.63137883894272	9.02446377978356	-9.72075707038693	17.9279533795327	4.76113032383212	16.1545014975295	5.42023416410282	-7.02919455639568	14.5825981728977	-5.48616255461598	-6.94467791562762	2.77750694403961	3.86512998642354	-5.42496293054854	-5.61527942394262	6.79351757962116	3.75372027384787	2.78040357552939	15.5449181329346	-3.481512647882	11.7624034621606	2.48816191437147	7.10528879599396	1.53249369109242	-20.2962944416668	-7.95859449794309	16.0847325119205	14.3971344271351	-2.65526718602064	-13.4453505614963	10.8404960881892	4.82860082663505	-15.2642287141135	-5.22552932727378	-1.93396340114477	5.99159619647431	2.9941667249933	-1.94541164285111	14.260234530303	-6.28309029607489	1.98384218893835	0.103058459296852	-26.0555433555331	16.943566907633	2.59938121546603	-0.372585363667253	15.7052312436927	5.83140061163758	1.8904780911766	-0.264609635787048	1.21974739812143	-5.10028943588641	6.61729129832349	-1.91456343047141	-4.90764623928801	-9.68891370299044	3.80006196942876	-0.740583078092588	19.4451757559693	6.08476155294712	10.0147372049318	3.6276806707183	-8.14769239494269	6.47249388491093	-7.23199712636493	2.66967778814764	2.88847019390036	3.70941162817632	9.9375062593359	10.999971283515	8.10819775345766	0.674669418347451	-6.77475776635679	-18.2156124195802	11.3816251160136	19.8644571109758	2.9336886715608	-5.54063989133577	-17.0723015364843	-7.23893840070685	9.55715107254459	-7.11287746897633	-4.42072504951499	-8.94695292198001	7.52072314664094	-15.9670145383906	5.26618034952417	-0.429197865180503	10.3042751402243	18.104897906943	-9.96134249959134	4.57029056235526	-11.4082686805695	-1.59192064252285	8.61658642584654	8.5600075409385	-2.0931446214536	-1.45018642865051	15.1118089535979	-5.32831203267504	-8.75318555412105	0.40946475531122	6.36197594653243	-1.3169799433618	0.924078677397325	14.4924167246704	2.66506082994599	-9.15799375728928	-10.3155331339884	-1.57185521021669	16.1682284743792	7.96088278647417	8.34521789835801	0.889166391126793	8.0004070336685	-6.84322426535033	1.01492804849053	-7.06042032922527	-6.64630814370226	-1.67048691989714	-5.01493111014156	-0.535359348936689	0.757084991908737	-15.0125426767464	6.56155876704979	5.57082558205604	-2.39190364368007	-9.03714378642248	-8.90865615490708	3.42902735387427	-2.20682730718056	-2.52229656382645	4.08450103802743	4.53090643036448	-12.279024353699	-11.3714089647405	-4.86050366078194	-18.0205604490976	-0.10614748512239
"g7"	4.22270802928595	-0.94640415637888	7.65840428194048	-19.5843753199109	7.24134652254455	-3.58168195603199	6.68353617116409	-14.0221688069024	-30.714635312766	1.16993482255082	-0.601060724238634	-5.81584638764302	8.86321870143092	-6.6724886644444	19.3466788083302	5.5273943310154	-1.72264593258969	3.49068883344835	16.7686186779428	2.67036457260711	-4.25945209660371	-9.90417766499945	20.612953350326	3.41008388467921	9.51217312302153	-14.4678120574608	13.2095807539518	-13.4544309761821	-14.4499790494202	5.6167216860057	24.2269147011406	5.00943420431298	-3.15304689229794	24.368624739884	9.77945302982558	9.65607715950576	4.03218305270329	-8.16157300283894	-10.0275139676875	-0.700279231769291	-15.4972957640742	11.7320738391782	-18.5116035628729	1.37753311377282	7.78126634062127	17.2231605111798	0.824690333167487	-6.95187255221436	-0.231762820816365	-6.72033917765197	-3.10212184805605	-14.9275106959119	-9.8179203920686	11.3791408120636	-3.48694460397892	-2.40253627033853	-11.8180542016531	-5.10111344832705	5.90485692289048	-8.99791289241543	5.61719896464384	17.2333936500734	4.62870153763847	2.91461549938558	1.41405355945913	13.3342267369017	7.45494877724076	-23.2116057928119	11.0148358321575	-2.06004401374702	-3.87949417157226	1.24984970982782	10.3000653900889	-9.02012875928894	-4.06335930451294	1.08221300428453	12.2485490858136	-1.61523431287523	-1.43118962855287	7.50125274451461	-8.5302981954856	-13.3672930418098	-1.89219012712941	2.10229617414389	10.4758793852116	4.06734434191048	8.04345723970124	9.84964803175394	5.69105651316256	3.83638237485537	-4.32608889249771	-16.7020541395211	-9.68502440580628	-8.0680073250849	-1.8087481202318	7.47554937246685	10.793066700285	13.0512287145218	-13.375354043721	4.58945999557264	-11.0177436629062	-4.96280266703346	-8.95047794605331	-2.57577161286961	7.30977691944649	6.90861763485214	3.18248906195849	-16.9402550614991	-3.60801483275077	1.97186534697492	-16.9724247006493	4.61869691388966	22.4736228208982	-6.04074122857121	-20.2523995096956	-7.58343041907831	-13.483194689406	-9.79647401537016	-2.16258874554672	-1.01704066027078	8.2998267532601	6.67325915737111	-11.906939945922	-8.00480229999853	1.90713282241043	13.0335405862074	6.10545073807438	3.78772580987386	1.92033742819562	3.78795758006733	-0.880025615200142	7.46468467019223	-0.806235416893852	4.15319597270367	-24.1222818979829	-1.17276223104647	-8.47694517497193	-4.57783571289596	2.54855043546991	10.9506127018775
"g8"	15.37720323229	-7.06531953169412	-1.27069698640438	16.8727599294029	-10.0948367653426	-14.6735463612595	9.89303099560199	-9.88020583137972	12.6715337828614	-14.2871564691462	9.39823548679789	-5.95488389983729	-12.124825974135	10.7405672993047	-3.89152600276273	10.303799040034	5.61460946948769	-2.18826309074832	-3.52531861555793	2.10995395130302	10.5474137494007	-16.8726147449698	7.24382354481512	-1.90000456068877	11.2623639799994	-5.68870837798841	6.77415834121108	-23.8744897690934	-2.98867291785468	12.3129692885839	-10.3413952952118	-28.4420009835472	21.6823203224202	-10.8475710940571	-1.03493868831379	16.5346392243598	-2.66543730836771	-4.83552480581022	-22.5018822010969	3.59694973363005	-1.72636490119196	18.1254122166495	2.39766796072822	0.078515578858143	5.65094566029639	-9.34266111170328	4.17443850333515	-2.28114190056054	-8.1259239387103	2.72059490330147	-21.4457062295573	-21.025856074532	-2.57099509733497	-17.3399838178097	0.705199436162036	-3.55194249258388	7.24210811422739	-2.40206575034911	15.5818213128916	-4.3509610242287	2.49152870344781	3.3610659186025	12.448704599366	4.55360829167739	-5.57738115988657	-16.9961333940548	23.8439097929052	4.3605830121186	-5.51220024183697	-16.8607988394187	-2.02037883202978	-2.04106304162152	2.43777259511406	3.95689204990798	-27.4223407427787	-1.31928036076272	-2.15138941136549	16.8298841185521	12.4449551790704	-14.845979004393	-5.38480125671635	9.19056898166879	-14.3567914070485	1.92653817889709	3.460816029663	3.06654980265824	-7.80917568704552	-11.490173875791	0.394399445170322	0.0475545166909026	8.39037814518316	-12.1790811862318	-14.0088695012336	-1.25711292962596	6.24544152190504	0.00805287228958145	6.17387717008922	9.20015943651077	0.487894921395755	-18.2160330218234	-12.8087562245072	2.39489616518275	-2.84551138911241	12.4584118606437	-13.3728525538942	1.08957791477025	12.3669491891651	6.90895304962576	9.28879836995217	4.12881305706061	-2.03947367267681	-12.8361829893779	-3.38697842141253	-7.60190395526956	-18.6503292655126	9.04333166007643	14.5676982145967	-11.497227133544	1.44854957953516	-3.66984737209844	1.24881228670618	3.60089413835469	2.7055876032557	9.85898495790301	6.09390097338971	-2.55110267961563	-2.72372232137858	-14.6013122159719	-14.3493626813146	-4.26208762417015	-11.6703325568931	4.1843524402872	3.79377945572928	-1.11593324909319	-2.74701405432323	-12.0050505389414	-13.2618021937638	6.60889225246989	-7.14522781666774	-14.2268094904393
"g9"	6.29913544049546	-13.1626004967663	7.51007914413684	1.80072649744834	-25.4098785989708	-1.09442849768298	4.44365878946958	-5.84381050973148	-0.0794710845747578	11.1315094131652	3.55926310420167	2.03520276528325	-7.60408055671173	1.61831634994836	-6.98716927587365	8.78430213820013	-9.08663132647125	0.125250879777353	8.08147222425391	-17.4141709752318	4.53744196302482	12.8718143553508	4.57254148452861	-5.96909273890945	-4.733855465906	-12.9323994301004	9.28663200319125	-19.9420314717299	2.00025124168644	8.45763059514979	-12.0832064237686	23.1317962537208	-26.7196530778938	7.06422381190223	1.90908492008731	7.8386080578567	-3.46338608805822	1.08957732205408	0.90043611878587	15.7570849620012	21.5038386551337	-7.56195137902877	-20.9633468581711	4.75795932531935	8.21093579099214	18.9096193495314	0.330544309675012	-9.38510196856135	-3.63724435267761	1.23810178302247	9.28390250072605	-11.3199979115798	-15.4918021222984	6.72425724222617	-5.49109852774216	-14.2680244338402	-16.3033126397254	-10.3375787296379	-7.11036797818505	-3.20336421354744	-0.256709656002893	-9.06546822075602	9.50692615590407	19.2097157657598	-6.07189602195759	-9.49525777907588	7.388013522995	-2.66488712305221	-11.3533006502786	-0.629728394983558	4.49029927146174	12.594372619246	9.96996169102093	-18.262698537381	-2.24731564097998	8.74963871437625	9.73963658269247	-1.30510641406277	-2.24469298497158	7.89569722268767	-24.0703881865691	9.72087769949716	-22.3196545155849	-14.9255182735553	-13.44425346401	1.19599709852901	-3.3041451065836	18.0533245907177	4.54230361486848	-12.1566521583299	-10.7902721032237	5.96639523858629	-18.4217740426552	5.08071784741311	-5.40705478397911	-20.9272281693588	6.4354343782998	-12.1622899051129	6.8706666865859	5.29170483442971	10.3969519108502	20.8879927973456	1.70814257349021	13.6115359609259	11.0116656620098	19.3338997805053	6.5065385581367	10.5479412970317	17.271583060243	-4.45921513256198	8.47291699292294	0.375617864600705	3.13033643046142	8.25218866042497	15.4152738213953	-17.4477840351485	6.75515406339021	8.42667745876858	3.91132427052771	-4.26730058796229	-7.32774834235194	2.34744366167505	-5.18976920522978	-16.6250264622985	-25.311683376698	11.1422533909572	19.729483078933	3.40763346138956	3.12789049565447	-12.322374525175	9.40932172074494	-8.60385719255497	17.0703433806121	-7.93457207226447	-5.77742884504821	6.47744292106968	6.94359223647821	-10.3535966419562	-4.47350423594858	-21.2992515258263
"g10"	13.6829932340803	-11.4139799548652	2.23540655823492	-23.3693476154951	6.32496724619074	8.55098097704656	-4.02577727967033	3.11304871629405	11.7622309746502	13.7393273898602	-7.20022246075359	-2.61534578636171	3.95120358356692	-11.6654942734084	10.3672692593531	7.66216347824702	-2.05072802964723	-1.03472299720595	8.62803494591173	18.7027326294799	-14.500698681536	1.10472409894868	2.70072492771368	9.8933305204088	-2.70556603325316	-7.0072856608656	7.98169746376712	-13.1765176180885	9.27982528186181	-4.1207527854909	4.27812316546071	2.69617894897569	-9.02173450820089	11.7795499353701	-2.67414586657159	-7.28528122365641	11.450270516323	4.52756189303968	9.94362851716231	-10.8604399809562	5.49176516103893	-3.90984296082279	9.72000501074952	-4.14718722239779	-25.2263940877767	-2.46203172550481	4.66005182768179	1.91245526762354	14.1458257999829	-15.0446508635547	1.93651135737868	-4.33681539936471	-3.39335872799412	-4.37501090585675	-20.8017766387434	-14.0621372690333	-0.701200461785085	3.09924975064829	-3.90271734158085	9.67508352255282	8.2076173902252	-4.61863671482362	20.477686677761	6.10874615531884	3.57945183477726	-0.135754860683821	-7.11025420535194	0.168395026982157	12.5557799424494	9.15217914215236	12.3806662671249	-15.2567848091395	-6.80631560629223	3.53345132727053	-3.66859197075937	0.111638637032452	-10.7097626199928	-6.73654685773896	-0.781627346051442	5.6886129785307	-4.01401093554566	-5.04514213216118	0.426833471337876	-6.20270273621857	-7.82721386817107	-6.06431407832939	-12.8033584523239	-8.92047976519095	0.059868662848427	-2.43233595158772	-5.65734679172379	-11.8908686064764	-18.1057037210186	2.99488809899675	-13.2508385802543	-7.30735014403655	-1.83212358055329	-7.24396092868012	1.88819288099224	-2.13412503809856	-7.37225112373375	-8.25758514940146	-22.4019794687054	-0.188224198105189	4.14372462996646	16.8667194416073	-3.99919551573243	-1.09271980118208	-0.313859304872253	-9.02784165962573	-0.410210243481717	-7.35789072700123	8.1321489768045	-19.0306286510681	15.7782681689912	2.83633690971352	-12.9229878083116	-4.06558477844055	-2.17522313068154	-1.27525086977342	-0.743563008443043	-5.53196360399669	0.655264741698237	-12.6009544190922	13.1038576380751	-4.06386413548886	-16.3523378741501	-8.43867542936633	-5.85807614268886	-1.22511515461271	-2.26446807160819	-21.7573927203478	-4.23385983767758	4.29979367160209	6.55114919826028	26.3382637568947	2.74905368209366	-16.5956356860912	4.7135694928963	17.2157784106603
