"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"
"g1"	27.0979794977104	-0.174579854047589	-2.42200662920632	10.7012528488971	5.29671914431103	-5.49015952393273	6.62886631325012	1.16275466439215	6.87312153643625	3.12470704304192	-0.638251009715557	8.57187734919632	-5.1885498524068	-2.56175255874592	-10.3912928320765	-15.9568493739065	-8.63230963903579	6.20357724779044	14.5740417458343	-10.9156477921924	-14.0701654101578	-15.7689216992163	5.51682469253902	5.11530172199401	3.18907387126865	0.797915391091033	-8.7954235331211	-5.03104879086357	-18.9397948177738	16.3459755246964	-3.86583885339631	-1.58445296457922	-6.2144984735649	9.96124956798406	8.9188739374949	18.679260046063	-1.6190414916599	2.65329665408717	-14.1575738901604	5.51444194741396	5.14472513264722	-3.68007380692933	2.43378942834746	-3.27862122812391	-7.1136277852151	1.86402564639873	4.31098022895003	-12.980189600281
"g2"	4.40272054389124	-1.65296018520622	5.11311086545041	-8.93533755084737	7.80853474617692	8.94094371464999	2.96206890653328	5.75552248844579	-4.30238356798212	-21.6163977697751	-14.3620947520935	6.3602122040284	-14.4658233150329	-14.6048646895851	-8.54352035734384	20.0425284625131	0.15274893950814	-20.704035265384	12.6533814441074	8.75223044328559	2.70480326966935	1.16592680521377	-18.5299870077822	9.78454754935041	13.2109088106927	13.4435670272517	12.5710445375074	1.33769498466566	-1.02119198894768	3.64173206024318	-3.74452989973022	0.67128301951823	8.82320856334578	9.00376750682835	1.53300308701834	-1.55372438802671	-5.67571625274616	0.201311889109311	-0.403369035964923	-29.7070635555225	-4.81456969191848	-4.09163227945497	-0.487550879091301	-0.00544397574934212	-13.1259531360448	1.56196016145006	-1.04980458691034	1.50128595569773
"g3"	12.7610320359463	-7.33439878626052	12.2972615374374	2.64866133897932	-22.9253661591499	14.3294897275781	-7.11610935414885	32.1097238689245	2.81747734203863	0.0239811749898257	0.140927094195989	-0.229913252037375	-6.91552376177683	0.58930166033439	-19.6363498670058	3.0804562835308	17.6380329545597	2.92941805996442	14.1979247962201	-1.35838534609584	-2.57442818058382	-11.7921413451213	-21.6552192389971	10.595009932461	7.53532447776574	-1.43712554413615	8.06024483143668	-7.1664971514576	4.22039390687377	-17.1631424507444	11.0928560402242	-16.4423867010507	-13.1406804974472	3.51470189254896	-9.4508404961896	6.58969422821441	5.51614308351468	25.2408877076222	13.3904850135596	5.18731623747903	-1.60785401438776	-15.021748635408	6.38577626377274	-5.34685766657027	0.176923275059793	-13.0242237353468	0.0536886475671234	3.69171650690175
"g4"	8.85802220070417	0.701925594041533	-5.63554913268952	-6.20152863798729	1.35142588737208	14.5120927572596	19.483446290602	-7.6751674983021	6.47125087645608	5.44185524595757	-6.13047402600447	16.4022262283254	-8.96035458167885	-6.69676479261689	-4.5754271023972	1.98072915761549	14.0113688072216	-2.23073076408272	5.00625764571454	-2.23499777706463	4.88991941294395	0.24056837441539	2.07544501557011	-4.09805830307128	-3.30062839230771	11.6377891292785	13.4228375329421	10.7757375745092	9.54985757926309	13.0277702043525	-2.16186087740324	2.11024932532689	4.23985320847127	13.4889798985602	-8.43384237394336	6.28987408580289	9.49401754861347	-19.5903589930584	2.39711409821386	-10.3650611570369	-3.24728902110046	20.6976527322316	-2.2195332195344	7.33840436503622	4.84468815744488	11.5832662954907	9.94419991997923	-5.78846236932002
"g5"	0.131705404577791	-4.32428259170376	5.80765125220565	-0.596119364204329	-7.84933632167118	11.7365041626317	2.11062844141475	-12.2899118807953	11.1032343969686	5.43321600293497	-24.5831559738303	-3.31320038618154	-3.86162341083595	-16.4812299692774	-9.49760172082933	8.73775261760126	-1.18817135808422	-10.5980166337882	2.74341374625937	-7.58169802934642	26.1605529836814	4.25601015156885	25.7952232486106	7.48057307891597	14.2738302349079	11.7240712213293	-5.92323982221973	1.48587077933904	0.733429217822082	10.3088931005905	-1.92912826136358	-10.2076850168398	1.73732817352623	4.38566338301852	7.75786899495449	-9.45692088255864	-5.21451419178912	-4.33080330400733	7.17313843967356	-5.07339088042522	1.54346712592482	13.1130716973175	5.84086032773285	-8.84243018558007	-6.61518782598796	17.7955394696918	-8.817250263159	4.28416985711774
"g6"	-4.85798703222105	-7.51586310156456	-18.0237399020555	7.3786070453599	-2.30907750573167	-4.85194550277466	5.16525085515166	-5.31826874998666	0.803000075430378	-8.47138507572206	10.6545780671097	-13.4109284291093	11.3490912388804	19.4384973520756	9.09462045815966	5.88771847790441	9.55314358114934	2.57441226411764	6.17444190474086	-0.957009618677608	-4.99441341704127	-11.7987498708174	-16.8413217551997	-8.60198845039328	2.43339323621783	-11.4247768182046	4.96897583695832	-11.7993053205728	-14.0886891156421	2.36260831617096	11.1263160010797	-17.92779643973	-2.41145274624818	10.2168106095807	-0.407919360642364	-12.1778351710693	-11.2124548766627	16.6944714621743	-4.0989462101531	-2.70002716323399	3.94183748080946	4.48568550873423	13.4843605263028	-1.26594551178293	13.5370749560889	3.70503090348243	7.55679683303456	-5.34312899037043
"g7"	15.0673404197359	2.74725411889229	-5.49224606444192	-1.15619160059297	8.24291092894373	-3.74240692345789	-3.74390462506768	-9.42442738467121	-2.98986451016714	3.33098527296749	-9.00816558656536	7.11602501687291	2.77125434143906	-3.85726306724569	-2.43166549293505	0.765271745949715	-18.1357993636975	3.47403860879672	15.2096930490746	-3.11566391303113	-0.354037326699978	-11.6732045147032	6.52715062347878	-2.98629574639056	-7.663297060589	-14.2722018720973	2.87716304819683	-8.5520540551451	4.21106475844053	4.57593732766607	1.70603871105962	8.29090982248862	-1.33229398041769	6.16836955651034	3.93141042853789	-5.99900728064482	4.99631516075386	3.20319030013751	4.80105217905779	22.0795130139961	-10.5602369968727	0.471989950803625	-7.45262578466619	8.29860883980727	2.50941086814707	1.12128266688646	-14.9384843434245	-9.25549817550577
"g8"	0.980476903238874	14.6992254020727	19.5016156545045	5.99822420686445	6.58584926597684	-2.34440063014529	8.20009765241052	-0.482223861754424	4.24429614629486	-4.94197931435073	-12.3433194645348	3.41167162638977	1.7041210915255	-2.61975142093491	-8.222730433451	3.64177337026722	-8.64145739431409	2.83472192210304	-16.0679183900342	23.5038387512815	10.3623202321126	1.85589135998313	6.64591703939991	-0.222048099302769	1.44226692183753	2.44298473310552	-11.1686149688657	3.9358105271702	0.389060628220676	-11.2291274100004	-11.4079929567195	8.79923306750509	-0.34875126767515	11.2281198748611	3.1098055031926	26.2929101772628	16.8968739200875	-9.3346228876918	-3.32952836910705	5.51449075137602	5.83361473842912	-4.20308090672739	31.682723911494	-3.168824874237	1.36092827276731	-10.0232651242874	-0.999208400551977	1.08736158179311
"g9"	-5.07489510671633	21.681335781322	2.01519156764441	-5.71007324711494	6.78591070846714	-3.15262554226082	7.93837178543894	1.57924226361772	-6.25643758541283	16.7891523853945	5.41593370930768	21.898752921825	-5.71803715045541	-3.22781127267103	-6.0670215387294	-10.2933402845709	13.5690731550575	-13.1337732793101	-8.10270663332386	-10.1339200433916	0.0787239374770245	6.62900565593408	-9.67691682257992	-4.63255741333632	-0.947761514376681	1.83048306552607	3.22429231219123	2.25266889923026	-0.161577694050578	1.60507055882453	-2.48111688726111	13.003991778908	-14.5912579665986	5.81390335205871	9.05006015051987	-1.7197568789525	6.40249395660903	12.2543845292006	9.97772907291936	-26.4878870515005	-11.7767801567287	-3.12950073917365	4.52578929793749	14.8898643191833	3.53515092203722	1.28979535491177	-1.80469832893209	-13.5850846937259
"g10"	5.93274061574016	-9.1156985238621	3.67621646044908	-13.7835200058205	-6.3339627698327	0.381248108494521	4.54756959074918	-20.7085008096654	10.0595749445975	22.0129750374587	5.02856050085201	22.0402540090768	5.71862454296153	9.97116539451271	13.9900058630911	-21.0615172923531	-7.51558665673814	-6.75189570048741	2.98514482352035	1.85416618195078	4.53576488761564	-0.159102017153172	-8.9844147920965	10.1241440889848	15.9472616491304	-0.283938072237305	2.98568795137354	-5.18383626258141	-1.66080944375988	13.0841904623977	-11.1304470186813	-5.62124249649709	27.7826181374729	-0.994444662850812	12.5719237164153	4.67442890163802	15.9026212855862	-3.8820726120632	-5.68766090640742	-17.8483429158732	-4.9180471104321	-10.5011405129286	0.540353837402615	13.5808149423257	2.79572052344442	-8.66432709400196	-0.788832678295736	-25.5391500480732
