"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"
"g1"	3.15618278213555	6.50970219056794	-13.8599874884953	4.3777081499494	5.27678518217814	5.59449558135316	4.71087254899946	1.95106926005807	-11.8901600060295	-9.74645548586427	7.78758379824708	0.713939445120872	-9.46838908833071	-14.320241166487	-13.1102534792436	-9.24635394611935	-1.84417402088304	-0.243890909461812	-8.95514376760887	18.1527253000079	4.37787672059782	3.03661512469443	12.1996262912946	-13.3368237242155	-1.21655091215775	12.750207540094	-3.52795510266216	2.38518357612343	-1.80348580417923	5.62112174731145	-1.74522906259498	3.44873811960315	-3.81808421238729	1.78124048215065	0.78433855245774	-8.08965208111792	-10.8835003307605	-1.90819846334078	-11.6307374690937	-8.96698106131055	-9.61158567625738	-2.78355187114185	-7.72702732820841	4.17672872203649	14.9415529051695	17.2024085726329	7.82016134245484	7.45975795087627
"g2"	-6.1666536737847	-19.5302614325448	-7.07870696274267	-3.33914245495813	-4.28346448385281	-12.8709773196031	10.9443183250989	-1.16310040863777	-11.3474256787907	-7.10872933412375	6.84594873792526	0.384086321070027	19.3478907170335	7.32372269061406	-0.0887559765534735	3.94351322226982	5.64912210086326	-1.2991392484875	12.5648643072708	4.65315608020249	-6.56020544095817	-13.4180614765313	5.80992575761511	-19.8179756088189	-12.2954082080442	-21.6169124464273	1.7398676873088	8.14116856470807	-17.1912907788862	-9.57832818126506	-8.3731458004883	-10.2815322544953	-8.01141834889649	2.48338059062619	5.76838392185923	-13.4315980648837	0.0688080893039499	-2.94285544868462	5.19318730916945	-7.42633926899778	-7.66097689633228	-1.54112401954287	-11.0095272901955	3.93162386514952	-7.5753074643072	-10.3506081325898	-3.91940411036223	-8.62449734535632
"g3"	-8.979333065117	24.7933175553741	-11.8334064111412	-3.05059527266865	0.273014801149057	15.206614175529	4.28585531050668	0.456839265311162	10.1874348307875	-8.80952996779753	7.65714041905516	6.07377183810357	7.90666448965051	8.84015808919905	19.4739768127252	-9.98562073006487	11.4027178450429	7.24084200391828	-12.1846605029475	6.83393477828329	3.08449577913771	-2.16143932701663	-2.95849434348524	29.9721287627231	-18.9992498907584	12.6089249028061	9.52078396500433	-3.5675487086747	0.0162042076724416	-0.178590539729934	14.577969867434	-5.1465967394733	0.566728337818595	-10.629099613258	-10.8373784709719	1.15059182193476	-5.17216642945396	5.66716196226069	17.8049039912942	10.408932419243	-5.37898852043883	-1.63773742622722	-12.9291826398182	6.2205963928986	2.20377765161349	-2.09028920974235	7.35837878380981	-3.38067536464681
"g4"	3.59328341607206	-0.233838196670602	-0.625609988414449	2.47170294351435	2.76703601750582	14.9822737760012	-2.20690806990696	-9.82586216557737	-15.6202617369931	-5.11459057191389	17.057934020385	5.0671159585566	6.36256603356555	4.60959001337718	4.39860323254032	0.0168583533599655	4.24633650112028	-7.45564149917872	9.08541104591409	-3.87881452764391	-0.198849369199467	-1.71326871436512	10.9723899422816	0.296808858965378	0.266052686396761	15.8113159543492	4.55627233734353	-1.67165180155693	2.22941227337073	3.62759307332532	-7.57840905731926	-0.290724822397576	14.8081827059758	0.964158791431097	7.20531891683566	6.93217501319347	10.9675206462934	16.3861397208108	-15.7659526804834	-5.56534538890847	3.25031358174804	-0.850090174955414	-5.82499955638019	8.44493086025553	-7.11283033578403	-15.3829486607146	-12.5115613308361	2.62024734974138
"g5"	4.58672864939008	-1.36312669214299	5.94837246035076	20.6743239066718	15.2286307897531	-3.18048124161243	-7.30876075861348	-5.18723036709169	3.13385031011487	-24.5872322358578	2.23258118721463	2.82666619288848	-19.8190392912286	-13.5382278004215	1.19690876629893	-17.4944389305711	4.78656668904109	-20.2029872799296	2.03652497436444	-0.976897954090359	19.1000489564623	8.85511578759401	10.0937029698981	2.4502395203372	-2.34012778201235	10.7613978543994	24.7369124126329	11.0681235703653	13.1953719089927	6.78016814275867	-15.7184845326945	-6.93669590551869	-7.34680550192456	1.2322485870722	7.45301460726125	-12.6437517097001	4.88075874222005	6.58393234193904	-15.0680091452647	-2.82814863692953	-3.73598448446636	-7.55689801741631	26.4636014671319	-11.7017420928602	5.6030028545751	0.644750796996294	8.99910776936797	-11.9090561272335
"g6"	-1.39111440799855	13.7067061287306	4.73290784043402	6.17401040091254	-4.75142407276067	-26.7525492098678	-2.36242881457965	3.62480571974133	1.78326525348658	-10.5805737999775	8.2718145216357	-14.2995339473866	-6.57501344670447	-5.66807117213074	11.843400298005	6.19250428100049	-12.9772930777707	-11.0324388349179	-3.31729999275763	5.90596916953329	16.518435559519	-1.57254874267562	9.1073217545836	23.9929829754304	2.10007681028116	-6.51716440780023	13.4313102217781	3.05229495933373	22.7038414802451	16.0498414773572	6.62716028262576	-7.81238198421319	5.98887975547863	-11.5681954871288	-9.31867543957142	1.83920118228876	1.54464477090783	-3.21651973191422	-8.2483567083078	-24.9165993530454	-2.48550203775121	-8.3919487174497	1.15978438126993	10.1650045084301	0.0355186185889422	-16.259840393037	-4.87784515484386	-0.127264867352402
"g7"	-9.04103081197866	7.87768603316581	16.5316871452465	3.04042595382193	17.5157070196282	4.85909255904094	3.34258947442221	-9.05811201311016	-12.6152650091035	-2.49439062524429	-12.3338818353845	-7.68697440153479	-5.5205047144255	-9.5823145593139	6.14133368687061	7.30747508583445	5.80980039525846	-13.9668777445982	21.2723733937734	-22.9455011567131	13.4833425173855	-6.6674993295024	4.50914007293835	-1.05414737573638	2.52427235879169	-4.40401084780176	-5.13782178141737	3.46171442775118	16.1397197800017	6.5028430876709	20.6090968479022	-7.97711307683327	6.92953577176655	16.4349809659812	11.5086494282089	15.4152835136182	-5.37921058922872	-12.3841343331289	-8.21824924274552	3.75703995592095	14.930066002328	3.2991921075006	4.58411414199751	-1.6840194735244	17.8904017127396	0.125463148846937	8.60169987584362	-9.73755342974802
"g8"	10.8613208962631	-14.9101440841645	-8.80263081807454	8.76984599692622	-7.61802770885875	2.80361259119719	9.83725298772796	-14.5861674644558	-0.910076828720018	2.89643544242126	9.79689911676974	-6.12583123932955	-4.46216443187995	0.252135442131692	5.72542950561234	-12.0184821936099	-3.45548764959358	-8.05627396566482	3.56821408709568	1.52297031195414	-4.48117814591268	14.100262865692	-13.2742687200048	8.83461969551589	5.26357131102998	-1.30214449983259	4.94882821018858	9.43787188959576	6.90260315302174	8.81832145817686	-5.90374897491288	1.11715510419773	7.20331139406053	-0.726536868308474	2.28009195352791	-1.64503643606059	2.53684080858293	-3.44564662044514	-7.22884806793972	23.1642577975538	10.9107477759202	-2.24160889304118	4.19421618644196	-11.9365433890274	-6.31886015584175	0.319831511624295	16.6156331306472	8.53005306943156
"g9"	6.85321234669035	5.2768889074363	4.95025161185995	1.2026811784725	5.27095238683875	-0.077124145560927	-5.86035208439443	5.9371743254015	17.6486105734799	-2.97017774603175	-9.90575039180968	-10.6006825080523	9.08076473737803	6.19568445003375	-8.26646926777093	17.4715994709266	0.383517060128979	-1.09617005436623	8.21814377779559	-13.0815047533367	0.195427492681546	-8.60745971039729	11.2087143541675	-7.9491631756923	-9.86854029836366	-13.1363398392578	-9.63304936034017	-12.9324792360776	1.00142151844397	8.73094920588242	-0.680370196420182	20.0196590159116	-12.3768533039652	5.54374191705463	12.9415803298089	5.74351342534735	3.82909164117222	-7.29815185274818	6.38028827228563	-4.56896767547057	-6.32566377879188	-8.86698849296548	8.31755412717362	-17.1543368951905	2.80979070278357	15.1662332752945	-11.9887453979851	9.39367020201414
"g10"	-6.26586783081783	19.9968548433958	17.1870953368518	-2.54909730318976	-5.67407545428934	0.200674934733019	7.96379193955746	-10.15445928715	0.457272641450429	12.5648168471867	-3.79730752449508	-16.6978076232805	2.92250776464357	-11.7454355233325	-18.9987434496402	-7.41088100597816	3.13765282575646	-9.27080737943965	3.93320618458206	-14.8277700553194	-1.86177972836071	15.4049144707791	-2.42876107842623	0.891328846251214	10.1639679403393	7.63233872074427	-0.638422942332639	-14.7732718203035	6.73941870702404	2.93220904566972	-1.41252599830514	12.2430597766017	6.23983399635444	11.3302966162352	-4.40191312818989	-1.38660553377856	-18.1858710371944	12.7832152413176	8.80105291253467	-2.32347854113323	-7.14145116835263	12.2095496460598	3.42060797323172	0.706514943614672	-4.13573818268429	15.1710828499409	3.12112326690527	-0.580814966205753
