"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"
"g1"	14.2274645815819	-4.63703017534333	-7.06203781812099	-0.39872838229888	0.00367255757942599	18.6173284306162	-10.2771986168411	10.7591749285838	8.63861973545604	8.01382042268406	-9.49261430117805	29.859603395718	-9.63757991100951	6.7597151385222	-9.75214125004406	4.44576913068669	-21.9652830616736	0.0696354843080539	14.9576346521468	0.220920817083697	6.8857562819524	-9.03101449645533	11.986337598682	-3.77655096870437	9.49262005942887	-14.7086213626674	-6.69609087032445	-6.7614130473673	-17.3074726360522	-6.17513601971578	-4.78821657674368	8.99135577738479	-4.94585143646562	8.02832603195121	17.0692019540438	-16.3010334017678	-4.15075777735989	17.5940948114874	9.31168500948271	7.64419343100254	6.28701974694876	-0.39323070100419	-1.61195154584029	-6.23778581640084	11.3966619200369	1.31639210400618	-4.19445128484309	-1.0598516776813	-3.91184888460904	-3.31204599758951	-8.48753549459256	19.2657915466674	7.5458632604477	0.401375171741521	6.30644937403652	4.88196176981419	-11.2354682539632	-12.302533102578	13.880473410527	5.92096833986807	2.78145030550708	-4.23255216566775	-2.01865209974781	14.9929329069452	-2.97669518037822	-6.2557845752212	0.0405357780751402	-1.90912773118704	-8.32208506159575	-4.36915440245469
"g2"	-6.16424506914574	-7.31362207214429	-21.4861503176365	-6.30556966038745	12.8083358097296	-5.34515293029375	-8.81814460196988	14.1653761025807	-7.08572878938092	0.927421013776808	-6.21442783275689	-9.72983434363198	-6.40571859319505	1.51159562023934	15.8077924246682	15.9977720661693	1.11881345516879	4.00965034202481	20.0261248174735	13.2286633401127	20.4349657726522	1.22758372107297	19.5134994870241	10.6558767800491	10.3822919188423	-6.58121691202157	11.6752765674221	2.88843444341023	-20.4276220328261	5.52589086187637	-10.8331579434314	18.1279324803344	3.54644047019402	17.1552668615616	1.76308613933271	10.3013711344626	9.41950917248253	-9.43154470318579	-16.8805227989788	-9.01550910684692	7.32309805584578	15.6626863168845	6.81222460097779	-2.25931696840536	19.3856921668491	-8.01010410259	1.64189794980721	5.43680966492003	-3.07226073007104	1.46590139279583	-23.2427500251928	-7.34300990205072	-7.41621085381016	10.7993934370202	-2.58127530115752	15.8719112506771	-4.0419424806801	-0.908248696804905	-11.9850217373189	6.23813530648574	-6.67811034699881	-14.5749748837284	6.49125022659305	0.628717322206949	5.50237010394373	-17.4777962406872	1.43900246990636	-9.06951340017656	-13.8198676935233	11.5128424426064
"g3"	-1.36319985416141	7.55075878217524	6.86901729967389	5.57313692688964	11.4757197603822	5.50119121694036	16.4361851897878	-11.8427811140919	2.8953211077749	-17.054371812151	1.81238767282618	6.63509389768603	-3.67941476171499	-14.9453734086967	-7.97215159594672	-4.23734129172654	11.5197119866187	-1.67778816727695	15.125135808245	-0.47911830000239	11.2038236496301	-2.81381099813396	-15.4156640254296	2.00360314546568	12.6641545241581	-8.58414038242211	-11.4126827021867	-14.0511662263792	11.1578387422081	-3.1721113331338	4.36751243808004	-0.0288541719551078	-16.9803871837442	-19.7785099073798	6.75815323951353	-1.22885076901959	-10.523458800723	2.09677556752555	-7.4436482956804	-7.73833233975015	-5.89653681800539	-6.15661138765496	4.68850774890733	-13.8824412327715	-12.3977289854539	3.58221073041926	28.2379038348939	-10.6728706955383	17.6113606101685	6.47627779515758	-5.92178711781022	-3.5869960812463	1.23041783009346	5.18522226848496	-5.95841122306974	-20.3638439952736	0.0409111834977534	-7.74893454830768	-0.361285968022651	9.58340668187503	1.89338181652876	-16.3587929495598	-9.04106974212763	4.02093439561465	-11.3578775735074	-4.10458215900933	-3.16961514101958	-8.50466105694004	-0.0257772154086325	-0.911713843695668
"g4"	15.8673120267603	11.5896753988794	-6.51031616990063	8.15271810474011	-7.63024187842621	5.81672236758986	-17.2583181186697	5.57399001361464	5.86855472620351	-18.6156751122007	-1.3572688989882	-0.26727420620069	7.90367411287342	-8.4106588960503	-1.00311912142237	-7.37715636938137	-5.27789079608757	0.711826715009605	8.93857648941896	-1.24872088992671	1.75420869799486	-2.99993851663627	-4.46411140768702	-6.02906945434647	-2.13840098282855	-3.47280108714197	13.4003929119571	1.81267763845481	7.6791939174833	-11.0932908103473	22.4348103511478	19.6335539334497	-12.7079818462111	2.61722355900667	-0.189450728359506	-6.20761937967745	-3.89561303742699	-8.00337083132436	-6.36983813747149	1.97365649387619	-1.80168073427653	-5.04329307906924	0.664284631686816	9.25362191655155	-14.9021915520125	0.210095220751322	-4.27208295532005	0.0314705852525723	-19.5526120777212	-1.99687490115127	-14.3800502865599	-6.56113427961084	-6.74749503244287	19.5984215558866	8.36154823853847	-4.99716219944631	20.0620834743174	2.21824500248117	1.31181349717571	4.12129306703201	9.10341054980577	1.44053599495758	6.74440262907696	-13.4765662872781	13.0989413198726	-0.233466094196003	23.8331207370409	12.094641351958	3.73674688521134	2.97926366170858
"g5"	2.37491801673674	15.3551157832822	-15.6407359475412	-20.9970068520576	10.0678905426223	9.39245926849082	13.6721517619204	-9.28813559659463	-12.1941216610594	-18.8479303738572	-0.894405625908136	3.96021626426616	10.8533424717042	0.396077340055092	10.3052673879022	23.4525134116283	-3.63862705673955	-17.4547905238907	-13.3960557916899	-9.82627223375765	17.2603886524338	-1.3628702189576	6.31660679609757	2.27982985505169	-22.919738317183	-5.39339773373135	-9.50650425961137	14.4824910567377	-2.60855780277917	28.1549983759493	-2.88308258003745	-3.17567105712171	12.735154064485	3.2684311084443	-8.1251583306226	25.8816725491042	-8.45049365281744	-0.657775653076858	-4.62157185554123	8.93520496970302	-1.61718304809811	6.05659861097979	-4.81606555118935	-5.61568563688882	-12.0654649113006	4.29628192789183	-7.3158630610538	7.32179522051915	-11.265117661811	11.3691366363733	-4.97045556389987	17.6035288009206	2.71139418993645	-5.56763987903179	-12.6852034689148	-15.3493667213086	28.0568106722612	8.62320996810129	-20.0712496220276	-0.62971218883967	21.7480677137823	10.4890541230921	-1.44144543681883	-8.47429427182678	15.3795522009609	5.37102908057952	1.75993908495147	13.4042597230032	2.03472781023488	4.12641417265545
"g6"	-12.2114429820678	-5.24064683629425	2.31274622591521	-1.44682135696527	4.84780397177941	-5.02479546840662	8.97273780793131	-4.85140204678028	1.38478715420566	-6.20361325180043	4.34194342731539	-8.49382740559322	-9.11282749861184	3.7630179090428	-4.23788002323397	-0.390423907540831	-10.7664356336565	1.38127626778493	1.12974883401556	-25.7910415975827	4.58065438327584	13.4435792510888	10.941376687376	-14.2544179251892	-10.9201141669122	-12.8610969671906	-2.54303448290272	9.37133958617071	0.45765651197695	-16.2765534911202	-6.66830994903236	5.02128509958064	-6.86574873268149	6.64319047088302	13.1272102916912	-12.119713902046	-2.38327531411975	-8.20493234014371	-1.66274548151919	-4.18919296410281	-7.90593436259527	-7.9215966705035	2.57696812596164	0.251725668274784	-8.57718612554883	-8.51652739963583	6.27521334047475	-15.9189959250894	-22.5669396374243	15.3314621389403	-15.9047916465202	-10.8201830116288	5.09680077951527	13.1943892617634	1.97538391382664	-1.86957421000638	-2.12216864613378	5.70493905519187	14.7732989054165	-11.7475384311438	6.90166631878356	-6.8770096542554	-4.15391669725954	14.4085476786824	-4.24105809043385	-7.82352647524095	-8.29580802204351	7.93745176467377	2.61523114060378	-3.17806945187986
"g7"	16.9347984464806	8.25887338696099	-0.254041068230414	3.07688212921436	8.75595072487015	-4.21830046887977	22.7773389839634	-4.6183010280569	0.914998012036333	7.49309028571181	-2.88511352641508	6.5531849278537	-5.76692253678521	15.0095395608604	5.71680310222539	-16.7195328571161	9.05025009975146	-1.68708183122099	2.81808411395028	8.25215052058615	-4.49964340187334	-0.316111094289179	-7.23862243573557	5.43359519693013	0.724169006177783	2.09873433215807	-7.12522629980996	7.17397471078272	9.78061094590969	-11.721853480808	-6.55427399713141	3.73977883720884	14.3516654065349	-11.261626704597	-18.3994202718927	-5.93361646567077	8.35162680145765	-9.07579326726768	20.615323690924	-8.52932230615497	2.33219443452936	20.4080176764391	-19.1854867521286	-16.0765904723177	-5.32002739726949	14.1369291102711	10.514372185558	-4.84154381240321	-7.21381845063122	-4.0773519347766	-4.61345190008245	-4.02132806403199	1.24662829860137	-6.07759816056203	8.65798692508239	-2.93025617882004	-5.69144986130889	-26.8861341053152	4.64522642242966	-6.74290082495342	-6.36331155989376	-1.32169163089943	-2.07978771136925	5.85013527336401	-14.412916700329	5.35467731339293	-3.31692498671082	-7.63116252049801	-9.54123814448221	8.66410046186354
"g8"	10.8637180236142	8.26320577307502	5.94313273403778	3.74543238216138	5.71894687917886	-35.539431547773	6.92725084033918	-9.96416211750512	-2.87546947627216	-3.90733676826857	-5.19482900745571	-4.40760410838939	9.47195846753509	27.7954469132978	4.86581312543221	12.0168986506615	4.19461205774393	4.30222766714332	-3.4045597243517	-3.11957768692665	6.68222636477758	8.84804280708293	8.56649257955207	11.3349163268813	17.9963171204219	0.453465966511124	3.32665486334922	-20.2027933595718	-0.789188159354813	-8.38609322283113	-14.3418464273828	-0.624863376212497	-1.02561953592003	-5.19335277005932	3.74787507316159	8.18807599196292	-14.5583854249922	3.72609117043795	-11.4373993654397	4.68716195723846	2.83106465165138	7.03940852279396	2.90627325566871	-3.15142067685512	17.9990940728821	-5.2655019376989	-12.6452243573876	-14.2384118445634	8.0453981166385	11.5304411912991	-5.06814370772758	3.22457721816624	-0.284227176692761	19.1554801823235	4.58942472779248	-4.22339486629042	-2.21588496634329	-6.9297775121373	-3.70977971786811	11.992847461322	-10.853536081999	6.99867826926601	-10.418854629863	4.73281997807843	2.44223664438445	10.2645297756101	-11.01942666064	6.55914821087063	2.18522955823086	-3.30575476290553
"g9"	11.0941251849936	19.638457110499	7.52902480327935	0.132907130371438	-9.81285542614325	-12.4280837075694	4.26818233149063	-3.17666039015847	1.01536265268846	-0.503787327793978	-7.24968245048705	5.02872182961296	11.8691935431166	-9.8249267129353	-5.83740878758535	-0.602185278669332	2.01118472482132	4.85609460906683	16.2410675693869	20.3894552148449	-3.82933695716899	23.2961713181503	12.4868104512743	-15.0312958228846	20.0005050589152	4.28233149840274	-25.3721641781154	-13.3372791234483	-8.63409032448651	-7.5464241642067	1.17704839839706	2.23254621496866	6.75943309479823	-6.76903980167421	-3.44584944546104	3.24785375202603	3.75871328208996	-13.9072432619081	-4.31919832104266	-2.41296411905623	7.94063891792914	-11.9570630520296	-20.0388146026536	-9.68214198806757	4.66927894057978	-0.0152071952209833	-4.80848650881624	6.68787733420824	4.07608873949707	6.35351143734946	13.0437169766116	-12.4481347623737	7.18726489627068	5.65269853948483	-13.0204890983483	9.86286968568566	-18.3197082070397	10.2914603255073	-10.4622154817422	0.740915057360369	1.26451483753046	-17.9843386362534	-15.4642507836888	6.06843811932161	1.07896931923931	8.96867061715197	-18.2031252238431	14.6374666257507	-1.78653348959357	-2.95889605910293
"g10"	0.415950483004563	-7.62424221801562	-12.606065947395	20.8887041275	-17.0688932203671	21.3492778719803	-20.3777033150591	-4.64312499081808	-8.00052180139493	1.44192180938843	11.9082625810746	-4.0389945305917	-5.90796261641098	-14.3428422878233	-9.58360737506378	-14.7738529144102	-20.0911878261979	-20.3625480549125	-2.94469732084004	10.6405492052873	2.00946478895135	-3.53370839545483	0.440731995053928	-14.8655315853399	-15.7736927543867	-18.5029650139761	8.32413824282696	14.2964158293113	-4.69586031786345	-12.8993404683945	2.38606707631449	8.47787708826474	0.321447795752199	-29.5825124440477	-7.63690066433266	-9.93708888758541	-17.7014840254992	-4.91335893553641	31.3560345637461	13.8158563491375	8.6007113879711	-23.9581103072296	10.0475793321846	5.98928783821396	-34.4538400534067	-11.0978123981876	-6.87576314681995	-1.98446726785953	-0.237600170138911	-3.032364686713	-21.6000189318297	5.58859736300214	5.94039379822429	-5.58353792661902	7.52557783023214	10.9715622467588	-4.27085755147659	-9.07751577676157	-0.985048150532008	-0.978450824442634	4.14840543642532	-1.47401922915234	13.755764008631	-14.0315868547034	-1.10750043504547	-3.57694417526856	-6.44204987142005	12.3996135035318	-1.02935664854198	-21.7773535231636
