"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"ctrl 43"	"ctrl 44"	"ctrl 45"	"ctrl 46"	"ctrl 47"	"ctrl 48"	"ctrl 49"	"ctrl 50"	"ctrl 51"	"ctrl 52"	"ctrl 53"	"ctrl 54"	"ctrl 55"	"ctrl 56"	"ctrl 57"	"ctrl 58"	"ctrl 59"	"ctrl 60"	"ctrl 61"	"ctrl 62"	"ctrl 63"	"ctrl 64"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"	"case 43"	"case 44"	"case 45"	"case 46"	"case 47"	"case 48"	"case 49"	"case 50"	"case 51"	"case 52"	"case 53"	"case 54"	"case 55"	"case 56"	"case 57"	"case 58"	"case 59"	"case 60"	"case 61"	"case 62"	"case 63"	"case 64"
"g1"	2.57428201240432	0.382596340778453	3.17379156078432	3.33915800095469	3.85740776001064	-1.81904032166961	1.47538610100447	2.65604278481727	-10.3739209996439	6.61871436664049	-15.5034904951269	-0.00398353024419773	13.655422178719	-10.6109304750104	-6.40111553408162	5.00379157709272	-13.040493093786	-15.0774936633069	-10.7686993078306	2.14876515364928	-0.261959285193563	0.398026378462956	-15.5404054248048	-4.79226784866786	-1.36741763923023	26.7095399475256	-3.96701556831392	-10.3542153027876	10.0023036599284	-10.4392866758397	-2.49156607087671	2.54241388867413	-6.6458343460297	-7.03469661685801	6.2672886485583	-12.9275033088614	-11.5447907733848	-14.7265592883627	7.6698102641903	11.9597241296622	8.65107381565139	-9.99466647057966	-5.60597351086297	-0.810117803872997	-2.67008691656649	11.9830253271812	2.94013482132441	-20.7401016014414	-8.29628433154024	-0.100129639111616	19.3981186661265	-2.59609668419936	2.67553076050511	-18.4088909860718	-9.01460834611462	-5.78450766282644	15.0949257878868	11.6067275799023	3.13266437555155	18.3405737380028	-20.5342006166228	-1.18080294420083	-16.0308919135144	-13.0193851431492	11.6757757983788	-6.1456904323269	-6.75244807346154	-2.79072187718591	12.701139061232	6.29857322958109	-0.124214869387928	0.75238496164528	-1.16787202609674	8.88868949519145	1.37649385209829	-2.83625851548357	13.832170821819	4.27728224949529	7.38605732998523	-15.791370182657	3.28815605631951	7.24546918437239	-7.83099165551474	-10.3439995941214	-5.44645946196925	14.590814486585	-6.18210731402201	-12.9616170834084	7.1696875892949	1.13958884667904	-2.50151383050331	-1.91877589423056	-18.0154986299125	-16.8514808081773	10.6480284327803	20.6861016165714	-21.6181071658808	-9.50951558260308	-9.38926109757473	3.20144614925928	-18.5695694608116	8.30683930781056	1.08161177872603	-3.24319686218568	-5.80740054047314	-7.38782634907477	13.8006334377658	-9.34550309819927	-19.5936609626512	-2.94936461378067	15.7929248940002	-11.7942936333988	5.65710807539126	-1.4809096130705	-15.6600792190059	-3.52807450576361	-5.98453646568058	-8.87549542977289	-0.0545088630857258	-7.82395615039639	1.26956994569956	3.31099236982147	-15.1737122264996	-6.95611454854642	-13.8869587317193	-20.3675482175039	-12.1675577486393	1.92156106696796
"g2"	6.63677755753571	-6.48948464072168	12.9266346901873	-10.1484176956789	-3.86910330086236	-6.69218825624421	19.3246285045735	4.62975413894512	-11.5864042847904	-1.66870498332966	13.7000066703675	-13.0880696888055	-4.10301691556226	-6.59716271554395	1.86768783529998	3.79671860172422	14.1819550509195	-4.854181825601	-6.39316921041697	1.99828480525658	0.808313855256451	8.64897336733521	-8.3137872508271	-6.62183495963365	-7.40974685304651	-2.60289579156301	9.28890443715882	1.523947909666	-19.1983128685905	-23.2000813430575	-11.8539245144985	-4.92750953849621	-9.67743319607172	-9.18182584050191	3.34979026979133	-20.1039844465608	-9.84383243167178	5.82308678989793	7.31157843715778	6.78955809740461	-12.2550485448006	5.3495967405972	-0.705105405329134	5.73194163550839	-15.9298291116549	-6.17139068709345	-10.6510202056902	9.2884324872603	-4.54415128303717	9.01654180026658	-1.1275751781328	10.5270289371858	-25.3768243498191	8.73095086232938	13.4134447727367	-13.6861070674473	-10.2001614459215	-3.60140590727802	1.12417101911509	4.31023985356887	0.223506732112533	14.70808468122	-14.0821225644438	-10.6195239995144	-10.6262412687122	16.148413736408	16.9162852061141	-17.9162792256946	-16.5241189235363	7.54447030511909	1.79019584260936	-5.40091862957567	5.46064304921265	-5.85365302265227	-1.71011800271696	-14.932334829309	-3.71664804505817	3.06871095148664	-5.20677938526502	-1.20389604732701	6.69340635383711	0.356302001186253	19.3499405507904	1.12951379221466	-0.100559765666346	4.25506849383627	18.4488844271164	7.38986371153835	0.319865535933179	-5.17342945267061	3.29723951386662	-1.65397593427412	2.83843952534636	3.27683037068883	-12.2536027042485	3.0993254265307	10.4367065119836	-0.101749821650701	18.371535091036	-3.62696722403544	-4.68235804244742	-13.4985123421418	-18.0021747975015	4.82518289743032	-8.55103814978436	6.19122966847775	0.41316629705364	2.84092867401247	-0.438257096195818	1.09420387325345	0.328738206849682	-11.4108817048087	-10.9004710452696	11.2004930347757	0.114757208520145	17.3025790014476	11.5485220517668	0.492717754184049	4.71563701687136	8.29297874504239	-4.85064461154831	-0.255617001399197	7.55635194206616	-12.1353815253939	1.9244417342522	-0.948861060174772	6.8488459662694	-12.8282974468608
"g3"	-1.69292477147228	-1.84358561208114	-14.336290162001	3.76341682595836	-7.36985581587612	0.664814556736349	8.77631010021716	11.6731216333834	-9.47209144927332	-0.72230354815706	3.84384568825532	0.0961113163108106	-11.9695641297302	22.8049624927339	5.44960503204349	-5.54909159707398	3.08001130892105	-0.6560194341673	-7.42202748018711	-4.44613065244988	1.79908785230836	2.20987207118595	-12.3874756568313	12.1101209917632	-4.90471663409773	1.80216565906739	7.21964027565167	17.0489055306978	2.83796270269708	3.23204129596494	-6.7549933093705	-24.5039324330272	1.71775053291452	13.0095263158842	9.21145126161475	-2.40926555279931	-10.2617153338118	1.33435568928637	0.20230443604895	-4.60608617875134	-6.33653014957315	-19.0331859426032	13.2393099222426	1.41441375485882	0.307029106070577	-1.36158891690889	6.15133155015559	3.95047971811482	6.54860316009559	-15.2018592783186	5.66062729937662	-2.61124249739561	-1.28686373585033	-27.4889557820832	-5.19278760460202	9.06896745898132	-5.82981132747877	-18.1060307143432	-1.47264062996808	1.20024309453541	-1.42757925519118	12.0985379296477	-11.2239267966473	-8.07897533997346	-0.723404161584635	2.88546195832741	-2.17790822699325	-0.879431471525118	17.218246462345	14.7582536733432	-8.6499636023564	-5.66042930348577	-3.20831884802092	7.98408998219788	-2.20131907395809	13.4001766237775	10.8698339861757	7.91425357478307	18.6272530505139	8.98302644701685	20.7574865261507	4.52925630316437	11.335598377472	6.00150862882928	-1.01937263200259	0.640202341925081	5.32923681698328	12.4044335748221	-2.35480330574526	-0.351439421225347	-2.63436977320072	-12.2684831296974	-5.72313453393718	10.3987366456455	-7.85665739379311	2.86114463020607	-13.2436017768681	-8.24769091582545	3.2546230754629	-8.07372782864213	-14.7965881566745	5.44565286264799	-9.00218468504193	-5.11559649518174	-6.52876627455667	27.7538159857798	9.87954749865517	16.4765297740255	4.85407776599032	6.72870346177852	7.56948507772983	-1.31858767775418	4.44033862669471	10.7255468124476	-19.7959200250164	-11.0102056185798	-9.2753021727039	29.0421980311467	1.60306383046982	-6.11125923032518	-3.11085280813636	-8.81440008824884	6.73516669217277	-0.36816204989368	-6.57978696334397	-11.0935813874186	-1.68440981795485	-0.34110106301812
"g4"	5.18582043864771	-0.742168778117256	20.8200116612188	-1.84036370094577	-2.2583916616111	0.682265955639313	9.26603112426459	7.9546038680344	-9.96022178271259	11.9979894993616	-16.0060643182747	7.84113041352149	-23.024539094231	4.96227941346807	4.34200018977501	-10.8102156196318	-15.1299132238413	-6.19314064560002	-7.7249478475996	-8.70537712685125	-15.9604756539753	2.59708160394677	-8.14005324717573	-10.8907416726693	-1.76575456265401	0.517346065438771	-19.7169306592894	-5.19416404383263	24.0804464634875	6.39797593270592	5.09052791830799	-22.356569901885	-9.92396647339827	-7.57400771673748	-13.6975244579175	5.61728665252577	-0.759281759300873	2.53302004623235	-11.6019864698538	-8.29915004319918	9.88026265237341	-11.9341041483935	-20.6963820423327	-3.00668920651464	5.43940504676938	-13.1921214484539	12.3078806163201	9.38890786244147	-22.6991983765207	-14.6321633641929	-0.425918031453277	-11.2562570448666	-14.6134248484878	1.83046391678005	-2.31927249426595	16.1014081033721	5.79330630292838	5.87671749063912	-11.0221399884501	-6.14906302485651	-7.93874394243764	6.48841922818538	2.2362706120591	4.90181957777098	6.20237179596442	3.08184833069987	5.63634547908785	-6.42999506428128	-11.5708528548153	10.9169126229928	-7.31910242858702	21.9426589672616	-7.73289465441297	-0.48538814070593	12.3171043934572	19.3984361131381	-9.01306145264265	14.9161530455994	-19.1091384016235	0.642113912504673	0.821208640885109	13.2301303720815	5.84117032407363	11.231676831905	-18.0160086137316	-12.6545672262375	-7.01325564449872	-6.30431450041342	-6.89091201613808	2.71989545270803	-5.78972468858824	3.0983792205364	-13.0862592827511	2.20376428571229	-7.38817179554256	6.51371836586862	15.3453462257381	-6.45672269545945	-23.0059767098996	2.90659763251607	-9.82738063592544	-2.12682666687406	-3.24588924301885	-7.6133630891373	-19.6310814308975	-33.0960496627834	-9.28843753891903	-0.850865716646992	7.40061226070413	-4.30993306527604	-1.69698686237402	7.8131137214802	7.93599586262854	-2.41664397066608	21.9774242542369	-20.2526140333379	-1.45012361495305	-18.2415389089326	-0.190045476617092	-0.108084557321461	16.0469947452088	-6.84137651336601	-5.2004878360813	-11.2705020730907	2.86444587469179	-2.64812638551089	-18.7972248259237	11.4034091823269
"g5"	9.96042474313023	31.3362698667728	-8.33520954805981	-1.47866895214599	5.61593294501941	17.5153218369622	5.78947334534053	13.0086008169783	5.93413771092914	3.72092405206757	-28.6860818219708	-2.62080174432316	5.39616019061237	-6.18930219785142	-1.05234955345706	0.220695316232876	-8.45006724685569	-3.08932159908195	4.67022864608007	5.28502420066761	-2.66819094952348	-13.2840141593165	-5.40636919447694	5.23056877664712	-0.418798762538099	-4.49934311800504	-11.2513503281994	23.1149022225811	-8.81146730634791	-12.4338421007616	14.3340528906872	-7.51784874963993	3.28346029928686	10.2591132053469	1.67781635288691	23.9464599945266	3.99184512394035	7.30300962517105	0.270764901429389	8.83125672520414	0.888746014372787	-5.81917950685096	-3.46951830311367	4.0966596764751	-10.8581423157867	4.76340899677801	6.97079920782027	3.86656137598649	-11.9202851681582	-0.411189870188505	1.07793671819412	10.2672955485127	11.8361193164153	-7.57792697213824	4.83199867444149	-11.0100677163815	-21.5100263762341	-3.85281483196592	-2.08941660467576	-9.87613356382447	-8.16108386556232	4.95491088703596	-1.42695912007815	-12.3622973350011	-4.1433819600289	17.7524847569083	-21.28119026844	3.5556993456973	0.314112021896659	7.78088758114581	2.20862484410685	-9.42406993826576	0.63928280044919	-5.71855121477088	13.6503687667594	-0.523207916663076	-8.07116233496194	1.15840197386594	18.7979832756924	-1.52294112664193	11.8591191365612	-2.058133581746	-6.08018660602971	-8.76541668612668	2.08000490141484	-1.43749862251071	-15.8487512039234	3.91308557010198	-4.57691613287222	4.66371218579695	-33.2097992622486	2.7886547954786	4.82145457441895	-18.1718116356668	9.97230697018199	-9.45573131319849	5.15291820831555	-8.43068260335759	0.663133914902634	8.92695495843073	-8.47175825582204	1.54685438921472	-5.42312612845082	10.9914955541322	-1.44969362833444	-1.95444143059326	14.7641955830385	-17.962495428967	-16.9760960432567	-14.0292989348862	0.146440127751233	-5.28147793688663	3.69816010003569	7.07675852784053	-1.44377665172794	-2.57706592299808	-1.08678735833354	6.94995822222306	-10.8898347708629	-4.80051571889596	7.93912895344505	18.8813004276984	17.129787918179	4.85039434503189	3.61481313296166	-7.77012231751332	18.1327103392113	-6.31844414065483
"g6"	-5.62739690651824	7.01522950755343	7.30248189508655	-4.32462479664291	-14.5279848330032	12.4165885338135	-10.5925309107342	-2.06960118161004	-8.54032030563662	-1.89844546766833	-14.3570267655675	-5.18738272728076	-0.629802896213938	2.71022008422304	-12.3193794055074	2.16310708343833	11.0300629877443	-13.09313957924	-8.81835962944811	1.39884840955035	8.85844740913138	2.14069941581904	5.39169821489229	12.8130685047792	-6.87354379298998	3.55809465162993	-5.17714700617857	4.66455543037622	-5.67980757377993	1.18462913193321	-15.6946315315992	-16.810409844137	1.17876562172071	-7.89716961785577	0.915117873095157	-1.43698626932406	-14.5401717592463	6.00903480085361	-0.560425457950204	-5.3918682890581	-9.48162383994216	1.85858353840484	-11.6269059873871	13.3218295492758	-10.5188505661291	0.853775450266779	7.93063950983602	-5.0102545169774	1.34208385640814	-5.50529823117371	1.81842765764825	13.5400558386996	-17.0727920751044	17.166607169549	-19.8678563888316	-11.3395623709429	-1.05513309852929	-0.579880190618889	-5.62294254205408	14.6358404496408	18.2876023606523	-0.456199249386046	-12.4614321066604	-12.3166351422912	6.88490056768569	-4.68818285082258	1.81591531798436	-4.51765962332867	-6.3297232511786	-7.900529281506	10.7172315883155	-3.47728857566033	8.74707316627671	9.31207596068372	6.1346871044495	-9.35692603579313	4.9477932053447	1.01440120359644	-10.4215768837262	-14.0666270881663	6.7713952353973	-14.3679007611621	-1.8515803891602	-0.413654623343942	8.92778340297601	-5.50017189188839	9.22495326452429	7.93485162160888	18.8330129198245	-5.57373185353546	-23.3772379602422	14.241435677949	-1.71143200013586	5.59577974311976	-15.4639326038491	0.0116272127307579	-16.2964095038157	6.02565933019697	-4.42722772544469	-18.1240105909304	-11.9722499796448	-4.75811861146987	10.1019535148552	-9.07210325977635	-20.3948257038678	-3.89029472768873	20.87292095115	7.20063534340717	-7.80556795335711	11.3539745911826	1.65812910783644	1.93824788102889	-5.17404853743588	2.6981441934922	10.9537809885048	-8.55077890163289	8.77370846429277	-9.27694232010116	10.8231037044566	2.82518327398426	-1.97999461314797	-2.81652116046454	-4.4104043959004	-6.01494445395727	-8.0161077093008	-37.4387314737766	1.06750643657414	-8.17868249498274
"g7"	0.577010911250765	-0.448172581659523	-3.43062976189664	-14.32751447397	-6.57332514298269	3.88398909005596	-7.54368811010219	-1.73786472683397	8.9270683569857	10.7886243478293	-1.61913052231956	5.06007868439219	19.8810574059858	-0.954556952359898	1.84352921771496	6.08181374833827	0.066962207348401	9.26494939659226	0.341009786500564	0.585253738071246	-3.82848865161995	13.2014926047091	12.58968076048	-2.18650836056513	-13.1495182480436	7.97520309403346	10.4644741146039	17.6398183606023	1.49394993981677	-20.6023153362035	1.46714239767778	1.74501542948123	-6.29824925245213	13.7923776857582	-6.09297702230612	4.94325976627861	16.2085597208886	-7.19110596215564	3.66795550633786	5.92796702886824	-12.9763008257407	-2.27669305172763	6.60354744780693	-13.7050532009166	-3.30143135162048	-13.9521050525563	-4.68013766496574	-6.60842341962714	-1.51400238474287	21.3547872662395	3.54749687874746	10.2477131003392	11.6176001673475	-5.96430653446336	0.876920201281644	-3.85940781085759	7.48911936988906	-0.483386162027857	8.66284252849575	13.4167410168369	-8.67840653505758	12.4269273149447	-8.70067391865669	-13.332180763542	6.76793949513229	-4.67670418987705	13.3164489188797	-1.00190685111082	-9.97538367652007	-13.9143304815281	-11.7735810716492	1.89551481089668	-11.3992038177634	16.4572853138687	-6.02501319572601	7.6320824666999	-3.05163629656542	10.8205508703144	0.781489174869579	5.62010872987692	7.11744787401775	2.87438309428107	-6.00843820917913	8.29437366741074	7.67295962428602	13.6013857588928	4.6231627658758	21.9725554858896	-20.6851457219555	-16.0629946309738	-10.1776926015064	2.52802848870339	-9.35910792259541	-20.4133465471484	9.85862505161954	-12.8327395075314	-1.60559689988861	13.2779425051541	4.37279738021442	5.33198956750446	-5.51942373154735	-5.88741118687482	10.4564962975246	-5.91955311698584	1.5574692538574	-5.29712644799574	-1.72543765154636	-2.55486863692044	2.58140816676244	13.4361693985466	-10.7722927716309	-8.66959946224033	-11.7491812628213	-11.6233918675862	0.172780647983814	-21.3960125470062	-4.64042963107687	-4.46113231842477	6.45139961040787	0.0394469749325863	-4.28840172436517	-3.36692677247578	-6.64805152050882	3.47939789359331	-11.883074487539	-10.11198576115	-14.2589525821358	4.75916990990301
"g8"	7.93068408045393	5.15486646239909	10.2198568793241	-12.023711338074	-3.70597270179362	1.81642089331492	-12.3554448514714	-0.893868724473044	0.0454781068231206	-7.21132845316501	11.683797793267	-8.62621769025507	6.440656194997	-8.08020174806025	-11.1625199955429	-8.09502773259176	4.16094051338593	16.0378722050335	11.6332459313123	9.25037321738857	-25.6835627913849	-14.8359940239786	6.57893784278126	5.96849625357539	-0.0376436562063326	-0.81943553280641	-9.56310290214087	-5.29768525406445	-12.8500033938644	-16.1191904668924	9.94893598329521	-7.25020869197701	-0.635028423745578	0.614198332094264	17.1329743611017	-5.45206781910201	-3.82283215187047	-11.207131458433	-0.253992040407202	-12.8696999650247	14.5304586512551	-15.7947879279473	9.47635494560856	13.2463890888088	18.9865317791271	10.7647478289951	-15.5424805105027	-6.15806049471319	15.4267506167256	-8.93316355884667	11.1803603894965	-11.5897585527154	29.0901674768287	4.14283150357263	-6.50423271905312	6.26127046662444	-14.9483281918318	4.11138192630577	-9.14761625868991	0.208347505746144	9.02141560820409	9.25800177267645	16.0049670641977	-0.26819717147551	-19.5378056604694	1.0518550864273	1.57921558285014	-12.922363266459	-2.20818501739636	-0.72998612796359	9.34557075371193	-1.63559735745086	-10.8307833040891	13.2334698596777	-5.39460862459517	0.016385232950775	6.04516241586589	-0.47674446824779	10.3348370729129	-5.88773224998488	18.851314770798	-0.194118496605699	-1.54647948160051	-12.0259460336202	6.07786695232899	-2.07826215275073	11.0321575078132	4.48530935064544	4.70815384997853	1.78628620316423	-3.18786994658604	0.134293589437285	-7.33471678127959	16.553774300172	-7.87913314766527	-3.43716947568833	-3.60024768919788	-4.94178443475037	-3.41778798395652	5.17064113683126	19.7693806670469	-4.50777054129862	-4.50947030974413	0.552810040369438	-10.6660243962963	1.04409868694013	12.3948041311041	11.3057790347127	5.89785072974579	1.02642964735677	9.85761674233613	-1.11604779826256	2.88789590811374	-7.60567918620142	9.52633668534606	-2.382597829356	0.970767156477237	4.44837813178621	-1.14834144198493	-4.71569293335273	-6.59088860328796	-2.92482167740314	14.2077776182679	6.62245015461199	-8.5352404372589	-8.88117097473523	-3.2246268441479	0.118791186529601
"g9"	-8.55967104125481	7.05698608246974	1.24889186469856	8.70923493758548	-4.50388930857796	4.76172273190374	15.4299124972531	1.23284733815947	-10.6775854952454	6.05715804299644	11.4203307257278	7.3202119016685	2.21866416481849	-4.1403857098884	-0.989119573094741	1.72746920652981	-4.57412297235977	1.15241756209881	-4.064228421651	1.58328435151001	2.37077058811533	5.60856340646032	2.03102827859227	-5.00009502624402	-5.42500601573985	1.11444432039795	-7.55659098959317	0.619565121658657	-9.53580028156818	2.04827142171524	-9.38285392110176	8.3661448702218	-18.1052360389828	-11.7328374481291	6.67207720654099	-0.820062382972675	9.44939236716146	7.83656129274396	11.6654483448192	11.3070543225103	6.30309444559619	6.92688200516707	5.17316777986015	-3.43505878002454	-2.81510821710823	10.4676574404095	-11.4309285110845	0.688624046459084	7.73765008222556	6.16575397815568	11.4711149910208	-2.3394096601705	-1.6514616649626	-1.68694777977668	8.75010313315352	2.2151026400321	8.65085162430343	-13.545100151636	0.735536396565896	3.42404492014496	4.28300004623982	12.1583584920302	-7.27312157094461	-2.57279278622707	-7.85164173031185	-16.1489816298203	-4.35770119023431	12.8146264249836	8.52584732111271	-16.4270058143722	-5.81318888047224	-8.98689119974668	12.4819336315907	-6.29069953303112	-9.32162611121121	-1.7732897499621	-12.4157783025027	-7.85200066166222	15.7967179151695	17.9151807962287	16.0475248557761	-16.1868840973723	7.18593381728777	2.59952215840152	-15.7461254913753	-4.86204267601702	-1.03354893471184	-7.64910865578079	-4.37000216983158	-0.356021991738839	10.7910695556105	2.94803315688641	4.93914004798781	-15.2297950573053	8.92256966400182	7.32550526141715	16.9096680363561	5.05771193979632	11.0638223429075	-4.45443143916509	7.40829603022519	11.5559046249627	6.59169249618076	-6.35409059957685	-7.22360737059773	-15.625798861024	-2.56744956458982	6.73697267753369	1.72398599060598	5.31314020687984	-0.156719964138111	7.95402999827979	8.4939175217275	-13.0166338392168	-4.19466038942328	-7.00455675978196	-4.75416129405118	4.07638946472231	-6.4449172098531	2.11639127564884	-9.00897513469305	-8.96744236096316	5.78420512366427	-3.41306326415609	-10.782142630734	8.99205080348467	-2.02408744244891	16.6864869071075
"g10"	-13.1043349742	-12.0039471749494	-2.93102798665964	-19.7444730274185	-3.84756035466186	5.81995186666999	-11.0541293870954	-22.5159989904516	2.99869822021797	0.138706415161584	1.64206034362065	7.55452223301391	-7.7475118088938	20.6153940171216	-5.41369281432913	5.34413011964587	13.3655923738825	3.92298627417287	-0.471164689896098	10.095711662237	-17.8491397019929	-2.11266073892051	-12.8950546054099	3.67238013625125	-11.0502067034467	3.26234749559413	1.42018090079659	-0.0969253981320395	16.3773948153361	-1.71184275435721	-1.97386405819615	9.76074431897137	-13.2325866728325	3.28955719846394	-1.14379850722059	-0.691561132731332	-11.0655195080713	0.695932587880575	-20.9795422931923	14.4427857558041	-8.01868505600053	4.78918003802634	17.9569795929504	8.72080739586586	-10.3956661738744	-0.393457938061983	10.0623545049958	20.1101995717748	-12.8260785106184	7.90609740895253	4.84034144432426	3.34863420533091	-6.30400079555186	-4.11651679641067	-4.99615677016211	3.70707474550452	4.73431027772873	-0.418181403213546	7.76529468102198	4.61919711014318	-2.93429370793419	1.21505612387997	-10.6399731771636	12.7226374481621	8.27315125789281	5.88275522950503	-15.7423536855254	0.650701027800491	14.0487044849689	18.8491085532594	-4.99904408525014	-17.999391600629	0.701024051360396	-8.18139117315634	-12.576930329495	7.15223163493773	-10.7505040184869	16.6029237678118	-7.1669296343328	4.01818269071297	-2.29434975946864	4.57322787158777	-9.21698972389604	-5.47637597611821	-31.0411359710459	-14.4413065953441	0.262456347243447	-13.889188656792	5.93478616998248	-6.6273278537873	-0.0925805111436034	-20.7244585122194	-0.482433316922368	9.79807789896492	-3.15452631433553	-8.99242437425333	-2.99113311268827	-10.6733212001928	12.8345988931619	0.539549761991139	3.18146584514395	10.878514515381	-20.6240554737445	12.3646104694155	-16.2820602934186	-0.295788191704799	-4.81999520005977	-8.64344578205304	-13.0768466467869	17.6790152164234	7.66904655330121	2.33456026323816	0.290148321017949	0.0152598171306508	-3.92292090376065	-6.96496791847987	4.66987618132235	-1.25259931958254	1.88067975576514	1.38217943750032	13.9559292870346	4.59725388328168	3.86534417304119	-0.440601728319925	14.3482187715161	4.21484656278691	3.07947382635233	1.30559305812738
