"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"
"g1"	13.2682366661114	-18.3081561817543	5.98877373888221	7.7970497996264	4.21563501567887	3.16396770529513	-6.51178280031769	-8.05594461007175	-9.82972242338878	7.75069726295249	-1.80621249486376	-16.1709456008327	1.70142515498924	-5.03388545171597	3.93499096257677	-2.53964581832359	4.0066612375925	18.2583677717546	-10.2538496821453	4.56395514668824	1.56450763732751	-18.6696056666182	14.8274487393319	3.85006281237425	4.80216536487818	-12.2900865472166	10.2414047290111	8.54247699148976	13.176799817665	-1.47379417199688	-9.5489775258345	-3.22230535664145	-24.8553924499187	-7.91784886009388	-11.5422750769962	18.8250926429489
"g2"	5.45721902279011	-1.43380150301595	0.260736755317963	0.444237031826546	7.71822241042076	-9.94018228126038	28.3145493505798	-11.8312325626399	1.07681749658046	-6.78780704661965	8.3705962083952	-8.52676512040942	-16.9490155264486	0.540019401590332	0.891454390577486	16.8720356783723	-4.77275210763122	-18.6195481728742	-4.87954132444498	-6.33665238618599	-6.74027396755222	15.5405998445607	-3.67915069946117	10.5286003197543	18.6429586587048	7.98057191102177	-15.5637514492853	6.65511872973628	-2.67424599285124	1.95014004284892	5.95304969657635	2.48118513056797	1.61325285127244	-2.72083853634064	-17.2950904363789	-6.9561747047061
"g3"	5.0280173769772	5.04772673976675	0.559077557920903	9.73903372170681	3.45040268742037	17.5589534519829	11.1029377590355	-8.43934506013484	4.55346647400657	-12.8536645976284	9.81912912907387	-5.00469377592453	-16.9472068073582	14.2597091395998	-4.29710968884344	-15.0048070041453	15.5782838129284	-17.8690892920413	1.72903987954582	3.0737112541868	0.920709234960843	-3.39843085557546	-26.7712674307835	2.47731053575803	-13.1927127972957	8.43013141775303	6.41418193984235	-9.68393211021789	-7.3042548458956	17.4988855504764	-2.07687248696798	-8.9226313863981	1.70896111696719	6.01957628730992	-5.69141192251645	-17.1656132282159
"g4"	9.42782111962906	6.63929921109588	-6.47230477288907	5.4009382284793	-5.69359635315808	15.3066448399095	-16.2249537423576	11.6641019758589	-1.03136795407884	8.17631199798405	-2.96034867190886	5.32170573330261	4.14829267324886	5.19403392444454	-8.62448726440088	-11.7752368392514	-14.3383349913796	0.370460959121373	7.60972001860382	4.79346484093742	11.9820945845495	0.184451661313466	4.94745378396037	12.2541971244012	5.24892524434492	21.1610898397796	1.09880748797647	-0.194618813456255	2.96849023142434	13.4408346738192	6.38786208770161	11.871508683727	8.3760078916866	-11.4993626671808	5.62912276521894	13.6067016707794
"g5"	-3.95791400774355	7.90735820347034	-7.15355780634544	-9.28822283126916	-10.2497685916869	-5.27711961939846	5.66293250271221	7.6807669772693	-3.37280262893238	6.49478014191844	-11.8666009824224	-1.25615587545324	-8.74336086894084	-16.9138521773111	-5.72745834488196	10.8848932055717	-1.7378560458125	2.92924393837719	5.92959059418753	9.15159530118706	-6.13444470709195	-14.0733613170775	8.4653415512444	1.80049817770323	14.2228338973415	0.682302816231528	0.504022477503164	-1.85977563546271	-5.52053499223096	-9.91219032736666	-6.12886679188364	-0.426002556319771	-16.5716750263243	-0.933669830983813	-5.89280379484802	12.2444207196659
"g6"	-1.7477358062009	6.33450677981715	-3.36874341086139	2.31944263641408	9.083458238224	-9.42432274517878	-2.43826997873937	3.43084525374883	4.97082039907897	15.9002657324894	-3.75188566433708	-1.29369555923254	5.3069147105034	-1.64078226431772	-18.8634802698799	-4.16412418620864	10.3681587471214	-6.52486225789599	9.20374008309257	-6.71776975846482	-7.40121685544553	-13.7779536989494	-6.33154441664731	6.12741368182812	-5.04009143697418	1.72612663671	1.2855551437356	-2.30248760893291	-3.70685478784328	-10.9365164873906	-2.79223158933585	-1.46899416072934	6.80106151631519	-2.87974357566695	-10.1300467910883	-0.488676222031589
"g7"	12.9687425007723	8.83609415675198	4.58176809140118	18.6885264377612	15.3590351226533	11.6105772740616	12.7138954947658	10.4577421275828	-6.74183639968592	6.44075275662537	-4.10283267132979	-16.8661995766506	-15.1085501792837	-13.7899104554089	15.5765126276154	13.2307634915029	-0.27486674744639	1.18196708281917	-6.47260685956903	11.9342746581713	15.7215664590885	-7.20119997003921	-2.21180083734574	14.6499583817099	2.59454095990777	-6.6939721898278	8.50987067894621	-1.84339068709864	-0.2745339489859	-10.5602540087658	-5.2213147137479	-22.6227318583164	4.78179870474846	4.2538412842922	-15.2771848754952	-2.97771281210274
"g8"	3.28805664621936	-8.56740353342529	-5.43753607602878	5.84871068761845	-8.60697076420735	11.4322344781412	0.791484028232021	-12.7233129963454	6.76422154029396	6.74353518095615	1.06857524954806	9.90123794272298	6.15307777240974	-2.66355107861109	-6.87334179071639	7.94798504627114	-4.77317972643275	10.1203719348338	-24.8174747910818	-7.68930971506647	5.9895451288783	4.75843396543973	11.2363248679093	-12.6967789486173	5.14086084467581	-5.42665236623037	-6.10899199737373	-8.58996319093972	5.37568267740905	-11.4899919533021	2.84987156304517	14.3489278192893	6.34636187452381	-8.87898913615432	-12.6568805122407	15.6942868900744
"g9"	0.942148067087431	-9.26536205980725	-10.1068273009695	0.672629692322647	1.76129287542591	-22.1802717054737	-12.2106515745669	10.6594125765664	9.05602701302442	-15.8999358833264	3.43460546516908	8.25182812742675	1.13551657116754	20.0115672429183	2.88346313737104	-11.0397761742173	6.73622846730889	17.0554914562762	4.16927518351143	7.2371717083844	20.208979046983	11.0512024010231	14.6579664047407	3.526297192179	-10.2190438782307	1.34257318363623	1.84092673488756	1.64510744285111	-9.61371752949059	-6.91070894665558	-10.0017098320563	-1.06032390809781	0.736814288049266	-0.193554493371961	19.5672651829289	-2.99268744455454
"g10"	12.6301208948771	-11.193844941538	10.5554770871996	-3.82328577692152	5.08303391029017	-0.918320256029517	-21.387792410412	12.6988198002433	6.70868041204681	12.6447937187351	-13.4324090105957	-6.91745078454023	-6.18575161161452	19.051271526259	-6.70177874403628	-20.6955606267856	3.69079087593682	2.87202067049292	-10.2223304397025	0.817549558357798	9.2250017289096	-5.37230249215817	-2.62484441370072	15.7867491754023	4.28659846892252	-1.01291899714845	-5.81513578953746	-19.0384627139167	4.17338952601979	10.7902748192053	1.22629755560266	1.09475509717583	9.55973073494273	4.13298657704859	3.82212245267589	-9.88264463545331
