"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"
"g1"	6.72590110675158	3.68553893456914	-6.30050675131264	-6.37450091920654	3.25600392343883	-17.3571792123457	2.6384175879493	1.64740998050198	9.5553671992439	-5.3706958558422	13.1534536165738	1.74667428852164	-16.384351934622	-8.18880968621892	-0.00991759656095203	-21.512960452388	-2.74030327538471	-21.9693545186812	-22.1495116947353	20.5631207241641	-0.952799781959767	17.028195302798	7.50934664068316	4.66105654617684	-6.46640736207366	7.49543529294049	-15.285510781284	8.93949026836883	11.5796747284518	5.47618886830174	0.682853757789473	-2.06638483059082	14.4320984061557	-11.0348788639353	9.14841808901512	-7.96987115551827	12.0623781153132	2.20817509778528	-5.26827842927524	12.4000700172428	-4.9566204283885	4.05960479983277	19.2723080682543	5.4669926832496	3.89432308406103	-12.3518975141937	-5.24981094336538	-15.3549541463855	1.08436421397361	-3.09953329740763	-16.9736904766707	-7.91347261347359	-9.13738783208857	-12.5464124241342	10.2630685996271	14.2808076246525	5.86678401807846	4.40365550342569	7.27519893129856	1.20210048933874	-16.081105420671	13.4239663185556
"g2"	-11.057808438087	20.1687273145517	-7.36157306397594	1.98926884942557	1.47866857537883	-5.85008994656099	17.2157667982387	-8.67401966683705	-7.65193682400759	13.3062473897926	-2.22831083541505	6.03209701834348	-0.538350412831764	1.48036387241362	2.3531583547144	12.8568595140493	13.0519738961845	-9.68899712896745	2.48435107521973	-2.32496503957716	3.36674972076951	0.984157726934715	-12.9594334815528	0.319191171506651	0.860122654176293	-17.466201495089	4.68543283378797	-9.01385679336854	1.30661673109171	-7.73434030312664	5.91880685611518	7.26568725852827	5.76332524298495	12.1892522039319	4.38393455230518	8.6214959708087	-5.68445163494633	-9.5789395301983	2.44899921934064	-4.03919613584305	-3.19960945021272	-8.41016077159571	6.68508890917335	-0.987259522882281	-0.155810471282525	-12.4724178946044	15.7234127098495	5.63094731759822	-7.42388089132717	5.88338041505937	-1.38784933791335	2.74459129560731	-0.86399894865765	-5.88838367035408	-3.48134298303071	9.0480624924117	1.72547064043407	-7.50708404098004	22.196160699484	-17.7314661010488	-13.3516288193914	-8.11775794912185
"g3"	4.12507246132281	1.98251502384256	-1.10713029016265	-5.04270144685202	8.18172473857761	10.909392747359	12.5952395683834	18.2968185005284	-7.66467915887045	-15.7820851160945	4.02752106533515	-3.08222478544376	-28.4817995045468	23.9326223175065	2.61282907933913	27.4193962086239	-5.55963617102384	-0.837065109570658	10.4391808753212	-9.30707379725547	-4.59774176209496	-9.26597940104189	-7.61145365333921	-5.35813485442291	-9.87683683223467	-6.0296017956392	-15.1024156554414	-1.50846562725468	12.5581189644741	2.43723504219868	-5.10400934125063	-2.46582924542191	-16.0231545916898	-7.25837564057309	-5.04255749218685	3.68770873464531	6.78205587741523	-3.19320420018481	11.2767670273542	-0.939619641376615	4.05946142798272	17.4193837573554	-4.76926359161679	15.0607756256864	8.45419566516012	2.21950354628933	15.8861896706624	-0.591545487133412	0.728325958110297	-4.6082446033627	2.24086783336546	-4.78928596900515	-17.2752499682592	-12.063302301653	2.7421573540121	-5.94241555434635	-5.95962281543022	-4.6481326081191	-4.57268578965146	-20.746774337411	-5.13475938858938	-2.35023073741706
"g4"	14.1726773673404	10.3062725386596	4.14401689425188	-8.42918127283038	7.3158559740003	0.00212245257953709	12.7287046225965	5.02938603868049	22.1749200482099	13.0111135689346	2.77169527999123	-12.2049447574302	0.776573152817106	4.90049099112782	-6.91541834153081	25.9814515984819	1.07026017637189	14.4874130748756	-22.2583186835388	8.35599462087319	1.18754480929283	-0.0592027996172652	-5.03456046786047	-13.9387107740837	-4.77704667711755	3.90778997296065	-24.4840099588322	8.44104345068852	-12.3520473185769	-5.58621089583351	2.56684897402489	1.6634871944801	-3.41405856610653	-4.63639700247345	-3.21215718949785	-3.08834243018637	-12.2124772765015	-20.2281450274748	10.8784047524341	-1.88044888457405	7.51888336332916	-7.76646864569357	6.16662512964001	-2.81728753562832	-0.110519742303972	3.76722331822376	10.9061227026131	-12.0902298016682	22.9147296012068	12.916006494686	5.57590940090671	4.74089786552187	14.0511532509414	0.0584845564981944	6.75812765298046	-4.74692215282536	8.18405736513915	-15.0133105080899	-21.1935307125536	-6.99551432348255	-2.02556858841652	-5.8353018796241
"g5"	6.25919997742664	-6.91076145112043	-9.04761119897077	-7.0791100205378	-5.80536187308463	-7.78796451056636	-2.02202620807685	-3.21538934382518	13.9084406443253	-12.4492058678256	-16.7341268766272	-11.1114791623778	-5.42191209777291	0.044042578758385	-1.96262164290115	-4.67539907701191	-2.9764863179248	-1.48946207297499	2.61189919337759	19.383775571075	-12.8314513067027	-5.97569680787244	-7.86210835414609	2.07060950519543	-1.11997235147466	-2.20981475478095	-3.60671911819538	-15.6923794815487	14.1312717951873	3.718888857985	-22.0980100407885	2.481501878417	10.358849777163	8.3012386916045	0.174311559113071	-12.7388523284456	16.2062499029251	4.29351596247872	20.6061909993934	0.898213934588044	7.34576773931579	-8.88969526762455	8.49818561147696	9.64480547658562	10.3816582114578	0.07798677606037	-9.40933826186967	-10.5786014219443	-2.44428380083169	-0.298518403853071	-7.72092910628562	11.1155576107931	0.127382038591253	-6.09231605426155	-1.22195772916079	-12.9806210902908	-24.8041972756547	2.11397529850863	9.21088995578664	-4.25983784970619	9.8142097198854	7.49281754775167
"g6"	14.4408612533093	18.7669103295002	17.5914452134345	6.63432969345592	1.30909540651579	5.630456107789	-30.6671469269793	5.85952272837892	-13.2830926299403	4.76515583353078	-10.9288460600835	-0.0328931002883743	-1.04433546099329	-0.772788744392622	5.786234868379	-13.5845469158947	11.5859480292924	-22.7088085115099	-16.7726500987668	15.5132419518705	3.51244331271712	-9.37303381310766	5.37358604319104	-2.96476391795275	-2.24098213066346	9.76751418238909	14.862744180746	3.98926282866294	2.65526712075201	7.19804045072031	5.92326064058615	-5.45686540925859	-4.14236324463685	-5.94206344235637	-4.09321934406338	-4.95493588225718	-7.80531788656981	-2.46322831736402	13.494180044789	-24.7132066804697	2.21565118735441	19.9839677153393	-16.0923614199908	-10.0779311715877	-0.875938001942251	-10.7920059228999	-3.72695965389904	19.6110328704714	-21.3821462668251	6.39622454591806	-5.41760723413889	-15.9834492770245	6.34177149684856	7.72303749875964	7.91907022931336	3.04373963007259	2.05830447188246	-19.1308484696009	6.20227525874881	3.99602649758067	-18.2365248976058	-0.797582243100441
"g7"	0.0710642450749126	-12.3118569586905	0.129723454232259	8.00032398228958	16.924969945572	-17.332593781807	6.25988505591686	25.1931484885377	0.468986440688018	-7.11342411997072	6.66195161627738	-2.63327578941806	20.9519991746754	9.69387729953031	5.04075373360669	2.47818330858428	-10.3467936447299	-4.54976066261172	0.825183280763052	-8.87469832747254	2.29285516404089	12.0345147403672	15.7840327321059	-16.1858757307503	7.73225662614497	10.302246745908	2.52831235468401	-1.62587031162213	-3.63137115148409	-13.2312491112432	-10.4038045989441	-3.93232943313376	10.3290221817302	20.494085447447	9.20765769340103	-3.44305606492601	-14.0486512745389	12.2770916091727	1.14081770430833	2.93088392866101	-7.92356627402265	4.30054037806877	-1.13914579247432	2.71780351953591	-2.809391758936	8.20932999753463	10.3577808158243	4.98695743848	0.1543412398877	-5.77916241681874	6.13451281481728	-21.896824251744	-3.87905294173738	-6.25885856680213	7.44166436156403	5.01282088362202	-2.11587111255376	19.2084469395715	8.65066952780959	5.61549447469526	-30.1396484675212	-4.92799620678726
"g8"	10.9676074128399	3.92950376532859	-0.741450980632026	2.82165624298804	9.84416488879888	-1.2636326032772	-13.945107829774	-10.2639734434695	-4.6530410113453	8.48442897035141	-12.7551770433146	9.17743757428885	-6.06709381586378	-10.3570817158825	-2.90202246028885	-0.825790148000122	-13.8231416427873	-7.88594759536304	-5.28835074354384	4.43989129381448	1.04470022915025	-13.7426323381731	8.66639432967737	-21.1049027886208	8.34273729664137	-3.83547627323628	8.6205299644938	9.25420204786951	9.50056388270946	2.62870083310266	-17.4993348108528	-7.03733841255166	2.68285115413545	33.5339472171598	-4.02501120705165	10.6961450494033	-1.52839380835037	-14.7623300061466	7.17423593154295	0.37789862012712	-9.03032648672217	-13.4520334478062	-4.33659447049263	4.76705162839548	-10.5268742845777	-9.22316017274965	7.98573910127001	-3.49323422511345	14.0631120948773	0.512133454459129	-1.70410012031538	6.48970170424524	-4.10526588649717	1.21920836460646	10.3004920305916	-2.28227296504338	-13.6677076632523	11.1499506178297	-11.1090236344869	8.63061646352351	-4.25911767395835	-9.07858599702566
"g9"	9.60366128359377	7.38328401020437	3.73182729642114	-20.0862455352947	4.49511976155398	12.1189918446414	-1.38772435061844	10.4884130775997	1.47311641322624	-7.85983263299942	-2.15442128712156	6.67843370109057	10.5671458044345	-7.78148474818928	0.704366985217273	5.39813330965104	-13.9887692281585	2.63772315724295	-9.09731133700287	11.3885756599108	2.748941826262	-1.18487881965171	0.757354708490935	-2.19221621001816	-0.161567224718727	-10.7930297844253	0.254827229656082	10.7767150799145	-6.26239726828735	16.1092357166264	5.99420594216761	1.44610778625296	-14.68742797978	0.528255311894986	4.83318935395298	-11.8450768789438	7.52163063466806	7.09292051101651	7.81284780490657	-13.5201392445976	12.4518787120369	6.41660631237623	-12.6973369262848	2.81408909381251	0.503171891046984	-7.37989335030043	-4.51110735591504	-5.03554915816157	4.99318899447942	-9.57171783462146	5.3734111419852	-4.81766864377217	6.07098654691121	4.02082167708062	13.2414914390614	5.48183298340588	7.56523470753912	-15.9566458925453	-4.74953250543622	-11.4789290996451	-0.181763346293882	-2.15480233225617
"g10"	-2.49130832700691	-14.8079011064501	18.5782241664506	-16.3151486376146	-8.71770839434664	-8.33935036771412	1.95692998448903	11.1132108037742	-5.29606183800084	6.97982772405496	-13.4841621309448	-16.1448749327348	-6.22111237524346	7.26048694302691	-12.5470983588348	8.4458040718366	20.0479089817014	0.71882245257694	16.6716727631289	-10.5211661178905	3.07120032506302	-11.0919336710909	22.1391197741386	3.15503672513248	-18.677831785168	5.41053481780199	-2.02643736697793	5.88895620744739	4.46157278511786	-22.8240352373965	6.48666676075568	5.31912407571651	19.0191644581036	4.96308042301057	5.63993983697165	-10.5432113047015	-9.42004575634844	-13.848001885793	29.5719869513021	-11.1916380072022	-10.177308377421	-11.0783973220583	-7.26863542688591	0.229615791981702	0.909950870465615	0.365750961053091	3.26513777813285	-12.7016125406698	10.8998682281574	11.025098862026	-9.62607154130484	-5.51793567603986	1.7049355198746	-11.4314334895818	-3.6305131190821	-0.29378060537111	15.860061504883	-4.2918919128366	23.8441505215134	11.6104059972369	-5.0074007833547	4.89240174397289
