"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"
"g1"	16.457588398124	0.366806886286243	-15.8013211885314	13.0338937170986	-3.19348031662688	10.1809911379604	-4.72182971605891	-18.8211723407371	10.12775339933	6.66788726567469	-1.99179333789113	1.74382151407239	20.4819266632303	-10.6221511584684	12.0217392000233	-10.6209833757635	-8.55035219671369	-6.66097798672206	9.39260320043016	-23.2677274650137	4.7895092595569	-3.18508285437019	5.14813702758231	-16.6415833040869	-4.99491282122135	0.479456862319803	-1.41327992462159	5.0941189611436	0.827867062168313	-8.35830598369721
"g2"	5.09267432719924	14.9286217120732	15.6819225163735	-10.3714766071794	-2.8898667079747	-2.48085054413956	4.63391023848989	11.9178303191544	-4.31471779893361	-5.37830395492746	4.31903976768862	2.3116978180617	-2.36615070839377	-4.64785421233984	-3.22507551033018	12.8224073020659	9.38125839000786	-6.77013264826135	0.338423665690364	2.97136083858093	-5.72510365007835	-15.3220157540252	-10.8646523746467	-7.32730956770823	17.182349326471	23.7383730878302	3.36061832695759	10.1243825748583	6.96968903137611	-13.1529693129498
"g3"	6.08220420374209	7.48036253004673	-13.6376322588052	-17.4804592950407	-8.36138300550934	-4.25898272502208	-1.65809124868957	-9.98899627567623	4.26592246261787	-0.226121964175678	12.2818439185356	7.32047508421548	7.41456180574	-0.981262643173041	5.8968223283173	-30.617262792451	14.6865775054507	7.47547525271577	3.85844658870751	11.0950710858113	10.16066572396	6.09368903650887	2.07895117299317	-8.64883910732089	-8.36848684250935	-2.03049959516547	-13.9596929653336	6.90850145324928	20.8380584195487	1.03875214917825
"g4"	-12.5118740731606	2.89637283970435	-13.391665034837	9.52268829235596	7.68342930262331	-9.56486755072046	5.60259197623357	-15.1816225132566	10.338968857626	-4.25548020602247	-5.38073028994941	17.874942170133	-9.13721962995152	-2.95550970730535	-0.783146768039419	-18.6678028071124	8.71438499113009	1.99160481168663	-0.457452508205796	14.7781999943943	-0.10152714561741	2.35118628796486	0.82441053889519	-0.525838269412541	-18.1855818603196	7.09962497899293	-6.1592023294586	-3.89572893847087	-11.0946733556506	5.64754892249073
"g5"	-2.75985447246342	-3.67003467066081	-4.78351384786261	4.30450712083758	-22.0147387348903	-0.197017414594993	21.7750891026327	10.5924381208487	9.17903633703793	-7.65849030526335	-4.49628863225863	1.06558837686699	-9.86451010984514	-7.17719582653051	-17.1379822135917	14.5566372979122	7.2551518103143	0.799993346019856	-4.88206982251287	10.4563089157535	5.54872318971962	0.196277626416314	8.89251398849191	-5.44938868239648	1.05681448043428	-14.9268960059915	14.1550581779108	15.9609057286921	4.85847839374065	8.6411580957661
"g6"	9.0087522171819	13.219086607684	1.8644073302633	-0.929188330201247	-12.4708350006588	-8.24362730329813	-1.44555842926405	-1.65760006054932	5.20999922944509	-7.00015622116598	-8.70684657063759	-5.56576069198114	-3.3444568218591	-2.02256020384784	2.42195747573451	13.5350201804874	5.61952798974961	-2.36064535892215	-2.90110785142414	4.15834182128205	-7.34312701145677	-4.44536930607238	7.4368618191629	2.54329183039876	-14.1510627547993	3.84059682549975	3.02101529886596	1.06600216143019	12.2098639964705	-11.8384049835195
"g7"	-9.52883540682031	-6.90482006045488	-22.5965728598429	-3.26038062038971	-30.1793103618998	-4.45171956752476	0.354731727514307	11.2213492754559	-9.55359386080275	9.73710384448931	-8.0504222504841	2.42532585238938	17.770389557382	2.42830409737172	-3.44792365774069	-16.7968760878779	16.5059748003537	5.70045431162587	3.56211854444392	10.8564943346298	5.02741615618979	-6.52269170550051	8.76014149909543	-13.6789154846397	0.851591792833795	21.9929853550517	-4.33313731609092	-3.92382880387797	-8.96033084391037	-22.5397139384055
"g8"	-19.7115254320502	-8.40635943579544	1.16124622193643	-4.22773303081903	-5.46880620277094	-12.5734629118102	-12.4700622591455	-16.2205942629165	11.2635813998511	-6.5545326214944	-1.73262628372813	-2.31703538002543	15.833124205435	-5.74205105065362	3.47885200303597	-2.98166547969373	4.2801210257689	-9.0785665473762	7.09091492539623	-0.737919648904209	-0.246745823326372	-15.0975396307654	15.708761224301	-14.3078803922708	0.801215722008669	1.34941170147403	18.5405638439116	3.34061395098413	12.9050042986457	2.79270691854904
"g9"	3.93381733815693	8.96721290564783	1.41346233784993	3.2293472842838	5.03231031337593	-4.17276135880976	5.17812228794942	-12.4995490994624	-6.48706525548483	3.80772079221578	2.57738982377718	8.58601085126816	-4.74930173256277	2.75803490160785	-7.60628105166826	2.09727031925358	-2.53247807985257	-10.8885509679044	5.1668247786059	-13.9700441277005	-14.0882643826267	-4.47849206179215	8.66292136122803	12.4989585661895	1.61051958571174	-0.908888532920773	-2.8192468130254	4.19632857500587	-8.94841863278481	-5.42865393705646
"g10"	3.16815316903936	-2.05842029400297	1.73717822540016	17.3052003075053	-11.1564274552276	-4.45580681261839	0.187594238970884	2.87322184058985	4.46978359890727	-3.11929288281526	-16.8919042164219	2.33691461952198	0.646317792677857	11.5271896907791	2.28335972915323	0.549503921429941	4.87444476283139	3.89883789944656	18.3875706986246	-4.39993958341791	17.2051631468258	-29.4790046253926	0.0298103635603029	12.3754453160903	13.4251035411069	-0.585323206154729	19.6204092486505	-17.7264009225053	-17.3311527509362	11.6556208388438
"g11"	0.224356235413804	20.6792591939721	-0.699285922634788	5.43273401129827	2.65134443180163	-7.55963645498281	-11.8953959872132	21.2133518549808	-6.09761884195458	19.2967570731548	17.8945497702611	-1.41115017007946	-17.5060817426738	-23.0796381730109	-8.24701568272927	11.9896539446504	17.6065021047713	7.07047913209111	16.9176824272514	9.47148076683254	4.21265023446514	10.3313310037253	6.00222932020981	0.544769259943771	3.36456123857982	-0.0177349917248593	8.73823014785066	14.7539002383091	-7.58610552186796	13.9519258364444
"g12"	7.18602073691596	-17.2105274463137	2.28258649641376	-4.5933808892863	-20.0544232427609	7.38187292641646	2.43250998357958	-2.40279806063022	-8.78902618246259	-0.246418689007147	-10.7929481270751	-17.7953458147142	4.11902737069254	5.8470329940915	4.87772395578354	-18.5419809430823	-1.02988695492495	-11.1683034427766	-11.4652571591664	-1.09368637169179	-39.0083238362808	-12.5693668186693	16.5509340344207	5.26529113407556	-2.47766417893258	2.55585944710964	8.82748596030456	2.98885643628609	4.0375456284853	11.7020755239801
"g13"	1.53103145440584	6.40899883413277	5.84112322983455	-1.16390482388983	8.15142948613653	3.85812800759302	-8.19990149821577	1.07458558602164	-8.22835035433187	-5.77921826789715	4.30607751469438	-1.52450086211699	-12.0847546782612	-3.23423955614478	-2.10680013286165	8.69405670231234	7.27966709843314	6.15786639492309	7.46467503154509	26.9679879136389	-4.81980333695642	11.2328763651203	-10.8477974671698	-11.8375911101767	18.6247737531738	4.74928786401627	3.37473660749391	4.24404991697751	-0.556137146074074	2.57870434074593
"g14"	-3.85127107907651	7.32650903508301	-10.6683264984611	13.8109573307004	-15.0095705902477	8.37192110225303	8.2976171032405	-8.61663082209329	2.70379075354109	-4.25523773287417	1.26992994927349	-12.0583622631877	7.01434121654533	15.1839705728446	-10.2931965980343	5.5224735584108	2.33676702018772	13.9230981453474	9.9095309270373	-5.97086098364343	-3.58205737636255	11.9262880536848	12.8853963692852	0.141690053326952	-2.74065683419466	-17.6925074866967	3.07542990900969	-2.98398587697496	1.39737804333093	1.39580930560013
"g15"	1.77373387361301	16.3574130670221	0.826586803761902	-1.77775142695363	-1.98311164981155	0.670326651125881	5.64056391080264	1.390761193552	-0.130665128782305	21.1210746407175	2.22424575820392	-11.0951487370793	-16.2259961996423	0.56510521965319	2.07212876504951	0.287575811840135	10.5234397210965	8.96375985396468	5.50135811531262	-16.9872562832431	9.67334018741337	-1.44708615140037	-11.0694248548167	9.91031001556295	-9.76020832299937	-9.92997666614191	1.02378263433949	10.367098218926	4.64734597498765	-0.182245031744093
"g16"	7.01322732463907	8.89015268137037	17.1536473902439	-28.5147610217388	-16.435279939998	-5.39748934670373	14.9288260155159	11.4045804548937	-3.30855696044556	-13.6041167077186	12.5776862015524	-4.7123681484756	12.0231095162807	4.13149995176331	-16.2592577135523	-1.06542847741971	-6.53457124737444	-19.7370855482403	-3.82011396707592	-9.55911278356619	10.9103647320719	7.80948799485614	-7.86293022655539	-4.89239220208491	-14.1182837305734	-4.78432304102262	-18.9227182566537	7.584156675736	1.51330802205484	-2.79537013334172
"g17"	3.795637603075	7.34188916128911	8.10910385980846	-6.56820645417091	-17.9688943532556	-8.45045176844471	4.93302347697554	12.8919145762916	5.06661947715052	-6.01241634914938	17.1469767906376	-5.10292681061224	-0.955520805153805	-15.1558935459238	5.88541156769234	13.717745814004	0.418534730941212	-10.5537841380243	6.97018256189183	18.0662225554619	21.3155574041364	-6.46389156054846	7.74025425184507	7.8054298949885	16.4854012697467	-14.8823007369483	-9.29589489436021	10.8170181432319	-1.65796359733576	2.89532594662982
