"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"
"g1"	-7.35923168062734	-10.4573433064819	-16.6883624163956	2.09206215530042	10.2615936948596	-6.1219734508261	3.28991827943523	-0.740959198444156	-6.7813503000826	16.6252242058883	-2.89516033939231	-11.3436761736065	5.98410251719925	1.61294173602002	-6.02132004084647	-7.42865977353686	-21.2580641594049	10.9836909455838	-10.1666473267889	5.48929475881697	13.8332402383748	17.5235611886176	9.96046553145448	-10.6881223559163	0.0559041521637296	1.01887799486087	-5.50011820001502	16.7577869669928	-0.127245739288285	-0.588158867227037	-6.45745587161295	-5.75296790803404	10.5692978328182	-2.52827447493355	-8.79485184961748	-3.68419180787962	5.34522830871532	-8.15291039437919	3.09550911609449	4.11964297897701	5.40882909798274	-4.81661375561779	-5.6758639102319	11.7817773887655	13.231183245081	4.0191761792993	-8.05693180878107	10.4185295239118	-2.08038545252594	-0.697367620845076	-0.20856117432627	-11.7041679815592	9.75180842264135	18.7228999276114	10.121396548024	-2.74084071536597	10.1043687632505	14.5547544707309	-21.6108815922318	-1.90202733824386	3.13478133612299	-7.88216828805203	11.342704528652	18.0821014084417	-3.34388447539077	-6.35585050286651	-23.5826393302645	-3.16184986935455	-2.66718328081864	6.56381901451251
"g2"	9.99299238630449	-3.73402884589577	2.3611857987547	5.76347690510496	-4.54906006204736	12.4041334348621	7.24215087228476	5.29259485534195	15.6144057412939	-10.1168752588555	15.1548773988454	8.56896351455917	8.67221866563284	13.8501998211863	8.98523806888949	6.33920091967357	-4.93721579202561	10.3693292932676	13.0672850427804	8.08823984419655	6.12587923822614	6.58918716921013	6.20532664646626	-6.22185566733043	-8.07672433987748	-8.02902744768644	13.150264366892	-20.7148644163797	-3.97325410971955	-21.6412595245017	-0.486377628941809	-2.93919726186332	-1.94841021245105	12.6072387237855	6.00053910021921	-5.84919277813096	-0.534714246691688	-5.91147721524028	-5.89296763174991	3.89702954981599	5.61615022144982	23.0908921765827	6.66657079971608	1.50141717044059	7.51332307520495	-6.80571817259311	7.80169093728621	-6.43050558889967	0.446724913949521	-4.27857792886892	-10.5280183492878	-3.56256686894991	-9.82464128621551	-4.12314822460077	7.51644155724337	5.56606527858076	2.68147006725346	-3.06260127535051	-9.82791047612547	3.31500848969691	6.63851680960912	13.4833236771885	5.78018872488758	12.3131184223163	-3.2659750822806	-4.93347567925086	-12.073982134237	-5.49556551675739	-4.80259987265725	10.8879794133504
"g3"	-7.16667671841909	0.00569843834167506	-7.87897579555976	-2.79894390549162	10.9807101586796	12.9702322236777	12.822952684716	-11.7510711811402	-3.54588641525644	15.8235081084758	-5.16576184321959	-6.09890884599959	7.47018838194685	4.43193277151713	14.1848756673841	-27.1531226530151	5.85429098799026	-2.47947612928839	4.97343380335828	-2.05278613975443	-2.49291920880884	-0.958661587771937	7.30897664677387	2.24947921545915	-16.9385290816246	-14.8104682424442	-6.32615988749378	-11.1915917427759	1.21985477023407	-2.40144905064774	23.8378775925487	-8.05563292573967	-19.0907164702973	1.62363218744806	-12.0783746092934	-11.0326726223355	4.88399871924284	0.21754598275312	0.572250895953313	26.2818747754495	-9.03478727917799	7.6452905026196	-5.29423383323035	9.7235496026795	-19.1032760875882	9.33284545290014	4.47023990724417	2.20442815347111	-0.516661214232419	2.37026788792726	12.3080919132583	-8.29007097444277	-3.3840893191858	18.815269633476	-2.82324345426168	-14.0812146181612	-9.63347858854646	-7.71021906632253	-4.24852846326648	4.95579507291184	-10.1100062950756	-5.53553185989801	1.23271300675887	1.61481219122939	15.8677383039072	1.45359632738091	-4.49351382955029	5.47044637184231	0.0698140341363563	-6.66836184194085
"g4"	1.17395341889583	-18.9821895946587	3.06245535257712	2.61529765847229	-21.4626681460871	-12.750689198255	-7.58769628170372	-8.6887356122365	-6.3225796286592	10.2399458217902	4.52355919506252	12.7341245504447	-6.41077702735274	16.7721430286787	-18.638903866821	-11.2130527423524	15.1829659567762	-16.2633143465016	-3.04953673704767	8.5998705237035	2.14092415248031	-5.19120052135748	0.124489508668791	3.53786957408468	-7.29707622642628	-9.18501151145067	-7.04496899153856	-2.72039389859151	-11.6639120013592	14.6967047867735	-2.67830427516507	-2.24027521673386	-11.2098197036967	11.8476154675415	-3.23016591417917	10.1429927942412	-10.4212469367224	-15.1793138036249	-17.1566372844619	-10.0148310262197	13.7357854732143	2.38282943268927	-7.90891241356412	-13.713790054626	14.8505400614335	2.45880354336553	-21.2590395372648	-13.7131137807166	8.15919902493655	-3.90925002310531	-0.47502916078005	-4.82224665588761	-4.73670176049474	-4.34507144749502	-3.54787867768941	18.8716739055969	13.233878859065	-10.3236528275652	10.178198099354	9.38576441121618	5.64897394956308	4.8323256852211	10.9641016941991	5.84757475588381	-0.0260381381356367	3.55584949909583	-20.9291897261869	16.2257169702845	-18.342464722785	7.34816176713013
"g5"	4.85199188886166	-4.21108607724533	7.81660195620291	20.8468883349612	0.919798665134093	2.85397884834232	7.91593304237221	13.8884576832501	2.42609670995571	-4.43934767903262	6.92976926582956	9.76757022129065	-0.47326715160543	-4.8833327962755	-2.0625051046864	-36.5330410438878	-0.053611640154398	-20.8515416049389	-1.9431117569263	1.7814321060237	0.631316397408597	-23.1056952244735	0.00382462420036031	-2.93901007731357	17.2068516730767	-6.9280299725257	0.59635273507712	-1.69168237488076	-0.741726706272216	4.27615786508382	-13.9969017967367	-3.68083180451176	5.93538277103458	-6.68690359343542	-1.5807060521649	4.43532654669914	-13.7395787918938	4.07129895264397	-1.42660699115147	11.0115649716045	9.11151347134364	5.53461818192534	2.90615778452396	-9.53615718632911	-8.55850371103692	-2.92032267575333	-5.06046135685452	-5.90721178351915	11.0985526289199	5.14581249850618	18.602856824192	-16.9435501889026	11.6243398382723	8.24095178658435	2.55221186215467	-0.301110363744899	5.64934319784127	-6.30019019715989	5.96034114401036	-8.58275587296289	-3.50105608548747	-4.12287683552081	-2.41431739352165	-7.94806531395242	3.82776715298453	19.257488677443	-2.82860846200004	-9.49324238942102	8.11931984224362	-4.45857120208166
"g6"	-12.4538780707072	21.5562523689466	-5.48175574343672	-13.6706464503205	2.46679615777827	18.8631084676591	12.8293581459184	-8.25464228068546	-4.06269542302195	15.9769459939392	-1.09643185740041	6.18624708646695	-2.59897081924989	-6.65401781782466	-7.28247369495994	-9.02112171960612	6.67721041848703	-3.9839563445785	-19.5021833277365	6.731815509899	6.30039883897011	-11.9594834898158	2.64134436156975	14.1178812144489	9.10617964037417	-28.7488055092475	-1.68423146681147	-7.62177528570667	-9.67516333045678	2.14349825538896	6.26268603277937	12.3639775019089	-17.5980364288137	17.3079596303601	0.902212575362482	-3.9493766141008	-6.12627120577194	11.73886846908	-6.18115802224174	18.5829443590214	9.71483673736226	8.728309611022	5.64708172187265	0.151384121636513	-6.85860873822124	7.78035373471547	0.621614067302994	2.460171772659	6.2634340711386	0.0419467279439855	-6.286100660907	5.20798265714616	-25.7242977771132	12.0630744942942	-1.34146587866055	12.0653144867117	11.2045211372315	-11.0680741369741	-8.8615736144761	14.0552498882964	9.47216966996224	-1.14163845139801	8.02126135411489	7.98538414556504	-1.75505667261852	-10.716823980081	-0.375096543590938	23.5860213842145	0.781439795494273	-0.594435531305997
"g7"	11.5473755932945	6.09195468015928	10.2139277955104	0.339162183768017	19.8882229649349	-4.95711818264292	11.8492119902063	1.3524592303486	-18.7607231970975	-13.7906870201175	0.780127090079494	-14.9893774540655	-14.4781752697025	-3.71868791502167	8.26174035062954	15.9585554694516	1.68795853485644	6.93590135100403	1.37841096727349	-8.42179898161071	-4.88039727298989	-21.719786668015	11.649135440704	3.17520694033942	-6.79497336985412	-12.810569168543	6.04085811548076	-16.4969117200006	5.58246993128573	-19.9331920054724	-6.33968789510013	-1.60881526737283	-1.22386415681164	-10.6361586683981	5.57722137066938	4.90082502264073	-3.08270440947181	8.74495036113466	-1.24339552557411	-6.32210222811251	2.10981761149256	9.7884356978454	-5.80016695161719	1.64762011759999	6.46640319324334	4.08152643825511	-16.4288631048626	-3.74925620261778	7.67771041695401	-6.6079042050554	-6.16447752640555	-7.55742327786586	-0.950681585307628	-17.8893770402641	3.05675348480121	-10.4759672007764	-7.68630457531763	11.6347735106639	0.479595370103874	-17.2015469252916	5.62078973095417	-7.29739077267271	0.410869889115083	2.08536716166638	-3.88381946969432	-1.09331339630931	3.89248967413605	0.063490312978389	4.33194659418464	-11.0880178133442
"g8"	-4.69526771708852	4.55915377550452	6.28364206405888	-5.40571431545879	20.2690872278946	4.19305507725286	-19.3622679964597	10.6037148679032	1.29166665116434	-4.08568730928567	-14.6966208317129	3.97435283610386	6.99954667210911	10.1308500980244	-1.05862466043493	3.91492125414029	4.1317702437692	-7.98806761242061	11.3142747568013	-13.6740434564453	6.95872676837213	11.4414865790452	-9.09774491380996	9.4565599860984	6.59319293624925	2.8719849185779	-10.6544280322411	-14.2985665291934	8.63933029813207	-16.8541693915766	15.9992572769607	-3.71751940546501	18.6038803529977	-15.4032707294302	-0.806359191738236	12.6103194718691	-8.0496408484456	7.97731951673102	17.4212177438585	-8.43945032249106	6.67982509873765	2.84130356921819	27.8258331817947	-11.7036126536504	2.27644755043375	-14.8175375324961	0.425041541071023	11.9163424035625	9.90034931687978	-14.3241783382485	11.4683733899326	-35.5948592664452	-4.26162053252558	4.82484364224993	0.307579854152188	15.7846955765381	3.73750989154311	7.59103676410318	-1.94650023507309	-1.36451691295416	4.14272859774093	-5.41559447298918	12.7640236690978	-5.93147235582283	-2.34548132864279	-2.18740381314198	-6.81504181017032	-1.66335203317687	2.16471074395957	12.8973830485097
"g9"	1.26072255541229	-7.54578735938891	-7.9479513547889	-17.3202504880262	8.30706258886063	-10.9497191720845	-13.8137913154879	-8.31746541775744	-2.39451695958301	7.5774449399881	-9.6695204725519	-13.238213267922	-3.68863392588156	10.2702295555521	-8.49229545179378	5.56634669936528	12.5519487367309	-5.28069642714703	-6.0647915068088	-3.3068912181743	-0.793043170057509	9.32560756715563	-3.41682568500984	-2.27878934047143	2.32776887287881	-6.63430184244118	-2.52893651569922	-4.51681286835058	-1.03082392360673	16.6322678696773	1.65163414375462	-9.37294712403457	-0.738673907441407	17.2861691211408	-0.545206130306538	-1.23027783856661	9.38137278743682	-1.60643326774301	-0.834839418944174	4.39169947527004	-4.18242746157679	5.63366698034799	-3.21611769018381	9.72626204765854	0.365094069656041	-16.04532514254	18.5298668329671	1.76964468506768	-23.8277067370133	4.94973809366582	12.7954459261046	-3.56082185727765	20.8631623485725	-8.96507344989908	-2.61629718313333	-22.7698640253287	-6.59274896084628	-4.52199426698997	-13.7852459324718	-14.4202352477372	-15.6476127646341	-11.5852567193363	2.31127763027032	-9.84602794477499	0.610037752970567	0.960810384827582	12.7363568390334	-12.3618777259694	-16.5671315416769	1.18383270172781
"g10"	-1.03826709023292	2.90336844203804	-14.3007490291731	-2.34919829695288	-7.1575006556257	7.42621219346123	4.83900674358741	2.27404219395945	4.78651889837274	-3.87198811853761	13.2106509254627	1.20121265586603	-8.94636066405685	12.6536676386711	-23.1195715997133	2.03342610059355	13.1252599628695	7.00559845547491	-7.81007172133987	6.77890831423971	-14.2359034193227	7.15075218473129	9.46345307441424	-0.580621485883672	-8.73267680205537	-2.09783863638297	-12.1987143512818	17.3404826627087	2.22688667977494	-5.16551578946917	-7.82791219458979	-7.47983642918944	5.51013650260418	21.082385376022	15.9793905893257	-3.94133027284278	2.14486189150549	3.06601106179098	24.6545472209543	-17.5897448785122	1.63207751279584	2.56335958575757	-25.8881697235908	4.71853799384842	2.99844994803184	-1.7239477955644	-1.54960919927851	-15.787811406987	-13.8457383390773	-0.940684586347618	-5.09076097236624	-5.30999165477123	-4.94592111339095	-12.3021241545592	-8.1541462231546	-2.16875809354049	-2.53224816228098	-22.8199413151454	4.71817528847913	15.6035272510696	-8.27210174841918	-0.068479759540297	-1.12418501334304	2.47064724307361	-4.22935152890625	10.3566503378098	-8.76213300453328	2.74280407767758	4.0231039767474	2.00957717463693
