"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"ctrl 43"	"ctrl 44"	"ctrl 45"	"ctrl 46"	"ctrl 47"	"ctrl 48"	"ctrl 49"	"ctrl 50"	"ctrl 51"	"ctrl 52"	"ctrl 53"	"ctrl 54"	"ctrl 55"	"ctrl 56"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"	"case 43"	"case 44"	"case 45"	"case 46"	"case 47"	"case 48"	"case 49"	"case 50"	"case 51"	"case 52"	"case 53"	"case 54"	"case 55"	"case 56"
"g1"	3.42391100213111	-2.88505073877097	-1.48965193769472	-8.9038720614016	0.548512652137814	-8.60259889214974	-12.1652008593579	-1.64480107765872	-6.33543902519947	-0.706800411762299	5.31966294640507	6.63856590430478	5.53083220471597	-1.55499763507643	-18.0542251850723	-23.6822032030329	3.4125355471372	1.72373467008782	5.48279273129361	6.82691136613051	9.9510260232487	7.19342087653938	7.06617801701188	-3.25658998865683	7.67991227650881	1.43121381672886	10.7966457240054	-5.87872315786823	-0.565995463823173	-15.1759269558179	10.2353730370759	-3.51610724899848	-9.32821439014686	-6.30753670752597	-5.04170069650416	-3.84765237505529	-8.90738753870946	-9.32433149338884	3.30951295796671	8.31446928060454	9.88390620841031	0.95502258946319	-13.9376282564042	-5.22811323877728	-13.3575526018168	-4.73237506202762	-1.09822166947309	-4.59815002712078	-14.9618318468008	13.0789679971711	2.968775361116	4.72355996089957	12.6014150660318	-0.549886583853373	13.830006553975	20.8677428013406	-8.27266653851294	9.46716085972375	-12.0423908806431	-23.2481676055552	6.63969908532492	3.24476238436276	-9.58068081000882	-2.75622524976992	5.33198166390848	2.51220605257046	-2.33453173328365	-11.5787272905561	10.990071528077	-2.15921024630264	-0.827702549596763	13.9016169785425	-5.23267802184495	-8.47476965796239	6.90773913124024	1.85314819741503	1.24119737959976	-0.952352568956857	-13.0455042930108	-13.0543417228089	0.696952229036928	4.86660361054595	-1.13125946637229	-11.0326355283582	-7.54859901434155	7.65591349033643	-10.2632644545344	-29.0847412958413	7.92463468385331	-12.2341555703331	-7.97143387792052	2.64813225786848	-0.593619075935726	6.05856411684915	3.43130409793214	29.3582974389849	-18.2366014430646	2.91383764979425	15.5383575839721	-10.858742805824	-11.6564727017383	-3.9513891078398	-9.21945315663131	-5.55410425421583	-2.17940967450097	1.41531672721969	6.11189506555454	-6.06845542181206	5.01705734781903	-3.15361828909341	-8.18801800810643	0.191618574726669
"g2"	23.563051572092	10.4549237020987	9.04259723669734	5.85712114736991	-13.6329354236375	-1.58213168151669	-1.24247881757287	-0.344090605379857	-5.13016817643734	-7.51099480200192	-0.158344638973066	-0.469695981077125	10.9763311867214	-15.1264320827293	-18.656430237817	11.9844934637696	4.49414176475644	8.40974869180341	-1.61278861933233	5.72715789534079	10.2323546672884	3.10437628120711	-12.8685480605378	2.56679728952372	2.21165459692043	10.4530596701839	-9.16322837264433	9.09100782622224	6.97034577745797	-13.0145300705732	-6.34994943688199	8.55594013484532	-1.64412958342996	1.01197479757206	0.797085674813391	16.0668808544075	32.1512107263765	13.8330858996576	-7.97853809918078	-1.45480638650034	10.416160540434	-5.62345674768619	0.5737016040927	4.64579956103275	5.17475872210676	3.64762206377067	0.450599281829216	-17.8429731851694	20.2872675423097	-4.71287027817115	-10.320922920486	-7.573975648234	0.705643280794506	12.0119406948368	3.1755552925808	-15.4408903402207	-4.99057715987611	-11.1108573875645	9.85030350136543	17.58389131251	-29.5994545863671	-1.07308374983597	-3.33050351105742	-9.66061630893508	5.08615968078248	5.90068998670607	-15.5882160892194	20.1995718725317	-16.0206685499758	-9.1123394351508	-9.48206207856565	1.89973713687297	13.2986114825013	-3.31125586842786	-10.9188405142361	-1.14195015189417	7.21608094061005	0.650525709859518	1.18759357228896	-18.1866990990363	12.1071242139463	-4.62249940282267	9.32210205384457	7.69092256344243	0.961198794225109	20.2571718720082	-15.4647330647306	-11.3478907149825	7.26686678898803	-11.6520405868468	-11.3241075072248	-0.819360180398618	9.96698114617709	-5.17895005683638	7.18613497185388	-4.76919869476573	-12.0543967279809	-14.8739483379664	-1.19023225011032	-0.790922970865686	8.460485738474	-20.8032755077171	-2.50258075131215	6.4103453249494	9.34261532709029	1.29250336819358	-2.15373021837986	-6.66864191777725	0.650095748991456	-3.0421024818953	11.1138439455958	-6.75563066226992
"g3"	12.2355185082158	-3.2960384568216	-1.95921701874093	2.84150902870178	7.16060327040799	5.07506347492386	9.97758918632128	-10.5531600502476	3.12633231290299	-14.1738210977502	-10.4252342862949	7.72587151703949	12.1254101616243	9.91603765661712	12.1358878105829	5.50621845747902	-10.8622942918546	-13.664499971116	2.45907348282841	12.0911832789654	9.7657469367624	-1.73538393011312	15.9533139710497	-3.80054826061882	3.1456612665316	-7.88110426464673	9.10944722102744	2.45188654410966	-9.01210711406438	1.12182444920927	-3.01381543572194	-2.23541608500933	2.9341946824426	-9.34450133075494	-0.94228877344908	17.4763565159674	-1.67380319243315	1.85483541224445	7.5548802194883	13.1800208340604	23.5068701765489	5.00974758523908	2.1952249302585	4.5496368464946	-12.4428496118794	-8.1213332910133	-7.71677925811903	-1.74920609700718	16.1206981969895	-11.6931858169684	17.4570576552818	15.0479520646964	-2.32044166798684	2.83292012332217	-2.56845354183616	-3.48230982719756	-4.60191035803165	-0.864012367920162	10.36942219458	5.075509498591	10.2423281405259	-7.47592339803824	1.5814479884119	15.1169644694357	-22.5004921642516	-0.675935351858642	13.3699940145303	-12.9651253224286	-4.45216097572207	-6.9852741204852	23.2965883705665	-10.7212311571014	-2.43766504455529	-8.86347054148722	10.444789534476	2.3158931355883	4.15302557557352	-16.669028108324	3.01036654899472	-2.69923011507943	-6.39510087661821	-4.5268195491206	10.32183454429	-5.78529230642117	-6.66892752074932	0.63021390949534	-9.77303406246027	-2.8360548883569	-9.11106756576566	-12.387469921084	19.8545193606421	-16.0140154920945	-1.08873871966754	-10.4855527194793	-15.200905996447	-7.86392945986903	-3.71298255645888	-3.52284411937506	6.95517120594247	-18.1487865402252	-10.0231615711491	-4.18706567467194	-9.66122934196988	3.09474020294628	13.1028837281026	-3.5688655774698	-12.5513269233732	16.500798964836	-7.6205073213909	20.8237685599735	9.87504612903013	1.12434088591728
"g4"	14.1425044550643	14.007561722398	12.6792364356735	-0.982414933781413	-6.06411146643373	0.111611497335472	3.26430207056116	-5.54862748650715	6.04051934475806	-4.27126914185324	4.08456514882842	3.6329055580768	9.0158602702027	-10.8050773267627	-5.3411116777237	-0.529766860586756	-3.91970850793816	2.5298899394802	-7.8305988737002	8.1287796403916	-22.9496224354574	5.29024599979655	9.30935767722661	14.0711711168131	2.06277493360181	-10.7421038664115	-12.0700165112113	3.50626326807485	-23.0058518977085	-2.10392096524515	-6.62558374617629	1.01159303781847	5.15693904729439	13.1392870272456	-4.16863065639632	-8.58491943652953	12.1016638287435	-9.35689593585005	2.68820748597048	13.6718520927978	-0.960556908558523	-6.33873653259398	-6.9386763899579	10.2077537772369	4.83264950394451	1.63665225091022	-15.5211817514065	8.27403387910828	-3.91746871898921	-3.27830398194983	3.85945544454515	-11.6141036409276	-7.59535733850615	-6.36349709844263	-0.906849761943175	-7.6317143964988	-8.42197758614811	-1.57746435981691	-13.1071583040636	-1.01183034013305	-4.03638429419521	-0.607544318031025	3.22367703436911	-8.0785481567112	-3.06605488007242	8.5602116492553	-22.6888823262629	1.59832098243856	-11.439633594674	-8.22037827959809	-6.76512847683959	5.75399198861668	22.3223639044589	-3.70225703517032	8.93542413392826	-6.54682024659703	-9.79739648744797	-0.0151468850490959	6.46583187907097	-2.63571180456687	-2.72942212644341	12.1502818362321	2.90981396661018	1.74576455173319	-15.7236467853748	-6.40038265962744	3.08356392533276	0.864869538530407	-7.31405950268516	-11.4776593514414	3.17121813240368	-19.9079289603063	-3.30406641295777	-27.4794491373832	14.9162819305483	-14.1315852063654	-7.69263593362575	-4.48590365485427	1.68790840122441	-2.70900890840118	3.03788195588896	16.1982036577206	2.3799964858251	4.66616686653684	0.0723155037462205	14.0678270201061	11.9422081685679	5.91290923865072	8.71632055382505	24.4890883031266	-5.63790986349673	3.02071603704999
"g5"	-2.18148412750267	7.04693517554232	-3.04626651421199	-2.5123740373191	0.129201929310104	-2.69673048603222	-0.244229483412209	-6.17503655374975	5.07477793797401	-7.54535427215549	-11.9004143129507	1.90103801214984	-9.2225956435603	-30.6122065104894	-6.08955211631137	-0.814519026493624	14.1876361673927	18.1114578477705	8.4313866965701	5.77179436257914	-20.6018144790629	1.58229769582583	-1.52081462169502	0.94156740715192	-2.76237303978531	4.53135276716916	2.07228334400498	14.9175530868457	15.6618040266466	14.2518325883886	2.47055485786405	5.12397826260123	4.43144198283865	-1.37674535960164	-2.17281395829198	5.88690503878003	-3.49588642519718	7.73361080054863	1.43117396109775	-7.88032237301092	-6.10055374125747	-1.60992161195832	7.30869043742587	-4.02909009928268	-5.30052217479562	1.45123267683072	23.1578680891532	-6.36011060699116	-8.2105247125309	7.2454302647393	-10.3546781096408	-2.55478559020573	-10.26078675178	-16.2263804647525	17.7232517502778	-0.927530126868211	5.11200040685644	0.821866089521149	5.58077204415882	3.26693396703681	3.67174868210721	-0.082894614131032	-2.12936475343343	-4.07844958655619	3.01570104132217	3.40062598343716	18.3673615179267	-10.5386075722732	-3.64399616368237	8.84789599316595	-18.714204495179	11.7953711617004	-6.78552395470878	13.9211551574375	-0.214658911510126	-20.2306172779276	-13.7218704059641	18.4107761274068	11.5019526443403	7.58831409131222	0.163694221718507	-9.93282364624282	3.93729051175854	13.6855296857956	16.6232430305056	-3.82667862891951	14.6600964058625	-0.235988395022151	7.73577084730299	-1.53741681198752	-4.22951522253663	-5.01678715762243	2.20066197484318	-6.43140681765996	-6.55883248780927	14.7533259667677	-10.730379296787	15.2797765897944	-4.66354382487687	0.526344131216229	-10.4507288798815	-0.286414641139366	10.3051109871314	2.35420409076496	-0.567828819305163	2.3674472075113	4.69161569766277	2.70230259681772	-3.37043949614292	-5.58914045199394	15.8756164147455	5.8810063542046
"g6"	-0.0631187461008793	15.0554321664976	12.2293877351866	-14.5411548960455	-8.94482855262874	-1.72280730083452	6.87332636243102	11.482185867852	-3.49172898362851	17.7183364143771	-3.456539438474	-15.0737943947055	-1.61230317249729	1.46579818430842	4.66405058634608	-1.76066758443854	-5.14924218374131	9.95165727757231	-3.59831648406382	-8.8715901184814	-4.5631051746757	-22.6274332127242	4.34473753378799	6.66731880613064	0.297900802035508	4.5747568401244	5.41675660007681	16.9600367423512	26.903789522192	-2.17243492187059	7.522764225139	8.10099204450485	3.03452346244845	11.082262316777	2.00739553537297	-20.0435217788967	6.8531422188682	7.51065582184829	11.9777875906347	10.2765885636393	-5.37023309659107	1.83851112188713	-12.4930814752161	13.9026879555673	-0.00876760221537767	-8.08330824145391	-5.02516263480622	-4.56174104721745	-7.81520103906216	-11.8484330111109	-0.0228471529079058	-11.3786950727253	6.1243463803907	-15.8278105609394	-1.01648890046502	6.82589945475277	-4.55226701716624	4.84782244885725	-24.8362037646121	-6.30017947732381	-1.92797619315165	1.6166902510553	13.1444549537332	-4.95732285689564	1.05126259510058	1.90122025769138	-0.155178827794213	1.29743952446067	13.2711394693975	0.473898918048303	6.13305474357509	24.4762025088501	0.725295689256394	1.22886875929897	8.00589117001437	0.463483340967798	10.400022871106	-9.65275340547326	-6.1148749525909	-8.14963717667734	-5.23638707867139	-2.61797320185384	-23.1648517852262	-12.5797034979877	5.48017259652133	-10.8859158032327	3.69137734380636	6.7663210571628	-0.512769257264798	0.302690214989393	6.50030540478029	-1.51669378178467	-16.6233312942546	-2.19958529403709	-4.1872443845447	-2.66546987409345	9.70473227521563	-2.43270102334392	4.51383757777175	-3.87758060000248	3.28895780845162	8.09003071342837	18.6873555281052	6.21789679586507	-11.747968133609	-6.06533325796977	10.2598714636524	0.759561483269163	-6.82745365672193	14.1486630937586	-0.193812264261312	-2.38838880710547
"g7"	6.79703004780105	4.78622852776985	4.586427815842	-5.13795577577507	-8.20820269031197	-7.60095253774325	-3.34636234493303	0.91475643136465	10.1397893623708	-23.3694393463343	-6.62368602379135	-10.8435838652203	0.147807765879776	-20.4457484196536	9.83295337626193	-4.70993254584785	-6.21123542599135	-3.51430444379991	-3.35317444814549	6.27755766177001	21.3326116200159	-4.78869662174547	-6.35844298247707	-2.16087373903541	-11.236969363	-2.39668123807182	1.17184389779635	-11.5809823289161	-7.41899453551659	1.71287481147574	5.84830242674954	-2.30879327772745	6.30252830221816	-14.2843551827445	-0.920478429589524	4.78038463149232	0.340003980033944	-12.2139696642587	-6.36070324167747	-3.76949610854573	11.534992004785	0.0931624920888376	12.1536515047086	-16.5856117959805	-8.67295689375145	5.04643416492471	6.06343075551725	-7.7851167327499	1.99567831947078	5.16107204722136	-7.56533035611068	11.8745665502544	12.2507817858211	-25.0959504489641	10.9836257560355	1.5403630945001	-3.21028862717736	-0.833221267225476	3.97053627529327	19.2916906058949	-3.61703194298644	-3.0743233686672	6.84069673592414	4.43835355560682	19.3806325752431	6.69004477202408	-1.89637183371237	9.20350780774544	-1.29515415081586	2.47397757610961	0.737519422156066	-6.09307105006565	22.3718421268898	9.99951845478991	0.171230497289491	2.17840210526941	3.13523959688473	-5.68987905145097	-4.0659948601794	-3.83321510113122	0.268901539501922	1.50228214141797	-2.5141911459585	1.56733584682613	-11.3860966210072	-12.8859934088735	-10.4241124412704	9.51156313928372	-6.01809127236026	-11.6130131254337	-11.1029645615399	2.87684811625845	-6.02846427935035	-8.15020677827785	-3.05250597718755	3.01299973727982	14.0270458059583	0.894449095569715	6.92808104885207	-11.0506580208193	-10.0893544338893	10.3756410132004	-12.3611869149671	-3.16826988780268	-0.382681183503445	7.8896175622364	-21.1352918226252	9.45841764689781	0.260223420058465	-10.8820251854931	5.34357291257374	6.85247998613741
"g8"	3.82132068733656	19.5142666407407	1.63892535943132	16.9663649935257	-8.62095438987756	-12.1215885760483	10.065826861624	-2.54436741970793	-0.560908504595449	4.95981038712195	5.0728731597818	-9.67722814318436	-16.2027880673788	-7.66021449297463	7.81315750362476	-8.01743361427114	13.7842726422821	3.30738147538962	-0.0840920661223486	2.49824946583434	11.8931812557649	-2.70968449775462	-18.3217398634247	2.43106555388864	3.58965135762137	-13.0357133148584	-12.5620893160732	-2.49628726693033	3.64908331328609	2.88459059903538	-6.19313027536808	11.1107593940458	-13.1637146016464	-13.0455493671088	-20.8480508416701	8.51436184140266	-4.1483120375045	-5.1035847089039	-0.923411646177134	-9.03806730735167	10.0309201053396	7.38651359562766	-1.99399428443883	13.5416475766051	-2.86142158351599	6.11133229396082	3.47629937541098	0.619489668143854	-8.93812157186114	-23.9367410552886	-16.4242387238299	-2.22773665307765	-16.625930209236	-4.98608133737749	15.8277157461418	4.34014212757412	4.03732012470339	-18.5386964968322	18.1274947847498	12.8293631883851	-5.81712224144071	-17.2409837337184	6.54664407536117	13.4472703523449	-5.57512580629576	-2.23957447945661	15.8549908722151	-8.29659159218327	5.78661054214147	-3.76946236746547	-0.435914034854302	5.56890973120173	2.06768701193995	17.7004210805067	3.62150529535286	-4.40255627183222	2.11744724342988	2.87656980368492	3.41152948484669	-3.41512004039658	25.2719334857345	-6.58169260949848	-3.56019542603332	-0.236652988775862	3.72303063355842	18.5949955518622	-3.29674367791688	16.7603030028602	-6.08291369696703	-3.31184239971701	9.51280704370736	27.4217561005394	21.9333402348983	-4.89756416180355	2.98020397600013	-22.7903906774927	5.85288813384081	-8.35024461649345	-5.54771474346361	2.89333117769457	-13.7499541913104	-20.3254903987439	2.50407406625205	5.08248209098418	14.7945495281579	6.90260898834891	-3.38179051628147	-0.356461160789586	-3.26237052336337	-1.01077988291319	-0.459085719495209	-1.42796586694818
"g9"	2.22752991409789	6.25419061423905	4.91571135370395	13.5831360200426	-6.91682949652459	-2.63990184290701	-10.1780517611548	-17.3244851293217	-2.56258585504884	-14.4001338662631	-12.3703885459147	-6.82652165152997	-2.88789075804011	-1.15381569862882	3.26788270148356	5.32294793654897	13.5942486989494	13.4470464593617	1.11830261353333	14.622261637151	7.02063645569098	-13.4107014175085	7.87539834537362	-7.80609664820876	19.9689263725407	5.61864908389747	-8.61302305785557	1.8824507368475	2.54290102741226	11.4680384124485	7.62594742172023	10.7142540182764	-2.32432493898044	8.5999040161534	1.39328158492809	-1.71164070487507	4.92524946552621	-7.09102215544787	11.7554371760373	15.8386827092151	-0.54911182881857	-12.9382904852848	-0.873024822845141	10.3134525745818	7.82970099835467	-2.44389253366367	-5.01943095721887	3.43751295209997	-8.35301744628143	1.81364945974074	-1.17839529540965	-3.57830649824283	-3.13820013291529	11.39882554336	-7.19887933846931	3.02416175249185	8.42085958605396	-15.4591780803308	-8.42227075470538	-14.9046905830975	-5.25868400149645	7.63314824840836	5.42617280766223	2.22952419475914	0.159568131490667	5.67267503683528	13.4332579018506	-14.972160189648	-8.01518545317483	6.44399152727615	5.29434920211583	15.582066163359	23.7811301897842	6.23558508884127	-6.9750059128912	-3.74267905344777	0.0599965026957758	3.37605882088737	-10.082416019248	-2.14047026171951	0.87284756469211	15.5463047667007	3.83712677992516	-3.17549441110296	-19.3373408871835	12.9675465574369	-20.6821926785675	-5.98133281840141	12.5447360626756	-4.32910105356564	-20.7666089170677	-0.515293805185639	-5.26729684598667	1.18684395881803	2.42055478987406	2.78841189086167	-5.78593643101396	8.33955290900803	-1.34553109174004	13.3158062199451	10.0759702409421	18.7187392750029	16.7179845987987	0.106509825904643	-7.98590467874615	8.78170952444875	6.37792430840219	-14.1131558601703	2.74752520603579	14.203434866665	11.0300153480971	-10.3475289763308
"g10"	3.20259737571378	-6.87515547570541	12.0334495752098	-14.7248024169348	10.2626670510964	1.52641976968347	-8.95710754496606	-3.9182382166019	-0.449667749361614	6.0230010079457	11.1104298676961	-3.60000907605494	-24.006134471993	1.15468858957599	12.6033284101441	-5.77668219059131	7.27145994086432	-7.80994558774061	-17.2162281000936	-1.35050430303398	-8.71664428727279	-5.23618531213823	13.2012765019524	-14.0888421552151	-12.4569630295325	6.37741799070164	-16.1651331825482	-6.72185299696802	10.1050482319547	-2.87608404813824	13.1190703584527	0.576057664334507	4.63573352724037	7.31915375898308	-3.84867025458436	-14.6263884520774	-10.4272659251887	-14.0571501502245	-13.0567944198624	15.5439839355425	8.72567349677932	-0.301193943373267	-2.9160164993764	0.669764339678428	-6.62707899120347	2.01066211487181	0.633149641707418	-7.20735307248724	2.97784375235948	-4.04868825620132	-5.18065452638951	-17.6636426414099	0.462755988050629	2.91607050354508	3.34701380975399	8.70295028359914	10.4123230750503	-6.88607126109785	-6.32537629794642	-9.77308967401389	-16.3268014668785	-15.0308522058658	-5.95198903281071	27.7507066990531	6.78026072430637	-1.28391235279427	10.1235007169921	4.1314573324625	3.72882054131911	19.8934891174276	-16.2077384326753	5.49660068443775	-10.3178396485362	-1.60444000205116	9.65958595713043	4.73420426700337	2.50729253330872	-14.3214893293677	6.41024375383614	6.05224624040149	10.0935370410234	-4.86788827487303	0.576209923842529	-20.2793704303964	13.0514361664061	9.30450897255541	-5.13895859139545	-3.96429516198706	-4.17895526160657	12.1149941161652	-1.2157794183127	-5.3592377932863	6.15274101543257	-20.2884172583902	2.97230467891716	-1.99634692653688	3.67008383595851	8.88779137791301	25.5517442031549	1.51423063853173	-12.0476763630617	1.47275726233361	15.0552373643811	-24.0927862264756	5.67174149050055	12.4754805957525	17.0722627602654	-7.08894941366101	-1.69853616926603	-6.05452326086502	7.36244295954717	3.46273268583787
