"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"
"g1"	-8.57636435841975	8.20832936228787	14.6861041258958	-0.424102319458262	6.24373358492633	6.8368602851815	-8.48897448913594	-11.9879008037753	-2.01495027343595	15.9629372416964	-14.0435351441857	-3.08618206305633	-15.2595945339158	1.93341385751749	-5.62822807852325	22.056925451836	-3.46554938143083	-0.642433128056547	8.89597682154886	0.652683222538745	-23.4992195379079	-0.577286162360957	-6.84649073729174	-10.8084109509261	-15.6149183239178	-15.7299234695932	13.9361719061113	8.04598714515045	-11.4323094664186	15.701216679125	5.48300855649745	-3.14976845499195	18.3990990426368	-0.192242656522767	-0.0704167737471193	-9.70302011794679	1.05719159020557	-1.74458298956726	27.9490430074628	-16.5162877615355	7.50334891813989	18.0415121423192	3.96330947979928	-3.87839374610516	4.93898979190137	-5.3493559062694	3.55954140645309	-4.75409926582378	12.7976508390486	-16.2294073875808	-2.15390756154111	-9.02742698748313	-16.8311486781921	11.3051146451806	-1.7878685842653	-12.6154530590211	20.9861346040571	-9.41912533116103	-6.59383266096745	-4.20757941667067	0.139618040444504	-4.47359509540189	-3.50809534587953	0.356321864437715	16.4639819371325	-8.77557517287801	-13.1190857687848	14.0212511465446	11.5066866033281	2.31433324458993	12.1723454325824	-2.34808809519245	2.33902956692099	6.3761011550759	3.19929679407157	1.68308672159057	1.70706083055762	-0.431330700093814
"g2"	-4.088368101741	16.9154684773888	28.3008415357827	5.73012490810782	18.1328415684042	-19.3823118464067	-7.77816004784298	7.02707168416416	8.96932664272133	-13.3803339768924	11.594155729718	-1.80721029682003	-1.6240563502692	22.9883694648314	-13.7370758208773	5.97184395190301	-15.4457583086573	0.310157082305218	-16.0818813288942	8.42973179944489	-5.49276101988661	-9.09694593672282	-12.1845440278501	34.2708322287271	4.51651335818493	-3.90202771461139	-4.05727026298595	-0.56066516886172	6.31834722869714	13.5398249564849	-3.61502041554512	-1.93806739274006	-15.2830446844427	-2.52510301328375	-18.8194536277676	2.96500000562543	-14.1497643546585	-10.0274854815156	5.90743651151337	15.4004030445336	4.40196118878775	4.10417648043154	-3.43854161025702	-6.08031441205737	3.3199192029453	-1.0375301365951	-0.0572320902165293	7.51463377773994	15.7640051066039	12.1836680797244	-0.541051957589516	10.5944826879579	-12.1407434919648	4.19684094749933	7.33266287397714	4.13778419588354	-8.05931044875596	8.04101926509613	1.53507137806384	-9.25883788876183	-2.02458838004124	-4.38185021280652	29.430966008112	0.000362746524963486	19.061090014492	-8.52864891533052	-0.174902854340092	-2.00928416148721	9.17029236582811	-19.9825809775572	-4.75304228299789	-6.29614203998877	4.06239883588471	1.96986802141184	10.8882874983068	0.598222247033316	-6.66076135120408	1.30574225079644
"g3"	18.3972448929064	5.16971785366967	1.99924786692741	12.3197775180475	-11.9994790852008	2.46653259535656	-2.43988467346075	19.1407275363043	-10.918863714533	3.54416293258579	-14.7532179146421	6.41499899883104	-8.47991625453082	15.2178723137587	-9.66595449381091	-5.05000987026468	-0.22021551005812	9.61164607568197	9.04767248939228	27.5878025953858	1.71301501976366	-1.83361320747967	-9.93080987173367	6.60486896291255	6.02289689551927	-2.38042436126281	0.987527822080506	-4.84533894004198	9.32626221868948	-1.8054674912506	-1.22513171898824	5.41417330613422	8.08258510648361	21.254166242898	9.69828225988523	2.72725060533456	-7.11555730934376	-0.327080331228459	2.48839963660422	-11.9209663922211	1.3461386258289	-3.70141331389169	9.28774900801219	8.85656567297277	-0.600380102825208	1.29844271803074	-14.3247377041522	21.3293574779918	5.80738614972111	6.25621256384655	16.5553541506926	16.5229642012021	3.44189472726524	0.173503604127905	-5.07952271142371	1.96754968642382	0.543590837466364	-4.74276509454882	-4.90659825701871	-11.8155702656561	1.42421421408794	15.8420818175448	-1.37393021648363	-1.15808655193152	-10.6914736429325	5.94082967087111	-13.7490497024426	9.09925641474029	6.6440262696388	1.92579707448853	3.28296248567676	4.12789019604365	12.3732843895031	15.9905978245336	-20.2518136695024	8.88517702316659	-6.88182894112528	7.82490358161391
"g4"	22.1468612502462	-2.05578734801451	-4.48807829712303	-20.2815203082898	-1.44538781726264	3.44950157446969	-11.6381389002039	7.82361500840502	-4.67704125639275	-2.02241606971842	-9.37926391173935	7.20898937017655	-7.36228154283198	-9.6104159110347	2.35589622014683	7.20366666720767	-10.9280268285195	-2.03744989092754	-6.55879801875333	-10.4785234026728	14.2876175628336	5.79431675851181	2.29583894042009	-5.51658349275062	-8.69687208201098	6.81957470488139	-6.02777069480015	-8.51163780128594	-3.67143781214559	-2.44283391312815	13.5945737719109	0.508928709296367	14.3881428846906	-9.74614251369976	-12.3046100870614	3.9316951280659	-6.3014965262481	-17.7171566799122	2.24503795695116	-0.110329520479401	4.67706666003764	7.29523122274051	-3.95841326913964	10.5087208934579	-0.401394750300159	-13.6055467365708	-3.53954256009164	3.61282750293187	1.63124565019622	-2.01226005391996	-1.31488086842704	9.31750863588046	-5.74927249626372	1.66452177440116	3.51170121320672	-3.18080930758381	-16.7977808491777	1.58963556052821	0.0166304855505594	14.3753237367805	-7.54221317959216	23.1183043503485	-11.6797922149194	1.01595010608645	5.90944682055476	5.3936123035985	2.41167406987579	2.60814000965996	5.82291755259185	7.87489385162679	6.85488251882578	7.24468609578555	6.93117692981466	5.10672381706364	-6.83446801002132	12.037684978366	25.826599535815	-1.43705992484404
"g5"	-7.85820262397564	-15.6541557626731	-14.881065243512	8.65268263104418	-9.70644775737319	0.385534675192947	-14.5158172059782	10.4950991593274	7.9250936069734	13.765401215747	-8.6845475832007	9.3176792596324	11.7193757365796	2.64843360153865	1.21647576030825	-3.53460409247645	15.3950863721875	3.726786314899	0.291373709472373	2.93549787930607	-7.32143864845888	-2.33477435867941	4.1388065102826	1.04480013517859	-4.89419238746909	26.1673645395447	-5.55528387873989	-4.17707130445793	-7.09786194681205	-4.73346346812309	8.16486314169172	8.07670471975546	-8.32396891661978	-1.73711547804807	9.02261999320447	-2.98958474676896	5.26312751757049	-0.645556279139817	19.5262606854032	11.205999914264	-9.71489223639697	18.1420551515422	4.74746994144529	-12.5527234717964	-11.0882256705152	1.69941964031928	-15.1710740554268	22.3791377242222	-12.0912526673802	-3.37234844885686	2.66436039845548	-10.1177107926216	-1.73407637307595	-11.3281996064898	22.7633002178122	-2.5230674867725	0.0106302165690099	20.6503546737236	3.06088295243103	11.2406173337602	2.9873083710615	3.76052879469	-5.63351532742831	-7.00737457209088	-15.5731729023893	-2.77880989574342	-0.613614668244249	-5.90725952572476	-0.912958615557073	-1.79737640158912	-1.64793274643008	-1.42868571722031	0.236300185472433	0.919401862167468	-2.80460163103683	6.43904559235499	-4.93556707686414	-0.129126924355433
"g6"	-4.67006376274962	19.5172214271727	3.52705129166499	-4.30232117615382	7.87740027121022	5.76652909794329	6.11304663130382	-19.0262712084172	-8.6086520882482	-0.551400386206998	-5.23267686804268	3.7305045115819	14.8257698897157	-10.0804448714593	-2.0486651484869	-1.13786618310226	12.3694636111278	-6.08763278524664	3.15972404272672	-5.72031639900505	11.976751488299	-1.037962908495	1.67406969361675	11.9892144743257	-8.09554446467805	-6.17677001640355	1.98408600696964	7.97106900420131	-6.36500938363419	-9.77147696626891	-4.67639515837103	12.702664036791	-6.67468049309729	5.06114197962776	-2.17767256810884	5.68374422884529	6.13499131839786	-6.89410045269121	2.5274910845152	-3.73516503362216	12.1116996052002	-9.1237615597025	-8.86080182563509	-13.0509236186028	-13.8271843886282	0.198538522513991	-25.4333037234286	-16.8118078790249	5.42478830966823	1.26422059279055	7.87201441669914	-8.79461611853463	15.3222966547604	19.0763745920503	-12.2311224516843	4.80135314497303	0.995349708338548	4.46855208621593	2.05488520900209	1.37884723706697	5.53185622587936	-15.1334022227675	-10.9457584953034	8.56567751066174	9.55176809572799	-1.47397573129207	4.91270934066644	-10.7028427153997	18.769292486862	4.22951270331384	-9.22857170681326	-2.45379502878685	-6.84124387075523	7.50329598510896	-7.70808257746193	-5.19307142496453	0.772580255169021	2.71844524774711
"g7"	-2.29919336565279	12.3248083128519	-3.9848523067329	-12.0609884402661	-3.9639979446452	4.44977636728642	-5.98829632597836	10.2964301682815	3.00821288861744	7.95538343604731	18.5044314416958	9.06031481487411	-14.238989236316	-8.73433356433826	8.66286379259259	1.69287567917927	-0.135868095336982	4.67138576664243	-2.19650683222186	7.0366892683152	0.763139500864442	11.971021523638	-17.0382084616385	-15.7045028265139	-9.88916506279609	2.21809499859195	-3.79522984546619	-23.2547696317294	-0.410222871149554	-6.6775056261264	-9.94023941845947	-9.23921163338345	-8.33136557553372	6.15400506762464	-3.55500785518825	-27.0717973489611	8.89954442403634	1.658144951482	5.29071620613995	7.10481360893489	6.34074051724498	-5.76959885402223	-5.30422307118175	-0.63201335568987	-6.62360977636068	-1.25829743456615	2.95081132101672	-3.14993760469069	-18.288554889546	-2.70748192810499	14.1500787612971	-6.5099969426129	14.916271826471	-10.5393570336498	-11.7949142105132	-18.3087005240399	8.14439272785834	-0.0777937460709199	4.50558650010004	-9.97803028279956	6.92605293256591	-14.5010415002717	0.868718730791554	16.0023241807977	2.90958787734137	-12.3005031452414	-1.96750669956759	5.36942232615505	4.95455200446113	14.6270269894326	6.83225130776798	-12.7447319001356	-12.4426364732593	0.13329050391063	-8.97333267982643	-4.76927529354702	4.27368077692534	-7.49119594355688
"g8"	-0.448655635842314	-5.25232642397133	-3.69935052100066	5.11212270116518	4.58588676338667	-15.151791586823	13.2040893646023	-5.00677657271168	11.0352150777633	2.33125900647045	11.5690879131004	-8.18922436603469	5.61161325929677	3.51404831237512	-19.6165149388904	0.137309488627093	-13.3508707104283	13.0974529195856	-9.74911108499413	12.2339687984843	6.55678495826894	-4.03201013320251	16.0478188184272	-19.6327304582575	-4.72048159617836	8.06819606522635	6.4277506455833	1.42523572775667	4.82614749533752	0.0389344749287243	-17.3327337943039	3.87054200473191	13.0407894540847	-4.75525740048542	-14.4989083536839	-7.96819955034058	-15.3698680805511	-3.82422877738709	-1.30136848446282	4.14745128802732	-13.7928680357684	-5.33904336840637	-8.31335874420171	-22.0490965350292	-3.67669259390109	-9.80487214777706	-13.0331336825529	0.291513834659516	-0.0773014787995618	-4.9675990551153	-22.3693320193046	-6.48343891790596	0.676109255511732	7.29857036169647	-4.38321028751037	-8.0206604430558	-9.88618908226533	-9.72511967167921	-10.3963049535282	15.2395338899566	-0.456197392448029	3.35827527762784	13.9870786067328	0.0815715645735359	11.3773518999774	-13.8171581985072	-5.20250530001173	1.64816002196306	7.39649867114463	-10.778477722014	-5.50044325273807	14.7128335195333	-12.0543576303796	-19.415635776439	-33.745190009406	3.49595371881174	12.0520922609417	-18.7547178882751
"g9"	7.08820161063966	-2.27757284898558	-19.2323624729778	-16.7163445083526	3.04545375633436	-5.84385344511242	-5.39640804679128	8.08640093412393	-1.46250661995838	3.77957532754064	3.64561308521538	-11.4232323635458	-3.61661308589458	-4.4173979111227	-6.32315313712452	3.88315602081846	-7.07203650889864	8.40231531094517	4.54984211879629	5.57649052410995	0.160146115752376	7.2389627251148	-1.80155066681664	-12.7022156115101	-11.8192951479245	-2.36200432730258	-10.7117895832539	-7.03014274170033	11.5329230165856	5.59943373324374	-4.80354227347326	2.74617170238197	-1.93189156656409	4.6536625953027	-11.1084801200362	10.7765612951506	-0.321326078573038	-14.3122429652807	14.9129519478975	8.60236474743078	-8.35858474476004	-4.3890632476771	-2.05715958675967	24.157035992094	2.92765290408885	18.6046283069619	-5.06774972862708	7.61433279250078	-10.853905616381	-7.60373450762427	8.18249640671605	-0.289763540882731	3.48077608436354	13.8037377885685	9.56943211235043	-22.4022569703767	8.34468849850323	-9.17137828401194	13.6868827126814	16.5487005196786	4.57008199514015	-11.8812301266887	7.21599944505676	1.52501326660047	5.63430953993132	22.504266919652	3.90193588567666	3.64447324229497	-6.32096743757337	8.93602017159985	0.442544342591999	-11.8285983372779	-17.4964079106531	-12.6721148747817	-0.813194037661295	8.08740834423344	22.2779917107478	-11.0109741524112
"g10"	-13.1760954906907	14.7294294813989	6.85667134194986	7.90091164310805	-5.47764439593422	-3.0084883705277	-3.14924755684108	-19.6467237833169	1.0955664276703	0.720400565122923	-9.36262598828582	2.41459668109072	1.91067269564314	-12.7278502323579	0.291730485884013	22.0388083565412	-0.375716599509687	-5.77239492127018	-0.936337745790465	8.07174374293339	-13.7519222985827	1.94001759612152	7.39956191321566	10.2716180988819	7.38236862874755	8.5449959477228	0.107249221789998	-0.900702636676024	4.45851608377426	7.10117412671224	-6.17940755008237	-1.89276582358289	-4.32216980436483	4.28099110399553	15.0281918387925	-0.0933210465267049	-1.72519464372561	1.32334467073108	20.5789988743147	0.287777187029626	-4.88095905012047	3.34110954237433	4.10162436606505	-14.441583568679	2.65483470285358	3.46916969326747	1.42482047526837	-12.8823048264931	9.67884544947269	-7.25744959804152	5.01755541142525	14.3200380312605	3.0258456306366	-8.88149494439639	-7.57506310069709	-3.90245460314566	-3.24810616200493	-2.96877142839998	-12.7717011016272	-9.096354854594	3.02251521634605	-29.3043203063612	15.4586983145459	7.58564768489255	2.77490143214763	6.50105281297247	1.57709637324372	-1.48930239418765	-10.5846028666307	0.916750690637657	-1.72427099650852	4.04347342321077	2.27278667852488	0.176972060596841	-1.05328763715312	5.22823292917272	-7.17389562228755	7.5268225536163
