"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"
"g1"	10.3009222152794	0.903657865410334	-9.95371758868483	16.8778684783488	-2.70919123165148	-18.7994579625661	-11.7093787632233	1.62328472955194	-3.22204501537621	-4.71403539721408	-7.30203060083251	-0.880772764006248	0.614341837226854	16.1547613631807	7.24007450813731	-1.34128182597747	-5.34796107673843	-16.3112220387769	-3.48797335058582	-1.51652400281401	-0.964269129926704	0.380108505450629	-0.664436195952242	3.86228280146436	-3.64102738829823	0.545590655344624	6.66617922517143	-14.7625636475864	-2.2529975773792	12.7035022428826	-17.8463680317889	-4.23846213928598	2.63830452525523	-1.70678719254552	5.67979800945929	-2.88802042883838	-9.45439403818759	2.45062130154731	-6.68689617795541	8.4190409019945	-20.8137349442045	-0.00215349890270393	4.79009787570391	-0.228595654206564	17.5721374597826	-7.84529223156335	-2.67494656993583	9.65533578464005	0.895602826902609	14.2796425404428	-12.6227686287231	4.12861927209195
"g2"	1.40936326143388	0.641000520391441	-9.73818535810846	10.5866532647017	16.014716604692	-0.641917619748963	5.72456719474214	-1.78760412262156	-19.0957343767838	-5.85545009209016	4.04388496612557	-6.67734261308747	20.5367717276412	-0.607034234688863	9.47291614820468	-6.6141466954548	-9.8541044852548	7.83413237014975	10.2517642224017	-12.8167045314107	5.86129506919576	-13.907562204768	1.54824642036476	-5.10320890331107	7.95974428777055	-3.53639459580494	1.49383160395338	-7.80043805384089	-10.1240760543032	-2.58176229726612	-15.3700461678861	-6.63708128427255	6.31040802460061	-16.669878045243	3.87468410258053	-4.55531622479595	6.76994881474791	-6.77854217419012	-15.4561065385259	-9.91503365424722	-2.96926326038663	9.22602438666979	-3.81384040323323	25.1897120681104	-7.680804343538	-1.33694582914335	-19.6338406389555	4.84085298559513	10.5380004805753	2.25011071467432	5.31426763661982	-7.87187451362685
"g3"	-30.0118778180689	3.54657884705828	-5.19635417365157	9.93867363969216	5.6574652187898	0.622194372105408	-9.20732103169764	2.97675093080384	20.1896765714715	-4.5098298304242	-10.2909580703566	0.750624530006332	-6.9770283047343	-7.85752129278398	-8.44550176875279	7.0217313712566	-3.91999533936007	0.00154094059210883	-6.65982568563504	9.64575367132051	-10.1493434860001	-1.39973884813328	-1.95593836105024	-26.2910388149594	6.95085178335837	-1.69762449192409	15.8708915714469	-2.08439832594145	6.86961681973756	8.28657827045929	-2.83972023637056	9.63429552560942	17.4174968123018	10.8214934826233	7.10799163697683	-13.5068501771464	-1.92455801805727	-2.48677742000895	6.99239139573803	10.7655226330382	14.4399027864386	-14.0454417080237	11.1824204931959	13.6975316117477	-24.6576492425426	4.75889617145243	-2.66425490192093	-2.08717052032533	5.39031109114195	-5.70714504325695	0.235597657737648	7.54937684412274
"g4"	2.80999971711616	-5.97894651324937	-1.89409141562268	-5.52741468995727	9.68277878907185	2.52010560465252	15.4409302304578	10.5270586957982	3.51099740576237	-1.41274624277534	-14.5473318841968	8.39116996342507	7.128802371297	10.5243918964584	-9.12793890111695	-3.58322035883346	10.3531613861323	-11.0194138396477	2.54473395490137	0.514560273434361	-10.343732037036	6.33226171438163	-30.1698910761498	14.9815359465317	-8.47009955287749	0.909410567520482	2.89573298977282	-4.36755777022141	21.1048250265828	-4.15016396226052	6.46411550311218	7.54190528588098	-2.07662894150202	-4.10482100876796	-2.95990422863685	-1.65052573383364	12.2599700396015	13.7455825629835	0.860325121782724	-25.416353123976	9.51213445196049	9.24710148503635	9.58257330303695	-0.881464027713472	-12.4715399094447	-11.8629732628163	-5.39631803853631	-7.96161908204988	6.21603798474176	19.8882835966858	-21.1334032133455	-9.9438727448219
"g5"	-16.2765766847952	3.51950080346433	0.777354125784622	-9.68784643306823	-3.94583850192193	19.8332536518061	8.71557004071839	-13.8277226882881	-11.3474512706598	17.016146978901	5.95789432994486	-7.43112136194891	-22.1295911631609	11.644521951044	10.8541314569665	2.8192414285495	-10.1711836195054	-1.1732104976047	10.7036608751925	-11.0329201259654	-8.95749143790707	2.27351252377629	27.8279927762037	-6.96323297411767	11.7067214224784	-2.64004261634994	7.63985752336588	-4.11404826916675	-0.947565543987857	19.8028510164739	10.8315971543128	13.6087206252348	-1.05354083689205	6.17914196250334	-2.47105607658774	9.46300820200744	5.66802493732037	7.52062680149649	1.80871065548487	-6.79201289609147	-8.81266502660689	7.36811674526144	9.16444705037135	-3.57832100431127	0.513269450898501	-11.122566990554	13.1505143689399	1.37655780876281	3.49042576596951	6.65343472797367	-13.1812647426174	7.77157466763574
"g6"	3.08777213152828	15.1451697212848	-3.10125198217429	3.32124114170647	4.36161913989055	6.18432516580275	-18.187902283571	11.9238880560382	-8.95277759403053	-2.8077623012173	4.7715468038267	3.32292450836521	3.844228055642	3.29685999536477	-16.0681174803649	17.0565414837347	0.911369848344202	22.9120536138379	-9.19808658575004	-18.6351302275138	-11.7040267374173	-1.59809239284928	0.85057927146418	-10.3161163028675	-1.13135915172684	11.2416843221756	4.03736513785301	-8.63832486445252	0.453074213201014	4.7358470622295	3.41924630243468	-4.55107770549423	16.1666976029069	-1.83633383607454	1.2963054506591	18.7897980553133	7.78043711422394	-7.27654272393536	26.976857993209	18.3537256380531	4.75062473677287	-16.6471813094477	-17.771722511165	-19.0516564427435	-11.0685541817095	5.7978192589298	1.58364755730999	0.104726933732056	16.3825155698863	15.1783751900021	9.41904512773928	-11.3719552856575
"g7"	9.94572155163241	11.2820725679865	-0.430569328410252	-1.58110520737379	11.9130619845238	5.37130468080916	12.4862077150072	13.7903440033419	11.0543290972999	1.65634235465843	-3.47662558172366	12.5126272069112	-22.2692771399462	0.520325127295227	-0.867617591124911	-1.04150301770971	-10.3298610257225	-10.4050079561404	5.53551494077956	-3.43682924168852	18.2136238801258	2.07272451058743	15.4852280901172	-13.9866021854385	5.62168879848913	-0.290451098342319	-6.51590136181188	2.81698498414499	-8.60076787522171	-21.239999436172	5.10786064821487	32.6871012461427	-4.32461534410508	8.44575726155285	-11.2290866186054	-6.034581002027	3.50764445367316	-15.332138161617	8.48112918532326	-9.37460382820938	0.299126491301954	-0.844978973587885	7.08251885804544	-12.2730688411352	1.15407420971884	23.0826290963029	0.235024566038571	-15.6428938867641	8.11955228312546	-6.05956222479533	-1.65903537712364	-9.2440311845994
"g8"	2.73882440460022	-6.46610090782078	23.5746385180542	11.0037617839872	-16.7577644399533	-8.29578940013691	-3.61965063228377	3.80187871054596	5.04149630653914	-22.3929480566599	-11.9087278316819	8.54689876695818	15.4881503013907	0.807612012756119	-3.51428091878295	8.64231384676567	-6.73293709719918	11.7873984218446	1.35495683003578	11.747146138263	8.132556804864	3.86723717973486	5.31515348735955	-0.275187568483261	15.9028174982695	9.91814292954832	10.3660104692308	3.88179434685215	-4.25938983932333	6.76834135087818	-9.95790726695591	-12.2780068708239	-1.63323602893433	-0.790687380775126	-0.21618475280095	6.9387602329617	4.69147202526623	22.8841533780658	6.37574119998544	7.8342839658308	-9.36069061851304	-4.08276631765959	10.7592718577514	-10.4377689335191	-7.22252334763646	-2.73728159189213	5.32606390073797	-18.9407765240774	-7.15376975399515	-11.55608638012	0.781946141053804	-4.30237765318397
"g9"	1.03352036643883	4.12692107939983	-6.5314113501602	4.69760207948718	2.44083845600263	-3.182711469538	-10.244523455806	7.21489283973303	7.59155521648746	-3.02357528757549	-9.95167913651598	6.47926248044222	-13.3311042624145	10.3432250236006	-5.62453120996354	0.257371734594064	18.4699521810518	15.2063729870919	11.2681361079213	-14.0259072256986	-9.53152126979495	5.11999684785383	-5.63622044925522	8.01792242824394	0.695100627964039	20.2398127980824	-23.2915105580429	5.82112072267696	-7.2467043391328	-0.903524968246874	-6.10694833856594	0.133877177116722	3.69713363093527	-7.72589353397773	21.5776329386491	-1.88449999265397	-10.0735151918693	4.94292688284117	12.8013237200183	8.83212200532983	-13.9042799987635	9.70985104040308	4.83581939905875	14.3991728203344	9.25040368928991	7.05317623048464	-2.93100842132972	7.95160830389818	-11.3032957799	5.68659124499674	-0.766009235659753	-10.4406351501121
"g10"	21.1228726717977	5.2570389974213	0.523670468498408	-0.823547393095382	-1.60328987252474	5.54865060468166	11.0729863569602	-18.2790171516813	-31.2624112376593	-11.5273606610214	3.93883556311533	6.08585426338184	16.6039134338798	0.219498641583181	-0.896419692452841	-11.5815779030154	16.1241248483658	1.82793196596742	6.5175609338235	22.0023550760338	5.50160084022433	3.69119961510675	-4.45991271690828	5.49009569526755	-10.810005602687	2.14796115101221	-1.43870147754825	-16.190258672037	-3.91161010517882	13.5808960208799	11.5159392043756	-10.3001521558177	-7.12176789820772	2.06541200678196	2.31262816659534	0.985511586590789	7.10892917172779	10.4530649806224	-5.52920875300909	-0.454793271735461	-14.4017461311526	9.85525741852244	2.94284685136695	9.78101348019083	-2.1447386379442	-7.37064264921913	-20.8439082976422	-26.5254756704133	16.5964448983643	-10.9932633538433	15.366884732305	-1.01202874417158
