"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"
"g1"	13.5178135102914	-7.82780918597483	3.28386146670216	1.1727165485862	-2.69733242611898	-1.42968136833433	-10.0014103600411	-2.63347610539123	13.2048489844932	11.2677500111942	3.76410445529011	-3.55782941385843	-3.95404660289382	1.23247416279091	-11.4425447667306	-7.03268640000331	2.26961522109723	22.0630161588044	12.6296947764032	-2.25145150949522	2.25918217772011	-3.50000161619661	-2.64272919294049	-13.1849674164118	-15.2540329452026	19.0073168027808	6.49198538843732	-7.49164710166578	3.00707316528256	10.6887902921474	-2.04357701016738	-2.42525430982686	-3.48694905406322	4.05350340792965	-16.2970030565551	3.41302205360877	-7.67637413874843	-15.9385861516896	-17.2419098919043	-3.67863140062943	11.5127745195054	-7.14390460304646	1.5988351665759	9.08734090886481	3.89812830005643	-3.18311294156678	-1.74464872121407	-13.1991651448539	-4.14010577676343	-0.263136561808843	-5.59463551769571	10.4988085438585	3.9161390394398	-8.36938118791405	-16.605428212539	-0.587664769377404	1.2275309910186	0.907171726823446	3.06329451249119	9.33154721772657	5.76853183729025	-12.0047049974568	-6.19897573463686	19.4503041781368	-11.030212255052	-8.90660160696119	4.65729834903801	1.82533381919251	-3.84331817489155	-17.0101903728301	19.0202978925112	11.3642814798255	-2.58367001650995	1.71867057005645	-5.99297940533059	14.6815933995333
"g2"	-6.44667257803009	-7.99902477046984	-11.1104326860078	-7.66619940799883	7.01414832783263	-14.7835733107997	-8.22263688018975	-2.96813223306623	-1.40718541485682	1.32470910226275	-5.38469815567414	-5.9107871109236	-20.1358979366323	4.04608198778324	6.19366524869486	12.8966642433199	2.73401641218803	-0.0702257098478564	-10.5008688373836	18.3431910100911	-12.0729151836299	1.55273891318639	0.998324764594744	-7.30153066874071	-3.27982748713295	1.41601245294813	8.92767437741775	17.3103760375852	21.778903560595	-7.35960337210469	-8.95407733347968	-2.41963485978527	-6.00595450526892	-4.51562810201308	11.2563356348462	-9.67702766082698	0.538010613886512	-12.7087270147322	5.80830836168727	18.586254229295	26.3169873207407	8.74675113344013	-14.676939771004	-16.5487674645968	-16.8117631682726	14.5818761549546	-0.616854682683077	-12.6941069847095	-8.68382963622778	-8.67808338318825	6.62070222782785	5.13742521788903	4.73380599274785	8.06032465208796	0.716115959738388	-5.63194275766495	0.21704295309142	6.59472836793035	-22.5773178432205	11.7070589297998	5.43047854214175	0.145052348777286	16.2154573596955	-3.56088120976853	-15.4297832625909	-29.8866289597872	5.25738620882914	-26.7300662792105	-8.72038154383654	-9.42003176609374	1.18868159259689	-2.45358415823344	0.0724044716718543	-5.9952368077178	-14.8182021162296	-15.7618762377755
"g3"	-18.3059756718812	-8.56066038655904	0.724105285921646	2.40524294276425	5.9858069943318	17.2427081824728	-12.1080134758565	10.4842017235397	-4.48421504511759	1.5696179360396	7.27191364203875	3.73273794248718	-2.81882887825885	-10.6741374155163	21.4628727261255	-4.526274283563	10.5936781991842	-3.72974217993551	0.817151444130426	-14.2586879031094	-8.95300078991693	-3.79993941593097	8.07090188355808	14.4832312323054	-6.9963627231201	21.2644885150536	11.3777821743707	1.3579512088531	9.49631023390928	-1.15164873029465	-8.19714272953541	2.72411047034794	5.96945356937521	6.77200382825717	-10.483388226181	0.395549627934584	-3.14717986492853	-19.4436624725331	-15.7708087721241	2.38382405198939	-2.81645557388804	-5.41952997392972	-4.36390947821083	10.5854899808819	-11.3243706924659	-3.19003862376466	-20.5299084234675	1.08718721670669	-2.09359124796994	4.38040342862594	2.44040006089258	-7.1363003410277	-6.04561733326377	-5.347295857017	-17.3026994835048	-0.875609897578048	9.01952345525207	-9.18473004600632	-17.0328179384376	-2.98801173975088	1.62310776587719	6.43574520078343	-4.03050681240137	-4.0800610250989	-9.22688728189939	-5.45350281870076	3.35195436355695	5.25194457002381	-13.0382800444981	-19.4357154374312	2.17314636520532	-6.268035115103	24.167241939233	4.64863542083129	-8.31553811490698	-3.69233176473734
"g4"	0.797876439568766	2.27285535734977	1.25198588007522	5.85995926991036	-2.58000515939052	1.91545738423086	-3.97265642117043	26.8334008333941	-8.39665641909847	-8.71007740841171	20.0590510951031	0.0566908382639938	11.071439604144	4.78164258766568	-1.71150683095827	-10.2251107494247	-2.92409338589478	-7.78263912321056	5.2881892015629	0.311306538960065	0.317125486985022	1.40254322349747	-5.49830477126188	3.61358806391878	2.80942648594702	4.85130258171644	9.26721099526851	-3.58730728120773	2.84314808248525	-12.8285353164035	-9.31350571540807	-6.18587854949486	-6.85163199481787	5.25174016507245	15.9296409546132	5.055811573351	5.83129824242352	4.69123391982416	-2.94605344974968	-0.891554918883317	-5.85415315852871	-11.9882443265268	-7.80146112081605	-11.208253802842	-3.89980069023757	0.819345006220197	-5.74039767647915	3.28395370420377	-8.10364230734452	-2.23204068904736	16.0030096696755	5.52223780434638	-3.48308836435208	4.95175262794741	-8.16212535194255	6.56514571096859	15.1324287363926	4.02898699431874	6.84262106494079	9.14088714349259	5.64549477055434	27.4354189691787	-4.75764228486518	-9.47076183347906	-13.1099938048221	-4.12176009953181	11.9531262756277	5.85633232658163	18.3477651051551	-1.96883479463327	-13.2027446354706	14.7605293252388	4.02353458985745	1.47269659764648	2.74982042129756	-5.77744241824707
"g5"	5.23784248950291	7.09272076405218	3.11600348757564	-13.6799071313951	19.4609455706568	-7.85632037063564	-15.2552030202131	-15.2125233160006	-1.52376225787149	-9.35857033883136	-18.0422627259795	1.29032225359351	0.090444486635832	8.34822220733516	5.47607051925515	3.0765439651765	0.674928936282301	4.08490730674294	36.5455482990525	2.42229194031193	-24.5469111664631	9.74915602769929	0.0124416113978763	13.326159472671	0.452081988391977	8.33314882628418	4.00706475004174	2.59325276148841	6.26976184638844	-19.729278943412	5.18377294612345	3.31281512649842	20.9427184923431	-2.62026378875459	-8.19797397317614	12.2899432561026	13.3787074541414	18.4507725714849	3.06529468708916	9.30977287289877	10.128249789952	8.60363352910468	10.8915221221117	-10.143275218943	4.79021849903071	-4.17783538195081	13.8860763049084	-8.91233981883394	-7.01039607095998	-1.21501643309525	1.39376636225078	-12.8049372460498	16.0075399761201	-1.02077935793574	-0.729807781858259	10.3480751431775	6.05967814131096	-5.04222888994168	-2.06277251779144	11.4302061234205	4.84668554585149	9.66077693652327	-7.98757273523047	4.84541682949275	-18.8470713687088	-6.62507533464495	8.49937923751082	6.02580334634604	-16.229829287376	25.5773833470344	-13.0237819215546	-14.7132556085898	16.1875686079236	6.6627486945158	8.99422218083916	0.432453799896907
"g6"	0.412111524796348	5.99440551494142	-8.00837834751453	-7.04381796565012	-2.68020595414704	-0.279741770691649	20.9448382988146	-0.781343758956848	2.68109359175708	17.0910725256458	11.4423039411546	-18.6687366862813	-13.1810659231182	3.19614700908674	4.11885011114897	1.86003820736315	-2.17599357103541	-4.92158832465303	9.34435620165913	7.98279253654145	7.54993923243908	-11.6387667545457	4.31894303882385	0.161337565124193	0.630758152522815	-11.79432974903	6.6812809966996	-0.656058231958203	10.5878664651407	0.524169512091319	3.47367245533814	-11.192183927361	-1.09497091396813	2.88053455174216	6.64283442948551	-11.5133662459818	1.59524855726236	-6.10176433162607	5.61505384397294	-5.25037604417116	-6.24589612582632	25.5694717101051	-9.3105842007974	5.61405905678958	-12.6785323929026	-18.9637886136243	15.097390041081	-7.0135140615078	-5.32543032566847	-7.24243503471789	15.4139893350539	-7.90691126801078	5.49499242260133	-14.982779762829	-10.30485780633	-0.530934424476454	3.31993369477719	-8.97007012864613	-7.01458557180037	-9.49703304676097	0.367478456469354	-8.09031151520711	9.30030233599958	1.64425398324698	4.78672397107524	4.99985963864202	4.56942307166962	4.10366482868426	-9.25581467669487	-0.575619151335549	6.16591870364002	-18.7262720154117	-22.7628360330998	-13.8528036028681	-0.888996297436997	2.29928000955533
"g7"	2.46237467254368	12.5805878964882	-7.04327942942181	9.33373510790662	-0.31664549388396	0.968422016217902	-24.5280252559767	-18.8455465396746	-13.545108938357	-10.8288329977077	5.18448650654747	10.8521909736548	1.77539298392438	-2.0586651112699	23.3475531322322	0.733491239060957	-4.87972478253977	16.1040312149064	0.850528430899549	-1.39628085528742	-16.644388422621	-19.0042329364125	2.62146319722125	16.6181555972302	6.56008983054375	-3.40886678587856	11.1506990200803	-2.32336139280124	13.9895843286385	-5.80888790291839	4.10975981263982	-1.64115791859503	-14.6626976715055	0.232801664660164	10.270855131515	-5.37972347954475	9.4675129282496	9.64039032819256	-11.9755161639559	0.968075928503237	12.2030098834284	-13.5777560802202	9.99057916146116	0.0498391856158724	-7.51227478878494	-17.7516686935154	-9.97149685666414	-9.93084512386414	21.605018025471	-4.80195833800977	-10.8630832146628	0.541546902184837	4.52147210395281	9.15325078412289	-8.10451209886864	10.3477086662251	-1.6228207950179	-15.665582037281	12.0795047704191	9.03165610737411	0.273805495303264	1.88431314894745	-9.18015605490053	24.0171641667189	28.7497712395949	-7.43455604878682	-1.7993090706324	2.57988886231	16.0585511900886	-7.13530266404679	-0.579665073038694	-10.8887649993391	2.58369354761337	-1.13165541912093	-4.74194173767661	-9.65537775570732
"g8"	-6.75116943953522	-0.171256320582522	4.33258198010073	4.80228124013033	-0.544627519384557	0.287672664789376	6.80037340897491	2.30896203168118	8.83680716103741	9.76083199818236	-0.216425751094342	-4.19657835932037	6.54809635428274	-1.54804822389421	5.69813831303331	-4.28624870635307	-15.4738990337499	-18.5685217696274	-2.05380512346671	-10.0292096920426	-12.6091007883542	-1.22011554604313	0.156554692018067	20.8838148066513	11.3034818207457	4.50011497459563	-2.7073910014773	7.21821698617799	-11.8083220735815	13.2796591170186	7.07413482402071	-1.2994592118456	-4.43651554144638	-6.30817040553967	-0.121734783207799	-9.32246756784404	18.3041694737773	-21.5356108994272	10.4385852003075	13.3667352243824	-5.93389104690312	-14.2985648038412	21.1651896108323	-8.4097737666294	-9.16496724811709	8.86341032728462	-3.715349612496	2.95333272047065	-3.2551413970781	13.1024273280927	-3.93307088398248	3.96267255879112	-21.0930617452295	-1.87488302462019	-8.008148994272	19.9474459897429	-1.41213548885361	-1.80121015630033	6.21582043294119	-10.696583944646	5.41156302323018	6.14697232732692	-7.18497229236866	-10.8310673896323	-6.25881505253077	14.4207931139883	21.3445031961383	11.4307232926539	10.571561931007	-27.1445755503879	-15.0101071225916	-17.4193752125985	0.136897037469148	-9.61073848371459	-20.1297955990601	-9.35463089474425
"g9"	-9.49328742402335	4.81911611385063	-3.67494796996617	-9.7501501996384	14.6434287896116	0.164668531940584	-23.3897197475088	-8.91184708345293	-7.00116994643859	-7.51718677205209	-12.1994477824494	-0.0421207651117367	22.750554715129	7.54603487343416	5.22049777579769	-11.0648602899297	-3.67696443367175	8.07930296669322	3.43203349364705	-4.12727521920264	-0.235054829570207	-2.72167363316234	7.63070336499518	7.5575661897793	-10.0409562128879	-14.1582686461706	-9.97388880062404	-5.98291305051916	-1.1570430445746	-6.15811521562282	0.57442347209657	4.43781139691502	2.28462415689185	12.2496327176608	-3.33947059681716	11.0741034798984	1.52431813044275	-11.5061732196487	0.54429657578629	9.94609725956788	10.9221828026146	3.80339265980574	5.7049017266198	10.4862570076609	6.99747209011463	-9.0089563232201	2.13002433438609	1.46949835294551	-7.83002150161242	5.12160838061119	-1.79325006055448	11.0712224932388	-12.4143710708634	10.580249029034	-19.7473553709799	-4.72656333325884	11.1189663484718	-0.102919711798939	-19.072843730158	-7.41833618170915	-0.271191497919581	11.7158518206573	1.89414437803987	-3.81452865139341	3.06290178828886	-6.02099249560194	13.7287552568936	4.7772121489695	-6.54857269759053	-22.0528345231748	-0.962827555231092	4.41023403181911	3.0454471973469	8.81585183216248	17.4158937135135	4.0320634673759
"g10"	20.9639447290144	-7.8955222850543	-6.63559114019211	-4.80466530376303	-12.8340700729983	-6.37986802819515	-0.498307733379272	-7.74017356547724	3.83524225821091	-16.1433793832707	-20.9483886065196	-9.40380188014981	3.38553027910792	1.98689112797105	-3.89268898257241	12.5089312546236	-3.41347584121074	-6.12343574274731	-6.53183849626031	3.59855153244715	-3.96810801188687	-13.663938241886	8.30771107970461	-1.95759309662629	-6.56010934256639	12.0449575952251	4.70736505779855	0.546828691182674	-2.41895838824948	-9.83718284080975	8.78192995090918	9.17971003913732	-0.695442462247544	0.223116327402537	14.8191115587051	7.59626817349686	-3.79690721768516	1.04114737906275	11.1859245099431	8.23579598912502	10.6915790169163	-8.97783892597584	5.28868771435858	-9.32269035515419	-10.8469181041763	4.64975954431045	1.28301010049681	12.5916265151849	-6.2418195676404	9.35331777709113	-0.84723376314083	-0.705307952760323	2.71141460522215	3.17222942184471	-10.7911110969719	-17.055929471875	-12.0877471701029	-8.42161143360766	-30.1652230920885	2.48130248911836	-14.2925267833904	-12.3622800856986	5.38644943640361	-7.9852820297548	7.02709819863633	10.7572834348783	-3.74991610090249	-3.31029106556412	1.89975338424079	-9.76542048023985	-6.22139514570942	-9.0972169030817	12.7347920850934	-17.1512419787441	6.91876053678205	2.10475748560529
