"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"
"g1"	0.41043991764042	-4.62623744075473	-19.9212435950446	-2.99299176180904	-19.0425789221684	-8.64678872763659	-14.3160890686756	-17.3231109499909	2.80737083482648	-8.87106773521754	-6.16702026440866	0.324622917608233	-7.75412483974858	-3.02376321917379	-14.567653750479	-1.56380010564035	-3.30659460698439	10.1825408934665	0.263126256288645	9.48810689606432	6.23599249001448	-0.905687897184396	-3.83182795179712	2.28886339651327	3.60521574020267	4.89373908257534	3.59185765414442	1.04563799629579	10.6951392655936	5.48265415604559	-0.690051427103132	-26.2827531120477
"g2"	2.76396851657045	1.9054895136214	8.93694071079381	-16.1846485124249	-4.92137270064479	4.87123608452469	11.0853498106321	28.9026819753987	2.33450314409527	-9.68064939277546	-10.883388029206	13.9846084325109	8.29226442519834	-10.8803918946099	10.2424858558665	-1.21189745728431	-4.91113447394814	-6.86153604219665	-5.07274850565139	-3.17319139699546	-5.73246959792387	-3.12221198411409	-3.8693608235639	-6.20973328204349	8.03982693790749	10.9609626426497	6.43866259491849	-10.8808586468325	-15.3560662942284	14.4233873204592	2.5513182837969	23.4461673440474
"g3"	2.50755783317091	3.43220439766642	-5.20743713595155	0.402710569436982	-3.72337905459699	5.99887066887179	4.92212347854614	-10.8862991513158	-7.50064936571771	9.89041618411693	19.1924156475309	-15.4047886063224	-16.0669857390901	-13.1723885071336	-1.94096624766492	-6.76427969487693	-2.21657859736	-14.8815064324838	-23.0049416501296	-3.80196283317929	14.8045710214752	3.00079700501214	13.031491530713	-5.32774940736955	15.1332425980576	18.9746002794597	-2.76279733778149	21.0592136241654	-8.86602715406919	4.73370703210267	6.98455220838467	-14.6419646127845
"g4"	8.35494676996049	14.3682222078513	1.74781567630171	-5.6065938955862	-6.62846851366937	-1.58651329776776	-10.7469938615877	-9.77272269112706	8.34080670965416	-6.65204276702141	2.41088658364465	-19.2828030091192	-2.70957876717291	-0.512902691350011	18.7014561731952	-22.0031435758171	-5.91473530059777	11.9057214256938	11.4706990390443	-12.7883084324431	-18.5988375755345	17.6723575641402	19.5142996035515	8.21508540864888	-26.3822776559682	6.48043487919248	15.5664259036087	16.4553478191037	-15.6527672581431	6.17062749415046	-3.9443131010684	20.332414560073
"g5"	-15.4380343206235	10.6254056135145	-2.239996180634	8.37490670925836	1.27942061513481	-5.04361722128975	-18.3054895558498	7.09254914612166	-8.41441963128447	11.2177024953707	10.8212432375805	-3.88380263174256	6.26653622562921	-3.81026150172959	6.4338241963562	-12.3928363809655	-9.43285689980834	5.59771169108445	0.853151744835127	-2.71394486038624	3.72579521625681	4.29643598879388	-1.75085190771535	11.0263712328703	3.4141690407613	5.20772659324929	18.5517566445982	4.61470375729755	-15.1678372576575	14.6778511868454	14.6449675315286	-10.0690975928556
"g6"	0.0505446184913849	-17.3577581420057	9.824715336351	2.67018830074758	-3.09166943995187	0.852824227595063	-5.72179135107515	13.2601698225521	4.72403728650202	-5.82876436488605	-4.55274799242878	-3.93874223442015	-14.5395571577748	-7.34532458644098	11.0799227585487	-3.91116195273774	2.40526452457332	3.19455808881234	8.31509248670672	5.00024684335448	-9.14593845748159	-4.71687278810252	-20.36151885564	-18.8528002501446	-1.98979890003774	9.25367719277662	6.09267752659148	1.17698721942044	-4.91300201471921	9.04060176060112	25.6339718153615	12.2354014446571
"g7"	5.70989202777052	-17.3624308211612	-4.70905828424166	-16.6333343173898	-11.2917054925907	3.45361303487196	-7.19905609666683	-10.8803793785752	26.4001058405183	-13.6461433484849	-6.71296826156776	11.6715170259686	5.37064985252089	-13.9012446847106	-11.2837947372451	9.68549163991245	6.20232999077321	-20.7106583309183	7.39705424764834	8.9387358297321	10.0765582025742	3.92742807009513	4.68308899133503	3.12864275292968	4.22769516649163	0.923823897041752	-5.86355556212358	12.6806900884631	-0.170740795687738	-7.83550068479513	-11.6095524109887	10.9826299980097
"g8"	-16.3169539369684	8.92948993590058	-4.74848708082043	-11.7600270239547	-1.09115296825741	17.6281048045485	-3.64530336377823	13.1977709118598	-0.129031853502456	-8.56819731161043	6.30865200546119	17.2496953180372	-4.93131309881171	0.415038143497378	-23.1161311580773	-3.60093852109432	-12.9963656675814	6.41834644910942	-14.1663013559193	4.63914639641319	-8.02834826073995	-3.16241432849629	-13.0644665674291	3.15446319440896	-8.29720725593442	-12.6113222069571	-19.8559646713478	12.7710455760918	-10.1930297025406	15.4606115859414	19.968720346536	5.96632048844533
"g9"	-0.414085436324361	-17.1004569795151	0.189421427291959	-14.7489060269638	2.65595009308549	-7.64957644455799	20.7515006493264	3.14001848253307	-20.1271690652266	-1.6402736111833	-1.29078532128584	-2.82189877060701	-31.636009423516	6.98686099490606	3.4412895160602	10.589729043296	-5.47032334486032	7.23220213190122	-10.1860652398087	-6.29190248215045	-4.96488125718935	7.50666018070723	-6.95434887077689	0.0367180700284605	11.8823020735771	7.11770793822183	5.87546746333058	-2.27223590283323	7.69649033172573	10.8584927987033	-16.9289174646182	-7.26743401409292
"g10"	3.36878420129004	-0.291508653131132	10.7083829233166	15.1102166110645	-3.18337377344959	-11.4113851300094	-1.11944052907186	-4.99998951349916	-8.70414804457517	-14.2984835583133	4.47952416428882	-9.32712995613187	8.98558905410239	-4.23094550484712	7.91488417914643	-24.2920898850965	21.308118728038	-0.227756812975739	-7.6311590056332	9.90705724065124	-5.52620949461629	-8.56572122144684	-10.8321428885289	1.79147740942439	0.95060416241083	-23.5736750558425	11.1008035762607	14.2765937815313	1.11701186126274	-7.99829333230214	3.72450327022146	7.23250417704454
"g11"	6.07936491075282	-10.7298199552834	-15.2614467682391	-9.14236500661059	-7.51062885287014	12.6833841194871	-0.249361343420251	-8.49935692264002	-17.4784839301136	-0.303207073408743	9.56854877101429	-0.654295393228685	-9.99613581465235	9.84278534331909	7.61515419365838	4.97984542987258	-6.21538929176157	8.5667699123356	-4.38136527674484	12.9209011032408	13.029926396734	0.979395574463635	-32.8422878216148	1.10306113737621	-16.9228038532985	-5.92330923191448	-33.2950819802447	-12.3476181628186	-17.1611079716321	-1.1183955541729	-18.6240859353951	10.7416452557935
"g12"	8.0673717932763	-18.6552708380577	5.25957236318604	-10.5111295642531	-2.42054845605881	-1.38431969610416	20.6313544800955	3.3147172398938	15.8436276970006	-7.52646078078817	12.1410228019125	17.2307264755165	1.4942800458854	7.43703999408851	14.4015250320743	14.9948347562362	-2.99549695782246	-9.8406942698285	-9.83286401495002	4.85625874355159	5.13148275515141	-17.4404000810376	-10.3451884730832	3.29125569874884	-16.8546708539781	-2.78080188574239	0.254334383685698	13.3957436070185	-0.660941966432752	2.60166000878261	-8.96564225401716	5.78355522040833
