"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"
"g1"	-2.45798160399481	-21.2737676246209	-10.6117057085564	-14.730381135331	4.68272604298596	-14.4566013581778	13.6839544149562	2.31518842463149	2.69708298110425	-7.27394272805535	3.68433394216878	14.4352000355999	-8.06639902879813	4.95327831150828	0.801071713989659	3.83182828389254	4.94714301838023	-2.53840216446019	-2.65654663189628	13.9304724161436	3.66777903964148	0.0913215017578981	3.82964170275385	15.7711471604342	0.558368106250355	-1.44476830518694	1.81410624166968	-0.0616011531342699	1.56890162041757	11.9926358836678	1.84480874722343	-0.921031996005054	-1.36382978223098	-0.223732629180922	-13.3780111444282	4.28968294848272	10.9148909851351	-10.4895390471623	-9.17366419133994	-6.32660138240757	5.66239934769681	-2.38756674430053	3.02620831870294	-5.23591704251649	7.75429838607878	1.77667226789552	1.53660960911058	-0.263381069590076	1.12790468586673	-0.646810056841308
"g2"	-4.47418813367866	-6.47509520326376	-14.6262256362167	1.61872406359918	-10.0480406453816	1.94447477582679	22.6051727705224	15.3029518824029	-1.48696583070955	-6.56310530846081	1.76755604614897	4.44234552069235	5.73197293137387	11.9074900988089	24.1097746567509	-7.41982689347872	-11.7554201618458	-4.71688837949616	-7.49054806556525	23.7353544398839	7.11383185677046	6.87205033689358	-0.449876922092929	-10.2303013488356	11.8713690007853	12.4745883179698	9.7773355035221	20.8371946372301	-3.55955416878891	-2.93164556280505	0.316123742094379	10.0054201160152	-13.3207010998673	5.74570250756216	-8.89313327718461	28.4466906262175	-3.41438988361769	10.7545653572604	-9.11988442069918	0.242220688554782	-2.07485780432229	4.44771722246001	8.88467152004586	-6.73194710996222	-14.0169150681933	0.122737030772154	-6.49258005163817	-4.87436462115563	-14.8483163469944	5.29616884297549
"g3"	-2.15498831172549	17.976162019023	4.68035025646524	6.25893835498611	-3.41536805976247	-5.43606355464236	19.6948774823995	-10.2081109229381	14.5379007174624	12.8924889335164	-1.76835841239509	-2.49930752494064	-16.0522328624509	-0.144717690849671	-10.9812785258276	0.319347643902208	3.47839419378398	-0.267948483771462	-5.65498322951596	7.57899508387604	-17.5025679043774	-2.43367826385693	11.1791167653896	-7.77458373779302	13.5922942917592	-7.62645081889769	11.032925154012	3.82579857350333	-2.85896543524771	2.87752213542927	11.4681097687444	1.95723722616314	16.2017133049645	-4.87393254587136	1.19103976808057	-1.63765488124696	10.9888291589157	2.57214238470573	-7.32691338774078	-8.21962341284296	10.0573144279892	7.32171234643717	-1.47800047130067	4.53730546432539	-2.79074553672513	-0.769974100676028	-4.34186283570522	1.62837891132525	7.44707860972504	-9.69719674041433
"g4"	-25.444513169348	-1.18008684680714	-2.83044628352654	2.1779986065861	-4.64515459190173	4.14943106720998	5.41771018555704	2.31406188856719	9.85819565142831	5.57738479221392	8.86012174689759	18.305554122488	-10.5685735965099	1.18506648003921	-0.377515224034582	-11.353975028195	7.99578207809546	5.47093376563374	6.36558457679415	-11.7940551347218	9.07771617823069	-11.7705043840618	5.23334365024417	-0.711741198407781	-8.81482231515558	-2.47177212900775	-8.77868318249895	-6.48806419262301	-10.4067701813029	-6.34116853507131	3.00541803342771	-15.7422706403341	5.48508047812368	-2.65085338491262	-9.8191341473083	2.89638534822185	2.45842652500978	-0.388459888611453	-4.59140824956475	2.13353905223871	11.8666360977604	8.65689345746717	25.4292246265359	20.5972652613171	9.26855023068935	0.90229021433312	-18.2983744272747	16.5595111710719	-5.18728567585215	-17.3914944897596
"g5"	-4.50636159318713	-13.4911290481721	-3.43712200932584	-9.53186977727007	10.3319320465188	1.3764758465583	16.1941393878802	-1.33434201890997	4.43972006570514	-1.52270405617808	6.27076732206715	7.25200043938754	0.677861088983819	1.39495733710124	-13.7984660589325	9.08074968636734	13.4814245697345	18.6679420241206	7.87518310270816	3.94243013677135	6.15877097636439	2.30793881385317	4.19360193580079	-11.7324758846233	12.3547922092548	-13.5984470560572	9.40559046880609	5.23928755860515	11.7523883927464	-12.8155585889633	3.20022144174072	-2.30690111518229	-0.657439775734604	-19.6806982492842	1.79456800786083	3.08669687222951	5.66024651842525	-3.40537073318623	3.54117044617663	8.38083083190784	12.6518393851252	-11.9838985963149	-9.27257655084227	6.55766273706162	-3.90531487357358	-33.2409146484244	-0.233219709369178	-10.6707933109594	-3.63010390585977	-4.0392490565001
"g6"	-7.32726908036284	13.9257103739452	-14.7404377811236	-5.5533836742231	-6.96619971112315	9.52351534350774	6.2542245752517	-4.08781160616026	-8.24773147197835	8.08080049152198	0.745432165895049	-0.63232243402364	-12.6018592792464	7.73227074620265	-4.52585631008548	0.6117446602338	-4.47452843750285	-4.54443104765147	28.732639450536	-3.46249896886024	0.235780704495691	-1.15424828772254	18.0219645771882	5.83008393707675	6.78528211277731	-22.7813368266069	1.9968458722376	3.6429942537266	-0.893926797399483	-1.9603471759926	-10.6154879623045	-1.62060162397549	-3.00504101247088	-1.94850688879893	-3.64176781142615	-5.56375397970488	3.48668820629906	20.7730310455451	-5.04985778399712	1.15509727885084	0.385089328630095	-5.10178281821471	-4.93362405644094	-1.82049152703456	-10.2579855848012	-13.4983340700607	8.74930181800265	7.49167039318712	-2.50529200343609	-7.81451531846525
"g7"	3.30066205137169	12.2793152750049	-9.32644487628819	-4.68926535791037	3.92286329249513	-4.9287671906398	7.43776448372721	-4.91316591078826	14.1827178018067	1.57161724165364	22.7353464214846	-14.1106001652775	-0.309868222216276	16.3072377334533	-15.169497063515	-13.6073756042721	2.62875595502597	-0.980071646147852	8.59858692338079	-10.133572258912	-5.21444640652359	-2.73927908758146	9.05263505863583	-12.7682208820648	-0.964867894833094	19.7344184929031	10.069079546075	2.97492910539805	1.1919303954301	-1.7165452614525	-13.2782571600501	-5.02641297451754	-20.319343718353	8.83580725614316	4.02029419782047	-3.13008742875443	-22.9714218368241	1.58702809610831	-9.57912221427925	-11.9741244888478	-8.64823529919628	10.1600329259686	3.98826483642367	16.686431013485	4.86740497382915	-1.18823661074994	4.35265452648222	8.45773864099263	-10.7288546065314	9.72301560612425
"g8"	7.13069664359742	-0.906580566474828	8.93851863134766	-7.59578447226584	0.748391097195048	-4.86230790992458	17.0593510567953	0.628626095466878	-18.7949728385498	-8.0200821968931	-1.77428457869883	-5.83683425900639	7.69453230090804	-6.65660220003003	6.29816808035091	-3.08248287951468	-6.46391198050845	-0.142002329939773	-0.592290470062187	1.86091070320782	-5.8665997720006	-5.95831220412851	-8.4384771450452	-13.4938799467169	3.77816590836398	-2.57227646602776	4.75936459143542	-0.318259622678148	11.5492939225775	6.63761012043955	4.68640313876344	-12.195176317457	7.38073953235253	-2.26792825518559	-7.32961383040843	12.2096970517314	-24.133727760063	-8.9373924029921	6.59900460556008	4.85440033974292	4.1184241472723	-0.361158900892651	4.59887608053786	4.50625214869636	-11.6419485453901	-2.91159981250897	6.83649183457471	-7.61009950682879	13.3393732074321	-0.179896770791729
"g9"	15.7273585480518	11.674140293441	10.2058522612521	8.89839698272993	4.28997526142284	-8.09924972893141	8.27629331853282	-15.49697278265	-9.8168809176589	-8.27272261669545	10.9457351500656	-8.776979661297	-2.83946018476655	18.3830441291129	-5.40065478507443	-2.31430234923177	5.29517218755617	0.763992473868858	-14.7804318540356	2.78167304080731	4.52557803773974	0.391354552956957	4.15610922584906	-9.18012070705223	-1.39910959667296	-12.8183760126106	15.7824460580387	-1.17420193070113	-7.60856310941062	-6.18576272969987	-16.1048556988315	13.7768321191498	-6.47703577651031	3.77915526745639	-3.15852662927147	6.22729700553372	9.58617268222547	4.48010267477297	-4.17630965601077	3.62536013504105	5.56959273218433	-6.7368312206165	7.97259454366009	25.6931024317703	-5.00539751119375	-4.24837194566544	17.4556379963783	4.20119371220179	9.87007381982835	2.24492257925915
"g10"	-12.5658551720492	-11.2857360081549	-21.2643185104807	4.19219319284437	0.255379104138653	-4.91237933961533	-4.79273625331831	-0.1292213913216	28.0066179011257	-1.85067727907171	7.89398399446998	11.7049557765378	13.1083689753112	-6.97524803101431	10.3597156836248	-21.4911771726662	-9.22363665019921	-7.25796306219445	-13.026367988311	3.30893404262129	-18.0657128545195	-1.48318103122458	-7.43650427517118	-7.24977552878109	-11.8645563794906	-5.7903051449836	-14.3466747768167	-11.831471467619	-3.21471148669117	-12.9573273132216	-1.91823322980963	-7.92023340056589	-1.88764817151741	-8.38230364053151	-1.73807775444941	-1.89795200230524	-2.22661671337329	4.87874994346111	-30.0995531932552	-6.80723930965992	-3.94492369012678	18.2760397063995	-5.41695856783663	6.6663820250544	-10.7174310424802	10.5722434602258	-6.40290780348804	0.696904412264591	0.318817450860744	-9.92305243979058
