"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"
"g1"	5.03679093936858	1.89618521205835	-0.588941598119705	-0.833006565897699	20.8209044688721	-6.35060491664992	1.67182488991446	-9.33511295075468	-13.3194248910919	8.75462943323384	-8.79995330373667	21.2903315513136	13.6683089466948	14.299867813431	0.28988024450686	-0.35277926279186	10.9356414491925	-20.5663618407403	-12.0284451781378	6.95509666816857	-10.0655633375346	13.7017849710262	-12.9789980583063	4.53412015656208	-5.16017396913682	-1.67443152493886	-10.4376395990268	-4.23875663173805	-9.88828274119928	13.9478496160232	5.51477610722357	7.47925441773033	10.1901721610922	-14.8897852591453	8.40389495926786	5.79654464352148	-5.49103086800105	9.16228098100217	0.45105378486729	-8.48436625741908	-21.8403709069054	-3.10412173953154	-11.2348937902758	9.53418440276939	13.0098809579352	-3.6743407015733	-12.4382449177372	10.0862950151957	-9.2015680543528	-7.78216576519737	-19.5805596960851	-6.53942448790791	-1.2693514646752	6.45504768802362	-11.3879229355029	18.7679085614805	-15.3992933157191	-10.0549713291438	19.2024667479811	10.3890497198021	-1.71831607625327	0.614357114935003	-27.7458308533779	2.32056954160206	-7.2353041392565	-6.44127648888305	-0.0580252556605322	-1.97527063667007	-7.03985143139418	13.8545604586151	-3.49347763803285	1.7529121700561	-5.69900253362993	-11.5678229271252	16.5209074684069	-22.6527651213878
"g2"	-5.07169069548149	13.1341350285156	-17.5809436447215	-2.01256487453618	13.5753608729248	-4.33987271045104	-33.9840441247763	-3.13641046698905	-18.0930247556223	-4.96221075014494	23.2491073915737	-13.2146964320329	-0.753987247446549	-6.27603035863167	-0.0733434941833602	-6.8700029536798	19.7954949285573	-2.45828769114512	-16.9350555301983	-25.8678749791088	-18.6612511123574	-0.0421669243251681	-0.79913432957385	6.5251259306954	-5.30584692680936	-1.08949352884697	6.6589844367995	5.57235621155732	20.3482457497946	-3.67152397832372	-8.19188268326156	-10.7762081957742	-2.57165728963349	25.8245754592214	-16.0994462477738	-5.6950501030393	6.8955156669219	-9.41723167482356	6.51525170189909	-8.0095048943494	-0.573204631869558	-12.1417641335798	-3.6997998004289	-7.60620782112442	-0.9746653150749	-6.73627032055778	-5.43312513656408	-8.08920437254679	-9.32318887540854	0.0260381741744832	8.58117168045191	-3.76771180777283	6.84721434943122	8.08625463787747	4.71474355844039	-5.83106999000631	-0.854834713191055	-13.3439298585747	8.95939826863401	7.36703663024308	2.20328779077651	0.274487109720249	-14.3393747234708	17.0557104659507	7.31638520981186	-7.79664054310248	-1.46462060140191	15.1782025750234	7.16657479226001	-2.50308749917035	15.1152829150364	-11.9253090476228	13.703752487576	-7.54808341528861	-11.6035039496971	-4.25030336242707
"g3"	-14.0446517667445	-2.38237139287985	-11.9706781549471	4.00556795631907	-8.98873588497532	-0.492554382981352	-5.70672782260451	3.88366182973474	5.74574131441698	11.4122263279991	2.69766414636217	9.42443326200551	3.568026700229	-0.172114780342593	-0.7807894855951	-17.4601160648937	-12.4554023841371	9.73385094978956	2.90704802194238	-6.51441736269888	20.1575880881473	-0.700235122371395	10.7788133489837	19.4886377969682	-13.2787522467448	-7.41676109464238	0.831389700917724	-14.9464699930774	19.0208474575553	-7.33225515242652	-0.0146750278807977	-0.442814533961958	-8.61289641041495	-0.067522668752562	11.2521932159495	2.24217777316032	-16.6456728007837	-2.94768552489236	-0.872752491100205	-3.55745145887399	5.30632625414466	-3.03294993195576	-9.00476513870285	2.65089837742752	3.17832651422926	13.6489553791978	0.0425922303837701	-5.22148045446363	11.6483463584581	-13.2700939703516	-11.6462374832956	9.85605698771944	6.18324829392837	-12.5016233181345	3.49672256814543	0.746156553677369	3.92836015413763	0.0989338525953725	1.53866528516051	1.99494634486069	0.120542328157539	-6.17583063077983	4.64898173058799	-9.95697279478396	-20.0357324021595	-6.43357410822287	15.9741507815397	-21.8473343003329	12.1272940923043	-0.135648171462908	-2.20959022416692	8.30044910333636	-1.47378964243012	1.56190724197257	10.5919764841753	-6.73405785181231
"g4"	5.96048465460184	-7.37517139123288	-8.29915754599784	8.84944081089253	-8.68089764646806	-26.4945426469947	-9.0208553499064	4.28021092689442	-15.9610448854024	3.90810315463309	-3.00125202973327	18.7293050643831	0.136856455492858	4.07120362605945	-7.14182741420648	3.49379087849206	0.761250876281082	-7.84357943494043	-1.07239385597956	-10.8370132366202	9.01110341732531	3.51237083238399	10.1805821235173	14.7615125876378	15.7913320051991	1.40833566150216	1.46557720797202	-10.5225848152554	-17.5711162825918	-3.6719338357739	5.17375131865147	11.2432974127828	-0.529532982052806	-18.3163033028627	-1.76111747101202	10.377617931934	-8.84392927971591	5.00946845796445	1.64527024418137	-7.39101092557841	4.49998113436027	-5.89400857162278	2.16693884994173	4.03642754267371	-9.89011419447171	5.11265116235615	-0.18584898196055	-10.2663259657959	9.81694646695971	7.21942290963996	-1.10862207660298	-11.197709370012	-16.7852246715886	7.87955682686903	-3.71946382772988	-15.7808292782398	-2.53523937003537	9.90883998782301	6.25591715708497	7.17943181544344	10.9913062029355	7.79446696418969	5.9806039714769	5.28420564136829	-4.94098395282283	-10.557057514512	1.60060361922993	-4.96593463862554	-3.1143288114153	-0.3741969769883	-9.15500496182068	-1.2968213368535	0.120508096825682	0.385595635197013	7.97672301589568	-0.947873405352491
"g5"	7.6636516144564	4.16650890485694	-2.3746819622049	4.90773852612011	-5.91455464673061	2.88296157688371	-4.78384865556599	5.48999807156281	-18.7468620734375	6.05696081288171	-15.4622007361432	10.550602830692	15.2288050366164	-10.063665951369	-16.5765374644433	6.78561707049499	2.09359761613066	3.54110938876699	-8.13225978772825	5.53785781854821	-2.01885780355776	1.7309073453591	0.208090882627762	8.81387474134612	-5.15369917105667	17.4996660241053	-7.89868117294584	16.6931369004314	-10.6800990772294	-3.38862024450749	6.47981371255351	0.638104394573023	6.59554479800967	9.13177294793962	-2.70835987608139	-18.1802671759719	-9.58861460931788	17.4063872404776	-8.79241160058589	8.96238679927359	-3.16380305703681	3.27545452357472	-16.7968778895988	-14.7673252917377	-2.47569471866264	-19.2291500603978	-2.70968863100329	-9.99953414955505	-13.0714751746304	-1.12298782891744	3.46536576614442	5.54620083566368	3.80369939578896	-1.17067677601099	10.2855690537849	8.47397005095694	-10.9207091521355	-2.53346618411086	3.72148921938534	-1.47757064697133	-3.5105645150647	3.39253311422504	-2.46478226920015	5.21503332483124	0.151759949888431	-18.969758773895	17.5305467827515	-7.21911698838156	4.22611587910631	13.4304006984633	3.4411494611799	-0.982781465831812	-8.18455045284124	-5.99455812128968	9.24594194662461	21.4061732902
"g6"	-3.28308687444087	5.16784590373209	15.1355212203952	5.44220141552328	3.32250689730852	10.1524038557151	-6.56900337156172	-4.24834500149849	-11.1147417001574	6.00520354851437	4.53896484667102	13.3351860827534	-1.35704974955144	-1.50764754830094	-13.2219474551544	21.4033249021976	-2.70028991559405	3.18169176598107	-10.0917048051856	12.648405368412	11.4925784350196	-6.41567299445281	-14.7448794628742	-21.4334827946239	12.5402900956113	3.10783652853323	-4.18755982280219	-10.2429750285202	-9.16348347829636	-26.1127298288061	-15.5681022157193	-4.68495942623313	8.40573160016215	7.72543308647473	5.45034643105131	11.5447488493365	-0.442490212776575	1.46745508431231	-5.09674244550616	6.80574882223404	6.61876607534085	8.1660064641814	5.8809098339865	-7.62422107966856	-12.8987462072912	-11.7356288288921	5.74100134123059	-11.6327005912667	-6.32927979224739	-1.48484600615204	1.61358227611701	2.89005300364859	0.601339707132101	19.1877733171919	5.82936783521574	4.28005915213727	-4.83710328330447	-9.86553246201663	0.603775654485943	-13.0996539444837	19.1270518978079	-16.2191961015734	-15.03644566412	5.04913152270918	-12.1272475947655	-4.4954932810652	20.1584012107662	18.2215519035236	4.7861227496441	5.42756478042727	-5.68861917155821	15.4895916224839	6.13928348752038	14.808887326896	7.94572507315477	-5.39292742721495
"g7"	-0.58484275469752	-17.6700041250393	5.66691307550142	-18.3353232916504	-13.2117600046945	-31.988455956386	4.36876146408718	14.8271306289795	-2.56015445086121	-14.5409148313914	1.55346690614952	1.43178624130139	15.4203538955821	29.7817748412441	1.04554259102849	-3.36882929607319	-7.45458386699517	-4.79658463608606	-0.850297583775975	-10.957699285042	-0.162978068163179	-15.0763328986111	4.96487141912468	-5.36173632478275	7.81467421030835	22.6688026697431	-0.852139871432542	12.2977808088386	-1.64667823726259	-13.6577112417435	-8.72153794906902	3.89679271775538	-4.19615676246512	6.58497314144974	0.367998232070553	-2.84916069062417	10.7053061868042	13.1121932129686	1.08631449666896	1.75471204208612	-6.84801407259082	-8.51940995166301	-15.6308501155404	-13.414738022227	-13.28174385154	7.60598270268162	7.74367855078268	9.08345872906264	-0.436882851696038	-6.8995215861696	2.29124500621883	-9.4694212500456	0.721581786032718	-6.53794343912646	3.9946307864663	1.24561996041157	-5.94328649309427	10.2962465056728	7.19594243554414	-1.9259367664879	10.2434491943035	10.747212976219	0.632752606732209	-9.94430887254095	1.30514852640766	-11.1989166165877	-2.23301790130184	14.0901443706463	12.6469561957055	-8.18757436432621	8.52823496721158	12.1055154631875	11.3483431157636	-1.50888023638097	-4.2246640245238	-7.99364874204611
"g8"	-7.62134610029548	-0.456200241834674	3.35232466397644	-4.78643053260282	-8.06364453986402	-5.69710006310891	-10.8083328408624	9.1906649588283	11.2248154570699	-6.20602784998865	-15.3332742558166	6.27117870104222	-0.734514011417861	-18.4239484811498	0.457814814688409	1.13646250208601	1.27777649599681	13.9189251221232	-0.847601241826205	-7.16687862588788	3.6223829253165	-0.399518847751196	-13.0256741813346	15.0492105820022	11.3062127827771	10.5999999820865	-14.485727484628	17.8715489834915	-3.67725497079094	-12.0532049973357	-5.1287283750082	-0.814667169787515	7.02683844782312	-20.3085860046511	-1.41456342754699	24.144494954598	15.3617156227531	-15.0173112104036	6.14754802212623	6.08628725884498	14.4353600991444	-11.1558786042412	-2.69728003847004	0.52286794777606	-8.41213369036842	0.196030860776111	-13.2636982342611	-6.08219147133244	-13.3332820426086	-3.500331166933	-20.9208442018885	-22.3920655637249	-1.57110920889076	-10.5849909104959	-1.62496279170216	5.28613001152004	20.3918770095082	-2.16013900293707	26.3704794191227	-0.910322470649558	7.01999207593172	2.17577194761744	-2.02039960025722	-4.14316042510021	11.9539197049271	25.5263553266107	16.7286062558741	-3.15345669447413	-6.78669201137111	-2.61062010608124	7.59353872988055	-0.916757827379981	3.09009607365055	11.2659467614164	-7.5321079861574	-4.86599113289263
"g9"	20.3675453447216	-8.41472654881224	26.4968776294115	0.876511032063112	-10.8012117119879	-3.84126207390515	13.6402221926132	8.85014226355636	-3.26926534930467	-6.35749382541455	-3.59374238410554	0.667661852225287	-14.9095081450303	-3.18847549315693	-5.94624375850924	9.78398560474088	13.6888019230134	-32.8616525589923	9.74470008631546	2.08528395074474	-5.88490994735763	-11.6066754920134	-2.22183810802498	3.81261225476618	1.68328916103373	13.6258187683973	5.4150783233418	-1.01367525923405	-0.784404087519427	-11.4358807477584	-21.993069173012	-5.97149765826375	0.937466868809328	-0.147377708825957	-9.79077934102597	-5.594882101079	4.85319167946311	4.98865193346527	9.45634031488996	-7.55391855172067	-9.16486843695417	5.9429997604297	-0.749297035506581	-10.1386754575161	18.8233318571021	-7.00594580783122	0.909860312685832	-10.4986359494179	13.1436493217715	-26.6707560502876	2.33980393178737	13.6466035714817	2.46073661105768	4.85389211750075	-11.1110940580374	-7.74141651966954	16.0430534506728	-3.9454105593688	-3.44838245995897	16.6454042184239	19.9427385982156	-0.690847080667781	4.3306939553593	0.906445949732535	-0.622750296417484	5.76866296878892	6.71382480854681	-10.7102488607516	3.51486432035775	3.32340142038624	9.50631983711487	-2.53788090685725	1.8151984440999	2.4412343023514	-4.00100401229173	1.32895598093346
"g10"	7.04633258645402	-20.9245303983019	3.50156045082731	-16.0220376782212	9.39859619632163	-1.22844395401702	-6.32683303205275	-9.24525015258663	-6.12579169350582	16.3616458378546	-4.97135836596583	-0.0852963291903477	3.46140683318646	4.68477068401212	-0.25987986727635	-8.39948864700703	-0.382526587039218	2.2345512598424	-4.23933951202925	-7.17137159608965	1.94305804175823	-12.3254021299317	-8.36279282789053	-9.41888732597116	11.2174822764928	-2.3496034566824	-6.82904857158741	-7.06879844699407	-0.209775724235622	6.47330870329397	6.80312735056351	-12.9255306327576	-0.206800706327117	13.8047386776344	-7.06560165847133	19.5855181080616	9.2549750645847	13.2257135538757	13.8044195456252	9.88911167157688	10.682407870972	-0.678589361340202	-6.68826371122339	3.15783057681536	18.4049155151919	20.0381682767543	-0.0685723382445692	9.5865810761924	2.62695511960224	-13.3039527538045	-7.23164823608379	-23.097327637238	-21.2300506498108	11.6970843838191	2.12036500806706	10.8304762088632	-4.33182133506511	4.41884642728988	-11.6667243135432	4.40312851421998	2.17089294044666	-18.0317147682774	10.2637275690864	-2.30554507293313	-11.2690892285514	10.6876707618575	2.29312096530649	7.51830524524489	-15.211307702645	8.72326470708995	-5.41769888160564	10.2145357677832	1.6357153230244	14.1809772695157	12.4093454291664	-5.01467123841106
