"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"ctrl 43"	"ctrl 44"	"ctrl 45"	"ctrl 46"	"ctrl 47"	"ctrl 48"	"ctrl 49"	"ctrl 50"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"	"case 43"	"case 44"	"case 45"	"case 46"	"case 47"	"case 48"	"case 49"	"case 50"
"g1"	-1.72161558071244	11.4441724454229	0.597362229048986	-1.14154805707661	1.33587130846089	9.20237942156448	-10.6369562791717	-11.8970479196425	3.77842400507366	14.928977643485	13.8263323828071	-8.36214354973365	-6.51784175429905	-1.6008708124128	-14.4173499370576	4.52510923978415	-4.26314181919946	2.78894282110798	1.9575505851316	-2.61575785899602	-8.35160358929229	8.862427645265	-12.5798575512901	14.4364557605816	-5.66534869088243	-3.18181089478566	12.778942266187	26.0176371288885	7.68779397399403	-8.10631976962735	6.36635222586959	-20.5830262080887	-12.4053029787311	14.5870389284056	-7.01001225430288	-8.23820241126711	-18.8881017041192	-8.73267218674389	-8.04295206464292	-3.70860991891307	-5.00099799441503	-3.39350157351537	11.6338443926924	18.6751504340375	27.2755965937198	16.2399221751327	2.44823964738402	-8.18844476859867	-2.25345990789673	2.56708253210277	3.17359614558103	10.2542632902802	2.75053843283808	7.20311537338821	-13.8553522244548	6.16763014485665	8.31875194623566	7.30660074068757	-8.77569714832104	17.3117033108808	13.2254336821804	-16.0596340328443	-15.6560233933319	6.20052467211266	5.59350616332741	11.2298505442143	-5.1492468586401	-6.53897823912946	12.5546151868068	-6.3041123153633	2.11427874265218	-3.99371711082304	-0.855938094279135	8.87896201803006	-10.3493645621567	-15.5802051591243	-0.444311394294037	15.0712840320753	-3.78286966737976	-10.5676834939614	-0.376409595943484	-10.9349029010826	1.45435903342133	10.0920714175462	10.5584164944044	-4.52596295821864	-10.2132263217458	1.83939102776686	-29.2374419182867	18.3235587179017	-10.1382134452178	-9.13926711929074	7.68625282733498	-6.59934675246385	-5.97669075833077	0.468741938262974	-22.7219408825595	0.335516349609179	13.7958257892239	4.00153917557456
"g2"	6.40084193016012	11.0892022567755	19.3638951037171	8.04720205240959	-8.29504621099318	-1.86422059463442	-2.51827665527964	-24.9939578041164	0.0299231677085254	5.19755851630806	3.77856504317442	13.4764790433583	-4.28085814875578	-12.2340119494067	5.74224090825579	-1.15170270373104	6.25172155294301	9.71532212875188	0.920578748890584	8.58275340220126	21.4152480412337	-4.12955200628526	-4.59281155621914	8.56751019200134	1.28666416966271	12.2952303491559	-9.56567087809377	-12.9620018951117	21.4554958493347	2.58932002286293	8.57640552210617	6.42138934290794	-13.8402341039743	-23.328433664543	1.3255439782725	-7.73939155326588	13.9581716343851	-4.2239978940886	5.70948059483887	1.51464151682987	-10.8230696516807	9.47008422494858	1.10588672710643	-10.2643223694997	-0.355042869465445	-5.56911534472629	8.90763995960422	-3.41706988195963	-2.16331267601911	14.8048995736242	19.2646233140894	21.5584179480969	4.97153796270273	13.8041591196028	12.1005287533427	2.17216889561852	24.1714427895164	1.65958441920041	-11.304965307686	1.18029692719231	14.8232123878801	7.91921030617975	15.260410058233	-1.81433022835659	21.3115395900728	-0.900873675364082	9.83860281287752	19.4629195318573	4.82345358485225	4.96224146604344	-4.51345139228531	19.3623129057605	-7.1163052888476	4.62492245276168	0.283811759331242	10.1408683115695	-7.64778269282238	-1.39688766033376	5.04058266998205	5.56041998874246	-4.96779846192207	-1.70334407702941	-27.4420779662386	2.5927697646526	13.313359758585	17.1404156735575	3.39493913059696	7.53508291237051	-6.04407556847917	-1.99483776464245	6.53492354854122	-0.969728866414317	8.89568572542882	12.8163389048751	2.33365318540889	-2.11107395453772	7.73134048353218	-3.93858597434763	-6.92536812261395	-16.4053606143126
"g3"	-4.75395012409792	16.9185876700992	13.0728336135988	16.0889908594449	-11.6446293075932	-2.09306720053049	-12.3812653971625	-26.3507893120132	-10.0062009473503	-2.12156602497663	3.07332923082805	-14.5811158334107	4.2380437139683	-10.8381164009056	-3.17636218145438	0.0176092507891275	-1.40767014466364	-4.2798800297885	-17.6683010786158	-3.46640121958991	-7.0876895552191	16.3777789580315	-10.4015880907304	7.31150332584053	-11.1478273948298	5.69473989069789	-24.3591630703211	-8.04926327048733	-8.03149348390312	0.344570521025621	-2.09633648746205	7.20035690233235	-2.32736443954441	-4.43563116181228	-9.43346956790976	4.40968688768779	4.53178232734163	-4.55621684669863	-12.8973346528953	8.83881958281372	-5.14467605971601	-2.86707722317323	-8.43275824059434	-11.6596931424439	-2.69964159483931	-4.95829262998838	-0.061994261333296	4.48510021652904	-11.0890973438049	16.5713410493819	10.5716831564272	-2.94363886349912	20.1209790408848	-1.95783456772292	-1.22888663779829	-1.67282043500872	0.170602929243348	2.91646459497952	9.14017910720191	-4.45742958223652	-0.367771321577492	-18.713122512832	1.23601176820654	-3.92634910760116	2.28250981791052	-3.93229578636985	16.6926769402084	6.73558026927137	-1.06976917485203	2.48316085431424	-11.5355075922027	1.73335949063893	9.24049770238497	12.3806312153787	1.45946893138935	-6.3072948641848	8.68783612165717	-9.21002484866123	-3.91002820623998	1.79046377672332	-16.9813236563801	7.75125812766342	7.79135024859666	-5.50708919443881	2.05451236349518	-4.98313195355339	-6.21378693886136	3.05784396644853	8.14796994339587	-13.3618026539428	11.083460884132	-6.21413240585486	-15.9781555476639	-15.0970205804073	-2.31751071259882	4.19385456513192	-10.6365082078645	-10.7977800123385	-23.6790108800784	4.00405982363605
"g4"	-11.3345306408413	2.35639730648958	14.9714770485716	10.7707526809765	20.8671897876233	-6.81471669690892	-8.27220369700724	3.53078787141061	-19.8684556360842	15.1928571017913	-4.13617072202018	-11.6104309974675	14.4359203321282	9.39503228397977	-6.14632345932674	-8.4242259675593	19.7644911874777	-0.458129317456686	0.824291849469702	-7.3709791609762	8.39919956131347	-5.60731559119698	-4.52367896355274	-0.377444693272768	-4.91647998125191	-3.39851089249581	1.9921347707355	2.61089592910756	-0.234186036167652	2.41534136887703	-1.97971958516433	-11.2544254344878	-8.66193034241147	-8.31358692411141	2.64021536868406	1.90575091928527	-3.22441767019414	4.51631986158457	-22.2966532406891	11.1796812826001	16.9127525509809	-1.37502746037643	9.76106199967104	22.4180062778783	-3.35394064214779	-8.4598293490435	-2.54027828431114	20.7449335905266	9.28177977028843	-7.79781080325354	-4.05911016146378	6.33354902813254	1.73506229604395	-3.49854940676192	4.3169142159879	-2.00650711735292	16.7426344902347	3.67096167745957	6.94800380434227	3.05888140497707	3.14688084995245	-4.15233240766581	8.35094314753723	-5.32527314318771	6.16762831293801	1.99756989766977	-17.2862398935609	7.16774088309685	-3.38832075734692	1.26286457843645	-9.18402651167148	-4.09682472340161	17.1161777139101	-10.5888109605347	-9.92252061187213	-3.2494647366743	-18.7043834148667	18.3226839912057	13.0868203681246	1.12916944100712	14.7970614440767	-14.681207313869	-16.1924223844458	-0.0425773437836327	0.295922925340304	-10.6694619774203	-16.7315886335617	-3.72914264243783	3.28877529050799	-0.0654446804244272	-0.783750222802428	-2.97209146796558	0.373780658295493	-14.887362062774	-17.7743104395354	3.97618332269365	2.73184767367909	1.5920608484908	13.3246223251332	-5.71381173114116
"g5"	-9.73224294434001	-3.07383035675553	0.953731622463767	0.424852415737703	-0.715046484160633	-0.0203551140681796	-1.85801285817293	7.13741694270758	-15.5777139733702	-13.8276012808349	7.28911335927405	-7.27985045195013	-11.7950343819189	-13.56762251998	0.885455551433895	-3.46372704083161	-5.49547853279224	6.93503264761133	6.26296083049842	-11.2677923855514	-8.70171485462431	2.10001154016562	7.23211666894026	7.4799062463033	-8.08126695649643	14.5648349335199	-9.61649085813416	15.4260067632979	5.07880032588718	3.12012681067893	-3.68846910510727	-0.614144347587108	6.79353425943587	1.64868468688176	-16.6971986354919	-7.41025101083123	1.59359573602626	-6.49237663023603	-5.59706890825495	-9.29646900980341	-5.7038041753639	-4.85191201938958	-1.77613583142168	-15.9704185508536	3.2380632894619	7.3788672795962	-6.23115403132592	9.1379577134406	0.224085236248222	-14.5835743201918	1.33891059127732	0.0121389335750841	-2.28493350012666	9.94264021443318	4.10280690416147	-2.3400310570334	21.4724561128101	-3.78899331439022	7.68219050944456	19.3535775976241	-7.4772771215132	10.0603935253618	-21.7888847439343	15.3697822440987	-3.09187060815072	-2.04734645920814	18.1324428895982	-8.98639066663264	-14.5125162596682	-9.400675373998	5.48441607229975	5.70044735396461	2.37348713931808	2.21396513905804	3.38368569572022	-12.8031364688296	-11.2042627748239	-34.7578588050567	-16.0052900850342	16.9944916515267	10.0271552608492	4.54659008199057	9.42068054125265	9.35196516990883	-16.7801132590249	-14.6846190724484	14.9193136214869	20.3116627711533	9.25443056462559	0.153971530707162	11.1810625087793	-7.76128364000012	-5.52578212122203	-3.62536770657045	-18.33266773399	5.66655713588411	-8.00226905060222	-3.48494156873291	-2.41618084239216	-17.8202587781103
"g6"	-15.2891151132979	-2.82876980618416	-4.04785367457109	3.14830647474984	-8.63911402753371	16.7629666001849	-14.0559158569664	-9.39302876389353	-3.60006358115565	2.94853636602129	-10.7230494970128	-6.65581883126657	-27.5411455761902	2.52859627567367	-6.99499694178109	6.81577875465789	-7.6489017492131	-16.4985115537215	-2.12798728331037	-13.2210067552703	6.16229622585437	11.4572811275609	13.0440555432223	-15.5349271648813	12.2856995425788	15.0307290163493	8.82868307211095	-13.3809192527405	22.2501419992184	4.46040974808805	-8.87664957794458	9.40485802131821	9.06127072068919	-2.27888124977182	-8.38344542571623	4.42822422601149	-6.60272484587091	-0.164161205743891	-18.406714663785	4.97154101216281	3.38880256079881	4.37801113345318	-7.04638765683758	-15.1615462778072	-0.0786290670113647	0.735471306669693	2.48478117656701	-16.7725489238678	1.78671580988255	-5.60750334332042	-0.905812691155124	-2.52486886118258	5.3899202217664	-1.55384181248202	13.6616629290226	-14.6426899267264	-6.13270511258223	2.74987241727073	-3.65730329190075	5.69582788424064	-11.8199112110627	-1.43753715014072	-9.73112282561641	8.43448933927003	3.29478839570228	-4.39892124353325	11.3128861934813	4.04930479009487	0.922312496900114	-12.2014429749205	-1.97935411535906	-14.1919360383147	8.08237474391367	10.6449512773818	1.55727182867626	16.9507592034621	11.4734955223322	-11.5610823219213	-2.04202908923398	4.91091141579598	-11.6402940222303	1.55065702141703	8.97010223396423	-12.1885835886819	14.6112303671102	-10.5392155622171	-1.73295866352641	-6.39681091830999	-6.14232695246197	-3.11570470698463	0.847095760227643	-3.29774579756679	-18.3116458775551	-2.03686925408569	10.3228654343274	-3.65762627243926	0.704601238521506	-0.705492881406149	-3.42550024509685	8.65468640359888
"g7"	-11.6156522226552	-6.54968950522354	-5.07224700322017	-10.5710534240935	-14.0294727409524	-0.76068596518691	5.61945062398093	3.9855753947387	6.40798098565073	-21.7391128894463	2.08221836434174	5.69751843380813	2.56107589313744	-1.84435898781592	20.0851669535597	-0.223833335019894	-7.72659655836991	2.39083016450193	-16.5549764813471	-10.0922798698259	4.72910874524351	-1.65890435396661	3.14692968032208	-9.67700336074356	16.0532446707044	3.14714634292312	-16.619068548169	-5.02381842262186	-13.7730710232442	4.34193803003476	18.4288171037616	-13.216258816446	6.41439586784219	-15.1133099435537	-8.69350122296662	23.5846040433581	-24.4394715754015	-13.800193159083	-13.3223897875377	-0.130701586992812	8.135870193805	-5.9456959801818	-3.23601891723459	-8.33564168065946	1.2438455788388	13.0387272103886	0.706837444207988	0.655541806397045	-14.2851930115992	-14.8363042322737	-1.01307165752966	16.5574763608806	2.04380301821302	6.50535075254325	4.91785541769756	-9.170322131777	-0.135316561863819	-7.87833268446653	0.423455471950432	2.70744477137586	-1.02730769931485	5.2710448109654	-6.97403714134939	-1.86165582790175	23.9069389493139	-6.57620157359528	-5.10250340660143	2.33802338681624	12.5429568050926	-6.96169347518755	8.0101647783214	-0.0692628966867821	-19.3998574490004	10.3647179726521	1.64937061928258	4.2421454824322	14.3329360239431	-7.15847935270731	10.4309259865129	0.518576845673956	-16.2025498027641	4.43562794211456	6.39935103154075	14.714186503286	4.50362980740782	-8.29833710894457	-4.91059525480087	-7.2985177465679	1.68080008609603	-3.64523953349469	-9.72045789799204	-9.65313630019068	-6.982265333042	-0.302759027674681	12.4080816513037	0.652457438304849	-11.3542031298926	10.1828321325313	16.3660039801672	0.104817184283608
"g8"	2.42662451145242	1.12117362158326	3.99318446168279	-11.2858829202561	-3.44343706131635	-4.76391406371432	-6.97642718957282	13.3065909378851	8.68406878505156	-18.5091914680288	12.023539734813	-3.33311739139793	-6.43965712017268	-17.4948488229543	5.17060784862542	-8.36821943370912	0.432566256347252	5.18247845056794	4.28708878883791	-16.0238666794373	-1.73695699202782	24.0663267089364	0.226936974394918	-8.80446894992588	-0.755192550299183	-6.93317494543006	10.0871503320564	10.2456892237187	-0.209672871096549	-0.743228062856146	-17.404405844964	4.6912469993118	-7.38611923090499	-0.802922928579171	-3.38928719642428	6.5868444262423	2.67853306319512	2.00543126911054	-10.9398304225437	9.70623939554616	2.19525502211319	-3.440469431696	20.5318298140691	-5.78340220848098	11.2345357121918	5.4212384870565	-10.1242968965775	-6.63525930108743	0.954075462692139	4.22700554609424	6.85245779179519	-0.449626256269972	9.95678159002808	-5.24331561780857	12.0914444056268	8.4740881930604	10.72555039122	-5.5063296520396	2.22350316844154	-2.10971256985785	6.40895633235929	-8.65604093562478	3.7639933779702	3.14593803666691	5.35064100957128	-8.59725401906306	4.13634214174091	14.6560204886286	2.50126134324862	-11.8530020366685	5.08763802725144	10.3591300855576	-10.0342115479528	19.154973929666	-5.14695710777876	13.0422991725938	-16.4064277729398	-4.34012763670453	9.28442688453158	28.2334557244884	6.88119440724624	3.19695991604092	-1.47898395951118	16.5763797943176	-1.73361941614209	-6.3845424440649	-8.69459305191842	15.3143778285997	14.0442703927987	9.39645672863453	3.48298494187172	-14.0593156458383	12.482523602908	-8.86636001234428	-16.5898815202501	-7.70736401799433	-11.3253396139428	-6.18087738632625	0.887657480166638	7.30613801256686
"g9"	6.17874249914532	-7.41974942201184	-8.40991596388572	-18.9763746070494	17.649967693061	-14.3912272887581	16.6836691982717	-0.683718508434404	3.3215104612935	12.6780940789593	9.32069973732792	-2.56345757662043	14.4390961945914	-2.69799474551875	11.8144005073692	2.11043274483492	-17.9488214307639	-5.00518965683816	-1.24012894154926	0.55806785251733	6.62254867442249	1.25284501095524	6.55410807853375	-2.42225241465601	-0.804367218505386	0.465438254769849	-2.03949784238039	3.48815147528037	-9.48703393527187	3.66265421283032	17.5368104668219	8.29542354365003	-5.90497537432369	-5.13140327486152	-1.06611142862624	3.05809708470693	16.4589934398774	-15.3756778021058	-2.46945599133125	2.97633833697212	-13.4685156948522	0.820295017791594	6.42183752829257	-4.80706392978124	0.616460592152108	-13.2568055155887	12.2201889059068	-4.06407271812308	14.9297785455568	-12.2833392830778	2.76189239291467	-21.2460697352381	-2.5621254636056	-8.09377670779981	13.4502168283338	-9.84880137689101	13.4896208584314	5.92577701706602	4.49181438153712	-3.40049215127559	0.13123301514207	2.39161128216223	2.55542158255456	8.4458299948028	-4.8690501378975	-4.76001451874256	-19.4226639849095	-5.09705607903582	1.10222682132942	13.2148655344588	-3.28583584146861	6.27295564149372	2.7519719933794	4.7767974635349	-14.0270380344003	-6.83795616206012	10.1110275983443	5.3266701312494	8.66516127727207	-2.43068735490869	-22.1848671244699	16.1165685534328	1.86871979548413	-16.9982297880972	12.3924566628546	0.255774174869908	4.04895065759845	-21.4541910059061	11.5067584588733	4.99159744682334	-0.0964433784770403	24.0306207158154	-12.2978147760763	2.0542075166013	5.41649613974789	-16.2061060726295	-5.62425863775746	9.57830488280921	-3.07393994404108	1.55970356949339
"g10"	-10.1013664830864	10.3378863347919	-13.4540134439545	-8.68816399246215	-4.42040344670884	-3.18538976489538	13.0141770100746	4.59243371841678	1.03026142277681	10.2374356635909	5.32460587767846	-10.3803895780461	-11.2777141121501	0.749637109113288	-2.66028054941973	-11.5316729597937	-9.92274527704951	5.2473892647671	2.35483441018224	-6.64247659912638	13.5371110635275	-9.79348141215704	-1.35446309792654	-6.09588194292611	3.29973162690415	-13.8321955644744	-17.700802069441	-4.06479089459449	-1.91381011662407	-5.12743738655523	-10.6359254539158	1.42656792867793	12.8179770312302	-5.68607040808598	1.85833977863684	-2.49573901777828	4.14380280201729	-2.77120530050045	12.4004063590451	2.06415261001706	2.00799249605534	10.9696360879804	-9.00588188578645	-15.0202097773238	-3.13460306129863	-10.3997758970534	1.49788382535089	-15.5117953267384	-17.0877038105332	7.80774395709282	1.7309177513564	-3.47528861758169	9.32962574935482	2.84666123824215	-9.45685058859258	-25.2051504396032	4.58748094728083	-2.03549098120008	-11.3974996675717	-9.62164920714405	-7.86986667879751	-15.7709317141049	4.06862842359974	5.37945609392919	-9.7238281800836	-0.550050046599996	-0.321450424795183	-6.63987927128208	2.54196752032585	14.86366703763	1.55610515145379	-6.88211853791484	3.59166881242795	-0.82149903191134	2.66070003065728	-5.71328342951422	6.55791180908742	4.92838794194736	-21.2948568630324	-3.58061523454142	-2.0484602542139	11.3329668849573	-14.7205565987581	-1.31642719435272	-14.1444344802177	9.55468644806546	11.079586568017	-0.957317924115976	-16.4898451655397	2.33879398893549	-2.55137098453865	-13.3157393594201	5.45677902781865	-2.49484493986459	-5.27569245493094	11.2123092717386	7.0455242890543	-3.04271752411554	4.73174972195268	-13.3544306575814
