"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"ctrl 43"	"ctrl 44"	"ctrl 45"	"ctrl 46"	"ctrl 47"	"ctrl 48"	"ctrl 49"	"ctrl 50"	"ctrl 51"	"ctrl 52"	"ctrl 53"	"ctrl 54"	"ctrl 55"	"ctrl 56"	"ctrl 57"	"ctrl 58"	"ctrl 59"	"ctrl 60"	"ctrl 61"	"ctrl 62"	"ctrl 63"	"ctrl 64"	"ctrl 65"	"ctrl 66"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"	"case 43"	"case 44"	"case 45"	"case 46"	"case 47"	"case 48"	"case 49"	"case 50"	"case 51"	"case 52"	"case 53"	"case 54"	"case 55"	"case 56"	"case 57"	"case 58"	"case 59"	"case 60"	"case 61"	"case 62"	"case 63"	"case 64"	"case 65"	"case 66"
"g1"	6.74078881136932	2.79957291606054	-0.149497770221486	-0.997093602444425	-15.7889725720919	-1.87619337891537	6.47894570885678	9.29646358942293	4.99733535876772	3.58337343886049	-2.69929631561826	-7.20713351374444	-5.65569053954681	3.24845010526608	15.3467047991879	-13.4092562427164	-16.9609856732915	6.0856894050713	8.1008674516562	4.62469370755967	-4.7029885365317	8.03770011070299	0.515952601745678	-5.43377981785199	-6.56465934728677	-12.5641572412723	24.2059503655534	12.4150895262926	5.39844524939695	-11.3870475963878	9.05916127118033	6.00431486007957	-1.19254585982575	7.78040937770708	3.93005771396455	-7.66478933676491	7.05444315991023	-19.5020825704631	18.7632974406356	6.94527350235028	3.72525541248393	-2.63708887473383	13.3492390334797	-21.1230274409029	19.8000562367636	-1.96700476030995	-5.9369845300781	-7.99146069882887	8.48575766128491	1.08385122534546	6.73253487976638	16.1756976125333	-10.3865731499024	3.85810893640981	-8.16307753034019	-5.54861864264869	10.8571339348266	-5.63322798538985	4.19579031926117	9.96421784923879	-11.7120649302351	5.96842558093158	-25.1369050407577	-7.46918253576335	11.0515913757181	2.01332898919399	2.40766448502601	-0.154200390169069	-19.3594136698747	-8.71849655347384	-6.9782431122968	6.38808297964205	8.35838738088123	-0.411577200807222	-8.11425351859813	-14.1967735723653	2.71260973448998	1.51807044433401	-4.0391145212765	0.553963148840059	-3.77471507745703	-12.9594645502055	-1.40623863486561	-7.03683369611055	16.836350506077	-1.72272703009103	-0.998415580013116	3.93400375298514	-4.3913874052787	0.537387876546855	-1.19662837640497	-4.72525090844928	-0.450805644077429	-3.00664584833911	-17.049187690594	-5.33665850634585	-19.503487305183	-10.5697150991761	-11.6382399073957	8.71077818789868	12.9795681391316	4.24482906321233	0.772829968346462	-10.9403441156998	-7.54633917388923	0.0290103051806477	2.50434612255838	-6.47007643203074	-8.35028181697264	-7.19176139743092	-5.20794245776381	5.01033688974098	-3.71925339892491	-1.56914187883667	3.07211084963064	-11.4829049444214	9.6370609303053	-15.9800959296485	-14.0573696686569	-9.33753912042816	-1.11740655107767	4.28167898064068	-8.45771496442437	8.76644759084124	12.8863318878952	11.0332753490978	-11.8616603809493	8.70997775764657	-3.06251398871116	-9.53292272523075	-8.14915992838539	-13.3789477642542
"g2"	-7.81890123311425	-5.92079645947396	6.73622356561578	26.3149601056355	-8.96854879459968	-16.139387624913	2.19409387702044	-18.2450427688502	4.14929505826277	11.1743654695602	0.903996970987039	-13.521565451709	0.737990200327057	8.78193220968164	-18.4710771736047	11.3717910391349	-2.8852213345227	2.05424424794929	-15.2943224126832	9.24328572886853	9.9316485752423	-22.1874544872239	9.97033164158936	-1.82285666386647	-6.5739474851027	17.6414149630848	8.59798064251414	-1.50916317512652	-10.0348302584943	0.891364319811705	-22.0009995993058	19.1193313297673	1.49671791477822	-0.461934818749585	0.854972723136433	-0.899152687631106	2.55651177618523	7.5087093411494	5.7487710268173	0.208153771709546	-8.05874969380828	-3.47541116748896	-10.0684736674984	20.924841729177	2.14320546419084	-20.040391224477	9.72052635889411	27.1316673207616	-10.7905548289298	-0.00512676119730563	-12.04419645521	-8.69291531939196	-0.124721208453999	4.99256919650304	6.35184211080342	1.72194816758203	10.4295574048539	1.12610572140964	-13.9852391266098	17.6121395648889	-1.01179658661249	10.1550091762424	-1.63962498499092	-13.0754420019594	-1.46236437903221	11.6050416137981	-0.100078408225009	-7.16021632858578	6.21262548155293	-13.082751380272	-16.664228640671	7.33560235730367	7.66151859877869	6.95733133336469	1.21478184932661	4.36051167967053	1.87250484595858	5.20646583552867	-6.56705484992243	-3.77339594617708	10.9821544155156	-10.961267311009	0.258075683239434	8.79659966591622	11.8116115115281	0.470976371809756	0.588608521735951	-3.91494264006911	7.57754871373086	12.96939848465	0.260131495593835	7.47432144148107	-5.21886805210615	11.3812672917882	-1.11101927564661	-9.29225360141526	20.8040739806954	-14.5845406515751	5.83302438100615	-9.37182401546003	6.97387523443651	-16.2607554644964	-23.1710953827761	-9.84520509056412	7.60597982473101	-4.09468451449595	12.8199944517398	6.39257764617487	3.32862703764096	-2.33085401923382	0.980370294971734	-13.6937450541804	3.38378363823012	10.3750682455655	-11.7789575619643	14.0440664758505	10.386138469823	10.1527004682697	3.82418803671739	15.4821560907946	-0.894409804685452	-8.10460839214415	-10.5030573402287	-13.2051843317116	-1.61225384206877	-12.7182815364959	-8.09179532133663	14.5978541156183	-14.5703595146302	0.719726303609594	-10.972339461401	-10.2942001532156
"g3"	-7.129132112408	14.6828346646231	4.56112240798737	-6.8504885916742	5.80379993823086	-9.99381544074301	3.70363554421727	8.76006287429148	30.4243641490453	6.54079934507354	-11.6629424392747	-6.63148631865148	-6.63210920024444	-5.07968056370458	-2.24068870205874	-9.23167680444362	8.13662136934284	-7.48061784539191	-18.417135416188	4.66882617497714	-1.6510109107226	19.6725300768284	-15.114571210781	-4.74294430622447	13.3484339002848	-7.1593241724475	9.21330454262914	-8.40755637984149	-11.5046529899086	1.08006365657043	-7.39312724705873	-15.1005783286687	13.8911442955494	3.97005947613102	-18.3370543358614	-12.4694656280121	15.1981818044919	-21.1418708592667	8.80804883567492	25.6020214110798	1.09083125796644	15.6008270944462	-17.4843630707181	-9.51636036795261	-2.88548556298049	-12.4601136457859	-6.05659807044179	-2.08844069072018	10.6637083378396	-3.99228443224953	-6.34253662348939	-11.4328845762606	4.1498927768663	-10.1460638678419	0.202994490659178	-2.48885563904352	-0.208608088003499	9.06417894452947	12.8329054378884	-4.49647264826398	3.78805666056985	-11.0841907793004	9.11990781316965	3.03955105349998	7.02533594856969	-0.75706667735554	-3.64578494213762	-11.0416522736942	2.54508087765067	-6.28568649865408	-11.6427313952478	13.8135589312189	-2.65815417154897	3.7218068159805	9.38856638747315	2.51879401030439	-2.33804813546694	-1.83208684753898	-3.30869193382923	1.59068522697519	1.42781504950525	9.26215590648431	-18.3648990726783	-10.5938752520882	2.11936842055228	6.30266410599652	4.00445754101167	0.790873004080318	-3.43870957763835	-21.7541719934926	-1.30816307771438	-12.0017297250033	3.21718602523645	-2.76384151371906	9.42810617999964	11.0438291041129	-9.61821471416848	14.8142065832416	30.5606239491406	-9.81333291395767	-10.3538345121804	0.125263398991689	4.8114131435952	-8.79813081978602	11.3722722187516	-14.4492277803059	2.75853206721087	12.7023703225191	2.88527493472747	1.05896272427814	6.72322465978216	-11.3630141356726	6.15014324531328	-8.03204331522681	2.22320334321754	-12.4021986682045	15.903391878297	-9.12157064889821	-2.34625601591344	3.50050308698958	18.2093783340841	-0.641616480805753	10.0445689985599	3.60156863990916	-15.8696971392028	-6.98647308822592	5.44521952755154	-3.99807673379981	15.6061474857418	-13.1420432922839	10.2307351291414	-9.83931311674031
"g4"	-7.18262669528618	12.7569387891381	-6.50130753539829	-3.78654498547806	1.54234096681307	4.08212807644807	-21.2986765610859	-20.3760754526773	-0.00298559526858505	-6.02493845781388	5.74770190336879	-0.0947776597844611	-3.54260206253995	-4.81090356433342	11.3983875037784	-0.560256925195117	20.1426103458865	3.19549520327334	0.570994575806999	-9.96761318104046	22.937763761169	7.09820669252986	3.77375525255218	4.33823512796013	-10.7588542482111	15.6641995212549	4.65729744961103	-1.63526797230628	2.4514270227993	11.1334150513439	-9.99418897166902	15.2620867153688	-6.47263946725228	-27.4328814889094	-6.49179052801331	-3.45802715620942	-10.7522337476354	6.40494339022977	-4.77007938839697	3.23602276924999	1.19140195627237	-16.2497430769881	2.24426650846501	11.3915836339575	-2.70952390547877	4.51397251524033	2.5341946148224	-17.7314229727199	3.25194942477045	2.44502380800227	-9.74304758116592	6.54943935781487	2.64721545164348	-6.45745834227227	-2.04495848030887	-2.91367226363544	0.0914026067172609	-0.433202547479644	19.9634636651195	5.60851676643022	8.93034315529984	-4.08101577162323	-1.68416576704254	9.47034967393529	-3.59948207662426	5.34564282848644	3.58939033386226	7.53812916064766	-11.2671857258943	13.2585753824406	-10.0698254750314	-2.24706033414622	11.4850599504615	-1.43165747703179	-4.98938996186091	10.9645763925988	1.56531530175944	0.534405293275182	0.0392903937739918	1.27406671679027	5.62877633777701	-3.04241492204663	1.14622601234537	-6.20656494682451	9.60108009099889	-0.248258386072814	-13.3542992402965	-15.271527746312	-9.91187455474133	-0.878365458262064	-13.3795214761614	9.58866781648768	-4.19145236733281	24.3823386141844	4.54098850933794	-11.2139551941319	-23.3736441911971	-6.18884413149306	3.68717355334522	8.76262436547307	5.13394470217426	-5.9757604079102	-2.1032139673002	0.289274051767599	19.3833195985025	2.53345683205528	-0.486280055549654	-5.13595323591029	19.6322793566209	-2.71664284660622	-6.06915221057532	9.43809674541365	-3.40659968942309	-6.26265484435444	-14.5555065710384	-3.52940613609923	17.8712274642149	-15.6185103276675	3.4598506532248	14.203537232705	1.73434777871204	7.8077794931292	8.04692686745297	4.99745315001837	-2.96311360138557	6.4028543631036	-21.7657826631101	14.6843150842932	-0.72756227209414	15.4486539076178	8.4257200311163	4.28741601606191
"g5"	8.36420623522429	-1.44409036213721	-3.26171722244802	1.89910016140057	2.65644967888769	5.68192811773084	0.793920065353659	9.09594734488995	-6.75663140483341	0.17965243177606	-0.472073542501565	-12.0433005353988	-0.312834879662679	1.03737348089918	3.50108464445897	-7.4227008414014	7.82585794657637	-11.2243544032557	18.2135279140527	19.6134117443139	-3.34482550472892	8.77477347774149	8.25239309970246	-8.05740288498484	6.20638324264194	17.2575772501765	-0.154540668307753	-3.94956771259665	9.6796057039293	3.99676481177392	-1.71798562698696	-11.0616979960175	-14.5729461563323	-4.65618462700865	-8.2129818665274	-2.25948109178262	-0.909466793957306	-3.54210378479646	-1.04408836737055	-6.71352763307335	15.1327206548081	9.62190485071085	7.11649269012488	0.899020256939448	5.09248127363686	-10.0936666067784	-10.2751400480889	-1.83271572368362	9.86677877925181	-4.78808748708532	0.926528534166351	-1.26562277473382	-2.49864222564167	-7.75943861526615	11.0416315564668	1.41125201624912	7.29050322128003	-2.63403788872263	6.36221106580609	-4.52792324710119	-1.1920318859633	-5.37120990508924	-4.71873803155169	3.40997480863408	-15.7135732444739	-7.93800408254666	-7.07707854956028	14.2879748995284	-1.88160780678692	0.467995978730783	8.54582749573899	3.4793578404817	-2.46270914815382	5.90360717691819	12.1191252328853	-6.94093557887392	-1.06654087628336	-5.71204969690627	11.7011031713573	15.2820570171442	9.36647844338104	-6.83263198619246	13.029094201689	-13.4645114738235	-1.66253800033253	3.43775597173462	-2.40592987963969	-18.3390903454153	-20.7921387000073	-1.15098663547439	-6.94748159120514	-15.1193615427659	1.206357402794	6.52084717225	-8.35265712944298	9.36075541185129	6.38258616371929	-15.209635964806	11.7558091993277	2.46831697273072	-10.9880414061229	2.00210166710962	-16.0780854112489	-13.436178342059	12.1251873649403	-7.95203359605478	0.788173471608758	9.80849482669285	11.9045909783644	-7.50142493872729	3.69096260285357	-3.89797271187518	-6.03678631453328	5.83220143111977	7.65955699013674	-3.3290311506035	-11.9810488573201	-6.42380247260644	5.73836209056522	-14.4855426093098	8.76185176761708	-3.84343121196622	-8.74021148829484	-7.18154756077676	-4.64322257591484	1.72464521305488	1.7249314874359	-17.5311644460106	9.48456519274374	-9.68255877507575	-2.01804449829363	-27.4573425476748
"g6"	2.03771335900285	-17.0424269151516	2.14207864011287	1.4121590680436	-5.98100103907411	-4.59197532138964	10.8535606538406	3.47638881971794	-12.9527876776332	14.3558087169395	9.82934980685509	-0.933441289974971	21.4871278581142	-5.13766619899927	-9.44388216718303	-3.19284653164148	-6.62735741635262	10.7960897500462	2.95220254558784	9.36214854721932	4.55708042900528	-18.9262160640638	-0.471825025686187	-5.021676822538	-13.7838135851537	-2.20542121631867	6.88894100990459	0.15317771303886	-5.73127245532099	15.2367052075205	5.43173056361422	-7.39486316950625	-2.70662159555432	10.0469405798335	10.3498969653179	-12.9693793579093	-0.102379177742574	2.44412384261734	-2.53355628663077	3.56962351921999	-0.0496726691707474	-9.37479594665763	12.6547332188623	-2.69009226703137	-1.4770837574723	-0.70036565557556	-0.756048593238082	-3.25112998011494	4.78989296430869	-5.09819083899449	6.77056536859491	-9.41289417877281	-22.9057724618995	2.92893298347037	-1.46501597057804	-12.5399294111141	9.35035568039025	3.14895352381623	-1.84617572475283	13.3693276410225	-9.23085222684762	4.46706288849583	13.8431216597817	8.13351131384644	-6.84300287418882	-5.9234096851901	12.6827473695836	4.21051817272186	1.51434494267604	-1.06466343456872	-10.6156173020254	12.7187077040726	-3.07354371437382	12.3836569016715	-19.2075022152378	-0.978168403680782	-9.39569373616676	3.24766480004104	-0.544015137466917	-5.40498248246093	6.59205010801076	-18.3687565139333	-8.73682471849473	0.832866666440536	-10.4727724820137	25.8802593846283	5.16103729114585	-12.2608432074142	-20.782792045457	1.6756280138403	9.74502715306376	1.18150641419486	-8.26597147489116	3.1891018615371	-3.62495291445965	-19.7936684312783	3.37093635249438	5.9193979670124	-5.88361466088374	-4.84514868976992	2.79522756033083	-4.23979131192562	5.19089899351539	-2.04079521132123	-12.7605400008887	5.58444761107272	4.50662504453103	-0.751102231184853	-15.8844791852351	-8.95420334306227	3.1509662410373	13.6079297425964	-2.725487578447	-7.71188406940195	-0.372743783913396	5.28479974019306	-12.3844999968962	-12.9232959142779	-4.20946745116798	0.300736764928251	-18.106882501988	5.74802230844343	-3.53821148434277	7.47296251611995	8.67024466592271	4.23200676992953	7.7623700155125	7.29974305919679	25.510139923906	6.02825556794456	-0.220805653147905	-12.7230749206141
"g7"	2.93418899321178	6.89865269408116	-1.91644068222832	3.86086171058422	9.44135404316097	5.22489581044982	-5.9587731810258	0.683872292643975	2.45339978642587	0.336812093370055	-3.87294077843644	3.28362483831445	14.2439077425879	24.224009403744	-13.9636184261739	19.4016932226252	-3.3826793470147	7.84606364703515	0.0709259440276923	0.483577118156933	-9.08763497797758	-0.672535941157576	-4.6782154451696	10.910268974479	8.60696599854525	-11.7670394875038	-5.11444693556694	10.4450241916378	16.572990265277	-5.02027771317113	-6.94388552473458	-17.0743721795895	2.36385640107322	-4.58734065543319	-2.25102564180488	4.4854418402293	-5.73032807626184	-2.35581084929952	9.17453990103839	4.48568021155064	-12.3756367911631	-4.55531745449039	6.38776611209778	1.04839647361469	0.464519177356447	18.7604729956829	-6.27041164019693	7.11992442116217	-6.62383980203598	-16.3537193931324	0.908163853067128	-1.99855633108396	-2.42908113054221	12.8440846219022	-2.91701778366175	-2.54375409607243	-3.95643835119343	-10.3107526434703	2.24843870180055	-1.73665748160176	18.8043281245699	-0.299250871313089	-7.72529466582425	-13.1088027636002	0.0483982190171044	-3.70251743873703	2.13071782155468	-7.68093323395775	0.183633292658858	-6.41142246875016	6.75534094441417	-1.4086548010409	4.36700021988184	-13.0299138597827	7.20598112049792	-0.223298359030287	7.70236666228874	-13.1943213152638	1.98362759703059	-5.69527844955258	20.756572892642	2.63930134257267	17.2276732726145	4.25149519232725	12.1006913202239	-0.886158997926375	0.782635080287307	-10.763469815888	17.8768595434135	-17.0156541297199	1.33138623111553	4.69437474298968	6.29864964540589	-4.10151031633124	-4.25259515442787	3.4674920031305	11.1224658903914	-9.5540525741515	-0.733420235985617	-3.00205043706008	-8.54152687316267	0.694365879298078	-15.6860745055431	3.15748190050047	-13.4710919007261	11.0126302943831	-2.90648729299445	2.96874782733302	-0.793797866441758	10.2225393860423	-11.543729523687	-7.78296001179009	-15.0530759542664	4.62757423534148	5.74412975472274	-0.858749634972297	11.1850874208805	-7.15264892802183	-1.09993204845414	2.41232261350067	-4.76568123073037	-31.0690536103501	23.4911832229131	-4.41400025245207	-16.7131226210498	1.43276271651913	-2.58226161268775	8.09316291445499	14.5692294192169	-17.1583200233766	-20.3303868261858	7.29733812121861
"g8"	-7.05243061043835	-4.77773928620217	4.22808313248133	-18.8085866862953	9.89099717936003	-3.40760792326789	-3.41932261115525	-5.46939700510355	-6.36249909050346	2.30768179396488	-6.85001280168972	1.29654342281694	17.1771630496392	8.33419149777132	-6.84938800922399	-0.414604083818828	12.0119850660867	-3.17870864613892	-4.75808231624108	-7.17238535243373	-12.7187884582651	2.39291844669863	-9.65927745708422	9.97526399415895	-6.05915877164384	4.68099122934829	21.8844129340928	0.179814351569329	-0.881537090996891	-4.10261430038063	-4.13938873951377	2.52436518088854	18.8509824521156	-1.83012296790376	-0.525266679709829	5.92800099627131	5.58921894598856	-5.67853000830771	-7.4403668872606	8.99210718440758	3.76075623453469	-2.23205758347358	5.65147295461838	17.5264782303931	0.894431162632649	-6.53898305563169	-3.52889309892981	14.417955899683	-4.37099057591098	16.5344659162312	11.3468957616172	15.0484013797714	4.90933713088446	-7.06532587779558	10.8306864876252	-4.91431783227546	1.79987739619614	7.82450308857557	-14.4614787823418	5.37119259302859	-15.5291149585824	14.7030414441945	-1.52887557609774	6.63858752979235	5.40141896689127	-5.79516866829594	4.26310028527468	2.54061445158913	2.59957852266223	-10.2681974460323	6.14442423015968	7.95777408106772	7.95474928918773	-20.4964170554291	5.5921870967917	7.16442784829037	-12.6727432674885	-24.0170872486374	-10.4322441936017	2.85310056579602	13.3017730765587	4.1612247505971	-26.4155108078047	-3.45213201983635	-21.6921396486004	-9.13300435150684	7.95222942129827	-3.15397814567026	1.56853089698273	14.4694053922549	-3.68160050503064	1.88508714815341	-3.23633889812383	-19.5701370422813	5.89901598206759	-6.68081967133881	-28.1818098688726	-17.968029137015	8.55609704694362	3.52445650094532	1.03771280589662	-0.867375059581832	-5.600883994781	10.5610928989754	-6.13326415211791	2.52839784448349	-0.603510889870702	6.71188312926526	3.51872268925135	-9.69839428544283	15.0706811141212	-9.83371857752055	-13.1137647138737	9.74243021722482	-7.17288384153977	-1.51512155980721	-0.666835670863588	10.4729705202984	-2.34619793271982	-7.52450982473983	3.32707490480789	-4.29431471616762	-11.9054818830761	-0.034337431896414	5.07152735378632	-18.4287184250045	11.7273989626017	-6.86551430857543	-6.26067817915158	-15.9391360491247	1.89489841456539	6.38987484713555
"g9"	14.4739861514892	-4.48238127148875	4.29531328839107	14.5830312983765	5.29702691481831	8.30677723137394	2.22802717795968	3.21352357843902	21.1161034679052	-12.4682358522765	-15.9123858124522	-1.14659460474351	19.0014767224821	2.94716494703851	15.7695772828847	-10.0102972220702	-4.86073525393509	-0.705814438355973	14.0617376029281	20.109001435217	4.40247929396582	-3.55393609354778	-12.0688429992687	1.6898176704552	-4.31904875651398	-6.95139744876578	8.30939083625139	-1.04886755285156	-1.42521704010946	10.1842130048659	-7.409434640067	1.3306258870323	-0.0718275367989675	1.33036947599087	-4.42902470663828	-2.95969302489329	10.6599383940421	-7.19445433698396	-8.23965272279215	-8.85860621394972	4.93447367068577	16.0532029613043	-7.46795127032498	18.1684656268222	12.9302228357988	-6.46736822925171	3.86772294068906	12.8374697722862	-3.67907003383236	-13.414479491986	3.18484272503957	-12.8476146308388	3.16047088006599	-15.5684837120681	-13.9732890338822	2.6646576557518	-17.1859305905838	-3.38692947380563	16.0067433613223	-1.40718992215666	-24.5932719817088	12.9638599614255	7.11956193599307	16.5031848516546	-3.49325431062989	4.46378876454553	-12.0165626429636	-3.79326850723192	10.2666369660031	-1.06554072915693	7.94391251249735	-19.562564338064	1.51860192176807	-8.48933839165389	-1.71627956157377	-5.07893201802979	11.883373694247	-4.3495479366074	-3.91226389930133	14.6475927434158	2.65976282774621	8.55923674066935	5.67023218273166	11.7378379356252	-0.467228155374647	-0.920564009875613	6.33794296790937	2.83993007738061	-14.1838875136306	-19.8581477209685	-3.32016524549775	7.701000267125	-7.51239322533281	0.687880490072952	-4.96653412444325	13.131355587951	8.4819271420096	10.6980413710123	-8.08601752626091	-12.0766106623532	3.28217401249701	-13.2029979562838	0.994229728833297	5.61946127473166	5.63115087252077	-4.52120504117119	13.913417615117	-2.69753146180738	1.05489871337953	0.570209755585472	-3.13721507651541	8.30295658795747	5.77148817573705	1.25232735432176	10.3931206988681	22.653995281973	1.47501780129031	8.84573165170287	26.5301082713086	-5.41370911223977	-10.3977855310523	1.28314163226787	22.5276463685943	6.90281597608881	-10.3409090792859	-4.68873219397718	-9.62231729533154	9.83817153993937	-4.53839515105113	4.2584690077863	5.23813837691293	3.01998142872434
"g10"	-17.2707262239285	18.5702249724249	-1.93776073480663	11.8604314018291	-22.8743899293381	-14.7748984985032	-9.02219890947918	5.25297586005129	-15.5417039682063	-3.37201061108676	-2.70095472072659	-7.19828832264894	-3.95457693259634	0.696172817015085	12.6169538095215	-6.88264602932593	1.44578482662233	-1.13930215880089	-1.15310648874683	-3.45408611818355	-13.5843944611523	10.8542426695584	-6.0285083453071	15.0510997926249	-6.9793029003599	-14.1752455871152	-0.323728767705409	-9.35907451205264	-10.9980344948851	-22.3999858066634	-2.01085715165608	-8.8940325184558	7.65203150501749	7.38632619309595	4.7991201656876	6.97661060799979	1.52198880929249	4.41970045401395	0.706000311344413	4.64170185300592	3.6036675256173	-4.50076924077447	13.8539272892082	9.60882828827198	7.67930920725876	-7.55165951129694	0.217285667314582	5.27058026903587	-8.81350039158211	-6.73873187471481	-1.63650639470724	-0.6745488469668	-7.61047036843411	6.68571474248922	-13.2496317617693	-1.44766980505198	7.16093822273289	6.9855672972289	8.16862964426968	4.39468772066531	3.91303860692529	20.2236076655977	-6.09612311481343	1.49993339095886	4.47437576878812	-2.71644333877077	-3.81493354035971	5.83631524294361	4.78175753817095	-10.9826986945732	-0.471450084169721	-6.43567030099981	-6.81429064788155	22.8992410614995	-7.80573657889635	12.4059534631632	0.310762008290669	1.28687778990515	-0.814247913266613	-3.00752453609605	18.0889385216742	3.39540478596582	5.30512282383637	-4.49224377241567	18.7152810582163	-16.0233943941185	8.28067914695975	-7.44930099713542	8.28097908727178	22.9261262076501	20.1346365260576	7.29004278547098	15.7171589603766	-13.9959001791651	-1.6029743664028	9.7406384186914	4.54579505449776	-3.81955130728827	15.1628192548129	-9.59129817755949	13.0998893423482	2.3845573873299	-0.705590979930925	-1.25412950901485	32.5365167576217	-1.54025573528644	-1.79046666621394	-11.627106314246	0.159971720500544	1.66889955141238	12.2861421157476	-4.70812050231586	-12.6089236855937	-10.9351243408765	7.77502959456335	15.0361131845845	3.89771093904051	0.0503327689850253	-5.05945766842436	-5.56641713678819	10.7148426341015	-0.986559095383042	4.83327332218897	9.49125664350118	-6.13180713210776	-18.7119050002865	-3.37037233176561	3.23703216687385	10.512219632222	3.89956899148855	-13.2659979819696	-7.48815944306439
