"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"
"g1"	-11.0010955607829	16.7491178532096	1.2429382667311	-24.7524947302652	-6.55410741692238	16.3991252356432	4.10785572268044	1.20493512465542	-11.7234271945627	4.75287140462635	-18.3971232814646	11.4219525983698	0.564458754183277	21.5391201477379	-3.05469523219989	0.54495452400092	1.40644172591846	16.0487293863988	-13.1324968247297	6.0676089181323	1.83880377214674	-5.1763755829789	2.14895358156442	4.9652361225527	-4.18730389977515	-6.5373903323903	-1.52412024208731	-6.04808341742656	-21.0233755059226	-4.5054384926683	-5.13661392481674	14.9584612749234	-5.49559314122946	4.24353530991639	-10.7491651109372	2.06812597781266	2.80237297092475	4.05730203335834	-4.232287859941	-0.416112661606975	-2.37565884561231	-12.6109408672299	-9.36051474648162	-5.22580827776278	-17.8068645524008	8.20679794391186	-1.67285120132308	-3.05060113989612	1.19694210606127	-0.0521006955636382	-1.37946071133852	-9.96193169723375	-14.7877282472613	-5.33299054288284	-11.0140873073284	-15.1431407073246	25.3533011630974	-26.937724456219	16.8610175006133	13.8609209599696	19.879485829396	6.15980113255738	-1.66805608248762	-5.82456556871544	-11.8425998680008	9.32946337365119	-9.47516938017725	1.00156087300028	4.62797189002973	9.4810346986719	-5.38891757085661	9.44964803921812	-9.9397829146789	-2.6521401904795	6.19588095249507	0.441386289646414	24.2585822898848	-24.6047681232068	-12.5011358435279	6.49260227795828	-16.5824787624977	-9.09393759934116	-5.72485747250565	-8.30394827597441
"g2"	-26.5222611048376	-0.385000559968608	13.6024016390401	-1.03433121408303	-9.10413195227998	12.6192828944546	-3.1999914414195	12.0640942974702	-7.80860203830453	-15.0803036817617	-11.6015235884248	-4.81701301848674	-1.68918712259506	-11.861674822806	-1.5802298592145	1.26320430898779	-2.36410490902525	-4.57640311009882	7.29445249734237	-3.40416388507237	-7.78435160104119	-4.69357295122455	1.42050977853464	4.53893141675008	-3.74525632942575	2.48722329415991	22.3980386516954	-13.2453152310578	-22.053555352321	-9.56028672100809	-13.9361608905907	-8.2329887064375	6.83356418461027	7.67463672126724	0.161755263237507	14.0064521586775	5.60212195614081	-16.2034096433592	-2.85374042751558	-6.97224665621209	-10.6393299699091	9.28694259805363	1.81854615960269	-3.37777203356353	3.8758238655592	-16.7624336696643	-0.686192311597906	10.7442586494888	-3.00747627085465	-16.4415041545642	-3.83803932464729	9.00263290838746	-3.5762099573119	-10.9273890238567	3.15016283531333	3.75262712775897	-5.91104309035022	-4.77981950643819	-0.235067242300396	4.76726397731349	-6.86522006552327	11.3904951323505	-5.15013895815249	14.9873243648861	-7.48350238651201	-2.80912739199752	4.71464079925408	2.15043130716211	-18.084079746455	0.778535874914018	-1.75801679445499	5.94093809000927	-11.0770743378178	0.57503052466983	-4.37116883252334	17.2292213390013	-8.88958259071732	-3.99677285578676	-3.38177126101044	12.3952230399492	-16.4096939674649	2.22662709191747	8.05596063516132	10.7410045673511
"g3"	-18.0137273611252	-10.6191571254191	21.1359511031256	-0.0746890910239817	-6.103664870373	-0.653396488813194	7.83965361675229	8.86698029537951	-4.82944807166802	-9.27118849466088	-9.40193388508569	-12.1301945049224	1.8436748216971	13.9902372155129	7.68613844901953	9.96164958212639	17.5486418044778	6.27423998471052	0.731913003510087	-6.75605494269859	-12.2396600455244	7.0349737309133	12.79299961569	-7.95213865302221	4.9893735874838	-23.5242938925809	15.8983771565597	18.7967021753063	-8.5501282311677	-14.9294507483006	13.5030618524288	16.3529023407227	-8.23418462538739	-4.33503754925527	-8.63492650694994	13.8599369992663	11.3650788035248	-11.6492315406514	-2.98608100400871	6.94932676644521	-4.43508406888682	1.14946011746716	16.1690510721628	14.4201535776922	-7.26041070040151	-7.50240232281485	5.85646734218624	2.12167195438737	-6.43743501891235	-20.1622482837492	-5.42775367681283	-20.6644964078952	-8.29392168256366	-7.79412056413053	3.19965242848621	-12.6346400662188	-1.26845411270494	-4.86897247997514	22.0112125745567	-0.657826177749908	-13.3226874297913	10.1625061224326	-6.00240171048651	19.4468366816288	5.31813116009154	4.70726805457828	4.22255107437524	13.580644412859	-2.95575290251516	-1.38350236670987	-2.69616060502444	9.51878010259326	6.03755366737107	7.58418932665604	-14.2435050143761	6.24525455948924	10.9756161398324	3.05686612573052	-10.0730607897018	-3.08338502087659	11.4674299611367	12.8692510387269	-5.61423043255094	6.91678801122415
"g4"	18.3666879554722	10.1887944484565	-0.0926249813559356	5.62352674356489	10.7664550409792	-7.78341784624167	-4.04191762051914	-1.61478744398014	1.6991415502885	4.24972480799701	1.14791931073609	-1.16918813603846	9.84468616984693	19.0257103312762	14.6535330921368	-2.28662523490543	-16.4009310216678	-5.16426472760311	-1.73276633134249	-9.52303983476821	-1.25901036239957	5.27565347011466	10.8793522712214	14.15439112469	-0.118418496332826	-1.75105340752284	4.66489525142727	-2.12361871034525	-8.373376199173	-8.58689232797445	6.45623859858958	23.0534697476218	-3.80665282934947	7.10593743000277	9.91139398223461	0.939541526305566	-1.08642666927981	9.30074332645976	7.29260599841461	7.19607647026123	-20.1925219315492	-6.15712126008468	8.71489429199726	3.9769774993709	14.3166200094111	-8.03127658737899	6.38155208488052	1.4910456213838	5.6938335249466	13.4514970358541	9.35661514661001	-11.5151713350923	-4.14177491872091	-11.1107338352251	-10.1581275642264	1.51283064648935	-1.82379320941176	-5.95028018394146	-16.1276269175288	-5.93331275745424	-6.42558410017331	-9.42746481862355	12.7506086279842	11.1992049048199	-3.60048229348976	11.8788633982973	-33.4266227074475	7.94247342644533	-17.657500297123	-1.03261438831601	-0.565650978351198	17.1575496515621	8.42413644732148	2.23157769004196	21.7841384809061	0.129343335210996	9.06640903214321	-6.54584874743465	0.158389349624913	8.34214695098946	5.94000770478122	17.07100809791	-7.10321682712007	12.9032573402512
"g5"	7.36709554799768	-12.3932688762033	3.22965174551987	-0.457980233505912	9.59857316119649	-10.6971034689241	-5.50219938046399	1.44546360456076	-7.7919494653405	-18.2648856126117	-18.2723244641709	-5.06356617226312	0.016490694386826	1.11866165862492	9.29464084277711	17.7072650931856	-7.44326137337073	-13.2356818844243	5.08439343071598	2.42782297498914	0.798675072011699	1.96284316355563	-0.812938569306603	5.87641197540399	2.56634125573778	4.89069470632228	-20.8191865332467	7.52621982603234	4.92871534917794	-7.186307030703	-5.60670079952318	-4.04308788137368	9.46448647429074	10.5045918089512	-18.1827871277308	-13.3853248343776	10.5380084331221	20.4391310665795	-4.74021574200714	-9.63391175867828	3.67751566825966	3.87326600331448	-10.586979487041	7.73161591334038	8.83530462613314	-8.80501704668072	8.39349707663743	5.34463085965082	-20.3344461741968	-3.64128601726937	-4.32281040485106	-6.52972043409195	6.24374743597174	0.788961728762098	-7.79020137620691	-9.62745768931878	8.04660747772878	-18.8135996125003	0.127343032683057	6.97756873436533	-13.348243316858	14.4687425806874	-13.81435197612	-0.757191238758887	-12.5845028902422	-4.43867401469954	3.47858169502046	10.8036649885648	-1.02549937563323	3.54174765793127	-0.013196039520002	6.53046142173922	8.12771217631779	-2.70484498050713	-5.82503173627906	-4.08245372816531	-0.972699025832126	-16.9249284149421	-2.5388561418562	6.85086865716434	19.9380725461687	-7.44628289068542	-0.335919888178838	-1.63535603762054
"g6"	14.5894187332236	-9.50137636409054	6.38594564107466	-8.95072557525341	-3.2458851991845	-15.3031763725047	-5.67079197777991	-1.66122203641389	3.7241193328076	-5.45755699461525	15.9229175766302	-0.431347631810358	7.18397053697811	1.57805106148736	8.59747038762723	12.2962870050118	27.404496332442	14.0876865046662	-7.49533480048818	8.07924669945419	-3.16983136175353	7.18530423616301	-6.96096769140508	10.7323549279746	-27.4599319815155	-12.7601978071532	-10.9932516510456	-16.9453205154484	-21.300375599016	-8.17376948917727	9.10622621524254	-20.5694735704472	4.33674118183024	-3.02583646816173	4.65458754131926	7.45561855024823	7.70171011050743	7.04199502926335	-11.2967626991423	-10.490104946011	-5.74361201144901	-11.4282644444542	1.44880934683411	5.63546299133591	3.20477739937309	15.339868717937	-12.7177493782559	6.43018053668088	-7.0981269878945	-2.68850990986786	-2.29270338741926	-8.91765038400465	-12.8161827424774	-8.66851192046957	20.379331941244	6.27076892882748	-3.91524675574832	4.38548243635755	1.99908783637897	-1.15012056806073	-4.79467713610642	-5.3912647402393	-11.6076976610819	2.28394082301717	10.5508565095196	1.3925235575278	6.21412878431507	-19.540677278943	-16.6226763730098	-3.16495970793274	15.2681762420179	8.94906558531596	4.64155763950787	2.59429685533829	-8.24771410553053	15.9949895865896	-1.68134577055332	-0.466528775705999	-25.5588701031382	-11.8759349121572	2.34796514571439	-6.11114065309582	2.60132771160605	-5.6392607307239
"g7"	-0.944503796511646	0.10192643753984	-3.17691728574154	0.828072649763616	1.16669830402246	1.91179081662125	-3.80147453238613	2.51147985789502	8.17303988685708	6.02467282270917	-5.39483851282733	-13.7928842270383	-4.52304915562791	7.57360820359765	-12.7049567481211	-2.59853733734833	-0.753800935173538	-1.12112541206795	6.55293093192109	-10.9731805967154	4.68828358091853	-4.28608893236926	7.47888837627189	-23.9334784060285	14.3308011789946	11.0048195194724	-0.568367788969338	2.00389706675638	-3.57690911464169	-1.86122838367315	-27.0447679791325	-0.371433197503713	-13.5428989270819	22.7025981744941	-20.5165429895696	8.6053906025955	11.2113605469689	21.4373890202154	14.556105380704	-4.46170331974395	0.418833709365109	-3.17884761027787	10.2564192182758	-14.463596468246	-0.115540783507895	14.8660931875122	2.67515931775395	-14.2234500721668	7.64771680255041	-4.10163106534752	-21.7616106635184	-0.00588866444724694	-0.26631531433104	2.57524059098494	2.47016302151065	8.32604730825209	-11.846764490602	-3.2399758867329	6.75446900564793	10.8373344602167	-15.4066279241781	-5.37662179475235	-2.93532367434475	-13.2238246336094	4.37472052279811	-16.3132280179391	6.46772094139358	-1.86803630132869	-10.4697680399358	16.9088194275	10.1313176144505	13.3639526055196	5.67633576406959	-0.0939225613427113	-0.603707386383385	13.0438844345808	3.89291353596725	8.72060335386013	-17.4306204047003	7.63613812232695	-5.94542799069982	30.6440153466593	4.97824333960703	9.68453652450193
"g8"	-2.66494307445938	-4.52015875022132	5.26878690131899	-11.4586406449302	-13.2612172360608	0.924533162594062	-3.88842266030824	1.74749430358304	-7.93573005232658	-9.69781250014922	-9.00890590147136	-2.45313693870352	-0.341755546842584	-5.75841962320865	13.7595457041414	8.90331992904532	-4.17601186888508	-4.19351410179373	-5.55427740585741	10.1293493648526	15.3081247683487	14.5898375201912	-1.51672285657158	10.7504920178737	-2.05616976477288	-2.45613462704593	0.671145582053255	5.42633509119951	0.778475981421447	2.07834873106639	14.3465964867067	3.62762013622144	-11.6179650007916	19.4058204490596	10.7465359202678	-9.98364497632747	-11.688441999661	4.63608179276758	-6.80187285164168	-6.67261476043716	-19.4768388733539	-4.22336188105453	-4.1019927601303	-7.54694968064916	6.28920682122873	10.3025863960892	4.57571893572292	14.404680345878	-14.9617879238759	-6.84298789392613	-0.930872705994361	-17.8410487409018	-12.1497912260803	-15.1395948732781	-0.5893206012936	-0.365098438647115	18.419011840033	-0.687953768097548	-8.11682410292122	-4.32894593474784	1.13593338737751	14.3701126153529	-0.369271423836695	10.0180445304009	-5.58838749158488	-1.2613538672067	0.492615335168925	12.2622009142609	13.5853062572041	-11.0313479859937	5.06279125624774	11.5940152897924	-1.69503981781684	-14.0599814814285	-2.07730853397937	-6.43721986576256	-3.48001374710699	-15.5419011342007	2.19651847450059	0.850918237534992	-12.3655820000035	0.684127552025104	-3.03809329796373	-3.87523987953434
"g9"	-6.15231282274928	-7.61236945167179	5.24105477569584	-8.86516698838191	-1.80806423450444	-5.48205248243496	-12.970093587464	11.0130248482255	2.06120465724107	-0.294222872815038	-1.73957776935544	-6.46780318822516	4.44642454641056	-2.12376990108641	6.64563015132232	7.35079214444247	8.15246760432698	-13.5019168643889	-12.1650929537323	-9.93634500869526	7.50855163378082	-12.9456555487093	15.9277891952176	-15.8888201024024	-7.87550240359405	1.75645412407276	-5.46331981281509	2.15918865732651	-6.2598765534664	-8.14536266949222	2.30968591157381	-28.154985143283	11.2025058562748	4.13729801768612	-8.05288306321062	-9.65508275737458	0.291051305399688	5.00344756237147	-17.7473159900984	-15.1733620920754	-2.56900917680348	0.358949388458964	-3.56960670847381	1.65703131505094	25.9653691444278	-9.39473438922276	6.58767914320774	-2.23869069230655	5.71591418510522	3.65591811727673	-9.7234741593178	-8.54257280721461	13.530423943872	2.80246784573647	12.3658415900179	11.2142271106486	15.3408799672975	2.30875161270081	0.863421624361408	8.91241435712637	-13.0358940564686	-16.0766023586239	10.0082563811669	-15.1419668708059	12.0582943538767	4.40962061597341	-24.669218167752	1.44869377298438	-4.47060612410471	-9.15025817407294	6.46631872665616	-6.2392649118926	15.0236285777901	-4.64204797871031	-2.0499798182207	-21.1717237263013	-4.34145218401028	-14.5837344950618	-9.27028331381188	0.420775089359776	3.8024456625487	5.1677942405043	-14.0325409589472	-1.89689483807214
"g10"	-6.93677327446927	1.58836516863441	0.00624170753115007	-18.5950112212168	-7.53509923071934	-6.72079754261626	-10.1314836883063	-1.04205912840357	-0.739499061029261	0.00424910841838861	2.32671199837118	-11.2881657206871	-10.2405427504093	-15.2303836857767	-9.58049224340317	-26.0239680072799	0.232834327282204	15.1230435667947	-9.83999308136468	-1.50435425269923	-3.60669915117499	-0.998899911730741	2.3689911584884	4.79750073416196	2.82805757019709	-13.5801718508097	-19.0597347666981	-9.24518260097459	16.509209486789	5.54373886081765	12.9980284075627	1.41233503310589	0.711127204314526	-9.94086936455085	-8.38704769576995	-9.98405790970102	-4.17811776840301	16.6141639137304	3.82789803844039	-9.04333918232432	-1.36553668747162	13.5431330103857	1.85399673642129	7.13542555917498	2.84115881557806	9.59918122213895	-11.1819840359552	10.1749516408274	-24.1215522562891	-8.00609248094251	15.3317939815643	-3.70183623998771	0.459076951315092	10.4796056760516	-1.37454210082792	3.94372538482126	15.8735758968797	-7.85585545025478	-9.16074639192543	-8.64958180506886	7.10602465271279	2.12399661179323	-0.323545787133399	16.1549357374655	21.9827249346136	0.0304324919394186	-6.14565878316588	-1.20185639544613	-3.80576942989141	-5.49158038748411	9.88679159002121	0.320512151868064	3.6529312455879	5.15090509320534	-7.39383266979994	8.29150126874484	-17.4199069196536	2.44547166459029	-1.39035240249233	0.938954914084237	24.1490714649142	-12.2129729476297	6.13798514702	-4.5329770643421
