"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"ctrl 43"	"ctrl 44"	"ctrl 45"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"	"case 43"	"case 44"	"case 45"
"g1"	7.1407195835272	7.01653039989493	-6.80260337264446	-2.95768872484637	16.3192436956816	-7.22809429825321	-17.3637336527987	8.3844241769206	17.6781061741908	-3.33484852753624	13.4309080427959	-14.0240549528919	-10.7779072477299	-7.12175772301114	16.5269058158155	0.562745296541334	-6.62381526683951	4.14423816075287	-0.50260809573542	-9.72848420011221	13.233924962838	-1.39525772752512	6.6192057942051	8.68124399214824	-6.3167203340231	-17.4451408553194	12.2555459126086	-1.09800093061088	-8.28134415584522	-4.31318478679332	5.12506836028677	-0.00354524442940411	-17.0109208718792	-4.79983865449831	-10.2506093339413	10.0506768047468	-9.99220514442374	1.958023659845	-14.6813931080162	1.12604442990067	-14.1550495005379	-13.4061041330504	-7.32815698606741	-11.7507667859169	-3.00136091009179	-0.718072661776553	12.1221345365087	-3.289992981357	-17.1685785724865	-10.5881425119807	-8.93804100441848	1.39538840564751	7.41992044367488	3.41651872000376	-0.138892746682365	-10.2844251926393	6.69565883012537	2.19545328251309	-2.44458484945126	15.0883624862234	-18.7437121609067	-3.49053800632218	-0.794169979709269	-5.53197413417437	-4.72301194693279	-8.69990532288982	-8.53557720351059	-0.137061029691963	-10.8725582876975	-6.92343851069772	-10.5352810464269	-0.316213671863131	5.92568869529956	15.6408590577618	7.2561069899348	11.9951355252337	-1.58384501653382	-4.58050078108337	-16.6499231892499	-22.6031354982646	6.22064651293765	3.7219153109141	-12.6653872655407	-4.90500987033681	-7.58234863163172	-14.3621520394391	2.0202709362809	-20.9960981747612	-18.0284281382316	15.1581584794563
"g2"	12.412060593758	-9.93256914063948	10.8987796889838	11.4011672167397	-23.5134020168762	12.9167080031997	-0.140523252008311	-0.387984403779258	2.70461846441653	-3.12254328413297	-2.78380654326056	-5.57332282252427	7.85450063453543	-3.57739585087589	-2.21799549065919	2.85032188910946	9.79346402413279	12.1395085782373	-0.87714749919656	16.8672406898345	-10.5015644496567	-15.3758091916497	-1.55123481874105	-6.8054869458625	-0.570805798835709	-18.8548283117941	8.58603128076096	6.12100988270996	-4.50122321120424	-7.58209347891329	-2.5247948976584	15.2671431931008	0.713985601394587	15.1288555157561	-2.25753284705487	8.19304086443506	-5.19182405894418	4.74432373967164	-3.45335458710482	-2.44356911825396	-12.5317689867027	-10.6025229454017	1.75096298393994	6.26928947537098	-5.73627939642251	-0.071944619186132	-8.53668093615324	-3.013540005396	24.0526623649843	-5.04067707174782	8.25075205573014	-9.58543415064623	0.0695569664169968	-2.69031952158748	4.16551253891281	3.0175913399215	-5.27271156360594	25.6565194685206	8.24958282376758	-7.97707268515007	-14.6719509241473	-14.8465064725398	6.31137302134078	13.3184528163395	-4.02760027828696	9.69669565912487	-1.55188623158848	-13.4530184733147	-9.25726025243822	4.714146317208	7.91890259814735	-6.54010080876169	-18.0480779768522	9.81706956638092	-17.0275702533651	-0.870712199371201	-22.1844870096211	-3.47155001473183	17.4835995847541	21.7903634847235	6.00247615147362	-10.4656491006264	7.52951581617226	-17.7860181280092	8.05356816479816	-4.67795184583245	-3.95640399492959	7.59597416527066	1.06998062070902	19.8615207089595
"g3"	-1.93451019258627	6.76543092691401	-0.433890671309683	-9.22276460973678	8.39922223212245	4.10031594794464	15.4377902518482	2.69843752101894	-8.40191368199809	10.2747693837262	9.89726939692362	14.0025608176822	-1.26091397839727	7.60678063924144	-4.90197208287737	-7.52074290086715	10.0264050074965	-6.8439052046623	1.85704918737135	-6.41747986052669	-1.82177798979818	-1.10110594735094	3.97211312657491	-10.1504453092254	-17.7494183640178	-5.49377596267629	1.86121897965245	-5.51788704370111	-5.03923480448968	-8.20544775946447	-14.0808259737703	-6.90949439534839	-1.59238341871559	-4.75835973526548	-6.03562547418617	8.30721983622114	5.80344324094063	-13.162614392268	3.99777916577628	-0.573700572001529	11.5842775464984	-8.31350328888588	7.45114972960305	-23.2148469900351	-6.38457456606175	26.58475277716	3.5382938805791	-15.9677374430214	-3.6646523712469	6.59743707443826	-0.833329530754792	5.3588807757302	-5.80700055047047	-10.1100943758527	1.62421762114771	-0.626671423041664	-3.38542962183156	-8.01942869420288	-14.6869639050775	-17.4376919403279	0.223274089700667	8.20234385673638	19.5928393424715	10.5483954995011	-4.50181055868613	-0.52546674262616	-27.2769500728013	-5.50613912083162	7.02085697203589	12.1648384877134	-0.159015073900511	-1.97800069968542	-11.0911000361789	17.7184798312855	10.9204464628932	17.3302583513452	6.06315091527653	-0.95779145332247	-12.499279120811	-15.2874386611951	7.55474176122363	17.8744971339477	-10.9013845828179	-8.90381544749608	8.70913597853098	-9.5945726954351	-1.31813738253996	-6.44569191571592	11.4134725762249	-16.9041204284291
"g4"	-26.5944888596087	-11.775736137701	5.07031113078077	23.3865413051431	10.2786504970176	5.67200195781607	3.036803641589	17.0847384271933	13.3295029386146	-1.87296256725954	-12.5010095045113	-1.50687496402071	8.85082423632112	1.21011130191598	-12.9378406933042	10.6968670522207	2.69784775390777	-5.23484527454536	2.19560063394143	-0.159131129444514	-4.32992594186944	9.63501049240588	-5.1333902790031	6.59320609830429	9.82635787544054	-3.51998412423491	1.27681555557901	4.29535874512214	-11.1880601628047	4.55930971899373	11.3105117595475	-8.97158659447021	-9.35956924311183	8.27046830715566	11.7451830290693	2.26626688669419	-4.67415283287075	4.9570726777224	5.92662922362481	4.36307218420648	7.29568899879218	7.40560850570663	10.8059841468921	2.62247555238526	0.12921426244314	10.8370684642269	1.37366316745042	9.56424417847672	-13.6078252130793	0.0981727819783476	-3.96607978277104	-0.244576091409391	12.2964229655091	-18.4003575079488	8.04102785196036	7.89760821318539	-6.57080598402461	12.6844796162991	11.2684178481915	-0.444251430365789	0.775430615478809	-21.2522226546244	-19.5534073510129	20.387422173108	-7.22514426578084	13.1562619266191	10.8617229203441	-5.24284765678838	-6.20100111433139	-6.13695367037345	-2.26763058098418	-19.4687027028547	3.81925478691604	4.78249031385445	-9.03622246618921	-16.823068406978	-2.97971083797721	8.97040442763361	6.30975324215716	-15.8597660212041	8.35975523627993	0.209437691051603	-3.83778992214684	15.0846188019934	3.63138433630706	-5.07309590434233	28.8863241554965	-7.00691124106106	3.40043971557299	-2.29891700650318
"g5"	12.8717563883921	19.8523769755049	21.6951097413022	5.83418377976713	-0.00657663646781757	8.72560339653131	2.90564618492402	-9.57997295712735	-7.27350565887427	-0.105904223337247	-14.6626739729631	-6.56875335217934	-2.12751343909885	10.3445381445304	-11.9043870450028	5.85407934337994	1.58672282644274	-7.18950364888746	-3.35260856944819	7.24052121861085	4.7901972366636	-5.72932034341747	-17.7152340519122	7.45824314886433	-10.3355098554559	-14.4985889491508	-10.548204947655	-10.0051216881235	-0.385387207790915	-18.2159618699879	13.3922558243937	6.22353403393768	-16.3510170722421	5.17092207850669	1.7433516655567	-8.5176246724464	0.902612344982104	4.02357693285907	0.367466060542139	11.3344770218707	7.687395518702	1.68645627505199	7.64136663992204	-5.71951396350181	-2.42756668064756	2.497566566199	-8.49199023949476	4.60796298003867	-5.42220941704702	8.02382499655144	-8.29289469861437	11.6631297117069	-7.01508727135064	12.0344502044903	-0.855146580455088	-3.53526058960905	5.6600380938365	-3.31316208178283	-5.65920811436453	1.61217869797887	-13.843113124979	-0.584920544362561	9.98531102407851	-3.26813428139427	-2.9632025781797	-19.3581255328245	-1.2364845636492	-8.48582183994214	-3.45432288077949	-12.6635965195518	-1.14384491291762	2.14242733422521	14.8801108225499	-1.34454555361575	-6.52485887307753	2.83159735070107	11.7197230399417	9.94950229923939	1.31560102444614	13.7215576108178	1.38957233590369	5.81700652445142	3.08235434781366	17.4416775924767	8.63930349174673	1.78149688270454	11.1240058871595	5.84769433322722	9.61059204971062	21.5567945565491
"g6"	-8.50702298075051	-18.7893257212642	-4.044600693883	12.2220652449609	4.88954892309197	-1.15600878797274	7.20643761196947	-4.90054716227488	14.0231370622702	-3.08264234040211	6.20007561779695	20.7967271919101	-1.80585341956257	12.8552031426096	5.58790893976053	12.1134414971343	6.89230556494147	-2.86659347058112	13.114527572152	-9.83445249020051	-3.30432260100603	-2.84350781413383	8.45140211780726	-2.26683905376256	-13.335541077298	-3.15857614651021	-7.25105652013372	-14.4428151546741	3.82578888314267	5.25474511583767	-17.3660402800515	14.1639847706482	-6.59500550127683	7.95739466717718	2.13437413304483	4.04346563264181	-14.5940031513258	9.5410878754525	0.911555193951483	-4.59499477186394	-7.01055878444997	-6.85304746766915	-3.62503624777409	-0.755386345878882	-3.05648865526916	-5.2219057091156	2.67476754136127	17.7880800008652	-9.02132241530041	9.50666653606162	-3.53540261299723	-3.13830301119685	-4.51302693122375	5.57590736357078	1.68856870118237	-3.20663816214626	-8.93362903651581	8.04346608373803	6.72338783860838	-0.378498857451688	9.03221030776507	4.78687797507064	11.3264518711791	-5.91351554874069	-1.52785308137734	-5.99761591682852	22.541368786753	4.79031907216126	-8.27881727452767	1.95455581983353	-10.282856103077	-12.310379091567	-14.6051967196867	-11.0199459658597	0.49986399353718	-6.48815925839072	0.588803671460601	-2.82602285609224	-12.3071068129523	-6.41709013635937	9.57954525250394	9.81035091294047	-11.1355067532765	-6.16866684478514	13.5903732478492	1.57548683248899	0.632256635496327	7.52663728762348	26.7308917534772	12.5174106278359
"g7"	8.89431213490688	-20.5681111654755	12.5050464736938	-18.7490667556349	9.08781523046538	-24.4167998441201	-19.6475216351363	-3.44898233652888	-9.45562230863338	-11.440230615257	9.89335210860201	16.3186566131649	11.6006390123722	20.8414385050085	-9.03088468441501	3.28858890822222	7.37532221345969	15.5926843086175	3.00753640163904	15.2961705416309	-0.766135981909905	5.85058344217382	-6.62447386074136	1.47780837721702	10.7081801576179	3.76255078918849	13.5089753421095	-19.0131598226122	-2.58860116919742	2.42938009320798	-1.94160290657157	-14.9408250851006	-3.91666965009756	8.93050824292358	-1.82908602761022	-14.0390754062926	4.06509428554576	-14.5251573822707	-12.9201381457252	-7.79640614609415	-3.56409807031246	16.3363538405001	-5.16568490901294	-1.98545106751172	3.83009297824479	-5.84442251298401	13.1220837709196	12.7764789074471	5.63207730871071	6.83301986567786	-12.4411024183592	-11.5731893811808	-12.6608502811771	-8.55060473360031	-3.91736334506008	-4.90264709739125	-18.4741877182827	0.0896139526890293	-2.0150924679814	3.76530386891995	-5.38678833386876	2.19914057773387	-25.2709416296704	11.4618193895876	-8.53534644587193	-8.26164175742711	-9.32286271945284	-6.90317036397017	-1.3457244236486	-16.6490102721542	-3.9293746976471	-2.42968183982589	-6.00276338626808	-1.25898572782035	-3.37360923187818	0.364108390899119	-0.291584500671374	-8.43835552308143	-7.3608944739586	-16.9361671059672	-9.89457969207006	7.40777796023952	-0.259085992398831	-17.7963960084668	-11.8641706810655	6.37562244991435	-14.2712248559811	13.9745593089348	-14.1415988629296	-10.6545723117649
"g8"	-12.7514446955026	-10.0883328148282	15.0044867436305	10.268650218842	-5.15840269666806	2.41980489496419	0.396856099769476	4.31756196796941	2.35220872572306	-5.2943511654369	-8.58478132268167	-1.68440583885822	-13.0996737497091	8.09238295850665	3.95024714270908	-1.31240541698877	-24.4047777346856	-4.68605201077608	-11.5318188672441	6.63385421608074	-3.58215272445278	9.98818058553582	17.977306262545	5.57521541210772	10.2745944143207	10.3770479961205	-3.1154199010462	5.25475784744054	19.7307030621995	14.208040356964	21.2840605926957	-0.187640335324343	-12.8174088310118	-6.27498508400791	3.42006625566477	-5.023363063495	-3.76582150811723	-14.5967204700625	7.03329897967504	16.7944445023118	-10.8596861299967	8.79992061650654	-18.4777308259034	7.27405499747873	-13.8842726019471	-9.56334315654008	-4.72816216102987	1.76437232637141	-8.95654992932159	16.0922778153256	-14.8098426219844	1.34855462807499	20.2144374973738	-6.61050374651111	7.93667292926654	-5.59932049186968	-9.20632167367041	-3.27547433693003	-12.9826017414348	7.18896063976491	9.66401507185475	-2.12080117302686	18.4474751525014	-4.8915594035751	-7.48952159085397	-5.61359741777743	9.28656993702964	-8.52466348986432	-19.5472098207412	5.28365358532957	-15.3008417630434	14.2750365570139	1.11751775788781	-5.33272414385064	-20.4441416306713	16.9494463644819	-4.93001008576829	5.39257634047851	-4.56810175151407	16.7856857222351	-15.0008133482493	-15.8472566851432	-11.6992789215311	-4.83369318939051	-9.3902706435389	-11.061125027805	1.31296956600451	-15.1542913035858	-7.39015663847392	0.598573162398684
"g9"	9.86679020010929	8.73079362194906	6.08481727341036	-4.46755889763834	4.08124695919778	13.6295618800294	-2.83746675097916	-3.37812246463139	1.3755778317608	11.045790962744	-5.92677693173761	-15.1687898628329	-8.28476284116106	2.80661696551289	-1.40108678608213	19.1177505906036	-0.94585940143119	-8.0166798205328	6.65558854724331	8.31878143571729	-1.02512101785971	-0.415451023609637	-6.76887906509657	3.51286310266688	-13.1444016107501	-8.13709188094835	8.43673963135085	3.51560357512709	-20.2225641227505	2.76333364240242	9.14180690006422	9.489481014258	-10.0533988259002	-8.1750135305862	-20.0174172653681	-2.57074465364409	12.742873098577	8.69304428446545	7.80527150635627	1.76137482832697	-10.4829739595696	-11.6561929992464	-6.75962977861514	7.32276617079904	12.6398568066497	5.87388431049319	-0.984758001953823	5.25370099645696	5.21305186997579	-3.57752560052857	-2.96110613267201	-15.1294766896274	2.28113982973098	6.94308455180819	-18.0017760480871	9.47480673385778	-20.9371558864353	-1.95301135286174	3.6739524493933	-16.0439224129321	9.04228883957443	9.86731931254773	-15.0065466968402	23.120999233643	2.98904157375596	13.9728212323645	-0.556932721114318	-4.94843819459556	0.828097255404753	-0.662800123186832	14.3230352301129	-6.29770334327359	-2.61674416664557	7.09156155445523	3.16544251618063	-6.58332136821102	4.75462474157301	5.27720449065481	-11.2009148095724	14.8938717843231	19.1673963166554	-9.43372122615377	-7.75617833709496	-5.14050536560413	-26.0134854094992	0.0881605100180014	2.98709488778875	2.376623309494	1.76979240441144	10.9825428078007
"g10"	2.28900211343689	-0.885411003428069	7.70994234321908	6.59916747727571	-0.436335800014897	-2.19809058881782	-2.86144509239213	14.2755249215536	-10.7450369407713	-5.55777812251951	-10.4644881137852	-5.27122948841847	-23.1389421289064	-7.56901367951932	-12.8368358018338	-5.61996514503043	-1.79002495156845	3.07906125530069	14.5817668677529	-20.3807465887165	13.0909254750433	4.66591531862302	-2.92129406232284	1.88947900927041	-7.2050301120586	7.94023050818687	1.2321514832822	12.706505699999	-0.506022946674493	-20.2063867458746	-11.071303755993	8.13401951513186	14.0907217176464	0.547074347498108	3.9318258756649	-10.3545520228875	0.685811565070337	10.4830908313392	2.32974251160205	-0.452935248414977	4.65822972123994	-18.3078462088584	1.4298537736124	19.2882085790853	-11.3085091092336	2.76053217676892	5.26250873851321	-8.69265162658453	-10.2703978769583	2.5363249251386	-3.74766133187804	-8.54374866431907	-10.2190359012189	-7.07255140598088	-5.65171468357269	-18.449418842381	0.828803121383526	-3.82918366601345	-4.21751948655987	-15.6458911277145	-3.80919310753762	-1.69965592796643	1.55486112364975	6.99398239497775	14.2550437899883	12.8797534040856	-9.87879381692681	-5.13568664611835	11.0822103340159	-9.49342357605234	0.12266611013714	-5.41162076585188	-4.826551360355	-4.66241486826335	7.72467721074276	-13.4661635544563	2.81170728854244	12.5413611018398	-15.7784095196012	-6.19904399500278	21.2186586844784	2.22534398405852	-15.443071591272	-12.616087407025	2.95143219863661	-0.733906470392791	-9.67729396071194	-7.63418645850999	1.38328183996598	-13.1666477940784
