"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"ctrl 43"	"ctrl 44"	"ctrl 45"	"ctrl 46"	"ctrl 47"	"ctrl 48"	"ctrl 49"	"ctrl 50"	"ctrl 51"	"ctrl 52"	"ctrl 53"	"ctrl 54"	"ctrl 55"	"ctrl 56"	"ctrl 57"	"ctrl 58"	"ctrl 59"	"ctrl 60"	"ctrl 61"	"ctrl 62"	"ctrl 63"	"ctrl 64"	"ctrl 65"	"ctrl 66"	"ctrl 67"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"	"case 43"	"case 44"	"case 45"	"case 46"	"case 47"	"case 48"	"case 49"	"case 50"	"case 51"	"case 52"	"case 53"	"case 54"	"case 55"	"case 56"	"case 57"	"case 58"	"case 59"	"case 60"	"case 61"	"case 62"	"case 63"	"case 64"	"case 65"	"case 66"	"case 67"
"g1"	13.4002578990085	6.89521394193607	-0.896001074551155	-9.74053568065509	-3.65857605226227	0.686959251887072	3.7113762461829	0.489017342295917	3.61834820524067	-2.03906728475979	-0.617708413551269	18.4789809831459	-9.76836509937433	9.35103363565236	-1.13665738305315	-10.017772188625	-12.2093659934107	0.164939417077745	-4.19792915386303	-15.0146211966236	1.02203189183321	1.60397825780531	-4.51801566422895	-5.11055089637164	2.95758090412973	-8.98433158070116	0.453491521305785	-3.3539317917105	6.81077294288321	16.9834662798225	29.9044403810612	-1.08800233454693	27.8049643134677	-3.22058217200146	-12.1205670201272	5.15755785842466	4.78678816709864	-6.67545584288285	3.35603579944792	-9.73824471649797	-13.2576764802583	0.393332045277722	1.70707438870202	1.3803417927258	8.19552277951527	-6.10847822113334	13.5345376886557	-2.34480252477517	-23.3966022560946	8.19903434077382	-5.8502467490063	12.1971365794645	-11.2692030813378	3.12362297049136	-8.00074328528106	-5.69853487163896	8.01382791467252	-9.2097234252647	13.0465483533821	-13.90924865416	-3.90076080940164	5.43004893391953	8.26988636359386	-10.2059203970932	11.937745320701	3.56713037856485	3.29333299970784	-8.30675599454165	-20.3665559094002	3.93707584481608	-4.34729681633949	0.251311461442337	-0.546338359941595	0.5715901427299	0.938765601272142	14.472839782544	-25.8974796858378	-7.42457260543413	-24.7469760003204	-3.35374678987083	2.72220579132558	7.99770495435866	-14.0637545587895	8.64545210160013	-14.6118419218061	8.65506354350036	-0.906098713409472	-14.6622008082815	-1.78673660872728	-21.2938671169534	-2.39755443503402	3.32611909432128	6.24272633110931	-19.4255256980865	7.77982347468037	-2.94505304334602	-16.6951359705582	19.1651652216677	16.5076931088868	-7.84088102312891	-12.3154673104173	-1.63229789210852	-3.32617495363179	-7.80449847226226	-19.1450303975165	-12.8071612357303	-1.69654471885131	-12.4335086963761	1.3795211663714	4.5649846217113	-11.0729136700855	-3.99607840825513	-10.9394357064056	-4.32042441237568	17.6057239525982	7.48167171447056	-4.32028301900747	11.7917474493064	13.6160475393037	5.32137759876906	-7.75320964829398	4.68900712279541	0.160087825505165	6.2520831382123	7.72182489118357	10.6684434427198	-10.5133077789056	7.31482910383607	-15.9929952723168	-6.3930651278958	15.911185422252	3.30228591263468	-9.38670623373508	-3.92359422504489
"g2"	0.626867831220005	-7.60294162116045	3.21713054069822	7.14752725094875	0.152634089726224	13.6304718154892	6.447938939115	14.6967736138552	-15.766193066592	3.47975939911809	-2.72971374949108	-21.3721085456619	13.0134067451437	8.68386230423047	3.94490904622367	-1.72703050564922	-8.58277297654644	-8.72525291344152	0.65477845521124	-6.31415398134432	-8.87393815557859	-0.0863402826911934	4.75136766111649	-2.93676777809431	-13.8146570604571	8.16945956174472	-13.0078161757041	-2.56838138329585	-7.66853953105082	-2.94915213143516	-0.64381700713111	7.2750560791372	8.2654000016712	9.66890539064652	-9.48847200907256	3.50131591358251	-2.93784058018978	-22.7524694218885	17.8464695096748	4.01799971490137	12.5677576839619	2.71889803987255	1.46495723700054	-8.16180848768729	-4.32832659559179	14.6635844069588	-11.4165017471137	-11.0298952719944	7.94519900444883	-2.4032020469419	11.9841397315973	-3.64103853809378	-2.22205857610555	17.9559975011159	15.1170186010002	-17.946563251659	-4.4297011999987	12.376680466947	3.17475830873945	8.2581402391881	-8.82561174574711	7.23665065589884	0.618596466787236	-22.5931910646549	0.759323675903008	11.4440452937201	1.54751544451156	-2.71929177189048	-10.3327680790236	-16.585550446402	13.0996711434498	-6.05102472214568	-8.86825049475234	-4.63355687424853	11.5557954238131	-4.28070960362203	8.43727292405076	10.9865221077341	-11.170029274454	-20.8056799095838	4.65283150369454	6.27003345193099	-4.03782442554049	15.3303215517596	-6.20804056717165	4.05821774560499	0.658420165195776	10.8478835854309	-7.56967291973265	6.10684733516791	-4.36986147292475	-2.58491865707905	-1.75212289720689	-12.1725062180705	-7.23432573309564	7.61465371309489	-21.3653898546923	-19.0841840585939	1.38298729408749	-8.14081968947139	-8.19389433324817	13.6126319252083	-5.851068723252	-10.63377465766	-15.5986647873184	-0.50043673505005	-2.43520735583261	15.9276453706747	-0.905467417474944	-4.21684142742409	11.6670311507809	-1.16206508101524	5.90891439365595	-6.98829875467063	2.98535114239986	-10.5282089187653	-6.71709025297374	-3.42339144061094	-33.5752699412124	-11.5817511683464	-7.7917802170115	-12.6774820124237	-10.657178436965	9.70517652313217	11.6248582756347	2.98266476386942	-7.13643474968287	-20.2909645741326	-1.50619779721686	-13.9706473601014	-14.0771494198094	0.506259121587257	5.24710572593727	-2.68615015899698
"g3"	-6.21103887974344	-6.20170005811445	15.473499319159	-15.5570107896093	3.40423671083412	-3.52316371934462	-4.9968941958126	5.79889896858893	-25.1919574350464	-11.2810067191916	5.70574437164846	1.7346848396733	16.1045603424363	-1.63429548078986	-2.00544929075502	-10.2907050341835	-8.62389040860391	-1.62401708500178	18.947813396909	-15.4754904698245	18.5667448766768	5.45098592533526	-15.473002808234	-4.78266109984316	-22.5726162665125	1.16530246779763	3.65770477473594	-8.94645469069705	-2.67129512724366	-15.5449366961284	0.235503306921751	4.9408398152056	0.879396525877356	11.2547384853438	1.7227618719501	16.5272244673231	6.84877241038476	-2.23627757703331	-17.8995480282176	12.9313529036072	-8.20444916690399	14.243901019864	3.87742445966347	-13.7047693994081	20.4253424348796	0.820203732598427	-14.8998714204384	-2.15104193357906	-1.80156251279751	-7.75436581021622	-5.98989952680135	-10.0026265634846	4.98905672929546	14.887676333871	6.77070610685558	-1.05286507958173	2.66926444996894	0.948565102642946	-19.4508077008679	-16.7291398513466	10.0653557610589	7.9409594936333	0.66236591289923	-0.597155122828732	-17.1869641975661	5.48621549468014	-3.32753036537852	8.59100751491504	-1.37503675215492	-2.41408389627013	-10.9691901201107	6.11885997049552	7.94135687719407	1.93835897328184	6.23898419328595	-9.27091768231124	-0.457673957751961	-2.36829369777645	-0.655495484076235	5.67968725070578	-4.92537785557678	-7.8973424375287	11.1497716354984	-9.84777935190066	-1.68488636195201	-7.16687976368222	-11.6917980087967	-7.72696670715292	4.8273306398671	6.90073848224787	-6.52815343760714	-5.89454305052135	-1.14035368592157	-7.30379200084076	8.73070940206316	-15.3353696245115	-8.05481485625071	-24.9595239033127	0.986260798342161	-12.2380997019823	-1.20140674274546	5.50347858841472	-9.64426402188002	-13.4758482336261	3.81292062337984	0.367622827781124	19.5402335922801	5.34281560352818	-2.9963974405568	-16.1700112454956	-20.1933308133376	-0.689924060598588	-6.81247175455048	10.9289132151085	16.9926293845122	-10.8038867654368	-15.0227490735586	-7.49444844698665	-3.20296047478072	-1.54897903298563	-3.17273275058348	-3.94954106432565	2.12563100381043	16.5850726220217	-12.6138487261012	-0.709803556329917	-18.9340130114004	-14.9933968340458	20.8375391839378	-3.2208084116142	-3.88804877682504	-4.87744747819716	4.04777344444005	-1.25677190000921
"g4"	-0.948807305087062	-13.3141049963043	-15.1447830269051	7.50552737029872	-5.57554638461974	-8.70048625538847	-1.21458243429921	-13.2729430998746	16.2855198059299	-19.8548375208349	-12.9612490058469	-0.912767833449993	5.79660190706876	2.26056206101992	26.8832514336123	-1.43964035992589	-3.6649286273639	-6.83741255684059	-15.9849852778072	5.82028501811629	7.83969944631915	5.18043462166188	10.281846583368	10.0923325679874	0.176894510694477	5.37238283724485	-5.83071702020258	-14.7223332044175	-12.3841653997032	-5.12736771150888	2.44093700200229	-2.87429850052924	-15.7423934643989	-9.20224588934236	-6.66312116072064	-0.327886368235555	11.403999944692	-5.18887534294716	1.43137763460675	-11.611642272321	1.95718514273017	-1.52856286477532	4.0432623673231	-3.4580822775359	16.559194910798	4.40158224249815	-7.24873822207956	10.932612935362	7.95071057862095	4.73859845740838	-0.215995260632101	2.86138895580072	-9.34125530829916	13.3159049586358	-8.9967642982599	-19.8939011365695	18.8979397684627	-2.39310750733826	0.602787765828008	-12.6825993268276	-5.15472310709048	-2.03405619765763	8.2296370446588	5.00164154667752	-6.44997215037436	-3.98100501073182	-8.61380923998713	27.9487221510655	11.6829652458808	13.0407604389151	-3.49128257271906	14.4172953521107	-9.17657711866376	-25.1266651902172	3.65960468998048	10.0103780356879	3.50240875593113	-1.05305474861137	-6.92610527427091	-6.06325399672648	-8.26071807284171	-2.53640577984516	-0.104298819217197	-1.41000934308343	-2.14848007823177	3.59744486496442	-6.56974937631309	-10.1379243399825	-16.3263267199404	7.04929191567866	4.60210130252059	2.55034456123637	4.49024267256987	1.28658729681178	-5.31288484358432	-15.4066021312037	9.63589508667982	1.23534103197299	-24.5601707143914	-11.4965784397236	10.3820263322945	-5.34640720771722	11.4837380771471	-10.5918932969002	8.86266353398607	-6.64850727732302	18.3836568453501	-1.69136827958835	-14.9621820091352	-1.9690627115138	6.86086427832008	9.75841466868396	-17.2820648037992	1.13495607608551	-1.10971439270822	-18.0568072084636	0.00658786727654693	2.05155178560101	9.81304839852611	-8.81728474387481	-13.3655083618489	-9.32965611154883	-10.4795632643208	-6.93635938156622	18.1331516169486	-3.07686016269989	-5.08619875300677	-1.05356564782591	2.19479134747232	-14.9623116956555	-7.59434741178394	-24.1648340510696	3.38932471958069	-4.25864090982642
"g5"	-20.5640532736815	-2.80385276858402	3.69810216097212	-17.0882621918099	3.51767575070714	0.665070524368685	3.67494481091316	-7.37935379532901	-12.8112582404411	4.67926988793464	2.90102217772945	-1.67124114533886	-18.7999169642614	13.6682533591415	-8.88582025933816	-11.5069223774178	-3.96029812184022	12.6741423691516	3.86621545788884	7.43384823635196	4.07335468339071	-10.8801537667271	3.4354255439185	-14.4369830983375	-15.7378016599782	13.5917023919764	28.7009699487916	9.05626407637191	-11.9004445257455	7.98534326552838	-16.7251251280366	5.43091726814337	-15.0512852141992	-8.85881041031989	-0.114677859602923	-27.737375205205	-11.8064482817047	-4.47473118512935	1.02214121405249	-4.37007399443173	-1.75095723435387	-6.36269843106396	11.6427342889726	-9.59645761534178	14.9778009972641	8.77556332540403	0.323693249131608	-6.72956921740175	0.736719348089516	-3.72855305409794	-14.2352746202384	0.255585875654889	-1.11439559536735	-12.0356887747824	-17.6988866179794	-13.655774268876	-0.491163321149009	4.05734525724068	10.5401804148305	-6.69699659852389	-0.997348582692166	-5.44431470770529	3.24709863018913	0.610416230811476	-8.55890042894956	-28.3464986536039	-0.35647831957641	-5.6923248783983	-6.17284591298411	4.91796485017919	2.43511503820532	2.69568571389972	2.75098955590485	-3.60945250443196	4.68353918538956	9.72974598417549	8.14391874718147	19.2611998150726	-1.39897927273746	-24.5291151415443	-1.36706867844813	-7.57863451353538	-6.34810012318201	18.0142197053521	-5.43118054513597	6.47403372256941	-3.4879840275803	9.61443641989056	-1.91496760130571	-12.619555426771	-7.62475790007549	-12.7048244605001	3.89838882681972	-0.19429594664572	-5.48951812577381	-11.3672797559113	-11.7633674141273	13.0014293453755	13.896001329192	5.6311822042928	-4.77325538592439	13.0929710129463	0.153915962028111	2.93335864320306	2.32323885697488	1.50445398444032	-3.90305531881445	-12.6043124309656	12.6159787688881	2.57884822486122	-3.21489160583109	-6.06143695445003	1.89278332716644	3.70062189886092	-0.629911484614278	-10.9916168755632	2.73774232968072	-18.7235009661237	-11.6722861831401	12.3489691149749	-2.71607837398179	2.18716892631104	-10.5962622646936	7.98651764575287	13.9541271569759	-14.5101635939148	-4.82688028827924	-14.3105346852954	-13.414262200888	7.52757734265539	-8.29050657307135	4.09169574208519	9.08759858428744	-8.82480265575957
"g6"	-4.37228954965288	11.1153666258369	12.656659455422	-2.95008101185065	7.49892642478113	1.12499211235586	6.9063933782024	-2.16959144303897	-5.03256374953845	-10.373794413825	11.755858487007	-3.90873042607146	-1.72203244271106	-12.864635756555	-1.55224426389671	-21.7632266580086	0.386114889457494	-9.60436090219803	14.497457899375	1.68861638432559	8.89483645405587	-3.88797271194446	10.4567496657199	-6.95379885934103	26.9796235575611	10.0212266955575	8.65561205493046	-13.230695244446	0.493614369104059	-1.06892116456016	16.025815808837	-10.4460333102972	-3.52035563955345	-5.52805418065558	22.2697456650447	7.81909661403188	-3.42683760595197	1.93823782971901	-7.64587121061102	-3.42669584083245	0.340394829227682	3.2120900905118	-6.43299387095341	-7.91765899595373	15.4352970742512	4.70636584663536	0.832197607599195	4.81293078499818	-5.6387967892418	1.56584831569515	0.653646719888664	-15.6126737494753	-4.92374968409248	10.0736795395725	17.5586044331427	5.50253717536576	9.96668276950489	-8.78004684926614	-6.14867749883761	10.0620533530722	-7.22363241528542	3.20565329975664	-18.6856210696086	-6.49297510662229	1.59074766470671	7.91210811254529	16.1592115090959	4.47343130146092	-5.72894406111395	8.12531594582724	5.04295315704382	-6.06480455977277	-10.7940880240899	14.7027183685285	21.8747966840312	-0.204349243863485	-1.94000912428578	13.9832721948464	-7.70333445495139	4.39445149941671	-7.16394830960972	7.12808547090107	9.83614180570251	-0.436666277029126	3.55728380379153	7.24471250682662	3.7954206206269	0.894416655829162	6.84999170346686	-22.0528526130976	-3.33829646587449	-1.5311743156476	-10.4291397248974	-3.49028661251375	8.10093255126773	17.3129193521057	10.8950937751312	3.76119928353033	-6.8020887167104	-10.9121274210421	5.88528264453079	-13.3852984872577	-17.570268528469	10.4436060797538	4.51713645430094	4.31179577674289	-6.10920568533317	6.79556398392738	2.90306908403058	-12.0868752254998	-15.5890711920944	13.4807367934281	-3.88527674762168	-12.4693839370529	-7.67235208070487	10.5019107948243	0.716947779239319	18.5930715797042	-3.32295979591894	3.7367193967896	4.02994682201671	-16.2703321952961	-10.6813272301573	10.1128805221223	-2.71496371162532	-13.8219189635326	-7.32251970137439	-3.89528403477052	-6.86679492044495	-2.57239290711762	4.1449373800864	-0.47391949546728	12.8813077836739	-19.9919075046957
"g7"	-1.92674447912719	6.20471101616965	-11.8088823399684	5.43526987088471	-3.52024691866742	-4.00538345626265	-7.72902660452929	-16.7760535934185	6.19943017979928	11.6047030260182	-6.04446877975629	13.5620988201413	7.6227094813751	-15.1016425871377	3.54912372984563	-5.10186960347751	-0.745436105819466	-6.30087182392271	-3.62343973287207	-30.5814283989998	-11.0944655329503	3.44048999366991	4.50551313571712	-7.1968192528239	2.65175394028003	-7.43920620587398	-9.68918551849854	8.17261412700702	0.648701361344427	8.08387968581411	-11.1064554209482	-9.74664831484137	-12.4102828263352	0.696649461870295	-13.2726232266502	12.630614914563	3.47201204680405	-2.6610247179605	12.6015812187491	-7.65869541887846	14.3284919754041	-7.28350214904974	-2.0047215713139	18.7481210140051	6.2266990515186	2.9469489553785	-7.4581544936364	2.46363976121041	-0.58662617433647	-3.36086586043102	7.47549742363596	-4.06850073998812	8.68696840368921	0.561821101839639	0.663601344245601	12.9622870380164	-0.238130947135092	3.20965891030057	4.00068808929284	-1.55164895250936	-5.1677510193049	-0.139508303583484	-5.24322341327733	10.5560404161663	17.4029932072605	7.31108234142486	1.92453861085696	-6.87411200119663	-18.8146254334667	1.63196560228898	-20.0274078380975	-7.89332328130792	4.89453304510714	-18.5282729283685	38.1728071160285	-3.93920911368753	7.44630430333932	-7.99042735764403	-8.84906260141378	-13.1590189578642	0.417808090727632	-9.80461349758776	-3.25307332460475	13.0881318622863	-0.195400131988267	-30.4295441372302	-5.8894525430359	8.5673250060396	7.31715240318029	5.02689630463379	2.89305891717924	-9.35639897669074	-4.44676135829212	6.72190436318369	10.5009044428344	-2.52346379517094	12.5856814448999	9.73451609464299	18.3856126077402	-14.9201150126115	2.72386704074851	8.73535700191789	3.5314028268148	-0.921521209959022	3.90860506311185	7.08484496972076	0.231381950392882	-11.1674629625013	-15.4437405413431	-2.1882633290658	-15.9561276566691	18.3782523024177	19.0852802712759	-1.98529297547272	-17.5793717776842	-22.6550714354779	-5.15872923836956	0.438807177670524	-7.09416434486157	-10.7125575485226	-8.03888047396347	-1.26970816019295	-9.0367112564802	3.74491115979908	-8.11708708634368	6.45749651815712	5.70382296221336	6.519485151969	17.5062112284687	-2.52420960702014	-12.7932639767446	-13.4689896632355	-9.54541412609084	1.05274424657296
"g8"	10.0876800967736	-17.2204846336284	-14.8702120493988	-5.6034981198187	5.66521526229111	8.60133944181297	-3.4044923698774	-2.67078998015873	-13.6142013659997	-8.73114448504023	-27.1958009717242	-7.77754781209786	-14.1137411395269	-2.80537591846124	-14.3789454334228	5.65997808216561	-10.4452178393136	-10.6438158218492	10.9381088769448	-1.40600370025291	-5.36849273186767	-4.40893820095194	-15.5529955626688	0.424595516123849	2.26798515100541	-2.19150195919221	-6.45411165770365	-0.523423417760713	3.6886644834201	3.40736473233642	-7.64873690708535	-13.2744378383635	9.70021359321674	1.99731470581973	-3.53060535365056	17.9613586538012	-4.60400907490906	-12.3181123807122	11.2544878260005	9.46269659987327	-28.4817456197289	0.83956843957834	11.9281393512622	-2.18587310268998	-4.34743470421764	-10.8828079661584	-17.5476088083169	-7.96354190381813	-11.1850981883275	-6.39694984090989	-13.2716099676557	-4.35699286741665	6.04572421599583	6.24101575322405	9.65384858884893	7.88725618355608	-8.383745780013	12.1770555773174	-1.9743716211454	8.51258103116121	-4.43046565690107	-7.20642368328223	-8.6310891572749	4.02342269723198	0.655326082974316	-3.64607932149036	-6.70264543139973	-2.46571860916649	-1.25118080283046	10.6020115028856	-7.07858233638602	-0.42942894664316	-2.01759623866434	-2.02914647733256	-7.12947288283339	4.0374668658979	0.608812039196411	-2.17798812975973	11.2711074520748	-1.84108172493694	-8.84535593701969	-5.45539848800734	5.40801975376999	-9.63924239474522	-1.73919515141132	-6.14451428661688	0.182528581597068	-2.4972189953355	4.73060023827829	-6.3862787266791	-6.0704077477777	-20.1365644958659	1.75467533385873	-9.01047811606818	8.18325272503514	0.178233056036185	-14.6170226601434	-6.49873750244957	7.47353719417767	5.29859935065264	-14.6518224371939	-9.02226388092962	-10.8594884630984	-3.70477859335331	14.616313705697	11.096543531655	1.16091087635677	3.05017967174407	-1.86551762513102	4.0010849585041	-13.6270000413128	-6.56787493820504	-0.946556430698846	22.1500355242168	-8.45119659653742	-9.19085439993511	15.1783440364413	11.7905820738736	0.156631775164569	12.0596759787319	4.79197104455309	6.03684969250593	-0.955352289153409	8.81840114791192	-10.2793780651641	3.33588890505948	13.7940522864132	-0.711093267161739	-15.1185447328656	-3.76448362141094	-5.28915000208067	-0.225501261967884	-6.68824992729596	-6.10037931618818
"g9"	24.2889882750701	6.41156358545638	-3.11812152457045	4.6778051207616	2.19939357797155	7.29921784635038	6.47225271081902	-4.5119642224389	-2.7954661942004	0.634556508252327	-11.3258804767452	-0.232458316676883	-14.0620178364539	-2.45653217869945	7.73642035723303	-7.70304667348086	5.80063195090141	-2.95645190774289	-1.41510872845361	-6.47790099081175	-12.2158696864973	4.14762986309128	7.17161042911114	7.3337601793642	2.04806578421335	9.50323317294738	6.70097910841751	-10.9927721735659	-8.74202467618199	7.43681138787773	-12.2520353524176	18.0534751349396	-14.4624898818748	1.71541597294175	-3.65664228396085	10.7999251297021	-10.1445692452262	19.8343054168524	6.60470009090518	-5.49944330689338	-3.72017425920396	-3.71113255721327	-24.2820097990041	9.24770223792134	6.94766676841217	7.48041441199647	-12.039797515045	-2.7361140247395	2.91429682815891	4.28855532484322	12.9279486357092	-5.50942702330048	8.48837967030519	7.07127760877892	-11.7924873071464	5.98051221607184	10.6953050580843	0.0237345845115683	-11.2113631656028	0.901727940598798	-16.280378901543	7.94813638834852	6.05778994836071	-3.80021474058084	-4.96068645491323	-8.65984366111238	-0.500352830146715	11.5587789823522	-1.52077600821273	-0.926130150731979	5.07819825621313	-6.23314262437213	-7.88660781144395	7.14798130465939	-1.55497067970993	2.0542945070947	-3.39234763175388	-8.35796811801821	1.48264418177162	12.3903817675606	-3.45633776221009	1.39530581189818	-1.10601859594416	-1.28302661086724	19.7707793749885	15.3918116536391	-5.26162741089637	11.9910357955141	-12.3737885620619	-6.06342308636316	1.49378792650414	16.8497623532092	9.10607746282316	-2.90798247741963	11.462344032115	15.8143925160579	13.2720541408836	6.29544186783684	-1.49918421207262	-9.00276220832787	7.62247703545934	-11.0727091944087	-5.46030049157091	-9.56881012615373	-0.331263288253704	10.8780854721863	8.8846758904427	19.3727608693628	21.2233065921734	-1.05578142855239	2.58728383879005	10.5531404881203	3.72019952021512	-14.5233387689299	-15.4138353374622	-10.6782059459262	-8.04736573962431	-13.1993359503999	1.65418517115885	-7.00263769886417	15.674456133124	-2.53022274152446	-3.72507888571336	8.0021022166128	-10.7327453069735	-3.52799587860243	1.74854623005569	12.585312834999	-5.20209983742639	-10.3929375912331	7.78737196286566	-9.10539001220464	-8.91695166412891	14.8366439008942
"g10"	4.82003130971332	-13.194372109181	-4.4755267917791	2.81625170631291	0.206561765560477	-15.2953845687802	7.33774525211499	8.8257392364212	-14.1066966034583	19.8782443515441	14.6754464674726	-2.19143911147312	7.26664092902402	-0.626807981966622	-5.35544110051547	2.70329491509756	0.666493295818882	-2.51344892304524	-5.97580349845964	-10.4086642227098	-6.22267524427912	-8.62310764787063	5.28284917892357	1.23783011705621	-7.15841715312247	11.5482176790819	-7.2086257823628	-7.49397653506524	-1.40992390966765	1.13480345462874	-10.7014489428587	-0.760108183866804	6.08189279984278	-4.52097770970125	-8.85108860532982	1.64992162553059	13.7587548339174	-26.3843403511814	-5.22046439172941	5.09288922722114	-10.6779054913856	4.78493247378377	1.58453849992239	8.8571632314484	2.47748151806944	7.57165377621953	-10.2718484952073	9.30194270595711	6.98522209731354	0.0865966364481479	-1.13871186806431	25.8328491790246	2.67848873539375	1.46393068597677	-2.21098754567847	-17.6196756998175	-17.3952039419104	20.530310102106	-3.24332615548936	-7.08838903719042	11.1749185965254	-6.6717641302402	5.09473050660364	-14.9953586813018	4.99246859944333	-2.50874489315016	12.303858472498	-1.8106593132926	-1.37322461925653	-11.1641673694336	18.7241928670462	-5.13521705863526	0.730853466330411	-23.8619447414397	6.41419385846274	-2.68289655426906	1.43632693590256	-7.67933934854461	-7.73015703333051	0.856710271234394	4.26595920885032	28.3718313924871	-6.19456633518465	6.320289669807	9.8004365639321	2.03524639564372	-18.3625867715507	15.732605262009	13.9428400162856	3.49980630148756	-2.50395539284243	-2.6370573972956	-6.89127913034725	1.62475301672913	3.25619584601253	10.9937705003467	2.14137347894324	0.8433356321632	-12.8810685449437	4.189181000016	4.87972584915879	7.39547957658477	-3.35081327160107	-8.95214595106296	-16.1034053229155	-1.99272863012896	8.23471297525026	-3.58391732384221	6.20636042068275	3.01037786932412	-11.5728772137216	12.2488842340531	-14.0008460387278	-1.683357351127	2.15583708429279	3.46973868789908	0.539204093339601	10.3697576547278	4.58315309870759	-9.55149771732037	8.1296876943191	18.4307840292122	13.8096330446454	3.74817164792403	-0.895710886872659	-4.52704293995629	14.6437941226343	2.1964960594964	-2.73582688666706	16.133445169709	9.04977750172418	-7.79272759308559	3.78732188102611	13.7887746923291
