"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"
"g1"	-11.8422253964122	2.61514831268854	4.58417618047489	11.7961156563523	12.5891428016331	8.46082335508841	-18.0662413245036	-5.35958194668546	-4.95662578413101	16.6816070194053	2.63540736547987	-3.27564044868542	-17.0314057146465	-5.77426405215109	-6.79115736580386	3.25680709684079	9.3668768018425	0.406380389100948	14.8919633786269	-7.66376955564831	-4.39097695442745	-4.97711297787207	3.23962021052174	8.79180590672322	-19.3967098782861	-0.401023590527851	-10.3411116123631	-4.76897711738492	-3.62454178994118	-6.59544079035999	-4.94323805108414	4.62246666809872	-2.64549232557662	-4.93864144303681	-29.529728987352	17.9207781444368	-16.226972167519	-1.33395951413308	-3.28297057495911	-4.99779370216014	-9.61144458559897	7.72473621820331	6.86657445647253	1.14172790605289	-11.4046729858194	-0.379444951112197	7.46262699522487	5.75377004336159	6.60456040166958	-9.53534787454442	8.4570829484578	4.84506935194287	13.527274627879	12.0596445324213	13.6616299169824	9.05982451779455	-1.13737814349469	1.66417863400882	21.5719425004364	4.31692688200333	10.6622107951293	-10.1256338420283	-2.38005088876034	-2.36921043481353	19.139247106614	-2.33334817639761
"g2"	-18.7629515796576	-10.374389759854	-16.5607145082454	-26.1524450285377	9.94946339633775	-2.83100380631246	-5.83519392547511	6.82858189149913	-13.2425834852399	22.3647526824016	5.34485385926849	1.95191030611336	7.67363762793596	-5.10845502977131	20.5815836226071	-8.0782129735227	12.0434107141927	6.18063681166283	-4.0600032964512	2.38004098295443	1.85529842835665	3.28114050022464	0.979177192445906	-0.34161739917011	-11.8004343752591	8.87127697131941	-1.55235159890082	-3.65233507150226	3.00893577007679	0.220271510422069	-17.941411959718	-1.98649908758991	7.90770477246666	-0.666674760294281	8.02698047559863	-0.644073290600875	7.41841200331883	5.95421376431075	13.7333996232097	0.631210143966343	5.70894342990541	-8.29971387442798	5.59477820496881	-22.3011697702254	2.00136949857317	-9.69200355039556	0.628827227161147	-10.5669060750041	-3.12388108686159	24.5399614340463	1.78449914063122	-9.96722980323864	0.189816203921022	6.28460208056367	12.9251405079836	-9.55201172294094	13.0891301537997	22.5607401895217	2.49722073588974	4.45608253555909	-5.34252774603482	-18.2016224565122	9.90288611840186	-11.3662072320598	-3.29444691661842	13.3679226539855
"g3"	12.9232524999594	-9.80661884875559	0.183531729038757	-1.19191278997839	8.62651304973681	-12.7510135271717	21.6098895744738	-16.1744176364845	10.491869085058	8.020933705483	5.67954286228476	4.80375058266849	-7.60455479931946	-12.9927772009333	-0.819503881143817	-0.752317642788925	-33.490289028988	-7.65110757412843	22.7476147686676	12.6533521430075	-8.29746248574704	7.19425392007397	-27.926385328581	-24.5136339315454	-11.5867347400786	5.05048353978848	3.89685513877245	10.7325111798309	17.0202360151253	11.0186142040427	-4.07366301273198	16.1554043349785	6.75056394777478	0.609313083603325	8.50250163990264	5.11841769043844	1.65652847401698	-19.8541647707043	-0.58516319586231	7.43933769085699	0.899763050928555	11.1848583819722	4.8091169257965	-23.3726545163002	0.475052953340825	8.97941741363404	3.31093561965618	0.36016324861056	4.0682997211846	-8.71763869293736	7.62189010922177	6.54442191404984	-6.86108182950399	-8.33512905564149	8.58138797942691	-5.86426000763126	6.38611426665018	-5.43980918556976	-0.250945467023731	-6.80994977439904	-9.78613964968868	6.8076082032408	-1.55479656913974	-1.96459857199038	2.00876188868199	-26.4525658818098
"g4"	-12.3069832887639	14.413083189497	-6.16883111776256	-5.67017307187652	1.95036246213465	15.929064552904	-2.24507923285328	2.10318599053871	-1.69139103517751	-0.337258183105352	2.59903076944516	-0.191248120091055	5.88729809771516	-7.69902312830203	-8.03670003094865	6.26345078433637	-16.7303021096015	-0.130485204315715	-9.22354276203609	1.41805891523712	-6.16279688298612	-2.82569797522097	10.0071996645171	18.3122032442932	4.6833337630345	-14.2644217133285	-4.54870892902183	2.79804783347855	0.200936394656146	-1.47880172068789	3.987157062894	-9.49164357987919	2.41757731816017	0.812350652085335	9.23568121978237	-1.88472751255744	-13.1503497034152	-1.82821226060615	-3.49311783775734	-2.51529319837562	-4.70044429052737	0.992591520847986	8.29923172240459	-10.8490158580502	4.72118015514982	-12.1500920504865	-4.05333043157437	2.21003266461838	-0.779781711531839	15.2423623135356	-8.6003843088537	-1.78261732713525	-5.6335330330203	0.38578025430338	-17.3119646092553	4.56657785037801	-15.5472351503734	-16.8165439062555	16.0461285895236	-9.84070880126435	3.71776247313476	1.04167159519275	1.44507445828034	7.38106226196291	-2.70237464011896	-10.2586916229023
"g5"	-7.95428745565278	-13.6492337012721	-4.49206270252582	2.20418200458479	3.10063934836819	-5.93756663400436	5.42992116590784	0.962668156450155	-12.2672431372744	4.11690674878629	-0.158695522101234	-0.214067069835344	-2.46310041613899	-8.83242006443795	2.55730373334729	-9.71064434679199	8.24731594497385	-3.21387862857453	-4.04589602349908	-5.76473876742214	15.2183974026607	-9.33743108196726	3.92273727678209	10.5693508691686	4.80472504892164	-3.96577707321411	-17.7507196463993	-0.128675684838325	3.16071220492484	3.81844528105112	1.64388007807687	-14.0801404965376	2.29265832593916	15.2874071300342	-16.5832118901655	1.87258944550846	-7.42855454286581	-23.1152178504623	0.407961651695792	8.21027007827571	9.7672882794007	5.28682685992145	6.44560544405376	-2.08316603974902	8.6123624905109	6.33358499244529	-0.636165524837124	12.0578760447522	-1.42243632855813	-7.22942554890555	-1.66246826110893	22.5715369586247	-15.2477868880858	1.9642007022281	-0.815212157209076	-0.751624799846929	11.4285464531724	3.14537265535023	2.19299306253688	-3.07646690727086	11.0928991657255	3.23033185472756	7.74252791623059	-18.5443372553352	-18.3842792139083	-1.27009043812942
"g6"	10.2173720466857	-17.325934706785	2.74526295431779	4.19116914744667	-8.17845016763226	7.74550640397866	-10.4089761166001	-24.0417934284838	5.16579402352992	5.7445868967104	2.56775849947792	6.57167482957785	0.444443097503747	-2.8891084142477	8.96945371431761	4.83907930432384	-14.8143392172647	-3.63759978599804	3.14786148732638	1.89519223583969	-8.097990004676	-13.5873082713956	13.5687693630229	1.48671511283592	9.26034448287979	0.618688038062863	0.24054031742953	-0.29531653801901	19.3668604324469	18.608971767014	10.1685376913238	2.89649998470662	-2.48666946787784	24.1417689725673	11.9880355259333	24.5003644881493	9.15427492527142	5.86713074570352	12.7806081539611	6.75684442124138	-21.0025639176978	-12.6433265746726	-10.2564130287823	-12.1602853040547	1.5615984757012	5.27013840137591	9.84520720818876	5.01059169654704	-0.488786842765822	-22.4745288783723	-3.33312216948627	-3.9057659075851	3.48820351612287	-15.7175101007636	0.206927559590429	2.56817795985009	-6.29515381281173	-0.374987735772832	-19.3844213978059	7.31253538684323	-15.0305454644211	-9.84207915433122	-9.78230598429117	-8.29162717874218	-4.45007201809863	16.7088017908468
"g7"	20.741400533958	2.85781360220873	0.555403716811099	6.24629130431035	-9.56992686570796	-9.17361153526357	0.707345361321642	-7.77842456802749	3.61807277754738	-11.9585696106608	-10.2507506964726	5.824345117865	10.2099220615227	16.6356445836801	-0.970973171890733	-11.5230299477284	5.4916644541594	2.49083148061754	3.64325407547568	0.174352032222486	7.3481902643611	3.41815747972813	0.746304248619418	3.82391804648699	-8.80345021111545	-13.6257019025942	20.3740693866885	-1.35566871309247	10.696239074774	1.26473351930796	-12.4950585552439	5.44871392519558	7.79910237352927	9.21324687834184	4.45265660562228	-10.0588275835542	-3.49544543679308	-0.111008090960331	4.73061389771904	-5.24598518564613	-6.74522275389484	-2.34945944998854	-2.86918377021783	4.11229166636188	-14.9258732687363	8.25095069630714	-14.3784291052782	-6.18626957428026	3.33997839008948	-8.07004857657832	0.161137099092729	-22.3243263522769	-12.3146234020373	-10.9958020609733	-14.4803577708688	3.65319183310072	7.57545683238697	-21.3677509217034	-10.7658957522183	-20.0169761883053	-5.05500191168724	1.36915111128997	12.6449834142199	15.7873945312954	7.74101537010504	-16.2706541413426
"g8"	-25.601749526225	-16.0864478250315	3.23956631905143	-9.49133509447851	-7.44754989158249	6.34158387330738	-10.6511455707484	20.8963969105463	-0.665679903921601	-2.02451046231301	-4.81573569756864	-14.8743591785193	6.15772561404872	-12.5691198353469	4.70235925441059	5.78320001668824	6.07970266432616	5.38129696432712	0.84499726529184	10.9422179680068	-5.65584297425875	-0.673450377384048	0.854729047698864	-2.70143191246473	-2.25163638179117	-0.779105170993288	-2.35767709571537	-10.0371734266239	-3.66983431209655	6.43310224926782	-7.69259898950298	-3.11403240619689	-18.8425234846257	5.86985217090069	-4.38002581795744	9.0865412153478	-2.20004684397242	-3.25224271694989	0.862616331148056	9.82395351623482	10.565676218995	2.71107267576318	-8.64497358865644	-3.99994357196608	-1.40580288582323	-3.51281230804535	9.46070823584889	-12.3102369925602	6.193958987092	7.02375072854216	-4.05907540540059	1.3145562323301	-5.8286554364712	-0.0384629773489276	-4.87060502860269	13.5039072489611	7.93573917199611	-11.5129866299761	-6.65424974302626	2.63467588551171	5.12255712269261	1.30343887666187	-4.62741696531932	-20.0107590004673	20.5668747318091	-4.08762562312724
"g9"	12.1451782201104	0.230258507319789	-2.05031691671054	-6.48350243179207	1.78212127856705	-5.63329845138181	13.1017346943451	-2.48385560793333	-0.82189735069109	-9.59465605127686	-7.27305317763037	-19.1656446602838	6.12836998805595	-12.9130423629112	-0.644499417329829	15.8030170001358	-23.4511200898888	-6.38909063324093	10.1234620735711	-5.95474856082773	4.26001803254347	-11.7166171826127	22.140429941928	13.5004321795321	11.6853376299129	6.31353594070829	1.13695434063732	-7.05226040444881	-0.29864669143613	5.01837157233479	-11.1425812920827	-15.682812854392	-15.6031262418077	6.28998158634361	9.27007032448013	-6.78704475180727	-7.72708864784715	-9.06137918254575	19.5985293977736	19.0340893375959	2.44747073395076	-10.3252360019036	17.5206625452961	-12.1675650098506	-7.8245103015979	3.5914610688081	-10.3571132296455	4.40872960286024	1.57641467213181	-0.544530091321151	-12.3868689160176	11.5948928868166	8.30362531810269	4.20060839395597	9.39586044266912	7.65668211373673	-16.2925032823769	4.37378912187469	16.8525433752106	7.41126349579617	-0.0184334812396696	-8.69829241318653	6.4891058690802	-8.24308763662971	22.2491569722953	-16.3188873178296
"g10"	-12.3914253745937	6.95532142228221	-4.2966044268566	1.05743715982273	5.47259955342312	-5.12370998420373	-3.93827905792954	0.705412299881606	-3.42814963606364	4.23039524437391	-12.7709775899743	14.5903973951213	-9.89848148584357	-5.61114084633276	-1.63190875298287	5.55041561167539	5.50393105358067	-16.3075157505205	37.0762490287015	13.6775706274791	-12.6012970415712	-0.0658167187821002	13.7397872871021	2.26074089316342	-3.41481473704647	7.61161125341265	-2.37638530062323	-8.49865572803017	2.35959228923261	-7.87768931102303	4.74846477171943	-5.63774905222677	-2.40108477347984	-4.07576191772564	-11.2879370308914	-2.14564411819632	-7.11287956537878	-12.1263110871643	14.7393682278911	1.03071991336987	-3.47938146796618	-18.6984121105895	-6.21848264349778	0.50603269838877	-17.2681501653001	-6.23653498217509	4.45180711265438	-0.476753675480432	-13.9251436835813	-2.35632531730993	8.0489421988621	-4.94479849069809	-7.51854647607146	5.6609632610423	7.28570108114114	-13.0291115116195	-9.96787725079574	-3.51251383504881	-3.75849398221892	11.143120344746	-9.88309672813464	-11.2251583208721	-12.0076660228415	-1.00810867235482	4.27783797715749	9.00779025295807
