"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"ctrl 43"	"ctrl 44"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"	"case 43"	"case 44"
"g1"	-0.0829410544743276	2.15981951400742	-4.68303502011969	0.900694854126334	3.91929732072541	-8.73853486458766	9.30348988100307	13.9407942077727	2.75806781649686	12.1731068011658	-7.76891260130367	-0.200564992175744	1.10633371409745	0.225673301984106	12.641306686911	-10.9372561458754	-1.07687696272487	-1.73570198487988	2.40724816174186	-2.63904644727492	4.20412544284622	-2.54404129300924	5.82919160702202	15.6093207328108	-3.86488450668748	10.2124055131846	5.33209274062325	14.5972987505549	-8.71515192841695	-8.4289848116348	-0.382099064685851	3.82796430893069	7.10409096507402	-1.49741927792632	4.68251005500114	9.52932729907451	12.2022739304905	-5.68762225903829	3.77163711274738	-1.63993658372262	-7.3700595476712	-7.35422528834359	2.20715184840025	-10.0376081073851	-7.0869354825767	-4.5413248636728	-12.6424482014593	-16.7337124247901	1.4684279212967	-6.45869255130071	-5.41317412818848	-1.39102120088067	-0.400071992641974	4.90324693391584	-5.11676313422234	-1.39302168310292	19.0811543879719	-0.77886030847144	-0.462661639524288	3.87163994798733	1.36717475863851	5.79930252411527	-6.1791798376302	-5.08623099915791	-5.18819327098416	5.89391702255533	-7.08209220907952	8.11065392293898	-14.8295858816183	-13.8298832932965	6.83505707547019	-0.6768700722506	-6.43129895498781	-11.1177751995474	17.8443746582019	8.38162161459108	1.30238400561191	-9.21516232286078	-18.3755610730116	6.60272248273669	4.84280281088146	-6.38403139110387	21.9351998116996	7.72896156210639	0.342553078850143	9.06388681873222	4.76770246684293	-10.721880821709
"g2"	8.33740203790341	-2.11942250299449	-2.68851920839761	-10.9137904885574	11.4566867094851	2.53142862619921	-2.35668627110133	4.0150442251196	13.1441203617601	-13.8153529064209	5.7670653599839	-2.69436988468772	3.16383377789045	15.4361103244868	-0.92589754257405	-11.950722161447	21.8331261696737	8.72957965251894	-30.3631591777671	-29.6842158692684	1.56060211467048	-11.7353141099769	-10.2393096915702	-11.951531373417	-12.8169137974443	15.7940792804984	2.36373909537878	-11.7159468996814	-0.390148520883292	0.2235245818235	8.03265849920929	-2.06264717964558	-17.8961941624478	-0.974509680402851	2.63555526641307	-9.44006671535934	0.576471999004138	-0.978910758315759	-10.5505271025833	7.70526755230273	13.578668314935	8.35174591067207	-5.76122275285155	-0.448211173722467	-15.3767943863022	8.43570102976154	9.5112906605717	-2.98233916779878	-12.2565730861851	8.68148283395662	-0.407107984847866	0.476775355091373	13.3973058917275	-24.8813085818784	1.79611316350092	1.04207578643484	-8.99709774410342	12.8132696538768	-3.21536764003214	-13.5666248057801	-9.82323967706183	5.20172195640777	14.0066038467413	8.29724041956104	4.66581246640456	-14.8391612601155	-2.8094595939706	-1.10727169227262	-5.39282843656684	3.5562888622886	7.16555020915055	4.42959112514019	-11.9748141443229	1.96336626744861	-7.04779386706533	-0.344386690810592	1.60440696129563	-4.30392360235235	12.0736146942002	-1.59050943539323	-14.3122589977967	-1.1951319615338	-7.21774270558383	-15.6718329780865	7.20668842806387	13.9880820773453	-17.6186219764655	-3.32923986525314
"g3"	-2.05775373162279	6.91152896248677	-0.0893365706273568	-9.95674130217779	-6.43438624582086	-7.37869925723625	-17.578597761422	-13.4015384532799	11.906521079942	3.91287576467579	3.2194398853575	-19.2835538707427	8.98920427384775	-5.57326850339245	6.92165937433102	10.3484662128525	-12.0579151806772	2.46676527855165	-2.53117411861028	15.5044670659456	6.82914494119305	17.2401554155113	1.83983347851582	-6.19185138085689	-10.6380926720101	-1.85233152755012	8.07991922098388	9.91798652098612	-4.33121370521158	9.86932360596265	8.21840490352848	1.05915630998583	1.98324033746573	-1.00865546846151	-6.65712091071463	-12.4804732613273	-15.9781460048144	3.99570860500121	4.45624658450965	-12.9886752462554	3.95037863834406	-3.1087390337008	12.8670228702561	-2.18016671985357	0.344077573265139	-6.62997881039412	0.347653057277048	-8.17595148446346	-6.33168020851271	9.19122098274485	-27.4107902627071	-0.680157600502641	14.7087322263832	-3.2737709276513	12.199683906192	-6.25630376350262	-24.126417989721	0.834668132691058	-10.9611991252197	-13.4519590012414	11.1204778408901	2.71572195454017	2.65560720819803	-5.31770134724809	-1.9417232663016	-3.15923151370705	-4.88943357850777	4.81280247105381	-14.0759878392589	-4.5337795750392	-1.8764284567631	1.30225670681144	-0.0766883653402144	3.85875002713721	-2.87297754411577	2.34774587070997	8.55781628983983	10.2737726360576	4.24356546601996	-0.0937716955576833	-5.53061557088493	8.15537983793366	5.55643203934759	0.6839023807552	3.57372793588392	1.43459863617215	9.4020824335262	3.07847691001066
"g4"	4.51714655529207	0.0146617193559497	-6.21829454627195	1.50468947372555	11.7169725166166	13.8163200298024	-4.74629751194082	6.16228003135649	-9.63619418237491	-8.50788446005702	6.5515764544876	-0.408305454351498	-0.377534951084528	11.1758660663281	-7.7675697951748	-1.68856415675804	15.6927451386416	18.0860759565718	0.0847739647903907	-19.3992320105982	3.0240264153591	-11.9446957977558	9.97444847959355	-19.5590916711876	8.01938010701573	-6.18081903886084	5.15726416597107	8.56137082653538	16.0427695194556	-14.6819414109553	-18.7067099573183	-5.93282430879574	5.42660970889007	16.4193213948711	1.81089185634136	-2.32904759124838	-7.31104854848593	7.45523826609728	-3.01830706210472	8.77950801721406	-9.6211057284005	5.95812836652658	3.24672338164656	-18.418871774356	-5.89886491919549	-17.2325951673195	19.5154355605297	20.6302793496799	-9.15383388448256	-22.1896895454705	0.401051859967535	-1.8169931016012	-3.18345660781465	8.76692335946294	-16.0743155673212	-4.55619200498867	9.10595263438222	10.4668828683336	2.30176513074614	-1.24043234470776	-6.01454177792507	7.33508577042116	-10.3402525019981	20.8158293300367	8.5406776683674	-10.4821816221788	-4.67236535953778	-4.4409444552193	9.79977317476289	3.50033177740489	7.78298914288058	-7.55577281447443	9.09762647674638	-1.85759633597828	-13.4422687119563	-1.1322641154906	-5.37044347393668	3.10979565148574	-12.1223682710486	-10.8858540923064	12.5129790822939	-10.4594636908157	10.7340637945878	0.824591798978555	5.93789726510251	5.15599271800018	-8.58969518518074	-4.70608379032423
"g5"	-3.17574884018531	13.9394889093206	8.88887463947415	11.8734021003139	8.96860333054952	-2.60539040180055	-15.248893984634	-1.19699904568902	8.22645925245635	-4.17717274777753	-0.834812876300822	-6.79906869009265	19.191886084647	-14.9107079942545	-17.5291560219339	-7.6406380760164	16.3204282065063	0.827967253753419	10.5433260365773	-15.5438538005258	11.3591823337469	5.33816205594122	7.34832323094898	20.3720646011996	5.87396380426179	-3.90107447700415	-11.3001680645439	-2.03595942360351	21.1170334925948	-3.95466734444075	-8.29492393007607	2.52167342293857	9.7638628611113	0.671508339253623	13.4521855519657	-5.79676281742735	4.95256677509782	11.040874837566	-13.8415839692515	-1.63300191303779	-2.4491086273953	-6.66929849818953	4.36481152529617	-9.60830876370636	2.94133498617473	-5.2728114209076	8.07011346497814	5.67797026465139	-9.98022495893036	-14.2246566397025	7.16201691732418	4.42157073727273	-28.0229381421396	23.1428045228275	-0.978837091664148	11.8044712041119	8.97139425792365	7.4320927308972	2.75987320237645	-4.77126241277617	-6.78854556938219	-3.71624533529729	0.787059935825013	0.880645627036829	14.8991400351096	11.9148804507607	8.96426143839648	-3.83183123868235	0.195663481941173	-15.9377038406319	12.9638128990815	-15.4109266049959	-3.89531876163532	2.10452870213602	10.3749325288218	9.69829253621435	-1.29407834133038	-7.39327571836905	-0.933412440726774	-4.68006695992971	21.3712024410641	2.92673915338459	11.0541559516859	10.0644310482948	3.2986203523611	-2.65153443324015	14.0581882531756	-12.2670539034671
"g6"	-2.6072500175267	0.367819994730787	7.10411481189128	18.0517112522853	-9.51076886798625	6.1730860275969	4.49023908152814	4.91758778937984	8.39139244938272	0.592112271651776	7.20071203365257	3.27444403936201	-7.75957819701217	7.57237493427395	2.27851417489638	12.2124562071367	0.189211814538864	5.30461687359019	-3.67318934498579	14.0537091651024	-2.72415597540177	-21.0035916795464	-3.25162396970885	0.324502358125128	10.513577452924	4.22130223846038	-5.63934395271892	7.49449014116103	-12.6139237069114	4.47914948709758	7.78537187078719	-3.80306709468139	-0.406597300488989	-3.21650573217438	-7.75313513427998	9.07087192802303	-4.50709335993	0.0907668619118253	-2.33061769468525	2.11569697588338	0.875699778484783	-9.20598958967205	-23.4971548091194	13.5257648991326	4.57982694110557	-15.933446969245	-3.09430561397394	7.02045533235089	6.73276902782036	6.45580907100369	-12.2580633619863	-8.79697919640579	-13.718191871732	0.505579367526604	-0.96098176383479	-5.09081582333601	-13.4799068214829	9.71660527222982	4.81466208945693	0.255480453246019	6.9282042906269	-10.5743890448042	26.168250883911	1.80224723343548	-15.0440077832893	-12.200657298739	0.921811689680584	20.9909962517078	-12.069416702757	-1.59517981935641	0.27567512134417	-16.9497375811058	-1.67530926085409	-1.52925584998406	1.24307756647773	10.7028102701846	-19.3993732132043	-4.63854111665946	-10.2492859035881	-6.63974958660667	-8.13875935674886	-11.3024374850496	-2.94275906060202	9.78899616766007	12.0404808865201	9.45917897073328	9.55576206741937	4.10327796176123
"g7"	10.0455986582566	20.1824940073664	-1.23156020034535	0.133701088744204	11.9966025097922	-7.51488321164768	-1.42435495378836	-1.15213433416425	11.5080027753404	1.44246411840016	-9.65311273244357	1.46122252918564	7.1253042318209	11.1561426394388	0.879756526553515	0.84661337037399	-7.63703018834563	0.0211924256605403	-10.0327515984103	1.61885841220937	-0.103652114042417	-6.6405472917546	-3.54234960561657	12.8354273153736	-10.2359697811127	-6.24979890053648	-13.9440455196964	-0.807918787165989	17.0929762834796	-11.0890959899613	0.216609712544648	-11.5698730318005	-15.851706200189	1.34213688244235	-5.89273237888326	5.37234025870621	5.26931630514753	-4.17067094899323	13.6127760855153	-2.74804336760128	7.23168587714638	0.853640199777625	0.198132098006481	14.4414247335732	3.70813924856503	26.5975807585713	-6.10992309292601	9.72104453895047	27.9329973314823	-3.73185555604794	11.3462631163589	-6.76060089093284	-2.95880306323959	5.4999768399665	-14.0382104854459	10.3525722215791	-19.2153677994584	-2.99733563952266	5.47018406695605	18.3485991423689	-11.6575286874702	5.20580312236669	13.1068881509417	3.61973770859593	0.86813911964789	6.95269060365106	-10.4367920641141	-1.10178515078314	2.52328218088405	-2.85495359163832	2.37618818315066	2.4370057445145	1.4533609378014	-5.26076640413536	-8.16614355778152	-1.46117376333226	-14.4107102826676	4.34103593398595	-7.76127111373784	-1.20856920611464	5.53947408082917	3.94539370609985	-8.04234690560011	-2.16423600356505	1.12850827767018	3.17627263261326	-5.51658925762289	6.26245793539965
"g8"	8.70756594798154	-20.2494208050445	13.1044438911017	21.2628596032992	0.192466072061943	24.2135238615991	-6.9298392791628	19.3653030815156	13.3784244150634	14.8994068102915	8.60216389886312	10.1927308427282	5.46301101506435	-11.2909303927808	-6.78989929939364	-14.7071106640738	-0.550835196656745	-12.1336137828418	-7.57632047864511	-3.00981395991553	-9.08423622664525	3.2441337388505	-1.42301635906846	11.5998302169999	-6.55650195794182	-8.97522448873886	11.0112900013181	-4.9943953550096	6.76041800154529	-19.4928586146767	24.711162714872	1.97774610840823	-8.10521780010382	5.79713277542787	-2.61020102114186	-21.1040710454267	-17.2435102243831	-3.45383367483635	-6.54654168240879	-5.26952186762378	0.373920008052348	7.9503267079149	-19.3608301704602	-10.0112960227442	-3.61620009654442	3.31077739070268	-13.7617510070369	-0.488551078294452	6.69084448175679	1.93474516140484	-4.89435165969151	2.63723561249743	5.53164487862403	3.65946520163597	-5.48238119873828	7.61042567389211	-15.4068090672487	-0.327753669494435	-4.06714137129177	-10.6221473058825	-7.54893219751455	16.6483314528123	14.2165147670705	-7.4188284236147	6.9524201571163	-8.08237913568615	-12.3174437142494	8.71039367906032	-19.0319712922959	8.69635160777384	9.30137690394215	-13.3855335533673	3.70931212548135	23.5623139477716	0.784907566759519	10.9140365116647	-10.0124902753368	-4.24767082084522	7.6750854896113	-0.923024331177537	-2.58825120255899	12.6252665700299	-8.57148921369691	13.0613303378213	10.230885936135	-13.4415821627793	-10.5733668425872	-5.2123698142438
"g9"	-9.87533958522668	-3.59517622006832	4.93726441286366	-4.72522524573194	13.5240327372323	-3.36232584300342	-9.40745261972699	-0.81473496131642	13.0947775056716	-17.8443419707187	9.37174462040759	17.1038805095245	-5.39355258324673	7.91651887183186	-3.07127729339478	-0.816192937656908	2.81084524910742	5.29103674984409	25.9531057983838	-6.87141370336961	-3.07663729493039	-17.3666232996511	-2.92269713607049	-8.61173342235624	8.90940915505633	1.13625564425561	-2.02561660174785	-17.9008931406768	-1.39480244823016	-6.57019171877999	-7.36641536313549	1.80527557982789	2.62805436797966	9.12562482863158	-4.13963492905444	13.2863190471476	3.48589674427316	8.51214486399283	2.57803299899395	7.18081042256995	-3.28241725851793	-15.0725329569967	-9.7002863420427	-2.23579681552024	6.77510179762999	-5.81357465582858	-8.73668447669071	17.4417865328258	-2.09907728298442	-4.98388801890002	17.4142722290747	-2.72773810482279	11.5910150526929	17.0421580306942	-6.10728362097474	-2.40637739515797	-3.84644505818956	-4.97097642321099	3.30242192753169	-9.552307909309	2.23041275226359	-2.45881770488657	4.09333033024878	8.95712314785378	16.6541905316113	7.79896278252385	0.902715043836721	-8.02819068543262	4.16282563474057	8.04328936356926	5.21373251043082	13.163392982115	-0.296177473316506	3.4038976234279	-3.03260272198407	19.0093986145266	2.29490515471447	-6.79911671717249	-3.23944680206572	13.0778732672663	-2.64510072914511	-2.40614866468601	-17.9693430226671	2.80668669195824	6.00382450428059	8.64764392481363	7.08485776390437	-10.0021902949033
"g10"	-7.92201268149269	6.54001224229832	15.7426050757397	16.3244165036864	-7.14938456046885	-1.20557787243687	2.21096305270533	1.7391451382798	0.575072179105937	-0.292762069970319	-7.65164958838104	-1.86655595887218	0.168176484881398	-0.863711261365631	8.96156028061268	2.49710107313224	-3.68954247576491	1.08389261088777	3.47171876660895	-9.82692413605134	-29.1258751843517	-3.07677412274761	4.98300362888356	-16.7859561274851	4.18219123722232	0.94401582611596	-9.03066391613873	7.38158952219548	20.3175007278108	0.484081260797472	0.972200818929869	6.8806108473416	8.62794485335331	4.08542312276565	12.6691475834237	0.394844935393228	8.30001076695232	5.00746792892477	-17.5319631562481	3.06128616476879	-2.34977249424768	-12.5386176492374	2.26828197401993	5.58271197185682	5.95599714764948	-5.7298714110344	-15.8767751289031	-14.9203901708196	3.23755042865309	-1.65775762328148	3.81099514463188	-4.99743426491341	-3.13099930441614	-16.5444526310998	-13.80795322269	-26.5055276786865	-10.3396916423174	-1.88308809028932	-9.74085894146428	-13.6807152181157	-12.1729410880461	3.91541076442046	-4.26696057469895	12.0899086693379	-14.4425994183823	-9.0612476767255	21.0698828991386	5.16988146483506	11.2287079050688	-6.98018544969547	-4.29473527904958	-9.3773964839289	-8.44985818455045	15.5539317646023	10.229301956718	-5.2923164181692	-8.01573979147614	6.46369159557378	-15.7601012158924	-3.35809886401484	14.5261646463728	-9.77860800289469	2.35642596281731	-6.24087267979608	18.1460252457563	-2.51343802051451	3.69850366250639	4.25583631657029
