"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"
"g1"	-4.35181224579557	3.5789138307257	0.67278685081061	-14.2451725850934	-7.45471707419305	-7.64353093874501	-4.08296943250202	5.85961421950041	-5.9466864099723	13.8825400445568	-18.2484446829017	12.9465643266773	5.82025056818239	-13.2267055552826	-0.951614376193423	-5.40991472344279	3.58431930475177	4.41651670490531	24.1827118134634	-3.58560707170731	-2.77063405377203	7.25050434256601	8.41968001019108	26.5168181346964	8.26464163423016	7.87575430393238	5.27580953124379	13.4573723316338	-4.55190393861865	4.15247921247292	-10.9379509807332	2.07722098127018	-20.0391984683087	-10.1843934352062	-5.11825297873036	4.28630250733526	6.71490922240044	0.269851080733989	9.72485968421419	-5.13238039319108	15.6738630247887	0.788661245070191	3.26291892378325	2.84870405505796
"g2"	-4.20567433296966	4.45453015672413	28.4599412146775	-3.83946477018063	-8.15362620691176	17.551391167403	-1.51820954875827	-11.0227413097196	-11.332792448455	11.6128775340792	7.63094106589966	6.89852907752515	-16.5805474001425	-6.61163689823896	-3.5298345787477	2.00972840836366	-8.85037369672185	-1.5216850126863	-3.61256438644956	10.9700484958884	-8.89890496358914	23.2555625232239	0.446294559089351	16.2215291913933	-1.67396496503757	7.73579811550516	-18.4473163231089	-15.9882124236109	13.0773474035531	-0.775629769389682	13.1513356796858	-3.50946599420936	6.4596601991987	-10.7407853340383	-3.85641848793579	15.3193396763886	6.57120838865804	-2.63641248563998	7.41703006373829	-1.28660221315178	2.50332485676544	-6.09560188559363	5.06596705032968	10.1632628768791
"g3"	15.1739551708661	10.5835704868058	5.37734314350055	-7.25855490754096	-7.47934860034845	-0.918808286413471	-14.4086953342353	-13.807286933648	2.17430377786553	-7.02982654466625	-2.07850313476454	-9.7044360481031	-8.12125195300064	-7.18502474432964	11.2805332117016	-0.89130870933067	9.14378712000188	25.8968030604944	-5.68898230752718	8.34288267058616	6.0731254967047	2.77498971737999	-1.94165712144068	2.47973467472553	-15.1804957923572	-2.61357629820574	13.0501755696217	4.34232659608729	7.81417021694069	-4.3485833831464	-3.09807152094172	-10.8073958062213	1.30026100431895	-0.577627133274123	-0.203336650771564	-0.791011812283463	0.185168412105181	11.7207245071607	-6.71438928313269	-11.7835387430336	-10.5479115120872	6.18995122182885	-0.0904340050029163	-4.79367097765441
"g4"	-7.5450070481011	-12.6366389720772	-14.4508805601968	4.22040314841418	-14.8304500299314	12.5941005796201	-14.8737277821618	3.43388785695513	6.00471373261089	-5.64948112466467	-13.766347723941	1.00030840344105	-11.6526913040823	-5.88656003589948	2.19946905416035	16.2007320787362	10.6259013823608	0.152266062230893	15.242254623558	7.3021857621826	-16.0518083734242	-4.21241700743611	16.3116850253748	9.83925888358861	2.79532907624749	12.650569161101	0.39768144184223	-0.43983969153531	-1.79015821147272	1.79655096143789	8.84847916861026	6.34691549672683	-0.573446373702813	1.48835934912029	-6.19153037228267	9.18990247667259	-9.19218962395895	14.437262881934	-10.5125067940107	4.20881937557908	-22.9544225154836	-10.1627505868936	10.4204921715937	8.87974673261646
"g5"	-3.50280644675387	-10.5393111274786	0.839145513532246	7.31984740410805	-4.76990045005631	5.86688953349462	3.48747658973237	6.30452122154511	12.9255444083073	4.78979557751346	-0.738826315886274	3.49814024810638	5.34482979545016	-7.3125532798437	16.0935822050868	-7.39221886390296	0.438374238187669	1.13654704397285	-9.71558913303418	-3.57721025411022	5.23731773254307	0.289366992084546	16.1826008131146	11.4934509703242	12.2466381081218	11.5558376871217	-6.92288418614496	-2.27821748403687	-2.21742780054857	11.6101829835858	-9.26259021351401	8.46191615352569	18.2546292140056	-17.1925722623987	-7.80434180357657	0.948245139918278	13.84001107147	-3.16383198171297	-10.2062796759445	15.7102531050928	6.4889662545052	-6.86460893880294	-3.76164856891419	-16.8506425461012
"g6"	-3.98189235429882	-11.7855467863074	-7.20839488596166	-13.1419595128227	7.89210556673699	6.7832644110646	4.85427310373438	4.63583729272857	13.268369075229	1.40544497502683	9.9474067897055	-11.4733953590964	-8.12381916226471	4.39131395794918	6.75483544000651	7.21568396417537	10.168882533476	4.39463861475292	-8.97091532151242	-6.78967221782842	1.09063314228097	23.4729656433366	-8.80932107580108	5.94792865416058	10.5536197724919	-0.774239684936703	17.7159555076225	-15.908099886871	-0.254769593986515	-26.3210147155615	8.23551993107298	-0.121597427153987	1.75281976845579	-6.50682475710656	-1.830833218573	11.3430214911263	-0.18935688703355	-2.11471268757741	-6.55456579058839	-3.27489163653982	-1.71824862757412	-2.91360130020884	-7.54175233603996	7.60315365106388
"g7"	6.36408459221529	-11.3250998614804	-18.1651000673087	2.36653749592532	-2.81457527285938	4.39922855839475	4.64060321261276	4.57518363343598	-11.7105619292561	-16.3902326564243	-6.75888903874469	6.61338686980695	-7.97201174594739	6.53571068905408	-7.193321837334	8.33032461215362	-14.1464462255911	-3.07219088352633	24.440072546095	-1.03060566643765	-10.155102067342	15.2622899175783	-20.7451021580584	3.78917024468466	-11.9358848981612	9.72474406571436	-2.35487660934322	20.9878264718623	-15.9955797321892	-1.88910322136757	-8.27421999343725	-17.9550197484125	-6.60034094375948	10.2255698418807	19.3249877394915	11.7343053140327	-26.5449912139723	-12.3751856783258	3.97601307410771	-2.56017437972142	-7.3266134675641	-7.81646038161135	3.2932494181441	-18.2938710671472
"g8"	-11.0952494320321	1.65595879828474	0.131482882065498	5.22757757345309	0.818046319910908	19.9603886885589	0.947280020765144	-17.0995573417549	-4.85502416554817	-9.45040638449942	8.67921279122124	2.15795393119487	1.41750136726044	11.1175530548271	1.40022446187446	10.1426963662837	-18.0425163084006	-3.90445459152186	-1.17010218007501	7.21794408812752	9.14667899576257	0.185568784237169	0.807011371536587	-9.15534977555104	7.19199968670821	-10.8048042010803	6.97015922747141	16.6669678224003	-8.56550367286325	-1.2620370819105	11.2093084392912	-7.41996800121922	9.76258051585777	-5.05456374159197	-1.4278542333936	6.83705512625568	1.65374551182076	-5.64991342777677	3.43098910375477	3.98302057404816	-3.93124651129453	2.92202095365742	-0.720502986301967	-7.68249195322624
"g9"	-0.311074059425953	-5.71135252765267	11.6931320446323	-1.85587861307998	-1.23091629460962	4.22023735445017	-3.87732902503116	-5.72651476959143	16.4642673532312	-4.22201097730663	7.87660227192994	-9.90511644665308	16.5074342489183	5.99236304091232	-9.64221938819991	16.0185856930933	-17.7846035640871	14.632762707605	-5.27906432421153	0.606764302932693	9.65942666704133	-2.6894742395957	-5.70231850051698	-9.11706820794727	-14.5893507683144	-5.79365821227951	9.00316864880186	11.4937015870126	2.55390717964253	1.54107872453664	-7.50393875038212	-19.9018970820396	-7.15452638675872	-12.5097247160115	-0.10923138376983	31.7384470737788	-2.36562999872707	-2.93141366468259	12.9315522117105	2.11883327907048	10.8479710721391	8.97242941086622	0.207303555992028	8.65880616075712
"g10"	0.0281849893096696	-0.576319736259639	4.61888643192355	-8.38623463296208	9.89789433734818	6.61027062769819	9.07614988825763	20.9554532197376	9.16382668747168	6.59686018309275	14.3703629925391	-4.69344426856564	-4.46042396045042	2.73542420007665	-8.9643502075447	10.3887707622394	0.763152670019692	-5.96520584752904	3.09045161081478	4.32714104243175	12.4654440296208	-12.6908522848272	4.40008027904312	3.0877296212214	-8.430523329736	22.6278427410155	24.9939151985168	4.05138718529324	-16.8285900013929	-2.37878947752613	-0.551440079548013	1.58656980040427	9.08906891978727	2.09934214024853	16.0142899176388	-8.83797325592305	-11.703132043848	10.6093469801815	-10.4133672472441	-1.64855154073815	-11.8928233089017	11.6792373208345	-1.29119079233533	1.63050074826013
