"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"ctrl 43"	"ctrl 44"	"ctrl 45"	"ctrl 46"	"ctrl 47"	"ctrl 48"	"ctrl 49"	"ctrl 50"	"ctrl 51"	"ctrl 52"	"ctrl 53"	"ctrl 54"	"ctrl 55"	"ctrl 56"	"ctrl 57"	"ctrl 58"	"ctrl 59"	"ctrl 60"	"ctrl 61"	"ctrl 62"	"ctrl 63"	"ctrl 64"	"ctrl 65"	"ctrl 66"	"ctrl 67"	"ctrl 68"	"ctrl 69"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"	"case 43"	"case 44"	"case 45"	"case 46"	"case 47"	"case 48"	"case 49"	"case 50"	"case 51"	"case 52"	"case 53"	"case 54"	"case 55"	"case 56"	"case 57"	"case 58"	"case 59"	"case 60"	"case 61"	"case 62"	"case 63"	"case 64"	"case 65"	"case 66"	"case 67"	"case 68"	"case 69"
"g1"	-2.12047902573807	1.44263437230275	-12.6826603186919	-7.39409361053877	-20.8865354096396	-14.3436558574889	-7.73435063406337	-6.10928977977414	4.43153013277847	-8.08686791455624	8.79266893009981	-22.526730788109	3.08330933988567	-0.624237860919327	2.75869585001134	-1.72176688372259	-20.983442550058	-6.59801836191444	0.128283555099479	8.39243729364272	-9.80160323956282	-1.1586962362892	-4.60927065017072	-2.08483007319746	-1.75767646982855	-5.94625713308681	-2.68925121426664	-3.38721113437026	-4.00647659671766	10.2315139345165	7.47569979573589	-10.935316072756	-11.2809158182255	18.1357201575879	-12.3912353380411	7.96328712016672	-5.03639556363519	9.26751308031857	6.32476962310927	12.8991217117038	6.95061447393071	-22.8714845047839	10.6754899411207	3.61848082874254	16.8932822163563	17.2000237017751	-1.95931889335693	-12.5575724281929	5.34734102299628	-1.15717965145224	-3.0138489114205	-0.107042771726036	2.91304136462083	8.76044860595665	-7.00479041486016	1.29475476792105	-5.53453712166028	-6.98414199172638	-11.026593761603	-0.28860563025212	3.06125926488572	4.19850391779333	0.880797156204084	9.89121614202458	3.96266517301219	5.63224478430847	-5.29146753627214	-8.31916260703249	2.03438056218669	-9.02889839182281	4.70949745633403	-3.69614635003631	-2.82995254826829	-12.3708779402715	8.80693365837619	15.2398742028886	9.54000665368432	13.4109358718577	11.3609252414183	14.6711191329007	-13.9518435984448	-3.5720188414927	11.0839627442605	0.219024675574539	-0.195201696300923	6.67361930033809	-8.31056126650642	-4.19697790462795	18.4641549184574	6.70986137128243	-19.270463738871	1.31955870710771	8.98027926828554	-8.21674365018205	8.76427815888411	-2.51422090481274	3.71722324324944	-15.6001195907094	-9.5371461433574	27.892168112769	4.31157339721013	14.4274529757633	11.99786968882	15.2767878361161	-6.74937165123673	-0.0703306429993902	1.02939047863503	1.60540013235126	9.90844393229352	9.18279605809601	-3.07030590553225	6.51828113470371	9.09228999905354	-10.5890626022734	1.0009929701931	-18.8968471030925	11.7506225337944	2.04094494234355	-6.2771870979411	-6.57411837996638	19.8007177232712	4.11306386403266	6.46571549533791	9.01284261146771	2.77628890352587	8.93084101284773	-6.67969707572187	1.27545066606273	17.8875542720764	2.40163245890454	4.19856959215874	-8.69746360470227	-1.36530479479045	16.3600447201167	8.29567424412316	0.118690399509758	-1.15937481595875	-13.8948798648607
"g2"	-21.4274133714789	8.01268923281579	-27.07706664825	-15.4746163630091	0.665692437950528	9.37274654441357	-8.32701536080132	-7.90777306333188	-10.0976854163387	-0.337628804812215	-5.96933937650605	7.14253234850583	0.676872789483132	-9.40258189395295	-9.35355128991075	2.64400560068557	-4.40161142015606	0.362643851712878	-19.1291163658896	-4.1165722069211	-0.0801831053946339	-9.0251243324262	-12.3079994757391	-6.71206085896106	-6.68215233897388	-17.442300952331	-8.79587328961728	-7.76014275990189	-13.7083933485201	-1.20868860949996	13.5637302508129	-2.8077921623304	1.29071069559147	-6.0984017390555	-3.97443003858781	0.717307608951183	3.39253151352406	6.91936014331377	-4.22522078728525	0.327851002488746	6.20084753764089	-5.82065992297107	6.53830069903272	4.46502306332153	2.31033824663768	9.4919481482511	3.20758060173259	8.09183227756079	-13.0600751632061	1.29766643738876	-16.8969992778998	3.05589267975929	14.659006641879	-2.64979774524643	-7.29128892165019	13.2897904277313	24.439204277659	23.0682140940597	17.5318373467088	0.614576705197524	6.07654434396011	-0.381562704569025	-8.82846927067109	7.11093249404254	8.1161270016401	-2.12051423459172	-9.84142183085659	7.43553265072874	6.64046327323121	-5.68631966043274	8.09139320618526	15.0733560515046	13.0700863720758	4.32375878766405	7.04225093486524	-3.91141759865674	2.78847608071159	6.6601910365042	-1.17630247466241	0.824722345988405	16.3150060717268	18.9374506657427	-0.312900052847079	5.1222634324511	-7.75685784743832	-9.81604951108252	10.9249130363157	6.02731047165432	2.43866529860266	-4.36465579246331	20.8282554984966	-8.41627621865061	-7.23961960157908	0.718195796227536	-24.5624250537945	6.94358848510176	-9.22205851098295	3.85689528552572	17.3032360011603	-22.3142552747691	19.714200069693	1.09966113733207	-2.58196449571671	1.28107431278592	-15.905782260074	8.76626500183871	-2.37558111470625	13.44879097607	4.86299315300271	-6.82440979033398	-9.71830153471578	-19.7088234048655	3.9983700763182	-25.8588815753722	3.3535288256654	17.2166333251728	-4.75360416220852	-6.53377312204519	-8.59955028700177	3.81656655791932	-10.4803146975457	-1.3232521460399	7.84650522132199	-1.08811617062543	3.90027741589979	-18.2518893626349	-12.5776711715116	-17.752067000507	5.87526537355965	-6.54929980208549	-14.0788551482753	23.0029020628831	3.84707973098651	9.69765448004556	4.76769941269346	-1.5436051890369	5.57766513720453	17.3352206443212
"g3"	-7.79993985644656	14.934736434317	-17.5286993632847	9.88561853976089	8.26724342646561	-14.174611172704	-11.8788517163926	2.64924663335775	6.19090271269288	6.20107547722621	0.408538790138597	-10.9131715097589	4.36580805259166	-21.5525991873356	-13.6999661322539	5.69058404734007	2.62765546798768	29.805845849915	-4.84310827454974	-13.0755637795365	-5.06649880618575	-12.6982851454228	-20.7223441769269	-3.4009077048546	-6.64860293956141	12.867641043108	10.4268738236465	1.2671120726012	-2.98161452733135	8.33212109523751	-9.67131905577341	-0.445158596977339	11.450121394113	3.77482970155418	-5.18982575759942	-4.53012226568721	17.6437399119167	-2.17824702997275	-9.04813247970457	-5.01332409363673	0.26523717794206	-6.3417590178754	-7.24141762233031	1.79785098498754	13.2383747908846	-7.98939016379708	-6.53423680993752	-0.908341921185448	7.28134954563324	-4.76406597723977	-10.8758500400051	-9.46518464676863	-22.5378345566038	11.0491035351711	-2.28390437361374	24.3999897922117	12.276909720752	-1.45527831045597	-7.01045489328472	11.2163255654788	-29.8192742210101	-3.54337360343114	6.17958791030285	15.2397310713441	12.479249024591	3.16846956867347	-2.7924264717203	-10.1425892422271	6.35726417972435	3.09711418768496	-7.86062019467842	-1.06629571944731	1.77405515014264	-10.5973468621951	2.97596593729591	-5.5662760724152	-3.54426365936768	-3.35255794222442	14.1001587965397	5.12724713956482	-8.68668819805924	9.70009158049016	1.83567563827783	8.6865183750628	-16.1072998596512	14.556984862949	-7.94043704835389	-4.71937980515816	-13.8790853204326	0.944788766537158	1.11590094706704	-3.71677035881088	-7.03101670604459	-4.66111813377126	-6.23870884838671	-8.21676894561952	-21.8772551596574	5.40859524657598	-9.68716630892157	-2.06054981892728	7.61832263680784	21.0158961504067	12.1334708050392	12.4859750093535	-12.2510770553279	13.9380287285624	5.2882985733626	-12.9744456283452	-13.9836706198523	8.79717602312209	7.97936122327648	21.6093166552832	-7.72627939362107	2.86250597202107	6.27590093140428	-10.0250880270385	12.9083844059221	-8.65434937119393	0.319319703476354	-18.1910110100709	18.8433643101426	7.61569058425808	-3.20131771970166	13.0462643450596	-1.54912705138365	-5.25585275029307	7.37449001542459	-3.1085976770001	-28.0653452593303	-6.98564451276877	-15.4648398933546	-7.7585171589813	-17.3921723255863	-0.269242985917502	7.46331625927991	7.46316479044142	12.2568189749143	11.5250719479147
"g4"	-4.78313797688121	6.94329533474701	-16.110644015133	3.47734657334441	-10.4070169206579	-0.670198063810532	-7.10795619237349	9.21574092047923	-5.73039048786304	-16.222314231244	19.6174552298669	25.7876305525635	18.5663243976987	-16.5666286269524	-0.539054787596149	-5.08509549981706	6.68479430137963	-9.73539294458813	0.0168844085209508	12.8578307905656	-6.83652426187288	-6.742836708929	-26.1343907920409	3.74310026994798	-1.88431234586072	1.33155467855731	-0.204545977705022	-0.535348885522005	-5.37430871839361	-4.36211354300883	-3.83480956687536	6.09456603782739	0.786619331398753	0.564191428856464	-7.32279212084594	5.05108702323146	-5.14281477819096	7.12448301663811	-10.7264289272021	-17.4488960938728	-1.71166336095568	-11.0951994834485	6.71508117384398	11.9344423298871	-20.7199053617993	4.87276929284143	4.09977550366722	6.62969238859586	-4.3131531580611	1.54182584492495	-1.55354417526978	-5.45908778920322	4.56022397347785	4.416242448751	3.54637129330758	8.94394662414084	7.01572059099695	-13.8804499119489	15.3854912175191	1.12287378256948	17.7231204393265	12.0865618402967	-4.01592971443399	7.79601898029976	13.8042730612026	2.48932610478473	-6.75747673594545	-9.47604071721133	3.5564403008091	-7.7768345154703	14.3900781530741	-6.03647746677341	-10.3257951603239	-7.0157833518276	11.5251791641438	-9.67947202285684	-5.99244734812274	-17.7837252221585	0.657933767746822	15.4340476022927	9.79930283725954	12.1234356028289	-4.79556310437554	8.16675303587623	12.3026490721936	-1.52189097925281	1.53190466437392	-1.80185732036792	3.10963904837293	-1.71854757041246	1.18527720424747	-13.5171301203837	3.7971869819701	10.328878623512	-2.25102785578223	2.60479116723387	6.15165292525072	-16.0272534180792	2.90457436096089	-2.49999723167153	8.72628473247487	-8.56695041961476	5.92461437707137	17.9556765359317	-4.79165150390207	2.2772508861863	10.2846851655149	4.37305237243222	-7.86222366665134	-12.8363479045369	-20.1532865422446	-3.96199601771597	22.4370370904296	7.25950595219302	12.3724463836538	2.38393951816342	-7.19329229413997	0.610437379174422	-8.74951395565575	7.40104267658009	11.2593106407793	-9.40993659625328	17.055131167989	-2.96933620885362	11.1867429608204	3.29182645359012	12.5061441437214	4.11115594062243	1.5800486960303	10.0771609641216	5.28421993708862	10.9963677881477	11.0474756668449	2.56241641332687	4.92617422133535	16.8426783963661	-0.188632016841726	11.0478413592845
"g5"	-13.1606116096458	17.8485330783503	1.29487593048457	2.13996390439095	-2.60586026767049	4.81368444035728	-6.91906111268612	3.62767441949104	-1.22479470304678	7.81129692836531	6.02114697406271	3.33147910557854	-7.60120743378376	7.13666331281185	5.97934681448947	-8.15983055554532	3.84732926530675	6.22776657441421	0.709431089485387	15.5372252900674	2.33591055880391	10.1871778958753	-11.2335222774743	3.92037530088932	-1.57715025422907	-0.115652828284455	13.001380111166	-17.7266480257161	-3.63966725279705	7.74798462554558	2.72074163209234	4.80236139535479	12.5522832520749	-2.3736327835158	-8.29504663581406	9.17551027654047	-5.00442551783232	-3.77950031243091	4.32848789173166	4.99559907727936	1.04878440778383	0.574055698317724	-3.36172336510641	11.7851531529139	9.4688814869089	-13.6554270725336	-2.30652330116884	-2.23328201826254	20.3744832931301	0.685802583583511	-2.47438251091078	-18.3616442603504	-10.0563023124896	-2.58252494316174	-1.02592951510745	-5.90256966114311	-0.727975863003979	-10.4547058917792	10.2259219569686	-11.5145773848691	20.0376972483047	-11.354769474297	13.372676379911	-13.2151296512252	12.7189812766821	-5.22122809397578	-23.4313418026982	-0.481973689714544	-1.74675718095214	-2.45907929144723	-4.95094781028616	-20.8311368057233	-14.7732896322303	9.59017774387233	1.25684788192293	-7.70720117670544	2.54673228783856	14.703352837182	-2.59601734153417	0.341049096994396	1.2349090390664	4.97755144348193	-2.25829149936335	2.92874308224132	2.92367029940162	-5.89739463449696	6.21477785596427	-3.15508479554156	-8.13382130448127	2.76822427588858	3.34097058171673	9.79560532181903	4.08189436487541	9.41538417846288	19.1820053085633	19.6466159742178	-7.98914965711601	11.1253207784214	4.33464535141138	14.7087659346614	-5.2843886213267	0.760460709518829	-5.27195143888835	13.0040815099591	-3.15016740927358	2.73912895492708	12.3645605357789	-8.40348901345969	5.2314805896932	6.68216122785779	-4.1053371619789	9.68242008640406	5.91142551024763	-8.09597122025493	6.3772048917887	6.96285939604714	-31.9366222679844	6.55424074077608	11.9378945381658	0.726388086165501	4.85143685608384	-7.47152272715291	6.7335418258031	5.38371328890115	8.08792190983416	-1.77157973775979	6.61532475112383	-13.6211869432704	-10.2680766312521	17.8950759636716	-14.4499749787948	-1.40393294822713	7.52404002448873	-3.00508198462714	0.457067037990108	-4.78113746539647	4.41871127570484	11.6313883060087
"g6"	-7.92897244149371	-12.4713088156999	-1.78592668162813	-2.12350116373709	-3.20947697195649	-2.26161471122418	12.3936731156884	-2.09688355180647	5.92749534573987	-2.98792458912325	-2.56399718802404	3.44440062546979	11.8433278152129	-12.4222283116677	-11.5296961856103	12.9567002286176	13.7039400851877	-18.9501887592516	-1.87794872560777	15.5608589555568	11.3740103018873	5.80399265976733	0.373737240376803	18.7522807091244	-2.22325146078573	-12.7413828063032	0.0998239989111691	-15.4747426043094	16.4393637631741	-17.3494277181646	-7.85634466612008	8.11744438791409	10.7334192773743	9.43009378847152	15.1620996412516	1.12019562397753	14.3975378553262	7.23813913492834	-2.32849832684264	0.645186158941595	8.1408528528481	1.48120275313942	-2.0074305210813	-5.93053685371706	-8.52831164090475	2.95160221008785	-5.04147085732216	6.23045669901899	-6.66159957274702	-17.6291896996342	-9.98881298752735	3.42190239212701	4.96224725374319	-16.9671543856636	8.80816361739091	-6.34751987847604	-2.81269085535344	15.3002780963189	4.82541823887956	-12.2239945353817	12.4233422173096	2.09982973068201	-2.67187938513109	2.22852609025547	-8.26885649659701	7.55709863627249	4.47038755181306	1.20243994721999	-5.54099983163492	2.96267226907937	3.13792907315605	-2.48431939706251	-1.67984135479296	2.5291378450229	-7.14562514767212	-21.4514602698628	10.7231390914301	-19.3388903774986	12.393733287924	-5.29465506887233	-13.0782658325561	-10.9917419610948	-6.62018072325301	15.6888474013578	-7.3284882699683	-4.81553700863319	1.59415793358472	-7.9110380616241	-19.4013186839426	1.54604802289755	5.74577892140345	-3.46574397269576	10.9249575503279	13.1616432818226	15.3920025424489	-11.0138031363265	-5.57759424166807	-22.3835986385338	-1.10532744803416	6.21543769273038	11.5194562482764	-7.452796424718	-5.26144299770836	-8.98394780759699	-29.5826573262327	20.3379727057274	1.68520301009957	14.3089348977228	0.780367340216042	15.8997611461832	11.9297059499481	7.63687458042159	-2.24960917731307	23.0019398928147	-8.69530888997949	7.43350466840221	3.88924871666811	6.1807429845201	4.31296640915839	-7.26389104999617	-14.3771037472185	9.46521042114144	-5.98514718941119	-3.50042614654277	-0.700233033257797	3.09987913920217	0.0542007567325289	-4.45743651865018	7.29681100368528	13.3950580725765	28.3248032468612	1.28778463975961	-2.07196570167604	1.58314526505318	11.7503651136775	-12.9091748258462	-10.7436507477202	0.261725038652706
"g7"	-6.54986885452602	-7.39004751737638	7.35865072366709	-11.2514424874236	-4.85192711541797	-11.866566499421	2.20594816782898	0.43303609572175	-5.92507913667114	11.1601202880703	-8.39765902214019	-0.302857195978721	-1.39689563530838	-0.349638579125491	12.7895299003712	1.67566577984578	-11.5780347135713	3.96974843825187	20.1721144259901	4.38687487263223	2.56367458350799	-7.26098699620459	1.90183101498614	-5.8903770866458	0.707561979739908	-5.76676742940028	9.32974972608526	-8.53144757639431	0.290180523694471	4.99788025755889	2.91433348929423	-0.302468141121748	-4.58403334018838	15.5113951790416	-5.32337586913881	0.471687081431673	-5.77011167218761	13.0733997863544	7.43746900896037	1.02462985321185	-0.159809478151395	15.6310638820567	7.87225338864874	-16.285074800932	-5.11191298746616	1.45428270804954	-4.26728216612688	10.1188604132334	5.82603488235572	-2.96137095375172	-2.77898937295567	0.784807792001704	5.23406652866962	-10.3623680598241	-1.71127797577959	11.7908694339658	4.86764862168001	11.4320811317024	4.735531225167	-2.96981691721718	-17.5766511308839	-3.46142018745414	2.53090443366286	-3.24556324522842	-0.8852246630591	17.3801130760311	-15.714877312335	4.44192421337319	-16.4061473095284	-16.0176816260046	-9.82937460655861	3.59291372693162	4.46571307882465	-0.305373723781999	-5.06107164440332	-3.62143157026258	2.01787511442365	11.3846055034112	-7.23229159134478	10.6346077588249	4.82721249007678	11.2893226273227	-6.71046956264621	-11.1611361705817	1.6403138798644	1.12640880669808	-20.0512498972575	10.2342336110782	3.8209134603353	-11.3744782160638	-1.65592632694599	9.43320943191026	-3.22915470091871	-14.2873227016142	4.47476397559307	6.14789197448392	17.8422009926604	-11.4423631337755	-4.50065285101967	4.43185355558159	-1.59431863237292	7.74433118627235	11.1088139066581	-9.80443041274449	-8.18819862927994	-6.61152593283005	-2.11392764825332	1.55968397494311	-12.1874889861042	2.553468610601	7.96360526145215	10.1883077507375	9.85909109545265	0.428307138178532	-3.17488558068397	6.72119917951808	-23.1993050863515	1.09089962698471	4.3971691817472	-12.9251952874378	-8.22488012527092	-24.1639353875119	1.43026416000276	-11.4890362478322	-4.35944471296219	10.4092604009217	16.8826209355114	-3.3173746292634	-3.34364986512698	-8.21449288273622	1.87738796848022	5.40339160765101	9.96783482971895	1.21668156618534	-8.59150426540767	6.77210673774507	-3.81355691535308	-11.9887036140426
"g8"	3.83211442816053	4.26144493697928	5.36439351797407	7.83716229507289	0.800335160397524	-13.808221497433	6.71665217671125	-26.5738085159238	-1.98523153480949	9.88833892652209	-1.43609547566915	2.76185408684458	11.3489534639059	-7.43559409429644	-4.03613503605556	5.97545729087505	2.30055370455253	5.99586375006859	-12.0211879187536	-19.3620284688497	-9.04262551682628	1.29196601284371	-2.93678290781924	-11.2023395280186	5.44135258025487	-4.77344032912068	-1.68345239343591	7.43895717635178	-4.61638144468624	25.2474850034607	1.7712270174979	-12.8013180624857	-13.9275557787774	-5.72245963269499	12.5128084989188	6.44378864935152	-9.74998533509425	4.04047032683538	-9.46218717871487	-3.82606266765869	-6.43748459105252	-4.6149067326729	-2.32108791102155	-7.07219330659572	-7.57887074242069	9.84847784292872	-3.76349031724767	-9.61875272482417	1.38283188341229	10.8595738210768	0.128657196765276	-3.44013684315963	-2.06960616197175	1.61263615999581	6.68303958644251	10.9933144469127	-8.26339090872241	5.86649910891201	-5.53922200210983	-11.9547542230594	5.41366713910615	4.61934965473505	16.1780721281075	-4.32546077509284	10.7892392665488	-9.1749742000594	10.5729164009508	-5.97024144086729	-6.00348240948336	10.3978716885911	-4.92830379985323	4.54342206779518	11.9043898915929	-6.87797164731642	5.55937902276344	-10.4356108241874	1.33738148962572	8.56987947133341	-17.7158239673826	-5.19761735719019	-13.7374248100413	-3.18616806422477	-4.29383590259631	4.8949133960945	17.0558135802955	3.22467706554209	-11.3186059117265	9.63342842677372	4.02098828416652	-5.30146624418108	-0.487744442061182	6.24791776303765	-10.2275604714134	27.1021658421181	15.5488202497848	4.47686398901739	11.1446153299086	-4.24465664308423	0.164428908915534	2.14446241420315	7.51259309244103	-9.26268296051381	-15.3875330119375	-3.53986808030854	1.22700610538885	-0.264385024432518	0.648240940869414	-12.4984923084569	1.29015039112401	-7.47561730329037	0.697282074897903	23.0764276419337	2.35389631542519	11.2616025355083	4.29241194638476	-12.6154799214987	13.6084127078437	-8.26764658534774	37.0280378369167	-2.88871013038189	-9.05329240077266	-8.681496999692	3.29522376958555	16.7990959484609	-4.61040344534832	-9.70478287877786	1.81459487804186	-6.73957489162618	11.6347732202716	-6.73477147680623	5.71968004707447	14.8228410358927	10.4413034386149	18.8066621654652	-0.874250703272748	-16.7161614573587	-4.84236543047272	2.46674396915164
"g9"	-10.3664520736106	6.93799942408272	-8.36759114511723	5.8189282171879	-21.1793763897501	7.91826322236406	16.531696079915	9.01528797199407	14.9282613176488	17.2437642372363	-24.76589256096	-18.9508116543283	-8.51905675456106	12.3843441882872	0.567146549639868	3.32377307419035	8.3298313422214	9.14393891097211	-9.24842211987598	6.78723103689372	-14.7022594511028	9.90916624822542	-9.29328765498617	2.4508797950986	8.78313242500275	13.5644227449166	-2.26912054101258	-5.73762895281738	-2.21358098930322	18.08954710385	5.05433422075192	-3.8530312571004	-8.50055520749523	2.08938462098228	7.12030732385976	1.16691565721925	15.1983718267052	-3.89238743870926	8.18181828438991	4.52105317305582	1.53853042017932	1.33285980863065	-1.8235447519732	-9.95970553998794	-0.575015101158022	-3.23235405052535	9.52121339221685	4.62563486785266	1.85855504387164	7.00582405842	13.1002350279984	3.20400416525062	2.62595084145624	12.0739635318295	14.7858446975023	4.12613857665696	-1.23336292070017	8.71999747328843	-11.1862869409366	3.43556986939482	14.2996316261659	14.6873247134027	-1.90316132680815	-0.0938803228617174	3.71553687343987	21.5925529051632	-14.0251522025992	10.6798277609276	11.4130129590595	-8.22882894400495	-7.58764143009476	-2.15598245132339	8.53611046736148	-13.269935949605	-12.5252139762696	-6.87015348373001	-10.3573317137914	8.24320837228288	-5.42688635805408	10.1252177557144	-7.21569956580485	10.8726370694673	2.36499503678371	-12.2177580632942	3.13645022736973	-24.3467837169885	13.2973824583104	-8.97814185399189	11.5798797391269	-4.01853114027653	-0.635701843928297	-4.12418262933587	5.02374697127206	7.38082197740905	-5.91152736300907	-5.79861847823166	13.7383435581223	23.2421030021537	-5.35712999588085	-5.74967148891295	-8.07512669602944	6.95700462386803	27.9673083394786	-4.94677680075204	6.36842043650609	-0.375018781621605	-8.2943665953846	-22.4954977783456	2.71099459427134	9.21697341035108	-11.3590935281855	-4.7196434094252	12.2639788440329	17.1525388451814	-5.42632048802995	7.76633192126719	3.03981966802194	5.87445185899929	17.456588283971	-14.8368013836705	-1.85720003611517	2.44589678749013	8.1820827091135	-0.709916592201546	-2.71991249029477	8.26734218156334	1.19028163426061	-2.96387487404651	-10.3708852656431	-12.5132882730775	2.6923584062474	2.6704257392	9.46679826318097	2.54421218213893	1.20350035113284	15.7467380000121	-9.35017595306106	5.32475752025252
"g10"	10.2699234012117	-6.63406808122636	7.89051041632008	0.450307777931882	8.18262004851802	-4.58459512124131	5.3482906218368	10.487809842414	-7.24946815071926	7.1853525836064	-6.73917348613318	3.86460022731262	4.06807014916709	9.96865905771627	9.73472593743296	0.10587498907912	15.0779444604987	-5.67732071359152	-4.04017327000279	-12.0910675716153	-2.95461615373037	-10.965161952569	-2.07607977802701	-19.585382133274	-1.94399772660778	-13.5346153930289	11.8823732048597	-8.64612011041171	6.10717974126116	11.750154717439	-0.225274417626046	-12.6748291677387	4.52144357267225	30.0954859041498	13.086588202439	-8.92389833861506	6.60387839486002	5.39644175334219	-6.45928304592241	5.78043903167535	-10.4210440935752	3.28272355320723	-2.42210081776919	2.1437504434461	-0.798346014091693	-0.755286896023951	-0.241445586918169	-4.28262060913051	-6.32048901765662	-3.38578181549373	-3.10645601559161	4.40764117111917	15.8506265807889	2.45238450481538	3.76818534486582	-0.157869464464248	3.43720360283949	7.98623416235267	0.296117876809909	10.8975559289509	1.60189220993448	-1.70085422712095	5.70757273682877	11.9379280763285	-13.3691191883289	-17.54311313784	-6.85514407052906	4.68866758398861	-9.00606885026317	-7.03792732828498	14.5247610850026	-1.98589659200628	1.91770413828108	-15.9194479861687	4.31266361864692	-1.3979516182956	19.7891046753497	1.94098142515718	14.6780281041668	-0.608878927511527	-22.7430235074459	-5.73139166352936	13.3559050199182	-4.82669553667593	-4.66432674824997	10.9133889945504	-11.075072218485	17.2549928066808	0.273717831189647	-2.40232156477332	-7.53287863123879	-19.5195010985087	13.1196935947945	-16.1018489944553	-16.634596400749	-6.22376933327178	7.72563725863363	-0.53724501455103	10.4082647128769	8.02375287445834	-19.9441766811696	-0.975330721965906	-12.5716760327334	4.17940257665814	-10.1634907869256	4.07151984054252	-2.7448989243413	11.9084512172943	7.76201389035701	-2.87789199545071	21.0674174921754	1.6543738074677	-12.1876418010408	-3.59126767495422	6.50020324600584	-1.51866851785491	-7.54024552547146	-13.1983445541779	9.726443455044	3.87994988818763	-4.8571439708339	7.55722756981437	-0.293773117033726	-16.6498259099104	-2.95899314597306	-1.24022959517662	21.4780797004147	-7.30783378631341	13.6269023993667	0.111861693839901	0.333327752776314	0.0470513766566486	-9.49085761176637	-1.8140276879181	-5.39053371136306	10.5574233763707	-15.5937555917906	-4.88705190514362
