"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"
"g1"	26.7983251546894	-7.58343649133713	-19.0717060887762	10.3515081729511	4.55318055952569	1.00490370590509	8.36820280340458	13.7214028363283	-2.62285702766633	7.21256663057226	-0.210479537301705	5.03994142882921	5.96631972618859	1.19997568842343	-5.286507877294	2.5820604109837	-3.78099130643428	4.35715221582105	0.73937573520179	2.53423385310917	6.00145379249541	-10.1661692718151	-13.9444009472306	-2.68123345307078	-15.6015068074807	-7.1097352241082	11.6036640029624	-5.09538980242655	-6.48964557575989	-13.9460111463886	-8.2128072164234	-7.55761961678868	7.17917599048314	7.15323167828296	20.1025875357327	-4.52060037007061	8.7707703513692	-14.0627009849776	14.2078861127166	11.5940553167115	5.70019373535068	-4.47089017891635	-3.05447252508113	-7.03894736060119	-0.714398306799069	-13.6331077442883
"g2"	13.3078376295698	-17.1119048625486	11.3537628676018	1.39522760880902	11.5648963687605	6.01865007269844	-0.610358756126533	0.856449588003228	-13.4984127049138	-12.1199792880045	3.34004614133637	8.28173290212077	-3.40582870699761	-5.93811570438919	2.63975090138356	7.17517962471283	5.96091712952481	0.581519334642512	-9.42024583050291	-0.56096376440402	11.9435217826752	5.29462438603089	14.96889182091	-12.4812359843825	-4.39431528533354	7.10802841311	0.439136434033774	6.68376652500044	0.755760304973327	-14.0514588667694	-0.612273173323013	-6.54957712041186	2.16726846720747	-6.29238798830516	-0.16052176325556	12.4092970983731	12.5790995877943	3.72627444342951	5.24334533086801	-9.24511957083252	-6.9175080983937	2.2921164128059	8.26160454302502	-8.6580885303494	-19.8029298230476	1.40798985255013
"g3"	-3.43691080408442	13.4047371273207	3.63424192620589	-10.6519793396625	7.90209383376381	6.27844135903594	0.351732260904667	-19.9909052584075	-2.94509934736653	3.99104993356397	6.01850610503333	7.91495214272479	8.30334528420437	-10.8675915858634	-0.744396698893555	-4.57225075912955	10.9059797845186	-6.5825058949945	6.60581809440608	-2.5667272299713	5.09968346918314	10.5929646844043	2.35039197855471	-4.4650965808837	-3.70520516167104	7.96491564841553	3.88500485804842	-18.5510056039286	11.185339905288	5.26234285216733	3.37060108881352	14.9272855089131	33.3912498827679	7.42142399968144	1.79651669708185	2.82008787551091	-6.44697289519363	-2.04420373048338	-9.91310347136719	4.21048485467433	12.1744707670803	1.24332344110582	-1.33143438560835	23.3569992737998	-9.41097883461634	-2.27102805878046
"g4"	-13.4817277324008	15.6897057248813	16.2647746414612	-13.3501981246004	-2.78736425095989	-3.6537957897973	1.4395229887911	9.77313603766239	-6.44217784840654	-0.62360921755518	13.0679513925845	-6.73319125477877	-12.1107424586917	-13.9746516031419	-9.39531504920717	-3.99505458737515	19.6298962761564	-3.29677524372615	-3.43862360528091	-4.09346562575629	-15.7910914458337	-6.92960426386297	1.24551741223855	-7.52890954441777	-5.66588052998284	-6.33262806071478	-1.41962877246616	0.910274521038602	10.76783497477	-0.371875136382334	-12.7022195887426	8.88886086719106	15.305823520458	-16.3944446789654	0.699142855782392	-3.97449418704532	-4.2669814012352	-15.9839484217399	12.9642349637144	-15.5459887518347	-6.97255925320077	-19.6926389431476	-5.46366605491455	-7.93062909133231	3.07124316603814	-5.41387044348642
"g5"	-0.593721994789373	4.05172099555598	6.19449431611205	12.5100077698678	-3.21279666916754	2.1902841889627	0.595703877372328	9.80470461418096	13.0784553793185	11.2790546267486	-1.13964715421226	-5.33359697482256	-0.866548667349791	10.1262066566049	-6.27070624709323	-0.237296092839097	-4.50580991562911	-4.14968539099468	-14.3073976367723	3.41642107156718	10.1395975208722	12.6045582628043	-15.1369850440257	-25.1499388613756	-0.237124898408305	-1.53601220292681	12.0136237604113	3.87725037643623	2.46993933080901	15.4565021320646	-16.4761835917343	5.78275943907408	4.30744299771566	0.630431745217574	-4.13767805703517	7.41144377424906	-3.32869480514889	1.05443304970054	6.20762005822676	-3.75627013096223	12.7226531237262	-6.94327507524972	-4.29867943819926	-8.93385934879051	-9.01656278265268	-10.5049141484738
"g6"	-6.41447159338633	0.228896099005809	-3.56518609180454	7.67247215951007	3.24508500930765	-10.4044054327114	-12.9674723818383	-12.4745674921838	3.57947489035004	16.5033833071368	-7.35631958802233	4.22254529296858	9.21803534698484	-4.46236832821914	-6.69116858751718	15.5268074222695	5.4075337585976	4.30217667984617	-12.0537441564617	10.3206825497213	4.76761298712557	6.06563651850704	-3.18514312904983	-16.6497533664136	-9.89408622035549	14.0798160332701	26.5365594789236	-7.92079793696788	7.2790752109427	-7.54500659398224	-14.7770334812421	2.91799091755255	-3.69365491592355	14.8982801809887	-6.87180818359958	-0.113294148684462	19.1395303540313	11.0278285791014	6.25497229558136	21.1929861929027	-18.0342091215164	-2.66035949257658	4.27555133299655	0.896998032572576	-4.10530373421904	-2.21629375721696
"g7"	12.0925617233339	-4.04723627234748	-4.27443461078507	-8.12567724858344	-17.8767791166608	0.110277072298584	2.97984281720534	2.5605605311268	14.181563304095	-5.10033857689318	-0.89112455419122	-6.23385423963304	1.36302919045359	-17.6923862265768	-9.94011171970709	6.85852865364874	-7.62470375117613	2.95930697815813	-9.95614174474677	7.70640586105465	-4.08378100385975	12.5383220224456	22.097684875813	-0.262945191506331	14.0517880056015	-12.2065786345624	4.39854828454972	-4.95361778978786	-1.88753178005407	-1.56918978147485	-17.5487803965237	-1.90308083338825	9.03326858796808	-0.677069532615543	-16.9531231867341	20.6477563655219	3.04595537056392	-0.882955124515648	-3.43664902230568	12.0898085531133	5.3168912741956	-13.3295701551929	-5.40887786800027	-7.32757974519606	-1.66559553190216	0.585909329806375
"g8"	-3.40084496151715	-15.890750195902	-0.898917782019029	-10.468292108619	-3.74014960906609	5.52828169441978	-4.99512775058507	-6.25813867297535	-10.0463739946824	0.00602161227177534	1.55249179943649	20.4504227093763	-0.249334151926635	-11.9573367979997	-3.23934353774558	-7.63352628648343	-6.88945577720314	-11.3918635008516	12.0912795072531	-4.21624942919547	5.13966051636498	9.56736013705743	-1.17265239414143	19.0190343301048	12.811536600683	3.15822716316234	-3.90647666711385	-8.18506135051441	18.1426326299705	12.5722624796825	-11.2665638259445	11.164555917458	-30.5889838786956	-8.41086005452661	2.99154945737278	6.5218503055537	-20.6657421733422	-3.82243734401185	-9.56022444986834	-14.197856777909	-1.15356587496281	11.6351089938058	-16.1848435832192	0.811338884219958	-18.7479252415847	-7.14110686549817
"g9"	7.66994956674367	4.69212552140296	4.44093779210546	2.81938295119419	-18.2174437562834	-0.190467180889737	6.19599711156331	15.1871146030076	16.041901079265	-20.201852838004	-8.30376280384808	8.34207178282967	-3.54377519616144	11.8029944873964	-18.9272166135672	-12.9344862038932	-8.99081646681305	6.64882838145802	-14.988114610367	-4.92753352686732	3.98251999774641	2.66379189610599	-9.59886703493618	-1.68537177720074	2.03162907116695	23.6520495048255	10.9513388446294	1.12554123980379	-3.69461185427194	-9.08469726133377	-6.68003884198241	-14.9101873790041	10.0175078681464	-3.52158699229527	-4.26616743344468	-7.23514788617748	-0.688615660157878	-1.28631233563322	-4.77669034032069	7.70416818901637	9.64375806943353	13.0671688390478	-11.7700780466661	3.07175291891402	6.05886092047099	-23.1959017108234
"g10"	-5.79101806163492	12.0992564441331	-0.224837666283578	0.315344086041755	-5.26188846053497	-10.7813550875409	-6.71696713654572	1.03980955666357	-11.1631678662477	-24.3756503836738	-6.88543593804269	27.5850544331678	-12.9265579717375	-3.97432856444306	13.0955934221194	-3.06768693050328	-13.3386397033983	0.912299794830566	3.67568465940034	2.63697004856065	-1.42077054670851	-5.40220102387257	-10.323200137185	9.38333176078536	3.80389614446954	-5.42811862555728	-3.72926567491136	-6.92884902113057	-15.0772570903165	2.14847595673424	18.1496872507346	-14.0477111500616	-7.33708029555118	-5.01396166278064	-0.723770478142626	12.2170925276835	28.6644369791124	-3.46079992539633	-14.2590841469025	-9.59155878177341	-16.0480011455511	-3.4510503906061	9.28619868306605	-4.51468360984447	2.93226479369825	-4.74883007706608
