"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"ctrl 43"	"ctrl 44"	"ctrl 45"	"ctrl 46"	"ctrl 47"	"ctrl 48"	"ctrl 49"	"ctrl 50"	"ctrl 51"	"ctrl 52"	"ctrl 53"	"ctrl 54"	"ctrl 55"	"ctrl 56"	"ctrl 57"	"ctrl 58"	"ctrl 59"	"ctrl 60"	"ctrl 61"	"ctrl 62"	"ctrl 63"	"ctrl 64"	"ctrl 65"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"	"case 43"	"case 44"	"case 45"	"case 46"	"case 47"	"case 48"	"case 49"	"case 50"	"case 51"	"case 52"	"case 53"	"case 54"	"case 55"	"case 56"	"case 57"	"case 58"	"case 59"	"case 60"	"case 61"	"case 62"	"case 63"	"case 64"	"case 65"
"g1"	-24.7262329948866	10.6289823369858	-8.40716253646963	-11.9555458370434	-4.60547981678803	5.95699441875332	13.364100154793	-5.50430406169628	5.34086881180996	-1.85946603424742	4.23045439621871	-4.93172398227595	2.04645404924264	-12.1263498918377	3.07420552645641	14.2814203102248	9.80779518570548	-3.4790249327018	7.50760725202164	-17.1031729700199	4.05825197375652	3.18277670791265	1.15401365744026	-2.306179903589	-5.1477326054502	1.24465440916036	5.95252059556813	-16.6997245870753	18.3896245196463	-9.74371175045257	6.49688138083029	3.79920157655355	-1.13072866032475	15.3930434692002	3.29021220791969	-21.8542873060587	-5.16968282610399	-10.8186949888004	6.45621337302229	-9.66036783703071	10.0075681589583	-9.49185577073627	5.63451158264654	0.290107447094776	-2.22315899579821	-17.3998667294105	5.91833204120874	3.38984883563158	-0.0159450194626051	2.24931483360596	2.6829168367451	4.12880362623608	-9.52790166751771	-16.0423773488708	13.1645391472078	15.5439768426346	-4.38621995656178	10.2161272242956	-7.35703197656876	2.90539892416681	1.1193022764363	-8.83492409381817	-16.1210425748273	8.20293584695357	0.0823986074593989	2.48607526063786	-20.0477734428532	-3.28805576063414	14.3491755336564	-8.41991774035472	-9.9207389459997	-1.88518426080317	-10.6143485068438	2.70307600558192	-0.253036974828821	11.6426676393275	5.23747529529617	-9.78111354306119	-13.7607352241919	1.61057712686161	15.488976093462	7.6040160069745	1.05817233164006	-0.866037414247563	-0.338109460660249	-3.09224418797477	0.978913645689824	14.492241124013	26.8835951692837	5.91444107667072	5.46280674709061	-2.09431051550412	-16.2275214198263	-0.955903179619882	-2.07393531220016	-4.02926850712668	-10.6830379348442	-1.71146204583565	7.59296202855656	15.2195804673414	8.96714145083567	13.4770158344138	7.45007779251519	1.19955765853089	8.40472671500583	4.73432947723395	-5.97181405325272	3.78856248862001	0.825399371555678	6.28573291014745	-4.24057370738725	-0.796225520131278	1.08370060571974	-7.63567158500249	4.4738379156115	-10.5903892008131	-1.9052551403696	-1.29744797852766	5.49940739814485	-5.31222753249602	-6.28528774597104	-5.02616794541238	-5.63342869701234	-10.797172544868	-13.8029662889691	11.2633051625015	-19.6875688049416	-11.4718928341339	-7.3689145916267	-5.77037477784323
"g2"	0.787162736610187	-5.52745497646661	-13.7719770158257	-23.1935869416673	3.80722217546397	-4.84511133439743	8.92137989377589	-6.00589549728162	12.3214220657855	-0.85155554093829	-5.24820790162352	13.8559779927923	-15.5433954994584	6.61977341560195	18.0389135579713	-9.79373608613732	7.69506910350717	-2.98207705067149	-23.115403884024	5.9017659452964	10.0961512531339	3.07300929996096	6.14959976149034	-6.10987767026885	8.77517591426614	3.82463573761698	-3.04445982426276	1.70139724703311	2.70415247584105	1.32714296147232	-19.6110826953837	-2.51802713915149	-12.1039915863162	0.746053408392055	3.24485584994265	12.7622442022184	-7.50719297087554	7.07155962746409	-2.36923016448327	10.9930034742633	3.47260369108925	10.1275954215937	2.97701639969202	24.0480813323692	4.8602831629406	8.62718893265411	-10.9644715016209	-3.93521389493894	5.48832092641697	2.42627096013699	-0.317630391430393	7.27288746264032	1.20784324815177	21.2067653014839	5.00694828619533	-11.1077278988381	4.57135008522403	6.51472834087343	-2.75900897451611	5.31669939881964	-12.6168854044979	-5.59966981738304	4.78338597489794	7.19767162387194	-15.4192393359224	7.71267959177421	8.5664393041066	-14.2824658832435	12.1853555737458	6.08589375125293	6.01870900255814	1.13550060765566	17.2950337169153	21.7772450060976	-12.2209407888677	-8.52454849159845	7.17762217701485	15.6601491692421	-15.1729760282755	-9.00360323619486	-2.91107509310871	-10.7647834859619	2.61176331656455	3.61830540267205	1.91665035291119	-11.4001846661463	8.18015967275519	-4.09891347873702	1.53532330857301	-4.08080690866747	4.14292289154855	6.80501546796333	-2.77230161644408	-8.03489648958642	11.3123009747273	-5.14425532020196	4.34755335378592	5.84382952051147	-5.67872202499165	-7.89750853883219	6.60405099855458	2.83086999280123	-4.12809056364735	-3.91496533834479	7.65812155886627	11.5555026518722	-12.0823038760658	-3.45879031447153	-14.7151009101778	4.40387345369541	1.06074945924041	-5.14489827065228	8.0666674933796	9.18984410162573	-3.47420977995121	8.81305258924937	-6.6132782370567	-2.50085751617686	-8.21619986656996	-2.88732653037137	-19.6616820741808	-8.99606279317279	1.06164738438376	-0.21407450937564	-11.9306588754137	3.93091102485933	-3.85464660117307	10.5429801976511	1.6315326754014	2.99575677100697
"g3"	-2.06460130396404	10.7052085756552	0.507938705265281	-27.5798412472961	11.1239168023154	9.41114215602076	4.30606031735496	-8.64381257797857	9.0657993378703	10.0543431139726	-15.8118043497751	-13.3554306137203	8.71105341360357	-5.05402781296462	-26.7517037173918	11.4164445986689	2.79482854815756	-1.48663889992949	-20.5974619137474	1.1847686386226	-1.05441375530228	-3.07903141358792	-12.1277599444935	2.08795505931341	11.657459612948	-0.336679439620334	3.0425968176888	-11.905373007529	0.768128586461673	-2.34857620700627	-2.04419257007559	-4.3766822602648	-2.24226031681116	-5.2278774935817	-3.57412601472693	-13.3362815250244	4.37426605069331	-12.0684023356885	-0.276305133543466	18.1333433720459	4.79934326613205	-1.56139997512632	-5.79204924011186	-9.22570208306306	9.83713223113979	2.6160872021289	2.43487902691751	-0.920293335853883	-7.46449107433762	9.95629942503171	3.66303343462897	6.96418425309293	3.97826993713055	-0.896048091739404	13.4596396745078	1.58112855940715	3.94253957542726	-1.71837319748611	21.6263122057193	-8.78016341877901	-3.29001885628562	20.8703642874933	-15.3332458048666	-5.45840704581605	3.46319827233048	-16.9602928518724	2.15845139759453	9.38887080815859	-2.55368559390972	10.5329193328526	-5.06301703408934	8.7300853804276	15.8933600998359	3.50329292714405	-5.79020010242973	-0.734047865683097	-3.93503604634076	-8.0320709290403	-1.39277172359743	14.7986174448592	1.75942939923474	-27.1889973720856	-2.35696434648264	18.7854031461408	0.126953428928316	13.9178611013395	-10.139012099207	-0.821860952509894	8.53371999670117	14.8540669790726	-13.9104209533548	-26.3200177892765	-10.5464419089331	-0.737519051832525	2.25900491047462	-9.706937782708	-16.5602764391113	4.42753217314103	20.4793263471875	-10.033095452436	-5.37543293227877	-15.4205652597722	5.85340338078555	25.5305432044978	-12.4876020695675	-13.7884485886918	-5.4181258023578	-25.4790292299586	-13.0143421342471	-2.88738257940214	3.0845261700528	12.7680452896933	-2.94702194097949	3.95332448743027	-9.4887826223522	13.0001642910481	10.1098373689378	-3.78809224465525	3.29884493061006	-3.67960001467905	2.96670275326315	19.8800467497808	-1.54766312555705	-6.91723114528986	4.11633525960693	-0.566080442655808	-8.3014092126694	-3.61394491375333	-4.67788454618964	-0.809874890822468
"g4"	9.74490087253903	-1.55262114236773	8.9259066033492	-23.2275365832537	8.31957627888723	20.2141248761421	0.912700534357203	-2.38549082908664	9.67363291198689	-10.4545334606168	-2.11151230372326	8.81733463471205	10.3569488000667	-8.02777082271311	-9.67574377244327	8.11847928538274	-8.74020673386915	-15.7424768751231	-5.28028320280488	-7.56169146822023	-21.0653573213249	5.78837548923146	-10.2375787439223	2.13094306863536	3.13472789764936	-8.28275410876276	6.13292899895941	7.22273506393184	2.97274401140398	7.30550992444293	2.8635928474432	-7.30898964810177	-11.2179799081457	1.14182891832262	0.43539679159292	3.51919837069199	23.0888071364054	12.0192629864921	0.183486426462758	7.11397896000573	14.6853177181925	4.33017081274518	-14.775037890652	17.2196802768031	8.18551607521817	12.4401396727812	1.66161656129988	1.32228731335616	20.557535378602	0.97229230585747	-1.54764681775964	-8.6466795234693	-13.4081048800989	3.48208484914769	3.80312922094534	3.04195851957851	3.58643984355301	-1.73795626304755	15.5451993372632	-5.53228316589518	-12.2964477239391	-16.8928021123426	9.49544866198165	-15.3671941147443	0.19385769458879	-5.12770339647491	-19.455245122347	-0.185722696575531	2.30787257870671	-8.60862670500611	15.3735150170659	15.9021240041729	-2.0820987710343	10.207134432103	9.46184775659598	-13.6332165353981	11.2402625466483	11.0948381142515	12.3069044824195	-12.1868704415332	13.6058167252895	-11.0811705206961	8.27337907794514	-14.6764017484655	6.04129438919943	8.34867318813426	-4.27797710953526	10.249401373331	11.8124455357964	-6.1557995105658	-2.41801315909821	-1.9369129063639	18.3907015805884	-1.22669956125182	-7.41830597398615	-0.0381190043252208	-13.3401134655222	21.9138602060817	-6.43751436192459	-1.44831045363318	10.4538956851486	4.637856653722	3.03683553958212	-6.70476024052688	-7.91179208844274	6.34223526999601	1.83197307181702	-12.8847368029771	-1.33912318316666	-3.81303973886075	-0.528621286432223	-3.23485131436803	-9.91578417990174	17.9281794669171	9.85279531706218	-8.80690686796418	-8.49356434826537	-2.14312418653758	-4.96112344977966	-12.3833742706951	-23.4127272796099	12.8118335701324	-11.215270508564	2.43099807458453	-5.91618654858971	5.43389706874924	16.8493584520782	10.3045777131541	11.4560458447831	2.96322272228431
"g5"	3.03898829107383	-2.1485192382248	-10.1497459195241	-5.40346623492093	8.16560579295295	-9.49854140880314	0.707809087699211	1.89377899881612	2.95686528769379	-7.1953080595692	9.26210628499016	8.21353363268705	10.940879085602	2.91689570321328	2.75951369797545	6.72479886319158	-0.0660124839524767	-15.4887005568993	1.93958453001994	7.62389814249065	-14.2891671792477	-0.272085438417132	-2.66164687149118	1.13302969774116	-5.12946748274672	4.14694046074391	2.93092472902704	-8.36012501368655	6.3007365983595	-14.8363085468916	-7.22284601919767	3.45637033571162	14.2887653151438	-10.0468636349152	8.14882622874645	-6.74997825362219	-0.992398453805996	23.5110608697932	5.46382728876276	1.84598242137809	1.37677979336703	-2.73198443167996	-17.3610871274219	0.686044479866896	-4.41573806245659	5.56379290313609	15.1914706875063	-3.35978626241432	-13.4666281736491	-3.06803624669458	-12.5827231327572	11.8370089634876	7.08781160441342	-4.94320339423314	-2.6938366299668	-8.39456597451754	8.66888535094446	3.677221336322	5.04496157477577	-12.3153949114486	0.531812464074393	12.4126076748797	-9.46556167820506	20.6500053433175	6.51626193017419	-2.66060685698054	4.83225901419788	-15.5965245028443	4.1618212232996	-0.162842281339553	2.97795552395463	8.75499658377509	-6.58632011000174	8.10168949236622	-0.276384901389363	-3.43086313334413	-8.16333134443143	2.15174242440783	-5.69439434974927	-9.26655900057449	-3.13822329987096	-3.47775547357179	-6.63625037948584	0.640787935211028	4.67578797299873	-3.54755388062446	-7.01908375010321	-9.20460085927876	12.7576537291771	-12.5402486438198	-10.8782146019715	0.848427243682602	8.99298731119323	17.8464532618611	-0.337517887113602	14.320960834387	6.1565178993583	5.26007835399047	7.12337127667447	-1.60763962718546	-2.3455793303133	26.6835211715175	-9.63237422865219	6.2916405459545	14.8531785103666	2.50589909712087	2.17898963262783	-1.67332696122958	15.0153471633869	-11.4551216799129	0.175344104909031	-3.26761503672829	-12.8147261873117	-4.55163351544391	-14.9333434721906	-6.49660214375857	4.58667224082372	12.7565510447365	1.96269936230356	8.09407391096683	9.93579207189031	-2.87472687765566	-26.5059591153419	-13.7443974898247	17.5532860727816	-2.92144463352909	10.7665432603841	-8.4224061296065	10.5733010295516	3.75407256089476
"g6"	9.34948998885327	1.68620670188051	-5.32258049469381	-0.205639172668281	4.34924243776797	-3.02588048446973	-11.3100386172718	-25.3491328702093	10.2538559542195	-11.3441933742689	-4.57127510990973	15.5438846102222	13.9828048269402	-18.2361784066068	6.60972102190202	1.58581294932419	-0.205536576121528	9.03474427130331	-7.04853651699587	-0.921446830808947	15.7532537374044	-3.6141070456285	11.9536506859257	4.18314684636717	-12.6924845786455	0.745748998466833	-1.62142457781904	6.72483871531975	5.46768499431326	-1.93384441604979	-11.4357021178335	-11.6007533279493	-9.63110608137167	-0.98245542523475	9.33121781943883	23.3775884627336	1.31494742064907	-14.6343034576666	-7.00449550468476	5.23211056136664	10.5432827985213	-2.11147897276655	-7.54074497844195	-6.97347064340401	13.7779451367641	16.0072891244132	-0.404006919072431	-9.84062665092186	-9.05253452805204	-12.4054077864717	-0.0647035887767259	7.42060034397405	2.20063791030826	15.7963527112019	-10.0903223875193	-1.92915414525969	-3.85769233684409	3.31112583970532	-5.91126772290886	4.19707354451421	-3.79388407841986	-1.48399597314832	2.58753482861354	-6.38868345656644	6.92270054256591	5.56290703233696	-9.14177255894849	3.26518473275341	-7.34763090723599	10.0435181226832	-15.2962010704133	-9.62843081719729	-4.75806276675174	7.59691116968998	10.635355664394	-16.6409919759829	5.12847004184733	16.8704186362897	16.5288688362479	-6.00072110346161	-9.18101088911171	-11.7128945527425	-0.443558186434986	6.3880680872899	-1.59135719991258	-10.9000719940954	-14.898170975934	11.5063257791953	-3.5861945268577	-0.522912887212012	2.04069919679671	4.83493229696046	-6.44849153003147	-6.08603108134738	-4.67742051144743	-18.3079235168309	18.7098092840627	0.888653726901172	11.8683244691324	3.27166260601987	-0.992219425999809	-14.189192279316	4.43044984311174	-14.3521525983059	-5.41561595858869	-2.75355353406411	0.195827168970613	2.72860038791778	-2.36114974353038	9.34143957547492	12.3300386637384	-3.0246615281138	4.0903298912579	17.1869411171655	9.45058301978329	6.19834581042325	-0.253795719423785	-4.62319663175863	-16.5408382357151	-10.0403324582289	15.017298819249	6.68131278682149	12.1219470187824	15.0824943332646	-3.45598327149906	-5.28813765272643	-10.0275734087956	-5.39892115356399	0.686206403385303	-10.114278083275
"g7"	-7.21778172171221	-1.09128817895987	-12.5498896884903	10.951077488384	4.89585532355509	-16.523885862642	-0.278274912009958	-4.03074209325776	-14.4684856960972	5.1871633780044	-0.297205713060987	4.97395654606214	-4.59607924784027	-0.176722348924074	2.68369750482558	-16.5800233197876	-3.82419304537037	-11.0593734552983	-0.769957181632656	5.65655115911983	-4.74796105163343	-3.4340792454455	15.3788306901448	7.6456196780491	-1.82815548355358	3.06791636479766	-12.3790263229247	-3.71455449927486	3.5044129765908	-29.7327407335943	-14.5394504341584	-11.0607738875924	-12.0851441223068	-16.2411728039886	-5.15465150039415	-7.91397871786894	3.22514430597237	13.7874175720845	22.3261193251814	-7.17019162993039	-2.71503819377636	10.4286492609954	19.3513119742218	2.3976891557808	-17.6341734681294	-3.09836665916077	14.8893784429777	15.8222602168851	-13.7469245377826	-22.7432030200624	1.81600974068768	-4.68977947608589	7.79600100324955	-3.21366622561218	3.36562979168974	-2.01448778792002	-6.59537539780578	14.5121612938403	-4.55744071299667	5.82199163198456	-6.36765174880761	12.9371867840135	-6.82023826504242	5.58573062101373	12.9179930643399	-3.35279500017918	-13.5052574999053	7.84970638909637	9.50563553271482	-9.86516377740888	-3.83981333659077	4.34647577431919	-4.83394904179178	-7.10370990251229	0.0660725140923258	0.2989922694058	0.55637266098317	-3.47477235603997	6.92288976599792	-8.2988264634263	-4.58782951010811	-13.6652103470262	-2.5240867699369	1.31465796529645	9.72041091738699	-11.0331196850867	2.79837021396432	0.876002066763154	16.162143969017	15.1376763733381	-12.0861823342977	-25.1685232625659	-0.817494528951483	-0.737071990771867	-3.04996857360869	-10.9261677330782	0.902367415980079	-2.39019394711306	-1.59208420499988	8.16101297807783	2.41522657309894	-9.27433486433713	-4.29996149053573	4.35730456362467	7.86620721730766	13.4490328348194	-1.88162250214858	-3.58118507725571	-0.544750624690191	-6.56047623718371	-2.56296826454295	1.47814302269892	9.19010352673431	4.86068058801277	-18.9994220407251	-3.73057509925411	0.0683162994238997	2.55895772566487	-0.811581922724711	-5.4495201390883	5.99449861976034	-8.00350138683651	-0.646902186333769	-13.5583938947756	-6.21914375355007	-13.345469094656	-1.64917271817009	-1.0888065642037	-4.67424726864691	17.9925733554177
"g8"	3.23523665879756	4.42847459391112	-10.2208160642421	10.4861833225283	-5.98665365739215	-12.5211017258416	16.1251608106118	-0.70930661410592	16.4699803572522	7.46853120600619	-8.92086129537245	2.84177249846667	2.58141138610948	0.0269200706041725	-17.540704968357	10.8667056203861	-23.598173926663	9.94308307784438	0.0946220817933163	15.287284379643	4.57680455623421	-6.63516856009617	10.1015098866293	8.33107722678719	-0.74138499968478	6.1866219118588	-1.02885378485272	-0.793221771707538	9.09550915900569	-5.22762859199716	5.30230466698497	1.51952950589001	-17.7042218250635	0.401391209036073	6.36643292414168	-1.11487456768032	6.79233415116847	-15.961248599988	7.68775552040342	1.51767568615225	0.946476566002609	0.932195160296836	9.75239835142506	5.19592139731888	10.7225251435264	4.96666389311006	5.82906740271089	1.81641524070777	28.7946483882908	8.43616163282622	2.24273324686663	-2.54117355722193	-4.09220178403123	18.6282454851796	2.42916907988294	-11.5283553876893	-3.35615359690511	7.71259894528086	3.01806196242916	6.65902046955511	21.5030941525649	-15.5619819939009	-2.88198377107153	28.8801810642549	-6.71341556415736	-7.70969551849665	0.0415306535291547	4.63911705846827	7.58857925364902	-14.5634187467829	-8.19892332088925	-10.1742372628861	-10.8822104206171	-7.6088693661559	-2.14529757888948	-15.8282338021195	0.092349570309323	-7.80950196596547	-9.27307374501972	15.8699573038997	-6.09448815161663	11.8038851031964	15.1594391267832	1.90598094317017	4.34500068812238	16.4269911029679	1.13334020733173	-19.2432455017501	1.5016273289006	5.08374086588885	1.16610288619105	10.8136767157269	6.21881033213362	1.3856722173039	0.856606328664397	0.0450552207427747	5.98559615936085	-13.1467381302646	-18.7002006953415	4.60632561833775	-1.57571032712039	-7.95134299775112	-6.7576930697588	8.39295890377256	2.04121057362288	-4.35578439590446	13.0637067076754	6.77866847334609	23.5944525251029	5.59611144252401	-4.95336130232064	-20.3350234116229	-12.7246632421371	4.99125022685255	9.98272213226858	-11.0039365752364	0.147164903936258	-7.7071093570232	2.48160732436895	-9.7859693183369	-5.78726657027283	1.26938089376881	8.58964207262637	15.0952233460281	-9.51535142669875	4.44853048469098	13.5581524191466	0.881717267325497	-19.0843121587018	3.90909281960413
"g9"	7.48761946408388	5.84390264517634	4.31305695130514	9.999488289049	-9.15828495267936	9.33262817095913	-3.08263627089895	10.7383281441786	4.02475176295097	-3.66587230402068	2.70044163682741	0.955213789426033	3.86347844364898	-9.90286810234313	18.1687182498261	-18.2374804712984	0.0231612482157598	-9.2585907929078	3.17490711022976	12.7346557688107	-4.57065762511913	13.4667449029088	-3.06787300613421	5.24148007032386	1.42798837614787	-6.76398030940679	4.14971592962472	-9.19288642808011	-8.68054109882451	2.8656159914915	7.14060695477797	19.5825628728497	-9.61434281870777	-4.26084014081843	-13.6956959191886	-9.59874661845984	8.92876374652732	5.45279027662571	4.50907849509718	-5.59922955246518	0.231670832717922	0.32344926539352	8.53865145602246	-13.6952801111716	-2.34398331649372	18.5075569273139	-2.02586117048205	19.0767854549687	-4.37652936291456	-1.11833451086339	-7.85092544673954	12.338413357145	-9.64382412106688	-4.72796905978062	9.95888234869163	14.6870197521061	12.8200548897304	16.0267597608349	2.67142689673657	10.9493146260282	-5.53491577455748	5.90690492145355	-8.79736933597546	18.2188528456465	-3.27944795996711	-7.33228890010686	-15.3124164173273	-6.11127861816798	-5.90669376025331	6.87281266938382	-9.60973710984308	7.5472673729967	1.66366585441475	18.3428695083599	-19.410487851216	8.65347964330022	-4.5280112487534	-18.2434645794287	7.63613570809181	-11.9512169497684	18.3971463560365	-7.46029275441974	5.68560414607795	10.5531075663767	-1.16132302628623	9.49657582611109	-21.989363348899	6.40836980455819	15.3287204994509	4.5948053034267	2.29346971335903	-0.400821035596036	13.7156927264011	0.914828644206835	-2.96943521474342	-0.563984615767162	16.4257834248103	5.96988076501509	-14.5752834376642	-9.40314990433218	-4.77465760193072	-14.9950416986946	-1.25988580655463	5.17526455638046	2.25136811799076	6.43097067583523	-6.68450661730675	-2.26914031969212	10.423012179731	4.30138505912483	-13.8370662337157	-6.72965745238104	-2.13705480407999	-17.961143314272	-2.95392987832137	22.5363216668319	-0.938566454266754	-6.59458277824257	-10.2315037400979	-2.99263838092451	12.5124642399573	5.02576381922426	2.7862683950029	-11.852894724374	9.38701596090171	16.6060104056005	1.77534323058703	-2.53727668899191	11.7906775357361	-14.8211816290362
"g10"	7.18940236142282	2.64590420567071	-10.3245574974983	-1.77084285626759	2.42206027357914	-10.8919061822358	11.4678786641955	-7.92190671215806	0.703056102879812	-9.64745033455207	-4.09283824832104	28.3711887943246	-2.77916700409131	4.49051516172705	1.07602052239361	-0.891124380233909	7.34827770587427	9.40529314549752	1.13659143258586	1.13905959440261	-2.79515769495431	2.07172954044282	11.0675215195254	10.0213318202773	13.6183057615605	1.66239005557566	-1.45492041962609	12.3960072153023	-8.38248907999525	-1.52750375041097	11.9182751701559	-6.59204002534062	5.81033096053861	-2.06271605849981	-30.107415666617	-3.33963282575103	13.1643776103031	-5.29960090423954	0.316759854707723	-3.52171862027922	-8.90126147067949	4.73030097005253	0.355348043087606	0.783021937188695	-0.176308440235105	-15.659528907271	0.158635954429713	2.73936769950277	6.22516757063047	-10.4268896541291	6.264159510035	1.80816936904022	-0.0797677867505533	-3.04425360022538	3.71741863117188	-3.66453353820329	-7.94683484896372	-22.956278164838	-11.6557425472582	6.74472599334852	1.25653870409291	-7.66070972948492	-7.98147716204989	-12.5412056146872	-0.681998975358943	-1.04728923805274	4.52624494035838	-8.28790596003982	-1.73765509513153	4.20641542299612	22.6261389281864	-20.8623447738803	-3.49610661430377	8.07603315610346	-7.56529828026331	-16.4213436004496	-6.05456878936193	6.4640299842259	-11.555740313771	14.8208647921781	6.41409852568639	3.23683956321455	14.9777270483267	-13.1049791119886	-14.4210006848218	-12.1010045126159	6.49468915405191	14.4974387744201	-3.31136550565678	2.44580930735317	12.5852912513152	-12.0015957899673	-18.5768669056258	0.988478338585978	8.6617035176168	-0.65888028475268	-0.0857968793159501	6.38335942794531	6.47769098005185	-19.6840606867418	4.26680053778307	13.6055293376789	-0.112402159579413	2.31202904867585	8.03510563485456	2.33383317419718	3.05550589688526	1.72882937212493	11.252131012746	-15.2947321200774	2.45902803544042	9.57217266007495	4.56057441843517	-17.7837929302805	12.3095479421405	11.7305492671216	-4.85942413874433	15.3052611616002	5.40519702278103	-8.34203991824341	-4.18124532980109	4.61141138542158	-4.53768862987912	-2.76839674619413	-2.13395448224162	13.5572100968169	4.96568417732212	3.31631967679592	-23.3472298062577	12.792881583586
