"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"
"g1"	15.4729517856767	-1.46007840773889	-19.6254066399645	-4.82759060835803	22.524706787103	-3.40843574532276	-11.0698097628505	-1.85029916194938	-7.6824883187381	-1.21917860168227	-11.8509182307159	-0.279504738986997	-17.0759115461547	5.52066229831047	-6.71284594917313	-1.56766044041915	0.322922584242303	13.9281817000575	8.55099082807947	1.09159050885042	-5.30775983904845	-15.1261081520227	-1.55100797837581	11.7633350182561	-1.28000514464763	-17.0125095948665	-16.0678612287772	-0.412537600798579	3.99253608460386	-10.5139761444455	6.8865656395462	5.16928177743964	7.9561178174512	9.39851588832104	3.95028024248329	4.14460896244882	-9.34732008409094	-5.55436035789565	-11.2780189090833	2.47712555824839	-9.43942751353432	6.70940542226283	8.45669213208959	1.28122159708637	8.9807045632429	3.78977105581774	-1.02425222606684	-7.41070655992404	5.62247788614474	-8.44927986998549	-15.4517762416291	-9.32079442453706	-1.14324214659119	8.58847117589471	5.18032237400542	-7.54596115488314	4.21018862294661	-4.45800644329035
"g2"	18.6005152863785	7.79982909879224	-16.6693886718638	12.5948861008558	5.82741295648786	-1.22570576350341	-15.2774583827776	10.9287397686555	20.4177977969665	-2.35271983118422	10.3528319922383	9.13839384747641	0.362138252779534	-7.99169805456395	0.764892132022754	12.4336066483751	3.17044166680158	-17.0049614846088	-3.56262571224213	6.0564536718107	12.8454428042642	7.60560410926383	15.7578811786551	-1.50787559670933	3.35200509250217	3.85936695263355	16.9680001231174	-7.90488750454803	-15.5398290265041	-6.93590535965574	23.8409676065147	-3.04497533454255	10.9141839158547	17.2153492223898	-11.4303545312165	1.87074671744226	9.53358882819863	-5.94560203088755	-15.8418619261536	0.281881234813083	-3.89559860189341	1.96918436749508	-14.4313026016604	-3.59068002086041	-2.09313351994291	-9.87995640909463	-1.33065302291906	-9.88319195073523	0.849902674384315	-1.87298062645573	-4.82861512055967	1.3930959266649	8.30969564155285	3.76454244480401	10.4499975288033	-12.2791239058166	-5.04159888057188	-12.9256719120652
"g3"	-0.130001880634182	-4.32837529726863	17.0410629679837	9.15262318765957	7.34089734032814	1.23229709334765	-9.74232739927106	-0.198353217499389	-7.02133561699768	13.6304585117319	0.562644476732815	-8.71725548548831	1.17562438388042	-11.0740960752379	-10.758865333009	-1.42643363746863	-3.32446866035057	1.20522154962041	-3.96719092051514	13.4698130533586	-11.9680924980373	14.1740230110529	-1.47372589235082	20.8577389685414	-1.13137717370305	5.35187722509408	-2.3635914347842	-7.05649641306309	11.8773055252459	-16.732176647509	5.3656278298826	7.77132500953167	-10.9861607401871	12.034663061731	8.71343660929065	-4.56528440225141	-15.5104609643777	1.79275695941875	18.0747641850121	15.7523973145296	-3.89405766873807	1.49991062560773	4.44863902101304	-13.1183578549019	-0.928926482226044	-11.3818406927312	-3.12956145191401	-1.65227744958061	1.43068897107688	15.4018002014621	2.02241704892513	3.58399535400072	-4.61471157391095	-12.3217942435758	-10.934049814834	6.12767295026179	4.51369180845161	-3.57505640251045
"g4"	-9.16356620040778	14.5066320094369	4.34041381161835	9.9938144479703	-10.5886649247936	-8.73754421751205	10.8618423322119	3.20502483624437	-7.32209558869859	-11.5808838322555	-1.11554384504651	-5.37259519892938	-10.1425405536648	3.86736221329467	-0.0152743811064	-26.4023104361865	22.2143272903211	2.71279697361058	-6.90725306926183	3.95762109861369	-24.4310131650712	-8.90928810008507	13.1523429469805	-1.36459810087775	22.4461148740882	3.47674761382074	-11.4661241125141	8.21294948963628	5.145858400277	-2.38231044497271	-0.0980823139105083	-0.34635226932444	-4.43445982972219	2.00530232470937	-3.26086604815372	-12.922553997085	-8.56729286593547	-1.19948752688279	14.33127542357	1.95043100072246	-1.11338123864583	10.3035332555797	9.7389476847849	-9.60599784612913	2.29762778740788	8.81284328893603	-12.6322448732869	7.67970884615032	5.11672297622552	-7.65989310827239	18.5948270044138	7.67322259889921	0.895483366050912	2.15523444884802	-2.66519114549934	5.49191251435157	-5.21353107146354	5.68837361775872
"g5"	4.60659031542717	-8.15650080812399	1.12913986872367	13.1914021186907	6.44673252657588	-0.984167709423234	-8.23521041038134	5.25910406225108	6.75357036199972	1.9217522842187	-2.46008159389842	17.309650120198	15.5923411712936	-24.2347720626498	24.6088822360201	-22.0960169799461	-7.44079626174353	0.990902248265921	-6.67761331085726	3.80302152763279	-8.3789633332945	2.92214590839257	-0.901594164374925	7.71804142850819	-11.5645067495971	9.46549929685191	19.817792102379	-2.69263051145163	4.50491824474709	-9.68998645743583	4.75224221691656	0.125322347988617	-8.23591262401947	22.5448361759566	0.782105669476605	2.51248290911845	3.47529041004715	-15.6988033816516	33.7490369952005	10.0358867993158	1.1747580207491	-11.7150622338247	7.47759893079751	-10.2505300053756	-18.8166486662266	0.186301210748568	20.2092556217787	-3.19653514039189	-10.2723620164608	-1.32352424240775	-4.04691241485555	-4.63383866713243	-3.05830057098795	1.93762569201694	-9.34178821953222	-6.4474847503745	-20.8536530445586	-3.23415314658184
"g6"	-7.31717930870075	3.01114514062797	-14.4187053278297	9.24737920333241	-2.47429574799036	-10.6619902572158	-17.588640523478	10.5882350262131	3.21352879893401	-2.1906827860684	10.2185076957087	-2.91937999500074	7.70757401526391	2.34771044083653	-22.1335190723079	-7.49516146866529	6.78529898732911	-8.37286928909803	-5.90193078786431	8.93999375616069	5.97470457786276	-1.18502982543516	-6.33548723123595	7.51933520830804	-0.405941044724634	16.8903348101481	-1.16876175057377	14.7332543893051	-12.4471059160344	-4.7080549783425	9.32701043227292	-4.63263515451306	12.1512147262394	-14.4278825582948	10.0904737457659	-9.81937477266814	15.7254595066006	0.654495937454162	15.8112947367886	0.434508007494769	6.28618123213373	6.67185411182361	-6.24557809009951	1.14999863158235	-8.41772594353725	0.799423764011846	-7.66029717111709	-12.8724708498299	3.57921386487881	0.00992413424891393	-0.61478703108629	-14.7919324935332	-10.8462374260226	13.431160343764	2.17789667868104	5.41263769355953	-8.33012161282106	-17.7744694608397
"g7"	-12.3063632878054	15.4506605580564	-1.70257424399668	-0.145993386878502	9.83734555083384	2.79143342769999	12.3738778414756	6.42593109152262	1.48555815252059	3.93505023694518	-1.79750784044417	-10.5614005767231	-0.826600138748767	9.21313621750716	-2.81028827584125	14.4211505653904	-3.05877046990456	-15.5849108424683	-28.7176797511087	-12.1622190182433	-4.76259494268219	-2.26810458934715	8.96805573293499	-0.668607885508412	9.49788657235767	14.4991956212382	-16.1706624984543	18.6750958853399	-5.30488410132107	11.75809601976	-12.1946511079845	0.685387658479516	8.253834306521	-2.4602854227808	20.1762264648863	-4.90279884171232	6.29747086554472	4.70772164953045	-20.0147614745932	7.85357428511596	-18.5551745772913	14.1526143422405	3.53386410778287	-2.61311254978733	-22.6854487217984	2.06849093492268	10.1995814883823	3.49772504240583	-2.36668145178156	-2.10255577559862	-4.12114484640438	-12.1194988080171	-3.86165729984501	-5.35498477965095	-7.6563012856367	-6.14524573482395	-5.74337421062925	-5.66491173345322
"g8"	12.89004321875	-11.5070827682971	-2.26600977256998	8.07766826785348	-20.4803836056603	-7.96309963161622	13.707731199909	-5.0779237533033	1.89867634617989	-18.6986262033112	-0.455805820630371	-15.6504840025398	10.7338196733463	10.2628148665042	18.9678329622217	9.25849264976762	4.49473388763225	3.15397536046215	-2.52052317262516	6.71455143369275	6.4655487957197	-28.1745940971193	5.74765783393709	0.253188215725947	-12.6191052096019	8.08985166746914	4.92292238195674	-4.2347651970276	-8.32487159794502	-1.22812108930299	1.59869320451746	-11.8719587849179	-1.36973314447453	5.2524702953545	2.15675610767698	14.8969239968079	-4.05812448896212	3.08731697139182	-8.72048379258579	10.7849259008205	21.3755977638471	-14.712705484881	18.8472065852973	-14.3729071075016	7.34380136525191	7.06293855347317	-8.55093296546708	2.28796183497345	1.69651466958109	-5.33064319139211	8.51904963856714	-2.1745537578087	3.61595956098905	-18.8533273181854	-0.465329561369901	9.15715432421464	-3.04076264680362	7.22342198609417
"g9"	-1.57300298626399	-0.248607950820555	-26.8175756740387	8.9225178700242	-10.9270649932773	-3.95368456805696	2.68641209688399	-9.25141114742035	-8.97257398028519	26.8467872229185	16.4490491176756	1.55026836108858	5.70238305664841	8.22039977120327	-1.61337910513656	-0.0618472811088887	5.65338759494895	9.35191385312709	-6.11223804504783	6.54905370091472	-4.19000667546915	4.1449752308503	-0.562974026378868	-0.20010794365042	19.0855416458878	9.83927461910756	0.516956763273711	7.24708101194245	7.10346836216547	10.4639592848207	-0.961554598659924	11.6617916577709	9.99872917253595	15.211979333253	-13.9168302487449	-4.41916388234059	-1.31953969157378	14.1613968269185	4.15875059978128	-0.6965659955706	3.34299689964967	1.23061138203059	-11.8657439684148	5.92695745869028	-2.87806788527403	0.630409657016226	-1.84247856394468	-21.7620619794132	3.94963829619694	-14.0483300391644	-3.83553368962788	-1.69573259244382	1.98506189537682	3.71242724870687	-0.836489583672638	-0.20367049403143	-4.04674056276246	-15.4891404545224
"g10"	-10.2307803064628	32.2137639925451	5.05934300033575	8.80788645355824	18.2636388117531	-2.69982331588896	9.81337870199147	-5.1137376459139	-15.487023847815	1.37563855764033	-0.21179347299659	-1.49007377984326	9.47739004889019	12.7416163132784	11.3871070316573	10.5028434527579	9.62301157509873	-1.43952779968168	1.07710362571668	3.51673333441903	-7.88059331866498	-9.36484425548049	-0.334364630925564	19.737746472187	3.34879312022706	16.5521884482512	27.6314496660486	-15.4752451504546	3.4577051611527	0.354656240230732	-14.0083358418112	-13.7033200618932	3.40969595838748	12.4987252273585	-12.4229330779371	15.9343264589412	16.2483791413742	3.46354619690373	4.53291968934935	8.47951785162167	14.7367177664443	-9.25302592267184	2.99614892195489	5.19858500460796	4.66540357251954	2.98761932687428	-14.622405699417	-6.75594284638537	-7.70952324897197	-9.02370023370863	-4.84695240360764	-13.6151175730699	9.07724950953401	-0.608852529050765	-13.1390684400113	0.313644237937865	-20.8364769691955	6.53064019880556
