"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"
"g1"	-6.3153673741793	6.13340577363284	-0.223497104092755	6.48998200230606	-9.10402715108305	9.46598946054743	16.4694428115382	-9.5089192613702	23.7613672905429	8.53947529621852	8.98451158912342	17.0790509452107	4.30836814247113	17.3007070492075	-12.1848331478351	-4.59128512080222	6.34907555842152	-3.54867240879359	-5.59212819310922	2.16888976962797	-15.2825066894913	1.44619694943418	5.69636194494193	16.361364629235	-5.91139885819233	0.863510656582708	5.88574957478454	10.9948206637345	5.78505707058003	5.74792428491866	1.51123798387782	14.9999014185154	12.4112689186514	1.73958817253842	-14.028326133306	16.3599030273019	8.25550021768913	-2.0366625064062
"g2"	4.63685293509413	9.68097792986015	-12.3622471711602	0.152099284181192	-17.5296016070631	9.05870016433052	3.82609534087991	-12.397333481924	-2.5540481308951	2.29030385995493	-11.5388151956821	18.1795980708388	-4.21684287270598	10.9824450568282	9.4380098795954	1.62412391680413	3.06327111432474	0.568739693614444	-6.46642016672366	-0.387604695000851	4.5705171850078	0.622894451907302	-14.8459136324406	-6.45996049701701	7.48859450206802	-10.7375045149629	-22.5917135717674	1.14964047504208	-2.68984693365683	6.24173897670403	6.46450345930306	9.2226338266982	-16.50238723072	5.20837078826473	-6.87414691917085	-2.825779712725	9.51615699588421	3.6874935637815
"g3"	4.52023378556661	-1.53903820108882	-8.28604301218888	15.1221517407712	13.7203668045842	11.3002372248577	-6.55037928022592	5.02163302854187	3.49260520463048	9.15675466377609	3.03327149257061	3.08756520049716	5.488345896087	-9.69738409668961	10.7009944526296	-19.6785669560092	21.2724339056124	1.06564045698733	18.2325018545191	-9.22384124723132	-11.5892680968401	-1.14782441930663	14.1675745428619	-5.91486177266743	0.333097694244376	2.65633667705471	3.39193378831141	-27.0383833775153	0.564413969611255	-12.9617173766536	7.22457325841169	-19.5275352562594	12.8297574215729	-3.29217392668156	-1.00105827847663	-2.43551834412539	12.9391690172115	14.928208022376
"g4"	1.66992566884159	-10.18961572714	-10.3763291794763	-4.1184739456967	0.43643926891124	-2.23716967545835	1.21113347889016	4.6710010005577	3.62770120293435	6.26823925112299	6.31830479012092	-0.998272751747163	6.0637635779014	-4.12829513011794	11.2294622309354	-11.3427096328483	13.6501879841154	0.0509639297573008	4.9154959746477	10.5212424894547	8.90727520595319	-6.8999816973049	-21.2694083580095	1.43282957281674	12.8889509618688	7.03241056191755	-15.5747138352922	1.40268339636664	1.87679791138703	9.46378541357536	4.64091518376097	7.7120700693412	3.18686515471073	-12.8023572196964	-13.9723860495467	-5.53617396850653	-0.763906148560979	13.9702646638554
"g5"	7.45374139841022	-3.59418042028145	13.5681027470483	-7.84456260536619	1.79002724553247	3.80267937648215	-3.62658662736545	-9.02743633424926	16.5653087535159	8.92599049268866	11.7160274152061	-9.8465053427669	-21.655405725271	4.32833709265963	-0.504391990067031	8.8192611263565	-12.5553667641945	-9.24827970454705	-1.94080037181949	-11.6662946899077	1.57195252999244	0.950430874082528	10.1520248604808	-1.15744630813102	-19.0779530598771	-1.49213821931581	-6.56437927397381	12.7466981649837	11.4855507685648	8.00655674992067	-2.18802421952911	-0.903280021419979	17.7520212959845	-2.208506837608	-6.74869242302465	7.18846321348091	5.60873023086926	-4.07219014441655
"g6"	11.3895344220739	-4.87525666692062	-1.3289839223459	-2.01554175687906	-4.65956238583448	8.65280326609624	-7.00208766477458	9.08186000128086	13.1911872684021	-17.7798920870394	-3.03680102847331	-4.69374152104299	5.07219943387319	1.80143163829778	-16.9383751607449	-1.99764570693149	-11.3790179441751	14.8995455831282	14.3592799989657	-4.78220655660621	-0.980340418843243	5.91710362646304	-3.81173438669865	8.6142850314996	11.2206352418221	3.41537046611877	7.95758607791771	-6.3331349044038	-13.8275345885348	-12.6263379631291	19.9371026775216	0.790272439754062	1.09917591529087	-4.03313755547682	17.6262660025594	17.4579387806944	-11.8091807380252	3.13145409854656
"g7"	-12.4865060544953	9.16833268190842	-1.10594654064533	-1.63127416939291	7.85237976610128	5.58953826358215	-21.2324918481151	12.8727112659265	-2.94538917150177	-6.16222860079298	1.02472999500415	12.4087786144001	-3.27870139989134	-18.3430728983739	-3.65141287872389	-15.3557400759784	6.90021585168553	0.787163198358882	6.65730945225675	5.90283699854422	-0.411146740318271	-7.05361260028546	0.75573429584294	6.43481658222585	7.75911279973097	0.209937864498009	-1.28336227729544	11.9521874517016	-8.55843009263234	-4.34787852176419	2.64018400423778	-17.1056935529312	14.8724954808153	-1.93178859864517	1.20208357669787	4.24714105146537	-1.62043147507231	1.77194464559247
"g8"	2.8921868386403	-7.53187039426524	2.08052987358654	0.91694533529907	8.75027641652266	-6.46345913529842	-22.1413976899097	-6.9180986824037	-2.12254226727136	-4.21213932837895	15.378309964951	9.69242957091637	-10.6681722175115	10.2353005682039	-5.79662931308785	0.845976639040447	-9.32279876028501	16.9860856135124	-10.0097998268251	-5.65052038446627	9.41499316998672	10.792525053114	2.9883308312208	12.9577245910946	6.63838187877408	-7.4065784439786	-1.54479654663086	1.03652120354728	-19.4986996730484	19.7587457386173	-2.96438501418004	-0.379671580145996	10.1869244006614	-14.1506903118399	-0.779228065058021	17.3407991840297	-12.2106234238621	0.350381864497611
"g9"	-14.9835524781506	9.27079451064498	16.5787462865606	4.70353961817211	-6.95151273161609	4.08547873104881	1.67604592751305	-7.87828337946626	-2.04113997856917	1.62080704624796	-3.24785862495322	-12.2882034657783	-0.724784453042399	-9.73732026359389	11.0201248307258	-2.90236634697008	3.30686376781017	7.69024213192247	-12.5523098843723	-12.6874180439268	11.6049725865003	10.2370819545099	8.78321056689648	-0.100045528241433	-7.11614248172618	-13.0216203904791	-2.65556636064425	-11.2950291630743	-7.47670424371266	0.96518494256175	17.648714082668	-8.39104681105531	-1.10449853521958	15.3895908422364	5.88184938017697	-1.8199793463971	7.93266003938409	-2.2561719010304
"g10"	-5.05341760491297	-1.00703233835368	-3.27425353463725	-3.24291428921323	9.75910355329788	-20.9535353341613	-5.25704374197702	3.83821839108628	4.35063801248067	-12.8200455538601	33.2381368517884	1.55967744515472	5.26187850903556	-13.5006203557377	15.122378764652	4.97611116941664	-13.0970861981076	2.29621380206522	9.46724298306072	7.69466108842934	-12.4205129567027	-13.5944679352235	-1.77031995044373	8.80923829342804	-0.0972053920322858	-0.732464981111956	-4.77761654916262	23.6584303932278	-2.50029443455568	-7.5299303094272	-20.8785059954025	8.13187766437944	6.40930709034142	-18.2443073114078	3.58061640501192	5.85516378513487	-0.935635096609313	-11.1814580333442
