"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"ctrl 43"	"ctrl 44"	"ctrl 45"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"	"case 43"	"case 44"	"case 45"
"g1"	-4.81004200829078	-8.70131823268476	7.91486803741605	-2.18924410566527	-0.328439678355973	7.88344655137994	1.65955751220504	-6.36422322773226	-9.14245848589035	10.4698277549376	-15.4944301385136	-5.98070323717224	5.32419825673664	-8.97326167969111	9.19318908196604	-1.80640145955893	-15.6837037946292	-17.4683418231522	8.14833927182639	-9.9301171711847	14.8055872556919	13.8269904133482	-6.1200052829746	0.362078815169671	-0.457890973531939	6.4018389945044	2.69185391118208	-5.97112855143666	-6.10245327460103	24.3406082134617	4.74754365822519	0.29654723018021	1.49747945343656	0.124759049668872	9.79610402832672	-18.5316755291463	-1.33684646971194	15.1008574492907	-3.08007395964513	-8.80231784479795	-3.98935870431842	5.56931591454573	5.27233873556386	-8.59744886113319	15.4926738134282	11.2348930094322	-7.06030985226675	13.5760048935369	-3.46574224523873	-1.88921703200693	10.9214897407426	-4.78314596413839	-13.6327371911725	-2.41279948982633	-13.4583806625552	10.6149729729873	-5.8854196538107	6.56572885842502	7.01581802705357	5.85420200922021	-1.97737746466877	-4.96350249281639	13.7534494227471	-7.02250040789918	1.72098107176247	9.47637501946989	-7.63487173969408	0.748079927486463	1.663649748017	-21.8621695322168	-9.22314205544542	-7.35260479598141	-8.05536825245202	6.17606706476681	-3.59617910481965	-5.75460781265623	-21.9422604031133	-6.41839359836813	5.99429095636734	-8.5377480721914	-9.69112602305238	4.19776438789418	-4.51909218023295	-2.84296202035221	7.33759631553878	-2.72879577395811	15.1452212003218	-4.2157236188796	4.50521050163244	-1.23744080350066
"g2"	-4.21574195988004	-0.491337987088984	-3.9809467881894	-19.4439228443139	1.98918794223864	-9.2017219067985	-0.26276981058672	-0.559555392026114	-5.98351698576276	-10.1383680199888	4.24518592427672	-8.02917915896582	-9.71806778954491	1.36777683031063	0.188991772292142	-12.6566758472482	-11.8827699470734	5.67399446460462	-12.5650485906718	6.92008724197504	1.21261933174858	-7.20361476696026	-5.4769411890029	2.87216692557318	6.47378562428619	6.56485647520885	-9.59874451443751	18.7584819497047	-13.9620493619149	-17.281346184371	0.158155958766254	-13.1239982725343	-9.75928786322598	7.23076777873859	3.37503907130305	-1.74093300251171	9.48818296114445	-13.8833230430601	6.74912159005502	4.30878178296869	-4.22422396625864	3.48869710745059	13.5228514746863	5.08077462163285	18.7359134774714	-14.6173931486836	-14.1889258728963	18.158519082581	8.07004561785551	-15.669604518961	5.64663572862993	-17.7450021893003	2.51400333968852	-2.89287982701073	1.0948791893227	5.56563407526881	-12.5411133532013	13.6466079216202	-2.76421608945783	-7.63200470714426	5.73952630147454	-1.14816991132311	16.8850415373115	13.6267417432313	1.10199451614275	14.9350615951928	-1.79753830081334	4.35292629859993	-2.19709913695082	-2.17118462731175	-5.75572305147778	3.19545271127911	-6.55094750023337	-1.80929889739775	-12.4495238760261	1.80733441773617	-4.42004648126153	6.53905632005662	-10.5308999283225	-4.73651548288677	14.1980365502226	-5.44833238067513	-10.1433852275159	-11.0760638802643	-6.96146372660418	-5.95942473709364	-0.892040709597449	2.07181932635283	5.80356015551961	12.6782620105141
"g3"	-21.5577676366136	5.56942111003095	-4.42325162941819	-2.86315792007557	2.21816272751377	-26.9214484070224	-16.5575625941843	-8.85082901583866	9.59676577690951	9.1114451039715	7.93557473999635	4.33218707559999	-13.1951014771428	22.4330192549369	4.40030379573328	2.53269695861974	-8.54138871506347	-5.84193371943012	1.02774244824358	-25.0366775754477	0.580980954286825	5.68185154686463	9.58259325109459	3.72179145396741	0.0951282916116728	-18.4427836505114	14.4706542644465	0.47062333878613	2.7719486496206	-17.1601991133831	16.513830291669	-9.48588002366417	-3.97644473482544	-14.8553722704485	-6.73430275315711	-9.5597072866462	-3.04224674407455	3.38777803115964	-0.507677812975171	-2.62552710252521	4.46726027684122	2.54548779347331	11.8882490542087	16.1831784009464	8.93655584285431	5.40333147587265	-7.27826174893088	-10.3692921922778	20.0559467341584	7.53893987908752	-17.8199901568206	3.19749539254678	9.47791530826688	7.24118443583187	0.317294971416031	-3.68945701001901	-7.86429204180269	-17.2575449762445	-8.64104499713126	4.55296285475545	15.822522109825	-8.22855379807502	4.68961737530313	-10.2672294241456	-5.52141446051764	-2.81994958626716	5.96337418201005	-8.07228481611103	-3.88459829779051	0.537198442437754	3.28092850609647	-8.89773835481148	6.98723243293046	-4.64695432492406	-4.5221958863938	2.44622229460135	-2.31126958864449	-6.12039344001511	-9.74217770812737	22.2374074797346	14.1255572249947	3.75982937965418	-5.64846894383243	-4.46288961059325	-3.4729850653926	3.42075100488476	6.97940131307882	9.02688194955487	-1.07345087332937	-13.9727004166239
"g4"	29.0208431791321	11.3420631522948	-19.6099616629622	-1.99650382076155	3.12272349892736	-3.14149310608406	13.0371050859025	-19.3236796755281	-2.62725098991838	-14.3305584974478	4.305152643204	-14.7752867586388	4.41533450874968	1.89697170504557	-2.76428190239796	0.682377655897597	-3.03995980786005	-19.1578794165336	-2.51722088622488	13.2990492754879	-15.8829355469283	-14.4902072638382	-7.28292187960338	5.49641241963096	8.52260749815237	-3.65407002107445	0.477987987261852	8.4531937237257	3.83691807530688	0.923892106403116	1.22375711734601	-0.432111656056187	4.66834405956823	-12.6063760783368	-3.29021013935535	-7.88707478298034	10.4414851467628	-3.40119061491167	-8.28865771369804	6.70999295948837	-4.19639834778748	-8.10610091288232	-13.6167923799963	9.51394496614629	6.71434806893476	22.5279334207464	-4.7533666593118	-2.74884962546049	-1.43704854789031	4.5010363683984	-9.01731860887882	7.63744296823586	5.7870583959618	-4.03354598090038	-14.4849484523589	-4.30905075589337	-20.0472230610164	-12.3914863133978	-12.3768998720865	7.19960448293929	1.85940947291247	1.91314572225265	-19.506421362046	-18.7686813786968	22.4825259105426	-9.93640389271667	6.85241041064091	-16.1533689178997	19.0042056015394	14.5459858306643	-7.35275110011222	-14.7297139078412	15.3679976862936	3.17913377242847	-4.25600603248024	-20.964144852653	-0.0487723134544867	2.95588630184968	-7.74847309468367	-7.38068192452874	-12.411744146171	-2.0750906576859	-3.4735118781299	24.1486966335575	8.15393029730137	-7.81877309138339	-2.14894970035864	-5.69333102039527	-3.14458532020047	0.706404330431995
"g5"	-4.74228412230638	-20.2295911220394	12.6335076766221	10.4146136911085	4.37884585225604	21.9377179542984	-2.04882973839455	2.36481666227457	5.36548025783863	0.394651518419131	3.7151032568793	-2.16852616530827	1.44057816665033	6.62239179690968	-3.96915051378759	7.69752016857464	2.90385164164226	-22.6640689332025	-14.6459426787719	-2.7998182752876	-1.97361625889239	-0.835078647618766	-4.69947919705517	4.83621423196226	-6.27954801123673	1.00777988488769	-19.1680541716599	-2.68579672717145	9.22088398909788	-12.4085555592739	1.45642762921007	7.09586469682152	5.27257876007102	-2.98210604850112	24.4519977804952	-24.7345684233467	12.8291484288649	-10.139020882921	-0.517094981065649	4.93196058846032	10.9846286898159	19.1117818497464	-5.5998764005298	4.27507837171714	12.6353738077382	-9.87314733271541	-5.02240333864888	-4.51430897659385	-8.33640261614301	3.0773573997757	5.05389642470263	4.38705348398307	18.3988989236393	2.62200385019877	-5.57448207840303	14.9484411752799	-21.295216329101	-2.29897384568961	-14.6010059992711	22.5689247758799	7.65293522758763	-7.40574717892883	4.74537525099302	8.6501369217726	7.05974923272226	-3.64966513089891	0.558890393238405	-17.352507523213	5.86658988248711	3.20242736763535	0.843188226709316	-7.19257271589406	-9.18269108562603	2.48863344357106	-9.37689963886467	9.02950658649072	2.42262133282461	9.78854977877764	-1.40657234940412	-3.00326621223971	2.1243195696272	7.86380504640534	3.98127684619306	-5.04573948553616	1.91738884479585	-13.7081424739754	-3.31795184608152	-11.9515465919113	1.87717755101714	1.08214111478626
"g6"	-12.0726133030928	-5.3960661617325	10.7060798378202	19.3528933040904	7.15462029505911	-7.00433918656429	-5.10474604678565	3.07504919750035	-1.26817597836139	6.80856254590017	-28.449867291072	9.63012410309946	-22.5739269669173	-6.77960500092104	-1.87534331076155	-2.60804691870063	-5.66404466802696	-0.724587029988014	-0.317204418992551	2.06745026091986	-11.065023271526	10.5111140352888	-3.55309974614825	7.56067557493886	-0.728509704290163	-8.8047656900806	10.1667285183238	7.87233588668435	4.0775134647696	6.582624734684	7.92761655238716	8.0504181932194	9.92443412371182	12.3649917002671	-13.594962441911	1.23147643560457	-8.1331838133693	-18.3172082556857	10.9936904153151	9.73637069256949	4.3466545098239	0.646245755577276	-3.23948868843105	-7.03080820265012	-15.5419002814451	8.52985697624241	0.935883589864415	3.21733690880183	2.64674056946636	18.1801933938543	3.97352222435058	-1.7696445376484	-2.63848449745335	-7.36014226596331	-2.42825758415023	-4.55263999890908	-2.74726717930972	-2.94864028678756	7.71853774631085	8.8939685067995	-12.9944938720101	4.04124834155477	9.87150527604186	13.4293679837611	17.0490579528182	-1.76147280535875	7.27432953403584	4.99271901712862	9.21785601904796	-3.09974308412182	27.8155989461456	11.7312227299292	-17.9832834487151	20.7736197014713	-4.59936070410857	23.5537009984896	-7.3215635578839	3.77620009054044	-3.55569836935637	-13.6628574854606	7.55213214106218	4.18582798992979	-0.502831434024083	-4.25059338649912	10.7507361171882	7.09957760304462	13.3751736473609	-1.60845797037895	2.68610942859905	-1.51194327702379
"g7"	-0.0170525772954483	11.1526128617705	1.41622791482996	1.79709991792815	-12.6510655678837	-4.41836822436362	-16.6885616476102	4.10174622682334	-2.18892264233779	-3.97921527402587	1.26071733370413	-9.85527228100649	21.7689623208818	6.06033049654946	-12.269088644363	-13.712153266792	-11.0030391761256	-8.5581543510265	6.81800471601526	-3.78822892438698	2.74216508671821	-3.14768263651922	-14.8376218592469	2.91097138006371	7.70977110536306	-9.96631386777687	-0.266071329354597	15.2997380165051	-5.01472884373032	-2.55626404528966	-15.100871902164	-10.3974030777476	-11.7042485180873	-6.95180112081886	-2.68723449456716	9.17651602020456	-6.29159282389039	6.01616717598442	12.307185180482	10.5888308411538	7.96612237850734	8.32056951412888	17.8948819583761	2.61313273343576	7.49537742181265	9.26738058340531	12.7748411228246	22.6818908511641	3.39316184371765	-10.9850857605142	-6.60565446587996	-6.13231898114194	10.3024578294384	-3.38255301557071	18.6994971955768	-18.5467433654092	5.13937124935879	6.42144347951659	9.78238565293268	-28.7099429366608	-3.17444351481986	9.07992129378134	-0.455456575797359	-13.8300321669846	8.56837039603378	11.3055232648453	4.15437031612367	-10.1334838919417	-14.0093322213614	-13.2988710895086	11.414417581702	-4.60976115281213	-1.35712358513195	4.69799598477858	0.660510788375984	1.37038194291686	1.9981760488471	3.29133576113138	-15.2993978328443	-5.38177992900967	0.0885970192319563	1.28481402988204	2.47435209690734	10.846619737671	10.5408310748074	-26.5448964693458	4.34925656849629	7.64943201612875	13.4406912761515	-1.69712293812471
"g8"	15.0995725237447	-5.49150669712611	14.5996531871436	-5.9668993068671	3.17066727953588	-0.598866978563499	8.58546421979866	4.86450448850176	-2.09911139934977	2.51171036388406	-6.10900360409248	12.5783540970121	-2.15510052715208	-13.7385324145909	0.373393759607256	16.0052743114343	-11.1883512700422	7.32035871379931	21.9648224579246	-7.29474308795373	15.1317718502879	-4.00009213109987	-8.07502560872381	9.13449894499126	6.26980061253801	-5.88232853158506	-3.07015505346562	-10.2353060755283	-3.42807384100373	-4.05908006637594	-13.7768498870365	-20.0803141688518	-3.54048913045635	5.67511998049912	1.94411307441159	5.95459433927276	-6.59849835220475	-3.93697317517586	4.84310834832108	4.14999047141438	-14.6738478623778	-16.0868133023436	17.4498583062026	-6.43337011306544	-13.477139804298	-9.91999966283024	3.96258818044295	3.29194926283579	-8.14669239399761	3.7884115760152	16.6069946548764	-22.9169315508008	-1.20182970427288	5.19388197268134	5.47016886662619	-12.3052071928809	10.2865634286401	-15.6880041142225	6.96423278609992	-0.751161790418246	-9.54784746151139	-16.5783109038515	-8.89464257195869	10.1697508897883	-8.62234812889424	-1.09086568551996	1.9630121153525	-1.29124027185595	2.24924104728338	18.7670951098175	-16.0392983623236	-2.94610194880295	6.11263162112207	-12.7329387984198	13.7606623617479	-12.0667370005403	15.7278933519941	-14.9838868587862	-5.29801883249419	-5.82251718626403	-12.5538241491758	-4.20072260703113	-11.6263996998377	-8.47807035130177	2.80300507676321	6.34421036906737	-8.60737507261016	19.9998738620452	22.4494517585053	-5.18853240475075
"g9"	-12.9388061232886	12.8006236309175	13.8872283708296	12.5988597982058	5.17641007625264	-5.64075264835092	-4.31607180439518	-8.30081011256869	-0.557712577334333	10.6269744981269	8.4100315525706	1.84579897785232	-0.543103527484545	4.46125902466872	0.52759117519222	6.43474686261431	14.2775693731352	10.8803231986395	9.37947208328073	-6.94806822737121	0.274944145631525	-19.7191054924643	-8.04174753943836	5.34413086315873	-0.862057246743551	1.01326709940242	15.612740875663	-2.36149683059511	-2.13246739669427	1.44762023097095	-5.21815501946976	-1.75152475101572	-12.6185319702858	-9.93251584340554	4.4820307410893	2.47073204323006	14.1308094129696	8.41075737949501	0.882600098768113	0.196678588940379	-6.98475474213851	1.87375488288881	6.19128834879924	12.0633482268941	-9.03377666569332	-9.72425092834547	16.2873479210611	16.2001891101947	-2.98128891787715	-3.51859047136727	14.2525838446372	-8.34146363291098	4.04908047607079	11.0634832243878	-5.52980078268511	4.24086439213946	-11.6106332098899	2.58061978010655	-12.0545190791668	-4.95273939510306	-7.87510626136819	-5.62500476780864	9.81323696728084	3.05987748275692	-1.93709674226799	19.173141053286	-6.77153616684796	2.61240502832408	-29.5651818092617	-6.22936004741944	3.0238718038963	-4.13593312022704	-5.51021081875465	7.20308590102242	-14.6932248874839	-23.583556961265	6.09882053198982	14.4978065009318	8.13513538505127	7.62592497086185	-2.96446009391708	4.61431551809589	10.5060600196516	11.0489603327174	10.3005714231135	13.093232885909	16.2430973868496	-2.71868627485568	-0.576975542016511	-2.99599611064563
"g10"	12.1042017936644	6.13247198440741	-9.76505218184009	-3.2469026825323	5.50930636367957	1.20966568862755	6.95138736709073	-13.8302815005602	3.45799043727601	-25.5471446800156	4.07205901990605	4.60543683379509	12.502120785284	-24.8986187289211	-7.30399391153669	0.369517075644579	-18.6129669888875	-14.6077993345452	-8.77631986952451	-5.74225915344641	-10.4421198592263	8.51874804378967	3.10574973113971	0.130033149663142	4.11924433477172	13.9663989683493	-11.1176210262126	-0.045594992254038	0.74668415186999	-7.4197023651228	-2.77575354816128	-13.2842650962725	6.19001485858107	-6.61407352278298	7.357650641602	-9.35317986408716	-11.6204936010188	-12.6005079569244	7.80503102081183	-2.97867401212328	-7.10688831169336	-1.2857717181754	-7.77699245251392	-8.69207280977091	-3.2108399585028	4.78527014836379	-7.11692498923458	0.188116092918874	18.3204953560153	10.4441670377217	4.21010304968583	3.30230492924757	7.39246011515079	23.132546606545	1.42152646118726	7.66468767946104	-19.871588484529	2.67482600813188	-2.0233203990568	-1.92331186842007	8.04835855270077	-13.8246475521022	6.4151570261484	3.72429732280726	-6.88962522071156	-12.5583111704899	11.4470704564999	-19.1319680426651	0.771936087178161	-14.3140643868536	-6.45481173110416	-9.69896005422719	3.29043651478644	12.9775982541184	10.829366662138	5.137457214227	13.5264472829224	-9.2651172115214	-8.9099292442155	0.275235567369748	3.44478096801396	5.76654566789454	3.96765628997915	0.198483370247987	4.01687778466635	1.00149466245081	1.97896682813222	-6.98806828510697	-3.46100804800099	-4.86551883015559
