"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"
"g1"	3.56726777910109	8.48942555103615	2.11528240234331	-3.72409622425881	-9.86799708246462	-8.91979798331341	5.09299289908514	-10.5428052856031	-2.23526908988637	11.4020474153057	-0.45370909423905	2.55635921603075	-1.96766182606124	1.00922589047679	3.29508836541213	-4.53294059454181	-16.8281088200903	-12.5216181992807	-0.354356277662441	11.8135491307917	12.8888128654427	-13.5011164667374	-14.0650132538976	-15.1117758108847	-0.371380183355523	-5.04467669832105	4.23653637229579	-1.67443586748513	-13.9406834531951	4.20055627410909	-21.4510363716962	-27.232528254471	4.26729497627593	-23.612953699346	-8.41337724892962	5.84622444825697
"g2"	-10.7254909213044	3.91071543133016	0.766617500964511	-6.91745965892269	-5.76452378125996	-1.64029966175811	-16.6152096721977	-1.83070041716405	19.0127530261254	15.3378054950333	17.531591255098	6.91509816018592	0.00785262983217412	0.902901726822974	-3.17420959676584	-12.1967273852745	-10.5852310788704	-19.3531149896544	8.58130467002947	2.42307199330312	4.31433706237897	11.0649517959963	5.88136855009731	13.9260793766594	27.9965745952204	-2.52959527424607	-11.5539421270071	-12.4141208528287	2.48603462124943	2.52474266512789	-5.45083824906264	-0.382716525360076	-0.230609864202529	14.3070433576577	-0.772928214982886	-6.82050825116002
"g3"	1.53505150762101	-0.377421296764249	8.03537920412651	1.25198950799264	16.0784234073952	7.33525802783639	-19.3257531180337	-19.4174800724479	0.0436521239656764	1.55995855732451	0.334897634359477	-10.9534735549952	-1.97327083318575	12.6046810979253	15.8723344049765	2.56062975430591	-9.32883469716293	-3.10332491980379	-17.1031201601016	-14.4275160976337	-3.88703173129997	6.49371447552908	-9.11270530500303	7.4605742360211	5.88042030945892	-9.33170379933367	13.4257392927745	-9.62292003525664	-3.32136534553716	2.47271501069023	-3.07370566273381	-0.420497027190549	7.03337681362422	-23.5184836425428	-3.57351784403464	3.85495127059528
"g4"	1.97411224073103	-7.68372520236785	-21.0846890034063	-5.89621236803653	5.99361652397018	14.3333636395734	16.3344475297205	13.3417945618164	-13.4985167373201	-3.96403707099132	-2.61480689835737	0.468160483734281	6.33609278806118	-8.81018778121874	14.9828259718254	-9.39300238443214	5.90367718338799	-4.91769439175408	4.96207444788958	-6.70385475576868	-3.5484104251463	-6.22032485520797	3.69282865619993	-5.92938727439794	15.8789886932794	-0.408251206952134	5.5266443361585	2.39463921688038	16.2659980879419	-16.5714838676684	1.60744746517719	3.08745123150361	11.6058527333379	8.06929042922771	-9.76296441525264	14.2794436733
"g5"	-11.2185932328141	-23.407331951436	-1.96208257983711	8.8528013494268	3.04675693000372	2.9133807436186	-7.24498305430862	5.80550707526716	-11.594931514264	12.6755135184916	16.1958198288819	-4.23960669927628	2.65675767196655	-12.8834394558939	3.55580380678796	1.15567382258108	2.6012038957121	17.6101347083418	-0.733086735201124	14.3651483432442	-5.5773685987225	17.5919804757547	5.49834883869906	-22.3179581091685	0.90957176213582	-22.8792525273509	0.551864489276558	1.21662431220282	5.30095908050967	9.35475393535515	8.0531756775507	7.8869472813741	8.04837629533373	3.16852340866622	2.70196890607894	17.5653624848171
"g6"	4.48318881562542	-13.2242829145414	-0.726573178639308	2.34796949028875	-1.8089173608047	0.46711544627615	1.00957875189784	-1.69009793022059	-3.56797394169438	-7.57687660035422	5.54495595253226	-1.32499399964513	0.0918035361249638	-2.6742430578794	7.74018882206106	1.7578850919954	9.9479676102336	9.53382130108673	-5.05100216767187	-8.30984173423988	-20.3589025589062	-1.27988987325081	7.6899120594664	3.98856738576476	-11.2568126070559	11.7918534265174	0.862798968906395	0.664662694856875	-4.05916800308826	8.31221401977707	-7.76693149257158	-6.67876856393179	-8.59898958998754	-11.5129053951772	4.9615614697695	-15.9392804099028
"g7"	-5.41338674291044	7.17448233372966	9.46700382308732	5.3253942074426	8.24839192133885	-3.44234555309536	6.64142134187535	16.9902132866967	1.01169309416549	-1.89848818354634	15.6079883192265	-13.3886645286635	-3.63200444154444	8.68499300528663	0.535460169362525	3.8054154813598	-5.94497180344729	-1.32421986199112	19.8310359825226	-7.75293352317164	2.58718246760614	12.8103454586271	9.15246063252069	0.7440396064777	19.1472466951574	2.04448595824873	-5.23723949828068	-3.44055445241182	-8.05173014798187	-9.60248688953194	-7.06305393964957	2.6364656788543	6.13439399275917	3.30926580557261	12.154493639575	-2.90109479672705
"g8"	-17.4000762191774	-13.4105041617538	-14.7940132859774	1.45937304537925	-11.380429699777	-9.06561359493358	-4.81683004228399	8.21060842057628	-13.9865202320928	1.11538801186923	-5.07151264191449	-13.1109005907265	8.56803412934671	-9.00084318155916	-2.03766342568288	-6.32736148213319	4.82364041234561	4.58948713087503	-18.1624521646875	26.8320725173404	-3.60440084300504	-9.78972371064407	1.8186953811186	2.56376569556676	13.2262373674352	6.97983702831776	7.43806488516562	1.51700608319315	-8.77198296599381	11.0586283799814	-3.55582915193482	0.768506284148949	2.90917195663962	4.48947456582386	-4.15504928243236	5.52685080725652
"g9"	-11.0286195846986	0.0108872495906543	8.94160462960181	-11.7417873873167	12.6051244570031	-5.26323082406705	2.36843594824226	10.1344768090359	12.7353772179957	-2.61906574703335	4.22866481099636	4.87160275850997	2.36162342863349	-13.6871442759364	21.5230333557548	-16.0734777315792	0.704342977741919	17.0829861938356	13.9453849392974	16.9387133261344	-5.92833689633473	-15.3281187945252	-11.6093681783543	2.42463367823158	4.56947457806114	-3.64202861873554	-3.38329299860722	-5.02870076012755	-0.838125246241571	15.2727180307072	12.7510332661329	16.2942763325719	-10.6930700831428	12.5248439119453	-3.65135703142854	-3.84388289476366
"g10"	9.64878596799309	-14.9888465225002	12.0329106108122	10.9342874362768	3.3552495595492	3.0002659949563	14.3717340524365	-4.12210993892598	3.38731941685113	2.04077642286555	4.56849902460166	12.1271307095499	-1.42019305832077	-1.56552348892931	7.44753981032507	-5.95849681857936	3.69735588435357	-3.35531486726516	-17.8135067083497	1.52549440822916	11.7837492538783	11.4560947279695	10.4416945546187	4.47193136441274	1.90181842798105	1.53489408454142	-0.385283198588807	-7.22063130129236	-8.94761923873494	1.53667338346679	11.9773451092101	15.2808237261141	-7.69337245821338	-3.80231592220451	-4.92557775501085	1.59114320259774
