"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"
"g1"	18.526624821662	15.3259193890296	-5.91561489040136	-18.0676186166518	2.34655010691321	-23.9405254110855	0.394793953436847	0.654316849501138	-8.42489374880047	-15.5865296906698	10.7168104632472	-3.29615566847396	3.01034831068712	-15.9594725678737	12.7171142347709	11.7640170056925	-2.11301667926659	5.34906635179274	31.5435823590561	-18.4890347180465	-2.80617541637433	15.7632540596164	-7.46400015546791	-8.31637130760138	-3.81795184868286	-23.9231139982543	19.0194513053915	1.41440787336023	13.3147610110095	-5.54485489372365	-15.0298019558926	6.78312226011763	-0.753626121564503	-3.36727456630614	-1.1770284618193	12.2640228003454	12.7556550942324	1.672824802925	16.4274100622434	-3.03767177648106	3.8801008682867	17.1332440066594	7.08338635987085	0.37220658310703	1.1126471928617	-11.0254930608448	4.0724444799791	-8.05554468892394	12.9275842196736	-4.8188357312532	7.03895970150683	11.6767770047352	-3.15375517634631	1.48079691774585	7.90066740514207	-0.595956010365872	-14.0058933418808	-8.26501276147562	-16.1778837384533	16.6464203677561	-16.489930566392	1.93717874474132	-0.112491334004319	30.5062140783094	-11.6985027379228	2.50771660293786	11.5840769532072	-3.45029687029439
"g2"	19.8319463883383	-6.50662256595331	5.83834018783645	-9.22585914784475	1.29746709703284	0.184619441856213	-1.96652549149333	-1.87479505894	19.2880521957548	-8.04899578826412	4.01817805097934	-7.76714095744674	-2.25653980137094	-2.85300736181449	3.61569881449617	-3.96211795536999	3.28963186066926	0.792215543596749	-10.6794684330312	-3.36028867256459	-8.60868657901076	28.1328574463302	-0.0561445076779044	6.49125482113177	11.2626977500716	3.26779091797051	5.93530955010749	-14.1223699488356	-10.1709154522236	4.82865671737393	-2.6996888102242	-17.4606882674205	5.96469581123675	-4.57359136272896	7.99010108546095	9.61110711379891	0.781982596612007	-7.14798635503785	15.4093304546126	4.53353872401704	11.0162862497482	-6.20844634234304	-10.6224243067583	-9.15356900141042	-17.6106431267831	17.105465354611	12.3556818886447	3.02582229574988	8.73539282299072	7.12160452525949	22.9677253595846	-19.6692397098261	6.48660732381865	11.4675534060705	7.94817802514377	-18.6985938161628	7.50541413832446	13.347727199587	12.6924355337517	16.6594319908399	18.1081162940772	-13.8624656707075	-9.80470328410137	2.11155397580094	4.22117804384949	-9.56493411090683	-11.5275681390802	-1.25142521884609
"g3"	-9.70513702837514	-11.7718313057919	-1.3498420388359	0.769528081620382	6.86179450306869	2.44297220517912	32.0596661236316	-1.68310114437927	7.4723106757441	-3.61289781239705	-11.5747021983339	-2.67740804192099	-9.49572087703933	-10.2005240030812	9.96203424723466	-1.85945414879619	-7.39266549553092	-27.4129680480626	-4.49157121330247	-18.6702935948517	-8.0601989909801	1.10262985294294	18.4123202146477	4.74676461907813	14.7465877122929	17.4778628455387	-8.13175637415312	-7.82112814333674	2.79712739350128	-4.03323627002432	-0.725526124433867	3.67687308793545	5.76436033368132	4.57186251859957	-6.30878614841032	-5.29015097050054	-2.79886348663671	-1.80895447858103	-2.12547623690195	-15.4308350429638	7.38806224430181	-2.90292440235594	3.64567106694818	5.36551409159292	0.272313308895645	-8.69879906522107	4.14388028301332	-6.64224413577366	-4.59969176076722	3.73684342406821	-11.7922681347467	-8.79251376666919	4.44534211325456	2.54954646905645	-8.91526892587358	19.6811129946744	17.3410087961432	-2.14770795538451	3.78090373531221	-2.14586575920309	-2.21702496976731	-15.5725201669944	-2.459636522142	8.91798502875937	2.21539091613675	-15.3891606695952	21.5783520087664	-12.5728712256511
"g4"	-7.28520813568473	13.5970200632689	6.8193302628247	8.28039249258629	-6.9540157591731	17.2279354292894	-7.18356964925595	4.98939398477233	1.76272660752788	-2.20622867829713	9.3175988495855	-3.0347629787664	10.5445600238326	7.37696535658303	10.3256266961425	-2.2476468419625	-15.3302818445104	12.3491126453508	0.1914858697179	-8.11078183041974	-11.3609607464596	7.22441892137938	1.80717324966896	-3.17251728167765	2.44691234038492	16.1225714107879	2.59436635525393	0.789039575129071	8.14632989902726	5.74223208664886	0.961400758000212	-13.6935532833254	11.9352515362136	-7.01029259748908	-17.4927864769855	-3.98020721866157	-1.61817384726803	2.9077075076348	17.2502453315946	5.37858702889636	12.6636889749904	12.8291060663779	-8.4740385530308	11.6304566654769	1.17471297090542	4.55748425990831	4.81850563714913	15.3020498978917	-2.09145986426617	2.93949685498811	7.18356380129493	10.1286165177988	-1.49081965282388	6.31754269617695	8.44097299336505	-6.98471000448649	3.18393612726328	2.8566364050472	-8.29821693286678	-9.98224865773024	1.44590831768782	14.8410071251323	8.3924016304971	-17.3544901068242	9.93460186922942	-6.60680219493911	-0.71299425489218	9.12831144992255
"g5"	-4.51527167657537	-10.3396898696279	0.674459471571552	4.29981023933195	5.92877880625715	-7.26021918669097	7.63120403550852	0.0127123580344401	5.37244490546775	12.714439819223	-12.2190551765771	-2.1229356221385	-9.61346912771375	17.5017006408473	-6.74340633051113	-12.8873506775326	-2.61873150959166	-15.8231937926813	-0.110092006297096	12.8971540320536	0.171140704327193	-9.56087601581804	1.88682331642858	-5.43032986171083	-0.0566612502155135	-27.7388119286346	-3.96504570435468	-5.66141136804061	12.1079235884619	-8.78306560714484	1.67794074304704	0.459252476363845	14.8609431109189	-22.9875642435361	-0.122075074816631	-6.5316655584407	3.97271002869292	14.7732123058766	-1.34359256565872	1.71817824638652	-2.11277287512476	-5.24386646641491	9.84016666592479	4.69884974485479	7.41683613294619	-1.81628591673378	-1.34977142722616	11.6087663086161	-0.875092779594895	1.74914887455943	-0.824145560008762	-9.41546122987428	-8.59396343165269	13.764784615831	1.78739752002319	1.54812403481062	8.08119647508832	2.58282785976448	-10.5818220732154	1.3505731001751	16.5964110564279	3.04399061034313	-12.9187087176416	6.2425142561887	4.32129563628673	-1.89934358486469	3.46425996990166	8.17851589225205
"g6"	9.25169012643208	-9.66753458344654	-10.8568650256331	4.91353939931455	2.13141159965487	-5.56885036325545	2.05648702434965	-1.69867689801505	13.3731822236907	11.8816848114171	17.6296672471146	11.2195643866583	-10.1790190852235	-2.16689268060729	-7.9412133993595	6.29856056432364	9.36767368211942	-0.201100832527482	10.0137754383345	-20.0766433603386	7.04711990929696	18.5870757969896	11.522489746879	3.39256415951923	3.4139299962756	9.24281496357452	24.4785692309131	10.2611115728477	-9.70823374936372	-11.2528580762998	-9.1066919526149	4.95189110126747	3.53831474070324	9.75392856114679	9.49222100042161	9.36705572542654	5.14062305202871	-3.78137214170222	-20.0830666956788	-9.09198460648953	10.1376479714621	0.588071144554811	7.47717658543508	18.5667210006335	-2.89991738008055	-19.9087779224467	-23.3699391263204	-6.91625521824495	-8.93082852891887	0.239214585148207	12.9800084110864	-18.5154091469761	11.0517766672341	7.70935097067101	-9.92880846836367	-4.19044957031871	-7.14126631713924	-2.97568684360088	-0.421557900078296	-4.7641300957426	-5.03772401011431	-2.53168928173915	9.85946790420829	1.726105682641	-1.15420564827428	-1.8812934317308	-1.20306458058443	4.71027975693985
"g7"	-5.045643244069	5.7802399891935	6.10610929208882	0.560448347708929	11.3858765042793	14.8944054553393	7.15599680200915	13.7724064258988	-26.283264273345	-15.0029449756143	3.52028724075192	9.3650363616605	9.15568830065906	2.21716506817186	-11.5898116515321	2.47359120085842	3.45053572813329	1.81388927897915	-3.9589628922296	12.4119005739941	-13.947412956867	10.5968128111753	0.000607494655064605	-16.6110416353914	8.81948936766712	-1.08820147753475	11.8555404412399	25.2847553303135	-5.22749463806637	7.04064476965689	-14.646725948098	-1.02328134537552	-14.6501312232678	0.246926630521204	12.0728402980457	-7.89876282532459	-18.28622336287	10.2860378335293	4.68552101466679	0.949334998902524	15.4739619929758	-2.11711730957206	-13.2576247126225	5.05440885554149	2.93373445065369	14.5632745889901	0.707953077506249	12.720767191392	-2.21631993767615	-15.874943372341	2.12722416544773	-0.0317095539799978	-6.52547665451461	-4.37079406263033	2.82220598279822	5.05005567940304	-0.19319172910783	3.4355086403153	10.971121277679	10.178315035111	0.0624741673125013	-17.2551953185564	6.6354422832284	12.5121094189358	-3.52496430999152	2.43717467167597	7.1875534968141	-0.133188154196282
"g8"	2.07560445223272	-1.34186740073165	33.9033090070043	-16.7794391917579	0.286704372599307	-4.10622812841156	-4.71511927688358	5.98309742654661	-13.3003620678886	13.0514011648538	-1.83440630689041	-2.3471446724139	10.5913202448492	-8.751119862418	6.87173205560974	-4.50884578832973	-7.70676207142175	4.76119653829906	0.0967718927519934	10.095566096653	-11.0502522644831	-8.13027800848607	-12.3101607866704	1.50886545604758	-10.5721400466844	-0.499121826005303	-11.3480681768712	-2.72342750644853	-8.80596028521166	5.22724427016507	-2.89703619804728	12.9092837239805	0.994460533570063	13.8927874056431	-5.89915309031948	-5.63301247088805	3.20778426701808	6.37357631852386	11.6771646815791	13.2551809163834	-1.85619030531723	-10.2290148947696	-18.7699034979472	4.74919425903961	12.8350669170315	16.010490365998	-3.99561192628717	-8.36707768293467	12.6244081298432	-14.1270995403519	-20.4104483087095	-2.27191194723984	-4.05682874548317	11.4363711776943	-4.15418172691834	7.59141617358205	-6.02703683719307	-14.2026314914789	6.81972158840653	5.97940152280923	-6.07106443381276	4.60858371146562	0.211197705865408	0.898195510892073	3.58862736370549	-17.4289920130381	-4.29906490362126	-13.1361349179736
"g9"	6.14383505172408	-8.74129697201963	7.94004417968287	5.44749738592892	5.24531723028276	-8.87727803973327	5.02930345501875	6.06121425368182	-7.27842218077741	-20.8451788756771	-14.7273659201841	13.5552980460435	-0.501041860805864	3.5706882395198	4.35970397281394	1.90367223761918	5.69222047848536	9.05348382050244	-3.42965774600832	2.19876134681635	0.795618441726218	-19.1359081672858	12.7270911581885	2.92696335608345	-3.58744420307309	-2.1622144646295	-5.82484519158101	7.50569417520489	1.55503587499648	-17.7588467089493	-6.22488984756434	-2.02353273683696	-7.65653180334245	-9.12947310845816	2.58439974078373	-11.3287633683478	-3.36918931744778	-0.771401171692503	2.7245783146607	14.6574399579221	-9.50754063588904	-2.67221212216312	-1.17471591844893	-6.3800686706914	7.43314278955161	-14.56974561075	8.05647814874595	13.8305924847466	-19.5488202571332	19.3773499356702	-6.49921645018234	12.1624158557193	11.1612051877787	0.310563392585549	7.15346033112815	-11.5220381094344	-1.48572391376632	0.0380191246422129	11.8516641851911	8.56906153057995	18.8301821228478	5.61528382281789	-11.2726332693504	-9.47621903469172	10.3383380445506	-10.9640743079182	-1.51186798909242	1.1727758381125
"g10"	-1.93858210141212	3.24648517027606	-8.96534916762077	-0.0123467913045567	-20.5263771580777	-18.0981595750586	-1.06383991715117	-5.60263408059332	10.2367398181471	-10.2937105562167	-0.65733344526908	-20.1512322813717	5.07976885875517	2.73245236520537	4.67355145181431	-2.7941573745478	8.26952533118946	-2.75926569330657	0.890265296645679	20.9474036754468	-17.2257982188316	-0.410633663101953	-25.983874109637	-2.67356260298124	3.05592195101987	-10.3553728369517	0.47955536524629	-0.431294470126955	16.0603514182687	-15.9526638744408	5.43793099757319	7.82370173967669	-1.36912843356761	11.1544648248366	6.87184872220044	9.60356430934718	11.863025475509	-3.26711031031743	2.59277398803382	7.64367166303889	4.39534421793069	6.18384055677661	11.1950394687787	-5.2492267011677	-11.6784903846042	-0.559647359748864	2.23583637898859	-18.1834146309543	3.18811932028361	-8.18015109869034	-4.97556104647429	-25.6473185397488	-4.85267028145038	1.64049843057555	4.4677966335729	-12.3087042951439	20.6425175093384	7.77149189692275	3.97275021642961	19.9564809622269	4.22851507599711	7.31805819359152	4.13694178085271	-4.96515532122924	-4.37146295906983	7.60731603608055	-6.32614092190745	-16.3616833942296
