"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"ctrl 43"	"ctrl 44"	"ctrl 45"	"ctrl 46"	"ctrl 47"	"ctrl 48"	"ctrl 49"	"ctrl 50"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"	"case 43"	"case 44"	"case 45"	"case 46"	"case 47"	"case 48"	"case 49"	"case 50"
"g1"	9.54798492550673	-21.2836855119228	-8.99323983977599	0.111306059181265	7.91116977004682	8.00001806068009	7.50847558696223	1.83218376919431	-1.30062233520805	-13.2486823049006	-0.412746341779431	-3.23028188244329	-0.741295937446302	-3.21737492258263	-12.7534440257862	1.03232635168438	6.66692026248762	7.12001657088558	-6.67235184421315	-11.5749568284702	-24.1937915981326	2.18552072901969	23.6336964083132	-2.32937828939953	-5.02788630875689	-2.91575737215753	-4.67928606957608	2.14177708940454	-13.1729486045521	4.7828724072395	3.05930872557909	9.14638151251068	0.215634911725064	-2.74628127189527	5.23317152745828	-2.14265193305791	-12.095504822979	-11.4002856381526	-1.06878991390854	4.18617847159891	-4.96374015591032	-1.36671501520572	-10.7921242537537	7.56784200709539	2.82794363284982	0.167980009093845	-0.306157723237183	-10.9388139614498	-15.3026129637668	10.7476615283175	-10.5438734643362	8.78984416485222	13.3206579765789	-7.61872475679322	1.50840964959049	-2.47907372496795	2.42623499704164	-1.22205338332565	-8.03651307926492	-10.1430277080108	-24.1819793213547	4.92541504835266	4.71029026438585	-3.41307220918743	-8.68334143794703	-7.18954809070014	-4.70549581172733	5.97888309318215	24.4476876984494	-1.17619158053997	4.63691455562367	7.16387343183296	-12.6007693662435	5.75825930380792	-8.09288444899653	9.0622006555003	3.51791362531473	6.19828720737094	8.87904428248777	-2.07537648828925	17.3869133557218	-0.22830878950651	-8.49915411361154	21.0685246869908	-11.268880811329	-15.5105826566451	7.7205988237299	5.03277886735835	-9.24809010399963	-4.15919896555035	0.0136702433558321	13.5101591308198	2.5067074210054	-5.05025203996518	-3.60322588569955	14.5748726707416	-13.700962260019	11.1565771646223	-12.1757158265438	-12.8783822996609
"g2"	-8.63237434295948	9.06042326884559	16.5472789803215	14.2189372647636	-3.17851066222237	4.87128301866513	-2.98446902603183	-6.07593554226778	-0.161755027043946	7.55201220859841	5.99962632973822	-2.6591197812264	-8.7106667494252	0.9273894456249	16.9053317117889	-3.03357827810369	12.4449743786929	-10.0979456943167	-21.5979271511024	23.6893917398149	-8.54081039506308	10.918916694558	-8.20331675694283	-18.6969122548497	7.31386352071311	-4.8963419749811	-0.447897939188989	8.2922906286205	-0.692947849478603	-2.73512608428336	8.32157859581161	8.71971795029691	-0.58341901508155	-3.00235079350668	2.6812906456324	-6.56721472405889	2.0958272113113	5.19319766228174	-17.3244717588168	-6.53828866645887	-3.89667789220642	9.19708050920764	-4.61156471255535	-19.2437114491151	-4.60999021768379	-11.3327493879673	8.69095911535748	17.7246640789592	-6.37990475810171	-16.3738195454743	4.82712976742065	11.466906591823	19.7826547057773	14.6611591210041	-14.2679123748288	-5.54144660180541	3.5660404151983	2.66569289755879	-5.32794358156329	-2.8053498662897	9.20705384583411	0.773654492425618	13.4375377883417	6.45859257105002	-5.99347773033174	-17.5089345572964	-1.67260357926111	0.864828755190823	4.26384605736005	4.05291434019054	0.144034758601794	4.91496637788089	-0.254603356114415	3.71918653519901	-14.0968915166053	0.714925091667031	-0.746740291841069	-2.53175663336151	0.697621716393068	-11.4416739113628	2.14092553089481	-15.7017706028814	-4.01101514325933	17.4816962321505	6.3264818671334	-10.1080719259573	-13.4952469114802	0.365561637047676	-8.17123669665526	3.86406473442972	-5.81735068664987	12.9977384455806	-11.2549390052899	-6.06201206180315	5.03992589821462	5.00392551055875	-8.15998270490616	9.40522581292568	-7.10931257888091	16.3400074533806
"g3"	2.59601712804006	21.0064920882379	-8.9801618264917	1.73236848042538	15.2548391034965	11.5866332816868	10.6795110883271	21.4626208796284	-8.17324679234905	6.98563386495419	-3.13317072675062	3.34438567580954	5.01863141150599	-4.89152320944445	18.2088683492849	4.84637323821408	3.86764661995909	-2.18714066541754	8.29422097576571	-4.95936073208033	-10.1062831067872	-9.24961218050425	11.68201780328	-24.7801964256207	11.9245924299373	-6.2420742336738	-3.56557429500299	-14.7321120269753	-10.2825116210797	-12.3870237283733	-1.22239999241065	-15.8258735711113	-7.4446876708204	3.94531097959179	-9.01837670227739	-32.9678094699357	-8.43103176070104	3.63833471190246	0.118975471388022	16.2189669749516	-17.8060319950642	1.55893920560305	-4.61080930410554	8.99933724993858	-7.27807778278857	1.02186424800587	9.18712028744639	-5.06173580152004	-4.33844498286955	-18.6584139876053	4.37726784058209	-1.27975915886916	3.06947900131442	14.641198842266	11.5777618296921	-7.20018406799078	-14.6463788638269	-8.85612033652288	25.7274382749237	8.17467248132587	9.37935249661628	-5.35367717245223	-9.75852782578561	-17.3694473274408	-0.827785611333431	20.0378118208798	-15.5853714104012	-0.164083852279807	6.64725000979993	7.42075544303296	6.46363477881447	2.83700681575336	5.15930441367823	-8.73906556999136	-11.4331251741924	1.0797360190841	-14.4201115257667	14.8995491603246	11.4167762446487	-4.41527803663466	2.12982982295231	-2.70397098933901	4.31665753645734	-0.842252518375563	7.92379546748383	-2.87749307472672	-2.98014256173387	4.60985136931804	-4.89627344370548	2.47534886280667	19.5112683380598	-0.324580857596505	3.84892932842169	-6.93834805644685	15.0171363098447	-9.20973065475378	8.52377993965221	14.1893771880777	1.00906175194799	-4.87906311787499
"g4"	-12.6520631906863	-14.526639387735	-0.467021997086981	6.4921224471401	9.13773591074022	1.4031236271036	8.44749843810397	15.0806299325143	-2.83909976413665	-6.87924096614984	-24.796539429609	-4.26740433660866	7.59048615650864	-5.13115238785408	4.68124228475001	-10.643419050262	18.0810647116039	-12.7296088138483	3.73709856621222	29.4719794491374	0.198338303249526	1.75552015261852	-11.1213982429106	-0.676950234064859	8.16676929462668	-5.41720715479635	-6.59249030627229	9.16828125238656	1.12650376993195	13.7402996446569	-4.05918225532006	8.87032457983711	2.24048829791978	11.0956328282332	7.2923123623143	-22.6948092656825	7.70175734955399	10.0820005282684	8.19717826902236	-16.7000870886937	0.797517063403995	-12.3287914026721	-3.83864254118479	-1.98494859423521	-15.7706583379427	8.42120696620092	0.791819957615519	0.630767741096747	-0.323644037302864	-1.32665550301986	11.9263163756592	5.58306045533621	0.227189798931601	-19.0748206025145	4.11758238124914	11.5866112815468	14.6768407117451	2.51779502645993	-6.28070356208181	16.9761104498219	-7.53707348492178	-0.0426566761127216	7.70027680180979	20.0302547595157	19.5433744489885	7.58466048521496	-1.03073583799211	7.30423135125998	9.78669001805689	-16.5623597591592	6.08870276959814	4.77872036310186	-0.531689741783941	-10.9841246181832	-11.3788583561247	8.51743819687049	-1.89277824424131	10.597320738221	-4.74899429400304	11.7622636268439	-0.737272985627001	-10.3758449264038	-5.58766267278664	-1.91314531837625	-7.22590438988721	-2.83325276275742	4.01968615627729	8.59535894154284	-10.0454114222589	12.8123477640642	-21.2520321015348	-5.6608616644369	4.61285787699157	-6.28194807377575	7.0074766361554	17.3828573299865	3.51221671411747	-9.66963603611075	-7.82526983983045	19.298710070657
"g5"	8.00326429156021	-10.9694040229857	-6.94497351061569	8.13223385649673	1.62295959499096	9.40040651358999	-2.49624261023551	-11.4381445367055	-6.35126413290847	-8.7596164442369	-7.05536898338599	-8.26641786809176	-15.567907934108	10.237612069123	19.0335282869866	-17.0200021294972	-0.960472225029328	5.6511654757131	-18.2009816880484	15.8455412933424	-3.21707354172178	-2.59597329103117	-5.33463609334269	0.358179537995906	12.2813312847715	6.53012040329715	3.82784252609965	7.53983541529698	-0.0924152708255631	12.6751642093463	-7.43510228395115	-2.63637252317369	-10.4589640890785	10.9326763527648	-13.3385883572478	-17.9501539661414	5.27825161459002	20.5794195722959	-26.9503771834745	-2.4876041639459	7.34153935409754	4.9281232816582	-4.24057761632563	6.83513234159036	3.63659028893136	24.6343534847421	2.72516407505287	-4.98317498623206	-6.09183853447275	7.66004607239703	12.182282864269	8.56217110365617	-2.4385941041719	-10.3031872069032	13.885615994838	-9.65112563520345	-15.7043014733808	2.98265267266965	-3.15180121902354	-9.49840493084423	-11.1712012464864	4.35546827158667	8.38929293538603	28.3084235201119	-0.311276043948705	-11.5216027717329	9.72129238307975	-7.61463691954037	10.8191104564371	13.5620359394012	-2.00541566436033	9.34724448972957	-7.33307210948337	5.65963025844022	-9.98822170138233	6.52048485300818	-15.1331299953977	1.98850424016326	0.733201713385435	4.62581386639487	9.98800913481837	-2.92228892605911	4.03841717074493	11.8230387440606	4.0199920031527	21.23235153726	3.10869166783276	15.8300993764979	-11.7445433027682	9.96510095620188	-5.91617723881581	6.7609991223262	7.82157842236272	10.969836099379	19.7425372158062	16.95823880834	-7.98699780695531	13.3126459546718	0.0497760100380456	4.82011949388827
"g6"	0.922500347344769	-10.8060552339078	3.21495087764122	0.746291304611834	2.95104366007535	13.5908311343498	-3.49048782190265	21.4288905600508	2.89702842312642	-5.91183690969674	-4.7233380047353	-3.88873402770763	15.2930475068755	-4.48709302033605	2.70825569134359	-14.3686393965574	4.84086364931057	-12.4105436793855	5.77638903537919	16.6377144626537	3.15545520090083	-9.2825935574971	-13.6284876649493	-5.55993747875381	-6.12285603104466	-6.88908868725339	-22.2022636296189	11.4800882064343	-11.1951053706804	-14.5611874688928	18.8702069149458	-2.90457873131169	-5.55202485391935	10.173638788899	2.84473195804283	19.2907052301384	8.6913131127342	-5.80440398149423	1.38456587949573	-1.54764863887173	11.6895524830452	0.379562664323526	-1.67774676600048	-3.19359758162436	-5.13809463244085	4.1793052353772	-8.80340708091411	15.2697858673423	2.19531650112916	14.5974001070123	-19.4875094689434	-4.04235746650454	6.58225834095376	19.1700140105765	10.5598435121891	-12.2071187302365	1.01921678297385	-0.0549272002256137	-1.80237059727274	6.82821161256756	-11.1961874242632	-2.11091013975529	-0.213519451251055	-5.98699529042325	18.9617459629128	-0.266525805076456	-7.74059888359012	-1.42680993882069	-3.77588450422028	-5.97067707750292	-9.47675505107783	-1.65824032342338	3.75248999203806	2.57807708861455	5.2563535237731	6.53871782038607	1.25882108057813	-5.56581230502074	-11.3948340136343	-8.52502104339426	-17.4510161250088	12.5072401086952	-13.5471223844045	-0.966911946358717	-8.9003932419828	5.09593240328006	6.00521870829367	-4.46924393566271	-11.2131227378085	-3.78458040512344	4.42481030320462	3.03108578566005	-5.61918331866131	-8.54074962375362	4.31561642099002	-12.1082575387271	1.34569609017864	11.2206646357061	-1.77756186276142	-7.24287014441566
"g7"	-0.209014301192925	-3.69687874122014	-1.26709243828787	-13.8203608897365	-7.65856032853809	3.88197357915453	10.7717518376289	2.43862030919167	-6.36365140123394	-1.01332269774004	-6.51203325749874	6.26550924650776	9.74427928662607	-15.6918961542134	-5.31458516332593	-19.0125894903453	10.2089324004139	-0.507499577101572	31.6413738376971	-2.32734541067543	23.0895959441333	2.69344549420792	-6.53645273568571	7.34747905167152	22.0528363435643	15.2391771802974	-1.94035292717111	14.7721482219538	-1.75170669154004	-6.07030519208952	-7.56852661827558	-5.30281035411158	16.9220731300629	-6.44696670675309	8.24413436858005	0.0868442635920245	2.13826014414186	-4.4106127158923	12.6277894180708	-5.75509823162179	11.4716724291565	-4.8021684246898	6.61808365654276	15.8302473785682	13.1317435456855	29.5889057202414	-2.70459313107777	8.14589119862906	-18.9407718916127	23.1188342247624	-14.3106735591602	-1.22370822464052	4.56059106431601	-7.089450024704	-4.80482883957216	-3.04792639685368	6.26112380891391	4.27318551827515	10.8263657046221	13.5521336112434	2.77138297568418	6.99485256712759	1.39854116691953	4.67962803918873	23.1451684647772	-5.87085907291696	-3.71548319884467	3.04065110697329	-23.0437265972762	-1.13986576798539	-5.9174000690495	10.7829918194997	-2.52156341169224	23.3860872484242	-15.1519398748571	8.90207847749241	4.28760566336245	21.5800445223757	4.34919671035309	4.07574304924751	2.10265626540561	12.5946630430927	7.08370772703097	15.1124285672795	5.90454802454296	-7.62416991436961	-5.18812295552136	-18.1601333329015	17.7758073306812	-1.16133126879742	14.5777876307676	-1.51415683830453	6.15446977686014	4.57915843962812	-17.5440999545491	-6.81877657152432	18.864116920236	-0.134885316602008	-4.31994516278217	-2.348943885668
"g8"	4.90718175702267	-1.24654170056616	-15.478586451646	-3.00772840941304	-10.9316106951688	-2.82495556591133	-17.1673273507898	-1.60474539798314	-1.14660156192721	1.48962619406624	-8.56935410447461	0.91378245851164	-16.2772826451005	-13.2949612694858	3.92253062122876	19.1284875927509	-3.57614781599755	-13.4931278441516	2.11610538799587	2.58776492660472	4.48984065771663	16.1260486277345	8.84139394045566	-8.07933563871645	6.96476299668139	-1.86881611316026	16.1941255297232	20.3135576757605	9.56831329288458	-5.06174334467514	2.15751645029695	0.895008457797856	-20.5332915924513	1.58475889063791	3.10320730075814	0.417141211021655	-4.73739063565542	1.78913516080029	23.69273571776	-3.77954563984438	-12.167809078368	-8.21073259982816	-4.23705017554374	-7.54283898392408	-3.92132159369045	14.2713266293624	7.51158939500783	2.14607018589037	12.4138345839316	-4.70954256625955	15.2397246077719	-13.1456876996095	0.907187871361423	14.1019566537736	6.60776009730163	9.77721710541871	3.84171053917538	-9.02877498887859	5.39925571297208	-3.34575123309647	1.64247406444975	-11.7890750363073	2.3629581086871	1.35000405392345	2.45489716625121	8.40810109307125	14.4777710611797	-2.16585275969577	7.83074989035124	-0.916244923152366	-5.26373672389314	-13.1955533845186	10.2788333482576	25.1959791138414	-10.2868253596873	-2.36263001445802	-0.467649867825548	2.72901190990531	18.792568688868	-5.6644948092925	-9.40862270281155	-0.207221131313598	28.8749517076972	4.69746119727049	1.77188612651076	20.56049909132	6.04171647566035	0.31899889587278	-2.06275319376096	14.6747836935358	16.7859340037346	-6.77222964385589	4.0345777628249	8.47035148722404	21.3757218680045	-1.67868679950437	-5.50906962812307	-13.0147988285767	9.71026655081458	-16.0269065766521
"g9"	6.63157468969899	4.76232196697772	0.818897991949229	3.40961879953616	12.3058999405267	12.0924828658779	-2.5657781856952	-9.17814767779147	2.32543214091251	1.74625502947832	-9.17457204732547	-8.31602861815371	0.265480351372814	0.32044850400265	-4.69383926029005	-3.98953983949608	-2.10477980989493	-0.674806327090336	-6.83601216604352	-12.3700881417797	6.00295655042059	-8.94301789968654	7.97464158892697	2.07425505749349	14.0169496409863	7.90210048743339	-5.38878286592417	18.1489562980073	2.70650686427516	4.60336990682658	-1.63840572880062	3.18131947021831	-9.46855998351846	18.0267476818384	3.11788991170328	-17.6457304469397	14.879810002824	-6.16359959342445	11.4754581063551	-10.9831783207189	-10.2208967286568	-2.83372478455162	12.6325029864867	-5.81921608323125	2.73950370251147	2.54716774718254	-6.57268244400027	0.0434940344535019	-3.19722919929712	-7.02228278810386	4.24549149084076	-1.39355386178067	5.07759532913532	10.6845816944424	6.56166522659372	-12.14018593046	10.8782060193499	7.56287051930057	-8.51836716640899	-6.10211781527153	16.4812209433551	16.4521069393613	-3.46775861656424	3.25237049106709	-12.8057088950626	12.4599433468228	-11.9031152962477	5.93923636980927	2.02256350536651	25.1044963672208	-14.2923439909021	8.27050622328431	3.68456129592436	-8.02482613253114	0.265271929176025	5.4555832088939	2.72908358871107	0.862950925156324	-0.243988114679585	7.30353524172478	4.13198950441043	-12.5271956757199	3.73065982363351	18.0963661127118	-13.2343783431767	10.0468532773247	0.485211371401948	-7.89745549294356	9.89401571819221	7.87232127762839	16.3662772031376	-13.2797291706785	-17.553445469339	0.759573043672514	1.71150523101131	0.855848354528315	11.3658677212584	-14.9357589432574	-1.42973984340827	-25.423990946703
"g10"	5.139835221261	6.61437512056097	-2.14273537349117	8.04770975508722	-17.9211744343142	5.46526986159336	1.73463972938227	-1.64735124162847	1.09310873949953	-5.19754791028535	0.806665663992472	11.9713350342775	17.8209771920977	17.7338343554956	-0.456677331492862	-5.96368205733187	-10.3104377218733	-1.92902930975353	-6.33147053405443	8.76232734744872	-9.651211124945	1.50350467478171	-11.9142675157944	1.66830951664944	23.1664762495804	-15.6013467522922	5.44304215745411	-19.0291776845367	2.8100121672924	-1.89940061837283	-5.46670927116799	6.84113858989403	-15.0326043354444	10.7770106395693	-4.69865529296677	11.1167022197093	13.6692603554554	-5.68128104950406	25.9085225773619	13.845110840818	-5.39481761832273	-17.554380710473	-0.658615825729341	-3.39783453353708	-2.61846559956805	12.3256366677101	1.91121752857982	8.94683248481775	10.5812760868722	-5.83614430788161	-0.455256030104714	-15.7218118478533	4.6783473298542	-15.9726329432055	-10.0802673173838	6.56926181849212	-16.4443134449154	11.8612824513432	2.55335289714593	-2.98776692322847	-11.9542702158985	-2.17110142188678	10.5924410409312	22.0751386672818	6.37411273206701	-7.7045343366304	-11.6235484068359	8.4836238580728	2.46918686480382	5.80991940981045	-13.3997456200285	4.25228718820774	-17.6121973534955	12.3845254436345	-4.83315149247628	-9.91892430858012	13.2478267775484	-7.32653621753255	-1.1002626350706	-0.408943438480649	-7.44462312477089	-0.509676326345211	2.85315639777058	-0.253864946242883	-1.72329652725869	4.43028851569083	-11.8410346595083	15.2498881525126	-16.8900552352914	18.9319162204439	10.8096035651974	-13.3433904507836	-4.34122176056265	10.0107991816551	-2.25187583611107	3.90890033170708	0.657226601360416	4.49257787811081	-1.87293098365862	-2.33374756245706
