"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"
"g1"	4.19781590785757	1.54517666092348	-3.72731278794419	15.7125405781097	-6.15524363932565	-4.32262192879985	12.8049960122465	6.66072031347743	5.25437627495781	9.42213896819287	2.42940324524241	5.02269555015681	9.48092460550211	1.01988550063623	15.9191338432008	0.466001914240689	-2.48525952085107	-2.97545470870971	1.07827616741133	0.24537940830076	-3.43940425578008	-10.1437045699449	-5.84259127405872	-6.02254611447733	-8.08366265753981	16.5174929817436	-9.18022080430522	-20.8699075870968
"g2"	11.2733071113307	1.40685362446353	-4.47342149688136	-11.9438394287219	22.8592536676989	13.5488919639715	25.4645028373653	-0.602107157945643	-3.09897850864923	-7.11712041376151	4.08536097531959	-0.0931181727943934	-7.08278488951134	-5.39984600255155	6.02855767124342	5.64755631591202	-2.45004246525338	-15.8093493297658	-0.357992782229131	-10.6998682444278	-5.52498933161774	-1.74253737478361	-11.3010539627644	-9.69598155259334	6.91954583466631	6.16685697498115	-11.5113694673065	-1.34304428430737
"g3"	-2.34513851892399	4.72443123911072	18.276986680659	-1.91990179432878	14.2625117445024	4.2356569075117	1.28932851513764	2.31152014734698	6.86096722202242	5.49833050350979	16.1067432731149	6.4705803583079	23.4388566905902	-0.263520353474682	10.8130565091088	9.64354920625403	2.48581652553839	26.2513590960903	-5.93621030395562	-2.38049135376166	29.2628809596033	17.7168406125449	5.03807655361495	4.89125062490203	-2.33962501916164	13.8638955799237	10.1817541934815	2.65050342091994
"g4"	0.181200599454376	7.78063380432766	2.85624069217744	-1.29099135426612	-9.7925278452477	-8.5005508506708	26.3408490727639	-1.19962892335314	8.6370780348273	-5.63112288510565	0.71306461312534	-4.94538034696115	16.6442558154278	-16.9469040266476	2.1716266378157	-8.88684284904136	-1.02571330939	2.17158196855093	11.958273983663	23.0214132577511	9.76071308320064	18.0109045494975	-1.79787169100897	-16.3093481592635	-6.7269130013202	-7.67213252135687	30.9226568678412	10.5284211522649
"g5"	9.89591524700468	-5.91190036101453	6.95969328022299	-13.9894356140389	-7.08338680142589	3.21215631789427	-12.7178519859765	1.76044431514661	0.914314635004166	-0.515489432158717	1.08662804029709	-2.83795853260635	4.22053982843293	-1.51029483337411	-12.8665149478746	5.2287640861442	-9.52115858047543	-7.4800928440156	12.4948793828882	12.2075936716004	-4.96477291811187	-4.52668742942878	-9.45901336345232	-0.606226205291401	5.0890864189539	5.38708367148208	13.187853394382	-2.59136493831689
"g6"	10.8584518121403	0.528538814668402	-4.32951813375139	-6.89931392361036	4.27001426157345	-1.9880215170623	17.7293493367456	7.72883750911511	10.794449433742	-6.58072099650818	25.5725720814933	4.82850332100918	-3.5090267732308	1.80622139075513	-5.28438398366138	0.55775757864767	9.01026068243477	3.70604760260921	1.07778558041409	-1.35777790794494	-5.6123600232121	1.74381723602772	-5.58623604012427	13.7689331382481	0.101999478939449	5.21889059979836	-12.317977139702	-18.3611656926179
"g7"	-5.77381950184002	8.01583847591636	8.24177223174041	-26.6413170142398	-5.54075279235421	4.24315652699986	-13.0903718816579	15.1197698314308	6.23379517540107	-6.18646739125037	-13.9550540752567	-4.00615265081871	-4.49609773391517	7.50159747227149	12.1353348105661	12.2002655263881	-9.5666580060184	-16.965299657499	-4.14084108491466	9.62916655533422	-6.65342840473013	-9.377234789214	-2.02986256255618	2.16302232796154	1.34464493630751	0.858187681116384	8.46214447843027	-23.5589966721054
"g8"	1.02058454512849	-1.04101309752778	7.32334488254864	-7.20026432439511	14.6567975120104	6.37095475075644	4.91532120367934	3.80174227171543	4.38380983528498	-2.39867556107177	0.581786298184994	-5.13546151932652	22.6188542014866	-15.0989541960965	-15.8042709315646	-6.94675775276425	0.456732252918028	-3.23888214906582	-6.46252358197277	-1.20392261666157	6.54132144895712	-0.0830067150425268	-8.30270691304843	-3.45786552715565	-6.22448611319233	7.89651782173053	-9.9458635261719	4.23796857528669
"g9"	-11.5307216431698	-4.81862522591072	-6.67692127198226	-0.245399893855763	-21.9396207023855	-12.679115544628	1.59258350508352	-1.95363103070599	2.74523800845886	3.61860632588988	9.80615618473409	7.77057919767317	3.00966157601129	-13.6170135185872	4.06111132717488	0.736062720374746	-9.92017340027417	3.56873618630786	-1.56859299166113	-14.4546951190936	-8.51446431711726	-20.0736376469374	-6.53298277968196	-1.72597183368375	-0.491400656943356	-3.08790298413839	-5.29241682511521	10.5155092248877
"g10"	-1.62883224462715	-4.86856001795608	-24.311012623916	3.48621549892182	-7.29512363004651	-5.12234291705258	13.8064774603578	-3.8384657466705	-3.30731273151087	0.363279379623308	-2.20054997563241	12.1266247178156	14.0099336679387	-0.740652410606543	7.11249508450311	-9.80509724240107	-27.2988384083448	16.2868113455719	-3.56470435072435	9.61747425306484	18.1611412638589	-3.28216200573484	5.19192392720659	-1.02351558473814	0.012484920528721	-3.74693351315597	-17.5904100075077	-0.639404145390747
