"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"
"g1"	7.40111542236132	2.40440553672883	-9.82904707009932	4.04281232602054	-7.01028379526463	2.01294992073717	-12.7017578849747	-7.75576648950046	7.40178509643079	6.15698919639355	11.7432143233457	-13.4034372818002	1.03673292273648	-4.17946885297666	3.93417089685626	-3.24930405392092	2.00475211096849	-27.9345512845567	1.09098533554632	5.58515470277911	-5.83477581073801	16.735141567514	-8.47348760757299	6.97294666298008	3.26157068943772	-10.5917209318453	0.782830700225867	10.3421038013316	-24.8756272393437	7.78047962413367	-4.5471658881807	-12.421657484711	-2.70293665240762	6.19715552346328	11.3630345784569	-4.24563241731453	2.80492858428253	-2.11652399170583	-11.5538326831156	-13.5793164409082	17.5135440058375	-2.87429798451534	-14.8609663799044	-15.9169263953629	-6.74653671945	-8.88842077291768	6.71990604143438	-3.88726144930862	-8.37040409062099	0.452234160596645
"g2"	-21.947998538409	-11.4505399112464	-20.1496452604833	-2.35716242017438	3.5855117509512	2.48234245944093	4.36221020234842	-6.69181013472029	16.4545693757947	0.289995405037585	-9.3417657462032	4.7297279322072	9.05860638127042	6.68214054260036	-16.1991353784457	-0.690134608730711	11.9307250811368	-23.297312296597	6.38758897798182	12.9131681280389	9.25815849711158	2.31179843646014	13.1346116664898	5.97424076179967	-9.71654935414933	-8.98709030029287	-6.53362438931506	-3.56985588223145	3.62544288003288	19.341005840817	-10.0709486896725	-5.45758762315693	16.8459960567816	11.6000371946147	-12.3701839797086	-19.3476044731283	-5.92212769410371	4.28522655500542	8.29393762662029	17.2949349748723	-2.14463007025885	-5.61974010661745	1.45268894976094	10.597973259899	-16.5320714444106	-1.77813778397931	-4.95995092296757	-4.65948899936587	9.30888403286543	5.49336321400863
"g3"	8.48644384534353	-17.7515637179779	0.180703636969853	3.78036430190789	-0.0782432469114337	13.4948038019443	22.4038847478731	-4.06231874240772	-0.0822994762764528	3.57667971375676	3.67857702869574	15.0980035023723	-21.114696698621	4.97527006853465	7.54758330225909	-14.3279420536558	2.17222287597928	-12.5908975955392	1.02509598079501	-7.54220507271341	0.845003913852601	-3.24889389341195	9.36719854742922	30.6874072149239	-5.79271353674525	1.69326220434037	-11.014147833989	-9.13195295958539	-9.50834856883324	-7.22650606563145	3.72670830350436	-13.388585887491	6.44749270742495	-1.62894031698195	16.3915601380567	-5.2097833828065	4.76743095984643	12.1504098252475	11.8709839628406	6.53593229542017	4.5551158834138	-4.57656458849054	-4.15772903650196	-3.58145840796077	-24.5305950438606	-1.98714172743039	6.86591425989019	5.5288777302786	7.83225411671897	-9.63459752417997
"g4"	-7.82461537422358	14.9689150548758	8.19354475990244	6.0157088300209	-10.6438253644152	-8.04985480819226	-0.0230194665021786	-2.48948660958844	13.9144256237165	-7.44770105259111	11.9947170384525	-15.0976841195925	-22.6341823507714	-9.42429221198683	0.978612402077727	-6.84592592460447	1.28460669206252	0.524753145620344	14.4064076574045	-3.94429182675659	2.60824470651913	-6.17047762670798	1.34752685023776	-5.28743098061256	-3.08989285940538	-0.284211026251831	-0.395180046079625	-3.32305660528463	-0.536864473897175	-10.624884943431	-2.92347589341041	-18.0665820967364	-1.5095800633336	11.9410985616469	9.07675521921197	10.4034149572313	-3.13946243267829	-0.15296522154548	0.850940688016353	-10.6608677165495	19.1838951067834	8.51262557110849	19.5130879141365	-8.63861704955317	27.9068998514129	-19.0672756812143	-0.253512751665262	4.4859265964949	12.0285412960879	1.47552466152551
"g5"	-6.17465740618891	3.27752099523129	-2.60496499938172	-4.89524485780886	7.58756770405723	6.29842764340332	11.7872457396095	23.8042121992872	2.38826349850362	-0.360305289073903	-1.91283666125551	-3.89294695444209	-18.9115796067794	-15.4421461334277	-2.6898553482628	-23.7942161351633	12.4937916801616	-7.42651614862632	13.2180656256593	-19.5299251945394	-20.36295433471	-2.37801035216071	11.3480866573413	3.62322643769626	24.1645140936971	-1.90298955694219	11.1372873372007	4.71710763851665	-16.0272864602587	-2.68689988779069	-5.07881439294304	3.78469760689752	-10.6479778133743	-2.95388581514737	1.03524182219292	0.317812931643446	9.15074317908372	-15.9983705284956	10.0866471238651	-9.63569481978942	16.0806984066618	3.81857846258192	10.981914488638	1.59312584303155	-2.43431353415432	11.0844978723183	21.3075769934139	-0.797182189548562	14.6676639611403	-12.6374818328765
"g6"	16.2536880564495	-25.2417631256453	0.182050137447276	0.476674400259125	-12.3752649855933	-0.236362807328549	5.57004227667854	12.4438523478948	11.1727325094792	22.4477770674725	6.18058582453133	-6.11074599409052	-6.80496421451003	-8.26251371762121	8.73225751115649	15.3950218930414	3.76315552517961	-5.79480816672687	-9.21589698232822	-4.43643990121685	4.49962674893977	3.3323025362212	-5.84791912527181	7.88269133791005	-3.2545549447371	12.731590561026	4.71469560304552	-7.23964158645476	2.97252785179315	-4.42226096116269	-9.29037258265129	-3.03493512063562	13.7065316552524	-0.546840328494878	3.3100761643122	11.3897815735386	-1.74118651738751	12.8451445936582	-2.62202174677011	6.49736426914953	6.93145589714545	7.88258308857091	17.9698731865124	11.8399475123902	7.6267173618	23.7567810415269	-0.153931356196189	6.41538545234636	-15.2088466738038	4.2191696628284
"g7"	-12.2845875320082	-16.792284638825	11.0461070351239	2.26815797759879	-6.36488465099623	13.265639132319	8.98449586964	1.41624066120554	7.89587801951848	0.973031082249998	-4.49366793954948	-1.14280444433946	11.6027982641049	1.07412615418147	11.4743905857385	-2.61162468131795	-6.59281870064534	-9.14119681181847	-8.10204300420817	5.48649343550072	-9.75859544533282	0.51114570210033	5.89982775762514	-5.18447400204344	1.07702111901843	3.33255631736404	-11.4726145959659	15.2684737462501	-7.208331767417	3.77714408204626	-19.8455544283931	-15.7699994284803	-8.86421256635209	-8.74609582648611	-9.48557614823794	-1.59884084579571	-5.72503669778833	-7.2859969567088	6.02563826368541	5.66674361996997	2.37284141064371	9.28528386255013	-7.09290170462539	-6.24098480601725	-3.91099240012545	-4.45803245166092	-0.0631605951458875	20.9010881506303	4.83148166406509	21.6108535330685
"g8"	8.53513604155247	-12.3823843119705	-3.14920522943286	6.72046914743216	-3.50087616792595	-8.75316257162018	4.7465044946391	-7.58625354729701	5.94966443104412	-0.17475746844029	15.4335801869742	4.72413793345451	1.54458770192116	-6.76661840583672	0.318013349574184	-4.75847045556637	9.54259910217303	-2.68568139453178	1.45671421355904	14.4915262993126	-12.2902304533362	4.79782855377191	13.3149901423369	-16.3779419658136	-4.83186715589591	2.51557711276362	-9.41902164368127	6.3865535229261	-2.1316271857315	7.76035196516827	-12.8612370184536	9.56466737607443	-7.07763811844537	-2.76564414144188	9.10237746032589	-9.71188920413779	12.6200073228533	-12.6764423848377	10.1327381034033	-7.77765830706161	-10.4169438423439	-8.00806695974822	6.07418101613687	-1.27610688272308	-16.070783314583	-5.83007480199491	7.73093756811671	-9.02932657384904	-7.57249277440064	3.48600838749926
"g9"	-15.1323107973098	-8.46490221338503	10.0996721371912	0.999031115309238	2.85793334430364	13.6635825084559	-10.637733237499	-7.13321155185384	-1.439363227722	-18.8185365861574	3.75770498376827	-0.294458889948006	-11.6208933215935	-16.2053496495512	13.3165121020112	12.3466398270441	17.5424027632181	-2.7708621428167	0.285245302471976	21.2037160921407	2.68106740204345	-6.63203414254679	-4.53089010830905	2.64849462090357	6.8816756469015	-4.19591847193118	-3.96236211618354	-1.24334892411753	6.83920633768523	-9.79567613109503	-11.6306436252897	3.11228910554664	0.0823734863188354	-5.96928234402418	-12.7895297712572	1.17026465419462	3.75676362490023	-11.2229635721696	8.94589903024029	-6.77913601177207	-16.47355145519	3.13505844011047	-8.68983413758607	1.32349815056935	1.71574599099122	2.48578972960127	-5.25104812553392	-6.3053169558269	6.51316421880211	5.74630062603017
"g10"	15.0668149479628	8.89304811797411	-19.238401248228	-11.5612222418634	3.14403038067394	17.8390867431186	10.5572752297034	-4.75408723632858	-20.9324976959847	7.21526334936884	-4.63963535120543	3.78884747023311	7.67894992488405	-5.19740758054364	3.87576387709608	-0.718107632896753	-11.7269351920821	9.27932890939186	-0.316375079417957	4.96973768179489	16.3288275087687	15.7611345904316	26.7459163650817	16.6890140693515	5.32799800787889	-2.31601104395377	4.59476583041012	11.0605669082271	-2.1086547102969	-26.7235938612507	-4.63911490206814	8.0941568018921	2.52511424124363	3.61609780133826	-4.31441183922358	-0.11459113681859	-0.908788389109894	8.79424989070311	15.4118684317913	5.7407123774629	11.8226631339488	-0.726336331434779	-15.4237779006904	3.17260043433181	-6.77187473875661	-5.21565459503983	-1.94358121261482	2.94226579788062	-10.1641901543747	11.0306881399519
