"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"ctrl 43"	"ctrl 44"	"ctrl 45"	"ctrl 46"	"ctrl 47"	"ctrl 48"	"ctrl 49"	"ctrl 50"	"ctrl 51"	"ctrl 52"	"ctrl 53"	"ctrl 54"	"ctrl 55"	"ctrl 56"	"ctrl 57"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"	"case 43"	"case 44"	"case 45"	"case 46"	"case 47"	"case 48"	"case 49"	"case 50"	"case 51"	"case 52"	"case 53"	"case 54"	"case 55"	"case 56"	"case 57"
"g1"	-16.1580799660755	9.09292489328997	-13.9477724263264	13.942121051191	-21.9607576063615	8.60466583329899	-10.2967644050503	5.51970643539747	-11.5774249210113	-7.99547186986393	-18.6958714051167	16.8052876788464	9.50027688860897	24.7772623924189	-0.222423733719735	2.58876504878253	6.89174280676358	5.22143644001489	7.04343488288844	-6.15371738327091	10.1611552169874	2.87051874073611	13.6081000504233	18.6523218324605	7.51393109385368	2.61925997404495	9.5623690914779	-15.4201156606437	16.436303518398	13.9669623280194	-10.3596385601197	9.88935094651527	-0.919445684292362	-13.5624780550362	-4.68643411100464	-1.34358532671097	-2.80190165564565	5.10953080996426	-5.24755349985045	15.4840429662258	-6.6459266883002	2.90410411270457	-2.86116757883796	-3.982701975114	-3.88019747195621	-18.9197553924952	22.052902370855	21.0398807241898	11.5479621621215	9.90306404415788	4.66902497968876	-11.8692297732367	-5.09259794767286	-5.22537187100012	3.93688883958197	-7.58307169737013	-8.5430074845409	6.62163884614564	-1.32822628300621	8.91680793500126	-7.93934382496441	-11.1248456363085	-7.11256980977213	11.2198091202206	-9.60570624940708	-5.21200870336099	-16.1760105088828	-15.7286708736566	-3.72639395318224	3.69668348781897	0.2319281901517	2.8608100279292	17.1781425785949	7.16981370554622	-3.21839214988438	-18.7938904156784	3.53913020425393	-8.72922298156322	-14.4628824779744	12.6764731880239	-2.79212221340089	-4.46262059748927	-15.6422582395287	7.49913502671929	-9.77602723768208	2.16916824228846	-4.6527643491167	-15.1541755679822	-25.9444382196841	5.82147847104701	1.22970812103647	9.64511510550253	10.9210894111006	0.260043426305221	-0.790092955115274	4.4265925866083	-8.68527039754725	-17.8418478642269	-7.05559586283591	9.53885077748832	-21.2230452517288	-9.54361583106464	-9.59263346545948	5.57437177358463	-8.43753302960146	4.09026171723532	-5.41683019943905	1.53786347883879	2.07497197631031	3.71108512718595	-9.56463946333242	4.68010964544915	9.7877352982593	-1.50543571537106
"g2"	-5.63203891853206	-5.36421507457955	6.52596560967563	-6.01352361456273	0.0859822112365582	-0.330286148886918	-0.545134319471009	8.88569516131873	-6.30227994375477	4.32266946098941	9.47568568300218	-3.09837804963424	-3.60970480567124	8.26432397504589	17.7500703627759	-3.88448863471366	14.1548686819688	-2.25614633994183	2.28453918459361	-13.6896742122919	-2.43499939540534	6.68898738364965	6.66088254131187	-8.36933367783237	-14.9318682822846	6.11222784501555	-18.5692978041363	2.19071405473363	-9.73810793126725	-3.42001062259839	9.52125262202845	5.69116116621892	-0.702635696464572	6.86098577928647	-2.90841043710794	0.314111699288413	-9.35051199374626	4.48554545554041	-14.9108231992483	-10.3596232517681	11.9670736005938	-7.66796161946578	-1.22904752736347	7.62357250296175	-12.2613891960983	-2.30928914034096	-8.00894898801134	-3.60376015850809	-0.0587075602321763	-22.4481722448012	21.4014197501691	4.50618849785536	1.11225764692228	2.14043629330278	-7.45526636397549	4.49562846078077	25.7165443583222	-0.215751072702897	-1.98055246923993	-4.11605714611457	17.1114286444981	1.15837035936813	18.6524790072907	7.24058863476687	3.13962373859453	20.2201544166291	21.1179036344063	-4.02086111244209	-11.4523060223819	-4.9904325845554	6.9447475732771	-15.831392750945	4.60199122320709	-6.16420316138021	-25.3590040943871	-13.9541398000928	5.70161471052449	17.8098688380817	12.7485660192797	-13.9635723819794	4.24602957153686	4.53936400326171	-4.79238473149421	6.28261736438543	-7.15658202829062	-3.86027499360267	-14.8808964777071	0.0499783380842811	-5.22607020540822	14.4911916740937	-5.65981617329389	1.37840860331838	2.74460658869984	-3.63059514326983	9.63479828001552	-3.38136973908385	-11.7431141322775	8.35964294162433	-14.3882516601408	9.45966975694426	-8.18561804941837	-17.0204064569113	-1.4349248282432	3.16454394106325	-4.99467424095991	4.29456948256595	15.0748056072806	-8.11602368241169	9.08041516805733	8.72331738268382	3.04292078640334	-12.5157135368522	16.5646650176845	-8.34607496817182
"g3"	-6.2139235101013	-12.233433486164	11.5233023528683	14.262502957256	13.0151524897835	14.4753064596075	9.28480962241665	2.19423353731389	18.7072613348509	-12.2088853909761	-12.9201828864717	4.18361656463596	2.78059521851638	6.54442231577109	-6.44150000550002	-15.9508548834682	-12.307035494519	-1.9445968555105	0.639579542701204	3.83162101918175	4.62702168190889	-27.2311362793196	11.2579648078959	9.66965812729237	1.31309395354072	3.74436229086955	-6.5575194223028	6.81276659706555	1.1283259943045	-15.7236739582319	-14.1262803368316	-1.49605932459199	9.99128277085553	-6.83788718848549	7.16642879334153	8.25004072721421	3.23661022859062	4.0578834084661	5.10125659266811	-8.79516899393347	0.0711047797853419	3.65831841896964	-1.95758852912015	-8.84298803751824	29.3389229156056	6.06549152119141	-1.69054514646516	-5.0046977942637	5.68907748102253	-13.7086296282761	21.7977770746068	-10.1112196014408	-2.52839997142284	0.433463250732119	-8.92595699333339	-11.5484398661236	-0.410613068906619	4.95260362681117	3.08640206717171	9.3458528366863	6.68936360509546	-3.12387215473943	6.17331303189364	0.652106303804176	-0.260838526852953	6.2748886628323	-0.353195479044238	1.92154260246309	-0.632796807591394	5.34503930359571	3.41527843721112	2.3808769093123	8.08012483379725	-2.79699256641253	-4.73671368236438	-3.6327953878217	-11.563308460576	-8.86430230212466	2.96530042918436	-16.087618373201	-2.67444223444664	5.53410769826527	6.95725700032127	1.59687495007433	-23.7201093169526	11.5101481811073	9.43649032206106	5.03406460723819	16.1726599178518	9.58359397196562	17.2500364784837	0.243171637276225	-9.90854047898335	10.2823169714853	-16.5255786860704	-16.6519024365834	5.22339632744417	2.67019986302752	27.9892287723006	-11.4216543501193	11.3481505776422	-1.85433137623249	6.3305961341037	6.23942359264786	7.15270944890206	4.66037616694843	21.6473033814666	13.8601485092964	-7.56348580506712	-9.02088252468738	-2.62963368711505	3.31387582629792	-28.3123397849801	0.357718812092011
"g4"	16.8140331919823	0.789783042378957	5.00385164946845	-6.16327449781434	3.62612849115885	-2.18099080681946	5.15008926199763	-4.38230118864987	-1.99897469269052	12.5577479835996	-4.05255176023695	10.3097050259214	4.63150285864152	31.4674170948613	10.5741337493212	9.20161596628057	29.0250998393917	-14.251222023721	-0.129411059033399	6.54341994625606	5.60267239541006	-11.3436201743573	-1.28536955564428	4.24068952891379	-6.46922667165439	-1.30519479370341	-6.05775430794863	3.6663854020726	4.98469759383539	-29.0034927483109	-4.27330637073793	8.56540588381582	-16.0399269931	1.93757320606846	-2.38740359381917	3.33868268138648	1.86440006877842	6.74065682823671	2.44224814857281	14.4120708930169	-1.94527629364886	-14.5729106283988	3.86561693294633	-5.47044157074206	-18.219161295902	-1.17888426943079	-1.20647708296202	-19.3672798348931	16.4729074411733	1.85304606775081	3.15413608267308	4.83132974691436	-0.781763196219799	-2.33504610567107	-11.8339900579635	-2.9830066044618	6.09200842033287	-8.53483546412389	-7.56037558587385	-7.57482991174376	-13.9322899893367	-2.98325689800239	3.02853578664887	7.75255768641065	-4.7816915445403	1.11169394791415	19.0221712481902	5.45559887955526	-2.32830084974833	-4.94764282854133	3.7157584596533	-2.34321152803164	9.71009434150219	-14.6441572697635	2.09707656367574	-0.572824742419934	8.13600902964815	-1.12265840550217	4.91875880246567	-1.3012754481355	-1.76386547080689	29.9569138368667	6.55633952507092	-10.4160245801699	-17.8572615638083	-17.1368193254792	15.7050677557249	1.53207078665134	-7.27913265036425	-21.6303204570104	-14.5729305150415	-6.86221603083889	-5.58607933563907	-1.84499224116447	8.34143164257519	0.0495228621730307	-1.99973161816344	-5.4652260674238	0.227434243270877	9.22829521786123	-5.9047415230803	7.23131440528267	-11.5603988251137	7.81475659663218	0.799981610788539	-1.5942869981424	7.73037738254027	-2.37122006942293	-10.2024795986252	2.51686402419186	-21.6870014790194	-8.29641309670303	5.57947208635296	2.68269050786057
"g5"	16.2241536535684	-4.76255664532141	2.54680172664218	-16.3117757466947	-9.76929696129248	0.270750565755356	7.11741063867597	9.30080379105669	-9.53710598476381	5.45669579297916	-5.12346697346748	-23.6895954610088	-13.4893308972357	7.35185447157949	19.3409810714498	-7.40817851057833	-9.99911714436567	-10.2237644893286	0.172760482853334	6.60570762071123	6.95099145184329	9.72977696726974	13.219804491989	-8.50093919990821	5.14179319568009	14.1431733563307	-2.75148300043899	0.413688734493677	-2.54579077479943	11.4875827453256	4.38419296948432	-1.12807861161475	-20.1268157599759	-2.14262679120791	8.6991271983519	11.8676548972579	11.9995625128818	-0.971349975037465	1.25416971077482	-11.9739142054195	-8.2261851014769	0.0556159793230319	9.49080205430893	0.588167655940603	-0.776274366199975	-12.0874652865214	15.6457915747701	-0.0416835891973468	-2.72004956503869	7.58328537915768	-4.87169336001581	-0.497069087023321	16.5527064799822	12.2134770006644	9.86636042259569	-12.8160579307184	-12.7429100183868	-14.4998704180993	11.4048241446763	-7.13163619303595	10.8980713541178	3.71843863619403	-6.94442950541155	-6.15181640826015	25.5731982045185	4.86900030908268	-6.22642530263169	-7.92950331112883	-3.12456568013513	-7.61872521616086	-3.34981440371549	5.99536618965373	-16.4408547556279	13.3562538886845	14.1292986284197	10.2035063949595	16.6994678171057	7.61864352774871	-10.8285305490804	-10.8835833344835	-13.0485591452454	-10.143389482995	5.07616373054734	16.6896873598574	14.7821515299987	-7.23349339909932	-11.1177902555921	12.2903351224924	19.8635607392821	-4.28060670234604	2.95917885136744	-5.03658462284163	3.50373479859044	5.53947693149912	1.16552728663174	-5.50394774426701	-3.44374848675694	-18.6119113043563	-10.3359693839877	9.47049012210456	-6.40695752536114	-16.2382687359924	18.0362557802711	12.5506220508131	-0.104169816740821	-0.399791443649258	-13.242106355476	3.00869605097612	-3.93092013026296	-6.06412534517254	-2.98658166074917	-16.3045690433288	-13.4079958255847	6.20878625053053
"g6"	12.8114723148133	2.93237668139907	-8.70782339687456	0.0433381951045464	-12.8774531311263	2.66070192538266	7.81910309604244	-10.9497258854193	11.2863395832273	6.15699117872617	-15.115138374312	-11.6000617257106	1.14274406049227	2.39419889236468	3.62061016359857	10.3961033648746	9.58429599524533	-7.44966320443447	-19.0353784477417	20.5548016052	1.61165723692177	-6.33641843489338	-2.34784662848887	5.70277822405048	6.6549398902162	3.30044529839702	21.1139468295529	1.2255363451797	5.38262473098771	16.1409708956268	-25.8565092463905	4.83758398786628	5.84487078336685	-16.3648200641146	-13.4156845537875	5.23652367796614	-3.41196183759419	13.3394286833768	18.0377167705105	-9.69369400352499	2.10033715894041	-14.6640417025886	15.4624788562177	-2.32895013356981	-13.3829767038263	13.0823284917872	0.863599386228259	10.731501892801	5.48860093436519	10.1881684691589	-11.4911607122715	0.0401338405188583	8.99401956515132	14.5280771489783	3.37726492733075	-3.57644103143907	1.98365241382882	-15.041887755608	-3.7643039159648	-12.8091050101036	5.6354871149542	-1.37139552534719	-12.9436928999783	4.45138300196604	-11.5952272221779	3.05791942343581	5.29428496325418	-9.84124960115601	19.0298909594629	-15.4521605296424	-5.87693979704964	-5.45230776188666	11.5444234740891	6.85954079346929	-4.79803101755387	-9.66773182309974	2.37692307859445	4.63493493531457	8.62567983063826	-11.6772872205153	3.32814990865015	-3.6109493529273	1.65024801128271	-3.95411102396968	-13.2912598610798	-12.0723556826189	-5.67972040738751	-3.50240971403497	17.1587658405193	-1.38507015926401	-5.59639540413437	1.22748465447051	-5.97627908800991	12.5833028098132	1.32347908143964	16.7549352633454	6.06724912421125	-2.72619865914826	11.1722182180461	1.21746251154768	12.3415260739642	-22.4124038548271	1.60785765430844	8.06105358197253	7.85244520190688	9.75924981680486	-6.92613832898961	7.79616534473969	12.4681674078301	-12.2055987433713	-10.5572826683301	21.7076959210761	-0.876349780971829	7.80605524740549
"g7"	-1.43827346130299	2.60378911013841	-3.81028744393134	5.11286166296689	-6.80876072144791	-2.51541868358321	-3.08329842477656	8.9975193061238	-15.1274001816954	-10.9159400616084	-5.81771536183159	2.30989954043783	9.42187379597158	-3.35813609970941	-5.23596940626193	18.5283298010702	-5.66261321330988	7.50942254263602	13.607329544109	6.26393572442829	1.99303619150889	-9.97810066411684	6.98948883752121	-5.56084212790261	-9.67087341533285	-2.16591843977361	14.2813850189527	9.09773067209917	0.382654718754867	5.5860975704852	-2.91205856549299	3.00471077680213	-5.61553234176183	-3.60557572862282	-4.98228225092528	7.22782349394634	-2.61524349422264	-1.43240814330262	-15.8496805783689	15.8357976224809	17.7576258844392	-9.4980918823736	8.11936867161083	-0.00625414117048655	-14.6571035943429	12.7123152595817	-4.66476133259735	5.39618720587973	11.8242944229313	-12.0048635161967	-10.7960062969199	-5.43150217571711	-23.9026666863403	-2.68518295283519	5.14387548230648	3.24305571613853	-14.3978356636871	4.59579056324069	13.0089662093567	5.49927030724574	15.7466355852773	-0.911453100943238	3.5074050188833	2.18129820114969	-9.7567791214349	10.6864845009091	2.82668018120169	-5.12828365452458	6.6487944458533	8.8735558124779	-3.55268586531702	-3.00175241303054	21.4087047551984	25.8591537084485	12.2773180862709	-7.10568881007686	-6.44104581462863	-3.55879205866434	7.62502250691533	-18.4242589769814	9.46589669833886	4.77723242701442	1.10918886014828	21.3509868164482	3.39287336855039	-4.27334523511385	2.51177000699619	20.553840980031	-2.23357625883412	9.91841305291521	-17.1951558583251	-1.03218035845291	-20.7813679512584	8.74325925649322	-2.66135975640754	-8.90903888057128	-24.9642371451317	-12.2165467574704	0.57088011457438	-8.18561759107705	19.0518562643892	9.17435243592654	8.6612089009096	7.34688876845162	-2.19939606478966	-5.49948686911914	9.47746508482025	-11.3640862708034	-11.3973993867693	-4.53098576813863	-1.3487007728171	11.8299185946565	-9.51611494386171	4.64677998041068
"g8"	-16.8579253255834	19.0857169930838	11.2771269684349	7.42786003077522	-6.52061781520373	6.82391385603876	-0.443622879585789	0.810533787222138	-11.8982622917627	-14.1858575677738	10.2560041128352	3.4852012386753	9.1005415941689	8.52634162812132	1.32629128845606	-10.3371220523302	3.12115481757063	14.8562883265417	2.1955575842193	12.2916599987827	-0.0420820102674839	7.94602529874278	-11.4756804476627	-5.83032939905821	15.6942290947852	-3.20741205478047	2.42972236444494	12.4671939201965	6.88673012657299	-13.3585708673594	12.4829191997184	6.19449342143734	-4.55221717954117	1.91448395501177	-5.32630044488879	15.1292328575434	-12.8365935041749	-10.7929981803472	12.8640039001194	-7.14764787470095	-8.51717890248085	7.35150495529455	1.31400396074238	0.627962783230726	0.529071783304833	-9.88687433568111	-2.44784859434628	-0.92420629575902	-8.53522361287248	-4.54943784654022	3.90766647510695	12.5100350034285	-12.1736996898274	2.56228376367984	-12.6520014269653	4.39002559465812	7.68546787582106	1.09758276829312	-8.4225436053645	-8.79342991270714	-2.41712613518898	2.1629398819916	-15.4453552338331	2.76421112433713	-13.407877680719	-13.353582537055	3.44229646846256	-6.30064769073303	0.483887083739564	5.78170423619708	-1.64346278552026	-9.77719971035752	12.0600635990873	-11.4323279665585	-16.1122317895276	-5.27321346031779	15.254848780485	-3.41437671718173	2.97022022073545	7.02160556193617	-17.649584270155	-4.25768528411784	5.85405667635671	0.963866137250334	4.47936350271166	-29.395397526663	8.01650100827465	3.59506331811424	1.41117834685054	17.557911240623	5.23940740259948	-11.3401231127538	-0.221219890022191	6.16938179297921	-13.0988272641263	-7.04815423841452	5.7244438634846	-5.76974132875876	6.4940432974581	15.9378883315066	-5.78721137754243	5.59230479465496	-8.95310500102615	11.6031495844773	-3.02993384881448	-7.7767602265717	12.4907652374087	-4.83876240571745	-3.21348148669105	3.64929829703104	0.5881134746132	-6.72945031912765	15.0663652513872	7.50911336849329
"g9"	-14.6193451515251	-3.14667580098723	-7.62405424390002	-0.924872827183277	11.2356594556439	8.39363744037723	-3.2750610739275	3.44469287362918	-3.37226086130182	-5.81156411088225	0.662868770894541	-10.5017127798839	-25.5647596559009	-6.06594314358243	-9.46169752038015	0.237762576989813	-0.704589819793606	-7.08526672972583	-18.0907469860112	0.347203100607042	6.13738800527617	-12.920599353126	1.0551496673957	-18.8277193764895	-2.30254210150126	3.50384809193499	-3.20884615582854	6.42676065581966	-15.1955280117336	-9.97490306822242	4.16833435447693	-10.3673247288565	3.02705983522831	4.76736114191951	-1.21690912707677	7.80875339005611	-4.0095669648241	2.57705516120528	-2.82465794660349	-15.5045072895692	-0.57926342626039	15.7205895585795	0.793896360681547	-1.86454707016737	0.814361524337144	-4.39906422931426	17.5931131580956	-5.90798595529932	-10.7877546795754	1.80626317318799	15.7718341280016	2.22562418667068	-16.1658876205362	6.60789319856079	-15.5158305226022	14.4064337924668	-7.45876020921777	-1.81925930999593	-1.71550574216898	-2.55625007137484	-3.24854995496931	10.0877075064835	-10.0456568860684	16.3726722095203	1.77725556087842	2.47632704222531	19.5736397612325	-4.69023604876305	16.5795012608315	2.34583251484905	-11.4998732602858	6.59533112096704	5.21449498512521	8.8596417124441	-5.05190735919974	-1.64051018577595	11.5560160837115	-0.754327569447258	-22.1122914554931	-8.53417243723294	19.2427452968056	9.24480018876829	17.3656508435415	3.49219400521019	10.8153291310578	-7.11533220327243	-4.02091566933011	11.2357288944871	-9.15934765280213	8.1592298901411	1.07735593046206	5.78612596209023	1.4383324958643	2.19384833682235	18.1232391647491	0.829350129741595	1.91767141445875	-12.8075245526848	1.54307966367711	8.36246015266882	5.8034384444557	-3.04409594462475	-9.41141967488294	-4.68177477735153	5.99403352129138	-6.65239737012668	-16.5870231325249	-1.55339739395195	-22.7338189952206	-14.1518736868597	18.3106275535683	-4.11317348460734	18.7513826555821	-1.30188294754432
"g10"	-9.98438033117979	-1.24514300886494	-1.01499063541891	-2.34391258388067	7.68735108244522	-2.50248450227534	-1.35821448625123	-3.16457959145513	25.5908094001739	-4.95222679584891	-9.7149558816086	-6.37355772262414	2.73826265367681	-0.801791429000591	4.57266983857811	2.9660592220476	5.94970012222173	-4.0835195909504	-3.52841168327298	5.45545546969218	7.47857283266444	-18.0697272448393	2.98474018810503	-15.5243247576982	5.42647061785762	-10.7108411092915	-2.28738039295872	-2.89510368037038	10.9073909949269	-14.557524389294	9.5791071019198	6.24907315837221	3.92383319398332	11.0816278140227	-3.68223227176399	-4.88357523388565	17.4613141857372	-8.39635741370258	-4.89670333654476	-3.03589127355049	4.02388394077703	-4.71311077353726	-3.13485948749766	0.27370156319462	5.11854912783404	7.20554869958803	-12.2072053632154	-8.58094467183273	19.7231516825147	11.0768017582861	-13.0804147651608	-2.47472070735216	-6.43220195170098	8.08331582748032	-2.84645290459772	-10.5360841994275	11.0069440564984	-2.53653717224163	3.3170047190189	-6.40810643715395	-6.24347800528311	-10.2581215231855	-11.1014366688953	-0.701005185418711	-3.00609455448817	1.75545458058721	-3.33440319787362	-8.79299266144318	0.145880121216945	2.03547715674756	-8.32240088039199	-0.105109929820285	4.10401640318186	7.58354677708369	-14.3182884425304	-10.009978179931	0.113169239714778	-14.2289056709893	-6.77706638908667	-6.02301068109939	-8.9637684783621	4.92945324756045	5.24095911359504	18.7674236868139	2.90908003873838	0.835688277867704	2.97732564193416	0.840796802266721	-2.30189245981858	3.07168042733231	9.76837320082619	-15.8854209271969	-4.15434103189228	-1.04366293068827	4.83675709695505	9.30427469952897	0.0953897328837282	-3.97937151864287	-4.81722790834583	-2.26349303840726	8.1531956163599	-3.45637567343698	-8.10911500641732	3.0141216847559	-2.09041617676941	-3.28950332933922	6.89114660779276	-3.00063070938915	-10.9828156487011	9.7071677853423	5.50775907916971	-11.4969020230609	3.29996157967555	-1.12702932629598
