"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"
"g1"	11.0630830600012	-6.6694850893011	7.19790735103625	-11.2496062571255	6.380707389158	4.74739208993973	-13.5790803224047	-0.467031867491806	6.22380291851413	3.99696601866258	-18.5615827731618	-2.71346632654824	17.0141520037527	7.47089051433072	-17.9719239474741	-10.2913885029792	12.0639084649947	-8.29538974006006	-6.67549335696813	-0.121387124891345	7.10221403527178	12.6044553121131	22.7765709166909	-10.9580740004856	-16.6752514400038	-0.563178817088923	-0.763916989024541	12.0422766453504	9.94326505993771	-0.870750229982759	-1.9654936353288	-13.261835121026	4.41395445775541	-15.2352859119823	-8.78088596976859	7.03360161791689	15.907294578725	-9.98339482529114	2.11787852178529	-1.32670561460967	-15.1261786758906	-7.43914063828775	11.8085873434437	9.24510241748269	0.320409998803855	0.781493671326816	3.05640649726464	-2.37271088171339	-6.19244806094629	6.02515163188289	14.9090923791695	-15.4769269923849	-11.2421251615325	26.1271193513065	12.1020939640325	-2.93156172009155	-13.8043896675584	16.5071993666456	-15.137457101871	4.80635514246165	5.59530732661653	5.28176468675649	-5.41725549099339	7.61494741941366	1.69261605322665	-2.20913984222706	10.2344021717909	-0.765030291533148	-13.7627475288188	-15.0735217786835	13.6309071234083	11.1289528590651	11.3153449873707	4.068802404299	0.904141578659148	1.67895659548025	4.81430100612426	4.48343785700091
"g2"	-6.25481970387435	1.72057776118486	8.71412276565262	-16.4228839242982	-3.25600227649307	-8.351035364297	4.12495905878895	-9.96456875575218	-8.45676042562457	1.29048954370057	-8.24863615291508	-3.51218911478249	0.208164062084184	7.70664849929313	-0.803637627199289	4.0903749634399	25.2554552422908	-0.688662253015701	-0.0106537814653749	4.89382066491323	26.3926576807007	13.0351529126628	-4.61527976426018	-2.95501045684489	-13.2514607497577	11.1888322730894	11.2803413260558	9.37539274906972	18.3704539040307	-7.25321408559263	-3.19459671961409	7.08568502796767	-8.58849397179885	23.3875716985669	-2.90036102670253	-1.47534644169855	14.1306553620732	-10.7033848527492	-6.45494291757933	20.6504607936362	-27.4331006279127	-12.9412507587524	-8.33098438331258	6.75028075552163	-4.52937182098423	-0.829646532202829	-4.85945863008335	3.86759603143257	6.90298455324292	-3.28722274355021	9.09830099912018	-2.2901867365818	5.63556117287875	-12.0440523764268	-1.74200937260914	-11.4999578103468	-12.2745192628089	16.8736430761321	7.5117279997282	-3.3005382993415	7.11748184618	-20.8233552265594	17.2858812249798	0.138473603899697	9.12379800852042	15.6202231267657	6.87485885100283	13.2226166400435	3.41346114363976	4.64084052150415	-1.81488969894476	-11.3115054690069	4.67699847660441	2.75068025505665	-0.0942559005984832	-6.90985771005768	3.79198647215513	-7.94719081360031
"g3"	-7.35043774078911	15.4994842881374	5.81349719047186	-4.40259187851963	-6.90527053424011	-11.0357458690124	-13.6068674945497	-15.3908345110836	-1.84486746081319	17.4680988488669	2.54182409993023	9.3645147577554	6.46089661735939	-0.861191604913718	13.7850651850985	13.522053033545	-5.74019369680051	16.2496373683482	9.4519459144927	9.27899945872301	-7.60482080059904	26.0342853557504	17.8907710477442	4.02857344532348	0.589531025426689	-9.47686691535057	3.4072264506237	15.6006695131425	14.7215947818362	4.56629325567486	13.1854573027961	9.56234327782395	2.45269136529245	17.855019823873	-3.13087697248471	4.39907845529134	12.1329624636684	-6.97139441683246	6.61177499793417	31.8690640739196	-0.312147278312001	1.13196242695823	2.00478489541801	8.87608199468637	-7.56279025431361	1.48558878846884	-17.8193763843453	12.7071049950292	14.9731425645051	-1.94050666751921	-2.06278036076849	-4.96684123090591	-11.8920082878198	-13.541294593848	-13.8859714215612	2.19545550157976	-10.0554369711383	0.452722437751694	-15.4751212490174	5.78464343309889	9.5959481546843	1.58495506105061	13.4242343745928	4.05637950837691	-0.762597248706046	18.3734403658898	7.92478803541909	15.3186442700317	0.0932798304541523	-3.01843006546302	3.17523466764021	12.7734064468415	11.1172736210548	1.85779231490964	-10.2504961042117	15.8233154051686	-6.98883413078319	3.11189145577524
"g4"	-5.06610151725638	4.27204688455505	10.1862471835789	-3.92198663741253	13.0813464689495	5.38506216363528	-3.73170823730318	0.230919002766199	2.98980013258252	-10.8170654356408	-13.7970424610001	0.879912658779841	29.2371358215001	-4.58524920188695	-3.40310734551363	-13.6431671122357	-11.6674945942158	8.34460779881115	-7.43037962253585	-3.54184963797329	17.7746992994678	-21.2198906958354	11.3958720357723	-3.81548158584054	-5.73285224305498	-15.7746809280008	20.4112225794223	0.0622594238387453	10.0143266082436	-2.14191723109718	23.5295329052782	0.164741453578413	-12.7276967229164	18.4155224469246	-4.35705070704211	-3.17502853095275	-11.583097293728	-5.26104543929399	6.72590251689166	10.2436346671351	9.41985659557442	-1.54910052497565	-1.71505919382776	-2.46920050499082	11.5236934584965	-1.0167748035521	5.12486014019693	-4.74997124236176	-12.9367626983436	4.29476187380035	-3.33845134574257	-11.0877568155067	-0.849089033898427	11.70054623527	-12.2763050150158	-5.1351087463094	3.45867296091711	5.54528959491014	-4.56522282341144	-4.00527299281697	9.00716492257303	-0.603166386750219	-12.6606937593692	-7.82745624930637	3.59557237917195	8.79478739508548	-5.26572285281673	12.1604985766023	13.8237534314793	-9.98849124105534	-7.83879232202773	0.356695051486941	-14.8330113321867	-1.0193249371327	0.344001900243172	-6.12031369141497	9.46708129225511	5.37708442500468
"g5"	-2.94665726895343	16.3918296690143	-6.19119654298636	-15.4183214403557	7.87022618125164	16.9122105385745	11.1971071861231	-14.6952444666887	2.17227284318199	-11.4407987540346	-10.3523711908138	-6.59783885824146	7.7385460728089	-3.80946095125007	-7.50529919869196	3.10698793823836	4.45351931595994	-5.32783861023585	-11.7396534965434	14.365625836924	-0.43200601985378	2.08830613065507	10.0082850037817	-1.98577839790468	-10.3100884004778	-0.447046766731723	-5.22817907156332	2.63069036055809	5.51418467741121	8.1226902200498	2.41865752644425	9.28680462202553	-21.9823808728505	2.44846990616641	11.626696543128	-14.9497155807086	-1.91355426478445	-8.91241894862614	0.636387695258423	1.50047769927405	0.900695841625756	-0.395938249038145	20.0150334328528	26.6247558536201	13.2599456926004	-6.23907396300913	-13.6856999982408	-2.19834582349204	-4.21467052096247	8.26640327145453	-1.46596350874481	6.1595635736808	-7.99373915669936	2.66426867951832	2.39235140666078	18.2480315854351	0.340349013916407	4.70045034234899	-11.4603432445814	4.16041327575562	-13.3735414067469	-1.85378825883702	3.04815646138725	4.11853026909336	-3.02770654791662	-5.32860312417347	4.36703488208656	-0.247060701458638	-2.61012962679643	-14.1193581470752	-3.38680567758898	2.46974287805235	2.71659872158432	-2.77056461117864	-12.6144749915383	-13.1168169633191	-19.3000336352789	-6.0915590177162
"g6"	0.0992327734868128	-11.8723019816527	-13.1818585470342	-9.47919608990425	12.1211450994511	0.739900819604766	-3.34317906239565	-4.41080253552569	-0.843144513789476	9.208864592973	-1.229313145326	6.96391820233223	0.102068307300379	-4.78038221428996	2.94995694213357	1.64655277351714	6.70138909904345	11.8709996650531	-13.6452184643595	-12.3646492419407	-5.88978608190239	-4.57748368355938	4.23594620267157	5.50802867158196	-3.59399992731458	14.809368060169	2.81237439542298	3.32318997817346	19.4997578336629	-4.13912544371313	8.11357635952084	6.23639668098383	-5.44557556558924	-3.56098495830454	6.2835860143398	-2.90397543982794	6.36781461165825	-9.39628035577351	-12.1449609737461	4.26458866848462	-9.77001154044281	-1.45867024554038	6.4410432756947	11.207732170563	-4.02977155799294	6.83898810768694	-8.04856856582098	11.7774872873998	-5.546177745062	-0.719830079926277	11.0939008954477	-10.4270416959308	-1.49350775534792	-6.8555653751056	-3.94328369154158	-4.77887217751212	0.883395773638857	-15.797035170078	5.84341286387179	8.73040589979656	-3.4627554623105	-28.1226886584759	20.733203722982	-6.56974267514659	-2.52541098749563	5.30686068417095	11.7869311116113	14.6664119245257	-7.28703646546222	-19.0531738920694	4.01994651925859	3.90139891281087	-5.40536867447369	-1.3224782189226	-8.94555370816956	-8.8737231828235	-5.42647822435804	7.19109871434397
"g7"	-18.6276084349939	2.75543059844816	16.6347244871638	-10.7390879658566	12.0211151214482	-12.5464804748147	4.19760059016097	3.50548301019144	-2.84778901386096	-1.54342140475435	13.3640280906265	-12.782932941879	1.33509459136715	-6.96445698324367	12.298556324764	4.10062677132969	-15.0734238272508	-1.51808609011714	-5.21749602190111	-12.2284586013016	23.6068693409653	-2.81320632729173	-7.50397871044239	3.85678079849796	-19.648151745949	1.35850084821562	-3.8512254354374	23.2603519487428	5.65387798921312	-7.16557870301165	-7.33281792843288	8.15334443813236	15.9492684560269	17.1950090826522	-5.42334728836131	-5.13801042440083	-4.07167347490618	-5.99414948555703	14.3409162449018	0.123390089017846	-5.06520581066039	-13.322985150865	7.846454380783	5.77001165003091	-17.4486897669122	-14.3584144941081	-1.67161072234263	-1.85544529043673	5.00553808004339	-12.3331881855713	-2.69878998247292	-4.76119610568289	0.99198751050122	-15.2143081989944	4.30043163437514	-0.221334532895996	3.44190276190726	19.0325005573102	12.0912078132399	-1.08856507398247	-0.516428272190062	1.57888688912253	-2.80791560370305	-2.51558606588348	-1.6506947538097	6.28859420935154	0.837533792338781	18.756757172822	-6.13430261144834	0.86755230163625	-2.27929485411044	15.712616413607	2.30667993595985	-7.05811261679818	-1.29118169046842	-2.18329758081672	-6.03432557735992	8.14493985764574
"g8"	14.8755830668117	-0.283923595868757	1.18067685849176	17.6928638183499	-4.86494338962088	15.6214035269276	-0.209114530569113	11.9515094876194	-14.321107356093	-9.29086723454787	-8.15284064915387	-3.06740217319646	2.85171236944149	-9.14170070569938	-2.09029390374308	19.1604170571612	-5.47903251042277	8.0323103597581	-11.3641108424027	12.7159660608722	2.72635639149849	8.54350219282773	7.77087040156705	1.13057799713323	-14.5430446509565	-4.59562230924513	-2.53381323537582	-4.97099306663506	1.1296321760807	-2.66857032788592	4.96475630912534	-19.2416858021924	3.39031528075172	-4.44745665241909	14.4193231195448	4.41364275003241	-12.8674790151984	-24.0664636842048	-1.7388189480602	5.66713809197887	-3.93187054666678	8.35808734391922	1.4837542970622	16.9491163726423	-20.5504588591631	7.18147959272422	-5.85655622064036	1.89084141150583	1.8236111100739	9.80742438488014	-0.993676921319933	1.5440772621825	-1.69649949065364	7.32859545596314	-1.29092933290283	5.99015308374361	7.071066709901	-9.07016392090613	5.41707211769305	-7.83791927230836	-0.557278141398428	4.60027781782197	-6.54478748178788	15.441133009257	-5.56443084035438	7.05546748155326	0.960480974967716	2.0302210947714	8.83313095118401	14.7052947366376	1.42655411336827	0.298398436071197	-0.551047698522698	7.09335822537827	-5.30996085487038	13.6566012895088	-3.53393093835157	-2.53524125269741
"g9"	-0.278403301520888	6.40716841437118	15.4198839940574	-0.5665307312611	-3.5481481203251	0.271752286709181	18.5028545247386	11.2955743187798	10.0662665753801	-9.28863643079205	1.32887362393137	2.28732122911805	-7.82080529983744	-11.3545583107826	-14.0635897341997	-9.7257503377101	7.46737697308704	6.00646318020872	-10.9064409445296	13.3462116352374	8.04078959002591	-24.7083589005902	4.38844584730594	-17.5657730566015	0.347091332424972	2.90280014016101	1.19859020624301	-3.13404980257106	25.63094386537	11.3318065454182	-8.5819336258449	-5.23391814315155	-1.19369480859291	-2.07509063995736	3.68330676298301	2.5351059819788	4.10070256092845	1.47253627602174	8.58569683555873	-0.926975530743924	28.9478724520968	-1.12368482334629	-0.341008707033896	5.20321137219022	9.28385482566381	4.55870281838344	2.13343510823918	21.9169388126787	11.3102484819024	11.9176675372145	3.33102888427261	-15.2335788998428	12.380272756709	18.2258201440932	1.74098234362622	-16.1002249139035	-7.62479807923561	-4.92521922180094	-16.082534051304	-7.82948718419165	6.13927562783699	-4.13207229809238	-5.49303090079359	17.3716219824083	-8.4595588095904	7.62264624160696	-9.6946128660502	11.9027290913086	-10.9418009565845	3.11810579520107	-7.76042132927628	4.37159571160793	-11.9281820234925	-5.3114521074922	-3.66020902381351	-6.99229967922959	-2.44867071231008	-9.61474327736908
"g10"	5.31619014954468	-1.88849371898107	-1.47234661698788	9.10189908332509	6.66040041132373	-16.6408739546756	-16.2213204456651	-14.8339385499589	-6.67626687613969	2.64568852290432	-4.30117777556571	15.6588524384003	7.41092539855809	-3.74647638343762	-14.3292852706121	4.02762979951527	-7.28656409214059	1.91353510897259	16.6934163460919	10.5874907134053	0.219658674272438	10.2994703630779	9.60572160795745	-1.37104114249227	-14.8248592028297	-12.3730367929364	-4.58300092717577	-10.6499726128994	13.7608266143476	4.88778040401221	10.4496258450187	2.23059376239499	-9.59871276320979	-13.591224401793	-11.5456418976551	-1.35205896264516	-3.30699534882016	-8.95149235533249	6.02132186529476	-0.82537338568439	-15.6096538050755	8.05968599900946	4.21959625289989	2.86266934256238	-25.2251000161699	-11.7068525722055	24.5120664842552	-2.87443521944213	-2.79700820509685	-15.2733420111175	-1.47519954746434	-7.3486658242068	5.1959793780155	-12.0327369764094	22.6954123782337	2.30318333985253	12.7037113372272	-3.98510795910523	-11.4956289724741	16.6503950810505	6.61715502795295	-2.8257258075286	4.39295801709733	-6.35447542991927	34.0690443032741	-17.4351466230934	-5.14776232338367	-11.5129271968646	6.75153748917354	10.0167202715207	-17.4390415634531	27.0556262484413	-3.90457458326734	24.8692793612549	-14.0893725347826	5.21187357720815	-6.74990649952888	-17.4995173307601
