"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"
"g1"	4.56998382251233	3.85860942716214	23.9557290124596	1.17296604885966	10.8312986926165	11.2256290528607	11.6486262691273	-5.91876979825416	12.2025130566951	-4.42542934628078	14.4938197815976	-7.01820957847452	1.68751101435234	0.927618946459033	8.2367538615784	4.61063301356983	-19.2472482223547	0.696005581403476	-6.57466243829584	4.44497146277731	2.77398247004247	6.89077525676892	-4.91585777263594	-0.49348885256356	-12.1965569298791	12.845394253206	1.7300505087281	11.7888193318054	-5.94313013671486	13.5541160593047	15.5538464595662	-9.31046314747363	12.1693481909191	2.3281854112028	0.0183796264612976	-4.58810249511026	-17.7110451667201	8.53912182325715	-12.9201283287026	11.3628307940599	5.82717310408701	-0.712326218379055	-9.82333459460266	-18.1325791531234	-9.53903072796508	-4.88002266773558	15.2630513043325	-10.5649865356424	11.4427703481729	-8.25754473847305	8.98198590053759	9.34667437977053	6.55409167680163	-8.20478649620183	-8.91350962630501	5.50961985330087	6.38808513928321	-7.47662418732843
"g2"	-13.6795843940343	-9.68439044916768	-10.853879331706	8.80820806837528	-21.8833310887129	7.32509968558326	-2.69615420197657	-5.49695780893509	-6.00598038845737	13.9360844494921	6.75604096242515	-8.40489076613263	1.11425707546043	-3.98794411315428	12.0115309377901	0.728451620633627	2.64106394014674	-6.85099606919986	-19.1007855256506	9.2906366757874	4.75083078058037	12.4107567841418	-7.40423626999058	10.4870274857783	-1.2395142648498	3.05577906700035	-7.33548436494894	-6.83023052253345	-4.34932657754276	-23.8589938458408	4.37389675832715	19.7477870680106	9.77619279666997	-5.24049068683723	-7.63342753438193	6.13987182095992	6.14438454664924	-2.6962227307606	4.05652129243218	-0.347597997559256	0.850959660364658	-2.27687313578006	-15.165185892072	-23.8335854490209	3.8179256512705	4.88292371353556	14.5471709318432	-13.8859173575782	-7.09605024779254	6.22286655949909	3.55912904098452	-5.27472484062957	-15.3053036506175	-19.2666414002041	2.50900757143067	8.45719589166465	-11.5099632114738	-10.7015007275155
"g3"	-3.71271770972514	2.21533601311093	-3.04505410041189	27.4057213815956	-3.40491496464449	-7.06150291771498	3.48237917610516	3.526196338011	1.23592858265295	4.6387211086867	6.80489802255756	-5.28543747329153	0.237184630946226	-11.9311433817321	10.7381899566047	13.5002365501396	-3.04159580012355	-2.39649507254753	-15.1608386959234	8.91491058861629	-5.12535019229715	1.16435770336564	-8.391087088457	-4.81803442626236	-4.82284037323165	2.85597232168226	10.3194342998063	6.49556340646315	12.3651552534164	-6.19260156343204	-17.21680808175	-3.85570850186095	-14.5723513862198	16.6845752641344	8.26770585448161	0.560268502498889	-7.30724333978585	-3.26484035412524	19.9382306058378	-6.59748626256393	-6.87570784667219	-22.9383533540618	4.31133786611462	-0.335437348215059	-2.1623432989633	-2.37663734302314	-14.4100102486743	-0.329118456100585	1.95049092694338	22.165352021007	4.47270461684891	1.9198505505621	-20.7961152604411	-8.5092811544955	4.75972933073421	-4.07190075846524	-9.40450956262978	-2.09727473128638
"g4"	-2.4718325995183	12.5173495773961	-14.869521494405	-6.32614848641563	17.8697342885197	17.2414742048358	-11.6691227370538	5.35865800482897	7.78952879061728	-1.61269574740346	12.9419379846663	-2.27427714366035	1.91656283660879	-2.93182754394652	-4.84762042375531	12.7031951562336	-2.56673945301868	13.2778425416325	-10.3331859875124	2.83479149620162	-8.68928426927918	2.50978155526914	0.858002514487872	1.43234992983195	-9.55532972100736	-5.54997073835137	14.5472544141022	-3.79738538274388	-5.23538859118604	4.92640259855174	0.163837019463666	1.65706594536536	-1.18147124091186	-24.6985020431944	-17.4214731939246	4.40582972365057	6.58470134534816	17.6751735983322	-9.07430856378766	-4.5389272646472	-3.95656480198824	-4.59415546323818	1.2477676249155	-4.19453929629296	4.14160518766101	-10.8420180666546	-0.0800537542256845	-0.873667341139671	-11.7079838508459	-19.0164718432256	13.8524674176922	1.06779170908371	13.7207780968265	-2.3996653575795	-3.88717564967959	-12.054724931789	-6.02619837162273	-30.0342050603804
"g5"	11.2281165603475	-17.9375409905642	-17.0335965588166	-12.5661710202987	2.80700895035994	-5.61036699747731	3.52903208066472	-2.9027519891277	0.666686472564663	-13.3594601148031	16.0438783894107	1.94448436003001	11.1219616856345	-19.5142718352402	15.7054461615798	-10.683878171089	1.5214060610678	0.887836362533756	3.35226138156936	3.50843459111312	-16.7846622013207	15.7787870873492	-3.41479757259871	-15.9902049742025	-5.1785133019243	-8.36469665241006	-7.35919827868681	7.96032100636612	-0.610531808353181	-4.51150359990457	5.70837195408496	6.91837104172891	6.62586549978457	-0.827569053834728	-18.6993902923	-9.25863708062085	1.37010968285863	9.99382402367257	-5.24155859055948	9.8757468990051	12.1617443365162	16.085526953182	1.36844624140803	-4.06518551521251	5.64482469387076	-10.8277729630331	-0.0161432438868196	-4.4804713396927	-4.30817752605639	12.8015602400649	1.25413367324553	7.31517274866373	18.0917597745938	-1.26764256776954	4.64848844630441	0.664946304505186	-10.6621500504681	5.46875657894526
"g6"	-17.0076316397914	2.17518400568149	-1.57589113480858	1.94463384483402	11.919195705311	6.17072721298172	-5.65668432146951	-8.12829613740952	10.7168423481478	-14.8669833604919	11.8092034867492	15.2029803619731	-7.04949634847106	3.58049424035526	10.8380211088819	1.57054588440752	-6.33451756402913	-7.35018097918805	8.79380785721759	-6.48917492694472	11.6689829928621	-0.151803151156757	-11.4438634829912	-12.9030818311776	26.0420027160843	31.8604858032391	2.63306549907204	-1.64793620962247	-6.19379412005421	-0.204462075698253	14.0470827244318	9.31955101743835	-10.386674265568	-1.85511805600535	-1.60480362661501	-8.63333189624063	26.2364315955845	2.5487113731643	2.79710413169905	-2.62316089324801	-23.138543306856	0.159821986495235	0.762432934578234	5.46526213681862	5.22107791000789	-12.1613256961578	6.77376267107395	17.9350408417632	5.31054321883021	2.14257335357503	0.773071455371992	8.70156815799449	-6.82139415978294	8.41023756658404	0.904922386298651	4.23303344768687	22.0428069641437	8.03851633760232
"g7"	0.529230460327005	-4.35047911436977	-11.9166113604343	1.9295899474085	-5.48704748125423	5.80259427029409	-8.38389803999131	12.7095799219675	2.71509268033032	17.8053129997783	-1.82259774467148	15.7638513329207	6.70883456344566	6.08772233190508	5.9185166948572	0.917604412955232	-12.4272247998741	-6.31374390375424	-4.01838996960173	-0.924352030624401	-6.34794573190803	12.9133865240298	5.07980387644837	-9.79114388711699	2.14281240114706	-2.71245308927901	-6.62272978030454	-9.24278263288071	-8.68042900461526	7.77164382974318	-13.1640180890698	13.3721319834147	7.22575572176446	24.4751596877545	26.6410633349319	14.9829793999761	21.8000505850318	2.90612729398381	13.3019124905631	-3.81785836966498	0.707269524712015	9.40688217587217	-12.0794722970092	20.7004485356763	7.90815244694855	-8.44828600880397	1.76359178825801	17.8732360271271	-5.5671650714952	2.96977778625277	3.80734140843628	-1.59450938720669	7.4593473279569	-0.997872065396492	9.12574155280583	7.88837167556273	-9.81130802111559	-2.97814832009598
"g8"	-5.585154168171	7.99417980129079	9.24223077848487	2.87917267929586	4.42910383327223	-12.4618605597871	0.723655703985727	4.06818593329976	5.99715142636867	9.06915379221833	-5.56967531322376	-0.119274462764371	5.12652880564359	-15.3234876120181	3.25357319336633	9.50748469488064	15.381230220341	-6.42128464947223	-8.18663599957688	-11.2293815554169	7.88243896347946	7.36296912071799	9.86518392017898	14.9678233835937	10.2322180374151	-2.85224216985603	2.52571151908557	8.98568807201831	8.59849476465534	10.6858141990712	-2.04261358643613	-0.00865505846947624	10.6418374719701	-4.47444631334891	9.05232402464973	-1.64418495118799	1.23459363280105	-20.479246598156	7.86217531512299	-12.6631308536102	-10.939510039339	-7.12613529305628	-4.20708080786302	-4.57750381627175	13.1255926751366	-38.7979547140906	4.04110036657105	-13.1970563755914	0.367665471167482	-1.75318637679206	4.41958456138143	4.17628226904282	19.2265845596047	2.39671865644977	1.34288415664799	7.22878507853335	-1.11285169262399	3.75818723265754
"g9"	-6.59607060323696	-6.72164632807698	-13.2953176433305	12.3920667116507	4.16334308369693	4.35394514262026	20.6742361094627	-2.94286191103232	-10.4321093408529	5.85599780650219	-4.64771396645702	10.7460723232041	-16.1161922662658	3.5007037587404	11.1707059338951	11.1626620567785	-1.78678442960821	-16.0988513327264	12.5867045542457	4.91329347635411	-10.2110686522289	4.2361675055767	-11.3621091692707	11.6135535372275	13.7386059757111	0.458985007515169	-1.433826455329	-9.73342815728813	-11.0539059565321	8.04024847050242	-18.3568294410655	-10.8783154536401	11.3505311807917	-3.14333532323603	-27.179898250259	-19.7344489677088	-8.41450317510541	30.0153725889971	9.45962193212618	-3.35263954196085	9.85965330611901	-15.2943455207344	6.98750905943037	-0.790250192942704	6.96275323558569	21.07108128662	-15.2981883138015	-10.1810260263695	-12.0096352461772	-3.02964944702555	-2.64174715977017	4.56842081408151	12.1115597381382	-8.08965909740984	0.153361818442116	18.4749948507173	-3.33729818765918	3.77465771101215
"g10"	-4.71067346436636	2.60451420808104	4.01343722425658	-2.59603893510472	7.17782677428913	2.61988612407154	-4.23276016254855	7.89732343981746	-9.06863499444011	4.53218617128932	-12.3959965512545	5.49828208444224	16.2273913404743	-13.6781511248072	0.336795695588864	4.96584044630614	18.9384352547824	18.3874834647306	2.07691921887181	10.9714989922511	-12.5842405475738	3.76539464055321	8.77578265362516	-3.83263319040416	-14.3756882106167	8.50146003577735	-8.25668396610661	-1.78747799695635	-7.55851071296044	7.17597694845765	-4.71597891101202	-11.1405619672734	-15.0875652154727	-0.944013228091793	-0.272571491169648	7.7413409688703	-19.5878673182266	7.06010093735954	-14.4276672463586	16.8247530929296	-7.34548294931059	8.19856760424755	8.63437934083177	3.67474616639185	-4.23020806299302	9.92166121905418	7.02812406531607	20.4358273185781	-7.41485483494445	3.69856168047201	5.87792314153255	-7.08580901592263	7.97056695832234	3.67180485416405	-27.7531231015312	-18.8735143785831	4.88643026168512	-11.1820828787313
