"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"ctrl 43"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"	"case 43"
"g1"	-5.09953873358763	-12.026017874085	1.56916896926255	0.357450025118744	-6.27709970128848	-5.8411202284133	-9.78364209873351	9.71391644396098	21.1165417243896	-7.87096876401115	0.852498680332651	-1.51389726272534	15.7491624672335	-8.26951170674197	-18.408814572076	-3.6080679786853	4.04720336327217	8.25565582351119	-2.20419895668726	-14.4839692458632	-10.1780465127868	-28.7457252844751	15.4569303066461	10.1176845438711	0.545070486054911	1.13482493233022	-11.1728222751862	16.2142764154562	4.7665155580455	-0.122499119688125	-9.72515411344473	-1.0689044915216	11.2657041462009	-14.056682101539	13.5470888322801	2.77057184696743	-8.95046278643157	-1.14801312089001	-25.0621097318029	-2.37498312341806	2.014443620789	15.3474588861353	15.2603355234092	-10.8905005175537	0.312652079709466	4.53980429308635	1.61386684364614	9.73759888240718	1.0824474252532	-15.9703154751328	2.54481424273577	1.12673609942987	-13.3892418465127	0.53485904948183	3.63634362703905	1.34539298922841	-4.71816550403389	-10.052439691714	8.67787492620074	7.91870717679144	-5.52216426580155	1.63088089826269	9.971363999477	-14.4070319250702	4.28187406161784	-34.9335826997672	-0.317206605654827	4.64903124995995	-7.64082664942974	13.2730601221873	-7.18661990000393	3.14168186191766	9.92254861188092	-18.9968948135497	-11.1301575919458	24.4911654471917	18.6243824198319	3.09863847960957	-20.6456457760427	-1.4464281170126	-8.04572286668999	-9.03184762483666	-6.02884893775251	5.5224421324874	11.2490018440883	-4.15305362533628
"g2"	-0.0899593299164884	2.64394117506028	4.35412863785515	5.74975829174648	15.2239787024614	2.67709994520808	19.0669051357472	4.70258202303786	-7.12381272239281	8.74592808962422	1.61479479995742	-17.1603272796468	5.45092672151997	-2.61865616305849	2.20469198742532	-20.9516749187111	1.302212396107	-7.07878582607685	-13.4389436447059	3.7440971374343	13.6445985212387	9.57000352325331	-3.300904632417	7.14515356600064	-0.961091082568572	-6.82688244847539	11.7117313263272	21.5079436109244	8.77779203117905	-3.43842960036286	22.044305895906	10.3678356914207	5.46090652341968	-7.6741752472977	-4.55008529799036	1.01732436178742	5.79583703046737	0.741525474179093	20.8458596650428	-8.37824090523871	-9.79072199451554	4.58040544623639	2.8303765412429	4.17162948090592	3.46970018352516	-15.5146328307359	-3.41016445612039	-13.8937745399027	-0.448219027454174	-17.1797441203474	9.27654062696485	7.65768470797996	-13.5005698470596	-3.25003174819135	5.65226471390038	-9.25104109152158	-1.95411043261814	17.2953968297809	-2.17598642390576	1.86045479775841	-10.9437980883487	-2.48928788972223	9.15502291606809	1.86186412348023	1.53698997161125	7.3952260140704	-1.4307316943059	4.80860124218909	-1.00675503739617	-10.3682776257606	3.5101284583033	11.2957544585696	6.77943084134109	-0.526662511168021	8.47424311076706	12.242930221473	6.9826060981998	-2.16525043524237	-8.79150004291719	-13.8144413930744	-15.0939559791416	8.87522796635664	-2.52462111944941	-3.23308212669671	4.85152085426296	19.0302607958563
"g3"	-11.5071492234681	-4.81008656477852	-1.86827831410008	-5.18114784248142	-12.6237297233799	3.63195990851896	-8.94486490918426	6.85968963913106	5.58238782775522	-4.12274618521057	12.4007628860406	0.613063126821768	-17.2455607675893	2.52791823040811	-6.94708821038254	-13.2813364735091	3.39260598269302	-1.30083578293481	-2.56582679007702	-23.849482867321	-19.2919900158346	-1.77163935782116	-6.96486872501103	17.3008128403783	9.73588249988426	-10.1297834095943	5.10972910607998	-15.4106160543387	-27.6800133421699	-10.6786740987046	-11.8117067239254	2.46685041150096	-5.65151449211083	-13.4301096609636	-5.46221148304553	-10.2815237380586	-5.42637870054909	-3.64883556448365	-0.707343876984496	11.6387421294697	-6.37186188754115	1.71816744686585	13.5906058280402	2.89065872375416	-6.6793913032013	-4.0377762316076	-3.65128173403453	-25.7165040858376	4.1088664960756	5.67680358371013	16.1347004769365	-4.39427580065312	-6.9811478422344	4.43337296411676	-8.03251277588939	7.96745683370058	4.70204366378346	-8.04565325397818	-6.63726409268582	4.85728967389299	-4.72608233729454	-2.23130681508517	-13.0734400708764	0.112541586462237	8.37968670591165	7.86934033975681	-9.6733267665453	6.78094546218454	-20.4652053738419	1.42176638741274	7.97178111262225	2.97804475179376	-1.94642532019945	-8.54237538010982	-14.7264502970463	-3.80847564407355	10.0284022434552	6.54732620530599	-2.20254307491509	1.99409484688451	12.1337818498931	6.7805425632349	6.06839532641599	-9.35529027236177	4.36296055821983	-1.79350629215537
"g4"	-3.66319227464535	9.57274000708533	-5.21331523253506	-1.64135992437674	0.353733536829413	-16.0482603968063	-5.11424741310296	-2.8306608991943	-7.53298300796897	3.75040801518263	-4.16351867199334	5.81665700911679	2.11972314788688	-1.46880053578145	3.76508219357738	7.41422622461867	9.3959958500283	9.46006122200783	-1.41225879907941	1.10464651502851	-2.40306245616433	-3.71531290635856	0.626443133367782	17.3772783080387	-6.28744816629479	-17.5572475898682	8.1452898859108	-15.7605951457656	1.00356151458255	1.13300117030409	14.0114049003784	17.2410185312937	-9.57386551085889	-6.19634061244764	-0.469361053403743	16.1101130285077	4.94842088828909	14.8590765265451	-2.70890576663755	2.70802316144739	-16.4622937362446	0.0387831056293037	11.6719566378619	4.09359802633066	-6.07010742489456	9.93587414436119	-16.1675110301893	18.2515860874871	-14.492911332289	-19.6026056913583	-7.61630205428203	2.86050342307853	12.4758927249656	3.48656054501727	-10.0230771800203	-3.77420775754381	-11.5439290316932	3.11856558143604	-5.24591433618194	-20.1943234003065	-23.6075637884263	-29.1871300779589	0.538923463769789	-8.27697213228669	-1.86366490842719	-1.85910078164049	5.22115953825569	-6.79965359301349	0.247598316052479	-5.15631806397355	5.45415929120529	5.16605437871414	-2.28129819551248	16.2379648778985	7.11479042276663	3.31376942008557	3.5651934858928	-7.68067108003029	1.85143469521928	-2.86744223156116	8.89266429148317	-5.45896823212892	16.2316380638747	23.8364967066647	-11.0945164114668	-4.01820771172576
"g5"	19.9198287398395	-35.2637710706296	15.0889156465539	11.1453392804417	-1.67001331887181	14.7858795014925	7.89630399129442	11.6588697990029	7.77412780419678	15.8530718966138	16.7968837562615	-5.24088138709991	-4.71949301679326	1.57869111850834	-24.380374527445	11.611594781606	2.73499016783704	-5.29063714841581	-12.100783969644	-2.04431068939002	-1.97217040471385	-9.73723579790034	-1.00564127514882	9.93712124379418	-8.81500723228248	-17.6317614706279	-5.13600358036213	-2.50694978802821	-7.64596128052294	-3.48015798098713	22.4819596721309	-0.999473021267414	-7.85361964020144	-5.07028308023219	-0.656932890101332	-5.10745233345111	-3.52956964356105	-7.89192001848134	21.468320367111	9.78103194151888	-5.11604340201489	1.49875960147648	-12.6960360907162	3.70078905803495	8.24875631848458	7.92940456607769	6.47087354803705	3.75715651437005	-13.7823547768823	11.2274847417433	25.8922917684221	1.45700673757313	1.42546658699764	15.9855841377794	-1.40995495345294	12.8851910254082	9.35994828835179	-13.8888565763784	19.9911573258054	13.5241816284543	16.521836443355	15.8309578189033	2.62544366009012	5.97697356040101	3.4108300480073	10.1826103431311	2.78762627842265	18.5847542802356	-14.6090223198718	-10.3575072526115	-4.45303901957409	4.97095641817583	6.62981198523004	-6.41570443652765	8.13962656651272	5.44433158214796	-26.1587289928003	14.1462396952949	-15.0963215248786	-9.18343878596231	2.36732681542491	-15.6898122067707	-0.249249259109291	-7.5903889908395	8.00871884599769	-12.4143278049689
"g6"	-1.98148725813387	-1.2811030842826	4.39923716972424	11.5628019139065	-1.55321013676837	0.908243269312089	17.0600720248292	8.19601063013018	17.478536420919	4.31095080750499	-2.19183376866684	3.84560998618528	17.5691463208073	11.4203227504395	22.4820020076503	-1.85664739403461	10.5707810795402	19.9331835375665	-3.04368592169669	11.5218918174455	-7.69022899032355	-4.96683095900197	-2.98755525407898	-7.16654965193128	9.37824954282845	-4.48768602622749	-1.46212205790879	-15.8376438397072	1.33186325245822	10.9380540618525	7.08154198382206	-5.25546388400038	13.8185714442474	5.34342826300605	3.51639176186122	5.31631223992344	10.6121478129493	7.64173488927316	1.63328477295846	8.97143491743772	1.66704021859287	18.1392513137819	-0.232420027851731	5.44464372040405	3.11750977175235	5.28933545225973	22.3023252760062	6.31975278898239	0.122287412401886	-9.61729481520982	-1.92932919181722	5.33209053144641	-9.61714678781836	6.89782679038107	-1.31361462453532	0.158352004551458	2.47465878984113	-13.2647426888084	16.5087851021849	-2.7362830446289	9.45881071526836	6.40585422567241	16.4682185559721	-2.45118546797148	7.56703039113068	-6.77159569547634	10.5000849898343	-12.9738848682142	1.85580208389791	-8.86694255741392	6.91049751770479	-6.08034380667917	-9.79024138337723	-6.54467487892666	-5.05156881025703	-3.38521081087944	-21.9590488300708	4.95814091025526	-0.907761828682547	4.95483546361446	4.49449581004997	-20.1195921609975	11.5390116002229	-7.90940096406716	-0.680384649469927	-0.520789283375569
"g7"	-6.67241864156749	-8.67297294727454	5.93716616199769	-0.851527041973364	22.5331465432571	13.6020811997386	1.5774202660439	3.33831323609578	-1.38163131973393	-17.5610685976159	-6.06210256447552	1.16551912722682	6.07917915132555	5.9265360927649	7.05079378870464	8.64545154545531	5.67518307369246	-6.2417858913277	0.64736846949064	-7.29919959284563	-10.2957913234182	-11.5592243735535	-15.9296258598103	-7.42223790286819	-1.83308768767701	6.81321569128036	-2.44732475267105	-7.565135005054	12.8514811971202	5.13803390842534	7.35782495159084	-15.2433916172294	6.44805734642626	17.5810501440643	-10.6604770546125	-5.84285152585773	6.55791229403759	-9.01962747260233	3.02571485409078	-1.50639935107057	-31.680401727843	18.2995164357956	6.88472738952614	-15.1521128989456	-1.75360018911523	3.88392085189251	-5.88107139101974	5.48846848448282	7.53293713519369	11.029943866246	0.0227747612079496	-1.3621095062501	-2.04710296265428	3.80932808619376	13.2309946746317	-19.2575659535941	-1.21682070649629	-2.91303997410387	-6.99713073709374	4.79135728880773	-5.82178784313248	-4.31995231001225	2.3448560943743	-7.04672894375808	1.94301512569112	0.385854109663599	9.15923316450101	9.88210585517968	21.2275491724277	3.09116630232932	5.25138223027724	3.20552824563364	-5.6525927322413	-19.5499571162772	8.7472858046483	-6.68513963185016	8.69608961503241	0.0279583922162555	3.44260545977363	0.858510524996633	-4.98267025992702	-11.9065540407578	-6.91305915859749	-2.9379848683813	-0.924093782134805	-3.03368349040766
"g8"	-1.40120984448423	1.49418364821898	-3.71552033050156	-18.0071873771858	-2.89748010241205	2.77512330950386	-18.1007819081777	9.9708436282344	-17.7458897588577	-3.98227944448995	-2.96618567175837	5.45451307667561	17.8090384307808	0.562553570207837	1.79601584917047	-2.64622953889716	2.99298837313884	-4.58322837270322	4.22270574745753	-12.0884694565648	-1.15701311747267	-3.66628916182384	9.58823625980744	-17.7004274111398	9.63709327543634	-11.1978928969962	0.849107720642487	1.43361933472544	-8.87925975111419	-1.42501047053259	-15.4674607778767	7.70914082087099	3.416229144798	11.1401231999401	-6.64597785449631	-7.82851851927921	-5.04180524028776	-7.41710660620254	-0.672233325214427	23.4797330092025	-5.1857520578398	3.34535558826179	-2.37480731427246	8.72036668449843	6.44442557527751	-1.62272514403777	1.17814399624747	3.46553428340161	1.04175857128261	-1.51860700693668	1.78869091033658	-2.94359449194388	8.0024472623902	-2.67371652874826	12.8418179432695	0.699685387361296	16.4612041817016	5.60821452555311	13.800427446435	12.8314138177772	-27.3976960163634	9.01696157399181	-8.27670765057876	6.76369435380565	7.61140354762834	-13.1735444518704	3.6859293672345	-9.90235663588296	13.6682572187293	-5.49025003139893	-9.21300481593534	6.00382431383495	0.952015448955449	5.63695323678027	-5.51817511484614	-9.62877763941069	1.03442909527778	-3.58991802714493	-7.76291471076695	-3.51540055952756	12.78972960432	1.62921852003377	-0.187084254011572	7.47851116533289	-0.300862909583785	-9.90422982010925
"g9"	5.32514796546245	3.63922699216819	-14.412580737622	-19.4579443465141	-10.9220088425315	-0.56899949840884	0.919771675603749	9.97135154958328	2.69752367651434	5.46589052299787	17.2862764229688	-22.5887094469045	-3.29992174149815	0.201811521147157	22.4700202061473	-0.9708159847597	1.74104537651597	-9.79165486394654	0.713223418495787	11.1426451865673	6.65702779349655	3.89469547316614	-1.91893579725178	-6.59073401453463	4.5529111176534	0.0257749663929145	-8.04463080596249	1.8844338600056	4.21486057568563	-4.95735907159523	7.07670048026938	-4.6944144725641	-2.45326949964978	11.8767176155794	1.04001637343274	11.5686973260695	-0.767733124234409	13.1856771109262	10.1471394998013	16.9949933445424	4.73741294852154	-9.62699623552373	3.88078784142774	9.46315639434044	-6.04719634051893	-8.98348563738537	-6.61458872392835	-2.85166728597102	13.1551562095962	9.15883094170035	17.9171724413432	2.34255516972864	-8.3517858545153	8.21674654681278	30.9506189209852	11.713028214279	5.88899306100768	8.33604149699687	6.55278866308274	-5.34853625068675	12.3627579625365	6.54662206219395	2.03416477508677	9.92647050230555	-6.13383822502889	12.1077361525041	0.682339304490199	-11.6247103911667	-0.349955444686869	-10.3031741586776	-20.5553033249433	-3.35390826826466	0.796069610924202	-3.32498261022173	-12.596664514694	-16.6115214257299	-0.440599203696566	4.46489810806744	-17.378855638403	8.77856364163229	8.26925084779469	6.50843980529833	1.5099087826182	-4.34070066767133	10.2597581690765	-1.81516880207492
"g10"	8.47534619106861	-8.93040831507085	3.68642357512028	15.1573125779709	10.4546867367774	1.92028221466087	4.47544671301844	17.3768022222616	10.7116676479325	-9.12395957296892	-6.75765539722967	-1.03812295050935	5.16933543404937	-10.1811330084244	-1.48711824734265	2.77041197531676	-2.96104056386949	-13.3172062346107	-29.250934908835	-1.18431685847294	12.2462435021195	4.47699822640779	-1.79499968176784	15.3026555022825	-16.6802619368766	1.54026897574031	3.01257032031493	-2.83137175417882	14.0778505034741	18.1099761598027	9.23915108565953	20.6274899321703	-5.35090147331816	-9.46511240160113	-12.3695535109304	1.60260449487759	-5.5370302682997	-11.3806946475193	-3.1370726038475	14.2911533486148	-3.44897430774598	5.95123943414774	-13.5246468798736	-4.35256315725102	2.65847662057758	-3.08571311468716	-0.681004256483117	6.16614868848764	-1.65656141145819	6.16118528018367	15.33916360037	8.46468695488878	1.78624589205772	3.54396241300249	-5.37075899252425	0.847202256342268	-1.47810852827098	-22.3997931312967	1.36541546713794	4.94464556476355	0.0727037860009797	4.24751807957422	-2.79362526500636	-2.91893971432714	14.892329968552	7.56782907352167	4.64775622230691	2.63614813995074	-4.14489875124489	9.06267498081579	-8.07327429661601	-1.68398192044632	-12.6794672332834	-19.8583026543191	0.373236824755596	-3.81587019240985	-3.74150101538622	-2.95773950552986	-33.0727362415711	3.92430523817824	-6.71549913010639	-7.30202081586757	2.35538852718347	-11.4304400215263	4.33374852710931	4.6240136295664
