"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"
"g1"	-7.2552051445424	1.57321432382474	11.7560153954782	-7.3394879076605	0.863537350342994	4.28864661253058	6.75830413311516	1.71018246249845	2.98160314677824	8.65106467473528	2.35522255515081	11.2458104057031	-6.21407459749919	-8.55197326199064	-28.8906761252215	-2.33405820900139	2.86543511936612	4.43446018597831	-0.705126449954491	-1.7363372300777	2.81126926094602	3.43137152286637	-1.31222492626156	9.78850529397714	-11.478905260472	-24.7411925731698	-6.36641982298333	-11.008743874421	-1.48866142425072	-10.7610770345506	16.1522325349174	-3.64434945546219	9.77976662494751	-8.3254701071141	-2.29690465384921	2.03730845335096	0.4212478928792	-0.0211458546873351	1.67076137247032	1.94713439476363	-9.85243947291325	-3.78327936967434	-7.01592784196218	8.6679308884973	-13.0221928709278	-1.31307886978187	-9.74398181439775	5.33877734186836	-15.5298961876331	11.770755916811	-11.9808995641044	3.80800607368647
"g2"	11.4888577513363	-7.3877886283688	1.07516110719392	-1.11863111519361	-3.26067668567339	-3.81176269943229	3.40352869344561	-0.646884425271265	8.50662523434108	-11.4887035259427	-5.73766201586138	-15.0401358036875	8.86488499504515	-0.70827295527673	-10.2355539427319	6.34635281752418	-2.91190122692368	2.62105817735954	-10.4823901660547	-18.9285864464503	-10.2217386055182	9.93473220647798	6.74257957170315	10.7646092671191	6.86333151074291	6.58420064516222	-16.7022019720522	-7.66130701196345	4.73522857182609	-5.26974165633951	6.24754555251984	-1.57800255158715	-2.59133981622686	13.9507128309813	3.63883474691037	1.71803190252136	22.5657820164149	8.31793195035671	-6.44500284059093	3.56565071489313	9.87407484219683	2.52408273721616	-0.897287363732848	-1.794621461355	-2.20757371666157	4.51001845600963	-16.5566503878174	-6.35270998428661	-1.18532728864127	-12.5845120085423	2.71343648461834	-6.19602896249473
"g3"	-1.56594705868416	-6.2396115343202	8.53093823857123	-13.6937627777251	9.23712515847417	6.06645643283026	-7.86801746970618	-10.7396039562423	-27.5958906829219	11.4103092442116	-10.3479761765367	3.43136330999589	-5.48829729662569	7.41311760501781	1.26164183597673	1.07810492958291	-1.46706470817376	-8.19908067186217	2.02397613080957	-11.7000515749094	-6.22323913618623	11.8781307364987	-4.65155455911489	-5.76843891716548	6.97038035180239	-14.2218570084026	21.2708873026906	18.384505094014	-1.71444785309895	12.8370081854411	-5.13031721639238	3.22738180256656	-7.88027391188912	14.6688018188882	0.118068791591826	3.50273827504599	1.48971843429176	-2.31036493405288	-13.8891871811866	0.280030095842324	15.0150190186399	26.3714250054725	-0.928126409817415	14.8819723340028	4.90817800941951	-8.04453761901287	16.8565909788344	27.4731520329518	10.8904037541317	-2.55407586151813	25.8875823959142	10.5225543608183
"g4"	5.9453311550995	-1.86248815989937	14.7295184116964	16.4601274690329	-21.0403963155525	0.63489282315775	-7.80478009581584	0.949162829535437	-4.35510697977933	17.8648328166172	12.1905740762875	11.4576841252455	7.28049220306325	-2.37025462913262	-22.7023120432326	6.51774053312106	1.68827068303837	8.7878767705024	-11.8823496985818	10.288517882404	5.88543214607173	7.08688711381876	1.1439975936203	-1.99476013266351	-19.0534636215932	9.87921955149636	9.21995277468108	5.3634213592989	-4.48971592304915	14.6351269331767	16.7132921217491	11.7389342061824	3.86991222654677	-15.5391930458142	-1.57271224619008	-28.1314365278522	-8.90973669550445	11.4180848809424	-5.48493010051274	4.31609455014707	10.2285370605601	7.0307809830155	-18.2449368994371	-1.09813682859798	-11.5546090806273	-2.90680886126477	2.51239868010106	7.70600979539754	-2.59422519814009	23.176309701432	-3.65547273697132	11.7079374877394
"g5"	-4.85233357259318	-3.62233833217576	7.35110164285368	-19.2565376589508	-3.33797933624142	11.9954992538367	23.8047265614808	-4.51918350964013	-2.4638515206051	-4.89498437242578	19.5104159531998	3.45336335296623	-13.4057695570326	7.43439384861237	-8.72934521315543	7.38588656110692	2.01412306564119	2.45553259927446	1.32084219811109	9.7982483780266	-8.89158551089426	7.43438103894375	-0.506001598463803	15.878260457672	-3.16336100775513	-3.51176465897442	-7.97996310147532	5.27616920854619	-25.886127263484	-4.20982201578118	-3.38727545141442	-3.84709615528471	-3.40490296432746	5.90417519594347	-8.57960076444364	16.5646104884861	28.7778425637787	-2.90623400547273	-9.67298499352376	-11.3849373896199	4.04749131527213	6.83082028970119	1.48293640684512	-2.92449108110801	1.59763221563569	9.82542864336739	-23.0763584230459	-5.14898277117977	23.1640920195509	-5.16749050673783	-8.74019833555416	8.88306604012837
"g6"	-0.00524100776532899	-6.58691816284458	0.539240867525197	-14.7971231748464	-0.879588267816062	8.76944647377688	7.2315966866991	2.55345255246348	-8.6790539120132	2.88445805904531	5.94221369946235	-23.3313906024278	1.586794335974	7.10985585598994	7.0876322983751	-14.2260486348554	-7.56576899150279	-0.490001584319472	7.50327777504761	0.933026057995262	2.48625259812786	-19.6056745273963	-5.58747509067803	-15.7734528665257	5.17602495529986	7.28864121847152	-3.01616645719341	-7.34864345283543	2.72532626064886	-9.78344381162063	2.19178146416168	14.5715538165451	7.27792721945298	-2.67673596881186	8.17666306410697	9.18843440010985	12.8282265146952	-4.4714126843289	-6.23974894952255	0.517661472378847	-3.66788352179803	-5.18828442456799	-11.3605435583812	18.8395720167822	2.47395684141957	-1.9488989431185	8.77370741601863	-0.824045579859288	-11.2522994703759	-6.07984008786756	23.3415606465577	3.18877403990574
"g7"	0.00751777309051346	21.9143125491159	3.93045619508998	15.4712486313173	4.47077849113483	3.78879074906511	14.7186190979436	0.273164585816363	-20.9933442191377	-13.4197786446006	-1.52664841700845	-0.0574212189972641	19.4862668131836	-3.69309804646342	-15.8447406138703	0.51281470921619	-3.90703937405674	-10.7815564670615	12.7072173801305	-7.3274591024873	-8.44356624890803	-4.43102564554715	-20.7694203009398	5.84412914309195	-0.289947367330396	11.5356256439075	-14.9063442750376	-3.04967048194522	11.7073860138266	-3.00586777067554	-5.24266949502697	-23.4846453742745	0.0660899347662681	-10.8787700499825	-18.8778698784355	-13.5626734201584	-2.97878540492535	-6.47921955098977	11.3605980825498	-2.3484585320398	-2.0149987228966	-10.3036474945286	9.76394535336203	-0.0731503791512272	-4.6275744917027	-2.2693222767162	14.1229652278705	7.02491895819349	4.19136266594874	9.13028409939916	-1.16689407433518	7.24539977973925
"g8"	1.54982577038866	-3.52719683322689	4.04417895830442	-9.53575845983268	-3.22609996935362	2.12122497986157	6.73621104424713	-22.2360339920788	5.88933265865004	20.4806920239147	-13.215061710785	-0.510319129251793	0.208800285450249	-8.01313883956019	10.1439176730979	-13.6199916121842	-0.889211410442781	13.3563212720492	-2.66573990172306	3.9341821557817	-13.7728390099774	13.497604657033	13.1931922102002	8.44395593229578	12.9253744644657	15.4825059339347	-4.98391441298541	-9.21835126662112	0.638308087667101	-10.4536416590063	10.3378179830692	8.31819466511408	-0.673729416380671	0.57429812105818	-2.67884735102454	-5.03670865236711	-9.34203216558794	2.36240941262941	18.5235379930186	-10.5658660600785	4.62571280296634	-10.5448969400589	9.79807206826531	5.63556037991949	14.9068369418596	13.4045637495078	-6.01828102193518	-24.4471005353391	19.4829101466024	20.2885498913497	6.95067564262898	1.6401468627367
"g9"	6.04759219222085	15.4270229767751	5.75136711400857	8.55127049806705	0.179073791650692	2.25939255287536	1.9897407846394	-16.7127856831549	-12.0351628385637	-10.3679803937553	0.595163481227871	-7.88460360969802	5.67947150924137	-6.83080382710449	8.3929475217279	-12.6439201732619	3.14493424835736	-10.3479188040225	-2.33722286483161	-5.65689401557369	-8.01244872743229	14.2169471028714	13.6913521988947	-2.84173204304449	-2.72498444538107	-28.0379131048186	26.4765307077351	6.68392839313818	-31.2422519091725	-9.66242414768151	-3.69926114505333	2.76555377349413	-11.3281053336243	-5.6929653244114	3.68734671859944	-6.61722896018936	13.7413004120186	22.8461499634326	-8.64113998026486	-5.28819371281723	4.25753077648455	6.37389228066066	7.32066498093781	7.27577013029437	-7.03233440456814	-9.38076619315181	-11.1354952971776	3.7991824271983	-9.58761081834574	11.2393463160493	7.0274246684449	2.94912001963089
"g10"	3.70402332800264	9.47989314229401	-0.553724208282966	-1.22478127319618	-12.5398250208975	2.24484154128989	-1.03966562581012	-1.52630196863952	5.90064810575567	-0.00768604496787179	6.63172440493491	1.12505724467649	10.0752558608169	-2.97428161157601	-4.99447325793169	-8.0940408197788	-16.3585946819024	-0.820597197252845	7.91478755152549	15.0730632423639	5.45094225634368	-1.82387860672804	3.64289310755667	7.46836442294365	-3.12621764769531	10.8596046554159	4.35562478832417	-6.92465514173878	9.3971025036216	2.10898603377771	-7.09668399324143	11.2243590109752	-5.53470370466392	-6.07426269431742	-0.694481334465114	3.87729963018637	9.51096368531795	7.0856741047584	6.57528496499851	15.399263803174	4.21248315408101	18.3233423410077	10.7769188609667	4.68117472231251	-2.95162314545284	-22.0918518305456	-11.2176365431411	-1.89615969934499	-15.8777511132703	3.57859933647367	0.76379345214483	-13.4271010509672
