"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"
"g1"	-16.8301690263271	-21.5244033025392	-0.260777466962022	-3.55399358782667	6.35063745920885	-0.880159460038776	-14.3124563105229	2.55825889675302	-0.866469221483687	4.49976434272013	-16.9308347073959	-6.60625554452836	19.402956354866	-16.9226743861029	0.430268496860716	-9.31189245729618	-11.5154244319948	-4.09293360910401	2.52426983001508	4.28324252982444	-0.287103593819871	-12.3034937238593	0.144763851265057	6.177764842901	-3.06879893424245	-2.32044202238972	1.36259803960535	-4.87694803059406	14.9274024035523	13.742177931746	6.63134346618503	-20.7895394653374	-5.01453177936057	2.2867294888216	-7.5546837441438	9.74566105523525	-9.66752710235764	15.3620396552427	-1.47201039064032	-0.197507819670116	0.446658161553321	14.253619163565	6.24085343865613	-15.4560907802958	0.651101454067101	-19.0192006674893	-10.8641937015584	-1.29793866995425
"g2"	-5.59979713918308	7.40926029138945	-3.98143487511001	5.7877033488456	-11.426968312374	10.6107621890293	7.14536107807178	2.84128528982744	-5.60525523738601	-10.9318882000222	-4.29068373460584	-14.7267554899343	-18.2840182597913	25.4443176924447	11.993074586816	-0.313925991715615	-3.28276979061028	-1.47219324304146	-1.7549449319984	-10.5647679596463	-15.5896590891072	24.0656449597969	-12.7359209641316	-2.10232055449952	-14.4983532936176	-4.93945824216342	-1.14166158339516	-12.5987068796775	-10.5997031759609	-9.25610011796268	-14.1256595048913	18.9985160702752	-4.32768194268429	9.54796871377408	-7.8263931459365	0.929993612560394	8.51306037850916	-25.2812919829643	16.1283779842256	0.794883056590759	0.551574950541506	1.64297331121827	21.3500984328106	2.82848969842738	4.45428597129821	-11.3361931298496	6.83085223148279	-6.68505167281457
"g3"	0.454191752214716	8.9555582968101	-10.515816226206	-4.2401357165907	-5.83423443397771	-6.06515889960587	5.95700629814519	0.152601527155241	7.2716561716379	9.82647670705298	-8.41795632941819	-8.22729790133487	5.64127933763955	-12.6527341755272	-7.9716561849678	4.59317274429076	-0.962691184936267	19.2074957643633	-16.3870494215736	-10.5432910717889	-1.72595628853768	-2.40411735074357	2.58409045223406	1.12410711515724	-5.93237846248706	6.45021118454581	19.6587467372502	13.6204072511845	-10.2916898831459	4.9111861247593	7.67972560348852	-6.84744732575621	0.430393419766877	5.70278390636746	2.42582274029936	11.1297232857765	-3.27696128045735	16.1125142877457	0.765189734498212	7.0712212121354	-2.48724521481979	-13.7284351416122	11.1976888538021	-2.14336008717896	-10.346229929424	-13.2310865506683	-0.141639370626493	-16.3202010453073
"g4"	7.77429193623389	-15.1384233230375	-6.27133325617991	-13.0458517437927	-1.76680246862827	-5.08359456088328	13.0385074936249	-0.893036576359547	1.41055409504971	3.03119980999732	14.9560751488854	6.5458098491517	0.164096132067458	-16.231682072827	-9.82481902990837	9.38938718313682	3.57921710796399	19.9756229552731	3.49812174574885	-1.85739017800413	7.00022427560056	-1.14805035359744	15.6770186473377	-11.480723991238	-9.28595157641597	-3.36638045597847	-4.32417509609762	4.6846207868356	9.39835969279946	-6.34367408386645	4.54543216916173	-18.1305811398889	-29.973328551473	6.54390170680422	10.961316203396	2.60991253428935	-7.11410406988498	5.2626435679043	-0.0123739374225145	-0.30034473594515	-19.2172204736755	24.0621230616244	-0.538316315606443	11.2204883449537	-1.70137077651163	1.80147306812745	-0.0722424663000069	31.5746535258212
"g5"	-1.85420945391224	-14.6957200660018	-2.65199388181856	-12.7330860081375	-0.970204687065623	-7.76325957199524	6.73599944639604	0.276493721706663	-14.0454844729213	10.3946448750609	-6.98549622641908	13.2200067132822	12.9088146780674	7.12334442478575	-7.88869463547134	4.9737512325635	13.1888231783243	-0.744811100515981	-24.5364435722983	-5.10679555961256	7.6900213319484	-2.75534191961129	5.74632379677839	5.09762665314721	-2.14792853912811	14.090815554241	12.1527464365205	-19.1270643782865	-15.5289630145535	-3.24643846561222	-2.03442491925567	17.2740670628244	10.5789443289275	-6.18571721291787	10.8675576067031	6.61861283143924	3.47030470209204	7.25926795488376	-9.91112269869445	2.38995090063617	-16.6926562809995	13.9909932442497	-5.97228704627719	14.6341399111293	2.6775179374349	-16.0819187008246	12.5244364127819	3.77242254317156
"g6"	6.34533950349935	30.2065184257786	-12.8714259477205	-12.3729338998914	5.29888718691992	29.0631489944921	1.02551354168824	-1.2403547981013	0.366532573923273	3.88295158942916	-11.3430530107548	-12.8763959407349	4.20214500407225	-12.5881127224938	5.13459960508051	2.10445076962407	-9.81791702908671	5.16331838091221	-4.92795896332436	-2.58446252642382	-15.694606819147	4.26391820843587	-6.79688233201741	3.79245619904967	7.72037436369109	9.33718544079868	-3.87710419114094	-1.45804290604402	5.21999936981807	-20.6962189940764	-4.06744019286376	10.4877985207447	11.0331697338526	8.48124988596366	-3.72847333692196	-6.89533897461754	16.3337331351162	-4.21657711373925	-10.5923909961634	13.6544744038236	-17.2588913288589	1.80420995111671	-18.6634488095855	2.55844192086889	-13.0819333403246	-2.40854343229188	4.89471063392503	-8.56839238920375
"g7"	3.8846812270376	1.10837948762978	11.0358293428755	11.7841817667503	12.2675897341056	-10.7319012918931	-2.06740859783809	-0.383237187738896	3.27042600714758	-0.475633464516955	1.76664232283509	9.57131937464582	7.92921231706411	12.8097372553565	2.69962869633687	12.718195834467	-2.00847518858428	-18.5590427128975	12.6000556210823	-9.31768027662369	-14.3918914473184	-6.19531539435051	-5.72709802074948	-3.18006532635258	7.21487986154728	4.89009323067152	25.0113375148785	-7.19107252392774	-1.89556537457814	0.927214230468121	-7.66951506435625	-17.6319542754941	-6.67508154322556	-1.49994911452976	7.640222761815	-12.4250252782618	9.57546721948577	-8.80414729254523	5.38488493336061	7.52249110613612	-4.66661127356714	18.1605697170323	0.151756084070484	0.128685211929255	3.74274831290909	-3.59733305155256	-23.0352796353382	-8.45352333893618
"g8"	-4.81699856244309	3.91917395998092	3.00941734407445	-2.68830354696358	-11.0971116836213	9.10165456161302	-8.14358856209275	14.52773229597	-6.98296971158348	3.10007879174007	-2.83320159151057	19.9466219575034	4.36408378518018	5.22958905350628	14.1774032604979	-12.3820871380973	3.20507836758706	-18.5449875021416	-7.42938454374241	5.67340779766544	-10.819856696692	3.65003361900112	0.0116140317994967	-0.972086750406357	-2.78944599046051	6.74535765246899	-12.469082724032	9.99027856744028	6.20575400253941	0.256928696306564	-4.93818087741852	6.82911490737419	-0.792768490922619	4.4819819901846	8.72619301494911	-7.01048334749418	28.2963589787034	-6.40587538367759	-2.38312982048585	4.94833346420897	7.05806137942707	1.50122409938397	-8.19045588476765	2.07064004812305	10.4570947939596	0.293081838056959	16.3061985004562	-15.3092524454539
"g9"	7.4940469304702	0.346765923563121	0.780216919201043	-19.9452719752015	-4.99693605195502	-4.62360326750827	-3.98824494675162	-0.551194947956849	6.00935817004368	-11.7076395835201	6.11311827082902	-2.93404115276504	9.33675938436774	-19.2480510237465	-8.15776962208659	-15.0629124182373	1.34240146105602	-17.587659506896	-9.28408828748872	1.50522983290644	-10.7608833162399	-2.3698563397944	-8.49605099812747	-3.94324910888884	-4.74513636590739	-10.1304940124095	-16.6187487398768	-21.0283326321324	-3.29701019268643	13.8159197388952	-3.32011610449006	1.7370589624372	0.0397678165711331	7.19832127243764	10.4124761968627	4.38458095089754	2.1461673509237	-7.31932670831772	-3.90373854680324	-10.2927798953266	10.1422828725448	23.4949459495493	15.090004208764	-9.22525429765832	6.12462567294451	-2.60514768243984	-1.913482675362	-9.28203807463349
"g10"	13.5046567136286	-6.70314274984718	1.6323560464654	4.2613944900377	-13.5570109632354	0.896945044598031	6.30766008704386	-4.03889808714251	1.41924746151178	8.26666212127802	-9.05263555074406	-17.4255608532054	-5.6362984258118	3.98845181820715	-7.08646498810898	-4.83621455951304	2.72968977297395	10.8748137692675	7.7830090929791	6.06183719208495	7.92549802526443	8.54781153272386	-16.2830738492084	0.950066834893365	16.703967843772	7.93594101231557	15.7666189290153	3.49552159333939	-0.916300810287905	8.92943254346233	-25.9010864334173	-3.99627765501614	-13.3405678679716	-3.29045070887316	6.06030694361021	16.8362070406957	-4.08825981203397	10.286339763331	-10.8560773161787	-5.71110128773317	-5.83341975021583	-1.89749089376066	-9.95770370369123	-7.99299059444621	-18.8931237894946	-2.58922050399931	-16.9594296076803	-0.0888493649965798
