"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"
"g1"	-15.4525376516454	-10.9756617563481	4.20343403951679	-9.31584165990215	-2.44824061417325	-7.14162773126429	6.84335903753502	11.3041145311498	3.02398185896726	-5.32436835393286	14.194032289169	5.71264573458786	16.2982434810351	-4.69576784766701	-10.2070769594917	-9.62187884580322	5.43919388017475	-9.54851552207128	3.630811448249	-23.3692247982251	-6.17654111853952	8.41806327569495	-9.19714897678511	-4.42956109824285	-8.01684265171284	13.3639817834314	-3.53909030884919	0.0891050475618503	-4.76237188276469	11.3613121622225	12.2030307104956	7.42171763771137	-14.9293222729556	0.0917450786866685	0.844792812435578	-5.19185233104326	7.81096099244151	9.70609406465339	15.0582421340544	3.80994236662487	-3.90249311444828	16.3038947060898	-9.05330095692621	-5.7205318116536	3.18725956557263	13.8091160861899	-11.739427709998	-9.60847044053075	12.220557057247	6.22294493072235	17.55726705178	-3.60679359314709	-21.42707508229	-12.1793768277185	7.95060388112266	9.01997631492173	-10.2131918330955	-13.323449977621	4.15586632401351	-7.18920059816671	15.1306805438394	23.8520153769258	17.0367037127234	11.6949801293108	1.50944495619928	7.19693679303937	2.03554043606938	-12.2457037714148	-13.1689178296551	19.3914172182245	-12.3356446310761	-5.702007573438
"g2"	-9.17139626105448	3.83926029613084	34.9572123406147	5.89158330332042	1.03829942067769	22.3740395874927	-0.0444978780855599	2.39207854636146	-14.7797684218994	10.8305544560621	-14.4412575844345	19.4460470162593	2.70191262010142	18.0033997950733	-5.63926942892	-21.8509747002841	-2.7940868018588	19.2565107126368	5.46790414840587	2.60797002526994	-5.67748980475847	-9.57692034902621	-8.19888987063119	-3.90461026032156	-10.0572494999226	-13.6072435785958	-5.00179466303365	-11.7554022610072	-4.03622035300244	-4.17940488978467	8.43622632967074	17.5505042982845	1.19623741733024	4.81380906300723	18.059912750484	7.46935827931972	-10.895725829949	-2.17858051123202	29.9416796957993	-3.53311284821563	7.56698661791282	12.9794974480916	5.85158247990092	4.58574731770402	-4.70254796090109	0.335797278255139	-7.66013810403555	3.29077539394963	13.3785930413062	-7.53801324676666	18.4753655476083	-4.55990272659523	-0.320070994850801	19.881197208813	6.54563623852061	-0.644368980647037	9.58635188655815	-0.606152549132293	-1.48568198788712	8.13336862463182	14.1188830484436	-10.9124323377856	-8.38076366796793	7.54985049691156	-0.274405661286323	-5.6753429675371	-7.58365850234648	0.137854334986204	-8.33932886760438	-9.09445676139817	6.25544053853883	1.80100228584722
"g3"	27.1359491590847	-4.51850268808006	-1.26630200171944	-0.0750924143546835	9.48299142160338	-4.97076876523947	6.57297029451078	5.55430058930321	-1.92448224006209	17.0139781949856	1.43122996837386	15.3088436364862	2.51030330184008	7.2896284977586	-3.46722415105093	6.12711644844628	1.54730966788567	11.0430188727857	-5.31423607351989	20.417625468635	14.197520071513	-2.85856890154379	6.08717852095981	2.25011679472542	-11.5816348405834	3.1169324704053	24.9079049067926	-18.7427335999763	15.1450916016433	-9.30924198352143	-8.207199443082	-11.3418341562916	1.43653687629821	13.7450759035102	-12.2999136166637	-16.2901532208283	-5.35435637983808	-10.3641476162201	10.9997686741385	-0.633689597589637	4.13243168996025	-8.97497677109611	-15.5777473184218	15.6054530885316	-5.32503577633896	3.15601012928319	-18.0139285028859	-4.75509365580183	-13.9266873379284	0.940209801300119	-7.75873714174767	2.62417438272164	-12.0732179565959	4.23976738102053	-10.4504649145354	-13.281384329864	-15.2431625490623	3.50543596195063	6.91724871914874	6.71180718220939	5.58009906077346	-6.50137583850106	4.74400743474029	12.6063206847286	-5.57037779075166	-5.84726975466754	-14.4284118998141	5.1612169690717	-7.31172460735676	-5.34543483394204	3.34321655714191	6.58786138343181
"g4"	15.0194205146687	-9.23256043538813	15.4537151706314	8.67990152567889	3.38066071767642	9.58662682004411	0.0176086067426982	-1.65761461552841	2.7505482243852	6.01593181785367	-4.07533532757435	-19.6791045976184	10.9616600929798	-5.6794326857318	17.4196463038394	11.823818316724	19.6154504818746	-7.47687198191797	-4.93438122098152	19.0717947730231	-3.30705708079405	7.6011050908007	3.71827489228316	-3.06134750577517	-1.53532254198452	0.876188631333699	11.0567375052572	-4.25983475367418	12.4670075751343	-0.153332952334089	-8.96664155150953	14.858952457001	7.46698372737706	-2.00140999851279	23.6592999744192	-2.99209973285214	8.1768659563301	14.5427460114796	-13.0155437687521	-8.69538230769421	1.45199189789199	12.416602590028	17.0161271402341	-5.99677473430262	-4.60932563288892	4.12199795015127	-1.19201788604013	-3.04736581651018	4.30288938673661	12.4996584821545	4.0780729248384	-1.56031341330133	-1.18857502005935	6.36316164972879	-2.15764868976277	0.0323260216886285	-5.18212032834926	3.04337338325308	0.946286048240329	-13.9071107003735	4.63845405176798	12.786008547161	-14.4075863283233	9.92017952679359	5.44521211031564	-4.1946987822686	12.3029525606741	-4.98189677914889	0.52779304956143	-0.595850206408407	28.3685306445346	2.73173784863216
"g5"	-2.57841145052847	-1.4531783084162	0.17228969764094	-9.53010032914168	11.7247518095265	-1.0305079424514	22.2781179380299	5.41892383979553	14.491221886372	5.20198538017391	5.58516798253541	4.97743187183541	-8.84464929359332	-11.1247119792643	-5.54654387258404	-0.606974161888375	0.551623886249528	-7.85103610856855	4.2829335578232	-4.99097066893886	1.23061342311526	11.9964400166013	-1.301432658918	-1.69451248937974	0.279284421602053	12.738884036523	12.981778456953	-18.2655893058469	6.76537536817347	12.0533581256594	-15.1082739753649	-4.86681576434632	-4.59508759908906	6.78899728414748	-5.66630196655045	6.8588577577317	8.33912363924977	5.18062297450207	2.83305500724805	-13.7825316886239	-3.20390989591644	2.73872277972218	-12.3051627914268	-5.40953630927378	2.26758141383337	-2.24226192806608	1.98233542978804	-3.67670509636734	-1.37400677782832	1.99514401697858	-0.814657463892123	-14.3908564877412	3.12438676826436	-5.81011235174742	-13.578582365366	-3.54903304777977	6.75546643848328	19.6099474305094	6.89825996383493	3.50687800877565	23.6145078443622	-3.98913763132844	-16.0484707812826	4.9695074011947	5.31856425355419	-2.46429404831255	6.05927712943841	1.42225552430648	-10.9538852095279	11.853755772751	7.75082890914104	-11.2510211528567
"g6"	10.9755389272989	9.47389631602382	-10.58966004507	-6.76244255461188	-5.30007598087303	6.92388636373263	11.2793742874554	-1.65943866865435	-14.6350589840747	-9.6359393396251	-15.9908563355614	-10.1122251491388	-22.1225432715843	-1.46313743896967	-6.71496155911977	-12.2451799841311	-12.6686744010892	-8.07967624279343	6.46103670145024	-6.79481808482084	9.39183626635914	-2.46350377997761	7.51449920769643	11.3142704329513	0.5441649853611	2.40277376837959	-8.968181456248	3.28885207928901	-6.43862202404829	4.04106398049457	-11.9479836550354	-16.9423836491527	-6.22295303240409	-18.5109013457938	5.07168188337003	-6.05152503670915	18.909051170608	-3.87462000485346	6.04821692749607	-10.2975014307633	1.13433545198198	-11.492700773243	-18.0337933059559	2.5014921551401	1.16780411282281	2.43958042618567	-3.93261504926149	5.15785332436318	-11.8686935888285	-13.2926059380901	5.74317972967777	-22.9808751182852	22.9369539567871	-8.22775978995457	-7.35550721047052	-2.29923359431409	2.3816001777731	0.948132786736346	10.4172997161871	-4.30813201092332	-2.00495622689887	2.03308409825436	9.76847322640272	6.00656671546227	-9.00514031066654	28.586437544662	8.53271391122417	19.7282604881518	1.52945410195052	-25.0443619539558	-8.44531124385143	4.94357620654172
"g7"	8.40756564653315	-7.7543574059821	-2.92582317925972	-3.72304063753336	-8.10686379987621	-6.63721537320797	2.53945556945893	13.2404340887316	3.10259544426838	3.97257521675072	-0.298784254655041	16.1821589118183	-0.895428326681764	3.86623243458679	0.630704030691179	-4.05042514859702	10.9344250466439	-8.32045739450836	-1.34353283983374	18.4026847866501	-2.19134301116934	-21.460944069398	0.512333534242562	-3.16516922010939	-22.5956109224815	-0.00911145027360985	-0.86330761810742	7.66309439354833	9.22832069151356	13.1430562656548	-14.3810439699928	-2.77265418777822	9.65372600495744	4.83795169776425	19.1331083052618	15.220538782822	-13.7205763845753	-5.86665892638263	1.14000809255124	3.76330602462355	-11.4261753461746	-5.49844400700749	2.71934074651427	5.65555761110481	22.6301026520027	6.41416560791325	3.55696079978003	-11.958419181631	-8.87616559455147	-5.07057155135117	-20.0746624334058	4.98827633070583	-9.92425215981449	2.60451532653707	-1.89785472290034	8.0917781426138	17.2649693495273	-8.43567686335444	3.77408978174749	5.04357442510529	1.07113996372829	14.81679110592	-10.3205198776121	-4.99423333413277	-4.42214445024052	7.28277326673752	4.36989287536735	20.2071473428708	3.24244748843612	9.18719678415534	6.14461197129148	3.36750664309808
"g8"	6.53868613265373	11.4771756131476	6.86514112732385	-1.71728426314548	10.6225299954117	-12.3665923797095	3.6006717839991	6.33040675730444	-11.9257827801797	-17.751879964085	6.7972634587378	8.71029630661942	-11.9655946514974	-15.9787974583231	22.984171901202	1.97667943765027	8.5057577023341	-6.50318351051413	-11.9631365776509	7.03324816814652	9.85342049628231	3.85312933415792	10.4547543487116	12.349001242257	2.22088736948434	1.20142170273538	13.7751722945813	-2.61877009682619	-0.8498866539821	0.102337023179596	-0.92130312460065	-9.14233562687389	5.88830001994292	-4.22876466328163	-7.03939906674104	-6.3837650014302	10.5809868469799	-17.3245085304484	-6.93227375574395	-11.2261449283935	3.23346441685664	4.72603771960687	-12.8282487078743	-21.445062396558	12.2639682344856	-20.5635595374309	-7.63455898451754	1.94509738954864	-8.7529683660316	-9.97800033402788	-9.1898024612739	-3.36792438311468	9.42535899188409	0.227837679610339	0.623829623260371	-12.3282196974058	-5.38754814025204	-10.982877711966	-14.3668973258482	-8.65984637858882	15.102035524744	2.38596757275952	-10.0579560904844	-3.9470599442416	12.9372181918502	5.95212628289929	8.16215132594332	9.44841594509349	5.00663952362663	14.7483137990778	4.57320053660286	-16.1464720079063
"g9"	-3.37146780612857	0.653475182195985	-12.44335945587	-0.713481004021706	-6.0097163416014	20.0278482528875	9.89088699895629	-0.335460096465621	-8.17963452247215	4.37307475717177	2.8078061530967	-11.0674703519046	6.27299566327087	7.5052770996407	11.6107906025803	4.4042957498576	-13.1736133522794	-20.94122226789	-8.59272414739429	20.085805113209	-1.68686337580594	3.29099781307817	-13.298237616791	3.26859327657532	15.1609903576413	1.7063006422065	8.3271492784263	-12.7666699004257	-3.38542351816653	8.04178619165392	-22.5913230534933	-12.9880666769091	-10.857681964276	-3.43910575851098	-11.2196702893711	4.3186564326537	-5.23618097661969	2.11379306678029	1.10583741466722	-3.58670147349632	14.4654935856414	-27.6991616367821	9.66508899236922	7.92049609242297	-4.33970978112142	10.8105985864123	7.38418132180709	5.15301502529618	-4.05806006075501	-5.61536514450956	7.1926325863088	-8.11316426267664	-4.33567241509587	-0.9989544541467	0.427416465513918	8.90654193752834	3.35376632303377	1.9028049554362	0.450759539005423	1.17974659420084	4.52809509028861	9.60832409697041	18.8432665811073	-2.47306289666587	9.04700767882789	-2.7341286118729	-5.72138711879364	1.17760059735535	-8.10647915636658	1.2881673985032	-14.607427866341	0.818660955084815
"g10"	-9.68365507297659	8.16073388084771	17.1431546882876	1.33800605797909	-14.3078412360447	-19.9390564480902	2.4259880082694	-14.1242107713995	-11.046520121519	3.07413190582015	-19.5055254370425	-8.97120312805824	17.238969511063	-5.34411459193834	-0.183304174659026	0.425494820239272	8.9243116742585	1.92691594119468	-18.3502587395383	10.6997241653795	-5.7312928705339	-13.1548545412521	4.54153464893516	-21.5371939658567	-6.92488233181397	-4.52385721067988	0.584174578030231	-11.1606413408757	3.53725925592193	-16.5602779644633	-9.83088663143499	-19.0578718792414	-1.91535702613907	10.1606306736105	20.309204600013	-7.36911909122996	-7.24683113144515	14.6961796058208	-3.52639634985339	-23.3456807274656	-18.2604841990503	-4.39649350358769	-2.04838295485582	-3.06065846033631	3.61621698541209	3.73763546563989	-13.7505478139635	-1.48877613516085	-12.9011501884522	2.55293954063244	-21.5479586367908	-5.030644511665	-12.0491215859704	1.26011539043812	8.55781269829125	-5.66684408376451	10.9563164351126	0.181963305619107	-4.26238758619673	-11.0102504939094	23.181361798797	-20.0988855653848	12.4678945399651	-3.52232222521224	-8.52755533751112	-14.3609638973671	1.58955950585552	-3.34800297958561	2.68037284842359	-8.1694779699152	-7.53550434863062	13.0148334000536
