"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"ctrl 43"	"ctrl 44"	"ctrl 45"	"ctrl 46"	"ctrl 47"	"ctrl 48"	"ctrl 49"	"ctrl 50"	"ctrl 51"	"ctrl 52"	"ctrl 53"	"ctrl 54"	"ctrl 55"	"ctrl 56"	"ctrl 57"	"ctrl 58"	"ctrl 59"	"ctrl 60"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"	"case 43"	"case 44"	"case 45"	"case 46"	"case 47"	"case 48"	"case 49"	"case 50"	"case 51"	"case 52"	"case 53"	"case 54"	"case 55"	"case 56"	"case 57"	"case 58"	"case 59"	"case 60"
"g1"	4.12232498234654	-3.84418500981131	4.26646957328925	-1.48327325936618	1.4333555663106	-2.42670652843598	-1.57629275537756	-6.3906743993026	-8.57237555231626	-16.2882562171491	-7.83481499554931	-9.52096614843006	5.55398037051339	4.26455387377425	7.75177847750958	-6.89456141522226	20.2253715250777	3.85345110810136	-2.77814398515443	23.44431096204	1.58414100525733	6.12889456057411	-24.3255408705918	-0.242641719389355	-11.5893734571321	4.90117156968533	6.36618488575874	-7.53613336567899	-7.23312028487628	7.62535434052847	8.86935174964371	-15.7991270322991	0.877781395139959	2.70543213468083	4.25010495350879	7.14222550871624	1.14877171258921	20.5987885482598	-16.2969842095186	-9.53129781765189	2.75192301108282	0.628101944074129	-13.6567711075295	16.999846761164	-16.9228268707209	-4.62451163259591	13.6817592648268	-5.19488462567201	-7.90304988975342	4.86475118777996	17.6711656243725	-11.225973899458	-14.2198265097443	6.93010172632285	7.4448151802416	1.270231558162	15.6333574247853	-12.6626658941716	21.3245108201203	3.25828738251907	6.57516155188471	-2.69506696411859	1.60392348966653	-13.3402684459265	20.3179237853131	-23.7834496283889	-8.92978270114521	3.31721463790398	1.70364835490627	2.9807923264259	2.79744842362537	12.2043039286409	6.39689813778971	-11.604264180804	0.559001070268092	-0.368572368468043	-9.38523585397913	-4.02886156622864	14.416076226204	14.3842782814597	-0.993845171499104	0.285197097000496	4.71313287373272	-12.0616388009719	-12.7785954406896	3.15124013347916	-11.9577560016626	-2.55025280261995	-7.74575070361376	-15.6075198543442	19.5130755750989	4.26873259998136	-12.732579418824	-10.1275528405651	-12.8846715456759	-10.723259440203	3.90413584732198	6.9245196402603	5.0672080362215	-19.4084084596639	-8.780256215924	17.9902590569811	-4.00791973158643	17.3030340026404	-3.76114609663623	9.74981743498341	9.04502055008997	3.18682769912617	-5.95663378913064	13.4392222075959	-5.04481673157366	-5.40866578467586	-12.1928950014329	-12.5828620839194	4.15495370744206	1.12912963634019	-3.42119437606703	-10.2737884348073	3.48287478093197	-0.136015065456448
"g2"	3.55538832669253	5.63144574661707	-2.35582294855356	16.0665380028046	9.83021897104245	7.22505772054343	-5.90331167271517	-4.57524647114857	5.81590330120124	-3.85602412256072	-7.13876241037081	0.688137409408039	4.38519593148718	-0.521965401391959	-25.2191266442162	20.2046731872821	2.62575658325354	-11.9559960610158	0.0636021846216277	-5.04918203141366	4.18906543433141	0.435674286122344	-0.754770573661836	0.349755282538787	3.28190811628309	-16.0159149570524	2.5042840786484	2.36349532365638	7.27891843953506	-3.68291536571733	-12.874093906049	22.6229135863584	10.4054925625205	-2.89441409911116	-16.5088802437997	-11.5143675716834	-9.26689698232377	-9.48374436862324	-5.99814646407966	-5.98357727618089	0.0940718309373494	-11.4586318068544	-2.75371248683083	-10.4675938128193	5.05473001902585	-8.75553204911144	-6.27747555714562	-9.358767155932	-10.3994226670716	-8.89950512700118	-8.83229535263128	-16.312161864298	12.8134703401684	-3.86258733037777	-9.27671533765234	-10.4506809159111	6.16389611687124	2.21979739800455	-2.56299241297652	11.0840935571152	9.26176256727333	4.07590432210772	-17.7717515723507	8.99562812358319	5.42462388397204	-13.9765113108875	4.89933582772402	3.38443907131269	4.41591931800622	-2.49542104864751	7.36689687086769	6.02956435688511	-6.30697186043417	-3.77368066473347	20.294659712061	-10.5361398006434	-1.73500444448507	7.62320140062025	-7.09526757707064	2.88801532129003	0.830943110273039	0.953350689773226	7.80379252666055	-18.9046341145991	16.5678484457145	0.952361170814914	7.66474176795116	2.25954317723776	0.563591586121649	6.97413279041849	4.07606723153093	5.38202724336993	5.77002638616114	-12.2114723476905	13.3875891618552	24.5597304615521	-6.00131871273325	-5.91499942082424	-1.27873070287018	4.38064338913893	8.56119820650634	-9.32809281831832	-6.90033844792312	5.45362570887242	14.2009335325407	-1.31940180289623	6.27729098226575	20.4776325355947	11.7661184692214	-9.49304831277115	-1.15773739486226	6.96221071753171	10.7172742684867	-7.77033220188658	-10.9243971841381	-10.6340037185357	12.4034135330861	-8.16080326169039	-14.9006370186393	8.77339381259485
"g3"	0.377951401740475	8.61572813319265	-5.88937500477803	-20.6094708527222	-7.40177623160878	-6.9729842235389	-6.51807405881481	9.55373850469287	2.82389206251168	10.4591386218321	8.88676877366877	1.7518609562261	6.74398358632441	6.57057380487213	-1.14124752110806	-11.2134252590939	-5.12846545264387	4.80027313780396	-4.61791961402468	8.10691066450472	10.3437627725378	-12.7095823400302	-2.1607055503906	-13.4658196229311	-11.5694824666238	-3.70459726871316	-10.6517067318472	-0.512417410709153	0.759369030566975	-4.60793493635658	-5.41699682930789	1.49556876968256	-6.04867779151021	11.0289660790245	1.80974879300867	18.7269741354928	3.10866648259438	0.0166931192878879	2.82441460474373	-8.80663547339314	-17.9370312402752	5.29881106807503	1.8893140952555	20.0879731627999	1.01544749922997	-0.84314860033304	7.11754328215843	-2.71643500868798	-12.3567583812732	-14.503238251658	-7.30302245938257	0.384633206856854	23.8569140106927	11.5221710308917	8.99354291276291	-5.04152741141044	3.61645189891327	-14.7375043020813	-7.24126876500145	1.54647974650118	8.56132416244641	6.4304866655521	9.15092415838345	6.68029467650817	-1.55498798242144	-7.59092426464683	1.19579778049508	-2.66915208236125	6.07039739921222	12.5406588897009	-1.36624446369603	14.4668215869782	-6.40589101109595	7.25140201569454	-1.38371677054489	-4.98005290685153	-10.8232587240052	-3.25328857172497	6.67939162409874	16.3028177494146	25.3084760098533	3.65781432454574	-1.07041925070384	12.012029979361	6.34387701609488	1.4867536400145	6.62492011610234	-1.2111178620093	-1.02632703988492	2.08653593759865	-9.95507468853313	-5.52074171139991	-4.30567843785856	-6.0113255879327	6.98449443223807	-1.6737297475076	-1.4102122453067	15.3667380350788	-10.3203093280339	2.35510318228014	-22.7006039942437	19.2925342113282	14.677719394254	-4.93954646432838	8.34099403687238	-16.4961824641542	0.276683928310893	6.16813583103284	-4.56890769319103	5.70402509694716	-6.38244129659629	-6.09969874299238	-17.8692188123354	6.51680930189717	-2.21752133190506	15.2220892511004	2.57361719179594	0.968241715346303	0.732234251041863	-5.61915487299365
"g4"	-6.61504682524439	12.4430374411932	1.77894865491021	9.69956172579113	2.88410004431821	2.70990604338037	1.50080552525817	-17.7744007608709	6.19251919510507	15.8144835865408	17.1430129954099	-0.499096420041062	-6.92563928341268	-11.3908500560522	-22.2036659120291	1.49555921204628	4.18560007531752	-7.61969410006684	15.811286717084	14.624506051149	-7.48024117473344	-27.5865780267499	13.8645129216009	7.14936077130498	-1.87144683767166	6.29855885054129	-10.2029976669729	8.88484014029194	-5.19294179615902	-14.3090585498865	2.71068330721885	8.36038473565848	9.38489559764528	6.2623412093084	-19.8142763479159	-20.2550300194337	-1.99126104609576	15.4638342428754	-9.22259145810302	6.70333339173987	-17.4816702132826	10.6098165405946	7.47550168038251	12.2948910242289	10.3382212771135	-15.1501301234559	-0.342794347168648	9.64290842440612	-3.13629723460102	-1.80453893334845	12.9862369702022	-3.69050515119934	13.1630481196002	-15.3139102703088	9.20372875072733	-3.00544906024641	17.4278254395761	12.0787687319196	-0.0626551568436261	-4.94842897185054	10.6051335444022	-6.72102492384551	-21.2671428952434	2.69243546134942	-3.01635672821873	1.28290079350453	-9.20638556693747	8.78261482322209	-3.26530285339557	-4.8650172874039	-5.80515994789043	8.91331727551839	18.5207958605732	5.45085794529628	-25.493504362025	2.31291484335623	-1.37706744286563	-10.4658513587989	4.79068514003442	6.83155269084606	-10.4582968188737	-13.3376550925181	10.7607186112995	-6.48588037327917	0.894442430503529	0.00120515191055221	-0.303339001410732	6.89044141127734	2.28391976906204	17.9765793624048	14.4876514185358	6.92222724406034	9.25407943701496	8.88225290906787	-16.239671599098	4.20885267293916	4.69809729423204	-4.56421885468966	-0.22088215221137	8.86525951025177	-20.3879612336624	0.584035056765497	7.05686259593944	0.799530781128686	12.3663467721565	10.8828485185374	20.3576070812837	1.60526947439173	-7.01798388891669	0.603509617709531	6.59183063164952	17.20661180866	7.63611525172827	-1.8902496848833	-9.19700983962124	-1.3675157530981	5.91133288566965	-0.943777232063782	8.17993061751388	13.3133440353011
"g5"	-3.89038235587992	-6.81766111582743	9.7563582342475	-20.8406996327372	4.84396117669991	3.4144157184082	-17.9550741511235	19.065805592617	13.3207141228335	-14.8946840080489	-3.95217537334843	11.9375276487398	-7.5988597503857	-3.67175705983667	-1.40352025826	-9.62826217916737	6.5009163539366	-11.3982721082893	5.77932678271218	4.52956266901729	1.99574988148433	14.6272583824104	11.0870420074901	0.688350100528878	20.9915789331049	2.41619947355639	2.77535491354483	5.02315434749154	-15.1713261121239	-1.98252911960321	2.46001365516544	12.8077993127601	-6.08848967062817	-0.377869254369793	-6.64725422509155	-4.76827834439216	-4.863055176241	-7.97835083084659	-10.8721976183422	-37.3750046169602	10.7828594073461	5.95120428745002	-1.72574539108379	-7.95717137758294	-5.64514711581886	-18.0049773181108	-13.6787846360379	-5.81138426480552	8.32147792435857	12.6737214662959	19.18446166944	-11.2676555916997	10.5621440780931	6.77978848119448	-7.095016564604	-10.8852098974595	4.59019033873956	-5.52756884430031	-0.611912736515167	6.99639036865196	22.7721115426896	0.831365810959386	-3.05477356585439	13.7711971682369	-3.45925242114163	16.5414174419294	-8.83704700326047	9.93995497707485	22.2759570286927	6.1985181921385	-17.1657463448156	3.7829327244225	-19.998394315563	-1.12976305511456	7.77369514735004	2.12448484954539	5.07990609186088	-13.1117870443582	-0.432947007182369	1.36923333839816	-2.50263453237619	-0.586633244812646	4.68609038571291	7.06813376417582	1.58747734549185	0.73471030469762	-0.956189583435295	-5.41982175002019	3.53550361925961	-1.20617895423958	-0.847863694699663	4.6671106367705	-2.67688095938511	-2.12919935499052	5.67078771648291	1.02372713788419	-14.7665466841432	12.9192109657191	-6.37376340127141	-11.6302036178119	1.72548882527124	-16.9905491149513	14.1856741592096	-8.96034688897292	-7.16126499524015	-13.6424866661503	4.34002874674862	5.67309234282777	1.98034076485117	-6.38907799838078	-5.07446238259197	-17.3898637025315	-12.3471295159625	-3.8026356192445	-1.63568058098673	4.95988634958721	0.265252008893072	2.23269642730056	4.99704553438309	12.7718738627541
"g6"	-0.522899337996547	-2.82019588888732	5.04698521891391	-10.5360076085963	3.05063945235985	-7.7261158758792	-2.02964778343052	6.66642191324466	-4.98497356267276	6.88558173650486	8.79545651433858	13.698496825896	-2.86443251642911	15.6093044592776	10.1854491631732	7.20307004506462	-1.21454435831986	-0.12977938311799	-2.43685561737614	-1.50601128510596	5.07223681862247	27.6163257574533	18.6218724792678	4.64989267664278	-2.0600479592165	-12.6046881505564	5.73548990421088	9.8289974382565	0.760887177630439	2.16740171649011	-4.75617338744778	8.19118466351683	-5.02323896527041	4.05513218603591	12.3220312233739	-6.93388286246801	-10.9679826748333	-7.3897292884203	-11.7805011347061	21.8475145940029	-3.77643292391562	5.48755477914108	-1.88182689552049	-8.58502127638904	-15.6086855507856	-10.2217037158357	12.5287109971259	-9.34406288187594	2.50793535013592	0.88575599624205	-8.5622267971877	-9.16256938444944	4.16749062939059	1.91252486200965	-19.2949733599446	-2.64945548346959	-11.7352137516654	-21.1003590167007	-17.8163521158608	-9.52777452128155	15.7345665576185	14.6532197978769	-9.44430866244593	-6.32511996379993	31.9975745582963	7.42204576004025	-4.89065260140662	-9.56305224396393	5.0677310701692	8.17840197829706	19.7532151502292	-1.18127908066126	7.17933693564945	11.6978056135511	-14.1835426847417	16.2629817311868	-8.02723346181654	-1.97874172942233	-2.44332715119175	12.2780211781461	-5.66922102620481	-10.9992918720058	-12.3734629546419	28.0614484783258	-1.02847924187895	-15.895799468863	-1.61030489852962	-1.62195655170739	3.68670200347437	12.6137447821824	-11.1718104943126	-2.52441271258699	8.00676772143144	13.5166962274211	-21.6606477821136	-3.78601058252658	-5.53741160627128	27.8983635380489	-10.7933558324623	12.2431689828918	2.3553946088896	-3.68555598417437	9.29714633441533	-14.3099256755328	0.43258928311171	-1.52781505901918	11.9931110023239	-3.47296667878503	-4.87661310650681	14.6988918624174	-4.02112599732956	5.39955956136182	-14.7066913849886	-0.952279151733279	-9.06030370124578	-0.0413164605823968	-1.58915668351622	-1.37964876896053	5.66849158526517	8.12707389215544
"g7"	-0.281929662854786	-8.47293476091038	-2.70055189514531	1.00998016052182	-6.09972768849351	4.31303753673927	-10.4153381113942	12.9194911335229	0.684162288714434	1.6430493726969	1.50327487657965	2.97056870704286	14.1209580715532	-5.37707000419537	-1.22830358328917	-9.77909469056231	12.1841533733268	5.0955170019635	1.15331763475655	7.94919721210454	5.35293693404233	9.73676581815369	3.03985335001972	-1.43109704323798	15.1115250403686	17.2397403121743	-1.9949817922431	3.26080050822251	13.4408724893956	2.95092841197638	12.9883732351902	4.49989637691989	-10.7056284947688	-5.19189752759307	-6.2636255883987	15.6610214533116	5.52776479826954	6.74404181351582	10.210453852972	1.10433302047634	-1.12479520253013	8.8004797310473	-11.4891768931027	8.01188697000687	-0.910516765617724	-1.20857538026562	-0.261495524083346	-5.21602767216274	0.9028967042617	2.75012120281299	7.36764277311245	-0.0877472919482808	-3.4318685982518	4.6729355136435	-2.08328414197477	4.10320237781005	-7.97171591600861	-11.0435520704513	-9.79704960560312	-2.33960988772475	-0.951170553410053	-16.5169478297054	-1.50759012991575	-18.529802786688	6.96250360655315	-9.08400402668475	-4.26428585631186	14.3080540743939	0.199705071541809	8.29551431628086	2.12375474740433	0.658400471688268	-11.5625279251672	6.90513159877561	-7.40657990432761	-1.49603892094376	-0.155416347436276	-8.78062784981686	0.132572806223417	11.7313707132284	-3.67346022630214	4.22989839925878	-0.837444345255149	1.75071216694053	1.23837907275206	-5.84592476510868	2.04594129500643	7.82002078510945	9.2897920743777	22.8192227456488	2.06461740214654	7.82626292781674	-2.09778693770988	-11.2843147974319	4.02973016589641	-2.61239769816895	5.60541315357064	-5.28828164451104	2.63229792703437	7.51999109613151	-0.555422908485117	11.0961779482957	2.9033770140764	-7.03790442029081	1.05501571502816	22.5651064192415	-13.2478915577679	-10.617286229381	-1.19303226383924	-4.04596920128552	-3.29168695375725	-6.32440452308826	-2.82976234857347	-10.9856767822483	-1.33841325496937	16.311000983247	-0.906386045210324	-0.526425097297373	7.99261468820314	5.08821154226893
"g8"	2.95735611360616	-3.42346063710128	-11.0866483860399	-1.12560001737329	12.2297289221817	-0.855043626938175	-6.73694291335607	-7.78267969339439	7.84323396238439	1.7501086709126	7.96994855136446	-0.178271297292767	13.7461747875878	8.80814716166707	9.46555454609614	6.18496411494942	-5.48162064377554	-17.1847562201542	-0.711170917182962	-14.103304078034	-10.3246109212072	0.609527902691869	-4.58303029164947	7.16965693633312	7.70194863231739	-12.0264324500801	-14.6702347157722	-9.23941156466602	-3.33235831672236	-2.2175444879363	6.04501297744678	-4.06365328083619	29.4360731639568	-25.2125108769116	9.16393417778931	13.1088280149248	-14.4481625452851	-0.376620440933797	-5.13883158067717	-0.639915386250993	-8.60713792658652	11.4154247467103	-4.19269043689801	2.8027469387686	-16.1217201005404	-10.5656295726383	15.9678696240716	10.7099900937077	-15.2860749395549	-9.63014682855707	-20.2355593049844	-9.60507304784572	-11.6342248897372	-8.92899628379399	3.95093951550656	4.26483834062732	9.62680638256895	-3.2414605628534	-9.67004105258591	-4.89657651611806	7.01032054066796	4.82098944403382	-12.9812173034445	-4.66436316249157	-0.0787704464017427	-0.853906893283552	10.2715266604948	0.731043516723995	3.93596015296277	11.141343947403	-1.82063295182568	5.12570225437138	12.2218609227373	-5.3336426396925	7.83864336464299	3.46428165543882	-12.7572218133314	9.07839527319986	-9.38836722899485	5.87912686238752	-1.52810419606875	12.0835537618474	-9.6873540764065	-3.72559195736639	-21.0696796168589	-4.45831697906861	18.0412141538565	3.81397444988474	0.673268677964379	-0.688652539567573	-4.0688104282685	-8.08798696921724	11.5125902777279	-16.9017917394485	-6.13026333410095	20.3511644565134	1.22022306547353	-5.47786700023919	-18.0070117466697	9.84293442127444	10.9008074964939	-3.82083150828407	17.7149485940062	23.4139554525218	2.22729375607628	0.595807801475967	-17.118722103797	3.33651358147385	7.79539642924734	-0.71677726446036	-20.3325487581634	4.86016479487315	1.08945444653766	-1.04025531768538	2.98602930955738	16.047076693939	1.53892048178036	-4.20010674192512	-2.52192533882154	-19.1006650245442
"g9"	3.58251092596425	-16.4364084848801	13.3239280967933	22.8253004497357	-22.1387317088971	-11.2191894294465	0.134030956983509	17.1914493097277	15.2739846516576	-0.0790516758086799	-2.36989471995434	-6.16385220660362	13.7086824451455	-1.13097437056664	9.97736494513596	5.67970995681728	-2.62907858248737	-3.37523378267829	8.00137505073744	10.8771945002567	4.52371002741095	15.1109060089836	-18.1582410292947	13.1191103993383	-0.337254445734183	8.15388425237315	-2.93417436748304	6.07745656761193	31.124573635196	-5.17611140409333	-12.4112841465129	-4.4186395886907	3.9535625396982	6.73411283914525	-8.43669160889674	8.80370616367573	8.50231294945423	-13.7341742215455	15.2207636813439	21.287710148113	-20.604805392123	4.08720336510806	5.59006755629488	8.84997918050605	-0.594059505275961	-3.33422751722824	-5.78372092133181	-11.4812959473509	12.1617265355791	-9.56395133507026	-15.1170954445167	-3.0144304641453	-6.07243976206424	-5.85428615836845	14.4094096193089	6.22585944185401	4.79928431871033	3.06826940972376	-1.94277288082604	-2.94618351977132	4.67490875220783	0.191504006001011	11.9103645796143	-0.403604638387199	-0.234657792914061	-1.31409124165852	-1.66783603827678	-6.44171030226929	6.72506123217498	-6.11051020109822	-11.1443978872628	8.55572185468287	11.8616705520414	-0.90856976277428	-5.82709370836857	7.89699564332134	-7.65630486979358	-16.4880055468156	18.8720736388847	1.59706888167155	-10.8031723374662	-7.39737673091677	-4.43911787807649	0.481031238207617	4.61926540399987	-11.9677447737194	0.0245354496270585	-14.5372401929687	6.49182937486761	6.61263000889042	2.72687036695173	2.10786128709614	-3.27108767899318	4.97808691139246	10.085986975977	2.11082856869798	-11.8604213961802	-0.803980901054019	-3.54612957510539	4.79987549217958	5.85138381865858	-13.6547527999881	3.0101529502421	-2.0333958678729	-5.64532777582312	-10.4425537942585	8.56530221380026	0.399270403610364	-9.60967458159964	-15.2522501088794	-3.72237223864117	-2.40372500347525	-19.6289974317166	0.532320112622013	10.0372793202272	-0.555275831770717	-8.28279126658664	3.83231838720485	17.5279900827909	-3.9810160699921
"g10"	8.05289280044357	-10.550659830598	-18.9116899737062	-4.87194945547244	-2.19736908186972	13.9118292224032	4.83265643418479	-9.69260270169353	15.2263597540446	-2.59157580117278	-6.07633315463595	11.249422570934	8.82764969847279	-0.384569074098363	7.13591974590734	10.4892177270196	4.76212143115981	-4.94501931945252	-6.71301596841347	-6.44209028237167	2.51823494468388	-5.28829919105747	3.09571850496514	4.73145284482523	-13.4751452153046	-2.91599415197768	3.58158826142965	3.72104980970852	-5.4335419330235	11.6552026673919	-14.1427046889517	-1.02701805867976	19.090575738618	1.71451140690972	5.89015670095128	-5.74156567959634	-10.876689108539	12.6370197591688	-18.068009902125	-21.8087473023021	-2.9223079523147	19.185470910074	-11.0182657448717	9.03773253498613	-4.21295818250942	0.529429833592849	0.080204890825043	30.2929433063863	-29.1866315944642	17.8614655626106	-6.50609809705176	5.77844977945977	-8.66159377379452	-12.7143962463213	18.0506893125869	-9.70125569224923	2.40454941481517	-16.0518726747069	-1.48231323490454	-2.52068580444174	6.39048382089444	-11.212190516025	-13.3201881826218	-3.6817315731224	-5.12255701526565	7.28386817966503	7.22978112582075	3.99267669600912	-12.4030347151288	-5.94420269044433	-19.9499400626559	-5.55821340781689	2.63864519623428	-6.58296998376008	16.4051816186212	12.4551695120264	16.440730484014	-6.12717521824523	-0.0616371560064329	-2.6007094779421	11.4109009981384	-6.67956905221651	0.30488753858003	-7.45742914940733	-1.02430198387498	-0.952327392326976	0.342200371182641	-15.5880915337753	-17.6310774289371	5.68045466496887	18.9187087528234	4.16083288655456	1.33530860357652	-9.18348012089571	-2.34843573952608	12.952463789111	-9.47614485518838	12.7854925964728	-0.999754403375104	11.1653897042922	-7.20261168155008	16.6691002200681	13.3678631506476	2.12510692162071	-8.11222983195886	7.7857774668092	2.74809877370383	14.7091151658826	-3.55522094706815	1.88221237949432	11.2015118375936	-8.08619727486164	1.09358558900627	-11.1956425287153	0.106312260193184	7.56765861143642	5.25974875566574	2.56963817357392	-8.53721753443531	-1.02238466570831
