"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"
"g1"	-9.49746513666214	-10.5943572257804	6.21340738663812	-1.13737147315139	-2.37771605701268	-7.04285545566353	-6.45420056944932	-13.8279695122222	-9.95302589626727	0.688200830331201	-15.1669735968353	-1.02915489209751	-8.48880762251959	4.21500927293849	4.73339053731328	12.2085282435143	1.87382589572835	10.9535631581617	-5.81363419798803	-14.7222579920561	-1.8986766507747	-9.34271578163724	-12.5749405190129	6.62301173737214	5.11133853626487	-2.79616997823113	-11.5939044060309	-4.2913509454333	11.9652275546876	12.6826199864157	-5.45816216918101	1.21332325592733	7.78972423753722	-12.0087391569081	-4.49407033643426	11.6017708733352	11.1363870845343	0.59158572926127	-4.12215787322689	-11.9024312156325	-2.81750228568679	5.17579479746134	-8.81129228528728	3.89302731903787	-0.762995880522191	-11.6035189958463	6.19294350635292	-4.50836696171565
"g2"	-0.730823107402319	-0.795179353437873	10.1669187553705	-1.15500044846066	10.2635309670198	-6.03142061130352	-2.52056639463356	5.23325287987801	-21.8673917666074	7.2899669148991	-10.3290784290731	7.61381017588362	12.2733603181911	-10.2438311648318	16.714528226257	3.98877126630012	-10.2941593653267	12.2785477945299	-2.50162492123055	-3.56688087880184	1.9401495657545	2.09904243345696	4.78913611052116	18.838888257273	0.850690948792712	-9.41140665474537	3.6703287609922	-9.37289994392373	-29.6489050394285	5.01022710573022	12.8002305104465	-12.3372353421463	-9.05119433436136	3.65552219434041	-1.22962079583957	-9.12999238716075	-0.0151982159265855	2.86381354341843	-0.305850812485423	-6.73771539606283	-7.59817529513239	-7.41629115831555	-2.30574188900333	14.2381670378874	-1.8786673705422	-13.9352196711585	11.2422646748286	15.513374667382
"g3"	28.5671452434579	-5.94843481022403	-20.8375115398932	-10.806255711206	-6.11064776378403	-5.89350258290412	-3.14271745626358	-9.94836682181027	1.73812541255071	2.08224561173777	-3.21151151219456	7.24138451316081	0.580240582769806	-8.95859488586047	9.09955088312941	-7.75840405859264	7.76720249506487	-4.56437575311937	-9.83534482728589	-6.95005933650838	16.0900249198878	24.2920706597701	1.99408529400088	1.89870610038447	8.64306071483004	6.38085317220944	5.62227891705604	16.8858032283361	-9.10507562228298	-19.6273608403286	-6.55729738953626	-11.3569913973432	15.1159151788914	13.0095117713392	-1.01655293497674	12.6855574197772	-3.47900400816859	15.535508012534	8.64578884939021	-2.70071665302145	-7.16341454060747	-5.49036187717307	0.229962207626303	5.53858448434796	5.09022158863607	-5.84741609771915	4.82617030430923	0.574046374125978
"g4"	7.4639211762789	-1.84808429747209	4.04716029602879	-5.16689010994943	4.0829780432427	-0.0521782050530933	-1.24476401100451	18.9170706172371	-5.7050747041854	9.49744783647049	-3.72173514744236	-0.78739072985909	-4.26894609177359	0.452542174580739	4.62465944345037	16.1392678393416	16.1505626066929	7.02610774918027	9.8908563194597	10.7631928935677	19.9477149720785	-2.8088127166503	0.761273837475631	-1.52503121699474	2.9913386932642	-4.58596311963216	7.61089370635458	-9.64068350880115	-2.37995778738116	-3.14012320355875	-10.3633665611584	4.37851365176452	-1.20743737439464	-10.1760151804891	7.57584535442517	-7.38684037355135	-1.09577436585077	-8.97614226591169	-12.0568839497903	10.6291676621191	3.44121459915754	-0.356161667993194	1.62493917254016	15.4847999790578	-6.32939462062745	-13.3289602156579	13.6598447560521	10.6686664913663
"g5"	8.91628550002742	-0.553416041619058	8.57067411881611	11.4553768171694	15.5436462345286	-7.2593599119957	-19.4747698848953	10.6803861742962	2.16146655240906	9.90665253181286	1.88969076933345	-2.83508175686694	14.8558543612214	4.85328267367008	-4.35925277620151	-1.17720666137446	-5.60995755350082	-8.69429843331688	-2.8788079726277	-12.8448872335993	-4.15233551083985	-11.9927074052628	-21.416320606061	-1.79720473627137	-11.7700268466437	4.85859013511761	-4.29987934963123	9.66540382218548	1.70439610544874	3.0224387952563	-0.923268763048164	4.38538469437472	15.1937905027407	0.234506813138488	-3.14973139750234	-18.7336048531251	0.884491542155157	7.53090933572929	-5.49572981588921	-3.67921608154504	-6.26169838467859	22.2275431322756	17.17063809971	9.67152787937797	-13.9111456201261	-10.1413459509537	11.2756305346955	10.0523793627943
"g6"	-14.0070110300343	-4.43149567823409	-0.494037848542931	1.65582310014521	21.2582292608306	-3.49478365906174	-2.45523070182314	-7.15924374755723	-0.203032400385404	-6.42954186775024	-5.01069917347422	6.82726577745501	6.84964516411469	-12.9576074186107	-28.3935090989023	-1.87148644422232	-2.65814965429228	-13.2291053471197	7.82569005996463	-5.3248694750919	-1.40839260006939	4.39197061407123	12.054726305637	9.86665283714732	1.14947096678247	-7.68329843118758	-3.94538734836233	3.20938670681407	6.30437628470621	-12.8534860719306	-2.45197615623549	-0.620483220042457	-4.28640647766373	-4.11959908682526	24.7114865807217	12.6862781190301	10.0245945610525	17.3073890865515	8.40101954462266	-5.21277341632977	2.4918099172901	-4.25327551798182	1.36735042916255	2.87486644031979	-11.8848984133864	-21.9069727390379	16.7966175509323	3.19574913159065
"g7"	10.5060565922494	-1.82990237379584	3.61347053087086	17.3078839413315	0.699126452740443	2.81868669932164	11.4401717771793	2.01517924387203	8.01652987729819	4.63789263803927	-1.11825337615646	-10.1045235505535	16.476346158002	-0.40834677505526	-6.7735421926607	-16.6616660327882	-5.90987929522361	8.79227427381401	-7.73056969223903	1.72951138984024	8.66089131806983	4.31633069251622	6.25014620494677	-10.7906063784919	-4.81814831740681	6.76225413803145	3.4675204636746	16.9810550606477	-3.46744034853996	-9.97390007870231	8.90441893740394	6.1025137169455	-5.99787259293733	9.71523260887079	19.0908741450513	3.97615284177609	-13.3144043072399	6.11528255381798	-3.19697030705501	6.93383343433096	-16.9718746208712	-4.44230070578414	-15.7245568301126	1.78724325520706	15.1230591018574	11.2288473234125	-4.70225897416199	0.291660737962738
"g8"	-0.714588939196972	-3.74437745362342	12.3878421340304	5.94935131649014	11.1682708510832	18.8641824099965	-15.3774376663592	-9.81797760492549	0.0285963471111514	-12.8033269665611	2.4124630465115	8.22048740951493	-2.4552325650405	6.08064968183474	-11.7365939813872	6.19217062124545	-6.56236900567385	-0.71199542063651	1.22093440160289	18.2255442675928	2.35156152494273	-2.09534087282917	1.14443338102558	11.5229628204421	-14.215130624976	-10.1005386683044	3.24975667022303	5.58583262668658	-12.8998041339005	10.201174904004	12.9215588452963	8.40625194861779	6.13107184443477	18.2672729054708	-4.20167760614211	-5.87296898488758	-9.91729438748101	0.0600795116333579	11.5094105090942	3.18617570008928	-3.66510213269822	7.17141857009701	13.2044559960683	-16.9448672438981	0.623443629938333	-8.77719790557399	12.1778188374029	1.35190298083829
"g9"	1.30486634686551	5.70010985590283	-4.27469089476629	6.92216810076997	-10.1131033539304	2.67318176456628	7.90021551109353	13.4848074389415	-16.9151553784939	8.58254123292051	8.27261386097331	-5.38458329786716	-4.63613413325225	19.4655503802887	-12.0705670945428	-3.79666493758126	-3.03462905628183	7.72676555725736	-13.8785946391178	-3.32057821725044	7.26773984518787	-6.65561723740731	-2.45979490109025	-3.85511765216633	-2.64746543247547	2.81596097290706	5.36469827558591	-5.43026696829205	2.58240790401819	-3.41522843525202	-0.243191734891542	10.0482875998774	4.47435842481815	3.89329867705965	-8.32348185725065	-1.28528762408987	-11.6342681478314	2.9392365222183	13.5682777363994	-13.052757451677	16.8511285493793	-12.8716008424567	5.79152637413998	-8.41185740614035	-17.5379329641973	20.7087370182952	10.0627670630102	-1.6428701316536
"g10"	-9.18492619870354	3.13548274590649	-23.7112240993343	13.6174943558257	-13.4532154411472	13.5264763424406	3.64139821192415	-0.763256561784321	3.05803544042354	11.0704515672111	3.35693340762702	2.48230649981741	2.01543106697719	-13.5411639855364	11.9962390790651	-6.26921775018468	-3.33061853771999	-2.67963502344749	24.5466060931535	-11.862135381657	12.7440857068301	11.6717132625623	9.84288906508453	7.46930995668851	-11.0929529400086	-8.31201955243479	-7.55454526630533	-1.13641271047645	15.7081784366486	0.228954746202905	4.62467044313621	-2.12788442723622	-0.463789935338575	9.03698322264404	-16.107141847541	3.00378210580419	2.97104131875035	3.92925162959556	-10.9738191453604	-9.5186108955344	15.0971222108864	-4.51936750312155	-3.31401256888851	23.2667178468249	-7.53056983987606	-14.3978281184379	-2.72229617205691	6.74040805971802
